"Status","Year","Profession_of_post","Region_ITL3","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Commercial","Central Bedfordshire","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Central Bedfordshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Central Bedfordshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Central Bedfordshire","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Central Hampshire","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2021","Commercial","Central Hampshire","Outside London","EO","35","35","26100","26670"
"In post","2021","Commercial","Central Hampshire","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2021","Commercial","Central Hampshire","Outside London","SEO/HEO","90","85","37560","37320"
"In post","2021","Commercial","Central Hampshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Central Valleys","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cheshire East","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cheshire East","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Chorley and West Lancashire","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Chorley and West Lancashire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Chorley and West Lancashire","Outside London","SEO/HEO","10","10","43850","44760"
"In post","2021","Commercial","City of Edinburgh","Outside London","AA/AO","20","15","22040","20830"
"In post","2021","Commercial","City of Edinburgh","Outside London","EO","5","5","[c]","[c]"
"In post","2021","Commercial","City of Edinburgh","Outside London","G6/G7","10","10","58840","58110"
"In post","2021","Commercial","City of Edinburgh","Outside London","SEO/HEO","20","20","40630","39500"
"In post","2021","Commercial","Clackmannanshire and Fife","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2021","Commercial","Clackmannanshire and Fife","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Clackmannanshire and Fife","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Clackmannanshire and Fife","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","Commercial","Conwy and Denbighshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cornwall and Isles of Scilly","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Coventry","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Coventry","Outside London","EO","5","5","[c]","[c]"
"In post","2021","Commercial","Coventry","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2021","Commercial","Coventry","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Coventry","Outside London","SEO/HEO","40","40","37200","36940"
"In post","2021","Commercial","Croydon","London","AA/AO","15","15","24980","24440"
"In post","2021","Commercial","Croydon","London","EO","20","20","30450","30110"
"In post","2021","Commercial","Croydon","London","G6/G7","20","20","68050","68610"
"In post","2021","Commercial","Croydon","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Croydon","London","SEO/HEO","85","85","43610","44250"
"In post","2021","Commercial","Darlington","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Darlington","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Darlington","Outside London","G6/G7","15","15","55450","52230"
"In post","2021","Commercial","Darlington","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Darlington","Outside London","SEO/HEO","35","35","34350","35000"
"In post","2021","Commercial","Derby","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Devon CC","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Devon CC","Outside London","EO","15","10","25370","25630"
"In post","2021","Commercial","Devon CC","Outside London","G6/G7","90","85","51750","48080"
"In post","2021","Commercial","Devon CC","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Devon CC","Outside London","SEO/HEO","90","85","36640","37420"
"In post","2021","Commercial","Dorset CC","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Dorset CC","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Commercial","Dudley","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Durham CC","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Durham CC","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2021","Commercial","Durham CC","Outside London","SEO/HEO","20","20","42630","42100"
"In post","2021","Commercial","East Cumbria","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","Commercial","East Kent","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Kent","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Lancashire","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Merseyside","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Merseyside","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Merseyside","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Merseyside","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Riding of Yorkshire","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Riding of Yorkshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Riding of Yorkshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Riding of Yorkshire","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Commercial","East Surrey","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Surrey","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Sussex CC","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Enfield","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Essex Haven Gateway","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Essex Haven Gateway","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Falkirk","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Falkirk","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Flintshire and Wrexham","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Flintshire and Wrexham","Outside London","EO","15","15","27860","27460"
"In post","2021","Commercial","Flintshire and Wrexham","Outside London","SEO/HEO","15","15","40830","40710"
"In post","2021","Commercial","Glasgow City","Outside London","AA/AO","10","10","[c]","[c]"
"In post","2021","Commercial","Glasgow City","Outside London","EO","20","20","27270","26670"
"In post","2021","Commercial","Glasgow City","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2021","Commercial","Glasgow City","Outside London","SEO/HEO","55","55","37320","36210"
"In post","2021","Commercial","Glasgow City","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Gloucestershire","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Gloucestershire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Gloucestershire","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester North East","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester North East","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester North West","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester North West","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester South East","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester South West","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester South West","Outside London","EO","10","10","26720","26980"
"In post","2021","Commercial","Greater Manchester South West","Outside London","G6/G7","10","10","59610","57460"
"In post","2021","Commercial","Greater Manchester South West","Outside London","SEO/HEO","45","45","38150","38630"
"In post","2021","Commercial","Greater Manchester South West","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hackney and Newham","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Haringey and Islington","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Harrow and Hillingdon","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Harrow and Hillingdon","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hartlepool and Stockton-on-Tees","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hartlepool and Stockton-on-Tees","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hartlepool and Stockton-on-Tees","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Heart of Essex","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Herefordshire, County of","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Herefordshire, County of","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hertfordshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hertfordshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hertfordshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hertfordshire","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Commercial","Hertfordshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hounslow and Richmond upon Thames","London","AA/AO","20","20","22620","22120"
"In post","2021","Commercial","Hounslow and Richmond upon Thames","London","EO","5","5","[c]","[c]"
"In post","2021","Commercial","Hounslow and Richmond upon Thames","London","G6/G7","15","15","58380","60740"
"In post","2021","Commercial","Hounslow and Richmond upon Thames","London","SEO/HEO","15","15","39110","34770"
"In post","2021","Commercial","Inverclyde, East Renfrewshire and Renfrewshire","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inverclyde, East Renfrewshire and Renfrewshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inverness and Nairn and Moray, Badenoch and Strathspey","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Isle of Anglesey","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Isle of Anglesey","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Isle of Wight","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Isle of Wight","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Isle of Wight","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Isle of Wight","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Kensington & Chelsea and Hammersmith & Fulham","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Kent Thames Gateway","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Kent Thames Gateway","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Commercial","Kingston upon Hull, City of","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Kingston upon Hull, City of","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Kingston upon Hull, City of","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lambeth","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lambeth","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lambeth","London","G6/G7","5","5","[c]","[c]"
"In post","2021","Commercial","Lambeth","London","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Commercial","Lancaster and Wyre","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Leeds","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Leeds","Outside London","EO","10","10","23430","23350"
"In post","2021","Commercial","Leeds","Outside London","G6/G7","45","45","57610","54600"
"In post","2021","Commercial","Leeds","Outside London","SCS level","5","5","[c]","[c]"
"In post","2021","Commercial","Leeds","Outside London","SEO/HEO","120","115","34730","35710"
"In post","2021","Commercial","Leeds","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Leicester","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Leicester","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Leicester","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Leicester","Outside London","SEO/HEO","10","10","41030","39670"
"In post","2021","Commercial","Leicestershire CC and Rutland","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2021","Commercial","Leicestershire CC and Rutland","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Leicestershire CC and Rutland","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Leicestershire CC and Rutland","Outside London","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Commercial","Lincolnshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lincolnshire","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2021","Commercial","Lincolnshire","Outside London","SEO/HEO","10","10","41120","38950"
"In post","2021","Commercial","Lisburn and Castlereagh","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lisburn and Castlereagh","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Liverpool","Outside London","EO","30","25","23240","22240"
"In post","2021","Commercial","Liverpool","Outside London","G6/G7","30","25","49740","47760"
"In post","2021","Commercial","Liverpool","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Liverpool","Outside London","SEO/HEO","140","135","33270","34800"
"In post","2021","Commercial","Luton","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Manchester","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Manchester","Outside London","EO","20","20","25830","25310"
"In post","2021","Commercial","Manchester","Outside London","G6/G7","30","30","56520","50400"
"In post","2021","Commercial","Manchester","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Manchester","Outside London","SEO/HEO","85","85","36580","36780"
"In post","2021","Commercial","Medway","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Medway","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Mid Kent","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Mid Lancashire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Mid Lancashire","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Commercial","Milton Keynes","Outside London","AA/AO","10","10","[c]","[c]"
"In post","2021","Commercial","Milton Keynes","Outside London","EO","5","5","[c]","[c]"
"In post","2021","Commercial","Milton Keynes","Outside London","G6/G7","20","20","63200","60580"
"In post","2021","Commercial","Milton Keynes","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Milton Keynes","Outside London","SEO/HEO","40","40","39430","40330"
"In post","2021","Commercial","Milton Keynes","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Monmouthshire and Newport","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Monmouthshire and Newport","Outside London","EO","15","15","24640","24700"
"In post","2021","Commercial","Monmouthshire and Newport","Outside London","G6/G7","20","20","51460","49100"
"In post","2021","Commercial","Monmouthshire and Newport","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Monmouthshire and Newport","Outside London","SEO/HEO","60","55","32330","31180"
"In post","2021","Commercial","North and West Norfolk","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North and West Norfolk","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North and West Norfolk","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Hampshire","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Lanarkshire","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Lanarkshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Lanarkshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Nottinghamshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Nottinghamshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Nottinghamshire","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Nottinghamshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Yorkshire CC","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Yorkshire CC","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Yorkshire CC","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Yorkshire CC","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Commercial","Northumberland","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northumberland","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Norwich and East Norfolk","Outside London","EO","10","10","[c]","[c]"
"In post","2021","Commercial","Norwich and East Norfolk","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2021","Commercial","Norwich and East Norfolk","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Norwich and East Norfolk","Outside London","SEO/HEO","75","70","34590","34800"
"In post","2021","Commercial","Nottingham","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Nottingham","Outside London","EO","5","5","[c]","[c]"
"In post","2021","Commercial","Nottingham","Outside London","G6/G7","15","15","55110","53240"
"In post","2021","Commercial","Nottingham","Outside London","SEO/HEO","20","20","38620","39040"
"In post","2021","Commercial","Overseas","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Overseas","Overseas","G6/G7","10","10","[c]","[c]"
"In post","2021","Commercial","Overseas","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Overseas","Overseas","SEO/HEO","25","25","42840","42010"
"In post","2021","Commercial","Oxfordshire","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Oxfordshire","Outside London","EO","5","5","[c]","[c]"
"In post","2021","Commercial","Oxfordshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Oxfordshire","Outside London","SEO/HEO","25","25","37610","38580"
"In post","2021","Commercial","Perth and Kinross and Stirling","Outside London","AA/AO","10","10","23860","25160"
"In post","2021","Commercial","Perth and Kinross and Stirling","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Peterborough","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Peterborough","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Peterborough","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2021","Commercial","Peterborough","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Peterborough","Outside London","SEO/HEO","25","25","38440","36970"
"In post","2021","Commercial","Plymouth","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Plymouth","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Plymouth","Outside London","SEO/HEO","10","10","36780","38550"
"In post","2021","Commercial","Plymouth","Outside London","Unknown","10","10","[c]","[c]"
"In post","2021","Commercial","Portsmouth","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Portsmouth","Outside London","EO","15","10","26490","26670"
"In post","2021","Commercial","Portsmouth","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Portsmouth","Outside London","SEO/HEO","40","40","38390","39120"
"In post","2021","Commercial","Portsmouth","Outside London","Unknown","[c]","[c]","[c]","[c]"
