"Status","Year","Age","Disability","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","65+","Declared non-disabled","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared non-disabled","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared non-disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared non-disabled","Department for Business, Energy and Industrial Strategy","30","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared non-disabled","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared non-disabled","Department for Education","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared non-disabled","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared non-disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared non-disabled","Department for Transport","95","[c]","30920","26380"
"Leaver CS","2021","65+","Declared non-disabled","Department for Work and Pensions","585","[c]","26390","26120"
"Leaver CS","2021","65+","Declared non-disabled","Department of Health and Social Care","20","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared non-disabled","ESTYN","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared non-disabled","Food Standards Agency","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared non-disabled","Foreign, Commonwealth and Development Office","25","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared non-disabled","HM Land Registry","25","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared non-disabled","HM Revenue and Customs","385","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared non-disabled","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared non-disabled","Home Office","115","[c]","27020","25120"
"Leaver CS","2021","65+","Declared non-disabled","Ministry of Defence","360","[c]","29930","26670"
"Leaver CS","2021","65+","Declared non-disabled","Ministry of Housing, Communities and Local Government","15","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared non-disabled","Ministry of Justice","450","[c]","22220","20100"
"Leaver CS","2021","65+","Declared non-disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared non-disabled","Office for Standards in Education","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared non-disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared non-disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared non-disabled","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared non-disabled","Scottish Government","45","[c]","35060","29680"
"Leaver CS","2021","65+","Declared non-disabled","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared non-disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared non-disabled","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared non-disabled","United Kingdom Statistics Authority","25","[c]","[c]","[c]"
"Leaver CS","2021","65+","Declared non-disabled","Welsh Government","20","[c]","[c]","[c]"
"Leaver CS","2021","65+","Undeclared","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Undeclared","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Undeclared","Department for Transport","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Undeclared","Department for Work and Pensions","20","[c]","[c]","[c]"
"Leaver CS","2021","65+","Undeclared","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Undeclared","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Undeclared","HM Revenue and Customs","30","[c]","[c]","[c]"
"Leaver CS","2021","65+","Undeclared","Home Office","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Undeclared","Ministry of Defence","50","[c]","33520","30640"
"Leaver CS","2021","65+","Undeclared","Ministry of Housing, Communities and Local Government","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Undeclared","Ministry of Justice","125","[c]","[c]","[c]"
"Leaver CS","2021","65+","Undeclared","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Undeclared","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Attorney General's Departments","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Cabinet Office","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Department for Business, Energy and Industrial Strategy","15","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Department for Environment, Food and Rural Affairs","45","[c]","35090","29290"
"Leaver CS","2021","65+","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Department for Work and Pensions","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Department of Health and Social Care","25","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Foreign, Commonwealth and Development Office","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","HM Revenue and Customs","195","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Ministry of Defence","85","[c]","29280","21680"
"Leaver CS","2021","65+","Unknown","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Ministry of Justice","20","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","National Crime Agency","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Scottish Government","65","[c]","33390","27370"
"Leaver CS","2021","65+","Unknown","United Kingdom Statistics Authority","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared non-disabled","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared non-disabled","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared non-disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared non-disabled","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared non-disabled","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared non-disabled","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared non-disabled","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared non-disabled","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Department for Business, Energy and Industrial Strategy","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Department for International Trade","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Department of Health and Social Care","80","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Other Cabinet Office Agencies","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Declared disabled","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Declared disabled","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Declared disabled","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Declared disabled","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Declared disabled","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Declared disabled","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Declared disabled","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Declared non-disabled","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Declared non-disabled","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Declared non-disabled","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Declared non-disabled","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Declared non-disabled","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Declared non-disabled","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Declared non-disabled","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Unknown","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","Attorney General's Departments","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","Cabinet Office","55","[c]","32840","32000"
"Leaver Dept.","2021","20-29","Declared disabled","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","Department for Business, Energy and Industrial Strategy","15","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","Department for Digital, Culture, Media and Sport","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","Department for Education","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","Department for International Trade","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","Department for Work and Pensions","25","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","Foreign, Commonwealth and Development Office","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","HM Revenue and Customs","20","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","HM Treasury","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","Home Office","20","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","Ministry of Defence","25","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","Ministry of Housing, Communities and Local Government","20","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","Ministry of Justice","35","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared disabled","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared non-disabled","Attorney General's Departments","50","[c]","29670","27350"
"Leaver Dept.","2021","20-29","Declared non-disabled","Cabinet Office","315","[c]","33330","32000"
"Leaver Dept.","2021","20-29","Declared non-disabled","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared non-disabled","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared non-disabled","Competition and Markets Authority","15","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared non-disabled","Department for Business, Energy and Industrial Strategy","110","[c]","36690","33570"
"Leaver Dept.","2021","20-29","Declared non-disabled","Department for Digital, Culture, Media and Sport","55","[c]","37580","32970"
"Leaver Dept.","2021","20-29","Declared non-disabled","Department for Education","60","[c]","36110","33610"
"Leaver Dept.","2021","20-29","Declared non-disabled","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared non-disabled","Department for International Trade","40","[c]","35960","31470"
"Leaver Dept.","2021","20-29","Declared non-disabled","Department for Transport","80","[c]","32740","34330"
"Leaver Dept.","2021","20-29","Declared non-disabled","Department for Work and Pensions","270","[c]","27790","27570"
"Leaver Dept.","2021","20-29","Declared non-disabled","Department of Health and Social Care","20","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared non-disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared non-disabled","Foreign, Commonwealth and Development Office","80","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared non-disabled","HM Revenue and Customs","260","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared non-disabled","HM Treasury","45","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared non-disabled","Home Office","275","[c]","30880","28670"
"Leaver Dept.","2021","20-29","Declared non-disabled","Ministry of Defence","205","[c]","29720","28520"
"Leaver Dept.","2021","20-29","Declared non-disabled","Ministry of Housing, Communities and Local Government","115","[c]","33860","32560"
"Leaver Dept.","2021","20-29","Declared non-disabled","Ministry of Justice","260","[c]","27460","25380"
"Leaver Dept.","2021","20-29","Declared non-disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared non-disabled","Northern Ireland Office","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared non-disabled","Office for Standards in Education","15","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared non-disabled","Office of Gas and Electricity Markets","15","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared non-disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared non-disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared non-disabled","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared non-disabled","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared non-disabled","Scottish Government","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared non-disabled","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared non-disabled","UK Export Finance","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared non-disabled","United Kingdom Statistics Authority","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared non-disabled","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Declared non-disabled","Welsh Government","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Undeclared","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Undeclared","Cabinet Office","20","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Undeclared","Department for Business, Energy and Industrial Strategy","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Undeclared","Department for Digital, Culture, Media and Sport","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Undeclared","Department for Education","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Undeclared","Department for International Trade","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Undeclared","Department for Transport","35","[c]","35680","34700"
"Leaver Dept.","2021","20-29","Undeclared","Department for Work and Pensions","20","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Undeclared","Food Standards Agency","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Undeclared","Foreign, Commonwealth and Development Office","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Undeclared","HM Revenue and Customs","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Undeclared","HM Treasury","15","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Undeclared","Home Office","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Undeclared","Ministry of Defence","15","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Undeclared","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Undeclared","Ministry of Justice","20","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Attorney General's Departments","15","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Cabinet Office","355","[c]","32260","32000"
"Leaver Dept.","2021","20-29","Unknown","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Department for Business, Energy and Industrial Strategy","95","[c]","36270","33570"
"Leaver Dept.","2021","20-29","Unknown","Department for Digital, Culture, Media and Sport","20","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Department for Education","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Department for Environment, Food and Rural Affairs","215","[c]","33580","33120"
"Leaver Dept.","2021","20-29","Unknown","Department for International Trade","70","[c]","34980","32120"
"Leaver Dept.","2021","20-29","Unknown","Department for Transport","15","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Department for Work and Pensions","55","[c]","28890","27570"
"Leaver Dept.","2021","20-29","Unknown","Department of Health and Social Care","50","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Foreign, Commonwealth and Development Office","40","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","HM Revenue and Customs","295","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Home Office","50","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Ministry of Defence","40","[c]","30780","28800"
"Leaver Dept.","2021","20-29","Unknown","Ministry of Housing, Communities and Local Government","20","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Ministry of Justice","85","[c]","27410","26410"
"Leaver Dept.","2021","20-29","Unknown","National Crime Agency","20","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Scotland Office","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Scottish Government","15","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","United Kingdom Statistics Authority","55","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared disabled","Attorney General's Departments","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared disabled","Cabinet Office","40","[c]","40470","34620"
"Leaver Dept.","2021","30-39","Declared disabled","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared disabled","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared disabled","Department for Business, Energy and Industrial Strategy","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared disabled","Department for Digital, Culture, Media and Sport","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared disabled","Department for Education","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared disabled","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared disabled","Department for Transport","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared disabled","Department for Work and Pensions","35","[c]","32420","27570"
"Leaver Dept.","2021","30-39","Declared disabled","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared disabled","Foreign, Commonwealth and Development Office","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared disabled","HM Revenue and Customs","35","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared disabled","HM Treasury","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared disabled","Home Office","25","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared disabled","Ministry of Defence","30","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared disabled","Ministry of Housing, Communities and Local Government","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared disabled","Ministry of Justice","45","[c]","29220","26410"
"Leaver Dept.","2021","30-39","Declared disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared disabled","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared disabled","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared disabled","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared disabled","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared disabled","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared disabled","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared disabled","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared disabled","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared disabled","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","Attorney General's Departments","40","[c]","47960","51250"
"Leaver Dept.","2021","30-39","Declared non-disabled","Cabinet Office","220","[c]","47980","52500"
"Leaver Dept.","2021","30-39","Declared non-disabled","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","Competition and Markets Authority","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","Department for Business, Energy and Industrial Strategy","125","[c]","47920","52300"
"Leaver Dept.","2021","30-39","Declared non-disabled","Department for Digital, Culture, Media and Sport","45","[c]","50510","50210"
"Leaver Dept.","2021","30-39","Declared non-disabled","Department for Education","55","[c]","44520","43670"
"Leaver Dept.","2021","30-39","Declared non-disabled","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","Department for International Trade","25","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","Department for Transport","110","[c]","38030","34700"
"Leaver Dept.","2021","30-39","Declared non-disabled","Department for Work and Pensions","270","[c]","29900","27570"
"Leaver Dept.","2021","30-39","Declared non-disabled","Department of Health and Social Care","20","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","Foreign, Commonwealth and Development Office","60","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","HM Revenue and Customs","260","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","HM Treasury","40","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","Home Office","300","[c]","35080","29860"
"Leaver Dept.","2021","30-39","Declared non-disabled","Ministry of Defence","185","[c]","38010","37370"
"Leaver Dept.","2021","30-39","Declared non-disabled","Ministry of Housing, Communities and Local Government","95","[c]","46010","51580"
"Leaver Dept.","2021","30-39","Declared non-disabled","Ministry of Justice","315","[c]","31810","26410"
"Leaver Dept.","2021","30-39","Declared non-disabled","National Crime Agency","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
