"Status","Year","Age","Organisation","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","Heterosexual / straight","225","[c]","34910","33570"
"New entrant CS","2021","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","LGBO","35","[c]","35200","33570"
"New entrant CS","2021","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","Undeclared","30","[c]","35470","33570"
"New entrant CS","2021","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","Unknown","60","[c]","35100","33570"
"New entrant CS","2021","20-29","Department for Digital, Culture, Media and Sport","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Digital, Culture, Media and Sport","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Digital, Culture, Media and Sport","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Digital, Culture, Media and Sport","EO","Heterosexual / straight","40","[c]","26750","26180"
"New entrant CS","2021","20-29","Department for Digital, Culture, Media and Sport","EO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Digital, Culture, Media and Sport","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Digital, Culture, Media and Sport","EO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Digital, Culture, Media and Sport","G6/G7","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Digital, Culture, Media and Sport","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Digital, Culture, Media and Sport","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Digital, Culture, Media and Sport","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Digital, Culture, Media and Sport","SEO/HEO","Heterosexual / straight","110","[c]","36290","34020"
"New entrant CS","2021","20-29","Department for Digital, Culture, Media and Sport","SEO/HEO","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Digital, Culture, Media and Sport","SEO/HEO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Digital, Culture, Media and Sport","SEO/HEO","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Education (excl. agencies)","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Education (excl. agencies)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Education (excl. agencies)","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Education (excl. agencies)","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Education (excl. agencies)","EO","Heterosexual / straight","65","[c]","26840","25000"
"New entrant CS","2021","20-29","Department for Education (excl. agencies)","EO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Education (excl. agencies)","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Education (excl. agencies)","EO","Unknown","70","[c]","26080","28500"
"New entrant CS","2021","20-29","Department for Education (excl. agencies)","G6/G7","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Education (excl. agencies)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Education (excl. agencies)","G6/G7","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Education (excl. agencies)","SEO/HEO","Heterosexual / straight","65","[c]","34020","32940"
"New entrant CS","2021","20-29","Department for Education (excl. agencies)","SEO/HEO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Education (excl. agencies)","SEO/HEO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Education (excl. agencies)","SEO/HEO","Unknown","45","[c]","32790","32940"
"New entrant CS","2021","20-29","Department for Education (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Education (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","Heterosexual / straight","50","[c]","26020","25170"
"New entrant CS","2021","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","Unknown","45","[c]","21010","18200"
"New entrant CS","2021","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","Heterosexual / straight","190","[c]","32520","32560"
"New entrant CS","2021","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","LGBO","30","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","Unknown","55","[c]","33680","32560"
"New entrant CS","2021","20-29","Department for International Trade","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for International Trade","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for International Trade","AA/AO","Unknown","45","[c]","18660","18200"
"New entrant CS","2021","20-29","Department for International Trade","EO","Heterosexual / straight","35","[c]","25810","26250"
"New entrant CS","2021","20-29","Department for International Trade","EO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for International Trade","EO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for International Trade","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for International Trade","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for International Trade","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for International Trade","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for International Trade","SEO/HEO","Heterosexual / straight","80","[c]","32270","31800"
"New entrant CS","2021","20-29","Department for International Trade","SEO/HEO","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for International Trade","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for International Trade","SEO/HEO","Unknown","40","[c]","33920","31800"
"New entrant CS","2021","20-29","Department for Transport (excl. agencies)","AA/AO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Transport (excl. agencies)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Transport (excl. agencies)","AA/AO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Transport (excl. agencies)","EO","Heterosexual / straight","50","[c]","27680","29970"
"New entrant CS","2021","20-29","Department for Transport (excl. agencies)","EO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Transport (excl. agencies)","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Transport (excl. agencies)","EO","Unknown","40","[c]","27340","29970"
"New entrant CS","2021","20-29","Department for Transport (excl. agencies)","G6/G7","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Transport (excl. agencies)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Transport (excl. agencies)","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Transport (excl. agencies)","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Transport (excl. agencies)","SEO/HEO","Heterosexual / straight","110","[c]","33920","34710"
"New entrant CS","2021","20-29","Department for Transport (excl. agencies)","SEO/HEO","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Transport (excl. agencies)","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Transport (excl. agencies)","SEO/HEO","Unknown","65","[c]","32330","34710"
"New entrant CS","2021","20-29","Department for Work and Pensions (excl. agencies)","AA/AO","Heterosexual / straight","1735","[c]","21690","21010"
"New entrant CS","2021","20-29","Department for Work and Pensions (excl. agencies)","AA/AO","LGBO","250","[c]","21440","21010"
"New entrant CS","2021","20-29","Department for Work and Pensions (excl. agencies)","AA/AO","Undeclared","100","[c]","21600","21010"
"New entrant CS","2021","20-29","Department for Work and Pensions (excl. agencies)","AA/AO","Unknown","200","[c]","21560","21010"
"New entrant CS","2021","20-29","Department for Work and Pensions (excl. agencies)","EO","Heterosexual / straight","2595","[c]","28860","27570"
"New entrant CS","2021","20-29","Department for Work and Pensions (excl. agencies)","EO","LGBO","370","[c]","28510","27570"
"New entrant CS","2021","20-29","Department for Work and Pensions (excl. agencies)","EO","Undeclared","170","[c]","28690","27570"
"New entrant CS","2021","20-29","Department for Work and Pensions (excl. agencies)","EO","Unknown","410","[c]","28940","27570"
"New entrant CS","2021","20-29","Department for Work and Pensions (excl. agencies)","G6/G7","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Work and Pensions (excl. agencies)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Work and Pensions (excl. agencies)","G6/G7","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Work and Pensions (excl. agencies)","SEO/HEO","Heterosexual / straight","130","[c]","33900","33520"
"New entrant CS","2021","20-29","Department for Work and Pensions (excl. agencies)","SEO/HEO","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Work and Pensions (excl. agencies)","SEO/HEO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Work and Pensions (excl. agencies)","SEO/HEO","Unknown","30","[c]","36810","36650"
"New entrant CS","2021","20-29","Department of Health and Social Care (excl. agencies)","AA/AO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department of Health and Social Care (excl. agencies)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department of Health and Social Care (excl. agencies)","AA/AO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department of Health and Social Care (excl. agencies)","EO","Heterosexual / straight","30","[c]","26500","27270"
"New entrant CS","2021","20-29","Department of Health and Social Care (excl. agencies)","EO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department of Health and Social Care (excl. agencies)","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department of Health and Social Care (excl. agencies)","EO","Unknown","135","[c]","26610","27270"
"New entrant CS","2021","20-29","Department of Health and Social Care (excl. agencies)","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department of Health and Social Care (excl. agencies)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department of Health and Social Care (excl. agencies)","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department of Health and Social Care (excl. agencies)","G6/G7","Unknown","30","[c]","55760","53360"
"New entrant CS","2021","20-29","Department of Health and Social Care (excl. agencies)","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department of Health and Social Care (excl. agencies)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department of Health and Social Care (excl. agencies)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department of Health and Social Care (excl. agencies)","SEO/HEO","Heterosexual / straight","70","[c]","33180","32790"
"New entrant CS","2021","20-29","Department of Health and Social Care (excl. agencies)","SEO/HEO","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department of Health and Social Care (excl. agencies)","SEO/HEO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department of Health and Social Care (excl. agencies)","SEO/HEO","Unknown","260","[c]","33200","32790"
"New entrant CS","2021","20-29","Disclosure Scotland","AA/AO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Disclosure Scotland","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Disclosure Scotland","AA/AO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Disclosure Scotland","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Disclosure Scotland","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Disclosure Scotland","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Disclosure Scotland","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Disclosure Scotland","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Disclosure Scotland","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Driver and Vehicle Licensing Agency","AA/AO","Heterosexual / straight","50","[c]","19780","18060"
"New entrant CS","2021","20-29","Driver and Vehicle Licensing Agency","AA/AO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Driver and Vehicle Licensing Agency","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Driver and Vehicle Licensing Agency","AA/AO","Unknown","55","[c]","20060","21590"
"New entrant CS","2021","20-29","Driver and Vehicle Licensing Agency","EO","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Driver and Vehicle Licensing Agency","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Driver and Vehicle Licensing Agency","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Driver and Vehicle Licensing Agency","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Driver and Vehicle Standards Agency","AA/AO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Driver and Vehicle Standards Agency","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Driver and Vehicle Standards Agency","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Driver and Vehicle Standards Agency","AA/AO","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Driver and Vehicle Standards Agency","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Driver and Vehicle Standards Agency","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Driver and Vehicle Standards Agency","EO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Driver and Vehicle Standards Agency","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Driver and Vehicle Standards Agency","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Driver and Vehicle Standards Agency","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Education and Skills Funding Agency","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Education and Skills Funding Agency","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Education and Skills Funding Agency","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Education and Skills Funding Agency","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Education and Skills Funding Agency","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Education and Skills Funding Agency","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Education and Skills Funding Agency","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Education and Skills Funding Agency","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Education and Skills Funding Agency","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Education and Skills Funding Agency","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Education and Skills Funding Agency","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Education and Skills Funding Agency","SEO/HEO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Education Scotland","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Education Scotland","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Education Scotland","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Education Scotland","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Education Scotland","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Education Scotland","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","ESTYN","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","ESTYN","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Food Standards Agency","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Food Standards Agency","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Food Standards Agency","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Food Standards Agency","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Food Standards Agency","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Food Standards Agency","SEO/HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Food Standards Agency","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Food Standards Scotland","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Food Standards Scotland","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Food Standards Scotland","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Food Standards Scotland","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Food Standards Scotland","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Food Standards Scotland","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Food Standards Scotland","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Food Standards Scotland","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Food Standards Scotland","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Forestry and Land Scotland","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Forestry and Land Scotland","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Forestry and Land Scotland","AA/AO","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Forestry and Land Scotland","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Forestry and Land Scotland","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Forestry and Land Scotland","EO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Forestry and Land Scotland","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Forestry and Land Scotland","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Forestry and Land Scotland","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Government Actuary's Department","AA/AO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Government Actuary's Department","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Government Actuary's Department","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Government Actuary's Department","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Government Actuary's Department","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Government Actuary's Department","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Government Actuary's Department","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Government Actuary's Department","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Government Actuary's Department","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Government Internal Audit Agency","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Government Internal Audit Agency","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Government Internal Audit Agency","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Government Internal Audit Agency","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Government Internal Audit Agency","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Government Legal Department","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Government Legal Department","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Government Legal Department","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Government Legal Department","EO","Heterosexual / straight","55","[c]","27710","26950"
"New entrant CS","2021","20-29","Government Legal Department","EO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Government Legal Department","EO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Government Legal Department","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Government Legal Department","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Government Legal Department","SEO/HEO","Heterosexual / straight","30","[c]","43920","43920"
"New entrant CS","2021","20-29","Government Legal Department","SEO/HEO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Government Legal Department","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Government Legal Department","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Government Property Agency","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Government Property Agency","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Government Property Agency","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Government Property Agency","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Government Property Agency","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Government Property Agency","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Government Property Agency","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Government Property Agency","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Government Property Agency","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Health and Safety Executive","AA/AO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Health and Safety Executive","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Health and Safety Executive","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Health and Safety Executive","EO","Heterosexual / straight","45","[c]","26460","26370"
"New entrant CS","2021","20-29","Health and Safety Executive","EO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Health and Safety Executive","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Health and Safety Executive","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Health and Safety Executive","SEO/HEO","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Health and Safety Executive","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Health and Safety Executive","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","HM Courts and Tribunals Service","AA/AO","Heterosexual / straight","270","[c]","19900","19470"
