"Status","Year","Parent_department","Region_ITL2","Region_ITL3","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Attorney General's Departments","Bedfordshire and Hertfordshire","Hertfordshire","AO","35","30","23150","23520"
"In post","2021","Attorney General's Departments","Bedfordshire and Hertfordshire","Hertfordshire","EO","35","30","28870","29400"
"In post","2021","Attorney General's Departments","Bedfordshire and Hertfordshire","Hertfordshire","G6","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Bedfordshire and Hertfordshire","Hertfordshire","G7","75","65","58480","61200"
"In post","2021","Attorney General's Departments","Bedfordshire and Hertfordshire","Hertfordshire","HEO","20","20","37350","38120"
"In post","2021","Attorney General's Departments","Bedfordshire and Hertfordshire","Hertfordshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Bedfordshire and Hertfordshire","Hertfordshire","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","AO","30","25","23270","23520"
"In post","2021","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","EO","25","25","28240","27440"
"In post","2021","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","G6","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","G7","55","45","58380","60710"
"In post","2021","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","HEO","20","20","36790","36240"
"In post","2021","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cheshire","Warrington","AO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cheshire","Warrington","EO","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Cheshire","Warrington","G6","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cheshire","Warrington","G7","10","10","57390","57400"
"In post","2021","Attorney General's Departments","Cheshire","Warrington","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cheshire","Warrington","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","AO","10","10","22550","21950"
"In post","2021","Attorney General's Departments","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","EO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","G7","10","10","53790","54480"
"In post","2021","Attorney General's Departments","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cumbria","East Cumbria","AA","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cumbria","East Cumbria","AO","10","10","22200","21950"
"In post","2021","Attorney General's Departments","Cumbria","East Cumbria","EO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cumbria","East Cumbria","G6","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cumbria","East Cumbria","G7","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Cumbria","East Cumbria","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cumbria","West Cumbria","AO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cumbria","West Cumbria","G7","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cumbria","West Cumbria","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Derbyshire and Nottinghamshire","Derby","EO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Derbyshire and Nottinghamshire","Derby","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Derbyshire and Nottinghamshire","East Derbyshire","G7","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Derbyshire and Nottinghamshire","East Derbyshire","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Derbyshire and Nottinghamshire","Nottingham","AO","75","70","21320","21950"
"In post","2021","Attorney General's Departments","Derbyshire and Nottinghamshire","Nottingham","EO","60","55","26810","26220"
