"Status","Year","Disability","Profession_of_post","Region_ITL2","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Commercial","Bedfordshire and Hertfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Outside London","15","15","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Cheshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Derbyshire and Nottinghamshire","Outside London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Devon","Outside London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Dorset and Somerset","Outside London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Commercial","East Anglia","Outside London","20","20","[c]","[c]"
"In post","2021","Declared disabled","Commercial","East Wales","Outside London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Commercial","East Yorkshire and Northern Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Eastern Scotland","Outside London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","150","145","40040","37600"
"In post","2021","Declared disabled","Commercial","Greater Manchester","Outside London","25","25","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Hampshire and Isle of Wight","Outside London","20","20","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Herefordshire, Worcestershire and Warwickshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Highlands and Islands","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Inner London - East","London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Inner London - West","London","45","45","43020","40650"
"In post","2021","Declared disabled","Commercial","Kent","Outside London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Leicestershire, Rutland and Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Merseyside","Outside London","15","15","[c]","[c]"
"In post","2021","Declared disabled","Commercial","North Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","North Yorkshire","Outside London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Northumberland and Tyne and Wear","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Outer London - East and North East","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Outer London - South","London","20","15","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Outer London - West and North West","London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Shropshire and Staffordshire","Outside London","15","15","[c]","[c]"
"In post","2021","Declared disabled","Commercial","South Yorkshire","Outside London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Southern Scotland","Outside London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Surrey, East and West Sussex","Outside London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Tees Valley and Durham","Outside London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
