"Status","Year","Ethnicity","Parent_department","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Unknown","Department for Business, Energy and Industrial Strategy","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Digital, Culture, Media and Sport","London","EO","15","15","[c]","[c]"
"In post","2021","Unknown","Department for Digital, Culture, Media and Sport","London","G6","20","20","[c]","[c]"
"In post","2021","Unknown","Department for Digital, Culture, Media and Sport","London","G7","60","55","56400","52190"
"In post","2021","Unknown","Department for Digital, Culture, Media and Sport","London","HEO","80","80","36830","34020"
"In post","2021","Unknown","Department for Digital, Culture, Media and Sport","London","SCS level","10","10","[c]","[c]"
"In post","2021","Unknown","Department for Digital, Culture, Media and Sport","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Digital, Culture, Media and Sport","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Digital, Culture, Media and Sport","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Education","London","AO","5","5","[c]","[c]"
"In post","2021","Unknown","Department for Education","London","EO","60","60","28830","28500"
"In post","2021","Unknown","Department for Education","London","G6","55","50","66440","65070"
"In post","2021","Unknown","Department for Education","London","G7","115","115","54890","53950"
"In post","2021","Unknown","Department for Education","London","HEO","80","75","34590","33670"
"In post","2021","Unknown","Department for Education","London","SCS level","20","20","[c]","[c]"
"In post","2021","Unknown","Department for Education","London","SEO","65","65","42010","40590"
"In post","2021","Unknown","Department for Education","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Education","Outside London","AO","5","5","[c]","[c]"
"In post","2021","Unknown","Department for Education","Outside London","EO","90","85","25310","25000"
"In post","2021","Unknown","Department for Education","Outside London","G6","30","30","64180","61960"
"In post","2021","Unknown","Department for Education","Outside London","G7","100","100","50710","50130"
"In post","2021","Unknown","Department for Education","Outside London","HEO","130","125","30350","29730"
"In post","2021","Unknown","Department for Education","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Education","Outside London","SEO","130","125","38420","36780"
"In post","2021","Unknown","Department for Education","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Education","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Education","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Education","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs","London","AO","10","10","[c]","[c]"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs","London","EO","45","45","28850","28270"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs","London","G6","50","45","64990","64040"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs","London","G7","120","115","54730","53950"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs","London","HEO","105","105","33330","33120"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs","London","SCS level","30","30","86730","76440"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs","London","SEO","100","95","40120","39420"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs","Outside London","AO","530","500","21200","21050"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs","Outside London","EO","295","275","25270","25100"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs","Outside London","G6","45","40","61380","60000"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs","Outside London","G7","140","135","49760","48990"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs","Outside London","HEO","190","180","30410","30040"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs","Outside London","SCS level","10","10","[c]","[c]"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs","Outside London","SEO","210","195","37660","36970"
"In post","2021","Unknown","Department for International Trade","London","AO","10","10","[c]","[c]"
"In post","2021","Unknown","Department for International Trade","London","EO","85","85","27430","26510"
"In post","2021","Unknown","Department for International Trade","London","G6","65","65","63550","62170"
"In post","2021","Unknown","Department for International Trade","London","G7","190","190","53120","51970"
"In post","2021","Unknown","Department for International Trade","London","HEO","190","190","32520","32120"
"In post","2021","Unknown","Department for International Trade","London","SCS level","30","30","86190","75570"
"In post","2021","Unknown","Department for International Trade","London","SEO","135","135","39400","38540"
"In post","2021","Unknown","Department for International Trade","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for International Trade","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for International Trade","Outside London","G7","10","10","[c]","[c]"
"In post","2021","Unknown","Department for International Trade","Outside London","HEO","10","10","[c]","[c]"
"In post","2021","Unknown","Department for International Trade","Outside London","SEO","10","10","[c]","[c]"
"In post","2021","Unknown","Department for International Trade","Overseas","G6","5","5","[c]","[c]"
"In post","2021","Unknown","Department for International Trade","Overseas","G7","15","15","[c]","[c]"
"In post","2021","Unknown","Department for International Trade","Overseas","HEO","10","10","[c]","[c]"
"In post","2021","Unknown","Department for International Trade","Overseas","SCS level","10","10","[c]","[c]"
"In post","2021","Unknown","Department for International Trade","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Transport","London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Transport","London","AO","55","45","31550","32740"
"In post","2021","Unknown","Department for Transport","London","EO","135","135","29880","30270"
"In post","2021","Unknown","Department for Transport","London","G6","50","50","66870","66090"
"In post","2021","Unknown","Department for Transport","London","G7","125","125","55210","54650"
"In post","2021","Unknown","Department for Transport","London","HEO","170","170","34620","34710"
"In post","2021","Unknown","Department for Transport","London","SCS level","20","20","[c]","[c]"
"In post","2021","Unknown","Department for Transport","London","SEO","130","125","43050","42890"
"In post","2021","Unknown","Department for Transport","Outside London","AA","180","145","18550","18060"
"In post","2021","Unknown","Department for Transport","Outside London","AO","620","580","22650","21590"
"In post","2021","Unknown","Department for Transport","Outside London","EO","515","500","26970","26470"
"In post","2021","Unknown","Department for Transport","Outside London","G6","15","15","[c]","[c]"
"In post","2021","Unknown","Department for Transport","Outside London","G7","65","60","59880","55320"
"In post","2021","Unknown","Department for Transport","Outside London","HEO","130","130","32490","31380"
"In post","2021","Unknown","Department for Transport","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Transport","Outside London","SEO","95","95","41620","40510"
"In post","2021","Unknown","Department for Work and Pensions","London","AO","70","60","24900","25110"
"In post","2021","Unknown","Department for Work and Pensions","London","EO","520","500","31150","31060"
"In post","2021","Unknown","Department for Work and Pensions","London","G6","25","25","[c]","[c]"
"In post","2021","Unknown","Department for Work and Pensions","London","G7","60","55","57170","55660"
"In post","2021","Unknown","Department for Work and Pensions","London","HEO","90","90","37230","36650"
"In post","2021","Unknown","Department for Work and Pensions","London","SCS level","20","20","[c]","[c]"
"In post","2021","Unknown","Department for Work and Pensions","London","SEO","45","40","44860","40820"
"In post","2021","Unknown","Department for Work and Pensions","Outside London","AA","10","5","[c]","[c]"
"In post","2021","Unknown","Department for Work and Pensions","Outside London","AO","2005","1745","21020","21010"
"In post","2021","Unknown","Department for Work and Pensions","Outside London","EO","2680","2505","27690","27570"
"In post","2021","Unknown","Department for Work and Pensions","Outside London","G6","40","40","68210","67400"
"In post","2021","Unknown","Department for Work and Pensions","Outside London","G7","140","135","55780","54110"
"In post","2021","Unknown","Department for Work and Pensions","Outside London","HEO","275","260","32930","31990"
"In post","2021","Unknown","Department for Work and Pensions","Outside London","SCS level","15","15","[c]","[c]"
"In post","2021","Unknown","Department for Work and Pensions","Outside London","SEO","225","215","43810","40670"
"In post","2021","Unknown","Department for Work and Pensions","Unknown","AO","5","5","[c]","[c]"
"In post","2021","Unknown","Department for Work and Pensions","Unknown","EO","45","40","27880","27570"
"In post","2021","Unknown","Department for Work and Pensions","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Work and Pensions","Unknown","G7","10","10","[c]","[c]"
"In post","2021","Unknown","Department for Work and Pensions","Unknown","HEO","5","5","[c]","[c]"
"In post","2021","Unknown","Department for Work and Pensions","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Work and Pensions","Unknown","SEO","5","5","[c]","[c]"
"In post","2021","Unknown","Department of Health and Social Care","London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department of Health and Social Care","London","AO","20","20","[c]","[c]"
"In post","2021","Unknown","Department of Health and Social Care","London","EO","205","205","27290","27270"
"In post","2021","Unknown","Department of Health and Social Care","London","G6","185","180","68310","66230"
"In post","2021","Unknown","Department of Health and Social Care","London","G7","370","365","53780","53360"
"In post","2021","Unknown","Department of Health and Social Care","London","HEO","365","365","32910","32790"
"In post","2021","Unknown","Department of Health and Social Care","London","SCS level","100","95","93940","85000"
"In post","2021","Unknown","Department of Health and Social Care","London","SEO","200","200","41000","40650"
"In post","2021","Unknown","Department of Health and Social Care","Outside London","AO","15","10","[c]","[c]"
"In post","2021","Unknown","Department of Health and Social Care","Outside London","EO","55","55","23890","23440"
"In post","2021","Unknown","Department of Health and Social Care","Outside London","G6","50","50","63850","62400"
"In post","2021","Unknown","Department of Health and Social Care","Outside London","G7","135","130","50370","49530"
"In post","2021","Unknown","Department of Health and Social Care","Outside London","HEO","150","145","29530","28970"
"In post","2021","Unknown","Department of Health and Social Care","Outside London","SCS level","25","25","[c]","[c]"
"In post","2021","Unknown","Department of Health and Social Care","Outside London","SEO","110","105","37640","36820"
"In post","2021","Unknown","Food Standards Agency","London","EO","5","5","[c]","[c]"
"In post","2021","Unknown","Food Standards Agency","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Food Standards Agency","London","G7","10","10","[c]","[c]"
"In post","2021","Unknown","Food Standards Agency","London","HEO","5","5","[c]","[c]"
"In post","2021","Unknown","Food Standards Agency","London","SEO","5","5","[c]","[c]"
"In post","2021","Unknown","Food Standards Agency","Outside London","EO","15","10","[c]","[c]"
"In post","2021","Unknown","Food Standards Agency","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Food Standards Agency","Outside London","G7","10","10","[c]","[c]"
"In post","2021","Unknown","Food Standards Agency","Outside London","HEO","10","10","[c]","[c]"
"In post","2021","Unknown","Food Standards Agency","Outside London","SEO","5","5","[c]","[c]"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office","London","AO","30","30","[c]","[c]"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office","London","EO","45","45","29620","30630"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office","London","G6","95","90","65530","66680"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office","London","G7","215","210","53660","54420"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office","London","HEO","150","145","36470","38600"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office","London","SCS level","30","30","[c]","[c]"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office","London","SEO","75","75","41280","41740"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office","Outside London","AO","25","25","[c]","[c]"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office","Outside London","EO","45","45","25780","26120"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office","Outside London","G6","15","15","[c]","[c]"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office","Outside London","G7","65","60","48830","49920"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office","Outside London","HEO","70","70","33130","33930"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office","Outside London","SEO","65","65","40300","39630"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office","Overseas","G6","50","50","65370","64840"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office","Overseas","G7","135","135","54460","54070"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office","Overseas","HEO","45","45","35730","34860"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office","Overseas","SCS level","15","15","[c]","[c]"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office","Overseas","SEO","15","15","[c]","[c]"
"In post","2021","Unknown","HM Land Registry","London","AO","20","20","[c]","[c]"
"In post","2021","Unknown","HM Land Registry","London","EO","15","15","[c]","[c]"
"In post","2021","Unknown","HM Land Registry","London","G6","5","5","[c]","[c]"
"In post","2021","Unknown","HM Land Registry","London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","HM Land Registry","London","HEO","15","15","[c]","[c]"
"In post","2021","Unknown","HM Land Registry","London","SCS level","5","5","[c]","[c]"
"In post","2021","Unknown","HM Land Registry","London","SEO","10","10","[c]","[c]"
"In post","2021","Unknown","HM Land Registry","Outside London","AA","10","10","[c]","[c]"
"In post","2021","Unknown","HM Land Registry","Outside London","AO","610","585","22350","22350"
"In post","2021","Unknown","HM Land Registry","Outside London","EO","180","170","27610","27130"
"In post","2021","Unknown","HM Land Registry","Outside London","G6","10","10","[c]","[c]"
"In post","2021","Unknown","HM Land Registry","Outside London","G7","35","35","57930","57000"
"In post","2021","Unknown","HM Land Registry","Outside London","HEO","80","75","35520","33840"
"In post","2021","Unknown","HM Land Registry","Outside London","SEO","45","45","41330","38550"
"In post","2021","Unknown","HM Revenue and Customs","London","AA","5","5","[c]","[c]"
"In post","2021","Unknown","HM Revenue and Customs","London","AO","235","215","24700","24120"
"In post","2021","Unknown","HM Revenue and Customs","London","EO","435","415","30340","29570"
"In post","2021","Unknown","HM Revenue and Customs","London","G6","105","100","71510","71290"
"In post","2021","Unknown","HM Revenue and Customs","London","G7","280","275","58780","59160"
"In post","2021","Unknown","HM Revenue and Customs","London","HEO","500","485","36680","36160"
"In post","2021","Unknown","HM Revenue and Customs","London","SCS level","35","35","95010","84340"
"In post","2021","Unknown","HM Revenue and Customs","London","SEO","230","225","42680","41760"
"In post","2021","Unknown","HM Revenue and Customs","Outside London","AA","270","210","20030","20070"
"In post","2021","Unknown","HM Revenue and Customs","Outside London","AO","6705","6030","20400","20140"
"In post","2021","Unknown","HM Revenue and Customs","Outside London","EO","3425","3250","25560","25560"
"In post","2021","Unknown","HM Revenue and Customs","Outside London","G6","155","150","65040","64670"
"In post","2021","Unknown","HM Revenue and Customs","Outside London","G7","505","485","51760","52580"
"In post","2021","Unknown","HM Revenue and Customs","Outside London","HEO","2225","2145","31740","31810"
"In post","2021","Unknown","HM Revenue and Customs","Outside London","SCS level","25","25","[c]","[c]"
"In post","2021","Unknown","HM Revenue and Customs","Outside London","SEO","745","720","38870","38630"
"In post","2021","Unknown","HM Treasury","London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","HM Treasury","London","EO","5","5","[c]","[c]"
"In post","2021","Unknown","HM Treasury","London","G6","15","15","[c]","[c]"
"In post","2021","Unknown","HM Treasury","London","G7","35","35","56860","56290"
"In post","2021","Unknown","HM Treasury","London","HEO","45","45","36970","35790"
"In post","2021","Unknown","HM Treasury","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","HM Treasury","London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","HM Treasury","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","HM Treasury","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","HM Treasury","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office","London","AA","15","15","[c]","[c]"
"In post","2021","Unknown","Home Office","London","AO","50","50","25630","25630"
"In post","2021","Unknown","Home Office","London","EO","215","215","28980","28650"
"In post","2021","Unknown","Home Office","London","G6","30","30","[c]","[c]"
"In post","2021","Unknown","Home Office","London","G7","125","125","57980","57430"
"In post","2021","Unknown","Home Office","London","HEO","150","150","35100","35050"
"In post","2021","Unknown","Home Office","London","SCS level","10","10","[c]","[c]"
"In post","2021","Unknown","Home Office","London","SEO","130","130","42810","41950"
"In post","2021","Unknown","Home Office","Outside London","AA","15","10","[c]","[c]"
"In post","2021","Unknown","Home Office","Outside London","AO","425","405","21440","21430"
"In post","2021","Unknown","Home Office","Outside London","EO","420","410","25510","24880"
"In post","2021","Unknown","Home Office","Outside London","G6","5","5","[c]","[c]"
"In post","2021","Unknown","Home Office","Outside London","G7","30","30","54560","52340"
"In post","2021","Unknown","Home Office","Outside London","HEO","40","40","31460","30820"
"In post","2021","Unknown","Home Office","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office","Outside London","SEO","35","35","39100","37460"
"In post","2021","Unknown","Home Office","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office","Overseas","Unknown","5","5","[c]","[c]"
"In post","2021","Unknown","Home Office","Unknown","EO","5","5","[c]","[c]"
"In post","2021","Unknown","Home Office","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence","London","AA","35","35","21660","21760"
"In post","2021","Unknown","Ministry of Defence","London","AO","50","45","28530","26090"
"In post","2021","Unknown","Ministry of Defence","London","EO","50","50","29980","30200"
"In post","2021","Unknown","Ministry of Defence","London","G6","30","25","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence","London","G7","45","45","60880","59730"
"In post","2021","Unknown","Ministry of Defence","London","HEO","70","70","37300","37640"
"In post","2021","Unknown","Ministry of Defence","London","SCS level","10","10","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence","London","SEO","85","85","44800","45200"
"In post","2021","Unknown","Ministry of Defence","London","Unknown","5","5","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence","Outside London","AA","455","435","19080","19560"
"In post","2021","Unknown","Ministry of Defence","Outside London","AO","925","900","26440","23120"
"In post","2021","Unknown","Ministry of Defence","Outside London","EO","705","685","25800","26670"
"In post","2021","Unknown","Ministry of Defence","Outside London","G6","30","30","76060","71330"
"In post","2021","Unknown","Ministry of Defence","Outside London","G7","240","220","58970","54540"
"In post","2021","Unknown","Ministry of Defence","Outside London","HEO","635","615","33100","33290"
"In post","2021","Unknown","Ministry of Defence","Outside London","SCS level","15","15","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence","Outside London","SEO","430","420","41230","40580"
"In post","2021","Unknown","Ministry of Defence","Outside London","Unknown","155","150","38380","36670"
"In post","2021","Unknown","Ministry of Defence","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence","Overseas","EO","10","10","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence","Overseas","G6","5","5","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence","Overseas","G7","20","20","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence","Overseas","HEO","165","165","42660","41600"
"In post","2021","Unknown","Ministry of Defence","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence","Overseas","SEO","10","10","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence","Unknown","AO","5","5","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence","Unknown","EO","10","10","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence","Unknown","HEO","10","10","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence","Unknown","SEO","10","10","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence","Unknown","Unknown","1840","1840","37600","34460"
"In post","2021","Unknown","Ministry of Housing, Communities and Local Government","London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Housing, Communities and Local Government","London","EO","25","25","[c]","[c]"
"In post","2021","Unknown","Ministry of Housing, Communities and Local Government","London","G6","25","20","[c]","[c]"
"In post","2021","Unknown","Ministry of Housing, Communities and Local Government","London","G7","45","45","54580","53130"
"In post","2021","Unknown","Ministry of Housing, Communities and Local Government","London","HEO","35","35","33420","33210"
"In post","2021","Unknown","Ministry of Housing, Communities and Local Government","London","SCS level","10","10","[c]","[c]"
"In post","2021","Unknown","Ministry of Housing, Communities and Local Government","London","SEO","25","25","[c]","[c]"
"In post","2021","Unknown","Ministry of Housing, Communities and Local Government","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Housing, Communities and Local Government","Outside London","AO","30","30","21230","21270"
"In post","2021","Unknown","Ministry of Housing, Communities and Local Government","Outside London","EO","10","10","[c]","[c]"
"In post","2021","Unknown","Ministry of Housing, Communities and Local Government","Outside London","G6","20","15","[c]","[c]"
"In post","2021","Unknown","Ministry of Housing, Communities and Local Government","Outside London","G7","35","35","48020","47660"
"In post","2021","Unknown","Ministry of Housing, Communities and Local Government","Outside London","HEO","15","15","[c]","[c]"
"In post","2021","Unknown","Ministry of Housing, Communities and Local Government","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Housing, Communities and Local Government","Outside London","SEO","25","20","[c]","[c]"
"In post","2021","Unknown","Ministry of Justice","London","AA","220","215","21180","19370"
"In post","2021","Unknown","Ministry of Justice","London","AO","1005","975","27150","24440"
"In post","2021","Unknown","Ministry of Justice","London","EO","265","265","28460","26820"
"In post","2021","Unknown","Ministry of Justice","London","G6","15","15","[c]","[c]"
"In post","2021","Unknown","Ministry of Justice","London","G7","235","230","60330","58130"
"In post","2021","Unknown","Ministry of Justice","London","HEO","285","285","32420","30850"
"In post","2021","Unknown","Ministry of Justice","London","SCS level","20","20","[c]","[c]"
"In post","2021","Unknown","Ministry of Justice","London","SEO","275","270","42010","40480"
"In post","2021","Unknown","Ministry of Justice","London","Unknown","150","140","30520","26810"
"In post","2021","Unknown","Ministry of Justice","Outside London","AA","1165","1110","19950","20600"
"In post","2021","Unknown","Ministry of Justice","Outside London","AO","3895","3740","24670","24440"
"In post","2021","Unknown","Ministry of Justice","Outside London","EO","590","575","27330","26580"
"In post","2021","Unknown","Ministry of Justice","Outside London","G6","5","5","[c]","[c]"
"In post","2021","Unknown","Ministry of Justice","Outside London","G7","90","85","56770","54900"
"In post","2021","Unknown","Ministry of Justice","Outside London","HEO","325","295","30460","29930"
"In post","2021","Unknown","Ministry of Justice","Outside London","SCS level","5","5","[c]","[c]"
"In post","2021","Unknown","Ministry of Justice","Outside London","SEO","180","170","40530","40060"
"In post","2021","Unknown","Ministry of Justice","Outside London","Unknown","940","830","26930","23840"
"In post","2021","Unknown","Ministry of Justice","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Justice","Unknown","AO","5","5","[c]","[c]"
"In post","2021","Unknown","National Crime Agency","London","AO","10","10","[c]","[c]"
"In post","2021","Unknown","National Crime Agency","London","EO","70","70","35440","34590"
"In post","2021","Unknown","National Crime Agency","London","G6","5","5","[c]","[c]"
"In post","2021","Unknown","National Crime Agency","London","G7","25","25","[c]","[c]"
"In post","2021","Unknown","National Crime Agency","London","HEO","65","60","43840","43630"
"In post","2021","Unknown","National Crime Agency","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","National Crime Agency","London","SEO","30","30","[c]","[c]"
"In post","2021","Unknown","National Crime Agency","Outside London","AO","15","15","[c]","[c]"
"In post","2021","Unknown","National Crime Agency","Outside London","EO","225","215","34420","34800"
"In post","2021","Unknown","National Crime Agency","Outside London","G7","25","25","[c]","[c]"
"In post","2021","Unknown","National Crime Agency","Outside London","HEO","135","130","41200","40640"
"In post","2021","Unknown","National Crime Agency","Outside London","SEO","35","35","46440","45480"
"In post","2021","Unknown","National Crime Agency","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","National Crime Agency","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","National Crime Agency","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","National Crime Agency","Overseas","SEO","15","15","[c]","[c]"
"In post","2021","Unknown","National Crime Agency","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","National Crime Agency","Unknown","HEO","15","15","[c]","[c]"
"In post","2021","Unknown","National Crime Agency","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Northern Ireland Office","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Northern Ireland Office","London","G7","10","10","[c]","[c]"
"In post","2021","Unknown","Northern Ireland Office","London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Northern Ireland Office","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Northern Ireland Office","London","SEO","10","10","[c]","[c]"
"In post","2021","Unknown","Northern Ireland Office","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Northern Ireland Office","Outside London","EO","10","10","[c]","[c]"
"In post","2021","Unknown","Northern Ireland Office","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Northern Ireland Office","Outside London","HEO","5","5","[c]","[c]"
"In post","2021","Unknown","Northern Ireland Office","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Northern Ireland Office","Outside London","SEO","10","10","[c]","[c]"
"In post","2021","Unknown","Office for Standards in Education","London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office for Standards in Education","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office for Standards in Education","London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office for Standards in Education","London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office for Standards in Education","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office for Standards in Education","London","SEO","5","5","[c]","[c]"
"In post","2021","Unknown","Office for Standards in Education","Outside London","AO","10","10","[c]","[c]"
"In post","2021","Unknown","Office for Standards in Education","Outside London","EO","5","5","[c]","[c]"
"In post","2021","Unknown","Office for Standards in Education","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office for Standards in Education","Outside London","G7","5","5","[c]","[c]"
"In post","2021","Unknown","Office for Standards in Education","Outside London","HEO","5","5","[c]","[c]"
"In post","2021","Unknown","Office for Standards in Education","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office of Gas and Electricity Markets","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office of Gas and Electricity Markets","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office of Gas and Electricity Markets","London","G7","10","5","[c]","[c]"
"In post","2021","Unknown","Office of Gas and Electricity Markets","London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office of Gas and Electricity Markets","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office of Gas and Electricity Markets","London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office of Gas and Electricity Markets","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office of Gas and Electricity Markets","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office of Gas and Electricity Markets","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office of Gas and Electricity Markets","Outside London","HEO","[c]","[c]","[c]","[c]"
