"Status","Year","Function_of_post","Region_ITL1","Region_ITL3","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Digital, Data & Technology","South East (England)","Buckinghamshire CC","HEO","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","South East (England)","Buckinghamshire CC","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","South East (England)","Central Hampshire","AO","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","South East (England)","Central Hampshire","EO","25","25","26910","26670"
"In post","2021","Digital, Data & Technology","South East (England)","Central Hampshire","HEO","20","20","34260","33300"
"In post","2021","Digital, Data & Technology","South East (England)","Central Hampshire","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","South East (England)","Central Hampshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","South East (England)","East Kent","AO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","South East (England)","East Surrey","EO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","South East (England)","East Sussex CC","AO","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","South East (England)","East Sussex CC","EO","10","10","26430","26470"
"In post","2021","Digital, Data & Technology","South East (England)","East Sussex CC","G7","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","South East (England)","East Sussex CC","HEO","15","15","31960","31950"
"In post","2021","Digital, Data & Technology","South East (England)","East Sussex CC","SEO","15","15","40780","40480"
"In post","2021","Digital, Data & Technology","South East (England)","Isle of Wight","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","South East (England)","Kent Thames Gateway","EO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","South East (England)","Kent Thames Gateway","G7","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","South East (England)","Medway","AO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","South East (England)","Medway","EO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","South East (England)","Medway","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","South East (England)","Medway","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","South East (England)","Mid Kent","EO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","South East (England)","Milton Keynes","AO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","South East (England)","Milton Keynes","EO","25","25","31290","29490"
"In post","2021","Digital, Data & Technology","South East (England)","Milton Keynes","G6","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","South East (England)","Milton Keynes","G7","20","15","61990","61010"
"In post","2021","Digital, Data & Technology","South East (England)","Milton Keynes","HEO","15","15","37250","37480"
"In post","2021","Digital, Data & Technology","South East (England)","Milton Keynes","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","South East (England)","Milton Keynes","SEO","30","30","47540","47170"
"In post","2021","Digital, Data & Technology","South East (England)","Milton Keynes","Unknown","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","South East (England)","North Hampshire","AO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","South East (England)","North Hampshire","EO","10","10","26710","26670"
"In post","2021","Digital, Data & Technology","South East (England)","North Hampshire","HEO","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","South East (England)","Oxfordshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","South East (England)","Oxfordshire","G7","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","South East (England)","Oxfordshire","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","South East (England)","Oxfordshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","South East (England)","Oxfordshire","SEO","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","South East (England)","Portsmouth","AO","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","South East (England)","Portsmouth","EO","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","South East (England)","Portsmouth","HEO","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","South East (England)","South Hampshire","AO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","South East (England)","South Hampshire","EO","30","30","26640","26670"
"In post","2021","Digital, Data & Technology","South East (England)","South Hampshire","G6","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","South East (England)","South Hampshire","G7","40","40","51680","50090"
"In post","2021","Digital, Data & Technology","South East (England)","South Hampshire","HEO","40","40","32340","33000"
"In post","2021","Digital, Data & Technology","South East (England)","South Hampshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","South East (England)","South Hampshire","SEO","40","40","37430","36480"
"In post","2021","Digital, Data & Technology","South East (England)","Southampton","AO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","South East (England)","Southampton","EO","25","25","27330","26700"
"In post","2021","Digital, Data & Technology","South East (England)","Southampton","G6","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","South East (England)","Southampton","G7","15","15","54480","56140"
"In post","2021","Digital, Data & Technology","South East (England)","Southampton","HEO","20","20","31590","31040"
"In post","2021","Digital, Data & Technology","South East (England)","Southampton","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","South East (England)","Southampton","SEO","20","20","39760","39040"
"In post","2021","Digital, Data & Technology","South East (England)","West Kent","G7","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","South East (England)","West Surrey","EO","10","10","28010","27960"
"In post","2021","Digital, Data & Technology","South East (England)","West Surrey","HEO","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","South East (England)","West Surrey","SEO","10","10","41550","39670"
"In post","2021","Digital, Data & Technology","South East (England)","West Sussex (North East)","AO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","South East (England)","West Sussex (North East)","EO","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","South East (England)","West Sussex (North East)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","South East (England)","West Sussex (North East)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","South East (England)","West Sussex (North East)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","South East (England)","West Sussex (South West)","AO","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","South East (England)","West Sussex (South West)","EO","25","25","25680","25560"
"In post","2021","Digital, Data & Technology","South East (England)","West Sussex (South West)","G6","10","10","64900","64670"
"In post","2021","Digital, Data & Technology","South East (England)","West Sussex (South West)","G7","30","25","51970","52580"
"In post","2021","Digital, Data & Technology","South East (England)","West Sussex (South West)","HEO","60","55","31240","31810"
"In post","2021","Digital, Data & Technology","South East (England)","West Sussex (South West)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","South East (England)","West Sussex (South West)","SEO","45","45","39040","38630"
"In post","2021","Digital, Data & Technology","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","AO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","EO","30","25","24780","26400"
"In post","2021","Digital, Data & Technology","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","G6","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","G7","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","HEO","25","20","33510","33300"
"In post","2021","Digital, Data & Technology","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO","35","35","40540","40520"
"In post","2021","Digital, Data & Technology","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","50","50","37900","36500"
"In post","2021","Digital, Data & Technology","South West (England)","Bournemouth and Poole","EO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","South West (England)","Bournemouth and Poole","G7","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","South West (England)","Bournemouth and Poole","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","South West (England)","Bristol, City of","AO","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","South West (England)","Bristol, City of","EO","60","55","25860","25560"
"In post","2021","Digital, Data & Technology","South West (England)","Bristol, City of","G6","30","30","62290","61030"
"In post","2021","Digital, Data & Technology","South West (England)","Bristol, City of","G7","105","100","50690","49090"
"In post","2021","Digital, Data & Technology","South West (England)","Bristol, City of","HEO","75","75","31890","31810"
"In post","2021","Digital, Data & Technology","South West (England)","Bristol, City of","SCS level","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","South West (England)","Bristol, City of","SEO","90","90","38990","38630"
"In post","2021","Digital, Data & Technology","South West (England)","Cornwall and Isles of Scilly","AO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","South West (England)","Cornwall and Isles of Scilly","EO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","South West (England)","Cornwall and Isles of Scilly","G6","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","South West (England)","Cornwall and Isles of Scilly","G7","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","South West (England)","Cornwall and Isles of Scilly","HEO","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","South West (England)","Cornwall and Isles of Scilly","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","South West (England)","Devon CC","AA","15","15","19610","19730"
"In post","2021","Digital, Data & Technology","South West (England)","Devon CC","AO","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","South West (England)","Devon CC","EO","100","100","26350","26710"
"In post","2021","Digital, Data & Technology","South West (England)","Devon CC","G6","65","60","61820","60630"
"In post","2021","Digital, Data & Technology","South West (England)","Devon CC","G7","175","165","49210","48420"
"In post","2021","Digital, Data & Technology","South West (England)","Devon CC","HEO","205","200","33250","33860"
"In post","2021","Digital, Data & Technology","South West (England)","Devon CC","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","South West (England)","Devon CC","SEO","285","265","40420","39750"
"In post","2021","Digital, Data & Technology","South West (England)","Devon CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","South West (England)","Dorset CC","AO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","South West (England)","Dorset CC","EO","10","10","27070","26670"
"In post","2021","Digital, Data & Technology","South West (England)","Dorset CC","G7","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","South West (England)","Dorset CC","HEO","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","South West (England)","Dorset CC","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","South West (England)","Gloucestershire","AO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","South West (England)","Gloucestershire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","South West (England)","Gloucestershire","G7","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","South West (England)","Gloucestershire","HEO","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","South West (England)","Gloucestershire","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","South West (England)","Plymouth","AA","25","25","20820","21040"
"In post","2021","Digital, Data & Technology","South West (England)","Plymouth","AO","20","15","22340","22350"
"In post","2021","Digital, Data & Technology","South West (England)","Plymouth","EO","145","135","30030","31740"
"In post","2021","Digital, Data & Technology","South West (England)","Plymouth","G6","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","South West (England)","Plymouth","G7","30","30","56860","56750"
"In post","2021","Digital, Data & Technology","South West (England)","Plymouth","HEO","160","145","38200","38450"
"In post","2021","Digital, Data & Technology","South West (England)","Plymouth","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","South West (England)","Plymouth","SEO","140","135","44490","43710"
"In post","2021","Digital, Data & Technology","South West (England)","Somerset","AO","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","South West (England)","Somerset","EO","25","25","26930","26740"
"In post","2021","Digital, Data & Technology","South West (England)","Somerset","G6","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","South West (England)","Somerset","G7","20","20","52980","53720"
"In post","2021","Digital, Data & Technology","South West (England)","Somerset","HEO","75","75","33700","33290"
"In post","2021","Digital, Data & Technology","South West (England)","Somerset","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","South West (England)","Somerset","SEO","70","70","43010","42510"
"In post","2021","Digital, Data & Technology","South West (England)","Swindon","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","South West (England)","Torbay","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","South West (England)","Wiltshire","AO","15","15","21180","20920"
"In post","2021","Digital, Data & Technology","South West (England)","Wiltshire","EO","65","60","28330","26670"
"In post","2021","Digital, Data & Technology","South West (England)","Wiltshire","G6","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","South West (England)","Wiltshire","G7","10","10","56030","54540"
"In post","2021","Digital, Data & Technology","South West (England)","Wiltshire","HEO","45","45","34800","33300"
"In post","2021","Digital, Data & Technology","South West (England)","Wiltshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","South West (England)","Wiltshire","SEO","35","35","43040","40650"
"In post","2021","Digital, Data & Technology","South West (England)","Wiltshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Unknown","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Unknown","Unknown","G7","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Unknown","Unknown","HEO","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Unknown","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Wales","Bridgend and Neath Port Talbot","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Wales","Cardiff and Vale of Glamorgan","AO","15","15","20620","20140"
"In post","2021","Digital, Data & Technology","Wales","Cardiff and Vale of Glamorgan","EO","115","110","30520","32640"
"In post","2021","Digital, Data & Technology","Wales","Cardiff and Vale of Glamorgan","G6","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Wales","Cardiff and Vale of Glamorgan","G7","20","20","55270","53100"
"In post","2021","Digital, Data & Technology","Wales","Cardiff and Vale of Glamorgan","HEO","120","115","34630","35570"
"In post","2021","Digital, Data & Technology","Wales","Cardiff and Vale of Glamorgan","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Wales","Cardiff and Vale of Glamorgan","SEO","105","105","43200","42990"
"In post","2021","Digital, Data & Technology","Wales","Cardiff and Vale of Glamorgan","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Wales","Central Valleys","AO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Wales","Central Valleys","G6","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Wales","Central Valleys","G7","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Wales","Central Valleys","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Wales","Central Valleys","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Wales","Flintshire and Wrexham","AO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Wales","Flintshire and Wrexham","EO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Wales","Flintshire and Wrexham","G6","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Wales","Flintshire and Wrexham","G7","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Wales","Flintshire and Wrexham","HEO","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Wales","Flintshire and Wrexham","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Wales","Isle of Anglesey","AO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Wales","Isle of Anglesey","EO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Wales","Monmouthshire and Newport","AO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Wales","Monmouthshire and Newport","EO","95","95","23910","23050"
"In post","2021","Digital, Data & Technology","Wales","Monmouthshire and Newport","G6","30","30","62940","60840"
"In post","2021","Digital, Data & Technology","Wales","Monmouthshire and Newport","G7","180","175","53520","51280"
"In post","2021","Digital, Data & Technology","Wales","Monmouthshire and Newport","HEO","145","145","33000","32000"
"In post","2021","Digital, Data & Technology","Wales","Monmouthshire and Newport","SCS level","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Wales","Monmouthshire and Newport","SEO","180","180","40000","37700"
"In post","2021","Digital, Data & Technology","Wales","Powys","EO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Wales","Powys","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Wales","Swansea","AO","40","40","21610","21590"
"In post","2021","Digital, Data & Technology","Wales","Swansea","EO","200","195","26870","26470"
"In post","2021","Digital, Data & Technology","Wales","Swansea","G6","20","20","76180","72730"
"In post","2021","Digital, Data & Technology","Wales","Swansea","G7","115","115","60160","58740"
"In post","2021","Digital, Data & Technology","Wales","Swansea","HEO","190","185","33750","32180"
"In post","2021","Digital, Data & Technology","Wales","Swansea","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Wales","Swansea","SEO","235","230","44420","42370"
"In post","2021","Digital, Data & Technology","West Midlands (England)","Birmingham","AO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","West Midlands (England)","Birmingham","EO","35","35","27100","26410"
"In post","2021","Digital, Data & Technology","West Midlands (England)","Birmingham","G6","10","10","72590","72460"
"In post","2021","Digital, Data & Technology","West Midlands (England)","Birmingham","G7","45","45","56380","54000"
"In post","2021","Digital, Data & Technology","West Midlands (England)","Birmingham","HEO","75","70","33550","31810"
"In post","2021","Digital, Data & Technology","West Midlands (England)","Birmingham","SCS level","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","West Midlands (England)","Birmingham","SEO","65","65","40730","38810"
"In post","2021","Digital, Data & Technology","West Midlands (England)","Birmingham","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","West Midlands (England)","Coventry","AO","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","West Midlands (England)","Coventry","EO","20","20","25500","25000"
"In post","2021","Digital, Data & Technology","West Midlands (England)","Coventry","G6","15","15","63110","61680"
"In post","2021","Digital, Data & Technology","West Midlands (England)","Coventry","G7","55","55","50210","50130"
"In post","2021","Digital, Data & Technology","West Midlands (England)","Coventry","HEO","70","65","31100","30250"
"In post","2021","Digital, Data & Technology","West Midlands (England)","Coventry","SCS level","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","West Midlands (England)","Coventry","SEO","75","70","38350","37100"
"In post","2021","Digital, Data & Technology","West Midlands (England)","Coventry","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","West Midlands (England)","Herefordshire, County of","AO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","West Midlands (England)","Herefordshire, County of","EO","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","West Midlands (England)","Herefordshire, County of","HEO","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","West Midlands (England)","Shropshire CC","AO","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","West Midlands (England)","Shropshire CC","EO","10","10","27390","26670"
"In post","2021","Digital, Data & Technology","West Midlands (England)","Shropshire CC","G7","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","West Midlands (England)","Shropshire CC","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","West Midlands (England)","Shropshire CC","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","West Midlands (England)","Solihull","G7","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","West Midlands (England)","Solihull","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","West Midlands (England)","Staffordshire CC","AO","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","West Midlands (England)","Staffordshire CC","EO","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","West Midlands (England)","Staffordshire CC","G6","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","West Midlands (England)","Staffordshire CC","G7","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","West Midlands (England)","Staffordshire CC","HEO","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","West Midlands (England)","Staffordshire CC","SEO","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","West Midlands (England)","Stoke-on-Trent","EO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","West Midlands (England)","Stoke-on-Trent","G7","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","West Midlands (England)","Stoke-on-Trent","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","West Midlands (England)","Telford and Wrekin","AO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","West Midlands (England)","Telford and Wrekin","EO","45","45","26100","25560"
"In post","2021","Digital, Data & Technology","West Midlands (England)","Telford and Wrekin","G6","30","30","64520","64670"
"In post","2021","Digital, Data & Technology","West Midlands (England)","Telford and Wrekin","G7","85","85","52650","52580"
"In post","2021","Digital, Data & Technology","West Midlands (England)","Telford and Wrekin","HEO","75","70","32450","31810"
"In post","2021","Digital, Data & Technology","West Midlands (England)","Telford and Wrekin","SCS level","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","West Midlands (England)","Telford and Wrekin","SEO","95","95","38630","38630"
"In post","2021","Digital, Data & Technology","West Midlands (England)","Walsall","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","West Midlands (England)","Walsall","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","West Midlands (England)","Warwickshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","West Midlands (England)","Warwickshire","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","West Midlands (England)","Warwickshire","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","West Midlands (England)","Wolverhampton","AO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","West Midlands (England)","Worcestershire","AO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","West Midlands (England)","Worcestershire","EO","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","West Midlands (England)","Worcestershire","G6","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","West Midlands (England)","Worcestershire","G7","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","West Midlands (England)","Worcestershire","HEO","15","15","30970","30570"
"In post","2021","Digital, Data & Technology","West Midlands (England)","Worcestershire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","West Midlands (England)","Worcestershire","SEO","10","10","37890","35900"
"In post","2021","Digital, Data & Technology","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","EO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","G7","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Yorkshire and The Humber","Bradford","AO","20","20","20500","20140"
"In post","2021","Digital, Data & Technology","Yorkshire and The Humber","Bradford","EO","80","75","25810","25560"
"In post","2021","Digital, Data & Technology","Yorkshire and The Humber","Bradford","G6","15","15","65260","64670"
"In post","2021","Digital, Data & Technology","Yorkshire and The Humber","Bradford","G7","50","45","52460","52580"
"In post","2021","Digital, Data & Technology","Yorkshire and The Humber","Bradford","HEO","65","60","31750","31810"
"In post","2021","Digital, Data & Technology","Yorkshire and The Humber","Bradford","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Yorkshire and The Humber","Bradford","SEO","50","50","38250","38630"
"In post","2021","Digital, Data & Technology","Yorkshire and The Humber","Calderdale and Kirklees","G6","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Yorkshire and The Humber","Calderdale and Kirklees","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Yorkshire and The Humber","East Riding of Yorkshire","AO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Yorkshire and The Humber","East Riding of Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Yorkshire and The Humber","East Riding of Yorkshire","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Yorkshire and The Humber","Kingston upon Hull, City of","AO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Yorkshire and The Humber","Kingston upon Hull, City of","EO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Yorkshire and The Humber","Kingston upon Hull, City of","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Yorkshire and The Humber","Kingston upon Hull, City of","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Yorkshire and The Humber","Leeds","AO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Yorkshire and The Humber","Leeds","EO","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Yorkshire and The Humber","Leeds","G6","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Yorkshire and The Humber","Leeds","G7","15","15","52020","51420"
"In post","2021","Digital, Data & Technology","Yorkshire and The Humber","Leeds","HEO","50","50","30600","31810"
"In post","2021","Digital, Data & Technology","Yorkshire and The Humber","Leeds","SCS level","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Yorkshire and The Humber","Leeds","SEO","40","40","37880","38140"
"In post","2021","Digital, Data & Technology","Yorkshire and The Humber","North Yorkshire CC","AA","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Yorkshire and The Humber","North Yorkshire CC","AO","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Yorkshire and The Humber","North Yorkshire CC","EO","10","10","27530","26670"
"In post","2021","Digital, Data & Technology","Yorkshire and The Humber","North Yorkshire CC","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Yorkshire and The Humber","North Yorkshire CC","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Yorkshire and The Humber","Sheffield","EO","30","25","25960","26000"
"In post","2021","Digital, Data & Technology","Yorkshire and The Humber","Sheffield","G6","5","5","[c]","[c]"
