"Status","Year","Ethnicity","Region_ITL1","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Asian","East Midlands (England)","Outside London","Heterosexual / straight","1320","1210","27270","25560"
"In post","2021","Asian","East Midlands (England)","Outside London","LGBO","30","30","25800","26160"
"In post","2021","Asian","East Midlands (England)","Outside London","Undeclared","90","80","26450","22300"
"In post","2021","Asian","East Midlands (England)","Outside London","Unknown","255","215","26150","25560"
"In post","2021","Asian","East of England","Outside London","Heterosexual / straight","935","850","30070","27570"
"In post","2021","Asian","East of England","Outside London","LGBO","20","15","[c]","[c]"
"In post","2021","Asian","East of England","Outside London","Undeclared","80","70","29140","26260"
"In post","2021","Asian","East of England","Outside London","Unknown","90","80","35130","28530"
"In post","2021","Asian","London","London","Heterosexual / straight","11160","10620","37240","32090"
"In post","2021","Asian","London","London","LGBO","285","270","38530","32870"
"In post","2021","Asian","London","London","Undeclared","830","760","34250","30890"
"In post","2021","Asian","London","London","Unknown","1285","1155","36740","31880"
"In post","2021","Asian","North East (England)","Outside London","Heterosexual / straight","310","285","28060","25560"
"In post","2021","Asian","North East (England)","Outside London","LGBO","10","10","[c]","[c]"
"In post","2021","Asian","North East (England)","Outside London","Undeclared","25","25","[c]","[c]"
"In post","2021","Asian","North East (England)","Outside London","Unknown","45","40","27860","21010"
"In post","2021","Asian","North West (England)","Outside London","Heterosexual / straight","2080","1935","28020","25560"
"In post","2021","Asian","North West (England)","Outside London","LGBO","50","45","26550","23160"
"In post","2021","Asian","North West (England)","Outside London","Undeclared","125","110","25710","21430"
"In post","2021","Asian","North West (England)","Outside London","Unknown","315","280","26390","23730"
"In post","2021","Asian","Northern Ireland","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Asian","Northern Ireland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Overseas","Overseas","Heterosexual / straight","130","130","45910","41090"
"In post","2021","Asian","Overseas","Overseas","LGBO","5","5","[c]","[c]"
"In post","2021","Asian","Overseas","Overseas","Undeclared","5","5","[c]","[c]"
"In post","2021","Asian","Overseas","Overseas","Unknown","10","10","[c]","[c]"
"In post","2021","Asian","Scotland","Outside London","Heterosexual / straight","420","390","32500","27570"
"In post","2021","Asian","Scotland","Outside London","LGBO","10","10","[c]","[c]"
"In post","2021","Asian","Scotland","Outside London","Undeclared","25","20","[c]","[c]"
"In post","2021","Asian","Scotland","Outside London","Unknown","55","50","28720","25560"
"In post","2021","Asian","South East (England)","Outside London","Heterosexual / straight","1150","1070","30290","27850"
"In post","2021","Asian","South East (England)","Outside London","LGBO","30","30","30830","26020"
"In post","2021","Asian","South East (England)","Outside London","Undeclared","75","65","29660","27570"
"In post","2021","Asian","South East (England)","Outside London","Unknown","125","105","29880","27570"
"In post","2021","Asian","South West (England)","Outside London","Heterosexual / straight","650","620","34380","31690"
"In post","2021","Asian","South West (England)","Outside London","LGBO","25","25","[c]","[c]"
"In post","2021","Asian","South West (England)","Outside London","Undeclared","45","45","36160","30400"
"In post","2021","Asian","South West (England)","Outside London","Unknown","60","50","32670","28690"
"In post","2021","Asian","Unknown","Unknown","Heterosexual / straight","130","120","30270","27570"
"In post","2021","Asian","Unknown","Unknown","LGBO","5","5","[c]","[c]"
"In post","2021","Asian","Unknown","Unknown","Undeclared","10","10","[c]","[c]"
"In post","2021","Asian","Unknown","Unknown","Unknown","20","15","[c]","[c]"
"In post","2021","Asian","Wales","Outside London","Heterosexual / straight","365","350","30420","25560"
"In post","2021","Asian","Wales","Outside London","LGBO","5","5","[c]","[c]"
"In post","2021","Asian","Wales","Outside London","Undeclared","20","15","[c]","[c]"
"In post","2021","Asian","Wales","Outside London","Unknown","35","30","31650","26510"
"In post","2021","Asian","West Midlands (England)","Outside London","Heterosexual / straight","3235","3040","27950","26130"
"In post","2021","Asian","West Midlands (England)","Outside London","LGBO","65","60","27410","25190"
"In post","2021","Asian","West Midlands (England)","Outside London","Undeclared","200","180","25650","25400"
"In post","2021","Asian","West Midlands (England)","Outside London","Unknown","570","505","27930","26760"
"In post","2021","Asian","Yorkshire and The Humber","Outside London","Heterosexual / straight","1835","1710","28320","26780"
"In post","2021","Asian","Yorkshire and The Humber","Outside London","LGBO","35","35","26320","21440"
"In post","2021","Asian","Yorkshire and The Humber","Outside London","Undeclared","120","110","26050","24890"
"In post","2021","Asian","Yorkshire and The Humber","Outside London","Unknown","320","275","27490","25560"
"In post","2021","Black","East Midlands (England)","Outside London","Heterosexual / straight","425","395","26960","25560"
"In post","2021","Black","East Midlands (England)","Outside London","LGBO","15","15","[c]","[c]"
"In post","2021","Black","East Midlands (England)","Outside London","Undeclared","25","20","[c]","[c]"
"In post","2021","Black","East Midlands (England)","Outside London","Unknown","50","45","27790","27570"
"In post","2021","Black","East of England","Outside London","Heterosexual / straight","500","480","30510","29290"
"In post","2021","Black","East of England","Outside London","LGBO","20","20","[c]","[c]"
"In post","2021","Black","East of England","Outside London","Undeclared","30","25","[c]","[c]"
"In post","2021","Black","East of England","Outside London","Unknown","50","45","34000","29290"
"In post","2021","Black","London","London","Heterosexual / straight","8195","7960","34640","31060"
"In post","2021","Black","London","London","LGBO","200","195","37390","31060"
"In post","2021","Black","London","London","Undeclared","530","500","33890","31060"
"In post","2021","Black","London","London","Unknown","1040","965","33670","31070"
"In post","2021","Black","North East (England)","Outside London","Heterosexual / straight","120","115","27390","25560"
"In post","2021","Black","North East (England)","Outside London","LGBO","5","5","[c]","[c]"
"In post","2021","Black","North East (England)","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2021","Black","North East (England)","Outside London","Unknown","10","10","[c]","[c]"
"In post","2021","Black","North West (England)","Outside London","Heterosexual / straight","600","570","28840","27570"
"In post","2021","Black","North West (England)","Outside London","LGBO","15","15","[c]","[c]"
"In post","2021","Black","North West (England)","Outside London","Undeclared","35","30","30530","27570"
"In post","2021","Black","North West (England)","Outside London","Unknown","70","65","25780","23610"
"In post","2021","Black","Northern Ireland","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Black","Northern Ireland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Northern Ireland","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Northern Ireland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Overseas","Overseas","Heterosexual / straight","60","60","42250","37500"
"In post","2021","Black","Overseas","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Overseas","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Overseas","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scotland","Outside London","Heterosexual / straight","205","200","31650","27570"
"In post","2021","Black","Scotland","Outside London","LGBO","10","10","[c]","[c]"
"In post","2021","Black","Scotland","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scotland","Outside London","Unknown","15","15","[c]","[c]"
"In post","2021","Black","South East (England)","Outside London","Heterosexual / straight","735","705","30420","29290"
"In post","2021","Black","South East (England)","Outside London","LGBO","20","20","[c]","[c]"
"In post","2021","Black","South East (England)","Outside London","Undeclared","35","35","28420","28670"
"In post","2021","Black","South East (England)","Outside London","Unknown","55","50","31780","29250"
"In post","2021","Black","South West (England)","Outside London","Heterosexual / straight","480","465","32480","31000"
"In post","2021","Black","South West (England)","Outside London","LGBO","5","5","[c]","[c]"
"In post","2021","Black","South West (England)","Outside London","Undeclared","20","20","[c]","[c]"
"In post","2021","Black","South West (England)","Outside London","Unknown","30","25","[c]","[c]"
"In post","2021","Black","Unknown","Unknown","Heterosexual / straight","45","45","30500","27570"
"In post","2021","Black","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2021","Black","Unknown","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","Black","Wales","Outside London","Heterosexual / straight","155","150","29170","27360"
"In post","2021","Black","Wales","Outside London","LGBO","5","5","[c]","[c]"
"In post","2021","Black","Wales","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2021","Black","Wales","Outside London","Unknown","20","20","[c]","[c]"
"In post","2021","Black","West Midlands (England)","Outside London","Heterosexual / straight","965","915","28570","27570"
"In post","2021","Black","West Midlands (England)","Outside London","LGBO","20","20","[c]","[c]"
"In post","2021","Black","West Midlands (England)","Outside London","Undeclared","65","60","25270","25280"
"In post","2021","Black","West Midlands (England)","Outside London","Unknown","150","135","27880","25930"
"In post","2021","Black","Yorkshire and The Humber","Outside London","Heterosexual / straight","450","430","29110","27570"
"In post","2021","Black","Yorkshire and The Humber","Outside London","LGBO","15","15","[c]","[c]"
"In post","2021","Black","Yorkshire and The Humber","Outside London","Undeclared","20","20","[c]","[c]"
"In post","2021","Black","Yorkshire and The Humber","Outside London","Unknown","40","35","30500","27570"
"In post","2021","Chinese","East Midlands (England)","Outside London","Heterosexual / straight","25","20","[c]","[c]"
"In post","2021","Chinese","East Midlands (England)","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","East Midlands (England)","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","East Midlands (England)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","East of England","Outside London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Chinese","East of England","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","East of England","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","East of England","Outside London","Unknown","10","10","[c]","[c]"
"In post","2021","Chinese","London","London","Heterosexual / straight","440","430","43180","39290"
"In post","2021","Chinese","London","London","LGBO","35","35","43760","39240"
"In post","2021","Chinese","London","London","Undeclared","60","60","40960","37770"
"In post","2021","Chinese","London","London","Unknown","60","60","45570","40680"
"In post","2021","Chinese","North East (England)","Outside London","Heterosexual / straight","40","35","27870","25560"
"In post","2021","Chinese","North East (England)","Outside London","LGBO","5","5","[c]","[c]"
"In post","2021","Chinese","North East (England)","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","North East (England)","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","Chinese","North West (England)","Outside London","Heterosexual / straight","110","105","29420","25310"
"In post","2021","Chinese","North West (England)","Outside London","LGBO","5","5","[c]","[c]"
"In post","2021","Chinese","North West (England)","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2021","Chinese","North West (England)","Outside London","Unknown","25","20","[c]","[c]"
"In post","2021","Chinese","Northern Ireland","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Northern Ireland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Northern Ireland","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Northern Ireland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Overseas","Overseas","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Chinese","Overseas","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Overseas","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Overseas","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Scotland","Outside London","Heterosexual / straight","30","30","30140","26090"
"In post","2021","Chinese","Scotland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Scotland","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Scotland","Outside London","Unknown","10","10","[c]","[c]"
"In post","2021","Chinese","South East (England)","Outside London","Heterosexual / straight","80","75","31690","28660"
"In post","2021","Chinese","South East (England)","Outside London","LGBO","5","5","[c]","[c]"
"In post","2021","Chinese","South East (England)","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2021","Chinese","South East (England)","Outside London","Unknown","10","5","[c]","[c]"
"In post","2021","Chinese","South West (England)","Outside London","Heterosexual / straight","45","40","31340","28250"
"In post","2021","Chinese","South West (England)","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","South West (England)","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","South West (England)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Wales","Outside London","Heterosexual / straight","50","50","31850","29200"
"In post","2021","Chinese","Wales","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Wales","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2021","Chinese","Wales","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","Chinese","West Midlands (England)","Outside London","Heterosexual / straight","35","35","28630","27570"
"In post","2021","Chinese","West Midlands (England)","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","West Midlands (England)","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","West Midlands (England)","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","Chinese","Yorkshire and The Humber","Outside London","Heterosexual / straight","40","35","27240","24000"
"In post","2021","Chinese","Yorkshire and The Humber","Outside London","LGBO","5","5","[c]","[c]"
"In post","2021","Chinese","Yorkshire and The Humber","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2021","Chinese","Yorkshire and The Humber","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","East Midlands (England)","Outside London","Heterosexual / straight","250","230","30290","27570"
"In post","2021","Mixed","East Midlands (England)","Outside London","LGBO","30","30","[c]","[c]"
"In post","2021","Mixed","East Midlands (England)","Outside London","Undeclared","30","25","[c]","[c]"
"In post","2021","Mixed","East Midlands (England)","Outside London","Unknown","35","30","30540","27570"
"In post","2021","Mixed","East of England","Outside London","Heterosexual / straight","340","320","30250","28200"
"In post","2021","Mixed","East of England","Outside London","LGBO","20","20","[c]","[c]"
"In post","2021","Mixed","East of England","Outside London","Undeclared","30","25","[c]","[c]"
"In post","2021","Mixed","East of England","Outside London","Unknown","30","30","37660","31810"
"In post","2021","Mixed","London","London","Heterosexual / straight","2650","2570","40690","35520"
"In post","2021","Mixed","London","London","LGBO","300","295","41960","37540"
"In post","2021","Mixed","London","London","Undeclared","240","230","39870","33650"
"In post","2021","Mixed","London","London","Unknown","215","200","42290","36650"
"In post","2021","Mixed","North East (England)","Outside London","Heterosexual / straight","165","155","28290","25790"
"In post","2021","Mixed","North East (England)","Outside London","LGBO","20","20","[c]","[c]"
"In post","2021","Mixed","North East (England)","Outside London","Undeclared","15","15","[c]","[c]"
"In post","2021","Mixed","North East (England)","Outside London","Unknown","20","20","[c]","[c]"
"In post","2021","Mixed","North West (England)","Outside London","Heterosexual / straight","580","545","29690","26550"
"In post","2021","Mixed","North West (England)","Outside London","LGBO","55","55","29530","27570"
"In post","2021","Mixed","North West (England)","Outside London","Undeclared","55","50","29310","25970"
"In post","2021","Mixed","North West (England)","Outside London","Unknown","65","60","26020","25560"
"In post","2021","Mixed","Northern Ireland","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Mixed","Northern Ireland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Northern Ireland","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Northern Ireland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Overseas","Overseas","Heterosexual / straight","80","80","49220","51220"
"In post","2021","Mixed","Overseas","Overseas","LGBO","10","10","[c]","[c]"
"In post","2021","Mixed","Overseas","Overseas","Undeclared","10","10","[c]","[c]"
"In post","2021","Mixed","Overseas","Overseas","Unknown","5","5","[c]","[c]"
"In post","2021","Mixed","Scotland","Outside London","Heterosexual / straight","190","180","35150","27570"
"In post","2021","Mixed","Scotland","Outside London","LGBO","35","35","30820","27570"
"In post","2021","Mixed","Scotland","Outside London","Undeclared","20","20","[c]","[c]"
"In post","2021","Mixed","Scotland","Outside London","Unknown","20","20","[c]","[c]"
"In post","2021","Mixed","South East (England)","Outside London","Heterosexual / straight","525","500","31630","29290"
"In post","2021","Mixed","South East (England)","Outside London","LGBO","55","55","30430","27570"
"In post","2021","Mixed","South East (England)","Outside London","Undeclared","45","40","28670","27570"
"In post","2021","Mixed","South East (England)","Outside London","Unknown","45","45","32780","28280"
"In post","2021","Mixed","South West (England)","Outside London","Heterosexual / straight","475","445","32810","28730"
"In post","2021","Mixed","South West (England)","Outside London","LGBO","45","40","32770","29330"
"In post","2021","Mixed","South West (England)","Outside London","Undeclared","40","35","33510","31030"
"In post","2021","Mixed","South West (England)","Outside London","Unknown","55","50","35610","33700"
"In post","2021","Mixed","Unknown","Unknown","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Mixed","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Wales","Outside London","Heterosexual / straight","295","280","31370","27570"
"In post","2021","Mixed","Wales","Outside London","LGBO","30","30","[c]","[c]"
"In post","2021","Mixed","Wales","Outside London","Undeclared","30","25","[c]","[c]"
"In post","2021","Mixed","Wales","Outside London","Unknown","30","25","27250","27570"
"In post","2021","Mixed","West Midlands (England)","Outside London","Heterosexual / straight","420","395","28420","26720"
"In post","2021","Mixed","West Midlands (England)","Outside London","LGBO","30","30","31080","26820"
"In post","2021","Mixed","West Midlands (England)","Outside London","Undeclared","30","30","29020","26460"
"In post","2021","Mixed","West Midlands (England)","Outside London","Unknown","50","45","30890","27570"
"In post","2021","Mixed","Yorkshire and The Humber","Outside London","Heterosexual / straight","390","365","31880","27570"
"In post","2021","Mixed","Yorkshire and The Humber","Outside London","LGBO","50","50","28090","27570"
"In post","2021","Mixed","Yorkshire and The Humber","Outside London","Undeclared","35","35","30810","27570"
"In post","2021","Mixed","Yorkshire and The Humber","Outside London","Unknown","30","30","29810","26050"
"In post","2021","Other ethnicity","East Midlands (England)","Outside London","Heterosexual / straight","45","40","31840","27570"
"In post","2021","Other ethnicity","East Midlands (England)","Outside London","LGBO","5","5","[c]","[c]"
"In post","2021","Other ethnicity","East Midlands (England)","Outside London","Undeclared","15","15","[c]","[c]"
"In post","2021","Other ethnicity","East Midlands (England)","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","Other ethnicity","East of England","Outside London","Heterosexual / straight","90","85","33740","29070"
"In post","2021","Other ethnicity","East of England","Outside London","LGBO","5","5","[c]","[c]"
"In post","2021","Other ethnicity","East of England","Outside London","Undeclared","20","20","[c]","[c]"
"In post","2021","Other ethnicity","East of England","Outside London","Unknown","10","10","[c]","[c]"
"In post","2021","Other ethnicity","London","London","Heterosexual / straight","910","870","40550","35010"
"In post","2021","Other ethnicity","London","London","LGBO","75","70","39940","34550"
"In post","2021","Other ethnicity","London","London","Undeclared","165","155","47960","41950"
"In post","2021","Other ethnicity","London","London","Unknown","125","110","42210","36330"
"In post","2021","Other ethnicity","North East (England)","Outside London","Heterosexual / straight","30","25","[c]","[c]"
"In post","2021","Other ethnicity","North East (England)","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","North East (England)","Outside London","Undeclared","10","5","[c]","[c]"
"In post","2021","Other ethnicity","North East (England)","Outside London","Unknown","10","5","[c]","[c]"
"In post","2021","Other ethnicity","North West (England)","Outside London","Heterosexual / straight","115","105","31590","27570"
"In post","2021","Other ethnicity","North West (England)","Outside London","LGBO","10","10","[c]","[c]"
"In post","2021","Other ethnicity","North West (England)","Outside London","Undeclared","20","20","[c]","[c]"
"In post","2021","Other ethnicity","North West (England)","Outside London","Unknown","30","25","[c]","[c]"
"In post","2021","Other ethnicity","Northern Ireland","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Other ethnicity","Northern Ireland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Northern Ireland","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Northern Ireland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Overseas","Overseas","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Other ethnicity","Overseas","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Overseas","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Overseas","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Scotland","Outside London","Heterosexual / straight","55","55","35240","27570"
