"Status","Year","Ethnicity","Function_of_post","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Black","Property","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Property","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Property","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Property","SEO","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","Black","Property","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Property","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Property","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Property","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Security","AA","Heterosexual / straight","35","35","20960","20060"
"In post","2021","Black","Security","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Security","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Security","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Security","AO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Black","Security","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Security","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Security","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Security","EO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Black","Security","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Security","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Security","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Security","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Security","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Security","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Security","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Security","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Security","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Security","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Security","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Security","HEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Black","Security","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Security","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Security","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Security","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Security","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Security","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Security","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Security","SEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Black","Security","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Security","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Security","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Security","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","AA","Heterosexual / straight","85","75","21250","22210"
"In post","2021","Black","Unknown","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","AA","Undeclared","5","5","[c]","[c]"
"In post","2021","Black","Unknown","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","AO","Heterosexual / straight","1055","970","23390","24180"
"In post","2021","Black","Unknown","AO","LGBO","25","25","[c]","[c]"
"In post","2021","Black","Unknown","AO","Undeclared","90","75","23350","24000"
"In post","2021","Black","Unknown","AO","Unknown","165","140","22500","22760"
"In post","2021","Black","Unknown","EO","Heterosexual / straight","2875","2745","29510","29370"
"In post","2021","Black","Unknown","EO","LGBO","75","70","29620","30690"
"In post","2021","Black","Unknown","EO","Undeclared","195","185","29540","29370"
"In post","2021","Black","Unknown","EO","Unknown","420","380","30110","31060"
"In post","2021","Black","Unknown","G6","Heterosexual / straight","35","30","68360","68700"
"In post","2021","Black","Unknown","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","G7","Heterosexual / straight","145","140","58750","57460"
"In post","2021","Black","Unknown","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","G7","Undeclared","10","10","[c]","[c]"
"In post","2021","Black","Unknown","G7","Unknown","10","10","[c]","[c]"
"In post","2021","Black","Unknown","HEO","Heterosexual / straight","525","515","35250","35180"
"In post","2021","Black","Unknown","HEO","LGBO","10","10","[c]","[c]"
"In post","2021","Black","Unknown","HEO","Undeclared","30","30","[c]","[c]"
"In post","2021","Black","Unknown","HEO","Unknown","50","50","35610","36650"
"In post","2021","Black","Unknown","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Black","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","SEO","Heterosexual / straight","315","315","42160","41970"
"In post","2021","Black","Unknown","SEO","LGBO","5","5","[c]","[c]"
"In post","2021","Black","Unknown","SEO","Undeclared","10","10","[c]","[c]"
"In post","2021","Black","Unknown","SEO","Unknown","10","10","[c]","[c]"
"In post","2021","Black","Unknown","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Black","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Analysis","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Analysis","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Analysis","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Analysis","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Analysis","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Analysis","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Analysis","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Analysis","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Analysis","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Analysis","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Analysis","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Analysis","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Analysis","G6","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Chinese","Analysis","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Analysis","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Analysis","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Analysis","G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Chinese","Analysis","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Analysis","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Analysis","G7","Unknown","5","5","[c]","[c]"
"In post","2021","Chinese","Analysis","HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Chinese","Analysis","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Analysis","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Analysis","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Analysis","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Analysis","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Analysis","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Analysis","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Analysis","SEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Chinese","Analysis","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Analysis","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Analysis","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Analysis","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Analysis","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Analysis","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Commercial","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Commercial","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Commercial","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Commercial","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Commercial","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Commercial","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Commercial","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Commercial","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Commercial","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Commercial","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Commercial","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Commercial","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Commercial","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Commercial","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Commercial","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Commercial","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Commercial","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Commercial","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Commercial","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Commercial","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Commercial","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Commercial","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Commercial","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Commercial","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Commercial","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Commercial","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Commercial","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Commercial","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Commercial","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Commercial","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Commercial","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Commercial","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Commercial","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","EO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Chinese","Communications","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Counter Fraud","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Counter Fraud","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Counter Fraud","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Counter Fraud","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Counter Fraud","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Counter Fraud","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Counter Fraud","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Counter Fraud","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Counter Fraud","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Chinese","Counter Fraud","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Counter Fraud","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Counter Fraud","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Counter Fraud","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Counter Fraud","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Counter Fraud","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Counter Fraud","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Counter Fraud","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Counter Fraud","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Counter Fraud","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Counter Fraud","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Counter Fraud","HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Chinese","Counter Fraud","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Counter Fraud","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Counter Fraud","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Counter Fraud","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Counter Fraud","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Counter Fraud","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Counter Fraud","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Counter Fraud","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Counter Fraud","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Counter Fraud","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Counter Fraud","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Debt","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Debt","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Debt","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Debt","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Debt","AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Chinese","Debt","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Debt","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Debt","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Debt","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Debt","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Debt","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Debt","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Debt","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Debt","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Debt","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Debt","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Debt","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Debt","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Debt","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Debt","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Debt","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Debt","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Debt","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Debt","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Debt","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Debt","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Debt","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Debt","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Debt","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Debt","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Debt","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Debt","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Digital, Data & Technology","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Digital, Data & Technology","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Digital, Data & Technology","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Digital, Data & Technology","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Digital, Data & Technology","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Digital, Data & Technology","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Digital, Data & Technology","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Digital, Data & Technology","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Digital, Data & Technology","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Chinese","Digital, Data & Technology","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Digital, Data & Technology","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Digital, Data & Technology","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Digital, Data & Technology","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Digital, Data & Technology","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Digital, Data & Technology","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Digital, Data & Technology","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Digital, Data & Technology","G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Chinese","Digital, Data & Technology","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Digital, Data & Technology","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Digital, Data & Technology","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Digital, Data & Technology","HEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Chinese","Digital, Data & Technology","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Digital, Data & Technology","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Digital, Data & Technology","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Digital, Data & Technology","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Digital, Data & Technology","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Digital, Data & Technology","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Digital, Data & Technology","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Digital, Data & Technology","SEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Chinese","Digital, Data & Technology","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Digital, Data & Technology","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Digital, Data & Technology","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Digital, Data & Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Digital, Data & Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Digital, Data & Technology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Finance","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Finance","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Finance","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Finance","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Finance","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Finance","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Finance","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Finance","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Finance","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Chinese","Finance","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Finance","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Finance","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Finance","G6","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Chinese","Finance","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Finance","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Finance","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Finance","G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Chinese","Finance","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Finance","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Finance","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Finance","HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Chinese","Finance","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Finance","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Finance","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Finance","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Finance","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Finance","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Finance","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Finance","SEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Chinese","Finance","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Finance","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Finance","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
