"Status","Year","Profession_of_post","Region_ITL3","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Commercial","Camden and City of London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Camden and City of London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cardiff and Vale of Glamorgan","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Commercial","Cardiff and Vale of Glamorgan","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cardiff and Vale of Glamorgan","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cardiff and Vale of Glamorgan","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Central Bedfordshire","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Commercial","Central Bedfordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Central Bedfordshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Central Hampshire","Heterosexual / straight","110","105","34400","34500"
"In post","2021","Commercial","Central Hampshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Central Hampshire","Undeclared","20","20","[c]","[c]"
"In post","2021","Commercial","Central Hampshire","Unknown","5","5","[c]","[c]"
"In post","2021","Commercial","Central Valleys","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Central Valleys","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cheshire East","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cheshire East","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Chorley and West Lancashire","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Commercial","Chorley and West Lancashire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Chorley and West Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","City of Edinburgh","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Commercial","City of Edinburgh","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","City of Edinburgh","Undeclared","10","10","[c]","[c]"
"In post","2021","Commercial","City of Edinburgh","Unknown","20","20","[c]","[c]"
"In post","2021","Commercial","Clackmannanshire and Fife","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Commercial","Clackmannanshire and Fife","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Clackmannanshire and Fife","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Clackmannanshire and Fife","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Conwy and Denbighshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Conwy and Denbighshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cornwall and Isles of Scilly","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cornwall and Isles of Scilly","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cornwall and Isles of Scilly","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Coventry","Heterosexual / straight","40","40","39070","37550"
"In post","2021","Commercial","Coventry","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Coventry","Undeclared","5","5","[c]","[c]"
"In post","2021","Commercial","Coventry","Unknown","10","10","[c]","[c]"
"In post","2021","Commercial","Croydon","Heterosexual / straight","110","105","45320","44250"
"In post","2021","Commercial","Croydon","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Croydon","Undeclared","20","20","[c]","[c]"
"In post","2021","Commercial","Croydon","Unknown","20","15","[c]","[c]"
"In post","2021","Commercial","Darlington","Heterosexual / straight","45","45","41140","37100"
"In post","2021","Commercial","Darlington","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Darlington","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Darlington","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Derby","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Derby","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Devon CC","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Commercial","Devon CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Devon CC","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Devon CC","Unknown","180","175","43030","40140"
"In post","2021","Commercial","Dorset CC","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Commercial","Dorset CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Dorset CC","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Dorset CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Dudley","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Dudley","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Durham CC","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Commercial","Durham CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Durham CC","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Durham CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Cumbria","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Cumbria","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Commercial","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Unknown","5","5","[c]","[c]"
"In post","2021","Commercial","East Kent","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Kent","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Lancashire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Lancashire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Merseyside","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Merseyside","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Merseyside","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Riding of Yorkshire","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Commercial","East Riding of Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Riding of Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Riding of Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Surrey","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Surrey","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Surrey","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Sussex CC","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Sussex CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Sussex CC","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Enfield","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Enfield","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Essex Haven Gateway","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Essex Haven Gateway","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Falkirk","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Falkirk","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Falkirk","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Flintshire and Wrexham","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Commercial","Flintshire and Wrexham","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Flintshire and Wrexham","Undeclared","15","15","[c]","[c]"
"In post","2021","Commercial","Glasgow City","Heterosexual / straight","70","70","35660","33300"
"In post","2021","Commercial","Glasgow City","LGBO","5","5","[c]","[c]"
"In post","2021","Commercial","Glasgow City","Undeclared","10","10","[c]","[c]"
"In post","2021","Commercial","Glasgow City","Unknown","10","10","[c]","[c]"
"In post","2021","Commercial","Gloucestershire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Gloucestershire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Gloucestershire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester North East","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester North East","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester North West","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester North West","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester South East","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester South East","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester South West","Heterosexual / straight","40","40","42260","40170"
"In post","2021","Commercial","Greater Manchester South West","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester South West","Undeclared","10","5","[c]","[c]"
"In post","2021","Commercial","Greater Manchester South West","Unknown","25","20","[c]","[c]"
"In post","2021","Commercial","Hackney and Newham","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hackney and Newham","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hackney and Newham","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Haringey and Islington","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Haringey and Islington","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Harrow and Hillingdon","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Harrow and Hillingdon","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Harrow and Hillingdon","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hartlepool and Stockton-on-Tees","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hartlepool and Stockton-on-Tees","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hartlepool and Stockton-on-Tees","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Heart of Essex","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Heart of Essex","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Herefordshire, County of","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Herefordshire, County of","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Herefordshire, County of","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hertfordshire","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Commercial","Hertfordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hertfordshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hounslow and Richmond upon Thames","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Commercial","Hounslow and Richmond upon Thames","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hounslow and Richmond upon Thames","Undeclared","5","5","[c]","[c]"
"In post","2021","Commercial","Hounslow and Richmond upon Thames","Unknown","20","20","[c]","[c]"
"In post","2021","Commercial","Inverclyde, East Renfrewshire and Renfrewshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inverclyde, East Renfrewshire and Renfrewshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inverclyde, East Renfrewshire and Renfrewshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inverness and Nairn and Moray, Badenoch and Strathspey","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inverness and Nairn and Moray, Badenoch and Strathspey","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Isle of Anglesey","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Isle of Anglesey","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Isle of Wight","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Isle of Wight","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Isle of Wight","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Kensington & Chelsea and Hammersmith & Fulham","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Kensington & Chelsea and Hammersmith & Fulham","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Kensington & Chelsea and Hammersmith & Fulham","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Kent Thames Gateway","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Commercial","Kent Thames Gateway","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Kent Thames Gateway","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Kent Thames Gateway","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Kingston upon Hull, City of","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Commercial","Kingston upon Hull, City of","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Kingston upon Hull, City of","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lambeth","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Commercial","Lambeth","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lambeth","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lambeth","Unknown","5","5","[c]","[c]"
"In post","2021","Commercial","Lancaster and Wyre","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lancaster and Wyre","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Leeds","Heterosexual / straight","105","100","42570","36970"
"In post","2021","Commercial","Leeds","LGBO","15","15","[c]","[c]"
"In post","2021","Commercial","Leeds","Undeclared","10","10","[c]","[c]"
"In post","2021","Commercial","Leeds","Unknown","50","50","39040","36820"
"In post","2021","Commercial","Leicester","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Commercial","Leicester","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Leicestershire CC and Rutland","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Commercial","Leicestershire CC and Rutland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Leicestershire CC and Rutland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lincolnshire","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Commercial","Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lisburn and Castlereagh","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lisburn and Castlereagh","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lisburn and Castlereagh","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Liverpool","Heterosexual / straight","135","130","35680","34800"
"In post","2021","Commercial","Liverpool","LGBO","5","5","[c]","[c]"
"In post","2021","Commercial","Liverpool","Undeclared","5","5","[c]","[c]"
"In post","2021","Commercial","Liverpool","Unknown","50","50","31010","28400"
"In post","2021","Commercial","Luton","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Luton","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Manchester","Heterosexual / straight","115","110","40330","36780"
"In post","2021","Commercial","Manchester","LGBO","10","10","[c]","[c]"
"In post","2021","Commercial","Manchester","Undeclared","10","10","[c]","[c]"
"In post","2021","Commercial","Manchester","Unknown","5","5","[c]","[c]"
"In post","2021","Commercial","Medway","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Medway","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Mid Kent","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Mid Kent","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Mid Kent","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Mid Lancashire","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Commercial","Mid Lancashire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Milton Keynes","Heterosexual / straight","65","65","43490","40330"
"In post","2021","Commercial","Milton Keynes","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Milton Keynes","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Milton Keynes","Unknown","5","5","[c]","[c]"
"In post","2021","Commercial","Monmouthshire and Newport","Heterosexual / straight","75","70","34850","31850"
"In post","2021","Commercial","Monmouthshire and Newport","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Monmouthshire and Newport","Undeclared","5","5","[c]","[c]"
"In post","2021","Commercial","Monmouthshire and Newport","Unknown","15","15","[c]","[c]"
"In post","2021","Commercial","North and West Norfolk","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Commercial","North and West Norfolk","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North and West Norfolk","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North and West Norfolk","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Hampshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Hampshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Lanarkshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Lanarkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Lanarkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Nottinghamshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Nottinghamshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Nottinghamshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Yorkshire CC","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Commercial","North Yorkshire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northumberland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northumberland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Norwich and East Norfolk","Heterosexual / straight","60","60","36500","34800"
"In post","2021","Commercial","Norwich and East Norfolk","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Norwich and East Norfolk","Undeclared","10","10","[c]","[c]"
"In post","2021","Commercial","Norwich and East Norfolk","Unknown","20","20","[c]","[c]"
"In post","2021","Commercial","Nottingham","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","Commercial","Nottingham","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Nottingham","Undeclared","5","5","[c]","[c]"
"In post","2021","Commercial","Nottingham","Unknown","5","5","[c]","[c]"
"In post","2021","Commercial","Overseas","Heterosexual / straight","30","30","49730","42820"
"In post","2021","Commercial","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Oxfordshire","Heterosexual / straight","30","30","35290","36480"
"In post","2021","Commercial","Oxfordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Oxfordshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Perth and Kinross and Stirling","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Commercial","Perth and Kinross and Stirling","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Perth and Kinross and Stirling","Unknown","5","5","[c]","[c]"
"In post","2021","Commercial","Peterborough","Heterosexual / straight","30","30","40260","36840"
"In post","2021","Commercial","Peterborough","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Peterborough","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Peterborough","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Plymouth","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Commercial","Plymouth","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Plymouth","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Plymouth","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Portsmouth","Heterosexual / straight","50","50","36840","34780"
"In post","2021","Commercial","Portsmouth","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Portsmouth","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Portsmouth","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Powys","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Powys","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Sefton","Heterosexual / straight","15","10","[c]","[c]"
"In post","2021","Commercial","Sefton","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Sefton","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Sefton","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Sheffield","Heterosexual / straight","70","70","39030","37100"
"In post","2021","Commercial","Sheffield","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Sheffield","Undeclared","5","5","[c]","[c]"
"In post","2021","Commercial","Sheffield","Unknown","15","15","[c]","[c]"
