"Status","Year","Parent_department","Region_ITL1","Region_ITL2","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Department for Business, Energy and Industrial Strategy","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","G6","10","10","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","G7","5","5","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","HEO","25","25","36140","36730"
"In post","2021","Department for Business, Energy and Industrial Strategy","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","SEO","20","20","41040","39700"
"In post","2021","Department for Business, Energy and Industrial Strategy","South East (England)","Hampshire and Isle of Wight","AO","10","10","20740","20880"
"In post","2021","Department for Business, Energy and Industrial Strategy","South East (England)","Hampshire and Isle of Wight","EO","10","10","25520","25950"
"In post","2021","Department for Business, Energy and Industrial Strategy","South East (England)","Hampshire and Isle of Wight","G7","5","5","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","South East (England)","Hampshire and Isle of Wight","HEO","40","40","34790","34720"
"In post","2021","Department for Business, Energy and Industrial Strategy","South East (England)","Hampshire and Isle of Wight","SEO","25","25","42120","42200"
"In post","2021","Department for Business, Energy and Industrial Strategy","South East (England)","Kent","AA","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","South East (England)","Kent","AO","30","25","20880","20880"
"In post","2021","Department for Business, Energy and Industrial Strategy","South East (England)","Kent","EO","5","5","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","South East (England)","Kent","G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","South East (England)","Kent","HEO","15","10","30250","29940"
"In post","2021","Department for Business, Energy and Industrial Strategy","South East (England)","Kent","SEO","5","5","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","South East (England)","Surrey, East and West Sussex","AO","5","5","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","South East (England)","Surrey, East and West Sussex","EO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","South East (England)","Surrey, East and West Sussex","G6","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","South East (England)","Surrey, East and West Sussex","G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","South East (England)","Surrey, East and West Sussex","HEO","5","5","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","South East (England)","Surrey, East and West Sussex","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","South West (England)","Cornwall and Isles of Scilly","EO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","South West (England)","Cornwall and Isles of Scilly","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","South West (England)","Devon","AA","20","20","19430","19730"
"In post","2021","Department for Business, Energy and Industrial Strategy","South West (England)","Devon","AO","120","120","22280","21080"
"In post","2021","Department for Business, Energy and Industrial Strategy","South West (England)","Devon","EO","180","175","25970","25690"
"In post","2021","Department for Business, Energy and Industrial Strategy","South West (England)","Devon","G6","150","140","61700","60490"
"In post","2021","Department for Business, Energy and Industrial Strategy","South West (England)","Devon","G7","375","360","48710","47960"
"In post","2021","Department for Business, Energy and Industrial Strategy","South West (England)","Devon","HEO","415","400","33270","32810"
"In post","2021","Department for Business, Energy and Industrial Strategy","South West (England)","Devon","SCS level","10","10","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","South West (England)","Devon","SEO","550","520","40520","39750"
"In post","2021","Department for Business, Energy and Industrial Strategy","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","AO","10","10","20910","20880"
"In post","2021","Department for Business, Energy and Industrial Strategy","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","EO","25","25","25800","26330"
"In post","2021","Department for Business, Energy and Industrial Strategy","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","G6","20","15","63390","60740"
"In post","2021","Department for Business, Energy and Industrial Strategy","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","G7","55","50","51660","49310"
"In post","2021","Department for Business, Energy and Industrial Strategy","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","HEO","90","85","33070","31980"
"In post","2021","Department for Business, Energy and Industrial Strategy","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","5","5","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","SEO","50","45","40220","39620"
"In post","2021","Department for Business, Energy and Industrial Strategy","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Unknown","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Unknown","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Unknown","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Wales","East Wales","AA","10","10","18540","18730"
"In post","2021","Department for Business, Energy and Industrial Strategy","Wales","East Wales","AO","620","545","21410","21140"
"In post","2021","Department for Business, Energy and Industrial Strategy","Wales","East Wales","EO","810","765","26300","25100"
"In post","2021","Department for Business, Energy and Industrial Strategy","Wales","East Wales","G6","75","75","66610","65680"
"In post","2021","Department for Business, Energy and Industrial Strategy","Wales","East Wales","G7","350","330","57640","58490"
"In post","2021","Department for Business, Energy and Industrial Strategy","Wales","East Wales","HEO","390","370","33400","31260"
"In post","2021","Department for Business, Energy and Industrial Strategy","Wales","East Wales","SCS level","35","35","79200","74470"
"In post","2021","Department for Business, Energy and Industrial Strategy","Wales","East Wales","SEO","480","465","42140","40800"
"In post","2021","Department for Business, Energy and Industrial Strategy","Wales","West Wales and The Valleys","AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Wales","West Wales and The Valleys","HEO","5","5","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Wales","West Wales and The Valleys","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","West Midlands (England)","Shropshire and Staffordshire","HEO","5","5","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","West Midlands (England)","Shropshire and Staffordshire","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","West Midlands (England)","West Midlands","AA","30","30","18900","18900"
"In post","2021","Department for Business, Energy and Industrial Strategy","West Midlands (England)","West Midlands","AO","145","130","20930","20880"
"In post","2021","Department for Business, Energy and Industrial Strategy","West Midlands (England)","West Midlands","EO","110","105","25340","24570"
"In post","2021","Department for Business, Energy and Industrial Strategy","West Midlands (England)","West Midlands","G6","20","20","64790","62440"
"In post","2021","Department for Business, Energy and Industrial Strategy","West Midlands (England)","West Midlands","G7","60","60","52010","50540"
"In post","2021","Department for Business, Energy and Industrial Strategy","West Midlands (England)","West Midlands","HEO","170","165","32930","31120"
"In post","2021","Department for Business, Energy and Industrial Strategy","West Midlands (England)","West Midlands","SCS level","5","5","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","West Midlands (England)","West Midlands","SEO","120","115","41850","41870"
"In post","2021","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","North Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","North Yorkshire","G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","North Yorkshire","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","North Yorkshire","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","South Yorkshire","G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","West Yorkshire","AA","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","West Yorkshire","AO","40","40","20820","20880"
"In post","2021","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","West Yorkshire","EO","35","30","24930","24250"
"In post","2021","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","West Yorkshire","G6","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","West Yorkshire","G7","5","5","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","West Yorkshire","HEO","65","65","32470","31140"
"In post","2021","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","West Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","West Yorkshire","SEO","35","35","42580","42700"
"In post","2021","Department for Digital, Culture, Media and Sport","London","Inner London - West","AA","10","10","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","London","Inner London - West","EO","170","165","27490","26180"
"In post","2021","Department for Digital, Culture, Media and Sport","London","Inner London - West","G6","200","195","66620","65120"
"In post","2021","Department for Digital, Culture, Media and Sport","London","Inner London - West","G7","585","575","56120","52250"
"In post","2021","Department for Digital, Culture, Media and Sport","London","Inner London - West","HEO","635","625","37120","34020"
"In post","2021","Department for Digital, Culture, Media and Sport","London","Inner London - West","SCS level","120","115","86940","77180"
"In post","2021","Department for Digital, Culture, Media and Sport","North East (England)","Northumberland and Tyne and Wear","EO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","North East (England)","Northumberland and Tyne and Wear","G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","North East (England)","Northumberland and Tyne and Wear","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","North West (England)","Greater Manchester","EO","10","10","25950","26180"
"In post","2021","Department for Digital, Culture, Media and Sport","North West (England)","Greater Manchester","G6","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","North West (England)","Greater Manchester","G7","10","10","52120","51730"
"In post","2021","Department for Digital, Culture, Media and Sport","North West (England)","Greater Manchester","HEO","20","20","34290","34020"
"In post","2021","Department for Digital, Culture, Media and Sport","North West (England)","Greater Manchester","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","North West (England)","Merseyside","G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Northern Ireland","Northern Ireland","G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Scotland","Eastern Scotland","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Scotland","West Central Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Scotland","West Central Scotland","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Yorkshire and The Humber","West Yorkshire","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Yorkshire and The Humber","West Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","East Midlands (England)","Derbyshire and Nottinghamshire","AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","East Midlands (England)","Derbyshire and Nottinghamshire","EO","40","35","26410","26000"
"In post","2021","Department for Education","East Midlands (England)","Derbyshire and Nottinghamshire","G6","25","25","63440","61960"
"In post","2021","Department for Education","East Midlands (England)","Derbyshire and Nottinghamshire","G7","75","70","50950","50630"
"In post","2021","Department for Education","East Midlands (England)","Derbyshire and Nottinghamshire","HEO","65","60","30760","30200"
"In post","2021","Department for Education","East Midlands (England)","Derbyshire and Nottinghamshire","SCS level","5","5","[c]","[c]"
"In post","2021","Department for Education","East Midlands (England)","Derbyshire and Nottinghamshire","SEO","85","80","38740","37100"
"In post","2021","Department for Education","East of England","Bedfordshire and Hertfordshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","East of England","Bedfordshire and Hertfordshire","G6","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","East of England","Bedfordshire and Hertfordshire","G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","East of England","Bedfordshire and Hertfordshire","HEO","10","10","34120","33610"
"In post","2021","Department for Education","East of England","Bedfordshire and Hertfordshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","East of England","Bedfordshire and Hertfordshire","SEO","5","5","[c]","[c]"
"In post","2021","Department for Education","East of England","East Anglia","EO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","East of England","East Anglia","G6","10","10","63860","61820"
"In post","2021","Department for Education","East of England","East Anglia","G7","15","15","50960","50630"
"In post","2021","Department for Education","East of England","East Anglia","HEO","5","5","[c]","[c]"
"In post","2021","Department for Education","East of England","East Anglia","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","East of England","East Anglia","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","London","Inner London - West","AO","30","30","24180","24100"
"In post","2021","Department for Education","London","Inner London - West","EO","270","265","29260","28520"
"In post","2021","Department for Education","London","Inner London - West","G6","435","415","66560","65370"
"In post","2021","Department for Education","London","Inner London - West","G7","735","705","54940","54160"
"In post","2021","Department for Education","London","Inner London - West","HEO","415","405","34640","33740"
"In post","2021","Department for Education","London","Inner London - West","SCS level","195","185","84160","75200"
"In post","2021","Department for Education","London","Inner London - West","SEO","500","480","42360","40940"
"In post","2021","Department for Education","London","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","London","Outer London - South","EO","5","5","[c]","[c]"
"In post","2021","Department for Education","London","Outer London - South","G6","5","5","[c]","[c]"
"In post","2021","Department for Education","London","Outer London - South","G7","10","10","55360","54400"
"In post","2021","Department for Education","London","Outer London - South","HEO","15","15","33240","33300"
"In post","2021","Department for Education","London","Outer London - South","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","London","Outer London - South","SEO","10","10","[c]","[c]"
"In post","2021","Department for Education","North East (England)","Northumberland and Tyne and Wear","AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","North East (England)","Northumberland and Tyne and Wear","EO","10","10","25770","26000"
"In post","2021","Department for Education","North East (England)","Northumberland and Tyne and Wear","G6","5","5","[c]","[c]"
"In post","2021","Department for Education","North East (England)","Northumberland and Tyne and Wear","G7","15","15","51020","50630"
"In post","2021","Department for Education","North East (England)","Northumberland and Tyne and Wear","HEO","20","20","30460","30200"
"In post","2021","Department for Education","North East (England)","Northumberland and Tyne and Wear","SEO","25","25","38350","37100"
"In post","2021","Department for Education","North East (England)","Tees Valley and Durham","AO","25","20","21030","21000"
"In post","2021","Department for Education","North East (England)","Tees Valley and Durham","EO","105","100","25770","26000"
"In post","2021","Department for Education","North East (England)","Tees Valley and Durham","G6","40","40","63080","61760"
"In post","2021","Department for Education","North East (England)","Tees Valley and Durham","G7","140","140","50930","50400"
"In post","2021","Department for Education","North East (England)","Tees Valley and Durham","HEO","175","170","30420","30090"
"In post","2021","Department for Education","North East (England)","Tees Valley and Durham","SCS level","10","10","[c]","[c]"
"In post","2021","Department for Education","North East (England)","Tees Valley and Durham","SEO","210","200","37910","37100"
"In post","2021","Department for Education","North East (England)","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","North West (England)","Greater Manchester","AO","15","10","21030","21000"
"In post","2021","Department for Education","North West (England)","Greater Manchester","EO","165","160","25540","25000"
"In post","2021","Department for Education","North West (England)","Greater Manchester","G6","115","110","63150","61950"
"In post","2021","Department for Education","North West (England)","Greater Manchester","G7","260","250","50760","50370"
"In post","2021","Department for Education","North West (England)","Greater Manchester","HEO","255","255","30410","30090"
"In post","2021","Department for Education","North West (England)","Greater Manchester","SCS level","20","20","81820","74100"
"In post","2021","Department for Education","North West (England)","Greater Manchester","SEO","310","305","37870","36780"
"In post","2021","Department for Education","North West (England)","Greater Manchester","Unknown","5","5","[c]","[c]"
"In post","2021","Department for Education","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","EO","10","10","25170","25000"
"In post","2021","Department for Education","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","G6","30","25","65010","63130"
"In post","2021","Department for Education","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","G7","55","55","51320","50400"
"In post","2021","Department for Education","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","HEO","50","50","30590","29730"
"In post","2021","Department for Education","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","5","5","[c]","[c]"
"In post","2021","Department for Education","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","SEO","65","60","38460","36960"
"In post","2021","Department for Education","Unknown","Unknown","G6","5","5","[c]","[c]"
"In post","2021","Department for Education","Unknown","Unknown","G7","5","5","[c]","[c]"
"In post","2021","Department for Education","Unknown","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","West Midlands (England)","West Midlands","AO","25","25","20950","21000"
"In post","2021","Department for Education","West Midlands (England)","West Midlands","EO","170","165","25430","25000"
"In post","2021","Department for Education","West Midlands (England)","West Midlands","G6","115","115","63940","61960"
"In post","2021","Department for Education","West Midlands (England)","West Midlands","G7","300","295","51070","50480"
"In post","2021","Department for Education","West Midlands (England)","West Midlands","HEO","305","295","30610","30090"
"In post","2021","Department for Education","West Midlands (England)","West Midlands","SCS level","25","25","87920","78000"
"In post","2021","Department for Education","West Midlands (England)","West Midlands","SEO","335","325","38040","36960"
"In post","2021","Department for Education","West Midlands (England)","West Midlands","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Yorkshire and The Humber","South Yorkshire","AO","15","15","21310","21000"
"In post","2021","Department for Education","Yorkshire and The Humber","South Yorkshire","EO","170","160","25610","25000"
"In post","2021","Department for Education","Yorkshire and The Humber","South Yorkshire","G6","120","115","62880","61680"
"In post","2021","Department for Education","Yorkshire and The Humber","South Yorkshire","G7","315","300","51180","50400"
"In post","2021","Department for Education","Yorkshire and The Humber","South Yorkshire","HEO","360","345","30490","30090"
"In post","2021","Department for Education","Yorkshire and The Humber","South Yorkshire","SCS level","30","30","78590","74100"
"In post","2021","Department for Education","Yorkshire and The Humber","South Yorkshire","SEO","390","375","38280","36960"
"In post","2021","Department for Education","Yorkshire and The Humber","West Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Yorkshire and The Humber","West Yorkshire","G6","20","15","64670","61960"
"In post","2021","Department for Education","Yorkshire and The Humber","West Yorkshire","G7","25","25","50480","50520"
"In post","2021","Department for Education","Yorkshire and The Humber","West Yorkshire","HEO","20","15","30630","30200"
"In post","2021","Department for Education","Yorkshire and The Humber","West Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Yorkshire and The Humber","West Yorkshire","SEO","30","25","38180","37100"
"In post","2021","Department for Environment, Food and Rural Affairs","East Midlands (England)","Derbyshire and Nottinghamshire","AO","35","35","20970","21050"
"In post","2021","Department for Environment, Food and Rural Affairs","East Midlands (England)","Derbyshire and Nottinghamshire","EO","35","35","25400","25190"
"In post","2021","Department for Environment, Food and Rural Affairs","East Midlands (England)","Derbyshire and Nottinghamshire","G6","5","5","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","East Midlands (England)","Derbyshire and Nottinghamshire","G7","25","20","50150","49370"
"In post","2021","Department for Environment, Food and Rural Affairs","East Midlands (England)","Derbyshire and Nottinghamshire","HEO","35","30","30510","30410"
"In post","2021","Department for Environment, Food and Rural Affairs","East Midlands (England)","Derbyshire and Nottinghamshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","East Midlands (England)","Derbyshire and Nottinghamshire","SEO","25","20","37140","36970"
"In post","2021","Department for Environment, Food and Rural Affairs","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","EO","15","15","25640","25210"
"In post","2021","Department for Environment, Food and Rural Affairs","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","SEO","10","10","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","East Midlands (England)","Lincolnshire","AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","East Midlands (England)","Lincolnshire","EO","15","10","25430","25600"
"In post","2021","Department for Environment, Food and Rural Affairs","East Midlands (England)","Lincolnshire","G6","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","East Midlands (England)","Lincolnshire","G7","5","5","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","East Midlands (England)","Lincolnshire","HEO","10","10","30460","30170"
"In post","2021","Department for Environment, Food and Rural Affairs","East Midlands (England)","Lincolnshire","SEO","10","10","36970","36520"
"In post","2021","Department for Environment, Food and Rural Affairs","East of England","Bedfordshire and Hertfordshire","AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","East of England","Bedfordshire and Hertfordshire","EO","10","10","26060","25860"
"In post","2021","Department for Environment, Food and Rural Affairs","East of England","Bedfordshire and Hertfordshire","G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","East of England","Bedfordshire and Hertfordshire","HEO","5","5","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","East of England","Bedfordshire and Hertfordshire","SEO","5","5","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","East of England","East Anglia","AA","10","10","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","East of England","East Anglia","AO","65","60","21200","21050"
"In post","2021","Department for Environment, Food and Rural Affairs","East of England","East Anglia","EO","150","140","25230","24920"
"In post","2021","Department for Environment, Food and Rural Affairs","East of England","East Anglia","G6","30","30","62280","59910"
"In post","2021","Department for Environment, Food and Rural Affairs","East of England","East Anglia","G7","115","110","49000","48080"
"In post","2021","Department for Environment, Food and Rural Affairs","East of England","East Anglia","HEO","210","200","29960","29690"
"In post","2021","Department for Environment, Food and Rural Affairs","East of England","East Anglia","SCS level","5","5","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","East of England","East Anglia","SEO","170","160","37720","36970"
"In post","2021","Department for Environment, Food and Rural Affairs","East of England","Essex","AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","East of England","Essex","EO","30","30","26770","26520"
"In post","2021","Department for Environment, Food and Rural Affairs","East of England","Essex","G6","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","East of England","Essex","G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","East of England","Essex","HEO","15","10","31640","31900"
"In post","2021","Department for Environment, Food and Rural Affairs","East of England","Essex","SEO","10","10","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","London","Inner London - West","AA","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","London","Inner London - West","AO","80","80","24460","24370"
"In post","2021","Department for Environment, Food and Rural Affairs","London","Inner London - West","EO","245","240","28170","28170"
"In post","2021","Department for Environment, Food and Rural Affairs","London","Inner London - West","G6","245","230","64660","64290"
"In post","2021","Department for Environment, Food and Rural Affairs","London","Inner London - West","G7","635","610","54440","53870"
"In post","2021","Department for Environment, Food and Rural Affairs","London","Inner London - West","HEO","650","640","33270","33120"
"In post","2021","Department for Environment, Food and Rural Affairs","London","Inner London - West","SCS level","150","145","84250","77240"
"In post","2021","Department for Environment, Food and Rural Affairs","London","Inner London - West","SEO","505","490","40330","39510"
"In post","2021","Department for Environment, Food and Rural Affairs","London","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","London","Outer London - West and North West","AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","London","Outer London - West and North West","EO","55","50","31090","31460"
"In post","2021","Department for Environment, Food and Rural Affairs","London","Outer London - West and North West","G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","London","Outer London - West and North West","HEO","15","10","34890","36590"
"In post","2021","Department for Environment, Food and Rural Affairs","London","Outer London - West and North West","SEO","15","10","43630","43980"
"In post","2021","Department for Environment, Food and Rural Affairs","North East (England)","Northumberland and Tyne and Wear","AO","150","135","21050","21050"
"In post","2021","Department for Environment, Food and Rural Affairs","North East (England)","Northumberland and Tyne and Wear","EO","105","95","25430","25190"
"In post","2021","Department for Environment, Food and Rural Affairs","North East (England)","Northumberland and Tyne and Wear","G6","25","25","59590","59000"
"In post","2021","Department for Environment, Food and Rural Affairs","North East (England)","Northumberland and Tyne and Wear","G7","60","60","49220","48370"
"In post","2021","Department for Environment, Food and Rural Affairs","North East (England)","Northumberland and Tyne and Wear","HEO","100","95","30380","30040"
"In post","2021","Department for Environment, Food and Rural Affairs","North East (England)","Northumberland and Tyne and Wear","SCS level","5","5","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","North East (England)","Northumberland and Tyne and Wear","SEO","90","85","37620","36970"
"In post","2021","Department for Environment, Food and Rural Affairs","North East (England)","Tees Valley and Durham","AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","North East (England)","Tees Valley and Durham","EO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","North East (England)","Tees Valley and Durham","G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","North East (England)","Tees Valley and Durham","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","North East (England)","Tees Valley and Durham","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","North West (England)","Cheshire","AO","45","45","20910","21050"
"In post","2021","Department for Environment, Food and Rural Affairs","North West (England)","Cheshire","EO","65","60","25390","25190"
"In post","2021","Department for Environment, Food and Rural Affairs","North West (England)","Cheshire","G6","20","20","59970","58850"
"In post","2021","Department for Environment, Food and Rural Affairs","North West (England)","Cheshire","G7","75","70","49110","48370"
"In post","2021","Department for Environment, Food and Rural Affairs","North West (England)","Cheshire","HEO","50","50","29830","29690"
"In post","2021","Department for Environment, Food and Rural Affairs","North West (England)","Cheshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","North West (England)","Cheshire","SEO","50","45","37580","36970"
