"Status","Year","Profession_of_post","Region_ITL1","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Operational Research","South West (England)","EO","Female","5","5","[c]","[c]"
"In post","2021","Operational Research","South West (England)","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","South West (England)","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","South West (England)","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","South West (England)","G7","Female","20","20","[c]","[c]"
"In post","2021","Operational Research","South West (England)","G7","Male","30","30","[c]","[c]"
"In post","2021","Operational Research","South West (England)","HEO","Female","5","5","[c]","[c]"
"In post","2021","Operational Research","South West (England)","HEO","Male","5","5","[c]","[c]"
"In post","2021","Operational Research","South West (England)","SEO","Female","10","10","[c]","[c]"
"In post","2021","Operational Research","South West (England)","SEO","Male","15","15","[c]","[c]"
"In post","2021","Operational Research","Wales","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Wales","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Wales","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Wales","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Wales","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Wales","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Wales","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Wales","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Wales","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Wales","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Wales","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","West Midlands (England)","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","West Midlands (England)","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","West Midlands (England)","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","West Midlands (England)","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","West Midlands (England)","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","West Midlands (England)","G7","Male","5","5","[c]","[c]"
"In post","2021","Operational Research","West Midlands (England)","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","West Midlands (England)","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","West Midlands (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","West Midlands (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","West Midlands (England)","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","West Midlands (England)","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","West Midlands (England)","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","West Midlands (England)","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Yorkshire and The Humber","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Yorkshire and The Humber","AA","Male","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Yorkshire and The Humber","AO","Female","5","5","[c]","[c]"
"In post","2021","Operational Research","Yorkshire and The Humber","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Yorkshire and The Humber","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Yorkshire and The Humber","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Yorkshire and The Humber","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Yorkshire and The Humber","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Yorkshire and The Humber","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Yorkshire and The Humber","G7","Male","10","10","[c]","[c]"
"In post","2021","Operational Research","Yorkshire and The Humber","HEO","Female","5","5","[c]","[c]"
"In post","2021","Operational Research","Yorkshire and The Humber","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Yorkshire and The Humber","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Yorkshire and The Humber","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Yorkshire and The Humber","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Yorkshire and The Humber","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Yorkshire and The Humber","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Yorkshire and The Humber","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other","East Midlands (England)","AA","Female","80","75","19500","19560"
"In post","2021","Other","East Midlands (England)","AA","Male","75","75","18780","18800"
"In post","2021","Other","East Midlands (England)","AO","Female","285","265","21170","21130"
"In post","2021","Other","East Midlands (England)","AO","Male","150","150","21020","20720"
"In post","2021","Other","East Midlands (England)","EO","Female","55","50","26350","26670"
"In post","2021","Other","East Midlands (England)","EO","Male","40","40","26760","26670"
"In post","2021","Other","East Midlands (England)","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other","East Midlands (England)","G6","Male","5","5","[c]","[c]"
"In post","2021","Other","East Midlands (England)","G7","Female","5","5","[c]","[c]"
"In post","2021","Other","East Midlands (England)","G7","Male","20","20","[c]","[c]"
"In post","2021","Other","East Midlands (England)","HEO","Female","35","35","30710","32000"
"In post","2021","Other","East Midlands (England)","HEO","Male","35","35","31110","33000"
"In post","2021","Other","East Midlands (England)","SEO","Female","15","15","[c]","[c]"
"In post","2021","Other","East Midlands (England)","SEO","Male","20","20","[c]","[c]"
"In post","2021","Other","East Midlands (England)","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other","East Midlands (England)","Unknown","Male","15","15","[c]","[c]"
"In post","2021","Other","East of England","AA","Female","105","100","19350","19560"
"In post","2021","Other","East of England","AA","Male","115","115","18870","18800"
"In post","2021","Other","East of England","AO","Female","360","340","21530","21130"
"In post","2021","Other","East of England","AO","Male","210","205","21700","20920"
"In post","2021","Other","East of England","EO","Female","90","85","26590","26670"
"In post","2021","Other","East of England","EO","Male","130","110","29040","28910"
"In post","2021","Other","East of England","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other","East of England","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other","East of England","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other","East of England","G7","Male","10","10","[c]","[c]"
"In post","2021","Other","East of England","HEO","Female","45","45","32450","33300"
"In post","2021","Other","East of England","HEO","Male","55","55","32260","33300"
"In post","2021","Other","East of England","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other","East of England","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other","East of England","SEO","Female","15","15","[c]","[c]"
"In post","2021","Other","East of England","SEO","Male","25","25","[c]","[c]"
"In post","2021","Other","East of England","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other","East of England","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other","London","AA","Female","55","50","22130","22210"
"In post","2021","Other","London","AA","Male","95","95","22190","22030"
"In post","2021","Other","London","AO","Female","315","295","24770","25390"
"In post","2021","Other","London","AO","Male","255","240","26620","25630"
"In post","2021","Other","London","EO","Female","705","680","28610","28670"
"In post","2021","Other","London","EO","Male","465","435","27210","28230"
"In post","2021","Other","London","G6","Female","150","135","72640","68720"
"In post","2021","Other","London","G6","Male","210","195","76590","70390"
"In post","2021","Other","London","G7","Female","290","280","55330","55860"
"In post","2021","Other","London","G7","Male","250","250","56560","57250"
"In post","2021","Other","London","HEO","Female","415","400","34660","35070"
"In post","2021","Other","London","HEO","Male","345","345","34270","35050"
"In post","2021","Other","London","SCS level","Female","80","75","90910","85590"
"In post","2021","Other","London","SCS level","Male","85","80","100830","91920"
"In post","2021","Other","London","SEO","Female","260","255","42000","41970"
"In post","2021","Other","London","SEO","Male","210","210","42410","41970"
"In post","2021","Other","London","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other","London","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other","North East (England)","AA","Female","5","5","[c]","[c]"
"In post","2021","Other","North East (England)","AA","Male","30","30","[c]","[c]"
"In post","2021","Other","North East (England)","AO","Female","55","55","21360","21430"
"In post","2021","Other","North East (England)","AO","Male","30","30","21150","21130"
"In post","2021","Other","North East (England)","EO","Female","10","10","[c]","[c]"
"In post","2021","Other","North East (England)","EO","Male","10","10","[c]","[c]"
"In post","2021","Other","North East (England)","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other","North East (England)","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other","North East (England)","G7","Female","5","5","[c]","[c]"
"In post","2021","Other","North East (England)","G7","Male","5","5","[c]","[c]"
"In post","2021","Other","North East (England)","HEO","Female","15","15","[c]","[c]"
"In post","2021","Other","North East (England)","HEO","Male","20","20","[c]","[c]"
"In post","2021","Other","North East (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other","North East (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other","North East (England)","SEO","Female","15","15","[c]","[c]"
"In post","2021","Other","North East (England)","SEO","Male","10","10","[c]","[c]"
"In post","2021","Other","North West (England)","AA","Female","25","20","[c]","[c]"
"In post","2021","Other","North West (England)","AA","Male","40","40","18730","18800"
"In post","2021","Other","North West (England)","AO","Female","195","175","21420","21160"
"In post","2021","Other","North West (England)","AO","Male","85","80","21370","21430"
"In post","2021","Other","North West (England)","EO","Female","115","105","25230","25310"
"In post","2021","Other","North West (England)","EO","Male","115","110","23970","24880"
"In post","2021","Other","North West (England)","G6","Female","15","15","[c]","[c]"
"In post","2021","Other","North West (England)","G6","Male","10","10","[c]","[c]"
"In post","2021","Other","North West (England)","G7","Female","25","20","[c]","[c]"
"In post","2021","Other","North West (England)","G7","Male","20","20","[c]","[c]"
"In post","2021","Other","North West (England)","HEO","Female","60","55","31610","30980"
"In post","2021","Other","North West (England)","HEO","Male","50","50","30970","30980"
"In post","2021","Other","North West (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other","North West (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other","North West (England)","SEO","Female","45","40","38390","38630"
"In post","2021","Other","North West (England)","SEO","Male","35","35","38850","38630"
"In post","2021","Other","Northern Ireland","AA","Female","25","25","[c]","[c]"
"In post","2021","Other","Northern Ireland","AA","Male","70","70","19540","19550"
"In post","2021","Other","Northern Ireland","AO","Female","120","115","22010","21980"
"In post","2021","Other","Northern Ireland","AO","Male","50","45","21890","21880"
"In post","2021","Other","Northern Ireland","EO","Female","15","15","[c]","[c]"
"In post","2021","Other","Northern Ireland","EO","Male","20","20","[c]","[c]"
"In post","2021","Other","Northern Ireland","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other","Northern Ireland","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other","Northern Ireland","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other","Northern Ireland","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other","Northern Ireland","HEO","Female","5","5","[c]","[c]"
"In post","2021","Other","Northern Ireland","HEO","Male","5","5","[c]","[c]"
"In post","2021","Other","Northern Ireland","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other","Northern Ireland","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other","Overseas","AO","Female","5","5","[c]","[c]"
"In post","2021","Other","Overseas","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other","Overseas","EO","Female","10","10","[c]","[c]"
"In post","2021","Other","Overseas","EO","Male","10","10","[c]","[c]"
"In post","2021","Other","Overseas","G6","Female","40","40","68100","67370"
"In post","2021","Other","Overseas","G6","Male","30","30","[c]","[c]"
"In post","2021","Other","Overseas","G7","Female","20","20","[c]","[c]"
"In post","2021","Other","Overseas","G7","Male","20","20","[c]","[c]"
"In post","2021","Other","Overseas","HEO","Female","140","140","42640","41600"
"In post","2021","Other","Overseas","HEO","Male","65","65","42420","41600"
"In post","2021","Other","Overseas","SCS level","Female","15","15","[c]","[c]"
"In post","2021","Other","Overseas","SCS level","Male","10","10","[c]","[c]"
"In post","2021","Other","Overseas","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other","Overseas","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other","Scotland","AA","Female","165","150","19990","19560"
"In post","2021","Other","Scotland","AA","Male","175","170","19780","19300"
"In post","2021","Other","Scotland","AO","Female","325","305","22240","21130"
"In post","2021","Other","Scotland","AO","Male","255","250","24010","21580"
"In post","2021","Other","Scotland","EO","Female","180","170","26440","26050"
"In post","2021","Other","Scotland","EO","Male","295","290","25860","25000"
"In post","2021","Other","Scotland","G6","Female","20","15","[c]","[c]"
"In post","2021","Other","Scotland","G6","Male","20","20","[c]","[c]"
"In post","2021","Other","Scotland","G7","Female","35","35","51960","51670"
"In post","2021","Other","Scotland","G7","Male","70","65","54030","53110"
"In post","2021","Other","Scotland","HEO","Female","105","100","34180","33300"
"In post","2021","Other","Scotland","HEO","Male","180","175","33590","32480"
"In post","2021","Other","Scotland","SCS level","Female","10","10","[c]","[c]"
"In post","2021","Other","Scotland","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other","Scotland","SEO","Female","55","50","40870","40580"
"In post","2021","Other","Scotland","SEO","Male","110","90","42590","43290"
"In post","2021","Other","Scotland","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other","Scotland","Unknown","Male","10","10","[c]","[c]"
"In post","2021","Other","South East (England)","AA","Female","175","160","19450","19560"
"In post","2021","Other","South East (England)","AA","Male","220","215","18900","18800"
"In post","2021","Other","South East (England)","AO","Female","700","655","21380","21130"
"In post","2021","Other","South East (England)","AO","Male","280","275","21210","20920"
"In post","2021","Other","South East (England)","EO","Female","305","290","26100","26670"
"In post","2021","Other","South East (England)","EO","Male","430","425","27210","26670"
"In post","2021","Other","South East (England)","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other","South East (England)","G6","Male","20","20","[c]","[c]"
"In post","2021","Other","South East (England)","G7","Female","10","10","[c]","[c]"
"In post","2021","Other","South East (England)","G7","Male","75","75","68620","75230"
"In post","2021","Other","South East (England)","HEO","Female","165","155","32750","33300"
"In post","2021","Other","South East (England)","HEO","Male","240","235","33530","33300"
"In post","2021","Other","South East (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other","South East (England)","SCS level","Male","5","5","[c]","[c]"
"In post","2021","Other","South East (England)","SEO","Female","55","50","41750","40580"
"In post","2021","Other","South East (England)","SEO","Male","80","80","42660","40580"
"In post","2021","Other","South East (England)","Unknown","Female","30","30","[c]","[c]"
"In post","2021","Other","South East (England)","Unknown","Male","70","65","47760","42580"
"In post","2021","Other","South West (England)","AA","Female","135","120","19340","19560"
"In post","2021","Other","South West (England)","AA","Male","165","160","18740","18800"
"In post","2021","Other","South West (England)","AO","Female","625","585","21220","21130"
"In post","2021","Other","South West (England)","AO","Male","300","295","21180","20920"
"In post","2021","Other","South West (England)","EO","Female","570","510","23480","24650"
"In post","2021","Other","South West (England)","EO","Male","575","565","25340","26620"
"In post","2021","Other","South West (England)","G6","Female","30","30","66260","65520"
"In post","2021","Other","South West (England)","G6","Male","70","70","68290","66880"
"In post","2021","Other","South West (England)","G7","Female","90","85","50700","48750"
"In post","2021","Other","South West (England)","G7","Male","175","175","51960","52670"
"In post","2021","Other","South West (England)","HEO","Female","470","435","29640","29990"
"In post","2021","Other","South West (England)","HEO","Male","505","495","31170","32120"
"In post","2021","Other","South West (England)","SCS level","Female","15","15","[c]","[c]"
"In post","2021","Other","South West (England)","SCS level","Male","25","25","[c]","[c]"
"In post","2021","Other","South West (England)","SEO","Female","250","240","38200","38000"
"In post","2021","Other","South West (England)","SEO","Male","435","430","39930","40360"
"In post","2021","Other","South West (England)","Unknown","Female","15","15","[c]","[c]"
"In post","2021","Other","South West (England)","Unknown","Male","30","30","[c]","[c]"
"In post","2021","Other","Unknown","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other","Unknown","AA","Male","5","5","[c]","[c]"
"In post","2021","Other","Unknown","AO","Female","5","5","[c]","[c]"
"In post","2021","Other","Unknown","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other","Unknown","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other","Unknown","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other","Unknown","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other","Unknown","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other","Unknown","Unknown","Female","165","165","33120","32700"
"In post","2021","Other","Unknown","Unknown","Male","1670","1670","38050","34460"
"In post","2021","Other","Wales","AA","Female","25","20","[c]","[c]"
"In post","2021","Other","Wales","AA","Male","35","35","18810","18800"
"In post","2021","Other","Wales","AO","Female","160","150","21790","21580"
"In post","2021","Other","Wales","AO","Male","100","100","21350","20720"
"In post","2021","Other","Wales","EO","Female","70","65","27790","28850"
"In post","2021","Other","Wales","EO","Male","95","95","27570","28850"
"In post","2021","Other","Wales","G6","Female","10","10","[c]","[c]"
"In post","2021","Other","Wales","G6","Male","15","15","[c]","[c]"
"In post","2021","Other","Wales","G7","Female","55","50","58340","60830"
"In post","2021","Other","Wales","G7","Male","45","45","58510","60830"
"In post","2021","Other","Wales","HEO","Female","230","215","36400","37410"
"In post","2021","Other","Wales","HEO","Male","85","85","35580","37410"
"In post","2021","Other","Wales","SCS level","Female","10","10","[c]","[c]"
"In post","2021","Other","Wales","SCS level","Male","10","10","[c]","[c]"
"In post","2021","Other","Wales","SEO","Female","85","80","46030","47000"
"In post","2021","Other","Wales","SEO","Male","60","60","45480","47000"
"In post","2021","Other","Wales","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other","Wales","Unknown","Male","10","10","[c]","[c]"
"In post","2021","Other","West Midlands (England)","AA","Female","45","45","19310","19560"
"In post","2021","Other","West Midlands (England)","AA","Male","80","80","18860","18800"
"In post","2021","Other","West Midlands (England)","AO","Female","295","270","21200","20980"
"In post","2021","Other","West Midlands (England)","AO","Male","95","95","21120","21030"
"In post","2021","Other","West Midlands (England)","EO","Female","135","125","25240","26670"
"In post","2021","Other","West Midlands (England)","EO","Male","280","275","26560","28260"
"In post","2021","Other","West Midlands (England)","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other","West Midlands (England)","G6","Male","5","5","[c]","[c]"
"In post","2021","Other","West Midlands (England)","G7","Female","10","10","[c]","[c]"
"In post","2021","Other","West Midlands (England)","G7","Male","5","5","[c]","[c]"
"In post","2021","Other","West Midlands (England)","HEO","Female","55","50","31700","33000"
"In post","2021","Other","West Midlands (England)","HEO","Male","70","70","32440","33300"
"In post","2021","Other","West Midlands (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other","West Midlands (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other","West Midlands (England)","SEO","Female","15","15","[c]","[c]"
"In post","2021","Other","West Midlands (England)","SEO","Male","35","30","43630","41440"
"In post","2021","Other","West Midlands (England)","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other","West Midlands (England)","Unknown","Male","45","45","35180","34320"
"In post","2021","Other","Yorkshire and The Humber","AA","Female","60","50","19280","19560"
"In post","2021","Other","Yorkshire and The Humber","AA","Male","135","130","18750","18800"
"In post","2021","Other","Yorkshire and The Humber","AO","Female","270","255","21220","21130"
"In post","2021","Other","Yorkshire and The Humber","AO","Male","160","160","21380","20920"
"In post","2021","Other","Yorkshire and The Humber","EO","Female","85","80","26060","26670"
"In post","2021","Other","Yorkshire and The Humber","EO","Male","335","325","27090","26670"
"In post","2021","Other","Yorkshire and The Humber","G6","Female","10","10","[c]","[c]"
"In post","2021","Other","Yorkshire and The Humber","G6","Male","10","10","[c]","[c]"
"In post","2021","Other","Yorkshire and The Humber","G7","Female","15","15","[c]","[c]"
"In post","2021","Other","Yorkshire and The Humber","G7","Male","5","5","[c]","[c]"
"In post","2021","Other","Yorkshire and The Humber","HEO","Female","45","45","32920","32740"
"In post","2021","Other","Yorkshire and The Humber","HEO","Male","60","60","33320","33300"
"In post","2021","Other","Yorkshire and The Humber","SEO","Female","15","15","[c]","[c]"
"In post","2021","Other","Yorkshire and The Humber","SEO","Male","25","25","[c]","[c]"
"In post","2021","Planning","East Midlands (England)","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Planning","East Midlands (England)","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Planning","London","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Planning","London","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Planning","London","EO","Female","5","5","[c]","[c]"
"In post","2021","Planning","London","EO","Male","5","5","[c]","[c]"
"In post","2021","Planning","London","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Planning","London","G6","Male","5","5","[c]","[c]"
"In post","2021","Planning","London","G7","Female","10","10","[c]","[c]"
"In post","2021","Planning","London","G7","Male","15","15","[c]","[c]"
"In post","2021","Planning","London","HEO","Female","5","5","[c]","[c]"
"In post","2021","Planning","London","HEO","Male","10","10","[c]","[c]"
"In post","2021","Planning","London","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Planning","London","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Planning","London","SEO","Female","10","10","[c]","[c]"
"In post","2021","Planning","London","SEO","Male","15","15","[c]","[c]"
"In post","2021","Planning","North East (England)","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Planning","North East (England)","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Planning","North West (England)","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Planning","North West (England)","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Planning","North West (England)","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Planning","North West (England)","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Planning","North West (England)","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Planning","North West (England)","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Planning","South East (England)","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Planning","South East (England)","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Planning","South East (England)","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Planning","South East (England)","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Planning","South East (England)","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Planning","South East (England)","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Planning","South East (England)","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Planning","South East (England)","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Planning","South West (England)","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Planning","South West (England)","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Planning","South West (England)","G7","Female","5","5","[c]","[c]"
"In post","2021","Planning","South West (England)","G7","Male","5","5","[c]","[c]"
"In post","2021","Planning","South West (England)","HEO","Female","10","5","[c]","[c]"
"In post","2021","Planning","South West (England)","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Planning","South West (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Planning","South West (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Planning","South West (England)","SEO","Female","10","10","[c]","[c]"
"In post","2021","Planning","South West (England)","SEO","Male","5","5","[c]","[c]"
"In post","2021","Planning","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Wales","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Wales","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Wales","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Wales","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Wales","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Wales","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Wales","HEO","Female","5","5","[c]","[c]"
"In post","2021","Planning","Wales","HEO","Male","10","10","[c]","[c]"
"In post","2021","Planning","Wales","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Wales","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Wales","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Wales","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Planning","West Midlands (England)","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Planning","West Midlands (England)","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Planning","West Midlands (England)","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Planning","West Midlands (England)","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Planning","West Midlands (England)","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Planning","West Midlands (England)","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Planning","West Midlands (England)","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Planning","West Midlands (England)","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Yorkshire and The Humber","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Yorkshire and The Humber","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Yorkshire and The Humber","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Yorkshire and The Humber","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Yorkshire and The Humber","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Yorkshire and The Humber","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Yorkshire and The Humber","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Yorkshire and The Humber","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","South West (England)","G6","Female","65","55","64350","58810"
"In post","2021","Planning Inspectors","South West (England)","G6","Male","120","105","63840","58810"
"In post","2021","Planning Inspectors","South West (England)","G7","Female","50","45","48330","47660"
"In post","2021","Planning Inspectors","South West (England)","G7","Male","85","80","48800","47660"
"In post","2021","Planning Inspectors","South West (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","South West (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","Wales","G6","Female","5","5","[c]","[c]"
"In post","2021","Planning Inspectors","Wales","G6","Male","10","5","[c]","[c]"
"In post","2021","Planning Inspectors","Wales","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","Wales","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Policy","East Midlands (England)","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Policy","East Midlands (England)","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Policy","East Midlands (England)","EO","Female","25","20","[c]","[c]"
"In post","2021","Policy","East Midlands (England)","EO","Male","10","10","[c]","[c]"
