"Status","Year","Age","Parent_department","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","20-29","Office of Rail and Road","London","AO","5","5","[c]","[c]"
"In post","2021","20-29","Office of Rail and Road","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Office of Rail and Road","London","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Office of Rail and Road","London","HEO","5","5","[c]","[c]"
"In post","2021","20-29","Office of Rail and Road","London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Office of Rail and Road","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Office of Rail and Road","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Office of Rail and Road","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Office of Rail and Road","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other Cabinet Office Agencies","London","EO","10","10","[c]","[c]"
"In post","2021","20-29","Other Cabinet Office Agencies","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other Cabinet Office Agencies","London","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other Cabinet Office Agencies","London","HEO","5","5","[c]","[c]"
"In post","2021","20-29","Other Cabinet Office Agencies","London","SEO","5","5","[c]","[c]"
"In post","2021","20-29","Other Cabinet Office Agencies","Outside London","AO","10","10","[c]","[c]"
"In post","2021","20-29","Other Cabinet Office Agencies","Outside London","EO","40","40","22550","22230"
"In post","2021","20-29","Other Cabinet Office Agencies","Outside London","G7","10","10","[c]","[c]"
"In post","2021","20-29","Other Cabinet Office Agencies","Outside London","HEO","45","45","27960","27770"
"In post","2021","20-29","Other Cabinet Office Agencies","Outside London","SEO","30","30","34310","34800"
"In post","2021","20-29","Other Cabinet Office Agencies","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other Cabinet Office Agencies","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Scotland Office","London","AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Scotland Office","London","EO","5","5","[c]","[c]"
"In post","2021","20-29","Scotland Office","London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Scotland Office","London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Scotland Office","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Scotland Office","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Scotland Office","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Scotland Office","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Scotland Office","Outside London","HEO","5","5","[c]","[c]"
"In post","2021","20-29","Scotland Office","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Scottish Government","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Scottish Government","London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Scottish Government","Outside London","AA","500","485","20850","20810"
"In post","2021","20-29","Scottish Government","Outside London","AO","1050","1025","22970","22820"
"In post","2021","20-29","Scottish Government","Outside London","EO","990","980","28100","27150"
"In post","2021","20-29","Scottish Government","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Scottish Government","Outside London","G7","50","50","51960","48930"
"In post","2021","20-29","Scottish Government","Outside London","HEO","595","590","32600","32140"
"In post","2021","20-29","Scottish Government","Outside London","SEO","270","270","39430","38540"
"In post","2021","20-29","Scottish Government","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Scottish Government","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","The National Archives","London","AA","5","5","[c]","[c]"
"In post","2021","20-29","The National Archives","London","AO","15","15","20890","20650"
"In post","2021","20-29","The National Archives","London","EO","20","20","23700","23340"
"In post","2021","20-29","The National Archives","London","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","The National Archives","London","HEO","25","25","30760","28690"
"In post","2021","20-29","The National Archives","London","SEO","10","10","[c]","[c]"
"In post","2021","20-29","UK Export Finance","London","AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","UK Export Finance","London","EO","20","20","29190","29000"
"In post","2021","20-29","UK Export Finance","London","G7","5","5","[c]","[c]"
"In post","2021","20-29","UK Export Finance","London","HEO","25","25","33380","33000"
"In post","2021","20-29","UK Export Finance","London","SEO","15","15","43110","42770"
"In post","2021","20-29","UK Supreme Court","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","UK Supreme Court","London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","UK Supreme Court","London","SEO","10","10","37230","37230"
"In post","2021","20-29","United Kingdom Statistics Authority","London","AO","10","10","[c]","[c]"
"In post","2021","20-29","United Kingdom Statistics Authority","London","EO","20","20","26220","26050"
"In post","2021","20-29","United Kingdom Statistics Authority","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","United Kingdom Statistics Authority","London","G7","10","10","52370","52100"
"In post","2021","20-29","United Kingdom Statistics Authority","London","HEO","125","125","32590","32540"
"In post","2021","20-29","United Kingdom Statistics Authority","London","SEO","25","25","39730","40020"
"In post","2021","20-29","United Kingdom Statistics Authority","Outside London","AA","45","30","19070","18040"
"In post","2021","20-29","United Kingdom Statistics Authority","Outside London","AO","145","140","19230","19130"
"In post","2021","20-29","United Kingdom Statistics Authority","Outside London","EO","195","195","23220","23050"
"In post","2021","20-29","United Kingdom Statistics Authority","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","United Kingdom Statistics Authority","Outside London","G7","55","55","49560","49100"
"In post","2021","20-29","United Kingdom Statistics Authority","Outside London","HEO","370","365","29700","29540"
"In post","2021","20-29","United Kingdom Statistics Authority","Outside London","SEO","215","215","36640","37020"
"In post","2021","20-29","Wales Office","London","AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Wales Office","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Wales Office","London","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Wales Office","London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Wales Office","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Wales Office","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Wales Office","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Wales Office","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Water Services Regulation Authority","London","AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Water Services Regulation Authority","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Water Services Regulation Authority","London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Water Services Regulation Authority","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Water Services Regulation Authority","Outside London","EO","10","10","[c]","[c]"
"In post","2021","20-29","Water Services Regulation Authority","Outside London","HEO","5","5","[c]","[c]"
"In post","2021","20-29","Welsh Government","Outside London","AO","295","290","22760","23830"
"In post","2021","20-29","Welsh Government","Outside London","EO","150","150","28200","28850"
"In post","2021","20-29","Welsh Government","Outside London","G7","10","10","54530","53740"
"In post","2021","20-29","Welsh Government","Outside London","HEO","80","80","33600","34490"
"In post","2021","20-29","Welsh Government","Outside London","SEO","15","15","40690","39310"
"In post","2021","30-39","Attorney General's Departments","London","AO","45","40","23380","23520"
"In post","2021","30-39","Attorney General's Departments","London","EO","130","120","28320","27580"
"In post","2021","30-39","Attorney General's Departments","London","G6","225","215","65390","64680"
"In post","2021","30-39","Attorney General's Departments","London","G7","645","610","52800","51350"
"In post","2021","30-39","Attorney General's Departments","London","HEO","130","125","35780","33100"
"In post","2021","30-39","Attorney General's Departments","London","SCS level","10","10","80080","75990"
"In post","2021","30-39","Attorney General's Departments","London","SEO","70","70","40180","40000"
"In post","2021","30-39","Attorney General's Departments","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Attorney General's Departments","Outside London","AO","155","135","22000","21950"
"In post","2021","30-39","Attorney General's Departments","Outside London","EO","185","170","26940","26220"
"In post","2021","30-39","Attorney General's Departments","Outside London","G6","20","20","66090","67320"
"In post","2021","30-39","Attorney General's Departments","Outside London","G7","375","355","51600","50520"
"In post","2021","30-39","Attorney General's Departments","Outside London","HEO","145","140","35490","38000"
"In post","2021","30-39","Attorney General's Departments","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Attorney General's Departments","Outside London","SEO","30","30","39160","38180"
"In post","2021","30-39","Cabinet Office","London","AO","10","10","24490","24490"
"In post","2021","30-39","Cabinet Office","London","EO","100","95","27950","27500"
"In post","2021","30-39","Cabinet Office","London","G6","250","245","68350","66440"
"In post","2021","30-39","Cabinet Office","London","G7","715","705","55880","54700"
"In post","2021","30-39","Cabinet Office","London","HEO","340","335","34390","34550"
"In post","2021","30-39","Cabinet Office","London","SCS level","185","180","77550","72140"
"In post","2021","30-39","Cabinet Office","London","SEO","180","180","41350","40600"
"In post","2021","30-39","Cabinet Office","Outside London","AO","75","70","20840","20800"
"In post","2021","30-39","Cabinet Office","Outside London","EO","65","60","25280","25550"
"In post","2021","30-39","Cabinet Office","Outside London","G6","20","20","74060","65630"
"In post","2021","30-39","Cabinet Office","Outside London","G7","90","85","51860","51500"
"In post","2021","30-39","Cabinet Office","Outside London","HEO","120","120","31820","32000"
"In post","2021","30-39","Cabinet Office","Outside London","SCS level","30","30","66160","63050"
"In post","2021","30-39","Cabinet Office","Outside London","SEO","60","60","38460","37700"
"In post","2021","30-39","Cabinet Office","Unknown","AO","5","5","[c]","[c]"
"In post","2021","30-39","Cabinet Office","Unknown","EO","5","5","[c]","[c]"
"In post","2021","30-39","Cabinet Office","Unknown","G6","10","10","65270","64500"
"In post","2021","30-39","Cabinet Office","Unknown","G7","20","20","54020","54700"
"In post","2021","30-39","Cabinet Office","Unknown","HEO","70","70","31660","32000"
"In post","2021","30-39","Cabinet Office","Unknown","SCS level","10","10","[c]","[c]"
"In post","2021","30-39","Cabinet Office","Unknown","SEO","15","15","38350","37300"
"In post","2021","30-39","Chancellor's other departments","London","AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chancellor's other departments","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chancellor's other departments","London","G6","40","35","80490","78140"
"In post","2021","30-39","Chancellor's other departments","London","G7","10","10","56240","57250"
"In post","2021","30-39","Chancellor's other departments","London","HEO","20","20","35620","35020"
"In post","2021","30-39","Chancellor's other departments","London","SEO","15","15","46430","45330"
"In post","2021","30-39","Chancellor's other departments","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chancellor's other departments","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chancellor's other departments","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chancellor's other departments","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Charity Commission","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Charity Commission","London","G7","5","5","[c]","[c]"
"In post","2021","30-39","Charity Commission","London","HEO","5","5","[c]","[c]"
"In post","2021","30-39","Charity Commission","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Charity Commission","London","SEO","5","5","[c]","[c]"
"In post","2021","30-39","Charity Commission","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Charity Commission","Outside London","EO","25","25","24100","24440"
"In post","2021","30-39","Charity Commission","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Charity Commission","Outside London","G7","5","5","[c]","[c]"
"In post","2021","30-39","Charity Commission","Outside London","HEO","25","25","29160","29160"
"In post","2021","30-39","Charity Commission","Outside London","SEO","25","20","37660","37910"
"In post","2021","30-39","Competition and Markets Authority","London","AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Competition and Markets Authority","London","EO","25","25","28530","27920"
"In post","2021","30-39","Competition and Markets Authority","London","G6","80","80","76280","75270"
"In post","2021","30-39","Competition and Markets Authority","London","G7","95","95","57320","56360"
"In post","2021","30-39","Competition and Markets Authority","London","HEO","40","40","35020","34870"
"In post","2021","30-39","Competition and Markets Authority","London","SCS level","20","20","104560","99920"
"In post","2021","30-39","Competition and Markets Authority","London","SEO","15","15","43510","43490"
"In post","2021","30-39","Competition and Markets Authority","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Competition and Markets Authority","Outside London","G6","5","5","[c]","[c]"
"In post","2021","30-39","Competition and Markets Authority","Outside London","G7","10","10","[c]","[c]"
"In post","2021","30-39","Competition and Markets Authority","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Competition and Markets Authority","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Department for Business, Energy and Industrial Strategy","London","AA","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Department for Business, Energy and Industrial Strategy","London","AO","15","15","25210","25060"
"In post","2021","30-39","Department for Business, Energy and Industrial Strategy","London","EO","50","50","28380","27690"
"In post","2021","30-39","Department for Business, Energy and Industrial Strategy","London","G6","265","255","67360","64990"
"In post","2021","30-39","Department for Business, Energy and Industrial Strategy","London","G7","620","605","55230","53600"
"In post","2021","30-39","Department for Business, Energy and Industrial Strategy","London","HEO","190","185","35070","33640"
"In post","2021","30-39","Department for Business, Energy and Industrial Strategy","London","SCS level","85","80","78490","73830"
"In post","2021","30-39","Department for Business, Energy and Industrial Strategy","London","SEO","330","320","41920","40220"
"In post","2021","30-39","Department for Business, Energy and Industrial Strategy","Outside London","AA","15","15","19750","18900"
"In post","2021","30-39","Department for Business, Energy and Industrial Strategy","Outside London","AO","250","230","21270","20880"
"In post","2021","30-39","Department for Business, Energy and Industrial Strategy","Outside London","EO","395","375","25550","24570"
"In post","2021","30-39","Department for Business, Energy and Industrial Strategy","Outside London","G6","35","35","63900","63930"
"In post","2021","30-39","Department for Business, Energy and Industrial Strategy","Outside London","G7","190","185","51580","49650"
"In post","2021","30-39","Department for Business, Energy and Industrial Strategy","Outside London","HEO","485","470","32520","31660"
"In post","2021","30-39","Department for Business, Energy and Industrial Strategy","Outside London","SCS level","5","5","[c]","[c]"
"In post","2021","30-39","Department for Business, Energy and Industrial Strategy","Outside London","SEO","495","480","41040","40140"
"In post","2021","30-39","Department for Business, Energy and Industrial Strategy","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Department for Business, Energy and Industrial Strategy","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Department for Business, Energy and Industrial Strategy","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Department for Business, Energy and Industrial Strategy","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Department for Digital, Culture, Media and Sport","London","EO","25","25","27430","26180"
"In post","2021","30-39","Department for Digital, Culture, Media and Sport","London","G6","95","90","66310","65350"
"In post","2021","30-39","Department for Digital, Culture, Media and Sport","London","G7","260","255","56380","52500"
"In post","2021","30-39","Department for Digital, Culture, Media and Sport","London","HEO","160","160","36580","34060"
"In post","2021","30-39","Department for Digital, Culture, Media and Sport","London","SCS level","45","45","79100","75170"
"In post","2021","30-39","Department for Digital, Culture, Media and Sport","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Department for Digital, Culture, Media and Sport","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Department for Digital, Culture, Media and Sport","Outside London","G7","5","5","[c]","[c]"
"In post","2021","30-39","Department for Digital, Culture, Media and Sport","Outside London","HEO","10","10","34420","34020"
"In post","2021","30-39","Department for Education","London","AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Department for Education","London","EO","35","35","29260","29500"
"In post","2021","30-39","Department for Education","London","G6","145","135","65460","64940"
"In post","2021","30-39","Department for Education","London","G7","280","265","54170","54130"
"In post","2021","30-39","Department for Education","London","HEO","85","85","34370","33710"
"In post","2021","30-39","Department for Education","London","SCS level","50","50","77450","74100"
"In post","2021","30-39","Department for Education","London","SEO","145","140","42220","40780"
"In post","2021","30-39","Department for Education","Outside London","AO","20","15","21150","21000"
"In post","2021","30-39","Department for Education","Outside London","EO","160","155","25740","25000"
"In post","2021","30-39","Department for Education","Outside London","G6","105","100","62110","61350"
"In post","2021","30-39","Department for Education","Outside London","G7","330","315","50670","50350"
"In post","2021","30-39","Department for Education","Outside London","HEO","325","310","30330","29730"
"In post","2021","30-39","Department for Education","Outside London","SCS level","15","15","73770","74100"
"In post","2021","30-39","Department for Education","Outside London","SEO","445","430","37960","36960"
"In post","2021","30-39","Department for Education","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Department for Education","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Department for Environment, Food and Rural Affairs","London","AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Department for Environment, Food and Rural Affairs","London","EO","30","30","29180","28290"
"In post","2021","30-39","Department for Environment, Food and Rural Affairs","London","G6","75","70","64510","63690"
"In post","2021","30-39","Department for Environment, Food and Rural Affairs","London","G7","220","215","53740","53310"
"In post","2021","30-39","Department for Environment, Food and Rural Affairs","London","HEO","105","100","33140","33120"
"In post","2021","30-39","Department for Environment, Food and Rural Affairs","London","SCS level","30","30","76880","72960"
"In post","2021","30-39","Department for Environment, Food and Rural Affairs","London","SEO","175","170","39960","39420"
"In post","2021","30-39","Department for Environment, Food and Rural Affairs","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Department for Environment, Food and Rural Affairs","Outside London","AO","365","325","21260","21050"
"In post","2021","30-39","Department for Environment, Food and Rural Affairs","Outside London","EO","345","325","25500","25190"
"In post","2021","30-39","Department for Environment, Food and Rural Affairs","Outside London","G6","35","35","59070","58380"
"In post","2021","30-39","Department for Environment, Food and Rural Affairs","Outside London","G7","250","240","49420","48370"
"In post","2021","30-39","Department for Environment, Food and Rural Affairs","Outside London","HEO","390","370","30200","29720"
"In post","2021","30-39","Department for Environment, Food and Rural Affairs","Outside London","SCS level","5","5","[c]","[c]"
"In post","2021","30-39","Department for Environment, Food and Rural Affairs","Outside London","SEO","450","430","37140","36970"
"In post","2021","30-39","Department for International Trade","London","EO","25","25","27050","26610"
"In post","2021","30-39","Department for International Trade","London","G6","110","105","61890","62170"
"In post","2021","30-39","Department for International Trade","London","G7","250","245","52420","51970"
"In post","2021","30-39","Department for International Trade","London","HEO","85","85","32150","32120"
"In post","2021","30-39","Department for International Trade","London","SCS level","50","50","75300","73000"
"In post","2021","30-39","Department for International Trade","London","SEO","115","115","39130","38540"
"In post","2021","30-39","Department for International Trade","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Department for International Trade","Outside London","G6","5","5","[c]","[c]"
"In post","2021","30-39","Department for International Trade","Outside London","G7","25","25","50290","51970"
"In post","2021","30-39","Department for International Trade","Outside London","HEO","5","5","[c]","[c]"
"In post","2021","30-39","Department for International Trade","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Department for International Trade","Outside London","SEO","10","10","36830","38160"
"In post","2021","30-39","Department for International Trade","Overseas","G6","10","10","61530","62590"
"In post","2021","30-39","Department for International Trade","Overseas","G7","25","25","54540","53220"
"In post","2021","30-39","Department for International Trade","Overseas","HEO","5","5","[c]","[c]"
"In post","2021","30-39","Department for International Trade","Overseas","SCS level","5","5","[c]","[c]"
"In post","2021","30-39","Department for International Trade","Overseas","SEO","10","10","[c]","[c]"
"In post","2021","30-39","Department for Transport","London","AO","5","5","[c]","[c]"
"In post","2021","30-39","Department for Transport","London","EO","85","80","30580","30470"
"In post","2021","30-39","Department for Transport","London","G6","125","125","65410","66090"
"In post","2021","30-39","Department for Transport","London","G7","280","275","54700","54760"
"In post","2021","30-39","Department for Transport","London","HEO","130","130","35160","35060"
"In post","2021","30-39","Department for Transport","London","SCS level","45","45","78110","75000"
"In post","2021","30-39","Department for Transport","London","SEO","185","185","43120","42890"
"In post","2021","30-39","Department for Transport","Outside London","AA","320","250","18480","18060"
"In post","2021","30-39","Department for Transport","Outside London","AO","1075","955","22200","21590"
"In post","2021","30-39","Department for Transport","Outside London","EO","670","640","27470","26700"
"In post","2021","30-39","Department for Transport","Outside London","G6","20","20","71250","67570"
"In post","2021","30-39","Department for Transport","Outside London","G7","90","90","57210","54000"
"In post","2021","30-39","Department for Transport","Outside London","HEO","395","385","32780","31860"
"In post","2021","30-39","Department for Transport","Outside London","SCS level","5","5","[c]","[c]"
"In post","2021","30-39","Department for Transport","Outside London","SEO","255","250","42510","40080"
"In post","2021","30-39","Department for Transport","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Department for Transport","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Department for Work and Pensions","London","AO","155","140","24710","25110"
"In post","2021","30-39","Department for Work and Pensions","London","EO","1185","1135","31040","31060"
"In post","2021","30-39","Department for Work and Pensions","London","G6","40","40","70030","69810"
"In post","2021","30-39","Department for Work and Pensions","London","G7","95","90","56400","54170"
"In post","2021","30-39","Department for Work and Pensions","London","HEO","160","155","36970","36650"
"In post","2021","30-39","Department for Work and Pensions","London","SCS level","20","20","83810","78070"
"In post","2021","30-39","Department for Work and Pensions","London","SEO","90","90","42220","40310"
"In post","2021","30-39","Department for Work and Pensions","Outside London","AA","15","10","20000","20230"
"In post","2021","30-39","Department for Work and Pensions","Outside London","AO","4190","3610","21090","21010"
"In post","2021","30-39","Department for Work and Pensions","Outside London","EO","7380","6860","27690","27570"
"In post","2021","30-39","Department for Work and Pensions","Outside London","G6","70","70","65550","65430"
"In post","2021","30-39","Department for Work and Pensions","Outside London","G7","260","255","52030","52150"
"In post","2021","30-39","Department for Work and Pensions","Outside London","HEO","860","820","32260","31990"
"In post","2021","30-39","Department for Work and Pensions","Outside London","SCS level","5","5","[c]","[c]"
"In post","2021","30-39","Department for Work and Pensions","Outside London","SEO","450","435","39470","37410"
"In post","2021","30-39","Department for Work and Pensions","Unknown","AO","20","20","21170","21010"
"In post","2021","30-39","Department for Work and Pensions","Unknown","EO","115","110","27670","27570"
"In post","2021","30-39","Department for Work and Pensions","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Department for Work and Pensions","Unknown","G7","10","10","[c]","[c]"
"In post","2021","30-39","Department for Work and Pensions","Unknown","HEO","25","20","32520","31990"
"In post","2021","30-39","Department for Work and Pensions","Unknown","SEO","10","10","37450","35310"
"In post","2021","30-39","Department of Health and Social Care","London","AA","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Department of Health and Social Care","London","AO","30","30","23790","23530"
"In post","2021","30-39","Department of Health and Social Care","London","EO","145","135","27340","27270"
"In post","2021","30-39","Department of Health and Social Care","London","G6","215","210","66720","66230"
"In post","2021","30-39","Department of Health and Social Care","London","G7","455","435","53950","53360"
"In post","2021","30-39","Department of Health and Social Care","London","HEO","280","270","33070","32790"
"In post","2021","30-39","Department of Health and Social Care","London","SCS level","90","85","80750","75050"
"In post","2021","30-39","Department of Health and Social Care","London","SEO","385","370","40850","40650"
"In post","2021","30-39","Department of Health and Social Care","Outside London","AA","20","15","19100","19100"
"In post","2021","30-39","Department of Health and Social Care","Outside London","AO","115","100","20970","20430"
"In post","2021","30-39","Department of Health and Social Care","Outside London","EO","130","120","24790","24180"
"In post","2021","30-39","Department of Health and Social Care","Outside London","G6","50","45","67020","63590"
"In post","2021","30-39","Department of Health and Social Care","Outside London","G7","235","225","51210","50390"
"In post","2021","30-39","Department of Health and Social Care","Outside London","HEO","280","260","31120","30760"
"In post","2021","30-39","Department of Health and Social Care","Outside London","SCS level","30","25","86790","89950"
"In post","2021","30-39","Department of Health and Social Care","Outside London","SEO","330","310","38450","37960"
"In post","2021","30-39","ESTYN","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","ESTYN","Outside London","EO","5","5","[c]","[c]"
"In post","2021","30-39","ESTYN","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","30-39","ESTYN","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","ESTYN","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Food Standards Agency","London","EO","10","5","[c]","[c]"
"In post","2021","30-39","Food Standards Agency","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Food Standards Agency","London","G7","20","20","55470","56130"
"In post","2021","30-39","Food Standards Agency","London","HEO","25","25","32450","32830"
"In post","2021","30-39","Food Standards Agency","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Food Standards Agency","London","SEO","35","35","40780","40960"
"In post","2021","30-39","Food Standards Agency","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Food Standards Agency","Outside London","EO","30","25","26650","26750"
"In post","2021","30-39","Food Standards Agency","Outside London","G6","5","5","[c]","[c]"
"In post","2021","30-39","Food Standards Agency","Outside London","G7","20","20","53070","52070"
"In post","2021","30-39","Food Standards Agency","Outside London","HEO","50","45","30750","30810"
"In post","2021","30-39","Food Standards Agency","Outside London","SEO","60","60","38130","37910"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","London","AO","25","25","26930","28000"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","London","EO","75","70","31450","30630"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","London","G6","150","150","66120","66890"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","London","G7","485","475","55320","55510"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","London","HEO","245","245","37530","38230"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","London","SCS level","30","30","80430","76750"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","London","SEO","125","120","43620","43300"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","Outside London","AO","50","50","23840","23800"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","Outside London","EO","95","95","27040","26590"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","Outside London","G6","20","20","58320","60570"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","Outside London","G7","95","95","50980","51590"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","Outside London","HEO","125","120","33520","33930"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","Outside London","SEO","90","90","40490","40190"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","Overseas","EO","15","15","26630","26950"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","Overseas","G6","75","75","64680","64840"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","Overseas","G7","330","330","54320","54470"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","Overseas","HEO","225","225","34260","34220"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","Overseas","SCS level","20","20","74280","73010"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","Overseas","SEO","45","45","40710","40120"
"In post","2021","30-39","HM Land Registry","London","AO","15","15","25850","25850"
"In post","2021","30-39","HM Land Registry","London","EO","10","10","[c]","[c]"
"In post","2021","30-39","HM Land Registry","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Land Registry","London","G7","5","5","[c]","[c]"
"In post","2021","30-39","HM Land Registry","London","HEO","15","10","37290","37290"
"In post","2021","30-39","HM Land Registry","London","SCS level","[c]","[c]","[c]","[c]"
