"Status","Year","Organisation","Profession_of_post","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Royal Fleet Auxiliary","Other","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Royal Fleet Auxiliary","Other","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Royal Fleet Auxiliary","Other","Unknown","Unknown","1835","1835","37620","34460"
"In post","2021","Rural Payments Agency","Operational Delivery","AA/AO","Heterosexual / straight","330","285","21000","21050"
"In post","2021","Rural Payments Agency","Operational Delivery","AA/AO","LGBO","25","25","[c]","[c]"
"In post","2021","Rural Payments Agency","Operational Delivery","AA/AO","Undeclared","25","25","[c]","[c]"
"In post","2021","Rural Payments Agency","Operational Delivery","AA/AO","Unknown","595","545","21010","21050"
"In post","2021","Rural Payments Agency","Operational Delivery","EO","Heterosexual / straight","280","255","25690","25660"
"In post","2021","Rural Payments Agency","Operational Delivery","EO","LGBO","20","20","[c]","[c]"
"In post","2021","Rural Payments Agency","Operational Delivery","EO","Undeclared","20","20","[c]","[c]"
"In post","2021","Rural Payments Agency","Operational Delivery","EO","Unknown","275","255","25290","25190"
"In post","2021","Rural Payments Agency","Operational Delivery","G6/G7","Heterosexual / straight","35","35","53400","51860"
"In post","2021","Rural Payments Agency","Operational Delivery","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","Operational Delivery","G6/G7","Unknown","25","25","[c]","[c]"
"In post","2021","Rural Payments Agency","Operational Delivery","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","Operational Delivery","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","Operational Delivery","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","Operational Delivery","SEO/HEO","Heterosexual / straight","225","205","32780","31040"
"In post","2021","Rural Payments Agency","Operational Delivery","SEO/HEO","LGBO","15","15","[c]","[c]"
"In post","2021","Rural Payments Agency","Operational Delivery","SEO/HEO","Undeclared","20","15","[c]","[c]"
"In post","2021","Rural Payments Agency","Operational Delivery","SEO/HEO","Unknown","125","120","32500","31040"
"In post","2021","Rural Payments Agency","Policy","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","Policy","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","Policy","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","Policy","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","Policy","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","Policy","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","Policy","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","Policy","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","Policy","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","Policy","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","Policy","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","Project Delivery","EO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Rural Payments Agency","Project Delivery","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","Project Delivery","EO","Unknown","10","10","[c]","[c]"
"In post","2021","Rural Payments Agency","Project Delivery","G6/G7","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Rural Payments Agency","Project Delivery","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","Project Delivery","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","Project Delivery","G6/G7","Unknown","10","10","[c]","[c]"
"In post","2021","Rural Payments Agency","Project Delivery","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","Project Delivery","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","Project Delivery","SEO/HEO","Heterosexual / straight","45","40","35080","36520"
"In post","2021","Rural Payments Agency","Project Delivery","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Rural Payments Agency","Project Delivery","SEO/HEO","Undeclared","5","5","[c]","[c]"
"In post","2021","Rural Payments Agency","Project Delivery","SEO/HEO","Unknown","30","30","34130","35900"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Communications","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Communications","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Communications","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Communications","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Communications","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Communications","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Communications","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Communications","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Communications","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Human Resources","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Human Resources","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Human Resources","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Human Resources","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Human Resources","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Human Resources","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Human Resources","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Human Resources","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Human Resources","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Operational Delivery","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Operational Delivery","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Operational Delivery","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Operational Delivery","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Operational Delivery","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Operational Delivery","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Operational Delivery","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Operational Delivery","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Operational Delivery","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Operational Delivery","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Operational Delivery","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Operational Delivery","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Operational Delivery","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Operational Delivery","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Operational Delivery","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Operational Delivery","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Policy","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Policy","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Policy","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Policy","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Policy","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Policy","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Policy","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Policy","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Policy","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Policy","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Project Delivery","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Project Delivery","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Project Delivery","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Unknown","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Unknown","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Unknown","AA/AO","Unknown","5","5","[c]","[c]"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Unknown","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Unknown","G6/G7","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Unknown","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Unknown","G6/G7","Unknown","10","10","[c]","[c]"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Unknown","SEO/HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Unknown","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Unknown","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2021","Scottish Courts and Tribunals Service","Commercial","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Courts and Tribunals Service","Commercial","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Courts and Tribunals Service","Commercial","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Courts and Tribunals Service","Commercial","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Courts and Tribunals Service","Commercial","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Courts and Tribunals Service","Commercial","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Courts and Tribunals Service","Commercial","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Courts and Tribunals Service","Commercial","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Courts and Tribunals Service","Commercial","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Courts and Tribunals Service","Commercial","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Courts and Tribunals Service","Commercial","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Courts and Tribunals Service","Communications","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Courts and Tribunals Service","Communications","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Courts and Tribunals Service","Communications","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Courts and Tribunals Service","Communications","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Courts and Tribunals Service","Communications","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
