"Status","Year","Disability","Region_ITL2","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","East Wales","Outside London","LGBO","165","155","31740","27570"
"In post","2021","Declared disabled","East Wales","Outside London","Undeclared","185","170","30580","27460"
"In post","2021","Declared disabled","East Wales","Outside London","Unknown","135","115","28290","26980"
"In post","2021","Declared disabled","East Yorkshire and Northern Lincolnshire","Outside London","Heterosexual / straight","380","340","27260","27380"
"In post","2021","Declared disabled","East Yorkshire and Northern Lincolnshire","Outside London","LGBO","35","35","26620","24920"
"In post","2021","Declared disabled","East Yorkshire and Northern Lincolnshire","Outside London","Undeclared","60","50","26500","27210"
"In post","2021","Declared disabled","East Yorkshire and Northern Lincolnshire","Outside London","Unknown","30","25","[c]","[c]"
"In post","2021","Declared disabled","Eastern Scotland","Outside London","Heterosexual / straight","1300","1205","32940","27570"
"In post","2021","Declared disabled","Eastern Scotland","Outside London","LGBO","195","190","32820","28170"
"In post","2021","Declared disabled","Eastern Scotland","Outside London","Undeclared","155","145","32190","27570"
"In post","2021","Declared disabled","Eastern Scotland","Outside London","Unknown","270","245","31130","30080"
"In post","2021","Declared disabled","Essex","Outside London","Heterosexual / straight","520","470","30550","29290"
"In post","2021","Declared disabled","Essex","Outside London","LGBO","50","50","29260","29290"
"In post","2021","Declared disabled","Essex","Outside London","Undeclared","85","75","30180","29090"
"In post","2021","Declared disabled","Essex","Outside London","Unknown","55","50","27960","27370"
"In post","2021","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Heterosexual / straight","2265","2130","34640","31950"
"In post","2021","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","LGBO","225","215","31930","28650"
"In post","2021","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Undeclared","380","350","36200","33300"
"In post","2021","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Unknown","130","115","31660","27570"
"In post","2021","Declared disabled","Greater Manchester","Outside London","Heterosexual / straight","1525","1400","29960","27570"
"In post","2021","Declared disabled","Greater Manchester","Outside London","LGBO","205","195","29480","27570"
"In post","2021","Declared disabled","Greater Manchester","Outside London","Undeclared","225","205","28420","26780"
"In post","2021","Declared disabled","Greater Manchester","Outside London","Unknown","190","165","28280","27570"
"In post","2021","Declared disabled","Hampshire and Isle of Wight","Outside London","Heterosexual / straight","1275","1160","30890","27570"
"In post","2021","Declared disabled","Hampshire and Isle of Wight","Outside London","LGBO","115","110","29650","27570"
"In post","2021","Declared disabled","Hampshire and Isle of Wight","Outside London","Undeclared","170","150","29380","27570"
"In post","2021","Declared disabled","Hampshire and Isle of Wight","Outside London","Unknown","115","95","27310","25190"
"In post","2021","Declared disabled","Herefordshire, Worcestershire and Warwickshire","Outside London","Heterosexual / straight","330","300","27890","27570"
"In post","2021","Declared disabled","Herefordshire, Worcestershire and Warwickshire","Outside London","LGBO","30","30","[c]","[c]"
"In post","2021","Declared disabled","Herefordshire, Worcestershire and Warwickshire","Outside London","Undeclared","45","45","27640","26850"
"In post","2021","Declared disabled","Herefordshire, Worcestershire and Warwickshire","Outside London","Unknown","35","30","27120","27120"
"In post","2021","Declared disabled","Highlands and Islands","Outside London","Heterosexual / straight","120","110","27480","27570"
"In post","2021","Declared disabled","Highlands and Islands","Outside London","LGBO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Highlands and Islands","Outside London","Undeclared","20","15","[c]","[c]"
"In post","2021","Declared disabled","Highlands and Islands","Outside London","Unknown","25","25","[c]","[c]"
"In post","2021","Declared disabled","Inner London - East","London","Heterosexual / straight","1095","1035","37780","31880"
"In post","2021","Declared disabled","Inner London - East","London","LGBO","140","140","38490","32260"
"In post","2021","Declared disabled","Inner London - East","London","Undeclared","180","170","38380","31880"
"In post","2021","Declared disabled","Inner London - East","London","Unknown","155","140","36210","31880"
"In post","2021","Declared disabled","Inner London - West","London","Heterosexual / straight","3725","3605","44930","40000"
"In post","2021","Declared disabled","Inner London - West","London","LGBO","670","655","45020","40050"
"In post","2021","Declared disabled","Inner London - West","London","Undeclared","480","465","43540","38750"
"In post","2021","Declared disabled","Inner London - West","London","Unknown","305","285","43430","38600"
"In post","2021","Declared disabled","Kent","Outside London","Heterosexual / straight","730","680","29380","29290"
"In post","2021","Declared disabled","Kent","Outside London","LGBO","75","70","29570","29290"
"In post","2021","Declared disabled","Kent","Outside London","Undeclared","100","95","29780","27370"
"In post","2021","Declared disabled","Kent","Outside London","Unknown","45","40","31490","28330"
"In post","2021","Declared disabled","Lancashire","Outside London","Heterosexual / straight","1440","1285","27300","27130"
"In post","2021","Declared disabled","Lancashire","Outside London","LGBO","120","110","26540","27570"
"In post","2021","Declared disabled","Lancashire","Outside London","Undeclared","200","175","27220","27380"
"In post","2021","Declared disabled","Lancashire","Outside London","Unknown","185","160","25760","26110"
"In post","2021","Declared disabled","Leicestershire, Rutland and Northamptonshire","Outside London","Heterosexual / straight","555","500","26210","24550"
"In post","2021","Declared disabled","Leicestershire, Rutland and Northamptonshire","Outside London","LGBO","55","55","27280","27570"
"In post","2021","Declared disabled","Leicestershire, Rutland and Northamptonshire","Outside London","Undeclared","80","75","27450","25160"
"In post","2021","Declared disabled","Leicestershire, Rutland and Northamptonshire","Outside London","Unknown","50","40","23570","21440"
"In post","2021","Declared disabled","Lincolnshire","Outside London","Heterosexual / straight","300","275","28090","27570"
"In post","2021","Declared disabled","Lincolnshire","Outside London","LGBO","30","30","28690","27570"
"In post","2021","Declared disabled","Lincolnshire","Outside London","Undeclared","40","40","28510","26850"
"In post","2021","Declared disabled","Lincolnshire","Outside London","Unknown","20","20","[c]","[c]"
"In post","2021","Declared disabled","Merseyside","Outside London","Heterosexual / straight","1770","1575","28130","25600"
"In post","2021","Declared disabled","Merseyside","Outside London","LGBO","115","110","28300","25560"
"In post","2021","Declared disabled","Merseyside","Outside London","Undeclared","195","170","27060","25310"
"In post","2021","Declared disabled","Merseyside","Outside London","Unknown","200","165","25900","21580"
"In post","2021","Declared disabled","North Eastern Scotland","Outside London","Heterosexual / straight","90","85","32860","27570"
"In post","2021","Declared disabled","North Eastern Scotland","Outside London","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","North Eastern Scotland","Outside London","Undeclared","15","15","[c]","[c]"
"In post","2021","Declared disabled","North Eastern Scotland","Outside London","Unknown","15","15","[c]","[c]"
"In post","2021","Declared disabled","North Yorkshire","Outside London","Heterosexual / straight","350","325","32110","27570"
"In post","2021","Declared disabled","North Yorkshire","Outside London","LGBO","40","40","34260","28200"
"In post","2021","Declared disabled","North Yorkshire","Outside London","Undeclared","45","40","32430","30210"
"In post","2021","Declared disabled","North Yorkshire","Outside London","Unknown","20","20","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","Outside London","Heterosexual / straight","255","235","27290","25560"
"In post","2021","Declared disabled","Northern Ireland","Outside London","LGBO","15","10","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","Outside London","Undeclared","30","25","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","Outside London","Unknown","30","25","[c]","[c]"
"In post","2021","Declared disabled","Northumberland and Tyne and Wear","Outside London","Heterosexual / straight","1765","1550","27010","25560"
"In post","2021","Declared disabled","Northumberland and Tyne and Wear","Outside London","LGBO","145","135","27340","25560"
"In post","2021","Declared disabled","Northumberland and Tyne and Wear","Outside London","Undeclared","185","160","27120","23840"
"In post","2021","Declared disabled","Northumberland and Tyne and Wear","Outside London","Unknown","230","190","24880","21440"
"In post","2021","Declared disabled","Outer London - East and North East","London","Heterosexual / straight","350","325","30040","31060"
"In post","2021","Declared disabled","Outer London - East and North East","London","LGBO","40","35","31450","31060"
"In post","2021","Declared disabled","Outer London - East and North East","London","Undeclared","60","50","30440","30780"
"In post","2021","Declared disabled","Outer London - East and North East","London","Unknown","45","40","30240","31060"
"In post","2021","Declared disabled","Outer London - South","London","Heterosexual / straight","805","745","36080","31370"
"In post","2021","Declared disabled","Outer London - South","London","LGBO","75","70","38500","34960"
"In post","2021","Declared disabled","Outer London - South","London","Undeclared","145","130","35920","31060"
"In post","2021","Declared disabled","Outer London - South","London","Unknown","55","55","32950","31060"
"In post","2021","Declared disabled","Outer London - West and North West","London","Heterosexual / straight","660","600","32170","31060"
"In post","2021","Declared disabled","Outer London - West and North West","London","LGBO","50","50","33660","31060"
"In post","2021","Declared disabled","Outer London - West and North West","London","Undeclared","120","110","31570","30780"
"In post","2021","Declared disabled","Outer London - West and North West","London","Unknown","50","45","29240","28940"
"In post","2021","Declared disabled","Overseas","Overseas","Heterosexual / straight","160","160","48570","45490"
"In post","2021","Declared disabled","Overseas","Overseas","LGBO","25","25","[c]","[c]"
"In post","2021","Declared disabled","Overseas","Overseas","Undeclared","30","30","[c]","[c]"
"In post","2021","Declared disabled","Overseas","Overseas","Unknown","15","15","[c]","[c]"
"In post","2021","Declared disabled","Shropshire and Staffordshire","Outside London","Heterosexual / straight","830","765","29320","27570"
"In post","2021","Declared disabled","Shropshire and Staffordshire","Outside London","LGBO","80","75","27750","25790"
"In post","2021","Declared disabled","Shropshire and Staffordshire","Outside London","Undeclared","105","95","30110","27570"
"In post","2021","Declared disabled","Shropshire and Staffordshire","Outside London","Unknown","50","45","29910","27570"
"In post","2021","Declared disabled","South Yorkshire","Outside London","Heterosexual / straight","925","825","30080","27570"
"In post","2021","Declared disabled","South Yorkshire","Outside London","LGBO","95","90","31320","27570"
"In post","2021","Declared disabled","South Yorkshire","Outside London","Undeclared","130","115","29740","27570"
"In post","2021","Declared disabled","South Yorkshire","Outside London","Unknown","85","70","29040","27570"
"In post","2021","Declared disabled","Southern Scotland","Outside London","Heterosexual / straight","370","325","28890","26140"
"In post","2021","Declared disabled","Southern Scotland","Outside London","LGBO","40","35","31270","27570"
"In post","2021","Declared disabled","Southern Scotland","Outside London","Undeclared","35","30","27120","26120"
"In post","2021","Declared disabled","Southern Scotland","Outside London","Unknown","65","55","27810","26120"
"In post","2021","Declared disabled","Surrey, East and West Sussex","Outside London","Heterosexual / straight","665","600","29060","27570"
"In post","2021","Declared disabled","Surrey, East and West Sussex","Outside London","LGBO","100","95","29140","27570"
"In post","2021","Declared disabled","Surrey, East and West Sussex","Outside London","Undeclared","100","85","28450","27570"
"In post","2021","Declared disabled","Surrey, East and West Sussex","Outside London","Unknown","75","65","28920","27570"
"In post","2021","Declared disabled","Tees Valley and Durham","Outside London","Heterosexual / straight","855","760","27460","27570"
"In post","2021","Declared disabled","Tees Valley and Durham","Outside London","LGBO","50","45","26490","22920"
"In post","2021","Declared disabled","Tees Valley and Durham","Outside London","Undeclared","95","85","26650","24280"
"In post","2021","Declared disabled","Tees Valley and Durham","Outside London","Unknown","95","80","26570","27130"
"In post","2021","Declared disabled","Unknown","Unknown","Heterosexual / straight","145","135","30980","27570"
"In post","2021","Declared disabled","Unknown","Unknown","LGBO","20","20","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Unknown","Undeclared","20","15","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Unknown","Unknown","15","10","[c]","[c]"
"In post","2021","Declared disabled","West Central Scotland","Outside London","Heterosexual / straight","1260","1120","28350","26160"
"In post","2021","Declared disabled","West Central Scotland","Outside London","LGBO","145","140","29160","25870"
"In post","2021","Declared disabled","West Central Scotland","Outside London","Undeclared","160","140","26800","26120"
"In post","2021","Declared disabled","West Central Scotland","Outside London","Unknown","175","150","29480","27570"
"In post","2021","Declared disabled","West Midlands","Outside London","Heterosexual / straight","1540","1400","29220","27570"
"In post","2021","Declared disabled","West Midlands","Outside London","LGBO","160","150","28070","27570"
"In post","2021","Declared disabled","West Midlands","Outside London","Undeclared","200","180","28150","27570"
"In post","2021","Declared disabled","West Midlands","Outside London","Unknown","195","170","28200","27570"
"In post","2021","Declared disabled","West Wales and The Valleys","Outside London","Heterosexual / straight","1235","1085","26480","25360"
"In post","2021","Declared disabled","West Wales and The Valleys","Outside London","LGBO","100","95","27910","26410"
"In post","2021","Declared disabled","West Wales and The Valleys","Outside London","Undeclared","355","285","24640","21590"
"In post","2021","Declared disabled","West Wales and The Valleys","Outside London","Unknown","75","60","24420","25650"
"In post","2021","Declared disabled","West Yorkshire","Outside London","Heterosexual / straight","1365","1230","30530","27570"
"In post","2021","Declared disabled","West Yorkshire","Outside London","LGBO","150","140","29940","27570"
"In post","2021","Declared disabled","West Yorkshire","Outside London","Undeclared","160","140","29850","27570"
"In post","2021","Declared disabled","West Yorkshire","Outside London","Unknown","125","105","28030","27570"
"In post","2021","Declared non-disabled","Bedfordshire and Hertfordshire","Outside London","Heterosexual / straight","2475","2325","32310","29290"
"In post","2021","Declared non-disabled","Bedfordshire and Hertfordshire","Outside London","LGBO","100","100","31900","29430"
"In post","2021","Declared non-disabled","Bedfordshire and Hertfordshire","Outside London","Undeclared","230","210","32250","29670"
"In post","2021","Declared non-disabled","Bedfordshire and Hertfordshire","Outside London","Unknown","315","280","32990","29750"
"In post","2021","Declared non-disabled","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Heterosexual / straight","5170","4940","32810","29290"
"In post","2021","Declared non-disabled","Berkshire, Buckinghamshire and Oxfordshire","Outside London","LGBO","250","245","31170","29290"
"In post","2021","Declared non-disabled","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Undeclared","430","415","32650","30460"
"In post","2021","Declared non-disabled","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Unknown","540","485","33670","30600"
"In post","2021","Declared non-disabled","Cheshire","Outside London","Heterosexual / straight","1705","1610","31530","27570"
"In post","2021","Declared non-disabled","Cheshire","Outside London","LGBO","95","95","29190","27570"
"In post","2021","Declared non-disabled","Cheshire","Outside London","Undeclared","150","140","30390","27570"
"In post","2021","Declared non-disabled","Cheshire","Outside London","Unknown","290","255","27940","27570"
"In post","2021","Declared non-disabled","Cornwall and Isles of Scilly","Outside London","Heterosexual / straight","865","795","26790","26670"
"In post","2021","Declared non-disabled","Cornwall and Isles of Scilly","Outside London","LGBO","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Cornwall and Isles of Scilly","Outside London","Undeclared","100","90","26430","26850"
"In post","2021","Declared non-disabled","Cornwall and Isles of Scilly","Outside London","Unknown","190","170","25330","26120"
"In post","2021","Declared non-disabled","Cumbria","Outside London","Heterosexual / straight","1065","970","28710","25770"
"In post","2021","Declared non-disabled","Cumbria","Outside London","LGBO","50","45","28760","25790"
"In post","2021","Declared non-disabled","Cumbria","Outside London","Undeclared","90","80","30340","26650"
"In post","2021","Declared non-disabled","Cumbria","Outside London","Unknown","480","425","24610","21050"
"In post","2021","Declared non-disabled","Derbyshire and Nottinghamshire","Outside London","Heterosexual / straight","6115","5685","32060","27570"
"In post","2021","Declared non-disabled","Derbyshire and Nottinghamshire","Outside London","LGBO","315","305","31000","27470"
"In post","2021","Declared non-disabled","Derbyshire and Nottinghamshire","Outside London","Undeclared","585","525","31970","27570"
"In post","2021","Declared non-disabled","Derbyshire and Nottinghamshire","Outside London","Unknown","1030","905","29950","27570"
"In post","2021","Declared non-disabled","Devon","Outside London","Heterosexual / straight","3805","3490","29810","27560"
"In post","2021","Declared non-disabled","Devon","Outside London","LGBO","160","155","26860","25680"
"In post","2021","Declared non-disabled","Devon","Outside London","Undeclared","395","350","31210","27570"
"In post","2021","Declared non-disabled","Devon","Outside London","Unknown","2245","2065","36980","35820"
"In post","2021","Declared non-disabled","Dorset and Somerset","Outside London","Heterosexual / straight","2835","2650","29650","27570"
"In post","2021","Declared non-disabled","Dorset and Somerset","Outside London","LGBO","115","110","28260","27570"
"In post","2021","Declared non-disabled","Dorset and Somerset","Outside London","Undeclared","285","265","29840","27570"
"In post","2021","Declared non-disabled","Dorset and Somerset","Outside London","Unknown","305","260","28540","27570"
"In post","2021","Declared non-disabled","East Anglia","Outside London","Heterosexual / straight","6780","6340","30110","27570"
"In post","2021","Declared non-disabled","East Anglia","Outside London","LGBO","265","260","28520","27150"
"In post","2021","Declared non-disabled","East Anglia","Outside London","Undeclared","645","595","29880","27570"
"In post","2021","Declared non-disabled","East Anglia","Outside London","Unknown","840","740","28860","27570"
"In post","2021","Declared non-disabled","East Wales","Outside London","Heterosexual / straight","10635","9990","33940","28850"
"In post","2021","Declared non-disabled","East Wales","Outside London","LGBO","600","585","32100","27570"
"In post","2021","Declared non-disabled","East Wales","Outside London","Undeclared","955","890","34000","28850"
"In post","2021","Declared non-disabled","East Wales","Outside London","Unknown","1315","1155","31880","27570"
"In post","2021","Declared non-disabled","East Yorkshire and Northern Lincolnshire","Outside London","Heterosexual / straight","2580","2365","28020","26930"
"In post","2021","Declared non-disabled","East Yorkshire and Northern Lincolnshire","Outside London","LGBO","110","110","26600","26410"
"In post","2021","Declared non-disabled","East Yorkshire and Northern Lincolnshire","Outside London","Undeclared","280","255","28310","27130"
"In post","2021","Declared non-disabled","East Yorkshire and Northern Lincolnshire","Outside London","Unknown","370","320","27720","27570"
"In post","2021","Declared non-disabled","Eastern Scotland","Outside London","Heterosexual / straight","7560","7140","35700","30080"
"In post","2021","Declared non-disabled","Eastern Scotland","Outside London","LGBO","430","420","34750","30080"
"In post","2021","Declared non-disabled","Eastern Scotland","Outside London","Undeclared","555","520","33710","27570"
"In post","2021","Declared non-disabled","Eastern Scotland","Outside London","Unknown","1575","1420","34190","27570"
"In post","2021","Declared non-disabled","Essex","Outside London","Heterosexual / straight","2960","2725","30900","29290"
"In post","2021","Declared non-disabled","Essex","Outside London","LGBO","125","120","30520","29290"
"In post","2021","Declared non-disabled","Essex","Outside London","Undeclared","290","260","29780","27370"
"In post","2021","Declared non-disabled","Essex","Outside London","Unknown","475","420","31060","29290"
"In post","2021","Declared non-disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Heterosexual / straight","17145","16350","36780","33300"
"In post","2021","Declared non-disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","LGBO","680","665","33300","29180"
"In post","2021","Declared non-disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Undeclared","1510","1410","37660","34510"
"In post","2021","Declared non-disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Unknown","1010","895","33060","27570"
"In post","2021","Declared non-disabled","Greater Manchester","Outside London","Heterosexual / straight","10010","9455","31940","27570"
"In post","2021","Declared non-disabled","Greater Manchester","Outside London","LGBO","680","670","31480","27570"
"In post","2021","Declared non-disabled","Greater Manchester","Outside London","Undeclared","860","800","30910","27570"
"In post","2021","Declared non-disabled","Greater Manchester","Outside London","Unknown","1555","1375","28760","27570"
"In post","2021","Declared non-disabled","Hampshire and Isle of Wight","Outside London","Heterosexual / straight","8075","7520","32710","28660"
"In post","2021","Declared non-disabled","Hampshire and Isle of Wight","Outside London","LGBO","305","295","30930","27570"
"In post","2021","Declared non-disabled","Hampshire and Isle of Wight","Outside London","Undeclared","740","690","33280","30050"
"In post","2021","Declared non-disabled","Hampshire and Isle of Wight","Outside London","Unknown","650","570","31530","27570"
"In post","2021","Declared non-disabled","Herefordshire, Worcestershire and Warwickshire","Outside London","Heterosexual / straight","2235","2105","28120","26350"
"In post","2021","Declared non-disabled","Herefordshire, Worcestershire and Warwickshire","Outside London","LGBO","105","105","28940","24920"
"In post","2021","Declared non-disabled","Herefordshire, Worcestershire and Warwickshire","Outside London","Undeclared","190","175","27770","26780"
"In post","2021","Declared non-disabled","Herefordshire, Worcestershire and Warwickshire","Outside London","Unknown","340","300","26220","25560"
"In post","2021","Declared non-disabled","Highlands and Islands","Outside London","Heterosexual / straight","880","825","28480","27570"
"In post","2021","Declared non-disabled","Highlands and Islands","Outside London","LGBO","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Highlands and Islands","Outside London","Undeclared","80","70","30180","27570"
"In post","2021","Declared non-disabled","Highlands and Islands","Outside London","Unknown","420","395","29650","27570"
"In post","2021","Declared non-disabled","Inner London - East","London","Heterosexual / straight","8160","7795","42720","36200"
"In post","2021","Declared non-disabled","Inner London - East","London","LGBO","545","530","43290","36370"
"In post","2021","Declared non-disabled","Inner London - East","London","Undeclared","825","780","41950","36000"
"In post","2021","Declared non-disabled","Inner London - East","London","Unknown","1475","1360","40600","31880"
"In post","2021","Declared non-disabled","Inner London - West","London","Heterosexual / straight","31705","30810","48050","43300"
"In post","2021","Declared non-disabled","Inner London - West","London","LGBO","2520","2485","48130","44660"
"In post","2021","Declared non-disabled","Inner London - West","London","Undeclared","2815","2730","47440","42880"
"In post","2021","Declared non-disabled","Inner London - West","London","Unknown","2430","2290","47250","41180"
"In post","2021","Declared non-disabled","Kent","Outside London","Heterosexual / straight","4760","4455","29390","27680"
"In post","2021","Declared non-disabled","Kent","Outside London","LGBO","230","225","30560","29290"
"In post","2021","Declared non-disabled","Kent","Outside London","Undeclared","480","435","29540","27370"
"In post","2021","Declared non-disabled","Kent","Outside London","Unknown","465","420","29950","29290"
"In post","2021","Declared non-disabled","Lancashire","Outside London","Heterosexual / straight","6975","6395","29000","27570"
"In post","2021","Declared non-disabled","Lancashire","Outside London","LGBO","300","290","27580","26560"
"In post","2021","Declared non-disabled","Lancashire","Outside London","Undeclared","590","530","28520","27570"
"In post","2021","Declared non-disabled","Lancashire","Outside London","Unknown","1925","1690","27800","27570"
"In post","2021","Declared non-disabled","Leicestershire, Rutland and Northamptonshire","Outside London","Heterosexual / straight","3270","3005","27990","26630"
"In post","2021","Declared non-disabled","Leicestershire, Rutland and Northamptonshire","Outside London","LGBO","150","145","28030","27380"
"In post","2021","Declared non-disabled","Leicestershire, Rutland and Northamptonshire","Outside London","Undeclared","325","295","27580","26580"
"In post","2021","Declared non-disabled","Leicestershire, Rutland and Northamptonshire","Outside London","Unknown","490","425","27150","27570"
"In post","2021","Declared non-disabled","Lincolnshire","Outside London","Heterosexual / straight","1615","1540","27970","26670"
"In post","2021","Declared non-disabled","Lincolnshire","Outside London","LGBO","45","40","27130","26850"
"In post","2021","Declared non-disabled","Lincolnshire","Outside London","Undeclared","145","135","28110","26670"
"In post","2021","Declared non-disabled","Lincolnshire","Outside London","Unknown","165","150","29450","27570"
"In post","2021","Declared non-disabled","Merseyside","Outside London","Heterosexual / straight","10620","9765","29010","25560"
"In post","2021","Declared non-disabled","Merseyside","Outside London","LGBO","415","400","28500","25380"
"In post","2021","Declared non-disabled","Merseyside","Outside London","Undeclared","840","755","28420","26120"
"In post","2021","Declared non-disabled","Merseyside","Outside London","Unknown","1560","1325","27230","27130"
"In post","2021","Declared non-disabled","North Eastern Scotland","Outside London","Heterosexual / straight","770","725","39560","31720"
"In post","2021","Declared non-disabled","North Eastern Scotland","Outside London","LGBO","35","35","32600","27570"
"In post","2021","Declared non-disabled","North Eastern Scotland","Outside London","Undeclared","80","75","40740","31060"
"In post","2021","Declared non-disabled","North Eastern Scotland","Outside London","Unknown","165","155","34440","31060"
"In post","2021","Declared non-disabled","North Yorkshire","Outside London","Heterosexual / straight","2655","2530","34340","30210"
"In post","2021","Declared non-disabled","North Yorkshire","Outside London","LGBO","130","125","33010","29180"
"In post","2021","Declared non-disabled","North Yorkshire","Outside London","Undeclared","220","205","32620","30130"
"In post","2021","Declared non-disabled","North Yorkshire","Outside London","Unknown","325","300","33940","27570"
"In post","2021","Declared non-disabled","Northern Ireland","Outside London","Heterosexual / straight","2025","1905","28670","25560"
"In post","2021","Declared non-disabled","Northern Ireland","Outside London","LGBO","65","65","26490","25310"
"In post","2021","Declared non-disabled","Northern Ireland","Outside London","Undeclared","100","90","27800","24890"
"In post","2021","Declared non-disabled","Northern Ireland","Outside London","Unknown","125","115","30150","27970"
"In post","2021","Declared non-disabled","Northumberland and Tyne and Wear","Outside London","Heterosexual / straight","10490","9505","29510","26780"
"In post","2021","Declared non-disabled","Northumberland and Tyne and Wear","Outside London","LGBO","490","470","28840","25560"
"In post","2021","Declared non-disabled","Northumberland and Tyne and Wear","Outside London","Undeclared","760","675","28220","25560"
"In post","2021","Declared non-disabled","Northumberland and Tyne and Wear","Outside London","Unknown","2225","1870","26790","21440"
"In post","2021","Declared non-disabled","Outer London - East and North East","London","Heterosexual / straight","1870","1775","31070","31060"
