"Status","Year","Age","Organisation","Region_ITL3","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","50-59","HM Prison and Probation Service","West Northamptonshire","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Prison and Probation Service","West Surrey","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Prison and Probation Service","West Sussex (South West)","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Prison and Probation Service","Westminster","London","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Prison and Probation Service","Wiltshire","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Prison and Probation Service","Wirral","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Prison and Probation Service","Wolverhampton","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Prison and Probation Service","Worcestershire","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Prison and Probation Service","York","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Revenue and Customs (excl. agencies)","Aberdeen City and Aberdeenshire","Outside London","35","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Revenue and Customs (excl. agencies)","Angus and Dundee City","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Revenue and Customs (excl. agencies)","Belfast","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Revenue and Customs (excl. agencies)","Berkshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Revenue and Customs (excl. agencies)","Bexley and Greenwich","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Revenue and Customs (excl. agencies)","Birmingham","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Revenue and Customs (excl. agencies)","Bradford","Outside London","50","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Revenue and Customs (excl. agencies)","Bristol, City of","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Revenue and Customs (excl. agencies)","Camden and City of London","London","110","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Revenue and Customs (excl. agencies)","Cardiff and Vale of Glamorgan","Outside London","75","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Revenue and Customs (excl. agencies)","City of Edinburgh","Outside London","40","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Revenue and Customs (excl. agencies)","Coventry","Outside London","50","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Revenue and Customs (excl. agencies)","Croydon","London","15","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Revenue and Customs (excl. agencies)","Derry City and Strabane","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Revenue and Customs (excl. agencies)","Devon CC","Outside London","60","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Revenue and Customs (excl. agencies)","Dudley","Outside London","35","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Revenue and Customs (excl. agencies)","Durham CC","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Revenue and Customs (excl. agencies)","Ealing","London","35","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Revenue and Customs (excl. agencies)","East Kent","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Revenue and Customs (excl. agencies)","Flintshire and Wrexham","Outside London","110","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Revenue and Customs (excl. agencies)","Glasgow City","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Revenue and Customs (excl. agencies)","Greater Manchester South West","Outside London","40","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Revenue and Customs (excl. agencies)","Gwynedd","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Revenue and Customs (excl. agencies)","Hackney and Newham","London","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Revenue and Customs (excl. agencies)","Hartlepool and Stockton-on-Tees","Outside London","75","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Revenue and Customs (excl. agencies)","Hertfordshire","Outside London","40","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Revenue and Customs (excl. agencies)","Kingston upon Hull, City of","Outside London","80","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Revenue and Customs (excl. agencies)","Leeds","Outside London","40","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Revenue and Customs (excl. agencies)","Leicester","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Revenue and Customs (excl. agencies)","Lincolnshire","Outside London","45","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Revenue and Customs (excl. agencies)","Liverpool","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Revenue and Customs (excl. agencies)","Luton","Outside London","45","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Revenue and Customs (excl. agencies)","Manchester","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Revenue and Customs (excl. agencies)","Mid Kent","Outside London","45","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Revenue and Customs (excl. agencies)","Mid Lancashire","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Revenue and Customs (excl. agencies)","Milton Keynes","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Revenue and Customs (excl. agencies)","North and North East Lincolnshire","Outside London","35","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Revenue and Customs (excl. agencies)","North Lanarkshire","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Revenue and Customs (excl. agencies)","Nottingham","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Revenue and Customs (excl. agencies)","Peterborough","Outside London","60","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Revenue and Customs (excl. agencies)","Portsmouth","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Revenue and Customs (excl. agencies)","Sefton","Outside London","30","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Revenue and Customs (excl. agencies)","Sheffield","Outside London","65","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Revenue and Customs (excl. agencies)","Solihull","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Revenue and Customs (excl. agencies)","South Lanarkshire","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Revenue and Customs (excl. agencies)","Southampton","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Revenue and Customs (excl. agencies)","Southend-on-Sea","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Revenue and Customs (excl. agencies)","Suffolk","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Revenue and Customs (excl. agencies)","Sunderland","Outside London","30","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Revenue and Customs (excl. agencies)","Swansea","Outside London","40","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Revenue and Customs (excl. agencies)","Telford and Wrekin","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Revenue and Customs (excl. agencies)","Tower Hamlets","London","30","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Revenue and Customs (excl. agencies)","Tyneside","Outside London","60","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Revenue and Customs (excl. agencies)","Unknown","Unknown","65","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Revenue and Customs (excl. agencies)","West Lothian","Outside London","40","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Revenue and Customs (excl. agencies)","West Northamptonshire","Outside London","90","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Revenue and Customs (excl. agencies)","West Sussex (South West)","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Revenue and Customs (excl. agencies)","Westminster","London","25","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Revenue and Customs (excl. agencies)","Wolverhampton","Outside London","50","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Treasury (excl. agencies)","Westminster","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Home Office (incl. agencies)","Aberdeen City and Aberdeenshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Home Office (incl. agencies)","Barnet","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Home Office (incl. agencies)","Barnsley, Doncaster and Rotherham","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Home Office (incl. agencies)","Bedford","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Home Office (incl. agencies)","Belfast","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Home Office (incl. agencies)","Berkshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Home Office (incl. agencies)","Birmingham","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Home Office (incl. agencies)","Camden and City of London","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Home Office (incl. agencies)","Cardiff and Vale of Glamorgan","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Home Office (incl. agencies)","City of Edinburgh","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Home Office (incl. agencies)","Croydon","London","40","[c]","45760","43440"
"Leaver CS","2021","50-59","Home Office (incl. agencies)","Durham CC","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Home Office (incl. agencies)","East Kent","Outside London","25","[c]","26080","27240"
"Leaver CS","2021","50-59","Home Office (incl. agencies)","Essex Haven Gateway","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Home Office (incl. agencies)","Glasgow City","Outside London","10","[c]","27000","21430"
"Leaver CS","2021","50-59","Home Office (incl. agencies)","Greater Manchester South West","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Home Office (incl. agencies)","Hackney and Newham","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Home Office (incl. agencies)","Harrow and Hillingdon","London","15","[c]","35270","31520"
"Leaver CS","2021","50-59","Home Office (incl. agencies)","Hounslow and Richmond upon Thames","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Home Office (incl. agencies)","Inverclyde, East Renfrewshire and Renfrewshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Home Office (incl. agencies)","Kingston upon Hull, City of","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Home Office (incl. agencies)","Lambeth","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Home Office (incl. agencies)","Leeds","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Home Office (incl. agencies)","Lewisham and Southwark","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Home Office (incl. agencies)","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Home Office (incl. agencies)","Liverpool","Outside London","30","[c]","26840","24110"
"Leaver CS","2021","50-59","Home Office (incl. agencies)","Luton","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Home Office (incl. agencies)","Manchester","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Home Office (incl. agencies)","Monmouthshire and Newport","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Home Office (incl. agencies)","North and North East Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Home Office (incl. agencies)","North Hampshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Home Office (incl. agencies)","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Home Office (incl. agencies)","Peterborough","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Home Office (incl. agencies)","Plymouth","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Home Office (incl. agencies)","Portsmouth","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Home Office (incl. agencies)","Sefton","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Home Office (incl. agencies)","Sheffield","Outside London","20","[c]","28540","24890"
"Leaver CS","2021","50-59","Home Office (incl. agencies)","Solihull","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Home Office (incl. agencies)","South Lanarkshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Home Office (incl. agencies)","South West Wales","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Home Office (incl. agencies)","Suffolk","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Home Office (incl. agencies)","Thurrock","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Home Office (incl. agencies)","Tyneside","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Home Office (incl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Home Office (incl. agencies)","Warwickshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Home Office (incl. agencies)","West Essex","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Home Office (incl. agencies)","West Sussex (North East)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Home Office (incl. agencies)","Westminster","London","35","[c]","56860","48090"
"Leaver CS","2021","50-59","Insolvency Service","Blackpool","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Insolvency Service","City of Edinburgh","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Insolvency Service","Hackney and Newham","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Insolvency Service","Manchester","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Insolvency Service","Medway","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Insolvency Service","Nottingham","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Insolvency Service","Tyneside","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Institute for Apprenticeships and Technical Education","Coventry","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Legal Aid Agency","Leeds","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Legal Aid Agency","Manchester","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Legal Aid Agency","Nottingham","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Legal Aid Agency","Tyneside","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Legal Aid Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Maritime and Coastguard Agency","East Kent","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Maritime and Coastguard Agency","East Riding of Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Maritime and Coastguard Agency","Inverclyde, East Renfrewshire and Renfrewshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Maritime and Coastguard Agency","Sefton","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Maritime and Coastguard Agency","Shetland Islands","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Maritime and Coastguard Agency","South Hampshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Maritime and Coastguard Agency","Southampton","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Maritime and Coastguard Agency","West Cumbria","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Medicines and Healthcare Products Regulatory Agency","Hertfordshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Medicines and Healthcare Products Regulatory Agency","Tower Hamlets","London","15","[c]","57100","56360"
"Leaver CS","2021","50-59","Met Office","Devon CC","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Met Office","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Defence (excl. agencies)","Aberdeen City and Aberdeenshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Defence (excl. agencies)","Angus and Dundee City","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Defence (excl. agencies)","Antrim and Newtownabbey","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Defence (excl. agencies)","Ards and North Down","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Defence (excl. agencies)","Barnsley, Doncaster and Rotherham","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Defence (excl. agencies)","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","20","[c]","43270","40580"
"Leaver CS","2021","50-59","Ministry of Defence (excl. agencies)","Bedford","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Defence (excl. agencies)","Berkshire","Outside London","10","[c]","30940","22310"
"Leaver CS","2021","50-59","Ministry of Defence (excl. agencies)","Bexley and Greenwich","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Defence (excl. agencies)","Birmingham","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Defence (excl. agencies)","Bournemouth and Poole","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Defence (excl. agencies)","Buckinghamshire CC","Outside London","20","[c]","33280","29930"
"Leaver CS","2021","50-59","Ministry of Defence (excl. agencies)","Cambridgeshire CC","Outside London","10","[c]","34100","33020"
"Leaver CS","2021","50-59","Ministry of Defence (excl. agencies)","Camden and City of London","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Defence (excl. agencies)","Cardiff and Vale of Glamorgan","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Defence (excl. agencies)","Causeway Coast and Glens","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Defence (excl. agencies)","Central Bedfordshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Defence (excl. agencies)","Central Hampshire","Outside London","25","[c]","36260","33300"
"Leaver CS","2021","50-59","Ministry of Defence (excl. agencies)","City of Edinburgh","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Defence (excl. agencies)","Clackmannanshire and Fife","Outside London","15","[c]","27520","21250"
"Leaver CS","2021","50-59","Ministry of Defence (excl. agencies)","Conwy and Denbighshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Defence (excl. agencies)","Cornwall and Isles of Scilly","Outside London","10","[c]","23120","21130"
"Leaver CS","2021","50-59","Ministry of Defence (excl. agencies)","Devon CC","Outside London","15","[c]","21930","20920"
"Leaver CS","2021","50-59","Ministry of Defence (excl. agencies)","Dorset CC","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Defence (excl. agencies)","East Ayrshire and North Ayrshire mainland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Defence (excl. agencies)","East Cumbria","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Defence (excl. agencies)","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Outside London","25","[c]","38630","39070"
"Leaver CS","2021","50-59","Ministry of Defence (excl. agencies)","East Kent","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Defence (excl. agencies)","East Riding of Yorkshire","Outside London","10","[c]","27800","26670"
"Leaver CS","2021","50-59","Ministry of Defence (excl. agencies)","East Surrey","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Defence (excl. agencies)","East Sussex CC","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Defence (excl. agencies)","Essex Haven Gateway","Outside London","10","[c]","43940","39490"
"Leaver CS","2021","50-59","Ministry of Defence (excl. agencies)","Flintshire and Wrexham","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Defence (excl. agencies)","Glasgow City","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Defence (excl. agencies)","Gloucestershire","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Defence (excl. agencies)","Greater Manchester South East","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Defence (excl. agencies)","Harrow and Hillingdon","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Defence (excl. agencies)","Herefordshire, County of","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Defence (excl. agencies)","Hertfordshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Defence (excl. agencies)","Hounslow and Richmond upon Thames","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Defence (excl. agencies)","Inverness and Nairn and Moray, Badenoch and Strathspey","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Defence (excl. agencies)","Isle of Anglesey","Outside London","10","[c]","30810","30690"
"Leaver CS","2021","50-59","Ministry of Defence (excl. agencies)","Lancaster and Wyre","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Defence (excl. agencies)","Leicestershire CC and Rutland","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Defence (excl. agencies)","Lincolnshire","Outside London","40","[c]","29980","29930"
"Leaver CS","2021","50-59","Ministry of Defence (excl. agencies)","Lisburn and Castlereagh","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Defence (excl. agencies)","Liverpool","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Defence (excl. agencies)","Medway","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Defence (excl. agencies)","Monmouthshire and Newport","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Defence (excl. agencies)","Newry, Mourne and Down","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Defence (excl. agencies)","North and West Norfolk","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Defence (excl. agencies)","North Hampshire","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Defence (excl. agencies)","North Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Defence (excl. agencies)","North Yorkshire CC","Outside London","15","[c]","28110","23950"
"Leaver CS","2021","50-59","Ministry of Defence (excl. agencies)","Northumberland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Defence (excl. agencies)","Nottingham","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Defence (excl. agencies)","Overseas","Overseas","20","[c]","43940","40490"
"Leaver CS","2021","50-59","Ministry of Defence (excl. agencies)","Oxfordshire","Outside London","15","[c]","35070","29510"
"Leaver CS","2021","50-59","Ministry of Defence (excl. agencies)","Perth and Kinross and Stirling","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Defence (excl. agencies)","Peterborough","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Defence (excl. agencies)","Plymouth","Outside London","15","[c]","30200","31960"
"Leaver CS","2021","50-59","Ministry of Defence (excl. agencies)","Portsmouth","Outside London","20","[c]","35240","33460"
"Leaver CS","2021","50-59","Ministry of Defence (excl. agencies)","Powys","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Defence (excl. agencies)","Shropshire CC","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Defence (excl. agencies)","Somerset","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Defence (excl. agencies)","South Hampshire","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Defence (excl. agencies)","South Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Defence (excl. agencies)","South West Wales","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Defence (excl. agencies)","Staffordshire CC","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Defence (excl. agencies)","Suffolk","Outside London","15","[c]","26160","26220"
"Leaver CS","2021","50-59","Ministry of Defence (excl. agencies)","Swindon","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Defence (excl. agencies)","Telford and Wrekin","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Defence (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Defence (excl. agencies)","Warwickshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Defence (excl. agencies)","West Essex","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Defence (excl. agencies)","West Kent","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Defence (excl. agencies)","West Surrey","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Defence (excl. agencies)","Westminster","London","20","[c]","50610","36730"
"Leaver CS","2021","50-59","Ministry of Defence (excl. agencies)","Wiltshire","Outside London","30","[c]","43300","41020"
"Leaver CS","2021","50-59","Ministry of Defence (excl. agencies)","York","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Housing, Communities and Local Government (excl. agencies)","Leeds","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Housing, Communities and Local Government (excl. agencies)","Sheffield","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Housing, Communities and Local Government (excl. agencies)","Westminster","London","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Housing, Communities and Local Government (excl. agencies)","Wirral","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Justice (excl. agencies)","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Justice (excl. agencies)","Bedford","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Justice (excl. agencies)","Birmingham","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Justice (excl. agencies)","Bristol, City of","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Justice (excl. agencies)","Camden and City of London","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Justice (excl. agencies)","Darlington","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Justice (excl. agencies)","Leeds","Outside London","[c]","[c]","[c]","[c]"
