"Status","Year","Disability","Function_of_post","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Unknown","Security","London","Unknown","135","135","38140","34640"
"In post","2021","Unknown","Security","Outside London","Heterosexual / straight","625","610","30440","27680"
"In post","2021","Unknown","Security","Outside London","LGBO","30","30","29520","27710"
"In post","2021","Unknown","Security","Outside London","Undeclared","110","105","33240","39070"
"In post","2021","Unknown","Security","Outside London","Unknown","1050","1030","29470","26670"
"In post","2021","Unknown","Security","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Security","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Security","Overseas","Unknown","10","10","[c]","[c]"
"In post","2021","Unknown","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Security","Unknown","Unknown","25","25","[c]","[c]"
"In post","2021","Unknown","Unknown","London","Heterosexual / straight","545","535","41730","36000"
"In post","2021","Unknown","Unknown","London","LGBO","25","25","[c]","[c]"
"In post","2021","Unknown","Unknown","London","Undeclared","90","85","44050","40070"
"In post","2021","Unknown","Unknown","London","Unknown","1715","1675","41610","35050"
"In post","2021","Unknown","Unknown","Outside London","Heterosexual / straight","3425","3265","36290","30820"
"In post","2021","Unknown","Unknown","Outside London","LGBO","155","155","34320","30650"
"In post","2021","Unknown","Unknown","Outside London","Undeclared","405","390","34930","30600"
"In post","2021","Unknown","Unknown","Outside London","Unknown","6925","6610","31560","27570"
"In post","2021","Unknown","Unknown","Overseas","Heterosexual / straight","50","50","46400","41090"
"In post","2021","Unknown","Unknown","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Overseas","Unknown","225","225","46890","46620"
"In post","2021","Unknown","Unknown","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Unknown","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Unknown","Unknown","1930","1925","37600","34160"
"Leaver CS","2021","Declared disabled","Analysis","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Analysis","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Analysis","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Analysis","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Analysis","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Analysis","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Analysis","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Analysis","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","Outside London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Counter Fraud","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Counter Fraud","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Counter Fraud","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Counter Fraud","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Counter Fraud","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Counter Fraud","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Counter Fraud","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Counter Fraud","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Debt","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Debt","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Debt","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Debt","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Debt","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Debt","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Debt","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Debt","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Digital, Data & Technology","London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Digital, Data & Technology","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Digital, Data & Technology","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Digital, Data & Technology","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Digital, Data & Technology","Outside London","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Digital, Data & Technology","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Digital, Data & Technology","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Digital, Data & Technology","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Digital, Data & Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Digital, Data & Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Digital, Data & Technology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Finance","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Finance","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Finance","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Finance","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Finance","Outside London","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Finance","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Finance","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Finance","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Grants Management","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Grants Management","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Grants Management","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Grants Management","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Human Resources","London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Human Resources","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Human Resources","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Human Resources","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Human Resources","Outside London","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Human Resources","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Human Resources","Outside London","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Human Resources","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Human Resources","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Human Resources","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Human Resources","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Human Resources","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Human Resources","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Internal Audit","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Internal Audit","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Internal Audit","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Internal Audit","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Internal Audit","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Internal Audit","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Internal Audit","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Internal Audit","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","Outside London","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","London","Heterosexual / straight","85","[c]","35820","29690"
"Leaver CS","2021","Declared disabled","No function","London","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","London","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","London","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","Outside London","Heterosexual / straight","560","[c]","25650","21240"
"Leaver CS","2021","Declared disabled","No function","Outside London","LGBO","60","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","Outside London","Undeclared","95","[c]","25620","21180"
"Leaver CS","2021","Declared disabled","No function","Outside London","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","Outside London","Heterosexual / straight","55","[c]","33350","32430"
"Leaver CS","2021","Declared disabled","Project Delivery","Outside London","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","Outside London","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","Outside London","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","Outside London","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Security","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Security","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Security","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Security","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Security","Outside London","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Security","Outside London","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Security","Outside London","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Security","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Security","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Security","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Security","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Security","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Security","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","London","Heterosexual / straight","110","[c]","35390","31130"
"Leaver CS","2021","Declared disabled","Unknown","London","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","London","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","London","Unknown","90","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Outside London","Heterosexual / straight","640","[c]","27550","26120"
"Leaver CS","2021","Declared disabled","Unknown","Outside London","LGBO","65","[c]","27670","27570"
"Leaver CS","2021","Declared disabled","Unknown","Outside London","Undeclared","100","[c]","26200","26890"
"Leaver CS","2021","Declared disabled","Unknown","Outside London","Unknown","650","[c]","24830","25810"
"Leaver CS","2021","Declared disabled","Unknown","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Analysis","London","Heterosexual / straight","75","[c]","40960","32740"
"Leaver CS","2021","Declared non-disabled","Analysis","London","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Analysis","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Analysis","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Analysis","Outside London","Heterosexual / straight","35","[c]","40290","35320"
"Leaver CS","2021","Declared non-disabled","Analysis","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Analysis","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Analysis","Outside London","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Commercial","London","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Commercial","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Commercial","London","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Commercial","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Commercial","Outside London","Heterosexual / straight","75","[c]","38770","35300"
"Leaver CS","2021","Declared non-disabled","Commercial","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Commercial","Outside London","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Commercial","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Commercial","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Commercial","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Commercial","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Commercial","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Commercial","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Commercial","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Communications","London","Heterosexual / straight","65","[c]","40400","36360"
"Leaver CS","2021","Declared non-disabled","Communications","London","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Communications","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Communications","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Communications","Outside London","Heterosexual / straight","40","[c]","33140","29030"
"Leaver CS","2021","Declared non-disabled","Communications","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Communications","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Communications","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Communications","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Counter Fraud","London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Counter Fraud","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Counter Fraud","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Counter Fraud","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Counter Fraud","Outside London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Counter Fraud","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Counter Fraud","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Counter Fraud","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Debt","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Debt","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Debt","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Debt","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Debt","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Debt","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Debt","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Debt","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Digital, Data & Technology","London","Heterosexual / straight","70","[c]","49530","45000"
"Leaver CS","2021","Declared non-disabled","Digital, Data & Technology","London","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Digital, Data & Technology","London","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Digital, Data & Technology","London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Digital, Data & Technology","Outside London","Heterosexual / straight","80","[c]","39560","35140"
"Leaver CS","2021","Declared non-disabled","Digital, Data & Technology","Outside London","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Digital, Data & Technology","Outside London","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Digital, Data & Technology","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Digital, Data & Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Digital, Data & Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Digital, Data & Technology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
