"Status","Year","Age","Region_ITL1","Region_ITL2","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","40-49","North West (England)","Cumbria","AA/AO","255","220","21990","21050"
"In post","2021","40-49","North West (England)","Cumbria","EO","175","155","26570","26350"
"In post","2021","40-49","North West (England)","Cumbria","G6/G7","35","35","51350","49350"
"In post","2021","40-49","North West (England)","Cumbria","SEO/HEO","115","105","33410","31830"
"In post","2021","40-49","North West (England)","Cumbria","Unknown","60","60","39750","37170"
"In post","2021","40-49","North West (England)","Greater Manchester","AA/AO","1115","1000","21280","21010"
"In post","2021","40-49","North West (England)","Greater Manchester","EO","1295","1230","26640","27380"
"In post","2021","40-49","North West (England)","Greater Manchester","G6/G7","660","645","57210","52630"
"In post","2021","40-49","North West (England)","Greater Manchester","SCS level","50","50","88780","91270"
"In post","2021","40-49","North West (England)","Greater Manchester","SEO/HEO","1240","1195","35090","32380"
"In post","2021","40-49","North West (England)","Greater Manchester","Unknown","195","180","31840","32690"
"In post","2021","40-49","North West (England)","Lancashire","AA/AO","1435","1260","21830","21010"
"In post","2021","40-49","North West (England)","Lancashire","EO","1200","1100","27510","27570"
"In post","2021","40-49","North West (England)","Lancashire","G6/G7","245","240","56120","52770"
"In post","2021","40-49","North West (England)","Lancashire","SCS level","15","15","74410","71140"
"In post","2021","40-49","North West (England)","Lancashire","SEO/HEO","795","765","35460","33840"
"In post","2021","40-49","North West (England)","Lancashire","Unknown","125","115","32200","32690"
"In post","2021","40-49","North West (England)","Merseyside","AA/AO","1470","1285","21110","21010"
"In post","2021","40-49","North West (England)","Merseyside","EO","1420","1310","26360","26280"
"In post","2021","40-49","North West (England)","Merseyside","G6/G7","460","445","55340","52580"
"In post","2021","40-49","North West (England)","Merseyside","SCS level","25","25","88540","81000"
"In post","2021","40-49","North West (England)","Merseyside","SEO/HEO","1180","1145","34950","32740"
"In post","2021","40-49","North West (England)","Merseyside","Unknown","115","100","31450","32690"
"In post","2021","40-49","Northern Ireland","Northern Ireland","AA/AO","415","385","20940","20310"
"In post","2021","40-49","Northern Ireland","Northern Ireland","EO","265","250","26230","25560"
"In post","2021","40-49","Northern Ireland","Northern Ireland","G6/G7","70","70","54650","52580"
"In post","2021","40-49","Northern Ireland","Northern Ireland","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Northern Ireland","Northern Ireland","SEO/HEO","240","230","34530","31810"
"In post","2021","40-49","Overseas","Overseas","AA/AO","15","15","22500","23000"
"In post","2021","40-49","Overseas","Overseas","EO","85","80","27920","27170"
"In post","2021","40-49","Overseas","Overseas","G6/G7","450","450","60710","60080"
"In post","2021","40-49","Overseas","Overseas","SCS level","115","115","81810","74740"
"In post","2021","40-49","Overseas","Overseas","SEO/HEO","425","425","41090","39230"
"In post","2021","40-49","Overseas","Overseas","Unknown","85","85","[c]","[c]"
"In post","2021","40-49","Scotland","Eastern Scotland","AA/AO","1210","1110","22080","21010"
"In post","2021","40-49","Scotland","Eastern Scotland","EO","1095","1030","28690","27570"
"In post","2021","40-49","Scotland","Eastern Scotland","G6/G7","905","855","62020","61010"
"In post","2021","40-49","Scotland","Eastern Scotland","SCS level","70","70","88880","83230"
"In post","2021","40-49","Scotland","Eastern Scotland","SEO/HEO","1420","1360","39120","38540"
"In post","2021","40-49","Scotland","Eastern Scotland","Unknown","10","10","[c]","[c]"
"In post","2021","40-49","Scotland","Highlands and Islands","AA/AO","170","155","22410","21010"
"In post","2021","40-49","Scotland","Highlands and Islands","EO","155","145","28850","27570"
"In post","2021","40-49","Scotland","Highlands and Islands","G6/G7","15","15","62370","62420"
"In post","2021","40-49","Scotland","Highlands and Islands","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scotland","Highlands and Islands","SEO/HEO","110","105","38490","37530"
"In post","2021","40-49","Scotland","Highlands and Islands","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scotland","North Eastern Scotland","AA/AO","95","90","26440","22920"
"In post","2021","40-49","Scotland","North Eastern Scotland","EO","130","125","29250","28170"
"In post","2021","40-49","Scotland","North Eastern Scotland","G6/G7","45","45","66130","61120"
"In post","2021","40-49","Scotland","North Eastern Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scotland","North Eastern Scotland","SEO/HEO","175","170","49210","39660"
"In post","2021","40-49","Scotland","Southern Scotland","AA/AO","420","370","21520","21010"
"In post","2021","40-49","Scotland","Southern Scotland","EO","365","335","27090","27570"
"In post","2021","40-49","Scotland","Southern Scotland","G6/G7","160","155","56480","54270"
"In post","2021","40-49","Scotland","Southern Scotland","SCS level","10","10","[c]","[c]"
"In post","2021","40-49","Scotland","Southern Scotland","SEO/HEO","340","330","35670","33930"
"In post","2021","40-49","Scotland","West Central Scotland","AA/AO","1295","1170","22390","21010"
"In post","2021","40-49","Scotland","West Central Scotland","EO","1055","1005","28150","27570"
"In post","2021","40-49","Scotland","West Central Scotland","G6/G7","455","445","61060","61010"
"In post","2021","40-49","Scotland","West Central Scotland","SCS level","25","25","85920","80290"
"In post","2021","40-49","Scotland","West Central Scotland","SEO/HEO","995","955","37440","35110"
"In post","2021","40-49","Scotland","West Central Scotland","Unknown","20","20","43420","44660"
"In post","2021","40-49","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","665","635","26230","22920"
"In post","2021","40-49","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","EO","525","495","29530","27570"
"In post","2021","40-49","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","230","220","60890","57790"
"In post","2021","40-49","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","SCS level","20","20","94170","92100"
"In post","2021","40-49","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","545","525","38160","36970"
"In post","2021","40-49","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Unknown","95","85","33190","37170"
"In post","2021","40-49","South East (England)","Hampshire and Isle of Wight","AA/AO","755","660","22970","20920"
"In post","2021","40-49","South East (England)","Hampshire and Isle of Wight","EO","795","745","27100","26670"
"In post","2021","40-49","South East (England)","Hampshire and Isle of Wight","G6/G7","570","550","55770","54540"
"In post","2021","40-49","South East (England)","Hampshire and Isle of Wight","SCS level","35","35","84390","82820"
"In post","2021","40-49","South East (England)","Hampshire and Isle of Wight","SEO/HEO","980","935","36330","36030"
"In post","2021","40-49","South East (England)","Hampshire and Isle of Wight","Unknown","85","75","34110","33510"
"In post","2021","40-49","South East (England)","Kent","AA/AO","535","490","25200","24180"
"In post","2021","40-49","South East (England)","Kent","EO","935","875","27880","27370"
"In post","2021","40-49","South East (England)","Kent","G6/G7","85","85","55420","52430"
"In post","2021","40-49","South East (England)","Kent","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","South East (England)","Kent","SEO/HEO","410","395","37060","36060"
"In post","2021","40-49","South East (England)","Kent","Unknown","50","45","32610","34560"
"In post","2021","40-49","South East (England)","Surrey, East and West Sussex","AA/AO","500","450","24640","21710"
"In post","2021","40-49","South East (England)","Surrey, East and West Sussex","EO","690","625","28020","27570"
"In post","2021","40-49","South East (England)","Surrey, East and West Sussex","G6/G7","165","155","57920","54510"
"In post","2021","40-49","South East (England)","Surrey, East and West Sussex","SCS level","15","15","85580","77510"
"In post","2021","40-49","South East (England)","Surrey, East and West Sussex","SEO/HEO","435","415","37130","36240"
"In post","2021","40-49","South East (England)","Surrey, East and West Sussex","Unknown","90","75","32200","33850"
"In post","2021","40-49","South West (England)","Cornwall and Isles of Scilly","AA/AO","140","125","21120","21010"
"In post","2021","40-49","South West (England)","Cornwall and Isles of Scilly","EO","150","140","27340","27570"
"In post","2021","40-49","South West (England)","Cornwall and Isles of Scilly","G6/G7","20","15","61680","56360"
"In post","2021","40-49","South West (England)","Cornwall and Isles of Scilly","SEO/HEO","50","50","35700","36010"
"In post","2021","40-49","South West (England)","Cornwall and Isles of Scilly","Unknown","10","10","31180","35760"
"In post","2021","40-49","South West (England)","Devon","AA/AO","605","545","22580","21010"
"In post","2021","40-49","South West (England)","Devon","EO","555","505","27300","27570"
"In post","2021","40-49","South West (England)","Devon","G6/G7","325","315","54960","52460"
"In post","2021","40-49","South West (England)","Devon","SCS level","10","10","89110","92000"
"In post","2021","40-49","South West (England)","Devon","SEO/HEO","645","605","37630","38450"
"In post","2021","40-49","South West (England)","Devon","Unknown","80","80","35760","37170"
"In post","2021","40-49","South West (England)","Dorset and Somerset","AA/AO","300","280","22470","21010"
"In post","2021","40-49","South West (England)","Dorset and Somerset","EO","385","355","27730","27570"
"In post","2021","40-49","South West (England)","Dorset and Somerset","G6/G7","70","65","59150","55050"
"In post","2021","40-49","South West (England)","Dorset and Somerset","SCS level","5","5","[c]","[c]"
"In post","2021","40-49","South West (England)","Dorset and Somerset","SEO/HEO","330","315","36880","35340"
"In post","2021","40-49","South West (England)","Dorset and Somerset","Unknown","55","50","29780","30210"
"In post","2021","40-49","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","665","610","22620","21010"
"In post","2021","40-49","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","EO","1085","995","26680","26790"
"In post","2021","40-49","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","1695","1645","55880","54540"
"In post","2021","40-49","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","95","95","91170","86470"
"In post","2021","40-49","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","2675","2550","36920","37320"
"In post","2021","40-49","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","410","390","43710","39860"
"In post","2021","40-49","Unknown","Unknown","AA/AO","40","35","21900","21010"
"In post","2021","40-49","Unknown","Unknown","EO","125","120","27890","27570"
"In post","2021","40-49","Unknown","Unknown","G6/G7","45","45","58290","54700"
"In post","2021","40-49","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","Unknown","SEO/HEO","100","95","36430","34500"
"In post","2021","40-49","Unknown","Unknown","Unknown","410","410","39660","34460"
"In post","2021","40-49","Wales","East Wales","AA/AO","940","845","21440","21010"
"In post","2021","40-49","Wales","East Wales","EO","1140","1070","26880","27460"
"In post","2021","40-49","Wales","East Wales","G6/G7","870","835","57640","57850"
"In post","2021","40-49","Wales","East Wales","SCS level","100","95","83880","78460"
"In post","2021","40-49","Wales","East Wales","SEO/HEO","1515","1450","37310","37410"
"In post","2021","40-49","Wales","East Wales","Unknown","130","125","32660","32390"
"In post","2021","40-49","Wales","West Wales and The Valleys","AA/AO","1570","1385","21130","21590"
"In post","2021","40-49","Wales","West Wales and The Valleys","EO","960","905","27320","27570"
"In post","2021","40-49","Wales","West Wales and The Valleys","G6/G7","285","280","60660","60830"
"In post","2021","40-49","Wales","West Wales and The Valleys","SCS level","15","15","82390","78460"
"In post","2021","40-49","Wales","West Wales and The Valleys","SEO/HEO","960","930","38750","37410"
"In post","2021","40-49","Wales","West Wales and The Valleys","Unknown","170","160","32390","31420"
"In post","2021","40-49","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","AA/AO","345","315","23900","21050"
"In post","2021","40-49","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","EO","245","230","27210","27570"
"In post","2021","40-49","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","G6/G7","40","40","58260","53580"
"In post","2021","40-49","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","SCS level","5","5","[c]","[c]"
"In post","2021","40-49","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","195","190","37190","36520"
"In post","2021","40-49","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Unknown","85","75","31260","31420"
"In post","2021","40-49","West Midlands (England)","Shropshire and Staffordshire","AA/AO","600","550","22780","21050"
"In post","2021","40-49","West Midlands (England)","Shropshire and Staffordshire","EO","515","485","27690","27570"
"In post","2021","40-49","West Midlands (England)","Shropshire and Staffordshire","G6/G7","155","145","58570","54540"
"In post","2021","40-49","West Midlands (England)","Shropshire and Staffordshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","West Midlands (England)","Shropshire and Staffordshire","SEO/HEO","465","450","37590","37910"
"In post","2021","40-49","West Midlands (England)","Shropshire and Staffordshire","Unknown","85","75","33790","36240"
"In post","2021","40-49","West Midlands (England)","West Midlands","AA/AO","1075","925","21100","20920"
"In post","2021","40-49","West Midlands (England)","West Midlands","EO","1345","1230","26960","27570"
"In post","2021","40-49","West Midlands (England)","West Midlands","G6/G7","615","590","56670","53320"
"In post","2021","40-49","West Midlands (England)","West Midlands","SCS level","70","65","89730","81790"
"In post","2021","40-49","West Midlands (England)","West Midlands","SEO/HEO","1175","1125","36210","35360"
"In post","2021","40-49","West Midlands (England)","West Midlands","Unknown","190","175","31650","31420"
"In post","2021","40-49","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","AA/AO","400","360","23990","21550"
"In post","2021","40-49","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","EO","365","340","27920","27570"
"In post","2021","40-49","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","G6/G7","15","15","59200","57960"
"In post","2021","40-49","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","SEO/HEO","130","130","37630","36320"
"In post","2021","40-49","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Unknown","80","70","33170","34340"
"In post","2021","40-49","Yorkshire and The Humber","North Yorkshire","AA/AO","255","240","23450","21010"
"In post","2021","40-49","Yorkshire and The Humber","North Yorkshire","EO","225","215","27370","26760"
"In post","2021","40-49","Yorkshire and The Humber","North Yorkshire","G6/G7","255","245","57700","54540"
"In post","2021","40-49","Yorkshire and The Humber","North Yorkshire","SCS level","10","10","83830","72350"
"In post","2021","40-49","Yorkshire and The Humber","North Yorkshire","SEO/HEO","365","350","35870","35900"
"In post","2021","40-49","Yorkshire and The Humber","North Yorkshire","Unknown","40","40","30420","31420"
"In post","2021","40-49","Yorkshire and The Humber","South Yorkshire","AA/AO","565","490","21860","21010"
"In post","2021","40-49","Yorkshire and The Humber","South Yorkshire","EO","635","570","27150","27570"
"In post","2021","40-49","Yorkshire and The Humber","South Yorkshire","G6/G7","430","415","55790","52280"
"In post","2021","40-49","Yorkshire and The Humber","South Yorkshire","SCS level","30","25","77000","75000"
"In post","2021","40-49","Yorkshire and The Humber","South Yorkshire","SEO/HEO","675","635","35490","35310"
"In post","2021","40-49","Yorkshire and The Humber","South Yorkshire","Unknown","90","75","31000","32690"
"In post","2021","40-49","Yorkshire and The Humber","West Yorkshire","AA/AO","940","820","22350","21010"
"In post","2021","40-49","Yorkshire and The Humber","West Yorkshire","EO","1125","1040","27000","27570"
"In post","2021","40-49","Yorkshire and The Humber","West Yorkshire","G6/G7","620","595","55600","52580"
"In post","2021","40-49","Yorkshire and The Humber","West Yorkshire","SCS level","55","55","82050","74000"
"In post","2021","40-49","Yorkshire and The Humber","West Yorkshire","SEO/HEO","1145","1100","35650","35290"
"In post","2021","40-49","Yorkshire and The Humber","West Yorkshire","Unknown","170","155","32240","32690"
"In post","2021","50-59","East Midlands (England)","Derbyshire and Nottinghamshire","AA/AO","1100","985","22190","21010"
"In post","2021","50-59","East Midlands (England)","Derbyshire and Nottinghamshire","EO","1100","1015","27100","27570"
"In post","2021","50-59","East Midlands (England)","Derbyshire and Nottinghamshire","G6/G7","455","445","59240","55610"
"In post","2021","50-59","East Midlands (England)","Derbyshire and Nottinghamshire","SCS level","45","45","92490","83850"
"In post","2021","50-59","East Midlands (England)","Derbyshire and Nottinghamshire","SEO/HEO","1055","1010","36700","35000"
"In post","2021","50-59","East Midlands (England)","Derbyshire and Nottinghamshire","Unknown","125","110","31620","31420"
"In post","2021","50-59","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","AA/AO","795","710","22060","21010"
"In post","2021","50-59","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","EO","615","575","27600","27570"
"In post","2021","50-59","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","G6/G7","75","70","60010","55610"
"In post","2021","50-59","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","SEO/HEO","325","320","37880","35910"
"In post","2021","50-59","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Unknown","70","65","30680","28200"
"In post","2021","50-59","East Midlands (England)","Lincolnshire","AA/AO","465","435","21970","20920"
"In post","2021","50-59","East Midlands (England)","Lincolnshire","EO","275","265","27860","27570"
"In post","2021","50-59","East Midlands (England)","Lincolnshire","G6/G7","35","35","59900","55350"
"In post","2021","50-59","East Midlands (England)","Lincolnshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","East Midlands (England)","Lincolnshire","SEO/HEO","255","250","37050","36270"
"In post","2021","50-59","East Midlands (England)","Lincolnshire","Unknown","40","40","33490","34340"
"In post","2021","50-59","East of England","Bedfordshire and Hertfordshire","AA/AO","335","310","23630","22430"
"In post","2021","50-59","East of England","Bedfordshire and Hertfordshire","EO","535","490","29310","29290"
"In post","2021","50-59","East of England","Bedfordshire and Hertfordshire","G6/G7","110","105","63820","62140"
"In post","2021","50-59","East of England","Bedfordshire and Hertfordshire","SCS level","15","15","95210","96000"
"In post","2021","50-59","East of England","Bedfordshire and Hertfordshire","SEO/HEO","325","315","39040","37890"
"In post","2021","50-59","East of England","Bedfordshire and Hertfordshire","Unknown","50","45","30940","28200"
"In post","2021","50-59","East of England","East Anglia","AA/AO","1445","1350","23000","21430"
"In post","2021","50-59","East of England","East Anglia","EO","1180","1105","27880","27570"
"In post","2021","50-59","East of England","East Anglia","G6/G7","305","300","59590","56050"
"In post","2021","50-59","East of England","East Anglia","SCS level","35","35","104930","103000"
"In post","2021","50-59","East of England","East Anglia","SEO/HEO","1040","1010","36910","34750"
"In post","2021","50-59","East of England","East Anglia","Unknown","115","105","30240","28200"
"In post","2021","50-59","East of England","Essex","AA/AO","495","450","23610","21440"
"In post","2021","50-59","East of England","Essex","EO","840","770","29150","29290"
"In post","2021","50-59","East of England","Essex","G6/G7","145","140","59950","54770"
"In post","2021","50-59","East of England","Essex","SCS level","15","15","99340","100130"
"In post","2021","50-59","East of England","Essex","SEO/HEO","480","460","38120","36840"
"In post","2021","50-59","East of England","Essex","Unknown","45","40","29170","28200"
"In post","2021","50-59","London","Inner London - East","AA/AO","815","765","25870","25110"
"In post","2021","50-59","London","Inner London - East","EO","1180","1125","31020","31060"
"In post","2021","50-59","London","Inner London - East","G6/G7","935","910","63950","62000"
"In post","2021","50-59","London","Inner London - East","SCS level","250","240","103820","97750"
"In post","2021","50-59","London","Inner London - East","SEO/HEO","1205","1175","41150","40450"
"In post","2021","50-59","London","Inner London - East","Unknown","145","140","36370","36580"
"In post","2021","50-59","London","Inner London - West","AA/AO","1245","1185","25190","24370"
"In post","2021","50-59","London","Inner London - West","EO","1810","1755","30240","30110"
"In post","2021","50-59","London","Inner London - West","G6/G7","4250","4150","63100","61590"
"In post","2021","50-59","London","Inner London - West","SCS level","1120","1100","97470","86690"
"In post","2021","50-59","London","Inner London - West","SEO/HEO","3810","3745","40050","39770"
"In post","2021","50-59","London","Inner London - West","Unknown","50","50","40410","36580"
"In post","2021","50-59","London","Outer London - East and North East","AA/AO","395","365","26070","24890"
"In post","2021","50-59","London","Outer London - East and North East","EO","545","510","31120","31060"
"In post","2021","50-59","London","Outer London - East and North East","G6/G7","15","15","67390","65440"
"In post","2021","50-59","London","Outer London - East and North East","SEO/HEO","145","140","40040","39000"
"In post","2021","50-59","London","Outer London - East and North East","Unknown","75","75","35360","36580"
"In post","2021","50-59","London","Outer London - South","AA/AO","630","580","24380","25630"
"In post","2021","50-59","London","Outer London - South","EO","1100","1045","30220","29630"
"In post","2021","50-59","London","Outer London - South","G6/G7","580","570","64410","61960"
"In post","2021","50-59","London","Outer London - South","SCS level","35","35","94290","85490"
"In post","2021","50-59","London","Outer London - South","SEO/HEO","1200","1170","40070","39800"
"In post","2021","50-59","London","Outer London - South","Unknown","60","55","36460","35940"
"In post","2021","50-59","London","Outer London - West and North West","AA/AO","520","485","25140","25110"
"In post","2021","50-59","London","Outer London - West and North West","EO","1185","1070","30390","30840"
"In post","2021","50-59","London","Outer London - West and North West","G6/G7","200","190","61020","59120"
"In post","2021","50-59","London","Outer London - West and North West","SCS level","15","15","108760","115920"
"In post","2021","50-59","London","Outer London - West and North West","SEO/HEO","665","645","39620","38890"
"In post","2021","50-59","London","Outer London - West and North West","Unknown","55","50","35040","33410"
"In post","2021","50-59","North East (England)","Northumberland and Tyne and Wear","AA/AO","2795","2310","20810","21010"
"In post","2021","50-59","North East (England)","Northumberland and Tyne and Wear","EO","1440","1285","26960","27570"
"In post","2021","50-59","North East (England)","Northumberland and Tyne and Wear","G6/G7","595","580","54950","52580"
"In post","2021","50-59","North East (England)","Northumberland and Tyne and Wear","SCS level","50","45","90530","78770"
"In post","2021","50-59","North East (England)","Northumberland and Tyne and Wear","SEO/HEO","1310","1240","34960","34270"
"In post","2021","50-59","North East (England)","Northumberland and Tyne and Wear","Unknown","85","85","32170","28200"
"In post","2021","50-59","North East (England)","Tees Valley and Durham","AA/AO","1360","1200","23690","21430"
"In post","2021","50-59","North East (England)","Tees Valley and Durham","EO","855","780","27650","27570"
"In post","2021","50-59","North East (England)","Tees Valley and Durham","G6/G7","155","150","57040","54990"
"In post","2021","50-59","North East (England)","Tees Valley and Durham","SCS level","15","15","79230","75130"
"In post","2021","50-59","North East (England)","Tees Valley and Durham","SEO/HEO","590","565","36980","36480"
"In post","2021","50-59","North East (England)","Tees Valley and Durham","Unknown","80","75","31330","29200"
"In post","2021","50-59","North West (England)","Cheshire","AA/AO","360","320","23150","21010"
"In post","2021","50-59","North West (England)","Cheshire","EO","405","385","29170","27570"
"In post","2021","50-59","North West (England)","Cheshire","G6/G7","90","85","59120","57400"
"In post","2021","50-59","North West (England)","Cheshire","SCS level","5","5","[c]","[c]"
"In post","2021","50-59","North West (England)","Cheshire","SEO/HEO","280","270","40640","40210"
"In post","2021","50-59","North West (England)","Cheshire","Unknown","55","50","30170","29150"
"In post","2021","50-59","North West (England)","Cumbria","AA/AO","255","235","22160","21050"
"In post","2021","50-59","North West (England)","Cumbria","EO","210","200","26160","26520"
"In post","2021","50-59","North West (England)","Cumbria","G6/G7","35","30","56220","55610"
"In post","2021","50-59","North West (England)","Cumbria","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","North West (England)","Cumbria","SEO/HEO","110","110","35810","34290"
"In post","2021","50-59","North West (England)","Cumbria","Unknown","70","65","39990","37170"
"In post","2021","50-59","North West (England)","Greater Manchester","AA/AO","1740","1570","21520","21010"
"In post","2021","50-59","North West (England)","Greater Manchester","EO","1615","1510","27000","27570"
"In post","2021","50-59","North West (England)","Greater Manchester","G6/G7","700","685","58080","55430"
"In post","2021","50-59","North West (England)","Greater Manchester","SCS level","60","55","89320","81100"
"In post","2021","50-59","North West (England)","Greater Manchester","SEO/HEO","1435","1385","35810","34500"
"In post","2021","50-59","North West (England)","Greater Manchester","Unknown","190","180","32020","30210"
"In post","2021","50-59","North West (England)","Lancashire","AA/AO","1855","1650","22100","21010"
"In post","2021","50-59","North West (England)","Lancashire","EO","1550","1410","27610","27570"
"In post","2021","50-59","North West (England)","Lancashire","G6/G7","380","370","56970","53460"
"In post","2021","50-59","North West (England)","Lancashire","SCS level","25","25","82830","76340"
"In post","2021","50-59","North West (England)","Lancashire","SEO/HEO","990","945","35920","34290"
"In post","2021","50-59","North West (England)","Lancashire","Unknown","95","90","30580","30210"
"In post","2021","50-59","North West (England)","Merseyside","AA/AO","2020","1760","21200","21110"
"In post","2021","50-59","North West (England)","Merseyside","EO","1715","1555","26800","27370"
"In post","2021","50-59","North West (England)","Merseyside","G6/G7","540","530","57060","54310"
"In post","2021","50-59","North West (England)","Merseyside","SCS level","50","50","90880","84830"
"In post","2021","50-59","North West (England)","Merseyside","SEO/HEO","1280","1225","35660","34170"
"In post","2021","50-59","North West (England)","Merseyside","Unknown","95","90","30790","28200"
"In post","2021","50-59","Northern Ireland","Northern Ireland","AA/AO","500","470","20970","20310"
"In post","2021","50-59","Northern Ireland","Northern Ireland","EO","275","265","27520","27420"
"In post","2021","50-59","Northern Ireland","Northern Ireland","G6/G7","90","85","57830","53090"
"In post","2021","50-59","Northern Ireland","Northern Ireland","SCS level","10","10","[c]","[c]"
"In post","2021","50-59","Northern Ireland","Northern Ireland","SEO/HEO","330","325","35860","35000"
"In post","2021","50-59","Overseas","Overseas","AA/AO","20","20","22120","22010"
"In post","2021","50-59","Overseas","Overseas","EO","105","100","28390","27370"
"In post","2021","50-59","Overseas","Overseas","G6/G7","320","315","63490","63200"
"In post","2021","50-59","Overseas","Overseas","SCS level","110","110","90990","84620"
"In post","2021","50-59","Overseas","Overseas","SEO/HEO","380","380","42720","40120"
"In post","2021","50-59","Overseas","Overseas","Unknown","55","55","47860","47920"
"In post","2021","50-59","Scotland","Eastern Scotland","AA/AO","1565","1450","22170","21130"
"In post","2021","50-59","Scotland","Eastern Scotland","EO","1600","1505","29460","28130"
"In post","2021","50-59","Scotland","Eastern Scotland","G6/G7","825","800","64170","61010"
"In post","2021","50-59","Scotland","Eastern Scotland","SCS level","105","100","92030","83230"
"In post","2021","50-59","Scotland","Eastern Scotland","SEO/HEO","1560","1505","39800","38700"
"In post","2021","50-59","Scotland","Eastern Scotland","Unknown","10","10","45910","40200"
"In post","2021","50-59","Scotland","Highlands and Islands","AA/AO","290","270","22370","21020"
"In post","2021","50-59","Scotland","Highlands and Islands","EO","245","235","29130","27570"
"In post","2021","50-59","Scotland","Highlands and Islands","G6/G7","25","25","63060","61010"
"In post","2021","50-59","Scotland","Highlands and Islands","SEO/HEO","135","135","38350","36730"
"In post","2021","50-59","Scotland","Highlands and Islands","Unknown","5","5","[c]","[c]"
"In post","2021","50-59","Scotland","North Eastern Scotland","AA/AO","160","145","26020","22230"
"In post","2021","50-59","Scotland","North Eastern Scotland","EO","180","170","29920","27570"
"In post","2021","50-59","Scotland","North Eastern Scotland","G6/G7","65","60","67500","61010"
"In post","2021","50-59","Scotland","North Eastern Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Scotland","North Eastern Scotland","SEO/HEO","175","170","47860","39580"
"In post","2021","50-59","Scotland","Southern Scotland","AA/AO","715","610","21640","21400"
"In post","2021","50-59","Scotland","Southern Scotland","EO","595","535","27150","27570"
"In post","2021","50-59","Scotland","Southern Scotland","G6/G7","165","160","58250","56610"
"In post","2021","50-59","Scotland","Southern Scotland","SCS level","15","15","82990","81020"
"In post","2021","50-59","Scotland","Southern Scotland","SEO/HEO","435","415","35850","33930"
"In post","2021","50-59","Scotland","West Central Scotland","AA/AO","2195","1950","22500","21010"
"In post","2021","50-59","Scotland","West Central Scotland","EO","1765","1630","28720","27570"
"In post","2021","50-59","Scotland","West Central Scotland","G6/G7","490","485","62010","61010"
"In post","2021","50-59","Scotland","West Central Scotland","SCS level","45","45","87180","83230"
"In post","2021","50-59","Scotland","West Central Scotland","SEO/HEO","1320","1260","37940","35860"
"In post","2021","50-59","Scotland","West Central Scotland","Unknown","30","30","44290","46300"
"In post","2021","50-59","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","925","880","24940","22020"
"In post","2021","50-59","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","EO","760","730","29700","28640"
