"Status","Year","Age","Ethnicity","Region_ITL2","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Asian","Inner London - West","Westminster","10","10","[c]","[c]"
"In post","2021","16-19","Asian","Kent","East Kent","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Kent","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Kent","Medway","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Kent","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Lancashire","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Lancashire","Blackpool","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Lancashire","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Lancashire","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Lancashire","Mid Lancashire","5","5","[c]","[c]"
"In post","2021","16-19","Asian","Leicestershire, Rutland and Northamptonshire","Leicester","5","5","[c]","[c]"
"In post","2021","16-19","Asian","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Lincolnshire","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Merseyside","Liverpool","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Merseyside","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Merseyside","Wirral","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","North Eastern Scotland","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","North Yorkshire","York","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Northern Ireland","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Northumberland and Tyne and Wear","Sunderland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Northumberland and Tyne and Wear","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Outer London - East and North East","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Outer London - East and North East","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Outer London - East and North East","Enfield","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Outer London - East and North East","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Outer London - South","Croydon","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Outer London - West and North West","Barnet","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Outer London - West and North West","Brent","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Outer London - West and North West","Ealing","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Outer London - West and North West","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Outer London - West and North West","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Shropshire and Staffordshire","Shropshire CC","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Shropshire and Staffordshire","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Shropshire and Staffordshire","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","South Yorkshire","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","South Yorkshire","Sheffield","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Southern Scotland","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Southern Scotland","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Southern Scotland","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Southern Scotland","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Surrey, East and West Sussex","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Surrey, East and West Sussex","East Surrey","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Surrey, East and West Sussex","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Surrey, East and West Sussex","West Surrey","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Surrey, East and West Sussex","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Tees Valley and Durham","Durham CC","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Tees Valley and Durham","South Teesside","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","West Central Scotland","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","West Central Scotland","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","West Central Scotland","Inverclyde, East Renfrewshire and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","West Central Scotland","North Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","West Midlands","Birmingham","5","5","[c]","[c]"
"In post","2021","16-19","Asian","West Midlands","Coventry","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","West Midlands","Dudley","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","West Midlands","Solihull","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","West Midlands","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","West Wales and The Valleys","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","West Wales and The Valleys","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","West Wales and The Valleys","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","West Wales and The Valleys","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","West Wales and The Valleys","South West Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","West Wales and The Valleys","Swansea","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","West Yorkshire","Bradford","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","West Yorkshire","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","West Yorkshire","Leeds","5","5","[c]","[c]"
"In post","2021","16-19","Asian","West Yorkshire","Wakefield","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Bedfordshire and Hertfordshire","Bedford","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Bedfordshire and Hertfordshire","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Bedfordshire and Hertfordshire","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Cheshire","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Cheshire","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Cumbria","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Cumbria","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Derbyshire and Nottinghamshire","Derby","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Derbyshire and Nottinghamshire","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Derbyshire and Nottinghamshire","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Derbyshire and Nottinghamshire","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Derbyshire and Nottinghamshire","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Devon","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Devon","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Dorset and Somerset","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","East Anglia","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","East Anglia","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","East Anglia","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","East Anglia","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","East Anglia","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","East Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","East Wales","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","East Wales","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Eastern Scotland","Angus and Dundee City","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Eastern Scotland","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Eastern Scotland","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Eastern Scotland","Falkirk","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Eastern Scotland","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Eastern Scotland","West Lothian","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Essex","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Essex","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Essex","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Essex","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Essex","Thurrock","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Greater Manchester","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Greater Manchester","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Greater Manchester","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Greater Manchester","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Hampshire and Isle of Wight","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Hampshire and Isle of Wight","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Hampshire and Isle of Wight","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Hampshire and Isle of Wight","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Hampshire and Isle of Wight","Southampton","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Herefordshire, Worcestershire and Warwickshire","Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Herefordshire, Worcestershire and Warwickshire","Worcestershire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Highlands and Islands","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Highlands and Islands","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Highlands and Islands","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Highlands and Islands","Orkney Islands","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Inner London - East","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Inner London - East","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Inner London - East","Lambeth","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Inner London - East","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Inner London - East","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Inner London - West","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Inner London - West","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Inner London - West","Westminster","5","5","[c]","[c]"
"In post","2021","16-19","Black","Kent","East Kent","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Kent","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Kent","Medway","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Kent","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Lancashire","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Lancashire","Blackpool","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Lancashire","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Lancashire","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Lancashire","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Leicestershire, Rutland and Northamptonshire","Leicester","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Lincolnshire","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Merseyside","Liverpool","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Merseyside","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Merseyside","Wirral","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","North Eastern Scotland","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","North Yorkshire","York","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Northern Ireland","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Northumberland and Tyne and Wear","Sunderland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Northumberland and Tyne and Wear","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Outer London - East and North East","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Outer London - East and North East","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Outer London - East and North East","Enfield","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Outer London - East and North East","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Outer London - South","Croydon","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Outer London - West and North West","Barnet","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Outer London - West and North West","Brent","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Outer London - West and North West","Ealing","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Outer London - West and North West","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Outer London - West and North West","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Shropshire and Staffordshire","Shropshire CC","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Shropshire and Staffordshire","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Shropshire and Staffordshire","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","South Yorkshire","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","South Yorkshire","Sheffield","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Southern Scotland","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Southern Scotland","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Southern Scotland","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Southern Scotland","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Surrey, East and West Sussex","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Surrey, East and West Sussex","East Surrey","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Surrey, East and West Sussex","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Surrey, East and West Sussex","West Surrey","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Surrey, East and West Sussex","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Tees Valley and Durham","Durham CC","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Tees Valley and Durham","South Teesside","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","West Central Scotland","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","West Central Scotland","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","West Central Scotland","Inverclyde, East Renfrewshire and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","West Central Scotland","North Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","West Midlands","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","West Midlands","Coventry","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","West Midlands","Dudley","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","West Midlands","Solihull","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","West Midlands","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","West Wales and The Valleys","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","West Wales and The Valleys","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","West Wales and The Valleys","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","West Wales and The Valleys","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","West Wales and The Valleys","South West Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","West Wales and The Valleys","Swansea","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","West Yorkshire","Bradford","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","West Yorkshire","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","West Yorkshire","Leeds","[c]","[c]","[c]","[c]"
