"Status","Year","Profession_of_post","Region_ITL2","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Project Delivery","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","AO","15","15","22240","21870"
"In post","2021","Project Delivery","Berkshire, Buckinghamshire and Oxfordshire","EO","EO","65","65","26920","26670"
"In post","2021","Project Delivery","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","G6","15","15","66300","64220"
"In post","2021","Project Delivery","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","G7","55","50","56940","55620"
"In post","2021","Project Delivery","Berkshire, Buckinghamshire and Oxfordshire","SCS level","SCS level","10","10","[c]","[c]"
"In post","2021","Project Delivery","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","HEO","110","105","34130","33300"
"In post","2021","Project Delivery","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","SEO","90","85","41770","40580"
"In post","2021","Project Delivery","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Cheshire","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Cheshire","EO","EO","10","10","27930","27540"
"In post","2021","Project Delivery","Cheshire","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Cheshire","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","Project Delivery","Cheshire","SEO/HEO","HEO","20","20","34570","33300"
"In post","2021","Project Delivery","Cheshire","SEO/HEO","SEO","10","10","42390","43230"
"In post","2021","Project Delivery","Cornwall and Isles of Scilly","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Cornwall and Isles of Scilly","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Cornwall and Isles of Scilly","EO","EO","5","5","[c]","[c]"
"In post","2021","Project Delivery","Cornwall and Isles of Scilly","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Cornwall and Isles of Scilly","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2021","Project Delivery","Cornwall and Isles of Scilly","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Cornwall and Isles of Scilly","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Cumbria","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Cumbria","EO","EO","10","10","24630","25190"
"In post","2021","Project Delivery","Cumbria","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Cumbria","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","Project Delivery","Cumbria","SEO/HEO","HEO","20","15","32430","31150"
"In post","2021","Project Delivery","Cumbria","SEO/HEO","SEO","20","20","38480","37230"
"In post","2021","Project Delivery","Cumbria","Unknown","Unknown","45","45","45910","41920"
"In post","2021","Project Delivery","Derbyshire and Nottinghamshire","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Derbyshire and Nottinghamshire","EO","EO","20","20","25860","26350"
"In post","2021","Project Delivery","Derbyshire and Nottinghamshire","G6/G7","G6","15","15","63820","64670"
"In post","2021","Project Delivery","Derbyshire and Nottinghamshire","G6/G7","G7","55","55","51600","52580"
"In post","2021","Project Delivery","Derbyshire and Nottinghamshire","SCS level","SCS level","5","5","[c]","[c]"
"In post","2021","Project Delivery","Derbyshire and Nottinghamshire","SEO/HEO","HEO","40","35","31600","31810"
"In post","2021","Project Delivery","Derbyshire and Nottinghamshire","SEO/HEO","SEO","55","55","39440","38630"
"In post","2021","Project Delivery","Derbyshire and Nottinghamshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Devon","AA/AO","AO","10","10","21780","21580"
"In post","2021","Project Delivery","Devon","EO","EO","50","50","26340","26670"
"In post","2021","Project Delivery","Devon","G6/G7","G6","20","20","62470","60640"
"In post","2021","Project Delivery","Devon","G6/G7","G7","75","70","50230","48420"
"In post","2021","Project Delivery","Devon","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Devon","SEO/HEO","HEO","70","70","32660","32730"
"In post","2021","Project Delivery","Devon","SEO/HEO","SEO","120","115","39920","39650"
"In post","2021","Project Delivery","Devon","Unknown","Unknown","40","40","43620","41550"
"In post","2021","Project Delivery","Dorset and Somerset","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Dorset and Somerset","EO","EO","35","35","25890","26670"
"In post","2021","Project Delivery","Dorset and Somerset","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Dorset and Somerset","G6/G7","G7","15","15","51850","52210"
"In post","2021","Project Delivery","Dorset and Somerset","SEO/HEO","HEO","45","45","32630","33300"
"In post","2021","Project Delivery","Dorset and Somerset","SEO/HEO","SEO","55","55","40870","40580"
"In post","2021","Project Delivery","Dorset and Somerset","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","East Anglia","AA/AO","AO","15","15","21120","21130"
"In post","2021","Project Delivery","East Anglia","EO","EO","35","35","26650","26670"
"In post","2021","Project Delivery","East Anglia","G6/G7","G6","10","10","64030","64220"
"In post","2021","Project Delivery","East Anglia","G6/G7","G7","40","40","53970","54540"
"In post","2021","Project Delivery","East Anglia","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","East Anglia","SEO/HEO","HEO","110","105","32660","33300"
"In post","2021","Project Delivery","East Anglia","SEO/HEO","SEO","100","100","40140","40580"
"In post","2021","Project Delivery","East Wales","AA/AO","AO","10","10","21300","20970"
"In post","2021","Project Delivery","East Wales","EO","EO","45","40","26440","26670"
"In post","2021","Project Delivery","East Wales","G6/G7","G6","35","30","64040","63930"
"In post","2021","Project Delivery","East Wales","G6/G7","G7","100","95","52080","52060"
"In post","2021","Project Delivery","East Wales","SCS level","SCS level","10","10","89450","85430"
"In post","2021","Project Delivery","East Wales","SEO/HEO","HEO","70","70","31850","31810"
"In post","2021","Project Delivery","East Wales","SEO/HEO","SEO","100","95","39700","38630"
"In post","2021","Project Delivery","East Yorkshire and Northern Lincolnshire","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","East Yorkshire and Northern Lincolnshire","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","East Yorkshire and Northern Lincolnshire","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","East Yorkshire and Northern Lincolnshire","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","East Yorkshire and Northern Lincolnshire","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2021","Project Delivery","Eastern Scotland","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Eastern Scotland","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Eastern Scotland","EO","EO","30","30","27180","26670"
"In post","2021","Project Delivery","Eastern Scotland","G6/G7","G6","10","10","68380","65310"
"In post","2021","Project Delivery","Eastern Scotland","G6/G7","G7","40","35","54560","54070"
"In post","2021","Project Delivery","Eastern Scotland","SCS level","SCS level","5","5","[c]","[c]"
"In post","2021","Project Delivery","Eastern Scotland","SEO/HEO","HEO","60","60","33880","33300"
"In post","2021","Project Delivery","Eastern Scotland","SEO/HEO","SEO","55","50","41420","41730"
"In post","2021","Project Delivery","Eastern Scotland","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","Project Delivery","Essex","AA/AO","AO","5","5","[c]","[c]"
"In post","2021","Project Delivery","Essex","EO","EO","25","20","26450","26350"
"In post","2021","Project Delivery","Essex","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","Project Delivery","Essex","G6/G7","G7","25","20","51070","52580"
"In post","2021","Project Delivery","Essex","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Essex","SEO/HEO","HEO","40","35","35060","33300"
"In post","2021","Project Delivery","Essex","SEO/HEO","SEO","35","35","39500","38630"
"In post","2021","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","AO","35","35","20780","20920"
"In post","2021","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","EO","EO","495","475","25030","26280"
"In post","2021","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","G6","210","205","66470","65770"
"In post","2021","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","G7","715","700","52200","53930"
"In post","2021","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","SCS level","65","60","95830","86820"
"In post","2021","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","HEO","1025","985","31550","32780"
"In post","2021","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","SEO","1255","1210","40600","40580"
"In post","2021","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","Unknown","385","375","43360","40000"
"In post","2021","Project Delivery","Greater Manchester","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Greater Manchester","EO","EO","35","35","25940","26180"
"In post","2021","Project Delivery","Greater Manchester","G6/G7","G6","20","20","65200","64670"
"In post","2021","Project Delivery","Greater Manchester","G6/G7","G7","80","80","50940","52280"
"In post","2021","Project Delivery","Greater Manchester","SCS level","SCS level","10","10","[c]","[c]"
"In post","2021","Project Delivery","Greater Manchester","SEO/HEO","HEO","80","75","32400","32240"
"In post","2021","Project Delivery","Greater Manchester","SEO/HEO","SEO","95","90","38750","38630"
"In post","2021","Project Delivery","Hampshire and Isle of Wight","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Hampshire and Isle of Wight","AA/AO","AO","30","25","20870","20920"
"In post","2021","Project Delivery","Hampshire and Isle of Wight","EO","EO","140","135","26730","26670"
"In post","2021","Project Delivery","Hampshire and Isle of Wight","G6/G7","G6","55","55","64370","64220"
"In post","2021","Project Delivery","Hampshire and Isle of Wight","G6/G7","G7","200","195","52120","54540"
"In post","2021","Project Delivery","Hampshire and Isle of Wight","SCS level","SCS level","10","10","79850","76420"
"In post","2021","Project Delivery","Hampshire and Isle of Wight","SEO/HEO","HEO","355","345","32700","33300"
"In post","2021","Project Delivery","Hampshire and Isle of Wight","SEO/HEO","SEO","380","375","40100","40580"
"In post","2021","Project Delivery","Hampshire and Isle of Wight","Unknown","Unknown","20","20","46690","45640"
"In post","2021","Project Delivery","Herefordshire, Worcestershire and Warwickshire","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Herefordshire, Worcestershire and Warwickshire","EO","EO","10","5","[c]","[c]"
"In post","2021","Project Delivery","Herefordshire, Worcestershire and Warwickshire","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","HEO","15","10","30040","30400"
"In post","2021","Project Delivery","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","SEO","15","15","36550","36210"
"In post","2021","Project Delivery","Highlands and Islands","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Highlands and Islands","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Highlands and Islands","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Highlands and Islands","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Highlands and Islands","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Highlands and Islands","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Inner London - East","AA/AO","AO","25","25","23430","22860"
"In post","2021","Project Delivery","Inner London - East","EO","EO","80","75","29300","29570"
"In post","2021","Project Delivery","Inner London - East","G6/G7","G6","100","95","75910","75140"
"In post","2021","Project Delivery","Inner London - East","G6/G7","G7","180","175","57810","59160"
"In post","2021","Project Delivery","Inner London - East","SCS level","SCS level","75","70","105080","98940"
"In post","2021","Project Delivery","Inner London - East","SEO/HEO","HEO","150","145","35510","34870"
"In post","2021","Project Delivery","Inner London - East","SEO/HEO","SEO","90","90","42740","41760"
"In post","2021","Project Delivery","Inner London - West","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Inner London - West","AA/AO","AO","20","20","25380","25430"
"In post","2021","Project Delivery","Inner London - West","EO","EO","190","185","28910","29170"
"In post","2021","Project Delivery","Inner London - West","G6/G7","G6","265","260","68020","67970"
"In post","2021","Project Delivery","Inner London - West","G6/G7","G7","625","610","56350","56400"
"In post","2021","Project Delivery","Inner London - West","SCS level","SCS level","170","170","90390","84020"
"In post","2021","Project Delivery","Inner London - West","SEO/HEO","HEO","515","510","35370","35060"
"In post","2021","Project Delivery","Inner London - West","SEO/HEO","SEO","510","505","42470","42410"
"In post","2021","Project Delivery","Inner London - West","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Kent","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Kent","EO","EO","5","5","[c]","[c]"
"In post","2021","Project Delivery","Kent","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Kent","G6/G7","G7","15","15","48140","46720"
"In post","2021","Project Delivery","Kent","SEO/HEO","HEO","20","20","31470","31130"
"In post","2021","Project Delivery","Kent","SEO/HEO","SEO","20","20","38480","37670"
"In post","2021","Project Delivery","Lancashire","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Lancashire","AA/AO","AO","15","15","21140","21130"
"In post","2021","Project Delivery","Lancashire","EO","EO","40","35","26090","26350"
"In post","2021","Project Delivery","Lancashire","G6/G7","G6","20","20","60960","64670"
"In post","2021","Project Delivery","Lancashire","G6/G7","G7","50","45","51860","52580"
"In post","2021","Project Delivery","Lancashire","SCS level","SCS level","10","10","76590","71400"
"In post","2021","Project Delivery","Lancashire","SEO/HEO","HEO","80","75","32130","31810"
"In post","2021","Project Delivery","Lancashire","SEO/HEO","SEO","85","80","38590","38630"
"In post","2021","Project Delivery","Leicestershire, Rutland and Northamptonshire","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Leicestershire, Rutland and Northamptonshire","EO","EO","10","10","[c]","[c]"
"In post","2021","Project Delivery","Leicestershire, Rutland and Northamptonshire","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Leicestershire, Rutland and Northamptonshire","G6/G7","G7","10","10","[c]","[c]"
"In post","2021","Project Delivery","Leicestershire, Rutland and Northamptonshire","SEO/HEO","HEO","10","10","32700","33300"
"In post","2021","Project Delivery","Leicestershire, Rutland and Northamptonshire","SEO/HEO","SEO","15","15","37470","38550"
"In post","2021","Project Delivery","Lincolnshire","AA/AO","AO","15","10","20990","20920"
"In post","2021","Project Delivery","Lincolnshire","EO","EO","35","35","26900","26670"
"In post","2021","Project Delivery","Lincolnshire","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Lincolnshire","G6/G7","G7","10","10","[c]","[c]"
"In post","2021","Project Delivery","Lincolnshire","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Lincolnshire","SEO/HEO","HEO","35","35","33730","33300"
"In post","2021","Project Delivery","Lincolnshire","SEO/HEO","SEO","30","25","40660","40780"
"In post","2021","Project Delivery","Lincolnshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Merseyside","AA/AO","AO","20","15","21670","22160"
"In post","2021","Project Delivery","Merseyside","EO","EO","60","55","25790","25560"
"In post","2021","Project Delivery","Merseyside","G6/G7","G6","45","45","63250","64670"
"In post","2021","Project Delivery","Merseyside","G6/G7","G7","130","125","51200","52580"
"In post","2021","Project Delivery","Merseyside","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Merseyside","SEO/HEO","HEO","145","140","31220","31810"
"In post","2021","Project Delivery","Merseyside","SEO/HEO","SEO","190","185","38130","38630"
"In post","2021","Project Delivery","North Eastern Scotland","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","North Yorkshire","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","North Yorkshire","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","North Yorkshire","EO","EO","30","30","26820","26670"
"In post","2021","Project Delivery","North Yorkshire","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","Project Delivery","North Yorkshire","G6/G7","G7","20","20","51420","51240"
"In post","2021","Project Delivery","North Yorkshire","SEO/HEO","HEO","55","50","33180","33300"
"In post","2021","Project Delivery","North Yorkshire","SEO/HEO","SEO","40","40","38310","39850"
"In post","2021","Project Delivery","Northern Ireland","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Northern Ireland","EO","EO","15","15","27550","27420"
"In post","2021","Project Delivery","Northern Ireland","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Northern Ireland","G6/G7","G7","15","15","52990","52580"
"In post","2021","Project Delivery","Northern Ireland","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Northern Ireland","SEO/HEO","HEO","25","25","33600","34050"
"In post","2021","Project Delivery","Northern Ireland","SEO/HEO","SEO","15","15","36880","38090"
"In post","2021","Project Delivery","Northumberland and Tyne and Wear","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Northumberland and Tyne and Wear","EO","EO","65","55","25950","25560"
"In post","2021","Project Delivery","Northumberland and Tyne and Wear","G6/G7","G6","60","55","61400","64670"
"In post","2021","Project Delivery","Northumberland and Tyne and Wear","G6/G7","G7","210","200","49960","52580"
"In post","2021","Project Delivery","Northumberland and Tyne and Wear","SCS level","SCS level","10","10","77810","74500"
"In post","2021","Project Delivery","Northumberland and Tyne and Wear","SEO/HEO","HEO","185","175","31400","31810"
"In post","2021","Project Delivery","Northumberland and Tyne and Wear","SEO/HEO","SEO","285","275","37950","38630"
"In post","2021","Project Delivery","Outer London - East and North East","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Outer London - East and North East","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Outer London - East and North East","SEO/HEO","HEO","20","20","37850","37940"
"In post","2021","Project Delivery","Outer London - East and North East","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Outer London - South","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Outer London - South","EO","EO","45","45","28990","28810"
"In post","2021","Project Delivery","Outer London - South","G6/G7","G6","65","65","71500","70820"
"In post","2021","Project Delivery","Outer London - South","G6/G7","G7","145","145","58320","57680"
"In post","2021","Project Delivery","Outer London - South","SCS level","SCS level","10","10","[c]","[c]"
"In post","2021","Project Delivery","Outer London - South","SEO/HEO","HEO","115","110","35290","35070"
"In post","2021","Project Delivery","Outer London - South","SEO/HEO","SEO","165","160","42880","42100"
"In post","2021","Project Delivery","Outer London - South","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Outer London - West and North West","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Outer London - West and North West","EO","EO","10","10","30240","31000"
"In post","2021","Project Delivery","Outer London - West and North West","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Outer London - West and North West","G6/G7","G7","10","10","[c]","[c]"
"In post","2021","Project Delivery","Outer London - West and North West","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Outer London - West and North West","SEO/HEO","HEO","25","25","36110","36150"
"In post","2021","Project Delivery","Outer London - West and North West","SEO/HEO","SEO","15","15","44180","43700"
"In post","2021","Project Delivery","Overseas","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Overseas","EO","EO","15","15","27930","26800"
"In post","2021","Project Delivery","Overseas","G6/G7","G6","10","10","68880","66680"
"In post","2021","Project Delivery","Overseas","G6/G7","G7","45","45","55520","55260"
"In post","2021","Project Delivery","Overseas","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Overseas","SEO/HEO","HEO","35","35","36690","35640"
"In post","2021","Project Delivery","Overseas","SEO/HEO","SEO","45","45","45080","44650"
"In post","2021","Project Delivery","Overseas","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","Project Delivery","Shropshire and Staffordshire","AA/AO","AO","15","15","21350","20920"
"In post","2021","Project Delivery","Shropshire and Staffordshire","EO","EO","70","65","26550","26670"
"In post","2021","Project Delivery","Shropshire and Staffordshire","G6/G7","G6","25","25","64580","64670"
"In post","2021","Project Delivery","Shropshire and Staffordshire","G6/G7","G7","60","60","51930","52580"
"In post","2021","Project Delivery","Shropshire and Staffordshire","SCS level","SCS level","5","5","[c]","[c]"
"In post","2021","Project Delivery","Shropshire and Staffordshire","SEO/HEO","HEO","95","95","33060","33300"
"In post","2021","Project Delivery","Shropshire and Staffordshire","SEO/HEO","SEO","110","105","39470","40480"
"In post","2021","Project Delivery","South Yorkshire","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","South Yorkshire","EO","EO","10","10","25300","25040"
"In post","2021","Project Delivery","South Yorkshire","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","South Yorkshire","G6/G7","G7","30","30","52070","52070"
"In post","2021","Project Delivery","South Yorkshire","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","South Yorkshire","SEO/HEO","HEO","25","25","30510","30820"
"In post","2021","Project Delivery","South Yorkshire","SEO/HEO","SEO","30","30","38450","37560"
"In post","2021","Project Delivery","Southern Scotland","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Southern Scotland","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Southern Scotland","EO","EO","25","20","26100","26120"
"In post","2021","Project Delivery","Southern Scotland","G6/G7","G6","10","10","[c]","[c]"
"In post","2021","Project Delivery","Southern Scotland","G6/G7","G7","35","35","50230","52410"
"In post","2021","Project Delivery","Southern Scotland","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Southern Scotland","SEO/HEO","HEO","70","70","33380","33930"
"In post","2021","Project Delivery","Southern Scotland","SEO/HEO","SEO","45","40","38310","38630"
"In post","2021","Project Delivery","Surrey, East and West Sussex","AA/AO","AO","5","5","[c]","[c]"
"In post","2021","Project Delivery","Surrey, East and West Sussex","EO","EO","20","20","27630","26720"
"In post","2021","Project Delivery","Surrey, East and West Sussex","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Surrey, East and West Sussex","G6/G7","G7","10","10","51160","52580"
"In post","2021","Project Delivery","Surrey, East and West Sussex","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Surrey, East and West Sussex","SEO/HEO","HEO","30","30","33320","33300"
"In post","2021","Project Delivery","Surrey, East and West Sussex","SEO/HEO","SEO","20","20","40520","40580"
"In post","2021","Project Delivery","Tees Valley and Durham","AA/AO","AO","5","5","[c]","[c]"
"In post","2021","Project Delivery","Tees Valley and Durham","EO","EO","10","10","25960","24970"
"In post","2021","Project Delivery","Tees Valley and Durham","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Tees Valley and Durham","G6/G7","G7","10","10","54990","54690"
"In post","2021","Project Delivery","Tees Valley and Durham","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Tees Valley and Durham","SEO/HEO","HEO","20","20","30390","30830"
"In post","2021","Project Delivery","Tees Valley and Durham","SEO/HEO","SEO","15","15","38240","38280"
"In post","2021","Project Delivery","Unknown","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Unknown","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Unknown","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2021","Project Delivery","Unknown","SEO/HEO","SEO","10","10","42950","44850"
"In post","2021","Project Delivery","Unknown","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","Project Delivery","West Central Scotland","AA/AO","AO","5","5","[c]","[c]"
"In post","2021","Project Delivery","West Central Scotland","EO","EO","25","25","26510","26670"
"In post","2021","Project Delivery","West Central Scotland","G6/G7","G6","10","10","67380","66250"
"In post","2021","Project Delivery","West Central Scotland","G6/G7","G7","40","40","52910","52580"
"In post","2021","Project Delivery","West Central Scotland","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","West Central Scotland","SEO/HEO","HEO","55","55","32600","31810"
"In post","2021","Project Delivery","West Central Scotland","SEO/HEO","SEO","75","75","39150","38630"
"In post","2021","Project Delivery","West Central Scotland","Unknown","Unknown","30","30","33150","26670"
"In post","2021","Project Delivery","West Midlands","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","West Midlands","EO","EO","40","40","25760","25870"
"In post","2021","Project Delivery","West Midlands","G6/G7","G6","25","25","64460","63550"
"In post","2021","Project Delivery","West Midlands","G6/G7","G7","75","75","51350","52430"
"In post","2021","Project Delivery","West Midlands","SCS level","SCS level","5","5","[c]","[c]"
"In post","2021","Project Delivery","West Midlands","SEO/HEO","HEO","65","60","32070","31810"
"In post","2021","Project Delivery","West Midlands","SEO/HEO","SEO","100","100","39540","38630"
"In post","2021","Project Delivery","West Wales and The Valleys","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","West Wales and The Valleys","AA/AO","AO","5","5","[c]","[c]"
"In post","2021","Project Delivery","West Wales and The Valleys","EO","EO","25","25","26780","26670"
"In post","2021","Project Delivery","West Wales and The Valleys","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","Project Delivery","West Wales and The Valleys","G6/G7","G7","25","25","52030","50610"
"In post","2021","Project Delivery","West Wales and The Valleys","SEO/HEO","HEO","45","40","33040","32180"
"In post","2021","Project Delivery","West Wales and The Valleys","SEO/HEO","SEO","50","50","40970","40580"
"In post","2021","Project Delivery","West Yorkshire","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","West Yorkshire","EO","EO","30","30","24790","25560"
"In post","2021","Project Delivery","West Yorkshire","G6/G7","G6","20","20","63150","64670"
"In post","2021","Project Delivery","West Yorkshire","G6/G7","G7","60","60","51540","52580"
"In post","2021","Project Delivery","West Yorkshire","SCS level","SCS level","5","5","[c]","[c]"
"In post","2021","Project Delivery","West Yorkshire","SEO/HEO","HEO","60","60","31170","31810"
"In post","2021","Project Delivery","West Yorkshire","SEO/HEO","SEO","70","70","37820","38630"
"In post","2021","Property","Bedfordshire and Hertfordshire","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Property","Bedfordshire and Hertfordshire","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Bedfordshire and Hertfordshire","EO","EO","10","10","[c]","[c]"
"In post","2021","Property","Bedfordshire and Hertfordshire","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Property","Bedfordshire and Hertfordshire","SEO/HEO","HEO","10","10","35710","35480"
"In post","2021","Property","Bedfordshire and Hertfordshire","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
