"Status","Year","Function_of_post","Organisation","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Human Resources","Ministry of Defence (excl. agencies)","Outside London","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Ministry of Defence (excl. agencies)","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Ministry of Defence (excl. agencies)","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Ministry of Housing, Communities and Local Government (excl. agencies)","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Ministry of Housing, Communities and Local Government (excl. agencies)","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Ministry of Housing, Communities and Local Government (excl. agencies)","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Ministry of Housing, Communities and Local Government (excl. agencies)","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Ministry of Justice (excl. agencies)","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Ministry of Justice (excl. agencies)","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Ministry of Justice (excl. agencies)","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Ministry of Justice (excl. agencies)","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","National Crime Agency","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","National Crime Agency","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","National Crime Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","National Crime Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","National Savings and Investments","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","National Savings and Investments","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Northern Ireland Office","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Northern Ireland Office","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Office for Standards in Education, Children's Services and Skills","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Office for Standards in Education, Children's Services and Skills","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Office of Gas and Electricity Markets","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Office of Gas and Electricity Markets","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Office of Gas and Electricity Markets","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Office of Gas and Electricity Markets","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Office of Qualifications and Examinations Regulation","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Office of Qualifications and Examinations Regulation","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Office of Rail and Road","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Office of Rail and Road","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Public Health England","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Public Health England","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Public Health England","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Public Health England","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Scottish Courts and Tribunals Service","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Scottish Courts and Tribunals Service","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Scottish Prison Service","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Scottish Prison Service","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Submarine Delivery Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Submarine Delivery Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","UK Export Finance","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","UK Export Finance","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","UK Hydrographic Office","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","UK Hydrographic Office","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","United Kingdom Statistics Authority","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","United Kingdom Statistics Authority","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","United Kingdom Statistics Authority","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","United Kingdom Statistics Authority","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Valuation Office Agency","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Valuation Office Agency","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Valuation Office Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Valuation Office Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Water Services Regulation Authority","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Water Services Regulation Authority","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Wilton Park","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Wilton Park","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Government Internal Audit Agency","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Government Internal Audit Agency","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Government Internal Audit Agency","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Government Internal Audit Agency","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","HM Prison and Probation Service","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","HM Prison and Probation Service","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Maritime and Coastguard Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Maritime and Coastguard Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Ministry of Defence (excl. agencies)","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Ministry of Defence (excl. agencies)","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Ministry of Defence (excl. agencies)","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Ministry of Defence (excl. agencies)","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Scottish Prison Service","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Scottish Prison Service","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","UK Export Finance","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","UK Export Finance","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","UK Hydrographic Office","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","UK Hydrographic Office","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","United Kingdom Statistics Authority","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","United Kingdom Statistics Authority","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Wilton Park","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Wilton Park","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Attorney General's Office","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Attorney General's Office","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Cabinet Office (excl. agencies)","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Cabinet Office (excl. agencies)","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Competition and Markets Authority","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Competition and Markets Authority","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Crown Office and Procurator Fiscal Service","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Crown Office and Procurator Fiscal Service","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Crown Prosecution Service","London","Female","35","[c]","45520","40800"
"Leaver CS","2021","Legal","Crown Prosecution Service","London","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Crown Prosecution Service","Outside London","Female","115","[c]","39800","38760"
"Leaver CS","2021","Legal","Crown Prosecution Service","Outside London","Male","75","[c]","47560","55610"
"Leaver CS","2021","Legal","Crown Prosecution Service Inspectorate","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Crown Prosecution Service Inspectorate","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Crown Prosecution Service Inspectorate","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Crown Prosecution Service Inspectorate","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Defence Science and Technology Laboratory","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Defence Science and Technology Laboratory","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","FCDO Services","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","FCDO Services","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","FCDO Services","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","FCDO Services","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Government Legal Department","London","Female","60","[c]","54870","51830"
"Leaver CS","2021","Legal","Government Legal Department","London","Male","40","[c]","57930","55110"
"Leaver CS","2021","Legal","Government Legal Department","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Government Legal Department","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","HM Courts and Tribunals Service","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Legal","HM Courts and Tribunals Service","London","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Legal","HM Courts and Tribunals Service","Outside London","Female","50","[c]","40610","43460"
"Leaver CS","2021","Legal","HM Courts and Tribunals Service","Outside London","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Legal","HM Land Registry","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","HM Land Registry","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","HM Land Registry","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Legal","HM Land Registry","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Legal Aid Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Legal Aid Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Ministry of Justice (excl. agencies)","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Ministry of Justice (excl. agencies)","London","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Legal","National Crime Agency","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","National Crime Agency","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Office for Standards in Education, Children's Services and Skills","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Office for Standards in Education, Children's Services and Skills","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Office of Gas and Electricity Markets","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Office of Gas and Electricity Markets","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Office of the Public Guardian","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Office of the Public Guardian","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Scottish Courts and Tribunals Service","Outside London","Female","55","[c]","28260","22820"
"Leaver CS","2021","Legal","Scottish Courts and Tribunals Service","Outside London","Male","50","[c]","27050","21610"
"Leaver CS","2021","Legal","Serious Fraud Office","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Serious Fraud Office","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","UK Export Finance","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","UK Export Finance","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","UK Supreme Court","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Legal","UK Supreme Court","London","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Water Services Regulation Authority","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Water Services Regulation Authority","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Welsh Revenue Authority","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Welsh Revenue Authority","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Advisory, Conciliation and Arbitration Service","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Advisory, Conciliation and Arbitration Service","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Advisory, Conciliation and Arbitration Service","Outside London","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","No function","Advisory, Conciliation and Arbitration Service","Outside London","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","No function","Animal and Plant Health Agency","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Animal and Plant Health Agency","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Animal and Plant Health Agency","Outside London","Female","80","[c]","27960","24370"
"Leaver CS","2021","No function","Animal and Plant Health Agency","Outside London","Male","55","[c]","28920","24920"
"Leaver CS","2021","No function","Cabinet Office (excl. agencies)","London","Female","35","[c]","42180","30710"
"Leaver CS","2021","No function","Cabinet Office (excl. agencies)","London","Male","35","[c]","55010","39660"
"Leaver CS","2021","No function","Cabinet Office (excl. agencies)","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Cabinet Office (excl. agencies)","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Cabinet Office (excl. agencies)","Unknown","Female","30","[c]","[c]","[c]"
"Leaver CS","2021","No function","Cabinet Office (excl. agencies)","Unknown","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","No function","Centre for Environment, Fisheries and Aquaculture Science","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Centre for Environment, Fisheries and Aquaculture Science","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Charity Commission","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Charity Commission","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Companies House","Outside London","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","No function","Companies House","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Criminal Injuries Compensation Authority","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Criminal Injuries Compensation Authority","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Crown Commercial Service","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Crown Commercial Service","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Crown Office and Procurator Fiscal Service","Outside London","Female","40","[c]","23790","22220"
"Leaver CS","2021","No function","Crown Office and Procurator Fiscal Service","Outside London","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","No function","Defence Science and Technology Laboratory","Outside London","Female","35","[c]","27450","24560"
"Leaver CS","2021","No function","Defence Science and Technology Laboratory","Outside London","Male","105","[c]","28220","26480"
"Leaver CS","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Female","55","[c]","50220","52300"
"Leaver CS","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Male","90","[c]","54580","52080"
"Leaver CS","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Digital, Culture, Media and Sport","London","Female","35","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Digital, Culture, Media and Sport","London","Male","30","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Female","60","[c]","33920","28170"
"Leaver CS","2021","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Male","60","[c]","42590","34810"
"Leaver CS","2021","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for International Trade","London","Female","35","[c]","32410","18200"
"Leaver CS","2021","No function","Department for International Trade","London","Male","40","[c]","40750","32250"
"Leaver CS","2021","No function","Department for International Trade","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for International Trade","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Transport (excl. agencies)","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Transport (excl. agencies)","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Driver and Vehicle Licensing Agency","Outside London","Female","145","[c]","20970","21590"
"Leaver CS","2021","No function","Driver and Vehicle Licensing Agency","Outside London","Male","85","[c]","21470","21590"
"Leaver CS","2021","No function","Driver and Vehicle Standards Agency","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Driver and Vehicle Standards Agency","London","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","No function","Driver and Vehicle Standards Agency","Outside London","Female","55","[c]","25280","25640"
"Leaver CS","2021","No function","Driver and Vehicle Standards Agency","Outside London","Male","125","[c]","28370","26740"
"Leaver CS","2021","No function","ESTYN","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","ESTYN","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Food Standards Agency","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Food Standards Agency","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Food Standards Agency","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Food Standards Agency","Outside London","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","No function","Foreign, Commonwealth and Development Office (excl. agencies)","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Foreign, Commonwealth and Development Office (excl. agencies)","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Government Internal Audit Agency","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Government Internal Audit Agency","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Government Internal Audit Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Government Internal Audit Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Health and Safety Executive","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Health and Safety Executive","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Health and Safety Executive","Outside London","Female","50","[c]","35520","30820"
"Leaver CS","2021","No function","Health and Safety Executive","Outside London","Male","50","[c]","49270","45240"
"Leaver CS","2021","No function","HM Courts and Tribunals Service","London","Female","170","[c]","24480","22680"
"Leaver CS","2021","No function","HM Courts and Tribunals Service","London","Male","100","[c]","24240","22680"
"Leaver CS","2021","No function","HM Courts and Tribunals Service","Outside London","Female","630","[c]","20290","19830"
"Leaver CS","2021","No function","HM Courts and Tribunals Service","Outside London","Male","335","[c]","20170","19930"
"Leaver CS","2021","No function","HM Courts and Tribunals Service","Unknown","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","HM Courts and Tribunals Service","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","HM Land Registry","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","HM Land Registry","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","HM Land Registry","Outside London","Female","115","[c]","27260","27130"
"Leaver CS","2021","No function","HM Land Registry","Outside London","Male","75","[c]","27700","27130"
"Leaver CS","2021","No function","HM Prison and Probation Service","London","Female","230","[c]","[c]","[c]"
"Leaver CS","2021","No function","HM Prison and Probation Service","London","Male","215","[c]","[c]","[c]"
"Leaver CS","2021","No function","HM Prison and Probation Service","Outside London","Female","1655","[c]","[c]","[c]"
"Leaver CS","2021","No function","HM Prison and Probation Service","Outside London","Male","2005","[c]","33880","31650"
"Leaver CS","2021","No function","HM Treasury (excl. agencies)","London","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","No function","HM Treasury (excl. agencies)","London","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","No function","Insolvency Service","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Insolvency Service","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Insolvency Service","Outside London","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","No function","Insolvency Service","Outside London","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","No function","Institute for Apprenticeships and Technical Education","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Institute for Apprenticeships and Technical Education","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Institute for Apprenticeships and Technical Education","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Institute for Apprenticeships and Technical Education","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Legal Aid Agency","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Legal Aid Agency","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Legal Aid Agency","Outside London","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","No function","Legal Aid Agency","Outside London","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","No function","Legal Aid Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Legal Aid Agency","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Maritime and Coastguard Agency","Outside London","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","No function","Maritime and Coastguard Agency","Outside London","Male","60","[c]","41610","38850"
"Leaver CS","2021","No function","Medicines and Healthcare Products Regulatory Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Medicines and Healthcare Products Regulatory Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Medicines and Healthcare Products Regulatory Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Ministry of Housing, Communities and Local Government (excl. agencies)","London","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","No function","Ministry of Housing, Communities and Local Government (excl. agencies)","London","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","No function","Ministry of Housing, Communities and Local Government (excl. agencies)","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Ministry of Housing, Communities and Local Government (excl. agencies)","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Ministry of Justice (excl. agencies)","London","Female","30","[c]","34770","31870"
"Leaver CS","2021","No function","Ministry of Justice (excl. agencies)","London","Male","30","[c]","[c]","[c]"
"Leaver CS","2021","No function","Ministry of Justice (excl. agencies)","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Ministry of Justice (excl. agencies)","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","National Crime Agency","London","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","No function","National Crime Agency","London","Male","40","[c]","47340","41220"
"Leaver CS","2021","No function","National Crime Agency","Outside London","Female","30","[c]","[c]","[c]"
"Leaver CS","2021","No function","National Crime Agency","Outside London","Male","60","[c]","41510","40210"
"Leaver CS","2021","No function","National Crime Agency","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","National Crime Agency","Overseas","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","National Crime Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","National Crime Agency","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","National Infrastructure Commission","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","National Infrastructure Commission","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","National Savings and Investments","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","National Savings and Investments","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","National Savings and Investments","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","National Savings and Investments","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Northern Ireland Office","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Northern Ireland Office","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Northern Ireland Office","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Northern Ireland Office","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office for Standards in Education, Children's Services and Skills","London","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office for Standards in Education, Children's Services and Skills","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office for Standards in Education, Children's Services and Skills","Outside London","Female","55","[c]","47270","51360"
"Leaver CS","2021","No function","Office for Standards in Education, Children's Services and Skills","Outside London","Male","35","[c]","57840","75500"
"Leaver CS","2021","No function","Office of Gas and Electricity Markets","London","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office of Gas and Electricity Markets","London","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office of Gas and Electricity Markets","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office of Gas and Electricity Markets","Outside London","Male","15","[c]","[c]","[c]"
