"Status","Year","Profession_of_post","Region_ITL3","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Property","East Kent","Outside London","55","55","32880","32110"
"In post","2021","Property","East Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Property","East Riding of Yorkshire","Outside London","10","10","25880","23710"
"In post","2021","Property","East Surrey","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Property","East Sussex CC","Outside London","30","25","35080","31180"
"In post","2021","Property","Essex Haven Gateway","Outside London","65","65","33020","30550"
"In post","2021","Property","Falkirk","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Property","Fermanagh and Omagh","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Property","Flintshire and Wrexham","Outside London","55","55","39120","41610"
"In post","2021","Property","Glasgow City","Outside London","55","55","31580","26670"
"In post","2021","Property","Gloucestershire","Outside London","35","30","34090","33300"
"In post","2021","Property","Greater Manchester North East","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Property","Greater Manchester North West","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Property","Greater Manchester South East","Outside London","5","5","[c]","[c]"
"In post","2021","Property","Greater Manchester South West","Outside London","10","10","31660","32710"
"In post","2021","Property","Gwent Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Property","Gwynedd","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Property","Hackney and Newham","London","[c]","[c]","[c]","[c]"
"In post","2021","Property","Haringey and Islington","London","[c]","[c]","[c]","[c]"
"In post","2021","Property","Harrow and Hillingdon","London","25","20","35120","36140"
"In post","2021","Property","Hartlepool and Stockton-on-Tees","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Property","Heart of Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Property","Herefordshire, County of","Outside London","10","10","21350","18760"
"In post","2021","Property","Hertfordshire","Outside London","15","15","31470","27740"
"In post","2021","Property","Hounslow and Richmond upon Thames","London","15","15","36790","34450"
"In post","2021","Property","Inverclyde, East Renfrewshire and Renfrewshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Property","Inverness and Nairn and Moray, Badenoch and Strathspey","Outside London","35","35","33530","33300"
"In post","2021","Property","Isle of Anglesey","Outside London","5","5","[c]","[c]"
"In post","2021","Property","Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Property","Kensington & Chelsea and Hammersmith & Fulham","London","[c]","[c]","[c]","[c]"
"In post","2021","Property","Kingston upon Hull, City of","Outside London","55","50","32770","30550"
"In post","2021","Property","Lambeth","London","30","30","42170","35500"
"In post","2021","Property","Lancaster and Wyre","Outside London","30","25","32790","30990"
"In post","2021","Property","Leeds","Outside London","175","165","38250","32390"
"In post","2021","Property","Leicester","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Property","Leicestershire CC and Rutland","Outside London","80","75","20380","18760"
"In post","2021","Property","Lewisham and Southwark","London","[c]","[c]","[c]","[c]"
"In post","2021","Property","Lincolnshire","Outside London","70","70","27370","26670"
"In post","2021","Property","Lisburn and Castlereagh","Outside London","45","45","37630","37210"
"In post","2021","Property","Liverpool","Outside London","20","20","28860","27400"
"In post","2021","Property","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Property","Luton","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Property","Manchester","Outside London","220","215","41540","36960"
"In post","2021","Property","Medway","Outside London","5","5","[c]","[c]"
"In post","2021","Property","Merton, Kingston upon Thames and Sutton","London","[c]","[c]","[c]","[c]"
"In post","2021","Property","Mid and East Antrim","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Property","Mid Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Property","Mid Lancashire","Outside London","55","50","34290","32550"
"In post","2021","Property","Milton Keynes","Outside London","185","185","35820","33510"
"In post","2021","Property","Monmouthshire and Newport","Outside London","10","10","34910","36030"
"In post","2021","Property","Newry, Mourne and Down","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Property","North and North East Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Property","North and West Norfolk","Outside London","15","15","24870","26670"
"In post","2021","Property","North Hampshire","Outside London","35","35","31700","33300"
"In post","2021","Property","North Lanarkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Property","North Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Property","North Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Property","North Yorkshire CC","Outside London","120","115","31920","33300"
"In post","2021","Property","Northumberland","Outside London","15","10","29040","33300"
"In post","2021","Property","Norwich and East Norfolk","Outside London","30","30","34000","32100"
"In post","2021","Property","Nottingham","Outside London","280","260","39440","38630"
"In post","2021","Property","Orkney Islands","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Property","Overseas","Overseas","195","195","39120","36460"
"In post","2021","Property","Oxfordshire","Outside London","95","90","33170","33000"
"In post","2021","Property","Perth and Kinross and Stirling","Outside London","15","15","23120","17230"
"In post","2021","Property","Peterborough","Outside London","20","20","31820","31250"
"In post","2021","Property","Plymouth","Outside London","100","95","35220","33300"
"In post","2021","Property","Portsmouth","Outside London","110","105","33660","33300"
"In post","2021","Property","Powys","Outside London","40","35","32990","33300"
"In post","2021","Property","Redbridge and Waltham Forest","London","[c]","[c]","[c]","[c]"
"In post","2021","Property","Sandwell","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Property","Scottish Borders","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Property","Sefton","Outside London","120","110","31890","28130"
"In post","2021","Property","Sheffield","Outside London","135","125","41560","36790"
"In post","2021","Property","Shropshire CC","Outside London","15","15","26680","26930"
"In post","2021","Property","Solihull","Outside London","10","10","27760","25100"
"In post","2021","Property","Somerset","Outside London","35","35","29330","29180"
"In post","2021","Property","South and West Derbyshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Property","South Ayrshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Property","South Hampshire","Outside London","30","30","30750","30690"
"In post","2021","Property","South Lanarkshire","Outside London","5","5","[c]","[c]"
"In post","2021","Property","South Nottinghamshire","Outside London","20","20","30820","33300"
"In post","2021","Property","South Teesside","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Property","South West Wales","Outside London","20","20","30740","28850"
"In post","2021","Property","Southampton","Outside London","80","75","33660","31100"
"In post","2021","Property","Southend-on-Sea","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Property","Staffordshire CC","Outside London","90","90","35790","33300"
"In post","2021","Property","Stoke-on-Trent","Outside London","40","35","33880","32100"
"In post","2021","Property","Suffolk","Outside London","90","90","28680","29720"
"In post","2021","Property","Sunderland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Property","Swansea","Outside London","125","115","32920","30000"
"In post","2021","Property","Swindon","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Property","Telford and Wrekin","Outside London","55","55","34800","33300"
"In post","2021","Property","Torbay","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Property","Tower Hamlets","London","220","210","41280","36800"
"In post","2021","Property","Tyneside","Outside London","170","155","35010","31100"
"In post","2021","Property","Unknown","Unknown","15","15","47630","50400"
"In post","2021","Property","Wakefield","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Property","Walsall","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Property","Wandsworth","London","[c]","[c]","[c]","[c]"
"In post","2021","Property","Warrington","Outside London","20","20","39100","36970"
"In post","2021","Property","Warwickshire","Outside London","15","15","28930","28960"
"In post","2021","Property","West Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Property","West Essex","Outside London","30","30","19000","18730"
"In post","2021","Property","West Kent","Outside London","15","15","34810","30160"
"In post","2021","Property","West Lothian","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Property","West Northamptonshire","Outside London","20","15","35340","33300"
"In post","2021","Property","West Surrey","Outside London","55","55","42650","37940"
"In post","2021","Property","West Sussex (North East)","Outside London","5","5","[c]","[c]"
"In post","2021","Property","West Sussex (South West)","Outside London","20","15","33710","25100"
"In post","2021","Property","Westminster","London","485","475","51260","52850"
"In post","2021","Property","Wiltshire","Outside London","205","200","36530","33300"
"In post","2021","Property","Wolverhampton","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Property","Worcestershire","Outside London","10","10","34790","30730"
"In post","2021","Property","York","Outside London","50","45","36400","35190"
"In post","2021","Psychology","Aberdeen City and Aberdeenshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Barnsley, Doncaster and Rotherham","Outside London","35","35","33580","28380"
"In post","2021","Psychology","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","20","20","43120","40060"
"In post","2021","Psychology","Bedford","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Bexley and Greenwich","London","15","10","35930","33900"
"In post","2021","Psychology","Birmingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Breckland and South Norfolk","Outside London","25","25","30400","27380"
"In post","2021","Psychology","Buckinghamshire CC","Outside London","60","55","37710","31180"
"In post","2021","Psychology","Cambridgeshire CC","Outside London","50","50","35480","31180"
"In post","2021","Psychology","Cardiff and Vale of Glamorgan","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Central Bedfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Central Hampshire","Outside London","15","15","46840","46720"
"In post","2021","Psychology","Cheshire East","Outside London","10","10","35500","31180"
"In post","2021","Psychology","Chorley and West Lancashire","Outside London","70","70","34110","29060"
"In post","2021","Psychology","City of Edinburgh","Outside London","15","15","36900","33650"
"In post","2021","Psychology","Clackmannanshire and Fife","Outside London","10","10","36700","33650"
"In post","2021","Psychology","Croydon","London","5","5","[c]","[c]"
"In post","2021","Psychology","Devon CC","Outside London","25","20","38370","36720"
"In post","2021","Psychology","Dorset CC","Outside London","15","15","32610","28720"
"In post","2021","Psychology","Durham CC","Outside London","70","65","38560","39100"
"In post","2021","Psychology","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Outside London","5","5","[c]","[c]"
"In post","2021","Psychology","East Riding of Yorkshire","Outside London","30","25","32440","29750"
"In post","2021","Psychology","East Surrey","Outside London","20","20","37000","31980"
"In post","2021","Psychology","East Sussex CC","Outside London","10","10","[c]","[c]"
"In post","2021","Psychology","Falkirk","Outside London","10","5","[c]","[c]"
"In post","2021","Psychology","Flintshire and Wrexham","Outside London","25","25","31730","29060"
"In post","2021","Psychology","Glasgow City","Outside London","5","5","[c]","[c]"
"In post","2021","Psychology","Greater Manchester North East","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Greater Manchester North West","Outside London","5","5","[c]","[c]"
"In post","2021","Psychology","Greater Manchester South West","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Haringey and Islington","London","5","5","[c]","[c]"
"In post","2021","Psychology","Hartlepool and Stockton-on-Tees","Outside London","25","20","35400","30450"
"In post","2021","Psychology","Heart of Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Hertfordshire","Outside London","20","15","34620","29060"
"In post","2021","Psychology","Hounslow and Richmond upon Thames","London","20","20","33580","30860"
"In post","2021","Psychology","Inverclyde, East Renfrewshire and Renfrewshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Isle of Wight","Outside London","30","30","31510","27380"
"In post","2021","Psychology","Kensington & Chelsea and Hammersmith & Fulham","London","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Kent Thames Gateway","Outside London","30","30","32580","29750"
"In post","2021","Psychology","Kingston upon Hull, City of","Outside London","30","30","31800","29400"
"In post","2021","Psychology","Lambeth","London","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Lancaster and Wyre","Outside London","5","5","[c]","[c]"
"In post","2021","Psychology","Leeds","Outside London","40","40","35200","31180"
"In post","2021","Psychology","Leicester","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Leicestershire CC and Rutland","Outside London","50","45","33480","31180"
"In post","2021","Psychology","Lewisham and Southwark","London","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Lincolnshire","Outside London","15","15","36910","32400"
"In post","2021","Psychology","Liverpool","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Manchester","Outside London","20","20","38260","31180"
"In post","2021","Psychology","Medway","Outside London","15","15","33330","29750"
"In post","2021","Psychology","Mid Lancashire","Outside London","20","20","41350","36490"
"In post","2021","Psychology","Milton Keynes","Outside London","15","15","35600","30450"
"In post","2021","Psychology","Monmouthshire and Newport","Outside London","20","20","36240","31180"
"In post","2021","Psychology","North and West Norfolk","Outside London","25","25","32430","30100"
"In post","2021","Psychology","North Lanarkshire","Outside London","10","10","[c]","[c]"
"In post","2021","Psychology","North Nottinghamshire","Outside London","20","20","35480","30450"
"In post","2021","Psychology","Northumberland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Norwich and East Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Nottingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Oxfordshire","Outside London","15","15","34040","31180"
"In post","2021","Psychology","Perth and Kinross and Stirling","Outside London","10","5","[c]","[c]"
"In post","2021","Psychology","Peterborough","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Portsmouth","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Sheffield","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Shropshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","South and West Derbyshire","Outside London","15","15","37250","30460"
"In post","2021","Psychology","South Nottinghamshire","Outside London","65","60","32930","29750"
"In post","2021","Psychology","Staffordshire CC","Outside London","80","80","30800","28380"
"In post","2021","Psychology","Suffolk","Outside London","50","45","38350","31180"
"In post","2021","Psychology","Swansea","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Tower Hamlets","London","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Wakefield","Outside London","40","40","35000","31180"
"In post","2021","Psychology","Wandsworth","London","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Warrington","Outside London","10","10","30700","26600"
"In post","2021","Psychology","Warwickshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","West Northamptonshire","Outside London","10","10","32680","27700"
"In post","2021","Psychology","West Surrey","Outside London","15","15","36120","30460"
"In post","2021","Psychology","West Sussex (South West)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Westminster","London","10","10","46450","44470"
"In post","2021","Psychology","Wiltshire","Outside London","40","40","36560","31180"
"In post","2021","Psychology","Worcestershire","Outside London","25","25","34820","31180"
"In post","2021","Psychology","York","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Aberdeen City and Aberdeenshire","Outside London","25","25","39730","41420"
"In post","2021","Science and Engineering","Angus and Dundee City","Outside London","10","10","22210","22500"
"In post","2021","Science and Engineering","Antrim and Newtownabbey","Outside London","15","15","28940","23360"
"In post","2021","Science and Engineering","Ards and North Down","Outside London","5","5","[c]","[c]"
"In post","2021","Science and Engineering","Barnet","London","535","510","40860","40070"
"In post","2021","Science and Engineering","Barnsley, Doncaster and Rotherham","Outside London","5","5","[c]","[c]"
"In post","2021","Science and Engineering","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","2560","2515","39010","39530"
"In post","2021","Science and Engineering","Bedford","Outside London","10","10","35350","35060"
"In post","2021","Science and Engineering","Belfast","Outside London","10","10","[c]","[c]"
"In post","2021","Science and Engineering","Berkshire","Outside London","55","50","42800","40000"
"In post","2021","Science and Engineering","Bexley and Greenwich","London","30","30","31540","33950"
"In post","2021","Science and Engineering","Birmingham","Outside London","195","180","38410","36330"
"In post","2021","Science and Engineering","Bournemouth and Poole","Outside London","15","15","21730","20520"
"In post","2021","Science and Engineering","Bridgend and Neath Port Talbot","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Bristol, City of","Outside London","240","220","35920","35610"
"In post","2021","Science and Engineering","Buckinghamshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Caithness and Sutherland and Ross and Cromarty","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Cambridgeshire CC","Outside London","160","150","35530","33300"
"In post","2021","Science and Engineering","Camden and City of London","London","10","10","[c]","[c]"
"In post","2021","Science and Engineering","Cardiff and Vale of Glamorgan","Outside London","65","65","44590","37910"
"In post","2021","Science and Engineering","Central Bedfordshire","Outside London","35","35","33800","33100"
"In post","2021","Science and Engineering","Central Hampshire","Outside London","650","630","41670","40580"
"In post","2021","Science and Engineering","Central Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Cheshire East","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Cheshire West and Chester","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Chorley and West Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","City of Edinburgh","Outside London","15","15","43490","35670"
"In post","2021","Science and Engineering","Clackmannanshire and Fife","Outside London","45","45","35400","36620"
"In post","2021","Science and Engineering","Conwy and Denbighshire","Outside London","15","15","52210","50870"
"In post","2021","Science and Engineering","Cornwall and Isles of Scilly","Outside London","95","95","24690","22500"
"In post","2021","Science and Engineering","Coventry","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Croydon","London","30","30","50080","40410"
"In post","2021","Science and Engineering","Darlington","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Derby","Outside London","10","10","39030","39530"
"In post","2021","Science and Engineering","Derry City and Strabane","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Devon CC","Outside London","755","715","39840","39650"
"In post","2021","Science and Engineering","Dorset CC","Outside London","175","165","33700","29270"
"In post","2021","Science and Engineering","Dumfries and Galloway","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Ealing","London","5","5","[c]","[c]"
"In post","2021","Science and Engineering","East Ayrshire and North Ayrshire mainland","Outside London","60","60","21140","19860"
"In post","2021","Science and Engineering","East Cumbria","Outside London","25","25","24970","21750"
"In post","2021","Science and Engineering","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Outside London","125","125","45050","46010"
"In post","2021","Science and Engineering","East Kent","Outside London","10","10","37070","37260"
"In post","2021","Science and Engineering","East Lothian and Midlothian","Outside London","10","10","[c]","[c]"
"In post","2021","Science and Engineering","East Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","East Riding of Yorkshire","Outside London","5","5","[c]","[c]"
"In post","2021","Science and Engineering","East Surrey","Outside London","15","15","43780","45870"
"In post","2021","Science and Engineering","East Sussex CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Essex Haven Gateway","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Flintshire and Wrexham","Outside London","230","220","27260","28750"
"In post","2021","Science and Engineering","Glasgow City","Outside London","80","80","40110","36710"
"In post","2021","Science and Engineering","Gloucestershire","Outside London","30","30","30690","26670"
"In post","2021","Science and Engineering","Greater Manchester North East","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Greater Manchester North West","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Greater Manchester South West","Outside London","5","5","[c]","[c]"
"In post","2021","Science and Engineering","Gwent Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Harrow and Hillingdon","London","25","25","43990","41650"
"In post","2021","Science and Engineering","Hartlepool and Stockton-on-Tees","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Heart of Essex","Outside London","10","5","[c]","[c]"
"In post","2021","Science and Engineering","Herefordshire, County of","Outside London","30","30","27370","25000"
"In post","2021","Science and Engineering","Hertfordshire","Outside London","175","165","50740","45570"
"In post","2021","Science and Engineering","Hounslow and Richmond upon Thames","London","15","10","42760","41730"
"In post","2021","Science and Engineering","Inverness and Nairn and Moray, Badenoch and Strathspey","Outside London","55","55","26820","23800"
"In post","2021","Science and Engineering","Isle of Anglesey","Outside London","5","5","[c]","[c]"
"In post","2021","Science and Engineering","Kingston upon Hull, City of","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Lambeth","London","210","180","50900","45750"
"In post","2021","Science and Engineering","Leeds","Outside London","70","70","45450","40560"
"In post","2021","Science and Engineering","Leicestershire CC and Rutland","Outside London","60","60","40210","38510"
"In post","2021","Science and Engineering","Lewisham and Southwark","London","20","20","48890","52030"
"In post","2021","Science and Engineering","Lincolnshire","Outside London","160","155","33890","33690"
"In post","2021","Science and Engineering","Lisburn and Castlereagh","Outside London","10","10","[c]","[c]"
"In post","2021","Science and Engineering","Liverpool","Outside London","30","30","40220","36330"
"In post","2021","Science and Engineering","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Manchester","Outside London","190","175","32950","28590"
"In post","2021","Science and Engineering","Merton, Kingston upon Thames and Sutton","London","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Mid Kent","Outside London","10","10","34140","35380"
"In post","2021","Science and Engineering","Mid Lancashire","Outside London","35","30","41310","38890"
"In post","2021","Science and Engineering","Milton Keynes","Outside London","5","5","[c]","[c]"
"In post","2021","Science and Engineering","Monmouthshire and Newport","Outside London","375","355","48160","42820"
"In post","2021","Science and Engineering","North and North East Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","North and West Norfolk","Outside London","70","65","31370","32170"
"In post","2021","Science and Engineering","North Hampshire","Outside London","25","20","35450","36730"
"In post","2021","Science and Engineering","North Nottinghamshire","Outside London","20","15","38190","37470"
"In post","2021","Science and Engineering","North Yorkshire CC","Outside London","150","140","30380","28190"
"In post","2021","Science and Engineering","Northumberland","Outside London","5","5","[c]","[c]"
"In post","2021","Science and Engineering","Norwich and East Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Nottingham","Outside London","50","45","46940","39010"
"In post","2021","Science and Engineering","Overseas","Overseas","125","125","44240","42350"
"In post","2021","Science and Engineering","Oxfordshire","Outside London","265","250","43000","40130"
"In post","2021","Science and Engineering","Perth and Kinross and Stirling","Outside London","5","5","[c]","[c]"
"In post","2021","Science and Engineering","Peterborough","Outside London","20","20","28910","27540"
"In post","2021","Science and Engineering","Plymouth","Outside London","155","150","33200","30690"
"In post","2021","Science and Engineering","Portsmouth","Outside London","125","120","33230","33300"
"In post","2021","Science and Engineering","Powys","Outside London","10","10","24260","22220"
"In post","2021","Science and Engineering","Sandwell","Outside London","5","5","[c]","[c]"
"In post","2021","Science and Engineering","Scottish Borders","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Sefton","Outside London","100","95","37720","35910"
"In post","2021","Science and Engineering","Sheffield","Outside London","5","5","[c]","[c]"
"In post","2021","Science and Engineering","Shetland Islands","Outside London","5","5","[c]","[c]"
"In post","2021","Science and Engineering","Shropshire CC","Outside London","30","25","25280","22800"
"In post","2021","Science and Engineering","Solihull","Outside London","25","25","34720","33230"
"In post","2021","Science and Engineering","Somerset","Outside London","140","135","37030","36530"
"In post","2021","Science and Engineering","South and West Derbyshire","Outside London","215","200","43020","40020"
"In post","2021","Science and Engineering","South Ayrshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","South Hampshire","Outside London","200","190","32900","28650"
"In post","2021","Science and Engineering","South Lanarkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","South Nottinghamshire","Outside London","25","25","32120","29180"
"In post","2021","Science and Engineering","South West Wales","Outside London","20","20","27470","25780"
"In post","2021","Science and Engineering","Southampton","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Southend-on-Sea","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Staffordshire CC","Outside London","20","20","26850","22930"
"In post","2021","Science and Engineering","Stoke-on-Trent","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Suffolk","Outside London","425","405","32820","29510"
"In post","2021","Science and Engineering","Sunderland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Swansea","Outside London","10","10","[c]","[c]"
"In post","2021","Science and Engineering","Swindon","Outside London","5","5","[c]","[c]"
"In post","2021","Science and Engineering","Telford and Wrekin","Outside London","10","10","29010","25190"
"In post","2021","Science and Engineering","Tower Hamlets","London","150","145","51400","43080"
"In post","2021","Science and Engineering","Tyneside","Outside London","55","50","34000","29960"
"In post","2021","Science and Engineering","Unknown","Unknown","75","75","27510","27370"
"In post","2021","Science and Engineering","Wakefield","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Wandsworth","London","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Warrington","Outside London","10","10","[c]","[c]"
"In post","2021","Science and Engineering","Warwickshire","Outside London","15","15","28590","25700"
"In post","2021","Science and Engineering","West Cumbria","Outside London","80","80","42390","41400"
"In post","2021","Science and Engineering","West Essex","Outside London","10","10","41330","30910"
"In post","2021","Science and Engineering","West Kent","Outside London","190","180","39550","37360"
"In post","2021","Science and Engineering","West Lothian","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","West Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","West Surrey","Outside London","485","460","33650","29550"
"In post","2021","Science and Engineering","West Sussex (North East)","Outside London","5","5","[c]","[c]"
"In post","2021","Science and Engineering","West Sussex (South West)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Westminster","London","395","380","51770","45770"
"In post","2021","Science and Engineering","Wiltshire","Outside London","2205","2130","38500","37320"
"In post","2021","Science and Engineering","Wirral","Outside London","5","5","[c]","[c]"
"In post","2021","Science and Engineering","Wolverhampton","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Worcestershire","Outside London","10","10","31140","28440"
"In post","2021","Science and Engineering","York","Outside London","200","185","37380","35510"
"In post","2021","Security","Aberdeen City and Aberdeenshire","Outside London","95","90","40950","44070"
"In post","2021","Security","Antrim and Newtownabbey","Outside London","75","75","21070","20310"
"In post","2021","Security","Ards and North Down","Outside London","95","95","21100","20310"
"In post","2021","Security","Barnet","London","5","5","[c]","[c]"
"In post","2021","Security","Barnsley, Doncaster and Rotherham","Outside London","80","80","39250","40190"
"In post","2021","Security","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","185","180","31540","30820"
"In post","2021","Security","Bedford","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Security","Belfast","Outside London","20","20","24440","20310"
"In post","2021","Security","Berkshire","Outside London","630","625","34920","39070"
"In post","2021","Security","Bexley and Greenwich","London","[c]","[c]","[c]","[c]"
"In post","2021","Security","Birmingham","Outside London","45","45","28170","23840"
"In post","2021","Security","Blackpool","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Security","Bournemouth and Poole","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Security","Bradford","Outside London","25","20","38030","38630"
"In post","2021","Security","Breckland and South Norfolk","Outside London","5","5","[c]","[c]"
"In post","2021","Security","Bridgend and Neath Port Talbot","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Security","Brighton and Hove","Outside London","[c]","[c]","[c]","[c]"
