"Status","Year","Age","Function_of_post","Region_ITL2","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","50-59","Debt","Inner London - East","Tower Hamlets","45","40","31580","31470"
"In post","2021","50-59","Debt","Inner London - West","Camden and City of London","15","10","42680","25630"
"In post","2021","50-59","Debt","Inner London - West","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Debt","Kent","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Debt","Lancashire","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Debt","Leicestershire, Rutland and Northamptonshire","Leicester","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Debt","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Debt","Lincolnshire","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Debt","Merseyside","Liverpool","90","80","24490","21440"
"In post","2021","50-59","Debt","Merseyside","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Debt","Northern Ireland","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Debt","Northumberland and Tyne and Wear","Tyneside","105","90","21770","21400"
"In post","2021","50-59","Debt","Outer London - South","Croydon","90","85","28050","25630"
"In post","2021","50-59","Debt","Outer London - West and North West","Ealing","10","10","30000","31050"
"In post","2021","50-59","Debt","Shropshire and Staffordshire","Telford and Wrekin","10","10","34770","32790"
"In post","2021","50-59","Debt","South Yorkshire","Sheffield","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Debt","Southern Scotland","South Lanarkshire","55","50","21400","20140"
"In post","2021","50-59","Debt","Surrey, East and West Sussex","West Sussex (South West)","35","25","28400","28130"
"In post","2021","50-59","Debt","Tees Valley and Durham","Durham CC","10","10","[c]","[c]"
"In post","2021","50-59","Debt","West Central Scotland","Glasgow City","25","20","23470","21440"
"In post","2021","50-59","Debt","West Central Scotland","North Lanarkshire","115","90","23120","21440"
"In post","2021","50-59","Debt","West Midlands","Birmingham","95","80","21930","21440"
"In post","2021","50-59","Debt","West Midlands","Coventry","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Debt","West Midlands","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Debt","West Wales and The Valleys","Swansea","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Debt","West Yorkshire","Bradford","105","90","26850","25560"
"In post","2021","50-59","Debt","West Yorkshire","Leeds","10","10","25030","25560"
"In post","2021","50-59","Digital, Data & Technology","Bedfordshire and Hertfordshire","Bedford","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Bedfordshire and Hertfordshire","Central Bedfordshire","10","10","31500","29670"
"In post","2021","50-59","Digital, Data & Technology","Bedfordshire and Hertfordshire","Hertfordshire","15","15","43450","38160"
"In post","2021","50-59","Digital, Data & Technology","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","35","30","42440","40150"
"In post","2021","50-59","Digital, Data & Technology","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","30","30","48760","45040"
"In post","2021","50-59","Digital, Data & Technology","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","5","5","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Cheshire","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Cheshire","Warrington","35","35","44480","48370"
"In post","2021","50-59","Digital, Data & Technology","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","5","5","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Cumbria","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Cumbria","West Cumbria","10","10","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Derbyshire and Nottinghamshire","Nottingham","35","35","40090","39470"
"In post","2021","50-59","Digital, Data & Technology","Derbyshire and Nottinghamshire","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Derbyshire and Nottinghamshire","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Devon","Devon CC","210","200","45180","42140"
"In post","2021","50-59","Digital, Data & Technology","Devon","Plymouth","150","140","40880","38450"
"In post","2021","50-59","Digital, Data & Technology","Devon","Torbay","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Dorset and Somerset","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Dorset and Somerset","Dorset CC","15","15","35030","33000"
"In post","2021","50-59","Digital, Data & Technology","Dorset and Somerset","Somerset","50","50","41820","42510"
"In post","2021","50-59","Digital, Data & Technology","East Anglia","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","East Anglia","Cambridgeshire CC","15","15","37840","33300"
"In post","2021","50-59","Digital, Data & Technology","East Anglia","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","East Anglia","Norwich and East Norfolk","10","10","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","East Anglia","Peterborough","15","15","37330","38450"
"In post","2021","50-59","Digital, Data & Technology","East Anglia","Suffolk","10","10","32530","29230"
"In post","2021","50-59","Digital, Data & Technology","East Wales","Cardiff and Vale of Glamorgan","100","100","38100","38000"
"In post","2021","50-59","Digital, Data & Technology","East Wales","Flintshire and Wrexham","10","10","36050","33240"
"In post","2021","50-59","Digital, Data & Technology","East Wales","Monmouthshire and Newport","135","135","46620","47420"
"In post","2021","50-59","Digital, Data & Technology","East Wales","Powys","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Eastern Scotland","City of Edinburgh","75","75","43670","38630"
"In post","2021","50-59","Digital, Data & Technology","Eastern Scotland","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Eastern Scotland","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Essex","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Essex","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Essex","Southend-on-Sea","115","110","39220","38630"
"In post","2021","50-59","Digital, Data & Technology","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","40","40","43020","40000"
"In post","2021","50-59","Digital, Data & Technology","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","75","75","46250","46400"
"In post","2021","50-59","Digital, Data & Technology","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","55","50","39040","33300"
"In post","2021","50-59","Digital, Data & Technology","Greater Manchester","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Greater Manchester","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Greater Manchester","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Greater Manchester","Greater Manchester South West","20","20","40540","38630"
"In post","2021","50-59","Digital, Data & Technology","Greater Manchester","Manchester","40","40","48310","49570"
"In post","2021","50-59","Digital, Data & Technology","Hampshire and Isle of Wight","Central Hampshire","20","20","31480","32640"
"In post","2021","50-59","Digital, Data & Technology","Hampshire and Isle of Wight","North Hampshire","10","10","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Hampshire and Isle of Wight","Portsmouth","10","10","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Hampshire and Isle of Wight","South Hampshire","45","45","44830","39000"
"In post","2021","50-59","Digital, Data & Technology","Hampshire and Isle of Wight","Southampton","15","15","44480","41090"
"In post","2021","50-59","Digital, Data & Technology","Herefordshire, Worcestershire and Warwickshire","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Herefordshire, Worcestershire and Warwickshire","Worcestershire","30","25","45060","35900"
"In post","2021","50-59","Digital, Data & Technology","Highlands and Islands","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Inner London - East","Hackney and Newham","10","10","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Inner London - East","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Inner London - East","Lambeth","20","20","55540","52650"
"In post","2021","50-59","Digital, Data & Technology","Inner London - East","Tower Hamlets","170","165","53490","53310"
"In post","2021","50-59","Digital, Data & Technology","Inner London - West","Camden and City of London","30","30","53750","57240"
"In post","2021","50-59","Digital, Data & Technology","Inner London - West","Westminster","395","390","48060","44070"
"In post","2021","50-59","Digital, Data & Technology","Kent","Medway","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Kent","West Kent","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Lancashire","Blackpool","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Lancashire","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Lancashire","East Lancashire","5","5","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Lancashire","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Lancashire","Mid Lancashire","15","15","32910","31810"
"In post","2021","50-59","Digital, Data & Technology","Leicestershire, Rutland and Northamptonshire","Leicester","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","20","20","38490","36740"
"In post","2021","50-59","Digital, Data & Technology","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Lincolnshire","Lincolnshire","10","10","32380","30150"
"In post","2021","50-59","Digital, Data & Technology","Merseyside","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Merseyside","Liverpool","35","35","45170","40730"
"In post","2021","50-59","Digital, Data & Technology","Merseyside","Sefton","35","35","37560","34610"
"In post","2021","50-59","Digital, Data & Technology","Merseyside","Wirral","15","10","29680","27130"
"In post","2021","50-59","Digital, Data & Technology","North Eastern Scotland","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","North Yorkshire","North Yorkshire CC","15","15","25910","26670"
"In post","2021","50-59","Digital, Data & Technology","North Yorkshire","York","35","35","40290","37910"
"In post","2021","50-59","Digital, Data & Technology","Northern Ireland","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Northumberland and Tyne and Wear","Northumberland","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Northumberland and Tyne and Wear","Sunderland","5","5","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Northumberland and Tyne and Wear","Tyneside","170","160","42210","38630"
"In post","2021","50-59","Digital, Data & Technology","Outer London - South","Croydon","20","20","52320","43400"
"In post","2021","50-59","Digital, Data & Technology","Outer London - West and North West","Barnet","10","10","48900","42980"
"In post","2021","50-59","Digital, Data & Technology","Outer London - West and North West","Hounslow and Richmond upon Thames","25","25","43240","43590"
"In post","2021","50-59","Digital, Data & Technology","Overseas","Overseas","5","5","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Shropshire and Staffordshire","Shropshire CC","10","10","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Shropshire and Staffordshire","Staffordshire CC","10","10","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Shropshire and Staffordshire","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Shropshire and Staffordshire","Telford and Wrekin","125","120","45290","39170"
"In post","2021","50-59","Digital, Data & Technology","South Yorkshire","Sheffield","45","40","45440","37100"
"In post","2021","50-59","Digital, Data & Technology","Southern Scotland","South Lanarkshire","60","60","46480","43110"
"In post","2021","50-59","Digital, Data & Technology","Surrey, East and West Sussex","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Surrey, East and West Sussex","East Surrey","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Surrey, East and West Sussex","East Sussex CC","15","15","35220","33350"
"In post","2021","50-59","Digital, Data & Technology","Surrey, East and West Sussex","West Surrey","5","5","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Surrey, East and West Sussex","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Surrey, East and West Sussex","West Sussex (South West)","55","55","40160","38630"
"In post","2021","50-59","Digital, Data & Technology","Tees Valley and Durham","Darlington","35","30","35320","36780"
"In post","2021","50-59","Digital, Data & Technology","Tees Valley and Durham","Durham CC","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Tees Valley and Durham","South Teesside","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","West Central Scotland","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","West Central Scotland","Glasgow City","25","25","34570","31810"
"In post","2021","50-59","Digital, Data & Technology","West Central Scotland","North Lanarkshire","5","5","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","West Midlands","Birmingham","40","40","42770","38180"
"In post","2021","50-59","Digital, Data & Technology","West Midlands","Coventry","40","40","44700","40580"
"In post","2021","50-59","Digital, Data & Technology","West Midlands","Solihull","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","West Midlands","Walsall","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","West Midlands","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","West Wales and The Valleys","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","West Wales and The Valleys","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","West Wales and The Valleys","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","West Wales and The Valleys","Swansea","175","170","43470","41230"
"In post","2021","50-59","Digital, Data & Technology","West Yorkshire","Bradford","75","70","40700","38630"
"In post","2021","50-59","Digital, Data & Technology","West Yorkshire","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","West Yorkshire","Leeds","25","25","43860","38630"
"In post","2021","50-59","Digital, Data & Technology","West Yorkshire","Wakefield","15","15","41380","38180"
"In post","2021","50-59","Finance","Bedfordshire and Hertfordshire","Central Bedfordshire","5","5","[c]","[c]"
"In post","2021","50-59","Finance","Bedfordshire and Hertfordshire","Hertfordshire","25","25","47450","39840"
"In post","2021","50-59","Finance","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","15","15","44650","36970"
"In post","2021","50-59","Finance","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","45","45","43130","35650"
"In post","2021","50-59","Finance","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","20","20","48050","44670"
"In post","2021","50-59","Finance","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","20","20","34950","33150"
"In post","2021","50-59","Finance","Cheshire","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Finance","Cheshire","Warrington","10","5","[c]","[c]"
"In post","2021","50-59","Finance","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Finance","Cumbria","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Finance","Cumbria","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Finance","Derbyshire and Nottinghamshire","Nottingham","50","50","41280","38630"
"In post","2021","50-59","Finance","Derbyshire and Nottinghamshire","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Finance","Derbyshire and Nottinghamshire","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Finance","Devon","Devon CC","20","20","49920","48840"
"In post","2021","50-59","Finance","Devon","Plymouth","10","10","40190","40580"
"In post","2021","50-59","Finance","Dorset and Somerset","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Finance","Dorset and Somerset","Dorset CC","5","5","[c]","[c]"
"In post","2021","50-59","Finance","Dorset and Somerset","Somerset","10","10","[c]","[c]"
"In post","2021","50-59","Finance","East Anglia","Cambridgeshire CC","10","10","47340","48850"
"In post","2021","50-59","Finance","East Anglia","Norwich and East Norfolk","5","5","[c]","[c]"
"In post","2021","50-59","Finance","East Anglia","Peterborough","15","15","44450","43390"
"In post","2021","50-59","Finance","East Anglia","Suffolk","20","15","32710","28460"
"In post","2021","50-59","Finance","East Wales","Cardiff and Vale of Glamorgan","20","20","32690","27700"
"In post","2021","50-59","Finance","East Wales","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Finance","East Wales","Monmouthshire and Newport","10","10","41900","43540"
"In post","2021","50-59","Finance","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Finance","Eastern Scotland","City of Edinburgh","40","35","41000","38620"
"In post","2021","50-59","Finance","Eastern Scotland","Clackmannanshire and Fife","5","5","[c]","[c]"
"In post","2021","50-59","Finance","Eastern Scotland","Falkirk","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Finance","Eastern Scotland","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Finance","Essex","Essex Haven Gateway","10","10","[c]","[c]"
"In post","2021","50-59","Finance","Essex","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Finance","Essex","Southend-on-Sea","100","90","32330","31810"
"In post","2021","50-59","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","175","170","48550","44430"
"In post","2021","50-59","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","35","35","42500","37360"
"In post","2021","50-59","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","75","75","38490","33630"
"In post","2021","50-59","Finance","Greater Manchester","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Finance","Greater Manchester","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Finance","Greater Manchester","Greater Manchester South West","30","30","36760","36810"
"In post","2021","50-59","Finance","Greater Manchester","Manchester","45","45","43800","42470"
"In post","2021","50-59","Finance","Hampshire and Isle of Wight","Central Hampshire","65","60","40640","36460"
"In post","2021","50-59","Finance","Hampshire and Isle of Wight","North Hampshire","5","5","[c]","[c]"
"In post","2021","50-59","Finance","Hampshire and Isle of Wight","Portsmouth","50","50","37020","33460"
"In post","2021","50-59","Finance","Hampshire and Isle of Wight","South Hampshire","10","10","38000","31420"
"In post","2021","50-59","Finance","Hampshire and Isle of Wight","Southampton","10","5","[c]","[c]"
"In post","2021","50-59","Finance","Herefordshire, Worcestershire and Warwickshire","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Finance","Herefordshire, Worcestershire and Warwickshire","Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Finance","Herefordshire, Worcestershire and Warwickshire","Worcestershire","10","10","45040","40500"
"In post","2021","50-59","Finance","Highlands and Islands","Inverness and Nairn and Moray, Badenoch and Strathspey","5","5","[c]","[c]"
"In post","2021","50-59","Finance","Inner London - East","Hackney and Newham","10","10","48110","43610"
"In post","2021","50-59","Finance","Inner London - East","Lambeth","10","10","57600","55740"
"In post","2021","50-59","Finance","Inner London - East","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Finance","Inner London - East","Tower Hamlets","95","95","48360","41760"
"In post","2021","50-59","Finance","Inner London - West","Camden and City of London","15","15","47860","41760"
"In post","2021","50-59","Finance","Inner London - West","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Finance","Inner London - West","Westminster","415","410","52770","46150"
"In post","2021","50-59","Finance","Kent","East Kent","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Finance","Kent","Kent Thames Gateway","5","5","[c]","[c]"
"In post","2021","50-59","Finance","Kent","Medway","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Finance","Lancashire","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Finance","Lancashire","Blackpool","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Finance","Lancashire","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Finance","Lancashire","Lancaster and Wyre","5","5","[c]","[c]"
"In post","2021","50-59","Finance","Lancashire","Mid Lancashire","25","20","34400","33410"
"In post","2021","50-59","Finance","Leicestershire, Rutland and Northamptonshire","Leicester","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Finance","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Finance","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Finance","Lincolnshire","Lincolnshire","15","15","26630","26670"
"In post","2021","50-59","Finance","Merseyside","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Finance","Merseyside","Liverpool","75","70","31100","26930"
"In post","2021","50-59","Finance","Merseyside","Sefton","25","25","41880","36490"
"In post","2021","50-59","Finance","Merseyside","Wirral","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Finance","North Yorkshire","North Yorkshire CC","10","10","39520","26800"
"In post","2021","50-59","Finance","North Yorkshire","York","35","35","39940","37910"
"In post","2021","50-59","Finance","Northern Ireland","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Finance","Northern Ireland","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Finance","Northern Ireland","Belfast","5","5","[c]","[c]"
"In post","2021","50-59","Finance","Northern Ireland","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Finance","Northumberland and Tyne and Wear","Northumberland","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Finance","Northumberland and Tyne and Wear","Sunderland","5","5","[c]","[c]"
"In post","2021","50-59","Finance","Northumberland and Tyne and Wear","Tyneside","90","80","34670","31810"
"In post","2021","50-59","Finance","Outer London - East and North East","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Finance","Outer London - South","Croydon","45","45","46200","39800"
"In post","2021","50-59","Finance","Outer London - West and North West","Barnet","10","10","[c]","[c]"
"In post","2021","50-59","Finance","Outer London - West and North West","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Finance","Overseas","Overseas","15","15","34550","33300"
"In post","2021","50-59","Finance","Shropshire and Staffordshire","Shropshire CC","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Finance","Shropshire and Staffordshire","Staffordshire CC","20","20","36370","33300"
"In post","2021","50-59","Finance","Shropshire and Staffordshire","Telford and Wrekin","15","15","49300","52580"
"In post","2021","50-59","Finance","South Yorkshire","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Finance","South Yorkshire","Sheffield","25","25","39530","37100"
"In post","2021","50-59","Finance","Southern Scotland","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Finance","Southern Scotland","South Lanarkshire","35","35","38850","33930"
"In post","2021","50-59","Finance","Surrey, East and West Sussex","East Surrey","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Finance","Surrey, East and West Sussex","East Sussex CC","10","5","[c]","[c]"
"In post","2021","50-59","Finance","Surrey, East and West Sussex","West Surrey","10","10","[c]","[c]"
"In post","2021","50-59","Finance","Surrey, East and West Sussex","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Finance","Surrey, East and West Sussex","West Sussex (South West)","120","110","31780","31810"
"In post","2021","50-59","Finance","Tees Valley and Durham","Darlington","20","20","44420","40030"
"In post","2021","50-59","Finance","Tees Valley and Durham","Durham CC","5","5","[c]","[c]"
"In post","2021","50-59","Finance","Tees Valley and Durham","South Teesside","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Finance","West Central Scotland","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","10","10","[c]","[c]"
"In post","2021","50-59","Finance","West Central Scotland","Glasgow City","20","20","38430","33530"
"In post","2021","50-59","Finance","West Central Scotland","Inverclyde, East Renfrewshire and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Finance","West Central Scotland","North Lanarkshire","215","170","23580","21440"
"In post","2021","50-59","Finance","West Midlands","Birmingham","20","20","43550","41390"
"In post","2021","50-59","Finance","West Midlands","Coventry","25","25","43550","42660"
"In post","2021","50-59","Finance","West Midlands","Solihull","5","5","[c]","[c]"
"In post","2021","50-59","Finance","West Wales and The Valleys","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Finance","West Wales and The Valleys","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Finance","West Wales and The Valleys","Swansea","55","50","36240","33350"
"In post","2021","50-59","Finance","West Yorkshire","Bradford","155","130","24370","21440"
"In post","2021","50-59","Finance","West Yorkshire","Leeds","60","60","46000","41870"
"In post","2021","50-59","Finance","West Yorkshire","Wakefield","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Grants Management","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","55","50","32040","27850"
"In post","2021","50-59","Grants Management","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Grants Management","Cheshire","Cheshire East","25","20","25150","25100"
"In post","2021","50-59","Grants Management","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Grants Management","Cumbria","East Cumbria","75","70","27310","21050"
"In post","2021","50-59","Grants Management","Cumbria","West Cumbria","80","75","23920","21050"
"In post","2021","50-59","Grants Management","Derbyshire and Nottinghamshire","Nottingham","20","20","25870","25860"
