"Status","Year","Age","Profession_of_post","Region_ITL2","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","30-39","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","10","10","38700","39400"
"In post","2021","30-39","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","10","10","37650","35670"
"In post","2021","30-39","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","10","10","[c]","[c]"
"In post","2021","30-39","Commercial","Cheshire","Warrington","5","5","[c]","[c]"
"In post","2021","30-39","Commercial","Cumbria","West Cumbria","10","10","[c]","[c]"
"In post","2021","30-39","Commercial","Derbyshire and Nottinghamshire","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Derbyshire and Nottinghamshire","Nottingham","10","10","[c]","[c]"
"In post","2021","30-39","Commercial","Derbyshire and Nottinghamshire","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Devon","Devon CC","65","60","40700","39650"
"In post","2021","30-39","Commercial","Devon","Plymouth","5","5","[c]","[c]"
"In post","2021","30-39","Commercial","Dorset and Somerset","Dorset CC","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Dorset and Somerset","Somerset","10","10","35150","34180"
"In post","2021","30-39","Commercial","East Anglia","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","East Anglia","Cambridgeshire CC","10","10","34030","33150"
"In post","2021","30-39","Commercial","East Anglia","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","East Anglia","Norwich and East Norfolk","30","30","34900","34800"
"In post","2021","30-39","Commercial","East Anglia","Peterborough","10","10","[c]","[c]"
"In post","2021","30-39","Commercial","East Anglia","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","East Wales","Cardiff and Vale of Glamorgan","10","10","[c]","[c]"
"In post","2021","30-39","Commercial","East Wales","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","East Wales","Monmouthshire and Newport","30","25","33890","34800"
"In post","2021","30-39","Commercial","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Eastern Scotland","City of Edinburgh","10","10","37620","38140"
"In post","2021","30-39","Commercial","Eastern Scotland","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Eastern Scotland","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Eastern Scotland","West Lothian","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Essex","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","330","315","37010","35700"
"In post","2021","30-39","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","20","15","39920","40590"
"In post","2021","30-39","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","30","30","34300","34800"
"In post","2021","30-39","Commercial","Greater Manchester","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Greater Manchester","Greater Manchester South West","10","5","[c]","[c]"
"In post","2021","30-39","Commercial","Greater Manchester","Manchester","45","45","38040","36500"
"In post","2021","30-39","Commercial","Hampshire and Isle of Wight","Central Hampshire","35","35","34310","34800"
"In post","2021","30-39","Commercial","Hampshire and Isle of Wight","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Hampshire and Isle of Wight","Portsmouth","15","15","36980","36520"
"In post","2021","30-39","Commercial","Hampshire and Isle of Wight","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Herefordshire, Worcestershire and Warwickshire","Worcestershire","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Inner London - East","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Inner London - East","Lambeth","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Inner London - East","Tower Hamlets","10","10","39970","42000"
"In post","2021","30-39","Commercial","Inner London - West","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Inner London - West","Westminster","130","130","48680","43140"
"In post","2021","30-39","Commercial","Kent","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Kent","West Kent","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Lancashire","Blackpool","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Lancashire","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Lancashire","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Lancashire","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Leicestershire, Rutland and Northamptonshire","Leicester","5","5","[c]","[c]"
"In post","2021","30-39","Commercial","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","5","5","[c]","[c]"
"In post","2021","30-39","Commercial","Merseyside","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Merseyside","Liverpool","60","60","33040","34800"
"In post","2021","30-39","Commercial","Merseyside","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Merseyside","Wirral","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","North Eastern Scotland","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","North Yorkshire","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","North Yorkshire","York","10","10","35760","30810"
"In post","2021","30-39","Commercial","Northern Ireland","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Northumberland and Tyne and Wear","Northumberland","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Northumberland and Tyne and Wear","Tyneside","5","5","[c]","[c]"
"In post","2021","30-39","Commercial","Outer London - East and North East","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Outer London - East and North East","Enfield","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Outer London - South","Croydon","30","25","42680","42950"
"In post","2021","30-39","Commercial","Outer London - West and North West","Barnet","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Outer London - West and North West","Hounslow and Richmond upon Thames","5","5","[c]","[c]"
"In post","2021","30-39","Commercial","Overseas","Overseas","10","10","49020","47220"
"In post","2021","30-39","Commercial","Shropshire and Staffordshire","Shropshire CC","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Shropshire and Staffordshire","Staffordshire CC","10","10","34780","33300"
"In post","2021","30-39","Commercial","Shropshire and Staffordshire","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","South Yorkshire","Barnsley, Doncaster and Rotherham","5","5","[c]","[c]"
"In post","2021","30-39","Commercial","South Yorkshire","Sheffield","20","20","42070","38000"
"In post","2021","30-39","Commercial","Southern Scotland","South Lanarkshire","15","15","36190","33930"
"In post","2021","30-39","Commercial","Surrey, East and West Sussex","West Surrey","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Surrey, East and West Sussex","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Tees Valley and Durham","Darlington","15","15","36740","36500"
"In post","2021","30-39","Commercial","Tees Valley and Durham","Durham CC","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Tees Valley and Durham","South Teesside","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","West Central Scotland","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","West Central Scotland","Glasgow City","10","10","35570","34800"
"In post","2021","30-39","Commercial","West Midlands","Birmingham","10","10","33350","33900"
"In post","2021","30-39","Commercial","West Midlands","Coventry","15","15","39060","38280"
"In post","2021","30-39","Commercial","West Midlands","Solihull","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","West Wales and The Valleys","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","West Wales and The Valleys","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","West Wales and The Valleys","Swansea","45","45","31750","31040"
"In post","2021","30-39","Commercial","West Yorkshire","Leeds","45","45","39940","37100"
"In post","2021","30-39","Commercial","West Yorkshire","Wakefield","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Communications","Bedfordshire and Hertfordshire","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Communications","Bedfordshire and Hertfordshire","Hertfordshire","5","5","[c]","[c]"
"In post","2021","30-39","Communications","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Communications","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Communications","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Communications","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Communications","Cheshire","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Communications","Cheshire","Warrington","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Communications","Cumbria","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Communications","Derbyshire and Nottinghamshire","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Communications","Derbyshire and Nottinghamshire","Nottingham","15","10","33120","32680"
"In post","2021","30-39","Communications","Derbyshire and Nottinghamshire","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Communications","Devon","Devon CC","10","10","35650","33530"
"In post","2021","30-39","Communications","Devon","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Communications","Dorset and Somerset","Dorset CC","5","5","[c]","[c]"
"In post","2021","30-39","Communications","Dorset and Somerset","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Communications","East Anglia","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Communications","East Anglia","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Communications","East Wales","Cardiff and Vale of Glamorgan","60","60","39510","37410"
"In post","2021","30-39","Communications","East Wales","Monmouthshire and Newport","25","20","34570","30480"
"In post","2021","30-39","Communications","East Wales","Powys","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Communications","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Communications","Eastern Scotland","City of Edinburgh","10","10","38400","36780"
"In post","2021","30-39","Communications","Essex","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","20","20","36810","33740"
"In post","2021","30-39","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","25","25","37260","34290"
"In post","2021","30-39","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","10","10","28680","28650"
"In post","2021","30-39","Communications","Greater Manchester","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Communications","Greater Manchester","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Communications","Greater Manchester","Manchester","25","25","36940","35050"
"In post","2021","30-39","Communications","Hampshire and Isle of Wight","Central Hampshire","15","10","35470","40000"
"In post","2021","30-39","Communications","Hampshire and Isle of Wight","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Communications","Hampshire and Isle of Wight","Portsmouth","10","10","35960","33300"
"In post","2021","30-39","Communications","Hampshire and Isle of Wight","South Hampshire","10","10","30760","29540"
"In post","2021","30-39","Communications","Hampshire and Isle of Wight","Southampton","10","10","[c]","[c]"
"In post","2021","30-39","Communications","Herefordshire, Worcestershire and Warwickshire","Worcestershire","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Communications","Highlands and Islands","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Communications","Inner London - East","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Communications","Inner London - East","Lambeth","20","20","47510","43160"
"In post","2021","30-39","Communications","Inner London - East","Tower Hamlets","45","45","49470","44460"
"In post","2021","30-39","Communications","Inner London - West","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Communications","Inner London - West","Westminster","600","585","48290","45590"
"In post","2021","30-39","Communications","Kent","West Kent","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Communications","Lancashire","Blackpool","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Communications","Lancashire","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Communications","Lancashire","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Communications","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Communications","Lincolnshire","Lincolnshire","5","5","[c]","[c]"
"In post","2021","30-39","Communications","Merseyside","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Communications","Merseyside","Liverpool","10","10","[c]","[c]"
"In post","2021","30-39","Communications","Merseyside","Sefton","10","10","[c]","[c]"
"In post","2021","30-39","Communications","North Yorkshire","York","5","5","[c]","[c]"
"In post","2021","30-39","Communications","Northern Ireland","Belfast","10","10","[c]","[c]"
"In post","2021","30-39","Communications","Northumberland and Tyne and Wear","Northumberland","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Communications","Northumberland and Tyne and Wear","Sunderland","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Communications","Northumberland and Tyne and Wear","Tyneside","20","20","32900","31810"
"In post","2021","30-39","Communications","Outer London - East and North East","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Communications","Outer London - South","Croydon","10","10","[c]","[c]"
"In post","2021","30-39","Communications","Outer London - West and North West","Barnet","5","5","[c]","[c]"
"In post","2021","30-39","Communications","Outer London - West and North West","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Communications","Outer London - West and North West","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Communications","Shropshire and Staffordshire","Shropshire CC","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Communications","Shropshire and Staffordshire","Staffordshire CC","5","5","[c]","[c]"
"In post","2021","30-39","Communications","Shropshire and Staffordshire","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Communications","Shropshire and Staffordshire","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Communications","South Yorkshire","Sheffield","5","5","[c]","[c]"
"In post","2021","30-39","Communications","Surrey, East and West Sussex","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Communications","Surrey, East and West Sussex","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Communications","Tees Valley and Durham","Darlington","5","5","[c]","[c]"
"In post","2021","30-39","Communications","West Central Scotland","Glasgow City","5","5","[c]","[c]"
"In post","2021","30-39","Communications","West Midlands","Birmingham","15","15","39330","36700"
"In post","2021","30-39","Communications","West Midlands","Coventry","15","15","37090","33660"
"In post","2021","30-39","Communications","West Wales and The Valleys","Central Valleys","5","5","[c]","[c]"
"In post","2021","30-39","Communications","West Wales and The Valleys","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Communications","West Wales and The Valleys","South West Wales","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Communications","West Wales and The Valleys","Swansea","25","25","29680","26470"
"In post","2021","30-39","Communications","West Yorkshire","Bradford","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Communications","West Yorkshire","Leeds","10","10","53370","50250"
"In post","2021","30-39","Communications","West Yorkshire","Wakefield","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Corporate Finance","East Anglia","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Corporate Finance","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","5","5","[c]","[c]"
"In post","2021","30-39","Corporate Finance","Hampshire and Isle of Wight","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Corporate Finance","Inner London - East","Lambeth","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Corporate Finance","Inner London - East","Tower Hamlets","10","10","45420","46190"
"In post","2021","30-39","Corporate Finance","Inner London - West","Westminster","20","20","61990","63370"
"In post","2021","30-39","Corporate Finance","West Central Scotland","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Corporate Finance","West Midlands","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Counter Fraud","Bedfordshire and Hertfordshire","Bedford","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Counter Fraud","Bedfordshire and Hertfordshire","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Counter Fraud","Derbyshire and Nottinghamshire","Derby","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Counter Fraud","Derbyshire and Nottinghamshire","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Counter Fraud","East Anglia","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Counter Fraud","East Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Counter Fraud","East Wales","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Counter Fraud","Eastern Scotland","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Counter Fraud","Essex","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Counter Fraud","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Counter Fraud","Greater Manchester","Manchester","10","10","33620","34020"
"In post","2021","30-39","Counter Fraud","Hampshire and Isle of Wight","Southampton","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Counter Fraud","Inner London - East","Hackney and Newham","5","5","[c]","[c]"
"In post","2021","30-39","Counter Fraud","Inner London - West","Westminster","105","100","41660","40000"
"In post","2021","30-39","Counter Fraud","Merseyside","Liverpool","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Counter Fraud","Merseyside","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Counter Fraud","North Yorkshire","York","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Counter Fraud","Northern Ireland","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Counter Fraud","Northumberland and Tyne and Wear","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Counter Fraud","Outer London - South","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Counter Fraud","Outer London - West and North West","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Counter Fraud","Tees Valley and Durham","Durham CC","10","10","24940","25130"
"In post","2021","30-39","Counter Fraud","West Central Scotland","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Counter Fraud","West Central Scotland","Glasgow City","15","10","26370","25040"
"In post","2021","30-39","Counter Fraud","West Midlands","Birmingham","10","10","33700","34220"
"In post","2021","30-39","Counter Fraud","West Wales and The Valleys","Swansea","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Counter Fraud","West Yorkshire","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Digital, Data and Technology","Bedfordshire and Hertfordshire","Central Bedfordshire","10","10","[c]","[c]"
"In post","2021","30-39","Digital, Data and Technology","Bedfordshire and Hertfordshire","Hertfordshire","5","5","[c]","[c]"
"In post","2021","30-39","Digital, Data and Technology","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","20","20","36270","35410"
"In post","2021","30-39","Digital, Data and Technology","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Digital, Data and Technology","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","15","15","38090","37480"
"In post","2021","30-39","Digital, Data and Technology","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","5","5","[c]","[c]"
"In post","2021","30-39","Digital, Data and Technology","Cheshire","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Digital, Data and Technology","Cheshire","Warrington","30","30","39630","36740"
"In post","2021","30-39","Digital, Data and Technology","Cumbria","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Digital, Data and Technology","Cumbria","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Digital, Data and Technology","Derbyshire and Nottinghamshire","Nottingham","40","40","41590","41000"
"In post","2021","30-39","Digital, Data and Technology","Derbyshire and Nottinghamshire","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Digital, Data and Technology","Devon","Devon CC","95","95","35730","33900"
"In post","2021","30-39","Digital, Data and Technology","Devon","Plymouth","95","95","38200","38450"
"In post","2021","30-39","Digital, Data and Technology","Dorset and Somerset","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Digital, Data and Technology","Dorset and Somerset","Dorset CC","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Digital, Data and Technology","Dorset and Somerset","Somerset","55","55","34840","33290"
"In post","2021","30-39","Digital, Data and Technology","East Anglia","Cambridgeshire CC","5","5","[c]","[c]"
"In post","2021","30-39","Digital, Data and Technology","East Anglia","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Digital, Data and Technology","East Anglia","Norwich and East Norfolk","15","10","33870","29000"
"In post","2021","30-39","Digital, Data and Technology","East Anglia","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Digital, Data and Technology","East Anglia","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Digital, Data and Technology","East Wales","Cardiff and Vale of Glamorgan","100","100","36560","37120"
"In post","2021","30-39","Digital, Data and Technology","East Wales","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Digital, Data and Technology","East Wales","Monmouthshire and Newport","190","190","39370","36370"
"In post","2021","30-39","Digital, Data and Technology","East Wales","Powys","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Digital, Data and Technology","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Digital, Data and Technology","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Digital, Data and Technology","Eastern Scotland","City of Edinburgh","45","45","36190","34340"
"In post","2021","30-39","Digital, Data and Technology","Eastern Scotland","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Digital, Data and Technology","Eastern Scotland","Falkirk","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Digital, Data and Technology","Eastern Scotland","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Digital, Data and Technology","Essex","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Digital, Data and Technology","Essex","Southend-on-Sea","30","30","32610","31810"
"In post","2021","30-39","Digital, Data and Technology","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","110","105","41220","40970"
"In post","2021","30-39","Digital, Data and Technology","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","100","95","40280","39060"
"In post","2021","30-39","Digital, Data and Technology","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Digital, Data and Technology","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","70","70","37450","37320"
"In post","2021","30-39","Digital, Data and Technology","Greater Manchester","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Digital, Data and Technology","Greater Manchester","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Digital, Data and Technology","Greater Manchester","Greater Manchester South West","55","55","41880","39110"
"In post","2021","30-39","Digital, Data and Technology","Greater Manchester","Manchester","90","85","40210","36780"
"In post","2021","30-39","Digital, Data and Technology","Hampshire and Isle of Wight","Central Hampshire","15","15","34790","33300"
"In post","2021","30-39","Digital, Data and Technology","Hampshire and Isle of Wight","North Hampshire","5","5","[c]","[c]"
"In post","2021","30-39","Digital, Data and Technology","Hampshire and Isle of Wight","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Digital, Data and Technology","Hampshire and Isle of Wight","South Hampshire","35","35","39680","36030"
"In post","2021","30-39","Digital, Data and Technology","Hampshire and Isle of Wight","Southampton","30","30","36140","31040"
"In post","2021","30-39","Digital, Data and Technology","Herefordshire, Worcestershire and Warwickshire","Herefordshire, County of","5","5","[c]","[c]"
"In post","2021","30-39","Digital, Data and Technology","Herefordshire, Worcestershire and Warwickshire","Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Digital, Data and Technology","Herefordshire, Worcestershire and Warwickshire","Worcestershire","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Digital, Data and Technology","Highlands and Islands","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Digital, Data and Technology","Inner London - East","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Digital, Data and Technology","Inner London - East","Lambeth","35","30","44210","42360"
"In post","2021","30-39","Digital, Data and Technology","Inner London - East","Tower Hamlets","130","130","52310","53620"
"In post","2021","30-39","Digital, Data and Technology","Inner London - West","Camden and City of London","15","15","40690","39630"
"In post","2021","30-39","Digital, Data and Technology","Inner London - West","Westminster","465","455","50870","52850"
"In post","2021","30-39","Digital, Data and Technology","Kent","East Kent","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Digital, Data and Technology","Kent","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Digital, Data and Technology","Kent","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Digital, Data and Technology","Lancashire","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Digital, Data and Technology","Lancashire","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Digital, Data and Technology","Lancashire","Mid Lancashire","10","10","32170","31810"
"In post","2021","30-39","Digital, Data and Technology","Leicestershire, Rutland and Northamptonshire","Leicester","[c]","[c]","[c]","[c]"
