"Status","Year","Disability","Function_of_post","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Declared non-disabled","Finance","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Finance","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Grants Management","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Grants Management","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Grants Management","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Grants Management","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Grants Management","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Grants Management","Policy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Grants Management","Policy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Grants Management","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Human Resources","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Human Resources","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Human Resources","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Human Resources","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Human Resources","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Human Resources","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Human Resources","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Human Resources","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Human Resources","Human Resources","Heterosexual / straight","135","[c]","39170","34950"
"Leaver CS","2021","Declared non-disabled","Human Resources","Human Resources","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Human Resources","Human Resources","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Human Resources","Human Resources","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Human Resources","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Human Resources","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Human Resources","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Human Resources","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Human Resources","Operational Delivery","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Human Resources","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Human Resources","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Human Resources","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Human Resources","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Human Resources","Other","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Human Resources","Other","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Human Resources","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Human Resources","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Human Resources","Policy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Human Resources","Policy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Human Resources","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Human Resources","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Human Resources","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Human Resources","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Human Resources","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Human Resources","Unknown","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Human Resources","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Human Resources","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Internal Audit","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Internal Audit","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Internal Audit","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Internal Audit","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Internal Audit","Internal Audit","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Internal Audit","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Internal Audit","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Internal Audit","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","Legal","Heterosexual / straight","185","[c]","54340","54200"
"Leaver CS","2021","Declared non-disabled","Legal","Legal","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","Legal","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","Legal","Unknown","50","[c]","53880","55610"
"Leaver CS","2021","Declared non-disabled","Legal","Operational Delivery","Heterosexual / straight","60","[c]","28750","23520"
"Leaver CS","2021","Declared non-disabled","Legal","Operational Delivery","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","Operational Delivery","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","Other","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","Other","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","Other","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","Policy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","Policy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Economics","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Economics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Inspector of Education and Training","Heterosexual / straight","55","[c]","68120","75500"
"Leaver CS","2021","Declared non-disabled","No function","Inspector of Education and Training","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Inspector of Education and Training","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Intelligence Analysis","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","International Trade","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","International Trade","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Knowledge and Information Management","Heterosexual / straight","35","[c]","34470","32330"
"Leaver CS","2021","Declared non-disabled","No function","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Knowledge and Information Management","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Medicine","Heterosexual / straight","40","[c]","81490","84280"
"Leaver CS","2021","Declared non-disabled","No function","Medicine","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Operational Delivery","Heterosexual / straight","2905","[c]","27640","22350"
"Leaver CS","2021","Declared non-disabled","No function","Operational Delivery","LGBO","160","[c]","26120","21160"
"Leaver CS","2021","Declared non-disabled","No function","Operational Delivery","Undeclared","345","[c]","27060","21920"
"Leaver CS","2021","Declared non-disabled","No function","Operational Delivery","Unknown","380","[c]","30610","23790"
"Leaver CS","2021","Declared non-disabled","No function","Operational Research","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Other","Heterosexual / straight","40","[c]","41420","36690"
"Leaver CS","2021","Declared non-disabled","No function","Other","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Other","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Other","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Planning","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Planning","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Planning","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Planning","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Planning Inspectors","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Planning Inspectors","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Planning Inspectors","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Policy","Heterosexual / straight","175","[c]","49140","44630"
"Leaver CS","2021","Declared non-disabled","No function","Policy","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Policy","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Policy","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Psychology","Heterosexual / straight","60","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Psychology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Psychology","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Psychology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Science and Engineering","Heterosexual / straight","240","[c]","31190","28590"
"Leaver CS","2021","Declared non-disabled","No function","Science and Engineering","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Science and Engineering","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Science and Engineering","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Unknown","Heterosexual / straight","160","[c]","54640","37080"
"Leaver CS","2021","Declared non-disabled","No function","Unknown","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Unknown","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Unknown","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Veterinarian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Commercial","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Digital, Data and Technology","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Economics","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Economics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Finance","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Medicine","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Medicine","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Operational Delivery","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Operational Delivery","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Other","Heterosexual / straight","65","[c]","33140","26970"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Other","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Other","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Policy","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Policy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Policy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Project Delivery","Heterosexual / straight","210","[c]","41860","37370"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Project Delivery","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Project Delivery","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Project Delivery","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Science and Engineering","Heterosexual / straight","85","[c]","35780","33200"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Science and Engineering","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Science and Engineering","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Science and Engineering","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Statistics","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Unknown","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Property","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Property","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Property","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Property","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Property","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Property","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Property","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Property","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Property","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
