"Status","Year","Organisation","Profession_of_post","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Knowledge and Information Management","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Knowledge and Information Management","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Knowledge and Information Management","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Knowledge and Information Management","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Operational Delivery","London","Heterosexual / straight","115","115","37690","33210"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Operational Delivery","London","LGBO","15","15","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Operational Delivery","London","Undeclared","10","10","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Operational Delivery","London","Unknown","10","10","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Operational Delivery","Outside London","Heterosexual / straight","245","230","37640","34760"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Operational Delivery","Outside London","LGBO","15","15","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Operational Delivery","Outside London","Undeclared","25","20","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Operational Delivery","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Operational Research","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Operational Research","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Planning","London","Heterosexual / straight","70","70","47630","43060"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Planning","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Planning","London","Undeclared","5","5","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Planning","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Planning","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Planning","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Policy","London","Heterosexual / straight","805","785","50330","53130"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Policy","London","LGBO","100","100","48980","53130"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Policy","London","Undeclared","90","85","48020","50320"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Policy","London","Unknown","70","70","48990","41580"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Policy","Outside London","Heterosexual / straight","155","150","41310","36340"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Policy","Outside London","LGBO","20","20","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Policy","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Policy","Outside London","Unknown","20","20","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Project Delivery","London","Heterosexual / straight","45","45","47750","39890"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Project Delivery","London","LGBO","5","5","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Project Delivery","London","Undeclared","5","5","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Project Delivery","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Project Delivery","Outside London","Heterosexual / straight","35","35","39860","36340"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Project Delivery","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Project Delivery","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Project Delivery","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Science and Engineering","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Science and Engineering","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Security","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Security","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Security","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Social Research","London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Social Research","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Social Research","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Social Research","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Statistics","London","Heterosexual / straight","80","75","49290","53130"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Statistics","London","LGBO","5","5","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Statistics","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Statistics","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Statistics","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Statistics","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Commercial","London","Heterosexual / straight","45","45","40030","37930"
"In post","2021","Ministry of Justice (excl. agencies)","Commercial","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Commercial","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Commercial","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Commercial","Outside London","Heterosexual / straight","45","40","32850","34090"
"In post","2021","Ministry of Justice (excl. agencies)","Commercial","Outside London","LGBO","5","5","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Commercial","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Commercial","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Communications","London","Heterosexual / straight","55","55","46350","42910"
"In post","2021","Ministry of Justice (excl. agencies)","Communications","London","LGBO","10","10","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Communications","London","Undeclared","5","5","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Communications","London","Unknown","20","20","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Communications","Outside London","Heterosexual / straight","15","10","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Communications","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Communications","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Communications","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Digital, Data and Technology","London","Heterosexual / straight","290","285","51540","52850"
"In post","2021","Ministry of Justice (excl. agencies)","Digital, Data and Technology","London","LGBO","30","30","53610","53180"
"In post","2021","Ministry of Justice (excl. agencies)","Digital, Data and Technology","London","Undeclared","45","45","53380","53620"
"In post","2021","Ministry of Justice (excl. agencies)","Digital, Data and Technology","London","Unknown","130","130","54170","55240"
"In post","2021","Ministry of Justice (excl. agencies)","Digital, Data and Technology","Outside London","Heterosexual / straight","245","240","41310","36670"
"In post","2021","Ministry of Justice (excl. agencies)","Digital, Data and Technology","Outside London","LGBO","25","25","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Digital, Data and Technology","Outside London","Undeclared","35","35","41340","36260"
"In post","2021","Ministry of Justice (excl. agencies)","Digital, Data and Technology","Outside London","Unknown","65","65","46560","47000"
"In post","2021","Ministry of Justice (excl. agencies)","Digital, Data and Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Digital, Data and Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Economics","London","Heterosexual / straight","35","35","47250","40480"
"In post","2021","Ministry of Justice (excl. agencies)","Economics","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Economics","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Economics","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Economics","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Economics","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Finance","London","Heterosexual / straight","230","220","46300","41440"
"In post","2021","Ministry of Justice (excl. agencies)","Finance","London","LGBO","10","10","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Finance","London","Undeclared","25","25","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Finance","London","Unknown","40","40","44600","40740"
"In post","2021","Ministry of Justice (excl. agencies)","Finance","Outside London","Heterosexual / straight","180","175","40980","40920"
"In post","2021","Ministry of Justice (excl. agencies)","Finance","Outside London","LGBO","5","5","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Finance","Outside London","Undeclared","15","15","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Finance","Outside London","Unknown","20","20","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Human Resources","London","Heterosexual / straight","165","165","47470","42040"
"In post","2021","Ministry of Justice (excl. agencies)","Human Resources","London","LGBO","10","10","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Human Resources","London","Undeclared","30","30","46210","38660"
"In post","2021","Ministry of Justice (excl. agencies)","Human Resources","London","Unknown","25","25","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Human Resources","Outside London","Heterosexual / straight","365","350","39140","35290"
"In post","2021","Ministry of Justice (excl. agencies)","Human Resources","Outside London","LGBO","20","15","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Human Resources","Outside London","Undeclared","35","30","37850","31180"
"In post","2021","Ministry of Justice (excl. agencies)","Human Resources","Outside London","Unknown","30","30","39380","31570"
"In post","2021","Ministry of Justice (excl. agencies)","Knowledge and Information Management","London","Heterosexual / straight","20","15","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Knowledge and Information Management","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Knowledge and Information Management","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Knowledge and Information Management","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Knowledge and Information Management","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Knowledge and Information Management","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Knowledge and Information Management","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Knowledge and Information Management","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Legal","London","Heterosexual / straight","35","30","56570","55490"
"In post","2021","Ministry of Justice (excl. agencies)","Legal","London","LGBO","10","10","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Legal","London","Undeclared","5","5","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Legal","London","Unknown","15","15","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Operational Delivery","London","Heterosexual / straight","640","625","38660","34470"
"In post","2021","Ministry of Justice (excl. agencies)","Operational Delivery","London","LGBO","55","55","34830","30850"
"In post","2021","Ministry of Justice (excl. agencies)","Operational Delivery","London","Undeclared","75","70","37930","34840"
"In post","2021","Ministry of Justice (excl. agencies)","Operational Delivery","London","Unknown","230","225","36380","31680"
"In post","2021","Ministry of Justice (excl. agencies)","Operational Delivery","Outside London","Heterosexual / straight","270","260","30310","28900"
"In post","2021","Ministry of Justice (excl. agencies)","Operational Delivery","Outside London","LGBO","15","15","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Operational Delivery","Outside London","Undeclared","25","20","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Operational Delivery","Outside London","Unknown","75","70","26380","21630"
"In post","2021","Ministry of Justice (excl. agencies)","Operational Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Operational Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Operational Research","London","Heterosexual / straight","55","50","47800","41000"
"In post","2021","Ministry of Justice (excl. agencies)","Operational Research","London","LGBO","5","5","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Operational Research","London","Undeclared","15","15","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Operational Research","London","Unknown","20","20","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Operational Research","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Operational Research","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Operational Research","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Other","London","Heterosexual / straight","35","35","37030","35000"
"In post","2021","Ministry of Justice (excl. agencies)","Other","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Other","London","Undeclared","5","5","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Other","London","Unknown","25","25","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Policy","London","Heterosexual / straight","425","410","44640","37340"
"In post","2021","Ministry of Justice (excl. agencies)","Policy","London","LGBO","40","40","43060","36900"
"In post","2021","Ministry of Justice (excl. agencies)","Policy","London","Undeclared","45","45","47380","41310"
"In post","2021","Ministry of Justice (excl. agencies)","Policy","London","Unknown","115","110","41800","36800"
"In post","2021","Ministry of Justice (excl. agencies)","Policy","Outside London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Policy","Outside London","LGBO","5","5","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Policy","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Policy","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Project Delivery","London","Heterosexual / straight","115","115","45070","39530"
"In post","2021","Ministry of Justice (excl. agencies)","Project Delivery","London","LGBO","5","5","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Project Delivery","London","Undeclared","15","15","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Project Delivery","London","Unknown","25","25","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Project Delivery","Outside London","Heterosexual / straight","65","65","38270","35570"
"In post","2021","Ministry of Justice (excl. agencies)","Project Delivery","Outside London","LGBO","10","10","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Project Delivery","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Project Delivery","Outside London","Unknown","10","10","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Property","London","Heterosexual / straight","40","40","48500","40210"
"In post","2021","Ministry of Justice (excl. agencies)","Property","London","LGBO","5","5","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Property","London","Undeclared","10","10","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Property","London","Unknown","15","15","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Property","Outside London","Heterosexual / straight","50","50","35830","32480"
"In post","2021","Ministry of Justice (excl. agencies)","Property","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Property","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Property","Outside London","Unknown","10","10","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Psychology","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Psychology","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Psychology","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Social Research","London","Heterosexual / straight","40","40","50190","48150"
"In post","2021","Ministry of Justice (excl. agencies)","Social Research","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Social Research","London","Undeclared","5","5","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Social Research","London","Unknown","5","5","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Social Research","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Social Research","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Statistics","London","Heterosexual / straight","70","70","47980","41710"
"In post","2021","Ministry of Justice (excl. agencies)","Statistics","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Statistics","London","Undeclared","10","10","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Statistics","London","Unknown","10","10","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Statistics","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Statistics","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Statistics","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Unknown","London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Unknown","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Unknown","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Unknown","London","Unknown","10","10","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Unknown","Outside London","Heterosexual / straight","45","45","35520","34070"
"In post","2021","Ministry of Justice (excl. agencies)","Unknown","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Unknown","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Unknown","Outside London","Unknown","10","10","[c]","[c]"
"In post","2021","National Crime Agency","Commercial","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Commercial","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Commercial","London","Unknown","5","5","[c]","[c]"
"In post","2021","National Crime Agency","Commercial","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","National Crime Agency","Commercial","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Commercial","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Communications","London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","National Crime Agency","Communications","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Communications","London","Unknown","5","5","[c]","[c]"
"In post","2021","National Crime Agency","Communications","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","National Crime Agency","Communications","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Communications","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Digital, Data and Technology","London","Heterosexual / straight","65","65","47210","43420"
"In post","2021","National Crime Agency","Digital, Data and Technology","London","LGBO","5","5","[c]","[c]"
"In post","2021","National Crime Agency","Digital, Data and Technology","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Digital, Data and Technology","London","Unknown","15","15","[c]","[c]"
"In post","2021","National Crime Agency","Digital, Data and Technology","Outside London","Heterosexual / straight","130","125","37830","36740"
"In post","2021","National Crime Agency","Digital, Data and Technology","Outside London","LGBO","5","5","[c]","[c]"
"In post","2021","National Crime Agency","Digital, Data and Technology","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2021","National Crime Agency","Digital, Data and Technology","Outside London","Unknown","20","20","[c]","[c]"
"In post","2021","National Crime Agency","Digital, Data and Technology","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Digital, Data and Technology","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Digital, Data and Technology","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Digital, Data and Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Digital, Data and Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Finance","London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","National Crime Agency","Finance","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Finance","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Finance","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Finance","Outside London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","National Crime Agency","Finance","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Finance","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Finance","Outside London","Unknown","10","10","[c]","[c]"
"In post","2021","National Crime Agency","Human Resources","London","Heterosexual / straight","45","40","47880","43400"
"In post","2021","National Crime Agency","Human Resources","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Human Resources","London","Undeclared","5","5","[c]","[c]"
"In post","2021","National Crime Agency","Human Resources","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Human Resources","Outside London","Heterosexual / straight","100","95","36970","36740"
"In post","2021","National Crime Agency","Human Resources","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Human Resources","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2021","National Crime Agency","Human Resources","Outside London","Unknown","15","15","[c]","[c]"
"In post","2021","National Crime Agency","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Human Resources","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Legal","London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","National Crime Agency","Legal","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Legal","London","Undeclared","5","5","[c]","[c]"
"In post","2021","National Crime Agency","Legal","London","Unknown","10","10","[c]","[c]"
"In post","2021","National Crime Agency","Legal","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Legal","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Legal","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Operational Delivery","London","Heterosexual / straight","1010","985","43040","40170"
"In post","2021","National Crime Agency","Operational Delivery","London","LGBO","45","45","41760","39840"
"In post","2021","National Crime Agency","Operational Delivery","London","Undeclared","85","85","41160","40170"
"In post","2021","National Crime Agency","Operational Delivery","London","Unknown","215","210","43990","41090"
"In post","2021","National Crime Agency","Operational Delivery","Outside London","Heterosexual / straight","2360","2310","36940","36410"
"In post","2021","National Crime Agency","Operational Delivery","Outside London","LGBO","110","105","34280","34140"
"In post","2021","National Crime Agency","Operational Delivery","Outside London","Undeclared","200","195","35030","34140"
"In post","2021","National Crime Agency","Operational Delivery","Outside London","Unknown","475","460","38750","37560"
"In post","2021","National Crime Agency","Operational Delivery","Overseas","Heterosexual / straight","100","100","66820","63350"
"In post","2021","National Crime Agency","Operational Delivery","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Operational Delivery","Overseas","Undeclared","10","10","[c]","[c]"
"In post","2021","National Crime Agency","Operational Delivery","Overseas","Unknown","20","20","[c]","[c]"
"In post","2021","National Crime Agency","Operational Delivery","Unknown","Heterosexual / straight","65","60","45540","45480"
"In post","2021","National Crime Agency","Operational Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Operational Delivery","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2021","National Crime Agency","Operational Delivery","Unknown","Unknown","25","25","[c]","[c]"
"In post","2021","National Crime Agency","Project Delivery","London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","National Crime Agency","Project Delivery","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Project Delivery","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Project Delivery","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Project Delivery","Outside London","Heterosexual / straight","55","55","43690","45480"
"In post","2021","National Crime Agency","Project Delivery","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Project Delivery","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2021","National Crime Agency","Project Delivery","Outside London","Unknown","10","10","[c]","[c]"
"In post","2021","National Crime Agency","Property","London","Heterosexual / straight","10","5","[c]","[c]"
"In post","2021","National Crime Agency","Property","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Property","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Property","Outside London","Heterosexual / straight","15","15","[c]","[c]"
