"Status","Year","Profession_of_post","Region_london","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Property","Outside London","Female","LGBO","65","65","32100","28410"
"In post","2021","Property","Outside London","Female","Undeclared","225","205","33390","33250"
"In post","2021","Property","Outside London","Female","Unknown","370","335","29790","26500"
"In post","2021","Property","Outside London","Male","Heterosexual / straight","2405","2345","36160","33300"
"In post","2021","Property","Outside London","Male","LGBO","65","65","33220","29720"
"In post","2021","Property","Outside London","Male","Undeclared","365","350","36730","33300"
"In post","2021","Property","Outside London","Male","Unknown","520","500","33990","31100"
"In post","2021","Property","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Property","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Overseas","Female","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Property","Overseas","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Overseas","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Property","Overseas","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Property","Overseas","Male","Heterosexual / straight","120","120","39080","38080"
"In post","2021","Property","Overseas","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Overseas","Male","Undeclared","20","20","[c]","[c]"
"In post","2021","Property","Overseas","Male","Unknown","30","30","[c]","[c]"
"In post","2021","Property","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Property","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Unknown","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Property","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Property","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Property","Unknown","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Property","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Property","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Property","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Property","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","London","Female","Heterosexual / straight","45","45","43440","42550"
"In post","2021","Psychology","London","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","London","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","London","Female","Unknown","10","10","[c]","[c]"
"In post","2021","Psychology","London","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Psychology","London","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","London","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","London","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Outside London","Female","Heterosexual / straight","890","850","35270","30450"
"In post","2021","Psychology","Outside London","Female","LGBO","40","40","31090","29060"
"In post","2021","Psychology","Outside London","Female","Undeclared","75","75","34570","31180"
"In post","2021","Psychology","Outside London","Female","Unknown","175","160","36190","33650"
"In post","2021","Psychology","Outside London","Male","Heterosexual / straight","115","115","36930","31180"
"In post","2021","Psychology","Outside London","Male","LGBO","15","15","[c]","[c]"
"In post","2021","Psychology","Outside London","Male","Undeclared","15","15","[c]","[c]"
"In post","2021","Psychology","Outside London","Male","Unknown","25","25","[c]","[c]"
"In post","2021","Psychology","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","London","Female","Heterosexual / straight","550","510","44150","40430"
"In post","2021","Science and Engineering","London","Female","LGBO","35","35","47760","40070"
"In post","2021","Science and Engineering","London","Female","Undeclared","70","60","49400","41080"
"In post","2021","Science and Engineering","London","Female","Unknown","195","180","46970","43930"
"In post","2021","Science and Engineering","London","Male","Heterosexual / straight","380","365","47070","42430"
"In post","2021","Science and Engineering","London","Male","LGBO","35","35","51350","40650"
"In post","2021","Science and Engineering","London","Male","Undeclared","60","55","49430","45130"
"In post","2021","Science and Engineering","London","Male","Unknown","105","105","51500","46000"
"In post","2021","Science and Engineering","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Outside London","Female","Heterosexual / straight","2225","2060","36550","33770"
"In post","2021","Science and Engineering","Outside London","Female","LGBO","150","145","32630","28650"
"In post","2021","Science and Engineering","Outside London","Female","Undeclared","350","325","38660","37410"
"In post","2021","Science and Engineering","Outside London","Female","Unknown","880","810","36830","36630"
"In post","2021","Science and Engineering","Outside London","Male","Heterosexual / straight","5590","5480","37960","37280"
"In post","2021","Science and Engineering","Outside London","Male","LGBO","205","200","34620","29890"
"In post","2021","Science and Engineering","Outside London","Male","Undeclared","1085","1045","38690","37320"
"In post","2021","Science and Engineering","Outside London","Male","Unknown","1975","1910","39780","39650"
"In post","2021","Science and Engineering","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Overseas","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Science and Engineering","Overseas","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Overseas","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Overseas","Female","Unknown","15","15","[c]","[c]"
"In post","2021","Science and Engineering","Overseas","Male","Heterosexual / straight","75","75","44290","41940"
"In post","2021","Science and Engineering","Overseas","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Overseas","Male","Undeclared","5","5","[c]","[c]"
"In post","2021","Science and Engineering","Overseas","Male","Unknown","25","25","[c]","[c]"
"In post","2021","Science and Engineering","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Unknown","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Unknown","Male","Heterosexual / straight","55","55","27240","27370"
"In post","2021","Science and Engineering","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Unknown","Male","Undeclared","5","5","[c]","[c]"
"In post","2021","Science and Engineering","Unknown","Male","Unknown","10","10","[c]","[c]"
"In post","2021","Science and Engineering","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","London","Female","Heterosexual / straight","310","300","39420","35260"
"In post","2021","Security","London","Female","LGBO","30","30","[c]","[c]"
"In post","2021","Security","London","Female","Undeclared","35","35","40720","38800"
"In post","2021","Security","London","Female","Unknown","65","65","42140","38130"
"In post","2021","Security","London","Male","Heterosexual / straight","550","545","37370","35060"
"In post","2021","Security","London","Male","LGBO","25","25","[c]","[c]"
"In post","2021","Security","London","Male","Undeclared","95","95","43630","44030"
"In post","2021","Security","London","Male","Unknown","115","115","36770","34170"
"In post","2021","Security","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Security","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Outside London","Female","Heterosexual / straight","900","870","29450","26670"
"In post","2021","Security","Outside London","Female","LGBO","85","85","29000","25680"
"In post","2021","Security","Outside London","Female","Undeclared","130","125","28900","26670"
"In post","2021","Security","Outside London","Female","Unknown","175","170","30320","26710"
"In post","2021","Security","Outside London","Male","Heterosexual / straight","4055","3980","29480","25540"
"In post","2021","Security","Outside London","Male","LGBO","110","110","31140","30450"
"In post","2021","Security","Outside London","Male","Undeclared","670","655","33910","39070"
"In post","2021","Security","Outside London","Male","Unknown","870","860","31010","27700"
"In post","2021","Security","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Security","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","Overseas","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Security","Overseas","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Overseas","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Security","Overseas","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","Overseas","Male","Heterosexual / straight","60","60","37690","34350"
"In post","2021","Security","Overseas","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Overseas","Male","Undeclared","5","5","[c]","[c]"
"In post","2021","Security","Overseas","Male","Unknown","5","5","[c]","[c]"
"In post","2021","Security","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Security","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Unknown","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Security","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Security","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Security","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Security","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Security","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","London","Female","Heterosexual / straight","250","240","47220","43560"
"In post","2021","Social Research","London","Female","LGBO","25","25","[c]","[c]"
"In post","2021","Social Research","London","Female","Undeclared","20","20","[c]","[c]"
"In post","2021","Social Research","London","Female","Unknown","35","30","43660","41440"
"In post","2021","Social Research","London","Male","Heterosexual / straight","95","90","49530","51970"
"In post","2021","Social Research","London","Male","LGBO","5","5","[c]","[c]"
"In post","2021","Social Research","London","Male","Undeclared","10","10","[c]","[c]"
"In post","2021","Social Research","London","Male","Unknown","20","20","[c]","[c]"
"In post","2021","Social Research","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Outside London","Female","Heterosexual / straight","355","335","40410","38630"
"In post","2021","Social Research","Outside London","Female","LGBO","30","30","[c]","[c]"
"In post","2021","Social Research","Outside London","Female","Undeclared","25","25","[c]","[c]"
"In post","2021","Social Research","Outside London","Female","Unknown","65","60","36930","36990"
"In post","2021","Social Research","Outside London","Male","Heterosexual / straight","150","145","40280","37020"
"In post","2021","Social Research","Outside London","Male","LGBO","15","15","[c]","[c]"
"In post","2021","Social Research","Outside London","Male","Undeclared","5","5","[c]","[c]"
"In post","2021","Social Research","Outside London","Male","Unknown","55","50","36470","36030"
"In post","2021","Social Research","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","London","Female","Heterosexual / straight","300","285","47910","43490"
"In post","2021","Statistics","London","Female","LGBO","25","25","[c]","[c]"
"In post","2021","Statistics","London","Female","Undeclared","25","25","[c]","[c]"
"In post","2021","Statistics","London","Female","Unknown","55","50","42590","38670"
"In post","2021","Statistics","London","Male","Heterosexual / straight","350","345","47710","42870"
"In post","2021","Statistics","London","Male","LGBO","35","35","46660","42990"
"In post","2021","Statistics","London","Male","Undeclared","35","35","44690","41950"
"In post","2021","Statistics","London","Male","Unknown","85","85","43920","41240"
"In post","2021","Statistics","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Outside London","Female","Heterosexual / straight","380","355","41240","38630"
"In post","2021","Statistics","Outside London","Female","LGBO","35","35","34780","32480"
"In post","2021","Statistics","Outside London","Female","Undeclared","35","35","38160","35230"
"In post","2021","Statistics","Outside London","Female","Unknown","85","80","36360","32130"
"In post","2021","Statistics","Outside London","Male","Heterosexual / straight","360","355","41240","37520"
"In post","2021","Statistics","Outside London","Male","LGBO","40","40","39310","33140"
"In post","2021","Statistics","Outside London","Male","Undeclared","45","40","40330","36030"
"In post","2021","Statistics","Outside London","Male","Unknown","120","115","40570","37020"
"In post","2021","Statistics","Outside London","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Statistics","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Outside London","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","Statistics","Overseas","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Overseas","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Overseas","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Overseas","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Overseas","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Overseas","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Overseas","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Overseas","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Unknown","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Tax","London","Female","Heterosexual / straight","605","565","43130","36240"
"In post","2021","Tax","London","Female","LGBO","25","20","[c]","[c]"
"In post","2021","Tax","London","Female","Undeclared","80","75","40170","36190"
"In post","2021","Tax","London","Female","Unknown","320","295","37050","36160"
"In post","2021","Tax","London","Male","Heterosexual / straight","725","695","45840","39800"
"In post","2021","Tax","London","Male","LGBO","40","40","45070","39800"
"In post","2021","Tax","London","Male","Undeclared","125","120","46880","39800"
"In post","2021","Tax","London","Male","Unknown","375","360","42080","36590"
"In post","2021","Tax","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Tax","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Tax","Outside London","Female","Heterosexual / straight","4030","3695","33050","31810"
"In post","2021","Tax","Outside London","Female","LGBO","230","220","31480","31810"
"In post","2021","Tax","Outside London","Female","Undeclared","505","450","35800","31810"
"In post","2021","Tax","Outside London","Female","Unknown","2630","2450","26440","25560"
"In post","2021","Tax","Outside London","Male","Heterosexual / straight","4235","4080","35280","31810"
"In post","2021","Tax","Outside London","Male","LGBO","345","335","32280","31810"
"In post","2021","Tax","Outside London","Male","Undeclared","610","580","37910","31940"
"In post","2021","Tax","Outside London","Male","Unknown","2910","2810","28260","25560"
"In post","2021","Tax","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Tax","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Tax","Overseas","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Tax","Overseas","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Tax","Overseas","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Tax","Overseas","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Tax","Overseas","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Tax","Overseas","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Tax","Overseas","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Tax","Overseas","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Tax","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Tax","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","London","Female","Heterosexual / straight","6340","5995","39180","31060"
"In post","2021","Unknown","London","Female","LGBO","370","360","38390","31180"
"In post","2021","Unknown","London","Female","Undeclared","760","700","36700","31060"
"In post","2021","Unknown","London","Female","Unknown","3235","2995","38220","31060"
"In post","2021","Unknown","London","Male","Heterosexual / straight","4125","4065","43330","34550"
"In post","2021","Unknown","London","Male","LGBO","490","480","44190","38220"
"In post","2021","Unknown","London","Male","Undeclared","520","510","43190","35060"
"In post","2021","Unknown","London","Male","Unknown","2295","2265","45000","33250"
"In post","2021","Unknown","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Outside London","Female","Heterosexual / straight","40890","35865","28600","27570"
"In post","2021","Unknown","Outside London","Female","LGBO","1855","1755","28560","27570"
"In post","2021","Unknown","Outside London","Female","Undeclared","4470","3830","27110","27570"
"In post","2021","Unknown","Outside London","Female","Unknown","15890","13380","27890","27570"
"In post","2021","Unknown","Outside London","Male","Heterosexual / straight","22665","21895","30460","27570"
"In post","2021","Unknown","Outside London","Male","LGBO","2185","2125","28800","27570"
"In post","2021","Unknown","Outside London","Male","Undeclared","2810","2685","29230","27570"
"In post","2021","Unknown","Outside London","Male","Unknown","9905","9480","30720","27570"
"In post","2021","Unknown","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Overseas","Female","Heterosexual / straight","90","90","[c]","[c]"
"In post","2021","Unknown","Overseas","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Overseas","Female","Undeclared","15","15","[c]","[c]"
"In post","2021","Unknown","Overseas","Female","Unknown","10","10","[c]","[c]"
"In post","2021","Unknown","Overseas","Male","Heterosexual / straight","135","135","38740","33300"
"In post","2021","Unknown","Overseas","Male","LGBO","10","10","[c]","[c]"
"In post","2021","Unknown","Overseas","Male","Undeclared","30","30","[c]","[c]"
"In post","2021","Unknown","Overseas","Male","Unknown","5","5","[c]","[c]"
"In post","2021","Unknown","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Female","Heterosexual / straight","480","445","31770","27570"
"In post","2021","Unknown","Unknown","Female","LGBO","20","20","[c]","[c]"
"In post","2021","Unknown","Unknown","Female","Undeclared","55","45","30090","27570"
"In post","2021","Unknown","Unknown","Female","Unknown","355","340","33490","29250"
"In post","2021","Unknown","Unknown","Male","Heterosexual / straight","270","265","33530","27570"
"In post","2021","Unknown","Unknown","Male","LGBO","30","30","[c]","[c]"
"In post","2021","Unknown","Unknown","Male","Undeclared","35","35","31160","27570"
"In post","2021","Unknown","Unknown","Male","Unknown","280","280","34520","30740"
"In post","2021","Unknown","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","London","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Veterinarian","London","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","London","Female","Undeclared","5","5","[c]","[c]"
"In post","2021","Veterinarian","London","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","London","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Veterinarian","London","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","London","Male","Undeclared","5","5","[c]","[c]"
"In post","2021","Veterinarian","London","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","Outside London","Female","Heterosexual / straight","155","145","44650","38390"
"In post","2021","Veterinarian","Outside London","Female","LGBO","5","5","[c]","[c]"
"In post","2021","Veterinarian","Outside London","Female","Undeclared","35","35","44340","41980"
"In post","2021","Veterinarian","Outside London","Female","Unknown","40","35","44200","41610"
"In post","2021","Veterinarian","Outside London","Male","Heterosexual / straight","110","110","46380","46450"
"In post","2021","Veterinarian","Outside London","Male","LGBO","5","5","[c]","[c]"
"In post","2021","Veterinarian","Outside London","Male","Undeclared","30","30","[c]","[c]"
"In post","2021","Veterinarian","Outside London","Male","Unknown","25","25","[c]","[c]"
"In post","2021","Veterinarian","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","London","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","London","Female","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","London","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","London","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Outside London","Female","Heterosexual / straight","55","[c]","35130","34800"
"Leaver CS","2021","Commercial","Outside London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Outside London","Female","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Outside London","Female","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Outside London","Male","Heterosexual / straight","60","[c]","41100","40250"
"Leaver CS","2021","Commercial","Outside London","Male","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Outside London","Male","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Outside London","Male","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Overseas","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Overseas","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Overseas","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Overseas","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Overseas","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Overseas","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Overseas","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Overseas","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","London","Female","Heterosexual / straight","40","[c]","40760","37440"
"Leaver CS","2021","Communications","London","Female","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","Communications","London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","London","Female","Unknown","30","[c]","37230","37350"
"Leaver CS","2021","Communications","London","Male","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2021","Communications","London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","London","Male","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Communications","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Outside London","Female","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Outside London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Outside London","Female","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Outside London","Female","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Outside London","Male","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Outside London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Outside London","Male","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Outside London","Male","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
