"Status","Year","Organisation","Profession_of_post","Region_ITL1","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Home Office (incl. agencies)","Other","North East (England)","Durham CC","35","35","27390","23160"
"In post","2021","Home Office (incl. agencies)","Other","North East (England)","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Other","North West (England)","Greater Manchester South West","65","65","34320","30820"
"In post","2021","Home Office (incl. agencies)","Other","North West (England)","Liverpool","135","130","26600","25040"
"In post","2021","Home Office (incl. agencies)","Other","North West (England)","Manchester","10","10","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Other","North West (England)","Sefton","25","25","26750","24890"
"In post","2021","Home Office (incl. agencies)","Other","Northern Ireland","Belfast","20","15","24810","24880"
"In post","2021","Home Office (incl. agencies)","Other","Northern Ireland","Lisburn and Castlereagh","5","5","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Other","Scotland","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Other","Scotland","Glasgow City","25","25","25950","24880"
"In post","2021","Home Office (incl. agencies)","Other","Scotland","Inverclyde, East Renfrewshire and Renfrewshire","5","5","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Other","South East (England)","East Kent","30","25","27150","25260"
"In post","2021","Home Office (incl. agencies)","Other","South East (England)","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Other","South East (England)","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Other","South East (England)","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Other","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Other","South West (England)","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Other","South West (England)","Dorset CC","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Other","Wales","Cardiff and Vale of Glamorgan","5","5","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Other","Wales","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Other","Wales","Monmouthshire and Newport","10","10","24880","21430"
"In post","2021","Home Office (incl. agencies)","Other","Wales","Swansea","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Other","West Midlands (England)","Birmingham","10","10","27520","24880"
"In post","2021","Home Office (incl. agencies)","Other","West Midlands (England)","Solihull","40","30","27380","21430"
"In post","2021","Home Office (incl. agencies)","Other","Yorkshire and The Humber","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Other","Yorkshire and The Humber","Leeds","25","25","29220","25040"
"In post","2021","Home Office (incl. agencies)","Other","Yorkshire and The Humber","Sheffield","100","95","31410","30820"
"In post","2021","Home Office (incl. agencies)","Policy","East Midlands (England)","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Policy","East of England","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Policy","East of England","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Policy","East of England","West Essex","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Policy","London","Camden and City of London","30","25","38370","29730"
"In post","2021","Home Office (incl. agencies)","Policy","London","Croydon","155","150","48570","45070"
"In post","2021","Home Office (incl. agencies)","Policy","London","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Policy","London","Harrow and Hillingdon","10","10","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Policy","London","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Policy","London","Lambeth","20","15","60550","57560"
"In post","2021","Home Office (incl. agencies)","Policy","London","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Policy","London","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Policy","London","Westminster","1715","1675","51550","56580"
"In post","2021","Home Office (incl. agencies)","Policy","North East (England)","Darlington","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Policy","North East (England)","Durham CC","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Policy","North West (England)","Greater Manchester South West","15","15","44240","37460"
"In post","2021","Home Office (incl. agencies)","Policy","North West (England)","Liverpool","45","45","35050","31830"
"In post","2021","Home Office (incl. agencies)","Policy","North West (England)","Manchester","5","5","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Policy","North West (England)","Sefton","20","15","42660","38440"
"In post","2021","Home Office (incl. agencies)","Policy","Northern Ireland","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Policy","Scotland","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Policy","Scotland","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Policy","South East (England)","East Kent","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Policy","Wales","Cardiff and Vale of Glamorgan","10","10","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Policy","Wales","Swansea","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Policy","West Midlands (England)","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Policy","West Midlands (England)","Solihull","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Policy","Yorkshire and The Humber","Leeds","5","5","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Policy","Yorkshire and The Humber","Sheffield","60","60","40470","37460"
"In post","2021","Home Office (incl. agencies)","Project Delivery","East Midlands (England)","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Project Delivery","East of England","Bedford","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Project Delivery","East of England","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Project Delivery","East of England","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Project Delivery","East of England","Peterborough","25","25","35340","30830"
"In post","2021","Home Office (incl. agencies)","Project Delivery","East of England","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Project Delivery","East of England","West Essex","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Project Delivery","London","Barnet","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Project Delivery","London","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Project Delivery","London","Croydon","490","480","47640","42410"
"In post","2021","Home Office (incl. agencies)","Project Delivery","London","Harrow and Hillingdon","15","15","46220","41950"
"In post","2021","Home Office (incl. agencies)","Project Delivery","London","Hounslow and Richmond upon Thames","5","5","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Project Delivery","London","Lambeth","5","5","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Project Delivery","London","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Project Delivery","London","Westminster","305","300","51350","44970"
"In post","2021","Home Office (incl. agencies)","Project Delivery","North East (England)","Durham CC","35","35","32880","30830"
"In post","2021","Home Office (incl. agencies)","Project Delivery","North East (England)","Tyneside","5","5","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Project Delivery","North West (England)","Greater Manchester South West","25","25","43860","41950"
"In post","2021","Home Office (incl. agencies)","Project Delivery","North West (England)","Liverpool","125","120","38680","37460"
"In post","2021","Home Office (incl. agencies)","Project Delivery","North West (England)","Manchester","5","5","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Project Delivery","North West (England)","Sefton","40","40","35120","32460"
"In post","2021","Home Office (incl. agencies)","Project Delivery","Northern Ireland","Belfast","10","10","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Project Delivery","Northern Ireland","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Project Delivery","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Project Delivery","Scotland","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Project Delivery","Scotland","Glasgow City","25","25","38680","37660"
"In post","2021","Home Office (incl. agencies)","Project Delivery","Scotland","Inverclyde, East Renfrewshire and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Project Delivery","South East (England)","East Kent","20","20","40060","37450"
"In post","2021","Home Office (incl. agencies)","Project Delivery","South East (England)","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Project Delivery","South East (England)","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Project Delivery","South East (England)","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Project Delivery","South East (England)","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Project Delivery","South West (England)","Plymouth","5","5","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Project Delivery","Wales","Cardiff and Vale of Glamorgan","10","10","40900","37680"
"In post","2021","Home Office (incl. agencies)","Project Delivery","Wales","Monmouthshire and Newport","5","5","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Project Delivery","Wales","South West Wales","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Project Delivery","West Midlands (England)","Solihull","20","20","39010","37460"
"In post","2021","Home Office (incl. agencies)","Project Delivery","West Midlands (England)","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Project Delivery","West Midlands (England)","Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Project Delivery","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Project Delivery","Yorkshire and The Humber","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Project Delivery","Yorkshire and The Humber","Leeds","20","20","37880","37460"
"In post","2021","Home Office (incl. agencies)","Project Delivery","Yorkshire and The Humber","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Project Delivery","Yorkshire and The Humber","Sheffield","75","75","38810","37460"
"In post","2021","Home Office (incl. agencies)","Property","London","Croydon","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Property","London","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Property","North East (England)","South Teesside","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Property","North West (England)","Liverpool","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Property","North West (England)","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Property","Scotland","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Property","Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Property","West Midlands (England)","Solihull","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Property","Yorkshire and The Humber","Sheffield","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Science and Engineering","London","Croydon","30","30","50080","40410"
"In post","2021","Home Office (incl. agencies)","Science and Engineering","London","Westminster","45","45","54060","45650"
"In post","2021","Home Office (incl. agencies)","Science and Engineering","North West (England)","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Science and Engineering","North West (England)","Liverpool","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Science and Engineering","Northern Ireland","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Science and Engineering","Scotland","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Science and Engineering","Scotland","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Science and Engineering","South West (England)","Swindon","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Science and Engineering","West Midlands (England)","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Science and Engineering","West Midlands (England)","Solihull","25","25","34970","33450"
"In post","2021","Home Office (incl. agencies)","Science and Engineering","Yorkshire and The Humber","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Science and Engineering","Yorkshire and The Humber","Sheffield","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Security","East Midlands (England)","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Security","East of England","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Security","London","Barnet","5","5","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Security","London","Croydon","135","130","30610","25630"
"In post","2021","Home Office (incl. agencies)","Security","London","Harrow and Hillingdon","10","10","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Security","London","Hounslow and Richmond upon Thames","15","15","23050","22210"
"In post","2021","Home Office (incl. agencies)","Security","London","Westminster","90","85","37350","35070"
"In post","2021","Home Office (incl. agencies)","Security","North West (England)","Greater Manchester South West","30","30","33530","31060"
"In post","2021","Home Office (incl. agencies)","Security","North West (England)","Liverpool","15","15","23590","21430"
"In post","2021","Home Office (incl. agencies)","Security","Scotland","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Security","South East (England)","East Kent","15","15","22350","17990"
"In post","2021","Home Office (incl. agencies)","Security","South West (England)","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Security","Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Security","Yorkshire and The Humber","Leeds","10","10","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Security","Yorkshire and The Humber","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Security","Yorkshire and The Humber","Sheffield","15","15","21300","17990"
"In post","2021","Home Office (incl. agencies)","Social Research","London","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Social Research","London","Croydon","10","10","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Social Research","London","Lambeth","5","5","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Social Research","London","Westminster","85","80","49040","44100"
"In post","2021","Home Office (incl. agencies)","Social Research","North West (England)","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Social Research","Yorkshire and The Humber","Sheffield","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Statistics","London","Croydon","30","30","38930","35490"
"In post","2021","Home Office (incl. agencies)","Statistics","London","Hounslow and Richmond upon Thames","5","5","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Statistics","London","Westminster","55","55","44740","42280"
"In post","2021","Home Office (incl. agencies)","Unknown","London","Barnet","5","5","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Unknown","London","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Unknown","London","Croydon","25","25","66970","68720"
"In post","2021","Home Office (incl. agencies)","Unknown","London","Westminster","10","10","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Unknown","North West (England)","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Unknown","North West (England)","Liverpool","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Unknown","North West (England)","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Unknown","Northern Ireland","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Unknown","Overseas","Overseas","220","220","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Unknown","Yorkshire and The Humber","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Unknown","Yorkshire and The Humber","Sheffield","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Commercial","London","Croydon","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Commercial","London","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Commercial","North West (England)","Blackpool","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Commercial","North West (England)","Wirral","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Commercial","South West (England)","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Commercial","Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Commercial","West Midlands (England)","Birmingham","10","10","[c]","[c]"
"In post","2021","Insolvency Service","Communications","London","Hackney and Newham","5","5","[c]","[c]"
"In post","2021","Insolvency Service","Communications","North East (England)","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Communications","Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Communications","West Midlands (England)","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Counter Fraud","East Midlands (England)","Nottingham","15","10","34950","36060"
"In post","2021","Insolvency Service","Counter Fraud","East of England","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Counter Fraud","East of England","Hertfordshire","15","15","40810","38510"
"In post","2021","Insolvency Service","Counter Fraud","East of England","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Counter Fraud","East of England","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Counter Fraud","London","Croydon","5","5","[c]","[c]"
"In post","2021","Insolvency Service","Counter Fraud","London","Hackney and Newham","35","35","43170","43050"
"In post","2021","Insolvency Service","Counter Fraud","North East (England)","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Counter Fraud","North West (England)","Blackpool","5","5","[c]","[c]"
"In post","2021","Insolvency Service","Counter Fraud","North West (England)","Manchester","55","55","39750","39490"
"In post","2021","Insolvency Service","Counter Fraud","North West (England)","Wirral","5","5","[c]","[c]"
"In post","2021","Insolvency Service","Counter Fraud","Scotland","City of Edinburgh","10","10","37200","35230"
"In post","2021","Insolvency Service","Counter Fraud","South East (England)","Southampton","5","5","[c]","[c]"
"In post","2021","Insolvency Service","Counter Fraud","South West (England)","Bristol, City of","10","10","40380","39490"
"In post","2021","Insolvency Service","Counter Fraud","South West (England)","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Counter Fraud","South West (England)","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Counter Fraud","Wales","Cardiff and Vale of Glamorgan","10","5","[c]","[c]"
"In post","2021","Insolvency Service","Counter Fraud","West Midlands (England)","Birmingham","50","50","38100","38810"
"In post","2021","Insolvency Service","Counter Fraud","Yorkshire and The Humber","Leeds","20","20","39680","39490"
"In post","2021","Insolvency Service","Digital, Data and Technology","East Midlands (England)","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Digital, Data and Technology","East of England","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Digital, Data and Technology","London","Croydon","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Digital, Data and Technology","London","Hackney and Newham","5","5","[c]","[c]"
"In post","2021","Insolvency Service","Digital, Data and Technology","North East (England)","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Digital, Data and Technology","Scotland","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Digital, Data and Technology","South West (England)","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Digital, Data and Technology","West Midlands (England)","Birmingham","40","35","42560","41060"
"In post","2021","Insolvency Service","Digital, Data and Technology","Yorkshire and The Humber","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Finance","London","Hackney and Newham","10","10","47870","45250"
"In post","2021","Insolvency Service","Finance","North East (England)","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Finance","North West (England)","Blackpool","5","5","[c]","[c]"
"In post","2021","Insolvency Service","Finance","North West (England)","Manchester","5","5","[c]","[c]"
"In post","2021","Insolvency Service","Finance","South East (England)","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Finance","South West (England)","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Finance","Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Finance","West Midlands (England)","Birmingham","10","10","36740","41060"
"In post","2021","Insolvency Service","Human Resources","East Midlands (England)","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Human Resources","East of England","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Human Resources","London","Hackney and Newham","10","10","45850","46530"
"In post","2021","Insolvency Service","Human Resources","North East (England)","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Human Resources","North West (England)","Blackpool","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Human Resources","North West (England)","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Human Resources","North West (England)","Wirral","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Human Resources","Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Human Resources","West Midlands (England)","Birmingham","20","20","39310","39350"
"In post","2021","Insolvency Service","Human Resources","Yorkshire and The Humber","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Intelligence Analysis","East Midlands (England)","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Intelligence Analysis","London","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Intelligence Analysis","North West (England)","Wirral","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Intelligence Analysis","South West (England)","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Intelligence Analysis","South West (England)","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Intelligence Analysis","Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Intelligence Analysis","West Midlands (England)","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Knowledge and Information Management","West Midlands (England)","Birmingham","5","5","[c]","[c]"
"In post","2021","Insolvency Service","Legal","East of England","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Legal","London","Hackney and Newham","25","25","58810","55260"
"In post","2021","Insolvency Service","Legal","North West (England)","Manchester","10","10","[c]","[c]"
"In post","2021","Insolvency Service","Legal","South East (England)","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Legal","South West (England)","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Legal","West Midlands (England)","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Legal","Yorkshire and The Humber","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Operational Delivery","East Midlands (England)","Nottingham","50","45","29100","26290"
"In post","2021","Insolvency Service","Operational Delivery","East of England","Cambridgeshire CC","15","15","29600","26800"
"In post","2021","Insolvency Service","Operational Delivery","East of England","Hertfordshire","5","5","[c]","[c]"
"In post","2021","Insolvency Service","Operational Delivery","East of England","Southend-on-Sea","25","20","28560","26410"
"In post","2021","Insolvency Service","Operational Delivery","East of England","Suffolk","55","50","25880","20880"
"In post","2021","Insolvency Service","Operational Delivery","London","Croydon","55","50","30470","25060"
"In post","2021","Insolvency Service","Operational Delivery","London","Hackney and Newham","125","120","37710","32070"
"In post","2021","Insolvency Service","Operational Delivery","North East (England)","Tyneside","40","40","27760","26290"
"In post","2021","Insolvency Service","Operational Delivery","North West (England)","Blackpool","25","25","25470","20880"
"In post","2021","Insolvency Service","Operational Delivery","North West (England)","Manchester","110","110","28470","21250"
"In post","2021","Insolvency Service","Operational Delivery","North West (England)","Wirral","30","30","28300","26290"
"In post","2021","Insolvency Service","Operational Delivery","Scotland","City of Edinburgh","60","60","23400","20880"
"In post","2021","Insolvency Service","Operational Delivery","South East (England)","Berkshire","20","20","33810","29160"
"In post","2021","Insolvency Service","Operational Delivery","South East (England)","Brighton and Hove","15","15","30750","26410"
"In post","2021","Insolvency Service","Operational Delivery","South East (England)","Medway","55","50","26670","20880"
"In post","2021","Insolvency Service","Operational Delivery","South East (England)","Southampton","20","20","29060","26290"
"In post","2021","Insolvency Service","Operational Delivery","South West (England)","Bristol, City of","35","35","32080","29890"
"In post","2021","Insolvency Service","Operational Delivery","South West (England)","Devon CC","45","45","25970","20880"
"In post","2021","Insolvency Service","Operational Delivery","South West (England)","Plymouth","45","40","25360","20880"
"In post","2021","Insolvency Service","Operational Delivery","Wales","Cardiff and Vale of Glamorgan","55","55","25880","20880"
"In post","2021","Insolvency Service","Operational Delivery","West Midlands (England)","Birmingham","260","245","25850","20880"
"In post","2021","Insolvency Service","Operational Delivery","Yorkshire and The Humber","Leeds","80","80","26980","23560"
"In post","2021","Insolvency Service","Policy","East of England","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Policy","East of England","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Policy","London","Croydon","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Policy","London","Hackney and Newham","15","15","52470","55980"
"In post","2021","Insolvency Service","Policy","North West (England)","Blackpool","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Policy","North West (England)","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Policy","North West (England)","Wirral","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Policy","West Midlands (England)","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Policy","Yorkshire and The Humber","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Project Delivery","East Midlands (England)","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Project Delivery","East of England","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Project Delivery","East of England","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Project Delivery","East of England","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Project Delivery","London","Croydon","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Project Delivery","London","Hackney and Newham","5","5","[c]","[c]"
"In post","2021","Insolvency Service","Project Delivery","North East (England)","Tyneside","[c]","[c]","[c]","[c]"
