"Status","Year","Profession_of_post","Region_ITL3","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Commercial","Bournemouth and Poole","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Bradford","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Breckland and South Norfolk","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Breckland and South Norfolk","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Bridgend and Neath Port Talbot","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Brighton and Hove","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2021","Commercial","Bristol, City of","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Bristol, City of","EO","EO","5","5","[c]","[c]"
"In post","2021","Commercial","Bristol, City of","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Bristol, City of","G6/G7","G7","10","10","51590","51030"
"In post","2021","Commercial","Bristol, City of","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Bristol, City of","SEO/HEO","HEO","15","15","31520","31040"
"In post","2021","Commercial","Bristol, City of","SEO/HEO","SEO","35","35","40310","39980"
"In post","2021","Commercial","Bristol, City of","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Buckinghamshire CC","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Buckinghamshire CC","EO","EO","10","10","26790","27030"
"In post","2021","Commercial","Buckinghamshire CC","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Buckinghamshire CC","SEO/HEO","HEO","15","15","35540","35300"
"In post","2021","Commercial","Buckinghamshire CC","SEO/HEO","SEO","20","20","42860","42000"
"In post","2021","Commercial","Buckinghamshire CC","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cambridgeshire CC","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cambridgeshire CC","EO","EO","10","10","26620","26670"
"In post","2021","Commercial","Cambridgeshire CC","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cambridgeshire CC","SEO/HEO","HEO","20","20","34050","34370"
"In post","2021","Commercial","Cambridgeshire CC","SEO/HEO","SEO","20","20","43240","42080"
"In post","2021","Commercial","Camden and City of London","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cardiff and Vale of Glamorgan","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cardiff and Vale of Glamorgan","EO","EO","5","5","[c]","[c]"
"In post","2021","Commercial","Cardiff and Vale of Glamorgan","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cardiff and Vale of Glamorgan","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cardiff and Vale of Glamorgan","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cardiff and Vale of Glamorgan","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cardiff and Vale of Glamorgan","SEO/HEO","SEO","15","15","42140","41150"
"In post","2021","Commercial","Central Bedfordshire","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Central Bedfordshire","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Central Bedfordshire","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Central Bedfordshire","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Central Bedfordshire","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Central Hampshire","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Central Hampshire","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Central Hampshire","EO","EO","35","35","26100","26670"
"In post","2021","Commercial","Central Hampshire","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Central Hampshire","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Central Hampshire","SEO/HEO","HEO","40","40","33260","33460"
"In post","2021","Commercial","Central Hampshire","SEO/HEO","SEO","50","50","41070","42080"
"In post","2021","Commercial","Central Hampshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Central Valleys","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cheshire East","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cheshire East","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cheshire East","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Chorley and West Lancashire","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Chorley and West Lancashire","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Chorley and West Lancashire","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Chorley and West Lancashire","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Chorley and West Lancashire","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2021","Commercial","City of Edinburgh","AA/AO","AA","10","5","[c]","[c]"
"In post","2021","Commercial","City of Edinburgh","AA/AO","AO","10","10","[c]","[c]"
"In post","2021","Commercial","City of Edinburgh","EO","EO","5","5","[c]","[c]"
"In post","2021","Commercial","City of Edinburgh","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","City of Edinburgh","G6/G7","G7","10","10","[c]","[c]"
"In post","2021","Commercial","City of Edinburgh","SEO/HEO","HEO","10","10","36300","36780"
"In post","2021","Commercial","City of Edinburgh","SEO/HEO","SEO","10","10","44960","45220"
"In post","2021","Commercial","Clackmannanshire and Fife","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Clackmannanshire and Fife","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Clackmannanshire and Fife","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Clackmannanshire and Fife","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Clackmannanshire and Fife","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","Commercial","Conwy and Denbighshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cornwall and Isles of Scilly","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cornwall and Isles of Scilly","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Coventry","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Coventry","EO","EO","5","5","[c]","[c]"
"In post","2021","Commercial","Coventry","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Coventry","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","Commercial","Coventry","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Coventry","SEO/HEO","HEO","10","10","30930","30090"
"In post","2021","Commercial","Coventry","SEO/HEO","SEO","30","30","39150","38280"
"In post","2021","Commercial","Croydon","AA/AO","AO","15","15","24980","24440"
"In post","2021","Commercial","Croydon","EO","EO","20","20","30450","30110"
"In post","2021","Commercial","Croydon","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","Commercial","Croydon","G6/G7","G7","15","15","65640","67890"
"In post","2021","Commercial","Croydon","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Croydon","SEO/HEO","HEO","30","30","36540","35610"
"In post","2021","Commercial","Croydon","SEO/HEO","SEO","60","60","46960","46600"
"In post","2021","Commercial","Darlington","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Darlington","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Darlington","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","Commercial","Darlington","G6/G7","G7","10","10","51680","50520"
"In post","2021","Commercial","Darlington","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Darlington","SEO/HEO","HEO","15","15","30180","30090"
"In post","2021","Commercial","Darlington","SEO/HEO","SEO","15","15","38520","37100"
"In post","2021","Commercial","Derby","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Devon CC","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Devon CC","EO","EO","15","10","25370","25630"
"In post","2021","Commercial","Devon CC","G6/G7","G6","25","25","61020","60490"
"In post","2021","Commercial","Devon CC","G6/G7","G7","65","65","48130","47960"
"In post","2021","Commercial","Devon CC","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Devon CC","SEO/HEO","HEO","40","35","32550","32730"
"In post","2021","Commercial","Devon CC","SEO/HEO","SEO","55","50","39650","38300"
"In post","2021","Commercial","Dorset CC","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Dorset CC","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Dorset CC","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Dorset CC","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Dudley","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Durham CC","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Durham CC","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Durham CC","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Durham CC","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Durham CC","SEO/HEO","SEO","15","15","45300","42910"
"In post","2021","Commercial","East Cumbria","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","Commercial","East Kent","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Kent","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Lancashire","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Lancashire","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Merseyside","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Merseyside","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Merseyside","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Merseyside","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Merseyside","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Riding of Yorkshire","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Riding of Yorkshire","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Riding of Yorkshire","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Riding of Yorkshire","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Riding of Yorkshire","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2021","Commercial","East Surrey","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Surrey","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Sussex CC","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Sussex CC","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Enfield","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Essex Haven Gateway","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Essex Haven Gateway","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Falkirk","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Falkirk","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Falkirk","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Flintshire and Wrexham","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Flintshire and Wrexham","EO","EO","15","15","27860","27460"
"In post","2021","Commercial","Flintshire and Wrexham","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2021","Commercial","Flintshire and Wrexham","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2021","Commercial","Glasgow City","AA/AO","AO","10","10","[c]","[c]"
"In post","2021","Commercial","Glasgow City","EO","EO","20","20","27270","26670"
"In post","2021","Commercial","Glasgow City","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Glasgow City","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Glasgow City","SEO/HEO","HEO","35","35","34560","34610"
"In post","2021","Commercial","Glasgow City","SEO/HEO","SEO","20","20","41660","42080"
"In post","2021","Commercial","Glasgow City","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Gloucestershire","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Gloucestershire","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Gloucestershire","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester North East","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester North East","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester North West","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester North West","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester South East","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester South West","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester South West","EO","EO","10","10","26720","26980"
"In post","2021","Commercial","Greater Manchester South West","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester South West","G6/G7","G7","10","10","[c]","[c]"
"In post","2021","Commercial","Greater Manchester South West","SEO/HEO","HEO","15","15","32130","31810"
"In post","2021","Commercial","Greater Manchester South West","SEO/HEO","SEO","30","30","41060","38630"
"In post","2021","Commercial","Greater Manchester South West","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hackney and Newham","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Haringey and Islington","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Harrow and Hillingdon","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Harrow and Hillingdon","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Harrow and Hillingdon","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hartlepool and Stockton-on-Tees","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hartlepool and Stockton-on-Tees","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hartlepool and Stockton-on-Tees","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Heart of Essex","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Herefordshire, County of","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Herefordshire, County of","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hertfordshire","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hertfordshire","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hertfordshire","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hertfordshire","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hertfordshire","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hertfordshire","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hertfordshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hounslow and Richmond upon Thames","AA/AO","AO","20","20","22620","22120"
"In post","2021","Commercial","Hounslow and Richmond upon Thames","EO","EO","5","5","[c]","[c]"
"In post","2021","Commercial","Hounslow and Richmond upon Thames","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","Commercial","Hounslow and Richmond upon Thames","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","Commercial","Hounslow and Richmond upon Thames","SEO/HEO","HEO","10","5","[c]","[c]"
"In post","2021","Commercial","Hounslow and Richmond upon Thames","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2021","Commercial","Inverclyde, East Renfrewshire and Renfrewshire","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inverclyde, East Renfrewshire and Renfrewshire","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inverness and Nairn and Moray, Badenoch and Strathspey","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Isle of Anglesey","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Isle of Anglesey","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Isle of Wight","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Isle of Wight","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Isle of Wight","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Isle of Wight","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Kensington & Chelsea and Hammersmith & Fulham","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Kent Thames Gateway","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Kent Thames Gateway","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Kent Thames Gateway","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Kingston upon Hull, City of","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Kingston upon Hull, City of","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Kingston upon Hull, City of","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Kingston upon Hull, City of","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lambeth","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lambeth","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lambeth","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lambeth","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lambeth","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lambeth","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2021","Commercial","Lancaster and Wyre","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Leeds","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Leeds","EO","EO","10","10","23430","23350"
"In post","2021","Commercial","Leeds","G6/G7","G6","15","15","67070","64540"
"In post","2021","Commercial","Leeds","G6/G7","G7","30","25","52200","50830"
"In post","2021","Commercial","Leeds","SCS level","SCS level","5","5","[c]","[c]"
"In post","2021","Commercial","Leeds","SEO/HEO","HEO","50","50","29000","28970"
"In post","2021","Commercial","Leeds","SEO/HEO","SEO","70","70","38880","36960"
"In post","2021","Commercial","Leeds","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Leicester","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Leicester","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Leicester","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Leicester","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2021","Commercial","Leicester","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2021","Commercial","Leicestershire CC and Rutland","AA/AO","AO","5","5","[c]","[c]"
"In post","2021","Commercial","Leicestershire CC and Rutland","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Leicestershire CC and Rutland","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Leicestershire CC and Rutland","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Leicestershire CC and Rutland","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Leicestershire CC and Rutland","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2021","Commercial","Lincolnshire","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lincolnshire","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","Commercial","Lincolnshire","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lincolnshire","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2021","Commercial","Lisburn and Castlereagh","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lisburn and Castlereagh","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lisburn and Castlereagh","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Liverpool","EO","EO","30","25","23240","22240"
"In post","2021","Commercial","Liverpool","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Liverpool","G6/G7","G7","25","25","48240","46920"
"In post","2021","Commercial","Liverpool","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Liverpool","SEO/HEO","HEO","55","55","28010","27770"
"In post","2021","Commercial","Liverpool","SEO/HEO","SEO","85","80","36720","35420"
"In post","2021","Commercial","Luton","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Manchester","AA/AO","AO","[c]","[c]","[c]","[c]"
