"Status","Year","Parent_department","Region_ITL3","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Attorney General's Departments","Leicester","Outside London","140","130","39010","38180"
"In post","2021","Attorney General's Departments","Lewisham and Southwark","London","15","15","30600","24590"
"In post","2021","Attorney General's Departments","Lincolnshire","Outside London","10","10","41360","41280"
"In post","2021","Attorney General's Departments","Liverpool","Outside London","365","345","37570","30930"
"In post","2021","Attorney General's Departments","Manchester","Outside London","365","335","41260","38000"
"In post","2021","Attorney General's Departments","Merton, Kingston upon Thames and Sutton","London","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Mid Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Mid Lancashire","Outside London","175","165","40040","38000"
"In post","2021","Attorney General's Departments","Northumberland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Norwich and East Norfolk","Outside London","75","65","35640","28430"
"In post","2021","Attorney General's Departments","Nottingham","Outside London","270","250","37300","30130"
"In post","2021","Attorney General's Departments","Overseas","Overseas","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Peterborough","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Portsmouth","Outside London","110","105","38780","30110"
"In post","2021","Attorney General's Departments","Redbridge and Waltham Forest","London","15","15","33710","24590"
"In post","2021","Attorney General's Departments","Sheffield","Outside London","140","125","35940","28430"
"In post","2021","Attorney General's Departments","Shropshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","South Hampshire","Outside London","150","140","45830","50520"
"In post","2021","Attorney General's Departments","South Teesside","Outside London","95","85","38060","32370"
"In post","2021","Attorney General's Departments","Staffordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Stoke-on-Trent","Outside London","65","60","41930","48080"
"In post","2021","Attorney General's Departments","Suffolk","Outside London","35","30","38310","34050"
"In post","2021","Attorney General's Departments","Swansea","Outside London","70","65","41460","38180"
"In post","2021","Attorney General's Departments","Tyneside","Outside London","240","220","38030","32420"
"In post","2021","Attorney General's Departments","Wakefield","Outside London","70","65","36100","30130"
"In post","2021","Attorney General's Departments","Warrington","Outside London","25","25","46530","48830"
"In post","2021","Attorney General's Departments","Warwickshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Cumbria","Outside London","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","West Northamptonshire","Outside London","15","15","43200","48080"
"In post","2021","Attorney General's Departments","West Surrey","Outside London","55","55","41400","40000"
"In post","2021","Attorney General's Departments","West Sussex (North East)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Westminster","London","4505","4240","50540","51250"
"In post","2021","Attorney General's Departments","Wiltshire","Outside London","15","15","38330","34480"
"In post","2021","Attorney General's Departments","Wolverhampton","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Worcestershire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","York","Outside London","320","295","47160","53350"
"In post","2021","Cabinet Office","Ards and North Down","Outside London","5","5","[c]","[c]"
"In post","2021","Cabinet Office","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","40","40","65290","53760"
"In post","2021","Cabinet Office","Belfast","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Berkshire","Outside London","10","10","50420","36460"
"In post","2021","Cabinet Office","Birmingham","Outside London","20","20","71880","64030"
"In post","2021","Cabinet Office","Blackpool","Outside London","40","40","51230","49700"
"In post","2021","Cabinet Office","Bradford","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Brighton and Hove","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Bristol, City of","Outside London","65","60","43300","38420"
"In post","2021","Cabinet Office","Buckinghamshire CC","Outside London","15","15","54660","54700"
"In post","2021","Cabinet Office","Cambridgeshire CC","Outside London","15","15","53530","33300"
"In post","2021","Cabinet Office","Camden and City of London","London","95","95","54190","54700"
"In post","2021","Cabinet Office","Cardiff and Vale of Glamorgan","Outside London","30","30","35560","29250"
"In post","2021","Cabinet Office","Central Hampshire","Outside London","40","35","58300","54010"
"In post","2021","Cabinet Office","City of Edinburgh","Outside London","25","25","33040","29250"
"In post","2021","Cabinet Office","Coventry","Outside London","15","15","53340","49700"
"In post","2021","Cabinet Office","Croydon","London","50","50","43890","32000"
"In post","2021","Cabinet Office","Darlington","Outside London","10","10","62080","66310"
"In post","2021","Cabinet Office","Devon CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Dorset CC","Outside London","10","10","35240","33470"
"In post","2021","Cabinet Office","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","East Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Glasgow City","Outside London","25","25","52930","53320"
"In post","2021","Cabinet Office","Gloucestershire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Greater Manchester South East","Outside London","10","10","37580","34550"
"In post","2021","Cabinet Office","Greater Manchester South West","Outside London","170","165","45200","38890"
"In post","2021","Cabinet Office","Hackney and Newham","London","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Harrow and Hillingdon","London","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Hertfordshire","Outside London","5","5","[c]","[c]"
"In post","2021","Cabinet Office","Lambeth","London","10","10","29310","28630"
"In post","2021","Cabinet Office","Lancaster and Wyre","Outside London","5","5","[c]","[c]"
"In post","2021","Cabinet Office","Leeds","Outside London","185","180","47110","40250"
"In post","2021","Cabinet Office","Lewisham and Southwark","London","15","15","102750","122500"
"In post","2021","Cabinet Office","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Liverpool","Outside London","120","120","49230","49700"
"In post","2021","Cabinet Office","Manchester","Outside London","95","95","46350","37300"
"In post","2021","Cabinet Office","Medway","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Mid Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Milton Keynes","Outside London","90","85","29950","33000"
"In post","2021","Cabinet Office","Monmouthshire and Newport","Outside London","30","30","42060","38450"
"In post","2021","Cabinet Office","North Hampshire","Outside London","20","20","44350","38260"
"In post","2021","Cabinet Office","North Yorkshire CC","Outside London","5","5","[c]","[c]"
"In post","2021","Cabinet Office","Norwich and East Norfolk","Outside London","95","90","46130","40250"
"In post","2021","Cabinet Office","Nottingham","Outside London","25","25","48990","39510"
"In post","2021","Cabinet Office","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Oxfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Peterborough","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Plymouth","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Portsmouth","Outside London","25","25","51860","49030"
"In post","2021","Cabinet Office","Sefton","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Sheffield","Outside London","100","95","46980","49700"
"In post","2021","Cabinet Office","South Hampshire","Outside London","10","10","42010","40300"
"In post","2021","Cabinet Office","South Lanarkshire","Outside London","25","25","62500","62010"
"In post","2021","Cabinet Office","South Teesside","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","South West Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Suffolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Swansea","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Telford and Wrekin","Outside London","15","15","58080","51560"
"In post","2021","Cabinet Office","Tower Hamlets","London","870","855","51680","54700"
"In post","2021","Cabinet Office","Tyneside","Outside London","405","375","28460","23850"
"In post","2021","Cabinet Office","Unknown","Unknown","600","595","36250","32000"
"In post","2021","Cabinet Office","Warrington","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","West Cumbria","Outside London","5","5","[c]","[c]"
"In post","2021","Cabinet Office","West Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","West Sussex (North East)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Westminster","London","5455","5380","49380","40600"
"In post","2021","Cabinet Office","Wiltshire","Outside London","65","65","61990","54700"
"In post","2021","Cabinet Office","York","Outside London","440","420","29190","26670"
"In post","2021","Chancellor's other departments","Blackpool","Outside London","15","15","46380","42840"
"In post","2021","Chancellor's other departments","Camden and City of London","London","200","190","64910","57250"
"In post","2021","Chancellor's other departments","City of Edinburgh","Outside London","5","5","[c]","[c]"
"In post","2021","Chancellor's other departments","Durham CC","Outside London","15","15","49950","44950"
"In post","2021","Chancellor's other departments","Glasgow City","Outside London","10","10","44870","41310"
"In post","2021","Chancellor's other departments","Westminster","London","160","155","52510","47410"
"In post","2021","Charity Commission","Monmouthshire and Newport","Outside London","5","5","[c]","[c]"
"In post","2021","Charity Commission","Sefton","Outside London","305","290","32780","29160"
"In post","2021","Charity Commission","Somerset","Outside London","50","45","35580","30350"
"In post","2021","Charity Commission","Westminster","London","75","70","42950","37910"
"In post","2021","Competition and Markets Authority","Belfast","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Cardiff and Vale of Glamorgan","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","City of Edinburgh","Outside London","50","50","56490","55860"
"In post","2021","Competition and Markets Authority","Tower Hamlets","London","785","760","60810","56630"
"In post","2021","Department for Business, Energy and Industrial Strategy","Aberdeen City and Aberdeenshire","Outside London","130","125","47200","41420"
"In post","2021","Department for Business, Energy and Industrial Strategy","Antrim and Newtownabbey","Outside London","15","15","36750","36620"
"In post","2021","Department for Business, Energy and Industrial Strategy","Bedford","Outside London","10","10","36430","36190"
"In post","2021","Department for Business, Energy and Industrial Strategy","Belfast","Outside London","20","20","27000","23490"
"In post","2021","Department for Business, Energy and Industrial Strategy","Berkshire","Outside London","45","40","40480","39650"
"In post","2021","Department for Business, Energy and Industrial Strategy","Birmingham","Outside London","665","635","33290","30390"
"In post","2021","Department for Business, Energy and Industrial Strategy","Blackpool","Outside London","50","45","33270","29850"
"In post","2021","Department for Business, Energy and Industrial Strategy","Brighton and Hove","Outside London","15","15","30600","27340"
"In post","2021","Department for Business, Energy and Industrial Strategy","Bristol, City of","Outside London","120","110","35460","34390"
"In post","2021","Department for Business, Energy and Industrial Strategy","Cambridgeshire CC","Outside London","30","25","37090","34050"
"In post","2021","Department for Business, Energy and Industrial Strategy","Camden and City of London","London","25","20","46810","44300"
"In post","2021","Department for Business, Energy and Industrial Strategy","Cardiff and Vale of Glamorgan","Outside London","1275","1180","31170","27460"
"In post","2021","Department for Business, Energy and Industrial Strategy","Central Hampshire","Outside London","5","5","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Chorley and West Lancashire","Outside London","5","5","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","City of Edinburgh","Outside London","135","130","27470","23560"
"In post","2021","Department for Business, Energy and Industrial Strategy","Cornwall and Isles of Scilly","Outside London","5","5","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Croydon","London","65","60","32350","27650"
"In post","2021","Department for Business, Energy and Industrial Strategy","Devon CC","Outside London","1765","1690","40030","39650"
"In post","2021","Department for Business, Energy and Industrial Strategy","Dumfries and Galloway","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","East Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Glasgow City","Outside London","110","100","30700","30950"
"In post","2021","Department for Business, Energy and Industrial Strategy","Greater Manchester South West","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Hackney and Newham","London","250","240","42830","42790"
"In post","2021","Department for Business, Energy and Industrial Strategy","Harrow and Hillingdon","London","30","30","42290","43160"
"In post","2021","Department for Business, Energy and Industrial Strategy","Hartlepool and Stockton-on-Tees","Outside London","5","5","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Hertfordshire","Outside London","35","30","40560","38510"
"In post","2021","Department for Business, Energy and Industrial Strategy","Hounslow and Richmond upon Thames","London","65","60","43510","40220"
"In post","2021","Department for Business, Energy and Industrial Strategy","Inverness and Nairn and Moray, Badenoch and Strathspey","Outside London","15","15","35910","36110"
"In post","2021","Department for Business, Energy and Industrial Strategy","Isle of Anglesey","Outside London","5","5","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Leeds","Outside London","190","180","32180","30950"
"In post","2021","Department for Business, Energy and Industrial Strategy","Lincolnshire","Outside London","30","30","38180","37080"
"In post","2021","Department for Business, Energy and Industrial Strategy","Manchester","Outside London","355","340","32540","30950"
"In post","2021","Department for Business, Energy and Industrial Strategy","Medway","Outside London","55","50","26670","20880"
"In post","2021","Department for Business, Energy and Industrial Strategy","Monmouthshire and Newport","Outside London","1490","1410","37580","31010"
"In post","2021","Department for Business, Energy and Industrial Strategy","North and West Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","North Hampshire","Outside London","45","40","35960","36730"
"In post","2021","Department for Business, Energy and Industrial Strategy","North Yorkshire CC","Outside London","10","10","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Nottingham","Outside London","175","165","30990","30950"
"In post","2021","Department for Business, Energy and Industrial Strategy","Overseas","Overseas","30","30","40460","41750"
"In post","2021","Department for Business, Energy and Industrial Strategy","Oxfordshire","Outside London","30","25","41270","36730"
"In post","2021","Department for Business, Energy and Industrial Strategy","Plymouth","Outside London","50","50","27720","20880"
"In post","2021","Department for Business, Energy and Industrial Strategy","Sheffield","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Shetland Islands","Outside London","5","5","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Shropshire CC","Outside London","5","5","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","South Hampshire","Outside London","10","10","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","South Nottinghamshire","Outside London","10","10","35410","35570"
"In post","2021","Department for Business, Energy and Industrial Strategy","South West Wales","Outside London","5","5","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Southampton","Outside London","35","35","32820","32060"
"In post","2021","Department for Business, Energy and Industrial Strategy","Southend-on-Sea","Outside London","30","25","30870","28640"
"In post","2021","Department for Business, Energy and Industrial Strategy","Suffolk","Outside London","115","105","30780","29940"
"In post","2021","Department for Business, Energy and Industrial Strategy","Swindon","Outside London","115","115","46000","49080"
"In post","2021","Department for Business, Energy and Industrial Strategy","Tyneside","Outside London","205","195","31390","30950"
"In post","2021","Department for Business, Energy and Industrial Strategy","Unknown","Unknown","10","10","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","West Surrey","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","West Sussex (North East)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Westminster","London","5190","5080","49160","52080"
"In post","2021","Department for Business, Energy and Industrial Strategy","Wiltshire","Outside London","15","15","36870","36730"
"In post","2021","Department for Business, Energy and Industrial Strategy","Wirral","Outside London","45","45","32820","31000"
"In post","2021","Department for Business, Energy and Industrial Strategy","York","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Belfast","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Bristol, City of","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","City of Edinburgh","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Glasgow City","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Leeds","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Liverpool","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Manchester","Outside London","45","45","40410","34020"
"In post","2021","Department for Digital, Culture, Media and Sport","Tyneside","Outside London","5","5","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Westminster","London","1715","1680","49440","51730"
"In post","2021","Department for Education","Bristol, City of","Outside London","225","215","43730","39780"
"In post","2021","Department for Education","Cambridgeshire CC","Outside London","40","40","47860","50520"
"In post","2021","Department for Education","Coventry","Outside London","1280","1250","40710","36820"
"In post","2021","Department for Education","Croydon","London","50","50","46000","40230"
"In post","2021","Department for Education","Darlington","Outside London","705","675","38100","36780"
"In post","2021","Department for Education","Hertfordshire","Outside London","30","25","44720","40370"
"In post","2021","Department for Education","Leeds","Outside London","95","90","45390","40300"
"In post","2021","Department for Education","Manchester","Outside London","1145","1120","40360","36780"
"In post","2021","Department for Education","Nottingham","Outside London","290","275","41750","37100"
"In post","2021","Department for Education","Sheffield","Outside London","1395","1335","40460","36960"
"In post","2021","Department for Education","Tyneside","Outside London","80","75","39120","36780"
"In post","2021","Department for Education","Unknown","Unknown","15","10","56170","52840"
"In post","2021","Department for Education","Westminster","London","2585","2490","50360","53420"
"In post","2021","Department for Environment, Food and Rural Affairs","Aberdeen City and Aberdeenshire","Outside London","10","10","38580","36970"
"In post","2021","Department for Environment, Food and Rural Affairs","Barnsley, Doncaster and Rotherham","Outside London","5","5","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Bedford","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Berkshire","Outside London","365","350","35700","31540"
"In post","2021","Department for Environment, Food and Rural Affairs","Bristol, City of","Outside London","860","815","39290","36520"
"In post","2021","Department for Environment, Food and Rural Affairs","Caithness and Sutherland and Ross and Cromarty","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Cambridgeshire CC","Outside London","100","95","31940","29180"
"In post","2021","Department for Environment, Food and Rural Affairs","Cardiff and Vale of Glamorgan","Outside London","100","95","29980","24920"
"In post","2021","Department for Environment, Food and Rural Affairs","Central Hampshire","Outside London","40","35","33250","30370"
"In post","2021","Department for Environment, Food and Rural Affairs","Cheshire East","Outside London","175","165","31160","26090"
"In post","2021","Department for Environment, Food and Rural Affairs","City of Edinburgh","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Cornwall and Isles of Scilly","Outside London","95","90","33110","29180"
"In post","2021","Department for Environment, Food and Rural Affairs","Darlington","Outside London","10","10","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Devon CC","Outside London","530","490","29590","25540"
"In post","2021","Department for Environment, Food and Rural Affairs","Dorset CC","Outside London","155","145","33210","29270"
"In post","2021","Department for Environment, Food and Rural Affairs","Dumfries and Galloway","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Ealing","London","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","East Cumbria","Outside London","490","445","27540","24920"
"In post","2021","Department for Environment, Food and Rural Affairs","East Kent","Outside London","40","40","27720","25100"
"In post","2021","Department for Environment, Food and Rural Affairs","East Lothian and Midlothian","Outside London","10","10","33540","26290"
"In post","2021","Department for Environment, Food and Rural Affairs","East Riding of Yorkshire","Outside London","25","25","31000","29180"
"In post","2021","Department for Environment, Food and Rural Affairs","East Sussex CC","Outside London","5","5","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Essex Haven Gateway","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Gloucestershire","Outside London","65","60","32830","30400"
"In post","2021","Department for Environment, Food and Rural Affairs","Greater Manchester South East","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Greater Manchester South West","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Gwynedd","Outside London","75","65","26250","21050"
"In post","2021","Department for Environment, Food and Rural Affairs","Harrow and Hillingdon","London","15","15","39780","43400"
"In post","2021","Department for Environment, Food and Rural Affairs","Heart of Essex","Outside London","50","50","30410","28240"
"In post","2021","Department for Environment, Food and Rural Affairs","Hertfordshire","Outside London","25","25","31290","28030"
"In post","2021","Department for Environment, Food and Rural Affairs","Hounslow and Richmond upon Thames","London","70","65","32710","31460"
"In post","2021","Department for Environment, Food and Rural Affairs","Inverness and Nairn and Moray, Badenoch and Strathspey","Outside London","30","25","28930","26960"
"In post","2021","Department for Environment, Food and Rural Affairs","Leeds","Outside London","130","125","34710","35900"
"In post","2021","Department for Environment, Food and Rural Affairs","Leicestershire CC and Rutland","Outside London","20","20","31770","27850"
"In post","2021","Department for Environment, Food and Rural Affairs","Lincolnshire","Outside London","45","40","34810","31330"
"In post","2021","Department for Environment, Food and Rural Affairs","Manchester","Outside London","25","25","32390","29180"
"In post","2021","Department for Environment, Food and Rural Affairs","Mid Kent","Outside London","10","10","30700","30810"
"In post","2021","Department for Environment, Food and Rural Affairs","Mid Lancashire","Outside London","105","95","33340","29690"
"In post","2021","Department for Environment, Food and Rural Affairs","North and West Norfolk","Outside London","10","10","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","North Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","North Yorkshire CC","Outside London","185","175","33200","30040"
"In post","2021","Department for Environment, Food and Rural Affairs","Northumberland","Outside London","20","20","31740","29180"
"In post","2021","Department for Environment, Food and Rural Affairs","Norwich and East Norfolk","Outside London","30","25","35950","30920"
"In post","2021","Department for Environment, Food and Rural Affairs","Nottingham","Outside London","105","100","32290","26620"
"In post","2021","Department for Environment, Food and Rural Affairs","Oxfordshire","Outside London","30","30","36480","35900"
"In post","2021","Department for Environment, Food and Rural Affairs","Perth and Kinross and Stirling","Outside London","45","45","34250","29180"
"In post","2021","Department for Environment, Food and Rural Affairs","Peterborough","Outside London","100","100","38230","36970"
"In post","2021","Department for Environment, Food and Rural Affairs","Plymouth","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Powys","Outside London","25","20","35220","37240"
"In post","2021","Department for Environment, Food and Rural Affairs","Scottish Borders","Outside London","20","20","29660","25880"
"In post","2021","Department for Environment, Food and Rural Affairs","Sheffield","Outside London","15","15","36020","35900"
"In post","2021","Department for Environment, Food and Rural Affairs","Shropshire CC","Outside London","60","55","34190","29800"
"In post","2021","Department for Environment, Food and Rural Affairs","Solihull","Outside London","40","40","39310","37310"
"In post","2021","Department for Environment, Food and Rural Affairs","Somerset","Outside London","70","65","34230","29940"
"In post","2021","Department for Environment, Food and Rural Affairs","South and West Derbyshire","Outside London","10","10","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","South Ayrshire","Outside London","20","20","31570","26270"
"In post","2021","Department for Environment, Food and Rural Affairs","South Hampshire","Outside London","10","10","32030","26520"
"In post","2021","Department for Environment, Food and Rural Affairs","South Lanarkshire","Outside London","10","10","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","South Nottinghamshire","Outside London","45","45","33140","29690"
"In post","2021","Department for Environment, Food and Rural Affairs","South West Wales","Outside London","150","145","28340","25190"
"In post","2021","Department for Environment, Food and Rural Affairs","Staffordshire CC","Outside London","90","85","29500","26300"
"In post","2021","Department for Environment, Food and Rural Affairs","Suffolk","Outside London","520","490","34220","30220"
"In post","2021","Department for Environment, Food and Rural Affairs","Telford and Wrekin","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Thurrock","Outside London","5","5","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Tyneside","Outside London","515","485","32040","29180"
"In post","2021","Department for Environment, Food and Rural Affairs","Warrington","Outside London","135","130","42470","47550"
"In post","2021","Department for Environment, Food and Rural Affairs","West Cumbria","Outside London","505","450","24340","21050"
"In post","2021","Department for Environment, Food and Rural Affairs","West Kent","Outside London","10","10","32290","27190"
"In post","2021","Department for Environment, Food and Rural Affairs","West Surrey","Outside London","815","775","36410","32560"
"In post","2021","Department for Environment, Food and Rural Affairs","West Sussex (North East)","Outside London","25","25","32560","30400"
"In post","2021","Department for Environment, Food and Rural Affairs","West Sussex (South West)","Outside London","25","25","43470","39120"
"In post","2021","Department for Environment, Food and Rural Affairs","Westminster","London","2510","2435","45300","39910"
"In post","2021","Department for Environment, Food and Rural Affairs","Wiltshire","Outside London","10","10","29530","26470"
"In post","2021","Department for Environment, Food and Rural Affairs","Worcestershire","Outside London","440","410","32880","29180"
"In post","2021","Department for Environment, Food and Rural Affairs","York","Outside London","730","710","35350","31370"
"In post","2021","Department for International Trade","Berkshire","Outside London","115","115","47060","51860"
"In post","2021","Department for International Trade","Birmingham","Outside London","20","15","38940","33500"
