"Status","Year","Function_of_post","Region_london","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Finance","Outside London","HEO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Outside London","SEO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Outside London","SEO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Outside London","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Outside London","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Unknown","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Unknown","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Outside London","AO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Outside London","AO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Outside London","EO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Outside London","EO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Outside London","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Outside London","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Outside London","HEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Outside London","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Outside London","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Outside London","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","London","AO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","London","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","London","EO","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","London","EO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","London","G6","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","London","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","London","G7","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","London","G7","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","London","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","London","HEO","Female","55","[c]","32100","32460"
"Leaver Dept.","2021","Human Resources","London","HEO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","London","SCS level","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","London","SEO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","London","SEO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Outside London","AA","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Outside London","AA","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Outside London","AO","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Outside London","AO","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Outside London","EO","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Outside London","EO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Outside London","G6","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Outside London","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Outside London","G7","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Outside London","G7","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Outside London","HEO","Female","35","[c]","31670","31820"
"Leaver Dept.","2021","Human Resources","Outside London","HEO","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Outside London","SEO","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Outside London","SEO","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Outside London","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Outside London","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","EO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","HEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","London","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","London","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Outside London","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Outside London","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Outside London","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Outside London","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Outside London","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Outside London","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","London","AO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","London","AO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","London","EO","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","London","EO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","London","G6","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","London","G6","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","London","G7","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","London","G7","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","London","HEO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","London","HEO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","London","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","London","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Outside London","AO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Outside London","AO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Outside London","EO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Outside London","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Outside London","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Outside London","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Outside London","G7","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Outside London","G7","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Outside London","HEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Outside London","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Outside London","SEO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Outside London","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","London","AA","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","London","AA","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","London","AO","Female","65","[c]","23150","22680"
"Leaver Dept.","2021","No function","London","AO","Male","35","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","London","EO","Female","165","[c]","27630","27310"
"Leaver Dept.","2021","No function","London","EO","Male","105","[c]","27540","27470"
"Leaver Dept.","2021","No function","London","G6","Female","70","[c]","63950","63580"
"Leaver Dept.","2021","No function","London","G6","Male","75","[c]","64490","64700"
"Leaver Dept.","2021","No function","London","G7","Female","275","[c]","53890","53380"
"Leaver Dept.","2021","No function","London","G7","Male","250","[c]","53920","53380"
"Leaver Dept.","2021","No function","London","HEO","Female","325","[c]","33740","33120"
"Leaver Dept.","2021","No function","London","HEO","Male","305","[c]","33500","33170"
"Leaver Dept.","2021","No function","London","SCS level","Female","75","[c]","86520","76540"
"Leaver Dept.","2021","No function","London","SCS level","Male","40","[c]","94260","90880"
"Leaver Dept.","2021","No function","London","SEO","Female","160","[c]","40250","39600"
"Leaver Dept.","2021","No function","London","SEO","Male","120","[c]","40150","39420"
"Leaver Dept.","2021","No function","London","Unknown","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","London","Unknown","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Outside London","AA","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Outside London","AA","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Outside London","AO","Female","300","[c]","20210","19930"
"Leaver Dept.","2021","No function","Outside London","AO","Male","220","[c]","20600","20060"
"Leaver Dept.","2021","No function","Outside London","EO","Female","140","[c]","23990","23250"
"Leaver Dept.","2021","No function","Outside London","EO","Male","90","[c]","24300","24050"
"Leaver Dept.","2021","No function","Outside London","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Outside London","G6","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Outside London","G7","Female","45","[c]","51550","51410"
"Leaver Dept.","2021","No function","Outside London","G7","Male","35","[c]","51440","51200"
"Leaver Dept.","2021","No function","Outside London","HEO","Female","115","[c]","30060","30040"
"Leaver Dept.","2021","No function","Outside London","HEO","Male","90","[c]","29930","30080"
"Leaver Dept.","2021","No function","Outside London","SCS level","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Outside London","SEO","Female","60","[c]","37940","36840"
"Leaver Dept.","2021","No function","Outside London","SEO","Male","40","[c]","38850","37410"
"Leaver Dept.","2021","No function","Outside London","Unknown","Female","45","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Outside London","Unknown","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Overseas","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Overseas","G6","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Overseas","G7","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Overseas","G7","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Overseas","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Overseas","HEO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Overseas","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Overseas","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Overseas","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Overseas","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Unknown","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Unknown","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Unknown","G6","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Unknown","G6","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Unknown","G7","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Unknown","G7","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Unknown","HEO","Female","290","[c]","31450","32000"
"Leaver Dept.","2021","No function","Unknown","HEO","Male","235","[c]","31420","32000"
"Leaver Dept.","2021","No function","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Unknown","SCS level","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Unknown","SEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Unknown","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","London","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","London","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","London","EO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","London","EO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","London","G6","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","London","G6","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","London","G7","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","London","G7","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","London","HEO","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","London","HEO","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","London","SCS level","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","London","SEO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","London","SEO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Outside London","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Outside London","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Outside London","EO","Female","35","[c]","23450","23520"
"Leaver Dept.","2021","Project Delivery","Outside London","EO","Male","30","[c]","23020","23520"
"Leaver Dept.","2021","Project Delivery","Outside London","G6","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Outside London","G6","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Outside London","G7","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Outside London","G7","Male","30","[c]","50330","51070"
"Leaver Dept.","2021","Project Delivery","Outside London","HEO","Female","60","[c]","29840","30420"
"Leaver Dept.","2021","Project Delivery","Outside London","HEO","Male","65","[c]","30940","31040"
"Leaver Dept.","2021","Project Delivery","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Outside London","SEO","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Outside London","SEO","Male","45","[c]","38850","39760"
"Leaver Dept.","2021","Project Delivery","Outside London","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Outside London","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Overseas","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Overseas","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Overseas","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Overseas","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Overseas","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Overseas","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Overseas","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Overseas","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Overseas","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Overseas","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","London","EO","Female","[c]","[c]","[c]","[c]"
