"Status","Year","Ethnicity","Function_of_post","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Black","Analysis","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Analysis","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Analysis","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Analysis","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Analysis","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Analysis","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Analysis","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Analysis","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Analysis","Operational Research","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Analysis","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Analysis","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Analysis","Other","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Analysis","Other","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Analysis","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Analysis","Other","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Analysis","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Analysis","Policy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Analysis","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Analysis","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Analysis","Science and Engineering","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Analysis","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Analysis","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Analysis","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Analysis","Social Research","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Analysis","Social Research","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Analysis","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Analysis","Social Research","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Analysis","Social Research","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Analysis","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Analysis","Statistics","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Analysis","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Analysis","Statistics","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Analysis","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Analysis","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","Commercial","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","Other","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","Other","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","Policy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","Communications","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","Other","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","Other","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Counter Fraud","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Counter Fraud","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Counter Fraud","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Counter Fraud","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Counter Fraud","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Counter Fraud","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Counter Fraud","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Counter Fraud","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Debt","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Debt","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Debt","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data & Technology","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data & Technology","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data & Technology","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data & Technology","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data & Technology","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data & Technology","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data & Technology","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data & Technology","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data & Technology","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data & Technology","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data & Technology","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data & Technology","Other","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data & Technology","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data & Technology","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data & Technology","Security","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data & Technology","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data & Technology","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data & Technology","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data & Technology","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data & Technology","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data & Technology","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","Corporate Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","Finance","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","Other","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","Other","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","Policy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Grants Management","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Grants Management","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Grants Management","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Grants Management","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Grants Management","Policy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Grants Management","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Human Resources","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Human Resources","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Human Resources","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Human Resources","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Human Resources","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Human Resources","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Human Resources","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Human Resources","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Human Resources","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Human Resources","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Human Resources","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Human Resources","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Human Resources","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Human Resources","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Human Resources","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Human Resources","Other","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Human Resources","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Human Resources","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Human Resources","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Human Resources","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Human Resources","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Human Resources","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Human Resources","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Internal Audit","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Internal Audit","Internal Audit","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Internal Audit","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Internal Audit","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Legal","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Legal","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Legal","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Legal","Legal","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Legal","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Legal","Legal","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Black","Legal","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Legal","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Legal","Operational Delivery","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Black","Legal","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Legal","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Legal","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Legal","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Legal","Other","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Legal","Other","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Legal","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Legal","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Legal","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Legal","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Legal","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Legal","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","No function","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","No function","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","No function","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","No function","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","No function","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","No function","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","No function","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","No function","Economics","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","No function","Economics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","No function","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","No function","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","No function","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","No function","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","No function","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","No function","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","No function","Inspector of Education and Training","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","No function","Inspector of Education and Training","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","No function","Inspector of Education and Training","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","No function","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","No function","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","No function","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","No function","International Trade","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","No function","International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","No function","International Trade","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","No function","International Trade","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","No function","International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","No function","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","No function","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","No function","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","No function","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","No function","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","No function","Medicine","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","No function","Medicine","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","No function","Medicine","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","No function","Medicine","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","No function","Operational Delivery","AA/AO","95","[c]","21960","22680"
"Leaver CS","2021","Black","No function","Operational Delivery","EO","20","[c]","[c]","[c]"
"Leaver CS","2021","Black","No function","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","No function","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","No function","Operational Delivery","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2021","Black","No function","Operational Delivery","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2021","Black","No function","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","No function","Operational Research","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","No function","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","No function","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","No function","Other","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","No function","Other","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","No function","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","No function","Other","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","No function","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","No function","Planning","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","No function","Planning","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","No function","Planning","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","No function","Planning","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","No function","Planning Inspectors","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","No function","Planning Inspectors","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","No function","Planning Inspectors","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","No function","Planning Inspectors","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","No function","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","No function","Policy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","No function","Policy","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Black","No function","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","No function","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","No function","Policy","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Black","No function","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","No function","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","No function","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","No function","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","No function","Property","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","No function","Psychology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","No function","Psychology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","No function","Psychology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","No function","Psychology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","No function","Science and Engineering","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","No function","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","No function","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","No function","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","No function","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","No function","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","No function","Unknown","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Black","No function","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","No function","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","No function","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","No function","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","No function","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","No function","Veterinarian","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","No function","Veterinarian","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Project Delivery","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Project Delivery","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Project Delivery","Commercial","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Project Delivery","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Project Delivery","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Project Delivery","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Project Delivery","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Project Delivery","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
