"Status","Year","Disability","Region_ITL3","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Aberdeen City and Aberdeenshire","Outside London","Female","80","70","29420","27570"
"In post","2021","Declared disabled","Aberdeen City and Aberdeenshire","Outside London","Male","55","55","39650","32400"
"In post","2021","Declared disabled","Aberdeen City and Aberdeenshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Angus and Dundee City","Outside London","Female","180","160","24100","21150"
"In post","2021","Declared disabled","Angus and Dundee City","Outside London","Male","80","75","23930","21010"
"In post","2021","Declared disabled","Angus and Dundee City","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Antrim and Newtownabbey","Outside London","Female","5","5","[c]","[c]"
"In post","2021","Declared disabled","Antrim and Newtownabbey","Outside London","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Antrim and Newtownabbey","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Ards and North Down","Outside London","Female","5","5","[c]","[c]"
"In post","2021","Declared disabled","Ards and North Down","Outside London","Male","15","15","[c]","[c]"
"In post","2021","Declared disabled","Ards and North Down","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Armagh City, Banbridge and Craigavon","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Armagh City, Banbridge and Craigavon","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Armagh City, Banbridge and Craigavon","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Barking & Dagenham and Havering","London","Female","70","60","30790","31060"
"In post","2021","Declared disabled","Barking & Dagenham and Havering","London","Male","35","30","30460","30780"
"In post","2021","Declared disabled","Barking & Dagenham and Havering","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Barnet","London","Female","75","70","32650","31060"
"In post","2021","Declared disabled","Barnet","London","Male","45","45","38880","31060"
"In post","2021","Declared disabled","Barnet","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Barnsley, Doncaster and Rotherham","Outside London","Female","280","240","26320","27570"
"In post","2021","Declared disabled","Barnsley, Doncaster and Rotherham","Outside London","Male","135","125","28080","26810"
"In post","2021","Declared disabled","Barnsley, Doncaster and Rotherham","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","Female","645","595","34130","32280"
"In post","2021","Declared disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","Male","705","690","38750","37510"
"In post","2021","Declared disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Bedford","Outside London","Female","70","60","29260","27850"
"In post","2021","Declared disabled","Bedford","Outside London","Male","35","35","32050","29530"
"In post","2021","Declared disabled","Bedford","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Belfast","Outside London","Female","135","125","29400","26550"
"In post","2021","Declared disabled","Belfast","Outside London","Male","100","95","26950","25560"
"In post","2021","Declared disabled","Belfast","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Berkshire","Outside London","Female","180","165","32880","29290"
"In post","2021","Declared disabled","Berkshire","Outside London","Male","145","145","33830","31880"
"In post","2021","Declared disabled","Berkshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Bexley and Greenwich","London","Female","115","110","30020","30550"
"In post","2021","Declared disabled","Bexley and Greenwich","London","Male","65","65","32140","31590"
"In post","2021","Declared disabled","Bexley and Greenwich","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Birmingham","Outside London","Female","800","710","28870","27570"
"In post","2021","Declared disabled","Birmingham","Outside London","Male","475","450","30150","27570"
"In post","2021","Declared disabled","Birmingham","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Blackburn with Darwen","Outside London","Female","50","45","27330","27570"
