"Status","Year","Age","Profession_of_post","Region_ITL1","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","50-59","Internal Audit","North East (England)","Outside London","25","20","46300","43250"
"In post","2021","50-59","Internal Audit","North West (England)","Outside London","25","25","42000","40700"
"In post","2021","50-59","Internal Audit","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Internal Audit","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Internal Audit","Scotland","Outside London","20","20","42600","38500"
"In post","2021","50-59","Internal Audit","South East (England)","Outside London","40","35","40270","39960"
"In post","2021","50-59","Internal Audit","South West (England)","Outside London","45","45","48100","43830"
"In post","2021","50-59","Internal Audit","Wales","Outside London","15","15","52130","51620"
"In post","2021","50-59","Internal Audit","West Midlands (England)","Outside London","25","20","53880","44990"
"In post","2021","50-59","Internal Audit","Yorkshire and The Humber","Outside London","20","20","50830","48470"
"In post","2021","50-59","International Trade","East Midlands (England)","Outside London","5","5","[c]","[c]"
"In post","2021","50-59","International Trade","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","International Trade","London","London","170","165","53740","51970"
"In post","2021","50-59","International Trade","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","International Trade","North West (England)","Outside London","10","10","47450","31810"
"In post","2021","50-59","International Trade","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","International Trade","Overseas","Overseas","25","25","57980","54470"
"In post","2021","50-59","International Trade","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","International Trade","South East (England)","Outside London","15","15","50240","45340"
"In post","2021","50-59","International Trade","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","International Trade","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","International Trade","West Midlands (England)","Outside London","5","5","[c]","[c]"
"In post","2021","50-59","International Trade","Yorkshire and The Humber","Outside London","15","15","39680","38630"
"In post","2021","50-59","Knowledge and Information Management","East Midlands (England)","Outside London","25","25","34630","33350"
"In post","2021","50-59","Knowledge and Information Management","East of England","Outside London","40","40","38360","37880"
"In post","2021","50-59","Knowledge and Information Management","London","London","255","245","41900","37870"
"In post","2021","50-59","Knowledge and Information Management","North East (England)","Outside London","10","10","39380","35000"
"In post","2021","50-59","Knowledge and Information Management","North West (England)","Outside London","45","45","32850","29850"
"In post","2021","50-59","Knowledge and Information Management","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Knowledge and Information Management","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Knowledge and Information Management","Scotland","Outside London","20","15","33470","29040"
"In post","2021","50-59","Knowledge and Information Management","South East (England)","Outside London","85","80","34450","33300"
"In post","2021","50-59","Knowledge and Information Management","South West (England)","Outside London","155","155","38320","36330"
"In post","2021","50-59","Knowledge and Information Management","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Knowledge and Information Management","Wales","Outside London","40","40","35780","36600"
"In post","2021","50-59","Knowledge and Information Management","West Midlands (England)","Outside London","40","40","34790","32540"
"In post","2021","50-59","Knowledge and Information Management","Yorkshire and The Humber","Outside London","30","30","38430","36510"
"In post","2021","50-59","Legal","East Midlands (England)","Outside London","155","140","45540","46210"
"In post","2021","50-59","Legal","East of England","Outside London","235","220","39960","34480"
"In post","2021","50-59","Legal","London","London","1190","1135","59320","61860"
"In post","2021","50-59","Legal","North East (England)","Outside London","140","130","45570","46210"
"In post","2021","50-59","Legal","North West (England)","Outside London","375","360","46680","46530"
"In post","2021","50-59","Legal","Northern Ireland","Outside London","55","55","32150","31810"
"In post","2021","50-59","Legal","Overseas","Overseas","5","5","[c]","[c]"
"In post","2021","50-59","Legal","Scotland","Outside London","215","200","50540","52490"
"In post","2021","50-59","Legal","South East (England)","Outside London","245","230","48980","46530"
"In post","2021","50-59","Legal","South West (England)","Outside London","180","165","46740","45710"
"In post","2021","50-59","Legal","Wales","Outside London","220","205","46420","43380"
"In post","2021","50-59","Legal","West Midlands (England)","Outside London","195","185","49460","48080"
"In post","2021","50-59","Legal","Yorkshire and The Humber","Outside London","305","280","52100","55610"
"In post","2021","50-59","Medicine","East Midlands (England)","Outside London","50","45","58070","44500"
"In post","2021","50-59","Medicine","East of England","Outside London","60","55","69470","41720"
"In post","2021","50-59","Medicine","London","London","115","105","91030","89250"
"In post","2021","50-59","Medicine","North East (England)","Outside London","10","10","93440","115850"
"In post","2021","50-59","Medicine","North West (England)","Outside London","20","20","92020","80270"
"In post","2021","50-59","Medicine","Northern Ireland","Outside London","20","15","51710","38640"
"In post","2021","50-59","Medicine","Overseas","Overseas","20","15","61440","59380"
"In post","2021","50-59","Medicine","Scotland","Outside London","35","30","47110","37890"
"In post","2021","50-59","Medicine","South East (England)","Outside London","110","95","56870","39680"
"In post","2021","50-59","Medicine","South West (England)","Outside London","115","105","56880","44500"
"In post","2021","50-59","Medicine","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Medicine","Wales","Outside London","75","70","56390","47000"
"In post","2021","50-59","Medicine","West Midlands (England)","Outside London","55","50","71490","51670"
"In post","2021","50-59","Medicine","Yorkshire and The Humber","Outside London","60","55","58250","37890"
"In post","2021","50-59","Operational Delivery","East Midlands (England)","Outside London","3055","2840","29160","27130"
"In post","2021","50-59","Operational Delivery","East of England","Outside London","3060","2870","29720","27370"
"In post","2021","50-59","Operational Delivery","London","London","7385","7045","36090","30850"
"In post","2021","50-59","Operational Delivery","North East (England)","Outside London","4275","3735","26560","22260"
"In post","2021","50-59","Operational Delivery","North West (England)","Outside London","7600","7005","28880","25830"
"In post","2021","50-59","Operational Delivery","Northern Ireland","Outside London","450","410","29310","27280"
"In post","2021","50-59","Operational Delivery","Overseas","Overseas","120","115","51310","54570"
"In post","2021","50-59","Operational Delivery","Scotland","Outside London","4420","4050","29930","27790"
"In post","2021","50-59","Operational Delivery","South East (England)","Outside London","5500","5015","29740","27370"
"In post","2021","50-59","Operational Delivery","South West (England)","Outside London","3110","2885","31020","27380"
"In post","2021","50-59","Operational Delivery","Unknown","Unknown","60","55","40820","43150"
"In post","2021","50-59","Operational Delivery","Wales","Outside London","4365","3970","28450","24920"
"In post","2021","50-59","Operational Delivery","West Midlands (England)","Outside London","3810","3585","29690","27130"
"In post","2021","50-59","Operational Delivery","Yorkshire and The Humber","Outside London","4235","3920","29820","27370"
"In post","2021","50-59","Operational Research","East Midlands (England)","Outside London","5","5","[c]","[c]"
"In post","2021","50-59","Operational Research","London","London","45","45","61100","65500"
"In post","2021","50-59","Operational Research","North West (England)","Outside London","15","10","44350","38650"
"In post","2021","50-59","Operational Research","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Operational Research","South East (England)","Outside London","85","85","47690","46130"
"In post","2021","50-59","Operational Research","South West (England)","Outside London","25","25","49300","49180"
"In post","2021","50-59","Operational Research","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Operational Research","West Midlands (England)","Outside London","5","5","[c]","[c]"
"In post","2021","50-59","Operational Research","Yorkshire and The Humber","Outside London","10","10","46310","48750"
"In post","2021","50-59","Other","East Midlands (England)","Outside London","345","340","25440","21130"
"In post","2021","50-59","Other","East of England","Outside London","495","475","24870","21580"
"In post","2021","50-59","Other","London","London","1035","985","40140","32520"
"In post","2021","50-59","Other","North East (England)","Outside London","80","80","26050","21580"
"In post","2021","50-59","Other","North West (England)","Outside London","325","310","26910","22080"
"In post","2021","50-59","Other","Northern Ireland","Outside London","160","155","22830","21880"
"In post","2021","50-59","Other","Overseas","Overseas","100","100","53360","46620"
"In post","2021","50-59","Other","Scotland","Outside London","730","700","29360","23440"
"In post","2021","50-59","Other","South East (England)","Outside London","1095","1070","28950","23050"
"In post","2021","50-59","Other","South West (England)","Outside London","1520","1480","32490","27290"
"In post","2021","50-59","Other","Unknown","Unknown","510","510","42690","37300"
"In post","2021","50-59","Other","Wales","Outside London","380","365","37350","34660"
"In post","2021","50-59","Other","West Midlands (England)","Outside London","495","480","26700","23000"
"In post","2021","50-59","Other","Yorkshire and The Humber","Outside London","550","535","24970","22500"
"In post","2021","50-59","Planning","London","London","20","20","57770","60250"
"In post","2021","50-59","Planning","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Planning","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Planning","South West (England)","Outside London","10","5","[c]","[c]"
"In post","2021","50-59","Planning","Wales","Outside London","10","10","[c]","[c]"
"In post","2021","50-59","Planning","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Planning","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Planning Inspectors","South West (England)","Outside London","115","105","59020","58810"
"In post","2021","50-59","Planning Inspectors","Wales","Outside London","10","10","[c]","[c]"
"In post","2021","50-59","Policy","East Midlands (England)","Outside London","60","60","47220","42520"
"In post","2021","50-59","Policy","East of England","Outside London","60","55","41670","38630"
"In post","2021","50-59","Policy","London","London","3125","3055","52900","53200"
"In post","2021","50-59","Policy","North East (England)","Outside London","130","120","42790","38010"
"In post","2021","50-59","Policy","North West (England)","Outside London","275","265","43840","38630"
"In post","2021","50-59","Policy","Northern Ireland","Outside London","25","25","44590","38860"
"In post","2021","50-59","Policy","Overseas","Overseas","415","410","60090","59160"
"In post","2021","50-59","Policy","Scotland","Outside London","115","110","45050","40870"
"In post","2021","50-59","Policy","South East (England)","Outside London","130","125","41760","40000"
"In post","2021","50-59","Policy","South West (England)","Outside London","160","155","44830","39820"
"In post","2021","50-59","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Policy","Wales","Outside London","535","515","45020","41560"
"In post","2021","50-59","Policy","West Midlands (England)","Outside London","145","145","45860","40300"
"In post","2021","50-59","Policy","Yorkshire and The Humber","Outside London","350","345","46570","46170"
"In post","2021","50-59","Project Delivery","East Midlands (England)","Outside London","150","145","40860","38550"
"In post","2021","50-59","Project Delivery","East of England","Outside London","225","220","42400","38980"
"In post","2021","50-59","Project Delivery","London","London","955","935","55020","52580"
"In post","2021","50-59","Project Delivery","North East (England)","Outside London","305","290","43110","38630"
"In post","2021","50-59","Project Delivery","North West (England)","Outside London","415","405","42670","38630"
"In post","2021","50-59","Project Delivery","Northern Ireland","Outside London","30","30","39470","34050"
"In post","2021","50-59","Project Delivery","Overseas","Overseas","40","40","45790","45200"
"In post","2021","50-59","Project Delivery","Scotland","Outside London","230","220","42190","39450"
"In post","2021","50-59","Project Delivery","South East (England)","Outside London","640","625","40720","40000"
"In post","2021","50-59","Project Delivery","South West (England)","Outside London","1245","1220","45530","41630"
"In post","2021","50-59","Project Delivery","Unknown","Unknown","10","10","[c]","[c]"
"In post","2021","50-59","Project Delivery","Wales","Outside London","160","150","42590","39080"
"In post","2021","50-59","Project Delivery","West Midlands (England)","Outside London","240","235","42470","39450"
"In post","2021","50-59","Project Delivery","Yorkshire and The Humber","Outside London","180","175","41150","38590"
"In post","2021","50-59","Property","East Midlands (England)","Outside London","195","185","36950","33630"
"In post","2021","50-59","Property","East of England","Outside London","195","190","33490","33250"
"In post","2021","50-59","Property","London","London","410","400","46360","44350"
"In post","2021","50-59","Property","North East (England)","Outside London","100","95","37510","32890"
"In post","2021","50-59","Property","North West (England)","Outside London","175","165","37450","32550"
"In post","2021","50-59","Property","Northern Ireland","Outside London","60","60","29220","27680"
"In post","2021","50-59","Property","Overseas","Overseas","75","75","39630","37940"
"In post","2021","50-59","Property","Scotland","Outside London","145","145","34820","33300"
"In post","2021","50-59","Property","South East (England)","Outside London","360","350","37790","33300"
"In post","2021","50-59","Property","South West (England)","Outside London","335","330","36860","33320"
"In post","2021","50-59","Property","Unknown","Unknown","10","10","[c]","[c]"
"In post","2021","50-59","Property","Wales","Outside London","150","145","36890","33300"
"In post","2021","50-59","Property","West Midlands (England)","Outside London","190","185","37350","33300"
"In post","2021","50-59","Property","Yorkshire and The Humber","Outside London","220","210","37680","33250"
"In post","2021","50-59","Psychology","East Midlands (England)","Outside London","10","10","36980","27380"
"In post","2021","50-59","Psychology","East of England","Outside London","15","15","42270","33110"
"In post","2021","50-59","Psychology","London","London","5","5","[c]","[c]"
"In post","2021","50-59","Psychology","North East (England)","Outside London","10","10","37820","27380"
"In post","2021","50-59","Psychology","North West (England)","Outside London","20","20","38460","27380"
"In post","2021","50-59","Psychology","Scotland","Outside London","5","5","[c]","[c]"
"In post","2021","50-59","Psychology","South East (England)","Outside London","30","30","41890","40580"
"In post","2021","50-59","Psychology","South West (England)","Outside London","15","15","42940","41660"
"In post","2021","50-59","Psychology","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Psychology","West Midlands (England)","Outside London","10","10","[c]","[c]"
"In post","2021","50-59","Psychology","Yorkshire and The Humber","Outside London","25","20","33750","27380"
"In post","2021","50-59","Science and Engineering","East Midlands (England)","Outside London","205","195","41650","39870"
"In post","2021","50-59","Science and Engineering","East of England","Outside London","250","235","39180","34570"
"In post","2021","50-59","Science and Engineering","London","London","295","280","54380","51480"
"In post","2021","50-59","Science and Engineering","North East (England)","Outside London","20","20","34240","22810"
"In post","2021","50-59","Science and Engineering","North West (England)","Outside London","130","120","41180","40450"
"In post","2021","50-59","Science and Engineering","Northern Ireland","Outside London","15","15","28240","23360"
"In post","2021","50-59","Science and Engineering","Overseas","Overseas","25","25","50650","48480"
"In post","2021","50-59","Science and Engineering","Scotland","Outside London","175","175","37690","36780"
"In post","2021","50-59","Science and Engineering","South East (England)","Outside London","555","540","41570","40160"
"In post","2021","50-59","Science and Engineering","South West (England)","Outside London","1495","1465","43730","42850"
"In post","2021","50-59","Science and Engineering","Unknown","Unknown","25","25","27210","27370"
"In post","2021","50-59","Science and Engineering","Wales","Outside London","225","220","39330","31140"
"In post","2021","50-59","Science and Engineering","West Midlands (England)","Outside London","105","100","38380","36510"
"In post","2021","50-59","Science and Engineering","Yorkshire and The Humber","Outside London","130","125","41410","36300"
"In post","2021","50-59","Security","East Midlands (England)","Outside London","50","50","29410","23540"
"In post","2021","50-59","Security","East of England","Outside London","210","205","37990","39070"
"In post","2021","50-59","Security","London","London","385","380","38520","35440"
"In post","2021","50-59","Security","North East (England)","Outside London","35","35","33320","30310"
"In post","2021","50-59","Security","North West (England)","Outside London","115","110","30970","29030"
"In post","2021","50-59","Security","Northern Ireland","Outside London","165","165","21990","20310"
"In post","2021","50-59","Security","Overseas","Overseas","40","40","38320","34350"
"In post","2021","50-59","Security","Scotland","Outside London","530","525","33250","39070"
"In post","2021","50-59","Security","South East (England)","Outside London","585","580","32960","34610"
"In post","2021","50-59","Security","South West (England)","Outside London","470","465","29280","21740"
"In post","2021","50-59","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Security","Wales","Outside London","100","100","28040","21130"
"In post","2021","50-59","Security","West Midlands (England)","Outside London","150","145","32840","36480"
"In post","2021","50-59","Security","Yorkshire and The Humber","Outside London","175","170","34870","39070"
"In post","2021","50-59","Social Research","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Social Research","London","London","40","40","58270","58130"
"In post","2021","50-59","Social Research","North West (England)","Outside London","5","5","[c]","[c]"
"In post","2021","50-59","Social Research","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Social Research","South East (England)","Outside London","20","15","45920","40960"
"In post","2021","50-59","Social Research","Wales","Outside London","60","55","46970","47000"
"In post","2021","50-59","Social Research","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Social Research","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Statistics","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Statistics","East of England","Outside London","5","5","[c]","[c]"
"In post","2021","50-59","Statistics","London","London","125","120","54740","56240"
"In post","2021","50-59","Statistics","North West (England)","Outside London","15","15","46460","39670"
"In post","2021","50-59","Statistics","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Statistics","Scotland","Outside London","5","5","[c]","[c]"
"In post","2021","50-59","Statistics","South East (England)","Outside London","30","30","44270","40660"
"In post","2021","50-59","Statistics","South West (England)","Outside London","20","20","42710","39850"
"In post","2021","50-59","Statistics","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Statistics","Wales","Outside London","50","45","48130","50860"
"In post","2021","50-59","Statistics","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Statistics","Yorkshire and The Humber","Outside London","25","25","41690","32700"
"In post","2021","50-59","Tax","East Midlands (England)","Outside London","365","345","36160","31870"
"In post","2021","50-59","Tax","East of England","Outside London","130","120","34410","31870"
"In post","2021","50-59","Tax","London","London","905","880","43270","39800"
"In post","2021","50-59","Tax","North East (England)","Outside London","400","375","32010","31810"
"In post","2021","50-59","Tax","North West (England)","Outside London","730","695","36270","31870"
"In post","2021","50-59","Tax","Northern Ireland","Outside London","165","155","36450","32030"
"In post","2021","50-59","Tax","Scotland","Outside London","515","485","35060","31810"
"In post","2021","50-59","Tax","South East (England)","Outside London","270","260","34850","32100"
"In post","2021","50-59","Tax","South West (England)","Outside London","170","160","40880","38630"
"In post","2021","50-59","Tax","Wales","Outside London","290","275","33240","31810"
"In post","2021","50-59","Tax","West Midlands (England)","Outside London","330","315","37710","33930"
"In post","2021","50-59","Tax","Yorkshire and The Humber","Outside London","305","295","36570","31810"
"In post","2021","50-59","Unknown","East Midlands (England)","Outside London","1745","1570","26710","27570"
"In post","2021","50-59","Unknown","East of England","Outside London","1800","1645","29400","28100"
"In post","2021","50-59","Unknown","London","London","4320","4115","41460","31880"
"In post","2021","50-59","Unknown","North East (England)","Outside London","3345","2960","27770","27570"
"In post","2021","50-59","Unknown","North West (England)","Outside London","6740","6135","28310","27570"
"In post","2021","50-59","Unknown","Northern Ireland","Outside London","20","20","32940","25560"
"In post","2021","50-59","Unknown","Overseas","Overseas","65","65","40320","33300"
"In post","2021","50-59","Unknown","Scotland","Outside London","6655","6215","35120","27570"
"In post","2021","50-59","Unknown","South East (England)","Outside London","2570","2360","28670","27570"
"In post","2021","50-59","Unknown","South West (England)","Outside London","2365","2135","29130","27570"
"In post","2021","50-59","Unknown","Unknown","Unknown","355","335","34100","27570"
"In post","2021","50-59","Unknown","Wales","Outside London","1925","1745","26530","27570"
"In post","2021","50-59","Unknown","West Midlands (England)","Outside London","2970","2630","26960","27570"
"In post","2021","50-59","Unknown","Yorkshire and The Humber","Outside London","3560","3225","30880","27570"
"In post","2021","50-59","Veterinarian","East Midlands (England)","Outside London","5","5","[c]","[c]"
"In post","2021","50-59","Veterinarian","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Veterinarian","London","London","15","15","55720","52070"
"In post","2021","50-59","Veterinarian","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Veterinarian","North West (England)","Outside London","15","10","49910","51760"
"In post","2021","50-59","Veterinarian","Scotland","Outside London","10","10","[c]","[c]"
"In post","2021","50-59","Veterinarian","South East (England)","Outside London","15","15","58390","57270"
"In post","2021","50-59","Veterinarian","South West (England)","Outside London","15","15","54630","51760"
"In post","2021","50-59","Veterinarian","Wales","Outside London","15","15","51290","52070"
"In post","2021","50-59","Veterinarian","West Midlands (England)","Outside London","15","15","48070","50600"
"In post","2021","50-59","Veterinarian","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Commercial","East Midlands (England)","Outside London","15","10","44850","42320"
"In post","2021","60-64","Commercial","East of England","Outside London","15","15","43640","36410"
"In post","2021","60-64","Commercial","London","London","60","55","51980","44980"
"In post","2021","60-64","Commercial","North West (England)","Outside London","25","25","42670","37860"
"In post","2021","60-64","Commercial","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Commercial","Scotland","Outside London","15","15","42790","40580"
"In post","2021","60-64","Commercial","South East (England)","Outside London","35","30","38520","39040"
"In post","2021","60-64","Commercial","South West (England)","Outside London","95","85","43430","41970"
"In post","2021","60-64","Commercial","Wales","Outside London","20","15","38530","27880"
"In post","2021","60-64","Commercial","West Midlands (England)","Outside London","20","15","36810","34800"
"In post","2021","60-64","Commercial","Yorkshire and The Humber","Outside London","5","5","[c]","[c]"
"In post","2021","60-64","Communications","East Midlands (England)","Outside London","5","5","[c]","[c]"
"In post","2021","60-64","Communications","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Communications","London","London","40","40","46240","42540"
"In post","2021","60-64","Communications","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Communications","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Communications","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Communications","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Communications","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Communications","South East (England)","Outside London","20","20","31240","32200"
"In post","2021","60-64","Communications","South West (England)","Outside London","20","20","33640","29200"
"In post","2021","60-64","Communications","Wales","Outside London","5","5","[c]","[c]"
"In post","2021","60-64","Communications","West Midlands (England)","Outside London","10","10","[c]","[c]"
"In post","2021","60-64","Communications","Yorkshire and The Humber","Outside London","5","5","[c]","[c]"
"In post","2021","60-64","Corporate Finance","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Corporate Finance","London","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Corporate Finance","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Corporate Finance","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Counter Fraud","East Midlands (England)","Outside London","10","5","[c]","[c]"
"In post","2021","60-64","Counter Fraud","East of England","Outside London","10","10","33420","36120"
"In post","2021","60-64","Counter Fraud","London","London","30","30","45240","42130"
"In post","2021","60-64","Counter Fraud","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Counter Fraud","North West (England)","Outside London","10","5","[c]","[c]"
"In post","2021","60-64","Counter Fraud","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Counter Fraud","Scotland","Outside London","5","5","[c]","[c]"
"In post","2021","60-64","Counter Fraud","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Counter Fraud","Wales","Outside London","5","5","[c]","[c]"
"In post","2021","60-64","Counter Fraud","West Midlands (England)","Outside London","5","5","[c]","[c]"
"In post","2021","60-64","Counter Fraud","Yorkshire and The Humber","Outside London","5","5","[c]","[c]"
"In post","2021","60-64","Digital, Data and Technology","East Midlands (England)","Outside London","15","10","35480","31970"
"In post","2021","60-64","Digital, Data and Technology","East of England","Outside London","50","40","36890","35000"
"In post","2021","60-64","Digital, Data and Technology","London","London","155","145","50440","44410"
"In post","2021","60-64","Digital, Data and Technology","North East (England)","Outside London","25","20","39600","37420"
"In post","2021","60-64","Digital, Data and Technology","North West (England)","Outside London","50","45","37580","35000"
"In post","2021","60-64","Digital, Data and Technology","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Digital, Data and Technology","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Digital, Data and Technology","Scotland","Outside London","25","20","38830","37910"
"In post","2021","60-64","Digital, Data and Technology","South East (England)","Outside London","65","60","39230","33800"
"In post","2021","60-64","Digital, Data and Technology","South West (England)","Outside London","110","100","39100","38050"
"In post","2021","60-64","Digital, Data and Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Digital, Data and Technology","Wales","Outside London","100","85","45370","42370"
"In post","2021","60-64","Digital, Data and Technology","West Midlands (England)","Outside London","60","50","41320","35860"
"In post","2021","60-64","Digital, Data and Technology","Yorkshire and The Humber","Outside London","45","40","37450","31140"
"In post","2021","60-64","Economics","London","London","15","10","63600","62970"
"In post","2021","60-64","Economics","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Economics","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Finance","East Midlands (England)","Outside London","15","10","27810","21950"
"In post","2021","60-64","Finance","East of England","Outside London","25","25","31590","29200"
"In post","2021","60-64","Finance","London","London","145","135","46760","41760"
"In post","2021","60-64","Finance","North East (England)","Outside London","15","10","34240","31810"
"In post","2021","60-64","Finance","North West (England)","Outside London","35","30","36330","33680"
"In post","2021","60-64","Finance","Scotland","Outside London","65","45","25780","21440"
"In post","2021","60-64","Finance","South East (England)","Outside London","75","70","38420","33460"
"In post","2021","60-64","Finance","South West (England)","Outside London","70","60","42170","39630"
"In post","2021","60-64","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Finance","Wales","Outside London","65","55","32210","28850"
"In post","2021","60-64","Finance","West Midlands (England)","Outside London","30","25","51180","50630"
"In post","2021","60-64","Finance","Yorkshire and The Humber","Outside London","65","45","28450","21440"
"In post","2021","60-64","Human Resources","East Midlands (England)","Outside London","20","15","36940","33670"
"In post","2021","60-64","Human Resources","East of England","Outside London","15","15","31880","31780"
"In post","2021","60-64","Human Resources","London","London","110","100","48600","44770"
"In post","2021","60-64","Human Resources","North East (England)","Outside London","10","5","[c]","[c]"
"In post","2021","60-64","Human Resources","North West (England)","Outside London","45","35","32510","30190"
"In post","2021","60-64","Human Resources","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Human Resources","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Human Resources","Scotland","Outside London","55","50","27750","22080"
"In post","2021","60-64","Human Resources","South East (England)","Outside London","50","45","36780","30280"
"In post","2021","60-64","Human Resources","South West (England)","Outside London","50","45","34330","29200"
"In post","2021","60-64","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Human Resources","Wales","Outside London","55","45","37530","33350"
"In post","2021","60-64","Human Resources","West Midlands (England)","Outside London","30","25","35610","31180"
"In post","2021","60-64","Human Resources","Yorkshire and The Humber","Outside London","15","15","31490","30710"
"In post","2021","60-64","Inspector of Education and Training","East Midlands (England)","Outside London","5","5","[c]","[c]"
"In post","2021","60-64","Inspector of Education and Training","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Inspector of Education and Training","London","London","25","25","68830","75500"
"In post","2021","60-64","Inspector of Education and Training","North West (England)","Outside London","10","10","67550","75500"
"In post","2021","60-64","Inspector of Education and Training","South West (England)","Outside London","10","10","[c]","[c]"
"In post","2021","60-64","Inspector of Education and Training","Wales","Outside London","10","10","74730","74730"
"In post","2021","60-64","Inspector of Education and Training","West Midlands (England)","Outside London","10","10","73330","75500"
"In post","2021","60-64","Inspector of Education and Training","Yorkshire and The Humber","Outside London","15","15","68350","64500"
"In post","2021","60-64","Intelligence Analysis","East Midlands (England)","Outside London","15","15","32000","32670"
"In post","2021","60-64","Intelligence Analysis","East of England","Outside London","20","20","32240","32750"
"In post","2021","60-64","Intelligence Analysis","London","London","80","70","39440","36780"
"In post","2021","60-64","Intelligence Analysis","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Intelligence Analysis","North West (England)","Outside London","10","10","26390","26070"
"In post","2021","60-64","Intelligence Analysis","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Intelligence Analysis","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Intelligence Analysis","South East (England)","Outside London","30","25","29700","28350"
