"Status","Year","Ethnicity","Parent_department","Region_ITL2","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Asian","Cabinet Office","Bedfordshire and Hertfordshire","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","Cheshire","Warrington","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","Cumbria","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","Derbyshire and Nottinghamshire","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","Devon","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","Devon","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","Dorset and Somerset","Dorset CC","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","East Anglia","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","East Anglia","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","East Anglia","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","East Anglia","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","East Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","East Wales","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","Eastern Scotland","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","Greater Manchester","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","Greater Manchester","Greater Manchester South West","10","10","[c]","[c]"
"In post","2021","Asian","Cabinet Office","Greater Manchester","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","Hampshire and Isle of Wight","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","Hampshire and Isle of Wight","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","Hampshire and Isle of Wight","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","Hampshire and Isle of Wight","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","Inner London - East","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","Inner London - East","Lambeth","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","Inner London - East","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","Inner London - East","Tower Hamlets","90","85","50810","54700"
"In post","2021","Asian","Cabinet Office","Inner London - West","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","Inner London - West","Westminster","325","320","46290","40600"
"In post","2021","Asian","Cabinet Office","Kent","Medway","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","Kent","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","Kent","West Kent","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","Lancashire","Blackpool","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","Lancashire","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","Lincolnshire","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","Merseyside","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","Merseyside","Liverpool","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","Merseyside","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","North Yorkshire","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","North Yorkshire","York","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","Northern Ireland","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","Northern Ireland","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","Northumberland and Tyne and Wear","Tyneside","5","5","[c]","[c]"
"In post","2021","Asian","Cabinet Office","Outer London - South","Croydon","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","Outer London - West and North West","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","Shropshire and Staffordshire","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","South Yorkshire","Sheffield","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","Southern Scotland","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","Surrey, East and West Sussex","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","Surrey, East and West Sussex","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","Tees Valley and Durham","Darlington","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","Tees Valley and Durham","South Teesside","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","Unknown","Unknown","20","20","[c]","[c]"
"In post","2021","Asian","Cabinet Office","West Central Scotland","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","West Central Scotland","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","West Midlands","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","West Midlands","Coventry","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","West Wales and The Valleys","South West Wales","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","West Wales and The Valleys","Swansea","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","West Yorkshire","Bradford","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cabinet Office","West Yorkshire","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Chancellor's other departments","Eastern Scotland","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Chancellor's other departments","Inner London - West","Camden and City of London","30","25","[c]","[c]"
"In post","2021","Asian","Chancellor's other departments","Inner London - West","Westminster","20","20","[c]","[c]"
"In post","2021","Asian","Chancellor's other departments","Lancashire","Blackpool","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Chancellor's other departments","Tees Valley and Durham","Durham CC","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Chancellor's other departments","West Central Scotland","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","Dorset and Somerset","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","East Wales","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Charity Commission","Inner London - West","Westminster","5","5","[c]","[c]"
"In post","2021","Asian","Charity Commission","Merseyside","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","East Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","Eastern Scotland","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Competition and Markets Authority","Inner London - East","Tower Hamlets","105","100","45900","37660"
"In post","2021","Asian","Competition and Markets Authority","Northern Ireland","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Bedfordshire and Hertfordshire","Bedford","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Bedfordshire and Hertfordshire","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Derbyshire and Nottinghamshire","Nottingham","10","10","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Derbyshire and Nottinghamshire","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Devon","Devon CC","20","20","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Devon","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","East Anglia","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","East Anglia","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","East Anglia","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","East Wales","Cardiff and Vale of Glamorgan","20","20","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","East Wales","Monmouthshire and Newport","25","20","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Eastern Scotland","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Essex","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Greater Manchester","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Greater Manchester","Manchester","15","15","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Hampshire and Isle of Wight","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Hampshire and Isle of Wight","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Hampshire and Isle of Wight","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Hampshire and Isle of Wight","Southampton","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Highlands and Islands","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Highlands and Islands","Shetland Islands","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Inner London - East","Hackney and Newham","35","35","33340","29320"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Inner London - West","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Inner London - West","Westminster","445","435","44440","40050"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Kent","Medway","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Lancashire","Blackpool","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Lancashire","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Lincolnshire","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Merseyside","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Merseyside","Wirral","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","North Eastern Scotland","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","North Yorkshire","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","North Yorkshire","York","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Northern Ireland","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Northern Ireland","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Northumberland and Tyne and Wear","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Outer London - South","Croydon","5","5","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Outer London - West and North West","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Outer London - West and North West","Hounslow and Richmond upon Thames","5","5","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Shropshire and Staffordshire","Shropshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","South Yorkshire","Sheffield","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Southern Scotland","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Surrey, East and West Sussex","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Surrey, East and West Sussex","West Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Surrey, East and West Sussex","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","West Central Scotland","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","West Midlands","Birmingham","100","95","28690","24570"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","West Wales and The Valleys","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","West Wales and The Valleys","South West Wales","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Business, Energy and Industrial Strategy","West Yorkshire","Leeds","10","10","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","Eastern Scotland","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","Greater Manchester","Manchester","5","5","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","Inner London - West","Westminster","115","115","47120","42280"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","Merseyside","Liverpool","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","Northern Ireland","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","Northumberland and Tyne and Wear","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","West Central Scotland","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Digital, Culture, Media and Sport","West Yorkshire","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education","Bedfordshire and Hertfordshire","Hertfordshire","10","10","[c]","[c]"
"In post","2021","Asian","Department for Education","Derbyshire and Nottinghamshire","Nottingham","25","25","[c]","[c]"
"In post","2021","Asian","Department for Education","East Anglia","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education","Greater Manchester","Manchester","75","75","35150","30320"
"In post","2021","Asian","Department for Education","Inner London - West","Westminster","260","250","44260","40780"
"In post","2021","Asian","Department for Education","Northumberland and Tyne and Wear","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education","Outer London - South","Croydon","10","10","[c]","[c]"
"In post","2021","Asian","Department for Education","South Yorkshire","Sheffield","75","70","36250","30200"
"In post","2021","Asian","Department for Education","Tees Valley and Durham","Darlington","10","10","[c]","[c]"
"In post","2021","Asian","Department for Education","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Education","West Midlands","Coventry","230","225","37370","36500"
"In post","2021","Asian","Department for Education","West Yorkshire","Leeds","10","10","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","Bedfordshire and Hertfordshire","Bedford","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","Bedfordshire and Hertfordshire","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","30","25","28800","25790"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","Cheshire","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","Cheshire","Warrington","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","Cumbria","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","Cumbria","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","Derbyshire and Nottinghamshire","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","Derbyshire and Nottinghamshire","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","Derbyshire and Nottinghamshire","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","Devon","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs","Devon","Plymouth","[c]","[c]","[c]","[c]"
