"Status","Year","Disability","Ethnicity","Function_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Black","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Human Resources","SEO/HEO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Black","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Legal","AA/AO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Black","Legal","EO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Black","Legal","G6/G7","25","25","[c]","[c]"
"In post","2021","Declared disabled","Black","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Legal","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Black","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","No function","AA/AO","205","195","24190","22720"
"In post","2021","Declared disabled","Black","No function","EO","105","105","28670","27850"
"In post","2021","Declared disabled","Black","No function","G6/G7","30","30","[c]","[c]"
"In post","2021","Declared disabled","Black","No function","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","No function","SEO/HEO","145","145","37220","36160"
"In post","2021","Declared disabled","Black","No function","Unknown","170","165","32400","30210"
"In post","2021","Declared disabled","Black","Project Delivery","AA/AO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Black","Project Delivery","EO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Black","Project Delivery","G6/G7","10","10","[c]","[c]"
"In post","2021","Declared disabled","Black","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Project Delivery","SEO/HEO","30","30","36530","36160"
"In post","2021","Declared disabled","Black","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Property","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Property","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Property","G6/G7","5","5","[c]","[c]"
"In post","2021","Declared disabled","Black","Property","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Property","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Black","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Security","AA/AO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Black","Security","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Security","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Security","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Unknown","AA/AO","200","170","23230","23210"
"In post","2021","Declared disabled","Black","Unknown","EO","485","455","29760","30460"
"In post","2021","Declared disabled","Black","Unknown","G6/G7","20","20","[c]","[c]"
"In post","2021","Declared disabled","Black","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Unknown","SEO/HEO","100","100","38440","37610"
"In post","2021","Declared disabled","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Analysis","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Analysis","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Analysis","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Analysis","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Commercial","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Debt","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Debt","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Debt","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Debt","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Debt","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Digital, Data & Technology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Digital, Data & Technology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Digital, Data & Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Digital, Data & Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Grants Management","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Grants Management","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Grants Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Grants Management","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Grants Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Legal","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Legal","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Legal","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","No function","AA/AO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Chinese","No function","EO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Chinese","No function","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","No function","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","No function","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Chinese","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Property","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Property","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Property","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Property","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Security","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Security","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Security","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Security","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Unknown","AA/AO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Unknown","EO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Unknown","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Analysis","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Analysis","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Analysis","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Analysis","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Analysis","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Commercial","EO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Commercial","G6/G7","5","5","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Commercial","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Commercial","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Communications","EO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Communications","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Debt","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Debt","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Debt","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Debt","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Debt","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Digital, Data & Technology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Digital, Data & Technology","G6/G7","10","10","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Digital, Data & Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Digital, Data & Technology","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Finance","AA/AO","[c]","[c]","[c]","[c]"
