"Status","Year","Disability","Ethnicity","Function_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared non-disabled","Black","Human Resources","SEO/HEO","115","115","37340","36110"
"In post","2021","Declared non-disabled","Black","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Internal Audit","AA/AO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Internal Audit","G6/G7","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Internal Audit","SEO/HEO","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Legal","AA/AO","75","70","23620","23520"
"In post","2021","Declared non-disabled","Black","Legal","EO","105","100","28390","27760"
"In post","2021","Declared non-disabled","Black","Legal","G6/G7","180","175","59520","60390"
"In post","2021","Declared non-disabled","Black","Legal","SCS level","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Legal","SEO/HEO","120","115","36830","36160"
"In post","2021","Declared non-disabled","Black","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","No function","AA/AO","1650","1565","24810","23500"
"In post","2021","Declared non-disabled","Black","No function","EO","750","735","28460","27960"
"In post","2021","Declared non-disabled","Black","No function","G6/G7","305","305","57110","54160"
"In post","2021","Declared non-disabled","Black","No function","SCS level","35","35","88880","82300"
"In post","2021","Declared non-disabled","Black","No function","SEO/HEO","1020","995","36930","36000"
"In post","2021","Declared non-disabled","Black","No function","Unknown","575","560","30490","28200"
"In post","2021","Declared non-disabled","Black","Project Delivery","AA/AO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Project Delivery","EO","85","85","26280","26670"
"In post","2021","Declared non-disabled","Black","Project Delivery","G6/G7","110","110","57190","57540"
"In post","2021","Declared non-disabled","Black","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Project Delivery","SEO/HEO","295","290","36230","36160"
"In post","2021","Declared non-disabled","Black","Project Delivery","Unknown","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Property","AA/AO","10","5","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Property","EO","35","35","28710","29450"
"In post","2021","Declared non-disabled","Black","Property","G6/G7","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Property","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Property","SEO/HEO","50","50","38970","37420"
"In post","2021","Declared non-disabled","Black","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Security","AA/AO","40","40","22860","22650"
"In post","2021","Declared non-disabled","Black","Security","EO","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Security","G6/G7","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Security","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Security","SEO/HEO","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Unknown","AA/AO","1145","1040","23140","23130"
"In post","2021","Declared non-disabled","Black","Unknown","EO","2875","2740","29560","29370"
"In post","2021","Declared non-disabled","Black","Unknown","G6/G7","165","165","60330","57680"
"In post","2021","Declared non-disabled","Black","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Unknown","SEO/HEO","795","780","37740","36650"
"In post","2021","Declared non-disabled","Black","Unknown","Unknown","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Analysis","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Analysis","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Analysis","G6/G7","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Analysis","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Analysis","SEO/HEO","30","30","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Commercial","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Commercial","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Communications","EO","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Communications","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Counter Fraud","EO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Counter Fraud","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Debt","AA/AO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Debt","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Debt","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Debt","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Debt","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Digital, Data & Technology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Digital, Data & Technology","EO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Digital, Data & Technology","G6/G7","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Digital, Data & Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Digital, Data & Technology","SEO/HEO","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Finance","EO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Finance","G6/G7","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Finance","SEO/HEO","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Grants Management","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Grants Management","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Grants Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Grants Management","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Grants Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Human Resources","EO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Human Resources","G6/G7","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Internal Audit","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Legal","AA/AO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Legal","EO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Legal","G6/G7","25","20","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Legal","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","No function","AA/AO","95","85","22590","21160"
"In post","2021","Declared non-disabled","Chinese","No function","EO","60","60","27150","26490"
"In post","2021","Declared non-disabled","Chinese","No function","G6/G7","65","65","56880","54700"
"In post","2021","Declared non-disabled","Chinese","No function","SCS level","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","No function","SEO/HEO","115","110","37730","36770"
"In post","2021","Declared non-disabled","Chinese","No function","Unknown","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Project Delivery","G6/G7","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Project Delivery","SEO/HEO","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Property","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Property","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Property","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Property","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Property","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Security","AA/AO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Security","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Security","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Security","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Unknown","AA/AO","90","80","21540","21010"
"In post","2021","Declared non-disabled","Chinese","Unknown","EO","115","110","28210","27570"
"In post","2021","Declared non-disabled","Chinese","Unknown","G6/G7","30","30","59380","57460"
"In post","2021","Declared non-disabled","Chinese","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Unknown","SEO/HEO","65","65","37940","36650"
"In post","2021","Declared non-disabled","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Mixed","Analysis","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Mixed","Analysis","EO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Mixed","Analysis","G6/G7","45","45","57890","55280"
"In post","2021","Declared non-disabled","Mixed","Analysis","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Mixed","Analysis","SEO/HEO","70","70","36240","34710"
"In post","2021","Declared non-disabled","Mixed","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Mixed","Commercial","AA/AO","10","5","[c]","[c]"
"In post","2021","Declared non-disabled","Mixed","Commercial","EO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Mixed","Commercial","G6/G7","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Mixed","Commercial","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Mixed","Commercial","SEO/HEO","30","30","37760","38000"
"In post","2021","Declared non-disabled","Mixed","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Mixed","Communications","AA/AO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Mixed","Communications","EO","35","35","26090","25560"
"In post","2021","Declared non-disabled","Mixed","Communications","G6/G7","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Mixed","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Mixed","Communications","SEO/HEO","60","60","36630","35830"
"In post","2021","Declared non-disabled","Mixed","Counter Fraud","AA/AO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Mixed","Counter Fraud","EO","40","35","26950","25560"
"In post","2021","Declared non-disabled","Mixed","Counter Fraud","G6/G7","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Mixed","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Mixed","Counter Fraud","SEO/HEO","35","35","36730","36160"
"In post","2021","Declared non-disabled","Mixed","Debt","AA/AO","25","20","[c]","[c]"
"In post","2021","Declared non-disabled","Mixed","Debt","EO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Mixed","Debt","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Mixed","Debt","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Mixed","Debt","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Mixed","Digital, Data & Technology","AA/AO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Mixed","Digital, Data & Technology","EO","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Mixed","Digital, Data & Technology","G6/G7","60","60","56670","54800"
"In post","2021","Declared non-disabled","Mixed","Digital, Data & Technology","SCS level","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Mixed","Digital, Data & Technology","SEO/HEO","75","75","37410","37100"
"In post","2021","Declared non-disabled","Mixed","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Mixed","Finance","AA/AO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Mixed","Finance","EO","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Mixed","Finance","G6/G7","35","30","58830","57500"
"In post","2021","Declared non-disabled","Mixed","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Mixed","Finance","SEO/HEO","60","55","37650","36680"
"In post","2021","Declared non-disabled","Mixed","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Mixed","Grants Management","AA/AO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Mixed","Grants Management","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Mixed","Grants Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Mixed","Grants Management","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Mixed","Grants Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Mixed","Human Resources","AA/AO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Mixed","Human Resources","EO","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Mixed","Human Resources","G6/G7","30","30","[c]","[c]"
"In post","2021","Declared non-disabled","Mixed","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Mixed","Human Resources","SEO/HEO","55","50","35230","34880"
"In post","2021","Declared non-disabled","Mixed","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Mixed","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Mixed","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Mixed","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Mixed","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Mixed","Internal Audit","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Mixed","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Mixed","Legal","AA/AO","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Mixed","Legal","EO","40","40","29250","28430"
"In post","2021","Declared non-disabled","Mixed","Legal","G6/G7","130","120","58920","57430"
"In post","2021","Declared non-disabled","Mixed","Legal","SCS level","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Mixed","Legal","SEO/HEO","45","45","37050","36160"
"In post","2021","Declared non-disabled","Mixed","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Mixed","No function","AA/AO","695","655","24130","22680"
"In post","2021","Declared non-disabled","Mixed","No function","EO","340","325","27730","26880"
"In post","2021","Declared non-disabled","Mixed","No function","G6/G7","355","345","58390","54700"
"In post","2021","Declared non-disabled","Mixed","No function","SCS level","50","50","85080","77960"
"In post","2021","Declared non-disabled","Mixed","No function","SEO/HEO","645","635","36650","35560"
"In post","2021","Declared non-disabled","Mixed","No function","Unknown","245","225","29670","30210"
"In post","2021","Declared non-disabled","Mixed","Project Delivery","AA/AO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Mixed","Project Delivery","EO","50","45","25420","26350"
"In post","2021","Declared non-disabled","Mixed","Project Delivery","G6/G7","100","100","57320","55620"
"In post","2021","Declared non-disabled","Mixed","Project Delivery","SCS level","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Mixed","Project Delivery","SEO/HEO","170","170","35550","36160"
"In post","2021","Declared non-disabled","Mixed","Project Delivery","Unknown","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Mixed","Property","AA/AO","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Mixed","Property","EO","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Mixed","Property","G6/G7","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Mixed","Property","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Mixed","Property","SEO/HEO","45","40","36980","36500"
"In post","2021","Declared non-disabled","Mixed","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Mixed","Security","AA/AO","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Mixed","Security","EO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Mixed","Security","G6/G7","10","5","[c]","[c]"
"In post","2021","Declared non-disabled","Mixed","Security","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Mixed","Security","SEO/HEO","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Mixed","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Mixed","Unknown","AA/AO","545","495","22010","21010"
"In post","2021","Declared non-disabled","Mixed","Unknown","EO","965","910","28380","27570"
"In post","2021","Declared non-disabled","Mixed","Unknown","G6/G7","160","150","59620","57680"
"In post","2021","Declared non-disabled","Mixed","Unknown","SCS level","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Mixed","Unknown","SEO/HEO","385","375","37390","36650"
"In post","2021","Declared non-disabled","Mixed","Unknown","Unknown","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","Analysis","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","Analysis","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","Analysis","G6/G7","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","Analysis","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","Analysis","SEO/HEO","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","Commercial","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","Commercial","SEO/HEO","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","Communications","EO","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","Communications","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","Counter Fraud","EO","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","Counter Fraud","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","Debt","AA/AO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","Debt","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","Debt","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","Debt","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","Debt","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","Digital, Data & Technology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","Digital, Data & Technology","EO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","Digital, Data & Technology","G6/G7","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","Digital, Data & Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","Digital, Data & Technology","SEO/HEO","30","30","36930","36240"
"In post","2021","Declared non-disabled","Other ethnicity","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","Finance","AA/AO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","Finance","EO","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","Finance","G6/G7","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","Finance","SEO/HEO","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","Grants Management","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","Grants Management","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","Grants Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","Grants Management","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","Grants Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","Human Resources","AA/AO","10","5","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","Human Resources","EO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","Human Resources","SEO/HEO","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","Legal","AA/AO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","Legal","EO","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","Legal","G6/G7","55","50","61420","62900"
"In post","2021","Declared non-disabled","Other ethnicity","Legal","SCS level","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","Legal","SEO/HEO","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","No function","AA/AO","200","185","24300","22680"
"In post","2021","Declared non-disabled","Other ethnicity","No function","EO","95","90","27920","27150"
"In post","2021","Declared non-disabled","Other ethnicity","No function","G6/G7","115","110","58780","56250"
"In post","2021","Declared non-disabled","Other ethnicity","No function","SCS level","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","No function","SEO/HEO","190","185","38360","36160"
"In post","2021","Declared non-disabled","Other ethnicity","No function","Unknown","40","40","29350","27960"
"In post","2021","Declared non-disabled","Other ethnicity","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","Project Delivery","EO","15","15","[c]","[c]"
