"Status","Year","Age","Ethnicity","Function_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Mixed","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Unknown","Outside London","5","5","[c]","[c]"
"In post","2021","16-19","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Analysis","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Analysis","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Communications","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Debt","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Digital, Data & Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Grants Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Legal","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","No function","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","No function","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Property","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Security","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Unknown","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Digital, Data & Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","No function","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","No function","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Unknown","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Analysis","London","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Analysis","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Communications","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Communications","Outside London","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Debt","Outside London","35","35","20140","20140"
"In post","2021","16-19","Unknown","Digital, Data & Technology","Outside London","10","10","[c]","[c]"
"In post","2021","16-19","Unknown","Finance","Outside London","10","5","[c]","[c]"
"In post","2021","16-19","Unknown","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Legal","Outside London","10","10","[c]","[c]"
"In post","2021","16-19","Unknown","No function","London","20","20","[c]","[c]"
"In post","2021","16-19","Unknown","No function","Outside London","195","185","20460","20140"
"In post","2021","16-19","Unknown","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Project Delivery","Outside London","60","60","17340","16780"
"In post","2021","16-19","Unknown","Property","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Property","Outside London","10","10","[c]","[c]"
"In post","2021","16-19","Unknown","Security","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Security","Outside London","15","15","[c]","[c]"
"In post","2021","16-19","Unknown","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Unknown","Outside London","70","65","21420","21430"
"In post","2021","16-19","Unknown","Unknown","Unknown","35","35","18640","15940"
"In post","2021","16-19","White","Analysis","London","10","10","[c]","[c]"
"In post","2021","16-19","White","Analysis","Outside London","5","5","[c]","[c]"
"In post","2021","16-19","White","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Commercial","Outside London","5","5","[c]","[c]"
"In post","2021","16-19","White","Communications","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Debt","Outside London","15","15","[c]","[c]"
"In post","2021","16-19","White","Digital, Data & Technology","Outside London","15","15","[c]","[c]"
"In post","2021","16-19","White","Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Finance","Outside London","25","25","[c]","[c]"
"In post","2021","16-19","White","Grants Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Human Resources","London","10","10","[c]","[c]"
"In post","2021","16-19","White","Human Resources","Outside London","5","5","[c]","[c]"
"In post","2021","16-19","White","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Legal","London","5","5","[c]","[c]"
"In post","2021","16-19","White","Legal","Outside London","15","15","[c]","[c]"
"In post","2021","16-19","White","No function","London","35","30","24390","24300"
"In post","2021","16-19","White","No function","Outside London","195","190","20860","20600"
"In post","2021","16-19","White","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Project Delivery","Outside London","65","65","18200","17780"
"In post","2021","16-19","White","Property","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Property","Outside London","20","20","[c]","[c]"
"In post","2021","16-19","White","Security","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Security","Outside London","5","5","[c]","[c]"
"In post","2021","16-19","White","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Unknown","London","5","5","[c]","[c]"
"In post","2021","16-19","White","Unknown","Outside London","245","240","21890","21010"
"In post","2021","16-19","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Analysis","London","140","140","37510","35240"
"In post","2021","20-29","Asian","Analysis","Outside London","45","45","32140","31810"
"In post","2021","20-29","Asian","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Commercial","London","25","25","[c]","[c]"
"In post","2021","20-29","Asian","Commercial","Outside London","25","25","[c]","[c]"
"In post","2021","20-29","Asian","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Communications","London","45","45","32920","33130"
"In post","2021","20-29","Asian","Communications","Outside London","105","105","27470","25560"
"In post","2021","20-29","Asian","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Counter Fraud","London","30","30","[c]","[c]"
"In post","2021","20-29","Asian","Counter Fraud","Outside London","50","50","27840","25560"
"In post","2021","20-29","Asian","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Debt","London","5","5","[c]","[c]"
"In post","2021","20-29","Asian","Debt","Outside London","60","55","20970","20140"
"In post","2021","20-29","Asian","Digital, Data & Technology","London","90","85","35760","33340"
"In post","2021","20-29","Asian","Digital, Data & Technology","Outside London","80","80","30410","29360"
"In post","2021","20-29","Asian","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Finance","London","70","70","33890","32820"
"In post","2021","20-29","Asian","Finance","Outside London","75","75","27380","25560"
"In post","2021","20-29","Asian","Finance","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Grants Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Human Resources","London","65","65","32530","29520"
"In post","2021","20-29","Asian","Human Resources","Outside London","30","30","27720","27350"
"In post","2021","20-29","Asian","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Internal Audit","London","5","5","[c]","[c]"
"In post","2021","20-29","Asian","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Legal","London","105","105","32970","29280"
"In post","2021","20-29","Asian","Legal","Outside London","70","70","27790","25520"
"In post","2021","20-29","Asian","No function","London","1005","995","33950","32560"
"In post","2021","20-29","Asian","No function","Outside London","1125","1075","24420","21590"
"In post","2021","20-29","Asian","No function","Overseas","10","10","[c]","[c]"
"In post","2021","20-29","Asian","No function","Unknown","10","10","[c]","[c]"
"In post","2021","20-29","Asian","Project Delivery","London","90","90","35660","33570"
"In post","2021","20-29","Asian","Project Delivery","Outside London","110","110","28870","27540"
"In post","2021","20-29","Asian","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Property","London","20","20","[c]","[c]"
"In post","2021","20-29","Asian","Property","Outside London","20","20","[c]","[c]"
"In post","2021","20-29","Asian","Property","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Security","London","20","20","[c]","[c]"
"In post","2021","20-29","Asian","Security","Outside London","5","5","[c]","[c]"
"In post","2021","20-29","Asian","Security","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Unknown","London","930","920","31620","31060"
"In post","2021","20-29","Asian","Unknown","Outside London","1235","1200","25440","27570"
"In post","2021","20-29","Asian","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Unknown","Unknown","15","15","[c]","[c]"
"In post","2021","20-29","Black","Analysis","London","50","50","35630","34230"
"In post","2021","20-29","Black","Analysis","Outside London","10","10","[c]","[c]"
"In post","2021","20-29","Black","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Commercial","London","15","15","[c]","[c]"
"In post","2021","20-29","Black","Commercial","Outside London","5","5","[c]","[c]"
"In post","2021","20-29","Black","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Communications","London","25","25","[c]","[c]"
"In post","2021","20-29","Black","Communications","Outside London","15","15","[c]","[c]"
"In post","2021","20-29","Black","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Counter Fraud","London","20","20","[c]","[c]"
"In post","2021","20-29","Black","Counter Fraud","Outside London","5","5","[c]","[c]"
"In post","2021","20-29","Black","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Debt","London","5","5","[c]","[c]"
"In post","2021","20-29","Black","Debt","Outside London","10","10","[c]","[c]"
"In post","2021","20-29","Black","Digital, Data & Technology","London","35","35","37260","35070"
"In post","2021","20-29","Black","Digital, Data & Technology","Outside London","15","10","[c]","[c]"
"In post","2021","20-29","Black","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Finance","London","25","25","[c]","[c]"
"In post","2021","20-29","Black","Finance","Outside London","5","5","[c]","[c]"
"In post","2021","20-29","Black","Finance","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Grants Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Human Resources","London","35","35","32510","29970"
"In post","2021","20-29","Black","Human Resources","Outside London","10","10","[c]","[c]"
"In post","2021","20-29","Black","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Internal Audit","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Legal","London","45","45","29150","27350"
"In post","2021","20-29","Black","Legal","Outside London","20","20","[c]","[c]"
"In post","2021","20-29","Black","No function","London","635","630","30930","30110"
"In post","2021","20-29","Black","No function","Outside London","245","240","24790","22920"
"In post","2021","20-29","Black","No function","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Project Delivery","London","45","45","37210","33590"
"In post","2021","20-29","Black","Project Delivery","Outside London","35","35","27630","27540"
"In post","2021","20-29","Black","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Property","London","10","10","[c]","[c]"
"In post","2021","20-29","Black","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Property","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Security","London","10","10","[c]","[c]"
"In post","2021","20-29","Black","Security","Outside London","5","5","[c]","[c]"
"In post","2021","20-29","Black","Security","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Unknown","London","545","540","30960","31060"
"In post","2021","20-29","Black","Unknown","Outside London","265","265","26480","27570"
"In post","2021","20-29","Black","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","20-29","Chinese","Analysis","London","15","15","[c]","[c]"
"In post","2021","20-29","Chinese","Analysis","Outside London","5","5","[c]","[c]"
"In post","2021","20-29","Chinese","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","Communications","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","Counter Fraud","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","Debt","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","Debt","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","Digital, Data & Technology","London","5","5","[c]","[c]"
"In post","2021","20-29","Chinese","Digital, Data & Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","Finance","London","5","5","[c]","[c]"
"In post","2021","20-29","Chinese","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","Finance","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","Grants Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","Internal Audit","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","Legal","London","5","5","[c]","[c]"
"In post","2021","20-29","Chinese","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","No function","London","60","60","40570","36180"
"In post","2021","20-29","Chinese","No function","Outside London","40","40","26310","24910"
"In post","2021","20-29","Chinese","No function","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","Project Delivery","London","5","5","[c]","[c]"
"In post","2021","20-29","Chinese","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","Property","London","[c]","[c]","[c]","[c]"
