"Status","Year","Ethnicity","Organisation","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","White","Disclosure Scotland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Driver and Vehicle Licensing Agency","Outside London","Female","120","[c]","22310","21590"
"Leaver CS","2021","White","Driver and Vehicle Licensing Agency","Outside London","Male","90","[c]","24680","21590"
"Leaver CS","2021","White","Driver and Vehicle Licensing Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Driver and Vehicle Standards Agency","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Driver and Vehicle Standards Agency","London","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Driver and Vehicle Standards Agency","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Driver and Vehicle Standards Agency","Outside London","Female","40","[c]","26380","26380"
"Leaver CS","2021","White","Driver and Vehicle Standards Agency","Outside London","Male","95","[c]","30000","26780"
"Leaver CS","2021","White","Driver and Vehicle Standards Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Education and Skills Funding Agency","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Education and Skills Funding Agency","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Education and Skills Funding Agency","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Education and Skills Funding Agency","Outside London","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","White","Education and Skills Funding Agency","Outside London","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","White","Education and Skills Funding Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Education Scotland","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Education Scotland","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Education Scotland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","ESTYN","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","ESTYN","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","ESTYN","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","FCDO Services","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","FCDO Services","London","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","White","FCDO Services","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","FCDO Services","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","White","FCDO Services","Outside London","Male","35","[c]","40590","37000"
"Leaver CS","2021","White","FCDO Services","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Food Standards Agency","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Food Standards Agency","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Food Standards Agency","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Food Standards Agency","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Food Standards Agency","Outside London","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","White","Food Standards Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Food Standards Scotland","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Food Standards Scotland","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Food Standards Scotland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Foreign and Commonwealth Office (excl. agencies)","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Foreign and Commonwealth Office (excl. agencies)","London","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","White","Foreign and Commonwealth Office (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Foreign and Commonwealth Office (excl. agencies)","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Foreign and Commonwealth Office (excl. agencies)","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Foreign and Commonwealth Office (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Foreign and Commonwealth Office (excl. agencies)","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Foreign and Commonwealth Office (excl. agencies)","Overseas","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Foreign and Commonwealth Office (excl. agencies)","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Foreign, Commonwealth and Development Office (excl. agencies)","London","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","White","Foreign, Commonwealth and Development Office (excl. agencies)","London","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","White","Foreign, Commonwealth and Development Office (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Forestry and Land Scotland","Outside London","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","White","Forestry and Land Scotland","Outside London","Male","40","[c]","29030","27320"
"Leaver CS","2021","White","Forestry and Land Scotland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Government Actuary's Department","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Government Actuary's Department","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Government Actuary's Department","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Government Internal Audit Agency","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Government Internal Audit Agency","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Government Internal Audit Agency","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Government Internal Audit Agency","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Government Internal Audit Agency","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Government Internal Audit Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Government Legal Department","London","Female","40","[c]","54910","51250"
"Leaver CS","2021","White","Government Legal Department","London","Male","30","[c]","60810","55860"
"Leaver CS","2021","White","Government Legal Department","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Government Legal Department","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Government Legal Department","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Government Legal Department","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Government Property Agency","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Government Property Agency","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Government Property Agency","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Government Property Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Government Property Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Government Property Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Government Property Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Government Property Agency","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Government Property Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Health and Safety Executive","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Health and Safety Executive","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Health and Safety Executive","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Health and Safety Executive","Outside London","Female","45","[c]","35330","30820"
"Leaver CS","2021","White","Health and Safety Executive","Outside London","Male","35","[c]","48680","45240"
"Leaver CS","2021","White","Health and Safety Executive","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Courts and Tribunals Service","London","Female","70","[c]","30540","24520"
"Leaver CS","2021","White","HM Courts and Tribunals Service","London","Male","40","[c]","29290","23500"
"Leaver CS","2021","White","HM Courts and Tribunals Service","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Courts and Tribunals Service","Outside London","Female","475","[c]","22480","19930"
"Leaver CS","2021","White","HM Courts and Tribunals Service","Outside London","Male","255","[c]","22450","20100"
"Leaver CS","2021","White","HM Courts and Tribunals Service","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Courts and Tribunals Service","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Courts and Tribunals Service","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Courts and Tribunals Service","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Land Registry","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Land Registry","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Land Registry","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Land Registry","Outside London","Female","110","[c]","30200","27130"
"Leaver CS","2021","White","HM Land Registry","Outside London","Male","75","[c]","31500","27130"
"Leaver CS","2021","White","HM Land Registry","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Prison and Probation Service","London","Female","95","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Prison and Probation Service","London","Male","95","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Prison and Probation Service","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Prison and Probation Service","Outside London","Female","1155","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Prison and Probation Service","Outside London","Male","1405","[c]","35680","31650"
"Leaver CS","2021","White","HM Prison and Probation Service","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Revenue and Customs (excl. agencies)","London","Female","115","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Revenue and Customs (excl. agencies)","London","Male","150","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Revenue and Customs (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Revenue and Customs (excl. agencies)","Outside London","Female","2065","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Revenue and Customs (excl. agencies)","Outside London","Male","1075","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Revenue and Customs (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Revenue and Customs (excl. agencies)","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Revenue and Customs (excl. agencies)","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Revenue and Customs (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Treasury (excl. agencies)","London","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Treasury (excl. agencies)","London","Male","35","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Treasury (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Treasury (excl. agencies)","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Treasury (excl. agencies)","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","HM Treasury (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Home Office (incl. agencies)","London","Female","125","[c]","38870","33650"
"Leaver CS","2021","White","Home Office (incl. agencies)","London","Male","180","[c]","43150","36660"
"Leaver CS","2021","White","Home Office (incl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Home Office (incl. agencies)","Outside London","Female","315","[c]","24590","21430"
"Leaver CS","2021","White","Home Office (incl. agencies)","Outside London","Male","260","[c]","25840","24700"
"Leaver CS","2021","White","Home Office (incl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Home Office (incl. agencies)","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Home Office (incl. agencies)","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Home Office (incl. agencies)","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Home Office (incl. agencies)","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Home Office (incl. agencies)","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Home Office (incl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Insolvency Service","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Insolvency Service","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Insolvency Service","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Insolvency Service","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Insolvency Service","Outside London","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","White","Insolvency Service","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Institute for Apprenticeships and Technical Education","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Institute for Apprenticeships and Technical Education","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Institute for Apprenticeships and Technical Education","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Institute for Apprenticeships and Technical Education","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Institute for Apprenticeships and Technical Education","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Institute for Apprenticeships and Technical Education","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Legal Aid Agency","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Legal Aid Agency","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Legal Aid Agency","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Legal Aid Agency","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Legal Aid Agency","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Legal Aid Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Legal Aid Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Legal Aid Agency","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Legal Aid Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Maritime and Coastguard Agency","Outside London","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","White","Maritime and Coastguard Agency","Outside London","Male","45","[c]","41100","36680"
"Leaver CS","2021","White","Maritime and Coastguard Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Medicines and Healthcare Products Regulatory Agency","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Medicines and Healthcare Products Regulatory Agency","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Medicines and Healthcare Products Regulatory Agency","London","Unknown","40","[c]","52400","49030"
"Leaver CS","2021","White","Medicines and Healthcare Products Regulatory Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Medicines and Healthcare Products Regulatory Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Medicines and Healthcare Products Regulatory Agency","Outside London","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","White","Met Office","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Met Office","Outside London","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","White","Met Office","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Met Office","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Met Office","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Met Office","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Ministry of Defence (excl. agencies)","London","Female","30","[c]","42200","33730"
"Leaver CS","2021","White","Ministry of Defence (excl. agencies)","London","Male","55","[c]","48010","41090"
"Leaver CS","2021","White","Ministry of Defence (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Ministry of Defence (excl. agencies)","Outside London","Female","640","[c]","27840","22210"
"Leaver CS","2021","White","Ministry of Defence (excl. agencies)","Outside London","Male","1010","[c]","31310","29930"
"Leaver CS","2021","White","Ministry of Defence (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Ministry of Defence (excl. agencies)","Overseas","Female","35","[c]","37940","36960"
"Leaver CS","2021","White","Ministry of Defence (excl. agencies)","Overseas","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","White","Ministry of Defence (excl. agencies)","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Ministry of Defence (excl. agencies)","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Ministry of Defence (excl. agencies)","Unknown","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Ministry of Defence (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Ministry of Housing, Communities and Local Government (excl. agencies)","London","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","White","Ministry of Housing, Communities and Local Government (excl. agencies)","London","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","White","Ministry of Housing, Communities and Local Government (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Ministry of Housing, Communities and Local Government (excl. agencies)","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Ministry of Housing, Communities and Local Government (excl. agencies)","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Ministry of Housing, Communities and Local Government (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Ministry of Justice (excl. agencies)","London","Female","30","[c]","[c]","[c]"
"Leaver CS","2021","White","Ministry of Justice (excl. agencies)","London","Male","45","[c]","47360","41160"
"Leaver CS","2021","White","Ministry of Justice (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Ministry of Justice (excl. agencies)","Outside London","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","White","Ministry of Justice (excl. agencies)","Outside London","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","White","Ministry of Justice (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Ministry of Justice (excl. agencies)","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Ministry of Justice (excl. agencies)","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Ministry of Justice (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","National Crime Agency","London","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","White","National Crime Agency","London","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","White","National Crime Agency","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","National Crime Agency","Outside London","Female","30","[c]","38440","34590"
"Leaver CS","2021","White","National Crime Agency","Outside London","Male","50","[c]","42650","41290"
"Leaver CS","2021","White","National Crime Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","National Crime Agency","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","National Crime Agency","Overseas","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","White","National Crime Agency","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","National Crime Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","National Crime Agency","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","National Crime Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","National Infrastructure Commission","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","National Infrastructure Commission","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","National Infrastructure Commission","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","National Records of Scotland","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","White","National Records of Scotland","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","National Records of Scotland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","National Savings and Investments","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","National Savings and Investments","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","White","National Savings and Investments","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","National Savings and Investments","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","National Savings and Investments","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","National Savings and Investments","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Northern Ireland Office","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Northern Ireland Office","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Northern Ireland Office","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Northern Ireland Office","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Northern Ireland Office","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Northern Ireland Office","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Office for Budget Responsibility","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Office for Budget Responsibility","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Office for Budget Responsibility","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Office for Standards in Education, Children's Services and Skills","London","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","White","Office for Standards in Education, Children's Services and Skills","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Office for Standards in Education, Children's Services and Skills","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Office for Standards in Education, Children's Services and Skills","Outside London","Female","50","[c]","46710","50910"
"Leaver CS","2021","White","Office for Standards in Education, Children's Services and Skills","Outside London","Male","30","[c]","[c]","[c]"
"Leaver CS","2021","White","Office for Standards in Education, Children's Services and Skills","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Office of Gas and Electricity Markets","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Office of Gas and Electricity Markets","London","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","White","Office of Gas and Electricity Markets","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Office of Gas and Electricity Markets","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Office of Gas and Electricity Markets","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Office of Gas and Electricity Markets","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Office of Qualifications and Examinations Regulation","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Office of Qualifications and Examinations Regulation","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Office of Qualifications and Examinations Regulation","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Office of Rail and Road","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Office of Rail and Road","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Office of Rail and Road","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Office of Rail and Road","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Office of Rail and Road","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Office of Rail and Road","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Office of the Public Guardian","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Office of the Public Guardian","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Office of the Public Guardian","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Office of the Public Guardian","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Office of the Public Guardian","Outside London","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","White","Office of the Public Guardian","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Office of the Scottish Charity Regulator","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Office of the Scottish Charity Regulator","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Office of the Scottish Charity Regulator","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Planning Inspectorate","Outside London","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","White","Planning Inspectorate","Outside London","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","White","Planning Inspectorate","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Public Health England","London","Female","135","[c]","43660","38070"
"Leaver CS","2021","White","Public Health England","London","Male","60","[c]","51950","40560"
"Leaver CS","2021","White","Public Health England","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Public Health England","Outside London","Female","215","[c]","36860","30460"
"Leaver CS","2021","White","Public Health England","Outside London","Male","85","[c]","48820","36330"
"Leaver CS","2021","White","Public Health England","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Queen Elizabeth II Centre","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Queen Elizabeth II Centre","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Queen Elizabeth II Centre","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Registers of Scotland","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Registers of Scotland","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Registers of Scotland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Revenue Scotland","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Revenue Scotland","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Revenue Scotland","Outside London","Unknown","[c]","[c]","[c]","[c]"
