"Status","Year","Disability","Region_ITL3","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Central Bedfordshire","HEO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Central Bedfordshire","SEO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Central Bedfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Central Hampshire","AA","20","20","[c]","[c]"
"In post","2021","Declared disabled","Central Hampshire","AO","65","60","23500","21130"
"In post","2021","Declared disabled","Central Hampshire","EO","75","70","26950","26670"
"In post","2021","Declared disabled","Central Hampshire","G6","5","5","[c]","[c]"
"In post","2021","Declared disabled","Central Hampshire","G7","70","65","50590","47610"
"In post","2021","Declared disabled","Central Hampshire","HEO","115","110","32240","33300"
"In post","2021","Declared disabled","Central Hampshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Central Hampshire","SEO","80","80","40020","40580"
"In post","2021","Declared disabled","Central Hampshire","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","Central Valleys","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Central Valleys","AO","50","45","21310","21010"
"In post","2021","Declared disabled","Central Valleys","EO","80","70","27420","27570"
"In post","2021","Declared disabled","Central Valleys","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Central Valleys","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Central Valleys","HEO","20","20","[c]","[c]"
"In post","2021","Declared disabled","Central Valleys","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Central Valleys","SEO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Central Valleys","Unknown","15","15","[c]","[c]"
"In post","2021","Declared disabled","Cheshire East","AA","5","5","[c]","[c]"
"In post","2021","Declared disabled","Cheshire East","AO","15","10","[c]","[c]"
"In post","2021","Declared disabled","Cheshire East","EO","45","40","27560","27570"
"In post","2021","Declared disabled","Cheshire East","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cheshire East","G7","5","5","[c]","[c]"
"In post","2021","Declared disabled","Cheshire East","HEO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Cheshire East","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cheshire East","SEO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Cheshire East","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","Cheshire West and Chester","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cheshire West and Chester","AO","20","20","[c]","[c]"
"In post","2021","Declared disabled","Cheshire West and Chester","EO","45","40","27220","27570"
"In post","2021","Declared disabled","Cheshire West and Chester","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cheshire West and Chester","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cheshire West and Chester","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cheshire West and Chester","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cheshire West and Chester","Unknown","15","10","[c]","[c]"
"In post","2021","Declared disabled","Chorley and West Lancashire","AA","15","15","[c]","[c]"
"In post","2021","Declared disabled","Chorley and West Lancashire","AO","50","45","27070","26630"
"In post","2021","Declared disabled","Chorley and West Lancashire","EO","30","30","28180","27570"
"In post","2021","Declared disabled","Chorley and West Lancashire","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chorley and West Lancashire","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chorley and West Lancashire","HEO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Chorley and West Lancashire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chorley and West Lancashire","SEO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Chorley and West Lancashire","Unknown","10","10","[c]","[c]"
"In post","2021","Declared disabled","City of Edinburgh","AA","55","55","21540","22230"
"In post","2021","Declared disabled","City of Edinburgh","AO","185","175","22670","22220"
"In post","2021","Declared disabled","City of Edinburgh","EO","280","260","28510","28130"
"In post","2021","Declared disabled","City of Edinburgh","G6","55","50","71090","71490"
"In post","2021","Declared disabled","City of Edinburgh","G7","125","120","56100","56120"
"In post","2021","Declared disabled","City of Edinburgh","HEO","220","210","33990","33620"
"In post","2021","Declared disabled","City of Edinburgh","SCS level","10","10","[c]","[c]"
"In post","2021","Declared disabled","City of Edinburgh","SEO","170","160","43860","44490"
"In post","2021","Declared disabled","City of Edinburgh","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Clackmannanshire and Fife","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Clackmannanshire and Fife","AO","30","30","22900","21130"
"In post","2021","Declared disabled","Clackmannanshire and Fife","EO","100","90","29290","27570"
"In post","2021","Declared disabled","Clackmannanshire and Fife","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Clackmannanshire and Fife","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Clackmannanshire and Fife","HEO","20","20","[c]","[c]"
"In post","2021","Declared disabled","Clackmannanshire and Fife","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Clackmannanshire and Fife","SEO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Clackmannanshire and Fife","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Conwy and Denbighshire","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Conwy and Denbighshire","AO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Conwy and Denbighshire","EO","30","30","27730","27570"
"In post","2021","Declared disabled","Conwy and Denbighshire","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Conwy and Denbighshire","G7","5","5","[c]","[c]"
"In post","2021","Declared disabled","Conwy and Denbighshire","HEO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Conwy and Denbighshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Conwy and Denbighshire","SEO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Conwy and Denbighshire","Unknown","10","10","[c]","[c]"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","AA","5","5","[c]","[c]"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","AO","85","70","20940","21010"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","EO","75","65","27480","27570"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","G6","[c]","[c]","[c]","[c]"
