"Status","Year","Age","Function_of_post","Parent_department","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Analysis","Department for Business, Energy and Industrial Strategy","Westminster","10","10","[c]","[c]"
"In post","2021","16-19","Analysis","Department for Education","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Analysis","Department for Education","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Analysis","Department for International Trade","Westminster","5","5","[c]","[c]"
"In post","2021","16-19","Analysis","Department for Transport","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Analysis","HM Revenue and Customs","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Analysis","Ministry of Defence","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Analysis","Ministry of Defence","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Analysis","Ministry of Justice","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Analysis","United Kingdom Statistics Authority","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Analysis","United Kingdom Statistics Authority","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Commercial","Department for Education","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Commercial","Department for Environment, Food and Rural Affairs","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Commercial","Department for Environment, Food and Rural Affairs","West Surrey","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Commercial","Department for Transport","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Commercial","Department of Health and Social Care","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Commercial","Foreign, Commonwealth and Development Office","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Commercial","Ministry of Defence","Wiltshire","5","5","[c]","[c]"
"In post","2021","16-19","Commercial","Other Cabinet Office Agencies","Liverpool","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Communications","Cabinet Office","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Communications","Department for Education","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Communications","Department for Environment, Food and Rural Affairs","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Communications","HM Revenue and Customs","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Communications","HM Revenue and Customs","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Communications","HM Revenue and Customs","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Communications","HM Revenue and Customs","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Communications","Ministry of Justice","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Communications","Office of Rail and Road","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Counter Fraud","HM Revenue and Customs","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Counter Fraud","HM Revenue and Customs","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Counter Fraud","HM Revenue and Customs","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Counter Fraud","HM Revenue and Customs","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Debt","HM Revenue and Customs","Birmingham","5","5","[c]","[c]"
"In post","2021","16-19","Debt","HM Revenue and Customs","Bradford","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Debt","HM Revenue and Customs","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Debt","HM Revenue and Customs","City of Edinburgh","15","15","20480","20140"
"In post","2021","16-19","Debt","HM Revenue and Customs","Liverpool","5","5","[c]","[c]"
"In post","2021","16-19","Debt","HM Revenue and Customs","North Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Debt","HM Revenue and Customs","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Debt","HM Revenue and Customs","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Debt","HM Revenue and Customs","Tyneside","15","15","20140","20140"
"In post","2021","16-19","Debt","HM Revenue and Customs","West Lothian","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Digital, Data & Technology","Department for Education","Coventry","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Digital, Data & Technology","Department for Transport","Swansea","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Digital, Data & Technology","Foreign, Commonwealth and Development Office","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Digital, Data & Technology","HM Land Registry","Plymouth","5","5","[c]","[c]"
"In post","2021","16-19","Digital, Data & Technology","Ministry of Defence","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Digital, Data & Technology","Ministry of Defence","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Digital, Data & Technology","Scottish Government","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Digital, Data & Technology","United Kingdom Statistics Authority","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Finance","Attorney General's Departments","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Finance","Department for Education","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Finance","Department for Transport","Swansea","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Finance","Department for Transport","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Finance","HM Revenue and Customs","North Lanarkshire","10","5","20140","20140"
"In post","2021","16-19","Finance","HM Revenue and Customs","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Finance","HM Treasury","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Finance","Ministry of Defence","Bath and North East Somerset, North Somerset and South Gloucestershire","20","20","19160","19040"
"In post","2021","16-19","Finance","Ministry of Defence","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Finance","Ministry of Defence","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Finance","Ministry of Justice","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Grants Management","Department for Environment, Food and Rural Affairs","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Chancellor's other departments","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Department for Business, Energy and Industrial Strategy","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Department of Health and Social Care","Lambeth","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Foreign, Commonwealth and Development Office","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","HM Revenue and Customs","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","HM Treasury","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Ministry of Defence","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Ministry of Defence","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Ministry of Defence","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Ministry of Justice","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Scottish Government","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Scottish Government","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","United Kingdom Statistics Authority","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Attorney General's Departments","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Attorney General's Departments","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Attorney General's Departments","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Attorney General's Departments","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Attorney General's Departments","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Attorney General's Departments","Leicester","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Attorney General's Departments","Liverpool","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Attorney General's Departments","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Attorney General's Departments","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Attorney General's Departments","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Attorney General's Departments","Swansea","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Attorney General's Departments","Westminster","5","5","[c]","[c]"
"In post","2021","16-19","Legal","Attorney General's Departments","York","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","HM Revenue and Customs","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Scottish Government","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Scottish Government","Falkirk","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Cabinet Office","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Department for Business, Energy and Industrial Strategy","Cardiff and Vale of Glamorgan","5","5","[c]","[c]"
"In post","2021","16-19","No function","Department for Business, Energy and Industrial Strategy","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Department for Business, Energy and Industrial Strategy","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Department for Business, Energy and Industrial Strategy","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Department for Business, Energy and Industrial Strategy","Medway","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Department for Business, Energy and Industrial Strategy","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Department for Business, Energy and Industrial Strategy","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Department for Business, Energy and Industrial Strategy","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Department for Education","Coventry","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Department for Education","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Department for Education","Sheffield","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Department for Education","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Department for Environment, Food and Rural Affairs","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Department for Environment, Food and Rural Affairs","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Department for Environment, Food and Rural Affairs","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Department for Environment, Food and Rural Affairs","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Department for Environment, Food and Rural Affairs","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Department for Environment, Food and Rural Affairs","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Department for Environment, Food and Rural Affairs","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Department for Environment, Food and Rural Affairs","West Surrey","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Department for Environment, Food and Rural Affairs","Westminster","10","10","[c]","[c]"
"In post","2021","16-19","No function","Department for International Trade","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Department for Transport","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Department for Transport","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Department for Transport","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Department for Transport","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Department for Transport","Southampton","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Department for Transport","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Department for Transport","Swansea","35","25","19100","18060"
"In post","2021","16-19","No function","Department for Transport","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Department for Work and Pensions","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Department of Health and Social Care","Barnet","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Department of Health and Social Care","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Department of Health and Social Care","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Department of Health and Social Care","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Department of Health and Social Care","Lambeth","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Department of Health and Social Care","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Department of Health and Social Care","Liverpool","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Department of Health and Social Care","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Department of Health and Social Care","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Department of Health and Social Care","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Department of Health and Social Care","Wiltshire","5","5","[c]","[c]"
"In post","2021","16-19","No function","Foreign, Commonwealth and Development Office","Milton Keynes","[c]","[c]","[c]","[c]"
