"Status","Year","Region_ITL2","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Herefordshire, Worcestershire and Warwickshire","AO","15","[c]","20600","21010"
"Leaver Dept.","2021","Herefordshire, Worcestershire and Warwickshire","EO","20","[c]","25070","26240"
"Leaver Dept.","2021","Herefordshire, Worcestershire and Warwickshire","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Herefordshire, Worcestershire and Warwickshire","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Herefordshire, Worcestershire and Warwickshire","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Herefordshire, Worcestershire and Warwickshire","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Herefordshire, Worcestershire and Warwickshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Highlands and Islands","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Highlands and Islands","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Highlands and Islands","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Highlands and Islands","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - East","AO","30","[c]","23770","22920"
"Leaver Dept.","2021","Inner London - East","EO","85","[c]","29320","29540"
"Leaver Dept.","2021","Inner London - East","G6","25","[c]","71930","70880"
"Leaver Dept.","2021","Inner London - East","G7","115","[c]","57680","57800"
"Leaver Dept.","2021","Inner London - East","HEO","95","[c]","35110","34640"
"Leaver Dept.","2021","Inner London - East","SCS level","20","[c]","90100","89300"
"Leaver Dept.","2021","Inner London - East","SEO","80","[c]","43090","41820"
"Leaver Dept.","2021","Inner London - East","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","AA","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","AO","110","[c]","23670","23520"
"Leaver Dept.","2021","Inner London - West","EO","575","[c]","28140","27690"
"Leaver Dept.","2021","Inner London - West","G6","350","[c]","66040","65360"
"Leaver Dept.","2021","Inner London - West","G7","1095","[c]","54720","54050"
"Leaver Dept.","2021","Inner London - West","HEO","1355","[c]","33810","33570"
"Leaver Dept.","2021","Inner London - West","SCS level","250","[c]","88280","78550"
"Leaver Dept.","2021","Inner London - West","SEO","675","[c]","41200","40640"
"Leaver Dept.","2021","Inner London - West","Unknown","60","[c]","[c]","[c]"
"Leaver Dept.","2021","Kent","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Kent","AO","30","[c]","22890","23590"
"Leaver Dept.","2021","Kent","EO","25","[c]","29460","29290"
"Leaver Dept.","2021","Kent","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Kent","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Kent","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Kent","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Lancashire","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Lancashire","AO","85","[c]","20810","21010"
"Leaver Dept.","2021","Lancashire","EO","55","[c]","27100","27570"
"Leaver Dept.","2021","Lancashire","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Lancashire","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Lancashire","HEO","20","[c]","32310","31990"
"Leaver Dept.","2021","Lancashire","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Lancashire","SEO","15","[c]","40910","37710"
"Leaver Dept.","2021","Lancashire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Leicestershire, Rutland and Northamptonshire","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Leicestershire, Rutland and Northamptonshire","AO","30","[c]","19950","19930"
"Leaver Dept.","2021","Leicestershire, Rutland and Northamptonshire","EO","15","[c]","24930","26890"
"Leaver Dept.","2021","Leicestershire, Rutland and Northamptonshire","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Leicestershire, Rutland and Northamptonshire","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Leicestershire, Rutland and Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Lincolnshire","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Lincolnshire","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Lincolnshire","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Lincolnshire","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Lincolnshire","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Merseyside","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Merseyside","AO","125","[c]","21110","21010"
"Leaver Dept.","2021","Merseyside","EO","125","[c]","25590","25040"
"Leaver Dept.","2021","Merseyside","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Merseyside","G7","20","[c]","54390","52290"
"Leaver Dept.","2021","Merseyside","HEO","45","[c]","30750","30830"
"Leaver Dept.","2021","Merseyside","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Merseyside","SEO","30","[c]","38320","37910"
"Leaver Dept.","2021","Merseyside","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","North Eastern Scotland","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North Eastern Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North Eastern Scotland","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North Yorkshire","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North Yorkshire","AO","15","[c]","20520","20400"
"Leaver Dept.","2021","North Yorkshire","EO","20","[c]","26470","26670"
"Leaver Dept.","2021","North Yorkshire","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North Yorkshire","G7","15","[c]","52390","52390"
"Leaver Dept.","2021","North Yorkshire","HEO","30","[c]","31850","31110"
"Leaver Dept.","2021","North Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North Yorkshire","SEO","20","[c]","39800","37590"
"Leaver Dept.","2021","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","AO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","AO","195","[c]","20810","21010"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","EO","125","[c]","26410","27570"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","G7","15","[c]","52380","51050"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","HEO","70","[c]","31040","31990"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","SEO","35","[c]","37390","37240"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - East and North East","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - East and North East","AO","15","[c]","24030","24500"
"Leaver Dept.","2021","Outer London - East and North East","EO","20","[c]","30850","31060"
"Leaver Dept.","2021","Outer London - East and North East","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - East and North East","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - South","AO","45","[c]","24180","25120"
"Leaver Dept.","2021","Outer London - South","EO","80","[c]","29290","28670"
"Leaver Dept.","2021","Outer London - South","G6","15","[c]","69580","68720"
"Leaver Dept.","2021","Outer London - South","G7","25","[c]","57680","56880"
"Leaver Dept.","2021","Outer London - South","HEO","45","[c]","35090","34730"
"Leaver Dept.","2021","Outer London - South","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - South","SEO","25","[c]","43840","42170"
"Leaver Dept.","2021","Outer London - South","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - West and North West","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - West and North West","AO","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - West and North West","EO","50","[c]","29030","28990"
"Leaver Dept.","2021","Outer London - West and North West","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - West and North West","HEO","20","[c]","33640","34310"
"Leaver Dept.","2021","Outer London - West and North West","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - West and North West","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","G6","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","G7","40","[c]","54610","54420"
"Leaver Dept.","2021","Overseas","HEO","35","[c]","33760","33500"
"Leaver Dept.","2021","Overseas","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","SEO","15","[c]","39750","39670"
"Leaver Dept.","2021","Shropshire and Staffordshire","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Shropshire and Staffordshire","AO","45","[c]","20180","20370"
"Leaver Dept.","2021","Shropshire and Staffordshire","EO","20","[c]","24470","26220"
"Leaver Dept.","2021","Shropshire and Staffordshire","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Shropshire and Staffordshire","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Shropshire and Staffordshire","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Shropshire and Staffordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Yorkshire","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Yorkshire","AO","20","[c]","21030","21010"
"Leaver Dept.","2021","South Yorkshire","EO","40","[c]","26110","25730"
"Leaver Dept.","2021","South Yorkshire","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2021","South Yorkshire","G7","15","[c]","50510","50530"
"Leaver Dept.","2021","South Yorkshire","HEO","35","[c]","31800","31990"
"Leaver Dept.","2021","South Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Yorkshire","SEO","30","[c]","37400","36870"
"Leaver Dept.","2021","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southern Scotland","AO","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Southern Scotland","EO","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Southern Scotland","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southern Scotland","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Southern Scotland","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Southern Scotland","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southern Scotland","SEO","10","[c]","40660","40100"
"Leaver Dept.","2021","Southern Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","AO","35","[c]","21620","21010"
"Leaver Dept.","2021","Surrey, East and West Sussex","EO","25","[c]","26550","25990"
"Leaver Dept.","2021","Surrey, East and West Sussex","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Tees Valley and Durham","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tees Valley and Durham","AO","90","[c]","21050","21010"
"Leaver Dept.","2021","Tees Valley and Durham","EO","35","[c]","26220","27570"
"Leaver Dept.","2021","Tees Valley and Durham","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tees Valley and Durham","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Tees Valley and Durham","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","AO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","EO","25","[c]","27610","27570"
"Leaver Dept.","2021","Unknown","G6","25","[c]","64270","64220"
"Leaver Dept.","2021","Unknown","G7","55","[c]","54620","54440"
"Leaver Dept.","2021","Unknown","HEO","550","[c]","31550","32000"
"Leaver Dept.","2021","Unknown","SCS level","15","[c]","81430","74420"
"Leaver Dept.","2021","Unknown","SEO","20","[c]","39950","40220"
"Leaver Dept.","2021","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","West Central Scotland","AA","5","[c]","[c]","[c]"
"Leaver Dept.","2021","West Central Scotland","AO","115","[c]","20670","20760"
"Leaver Dept.","2021","West Central Scotland","EO","105","[c]","26100","27120"
"Leaver Dept.","2021","West Central Scotland","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Central Scotland","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2021","West Central Scotland","HEO","45","[c]","31380","31210"
"Leaver Dept.","2021","West Central Scotland","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Central Scotland","SEO","20","[c]","38480","36990"
"Leaver Dept.","2021","West Midlands","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","AO","160","[c]","20380","19930"
"Leaver Dept.","2021","West Midlands","EO","115","[c]","25110","24770"
"Leaver Dept.","2021","West Midlands","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","G7","25","[c]","53070","51910"
"Leaver Dept.","2021","West Midlands","HEO","55","[c]","30240","30200"
"Leaver Dept.","2021","West Midlands","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","SEO","25","[c]","38680","36960"
"Leaver Dept.","2021","West Midlands","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","AA","10","[c]","17800","17800"
"Leaver Dept.","2021","West Wales and The Valleys","AO","65","[c]","21160","21170"
"Leaver Dept.","2021","West Wales and The Valleys","EO","45","[c]","26350","26780"
"Leaver Dept.","2021","West Wales and The Valleys","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","HEO","25","[c]","31990","31860"
"Leaver Dept.","2021","West Wales and The Valleys","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","SEO","20","[c]","41780","41540"
"Leaver Dept.","2021","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","AO","90","[c]","20470","20880"
"Leaver Dept.","2021","West Yorkshire","EO","100","[c]","26390","27570"
"Leaver Dept.","2021","West Yorkshire","G6","15","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","G7","20","[c]","52180","50820"
"Leaver Dept.","2021","West Yorkshire","HEO","65","[c]","32020","31990"
"Leaver Dept.","2021","West Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","SEO","40","[c]","37760","35900"
"Leaver Dept.","2021","West Yorkshire","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Bedfordshire and Hertfordshire","AA","65","[c]","19960","20600"
"New entrant CS","2021","Bedfordshire and Hertfordshire","AO","235","[c]","24050","24180"
"New entrant CS","2021","Bedfordshire and Hertfordshire","EO","375","[c]","28470","29290"
"New entrant CS","2021","Bedfordshire and Hertfordshire","G7","10","[c]","[c]","[c]"
"New entrant CS","2021","Bedfordshire and Hertfordshire","HEO","50","[c]","33670","33000"
"New entrant CS","2021","Bedfordshire and Hertfordshire","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Bedfordshire and Hertfordshire","SEO","15","[c]","40230","40450"
"New entrant CS","2021","Bedfordshire and Hertfordshire","Unknown","70","[c]","21430","22920"
"New entrant CS","2021","Berkshire, Buckinghamshire and Oxfordshire","AA","95","[c]","20120","21050"
"New entrant CS","2021","Berkshire, Buckinghamshire and Oxfordshire","AO","400","[c]","24490","24180"
"New entrant CS","2021","Berkshire, Buckinghamshire and Oxfordshire","EO","455","[c]","27780","27570"
"New entrant CS","2021","Berkshire, Buckinghamshire and Oxfordshire","G6","5","[c]","[c]","[c]"
"New entrant CS","2021","Berkshire, Buckinghamshire and Oxfordshire","G7","45","[c]","57930","53500"
"New entrant CS","2021","Berkshire, Buckinghamshire and Oxfordshire","HEO","95","[c]","32540","31800"
"New entrant CS","2021","Berkshire, Buckinghamshire and Oxfordshire","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2021","Berkshire, Buckinghamshire and Oxfordshire","SEO","55","[c]","39440","38890"
"New entrant CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Unknown","95","[c]","25240","24020"
"New entrant CS","2021","Cheshire","AA","35","[c]","20340","20600"
"New entrant CS","2021","Cheshire","AO","205","[c]","21540","21010"
"New entrant CS","2021","Cheshire","EO","330","[c]","28520","27570"
"New entrant CS","2021","Cheshire","G7","25","[c]","52020","48370"
"New entrant CS","2021","Cheshire","HEO","45","[c]","34640","36740"
"New entrant CS","2021","Cheshire","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cheshire","SEO","20","[c]","40520","37000"
"New entrant CS","2021","Cheshire","Unknown","15","[c]","22290","18460"
"New entrant CS","2021","Cornwall and Isles of Scilly","AA","15","[c]","19330","19560"
"New entrant CS","2021","Cornwall and Isles of Scilly","AO","55","[c]","21040","21010"
"New entrant CS","2021","Cornwall and Isles of Scilly","EO","95","[c]","27330","27570"
"New entrant CS","2021","Cornwall and Isles of Scilly","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cornwall and Isles of Scilly","G7","10","[c]","[c]","[c]"
"New entrant CS","2021","Cornwall and Isles of Scilly","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Cornwall and Isles of Scilly","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cumbria","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cumbria","AO","75","[c]","22930","21050"
"New entrant CS","2021","Cumbria","EO","20","[c]","26670","25010"
"New entrant CS","2021","Cumbria","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cumbria","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cumbria","HEO","10","[c]","31330","29560"
"New entrant CS","2021","Cumbria","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Cumbria","Unknown","30","[c]","38140","33000"
"New entrant CS","2021","Derbyshire and Nottinghamshire","AA","75","[c]","19860","20600"
"New entrant CS","2021","Derbyshire and Nottinghamshire","AO","400","[c]","21300","21010"
"New entrant CS","2021","Derbyshire and Nottinghamshire","EO","520","[c]","26570","27570"
"New entrant CS","2021","Derbyshire and Nottinghamshire","G6","10","[c]","67350","64670"
"New entrant CS","2021","Derbyshire and Nottinghamshire","G7","45","[c]","53190","50000"
"New entrant CS","2021","Derbyshire and Nottinghamshire","HEO","145","[c]","31150","31780"
"New entrant CS","2021","Derbyshire and Nottinghamshire","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","SEO","60","[c]","40420","39450"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Unknown","55","[c]","23800","22920"
"New entrant CS","2021","Devon","AA","85","[c]","19460","19560"
"New entrant CS","2021","Devon","AO","470","[c]","21650","21010"
"New entrant CS","2021","Devon","EO","290","[c]","26770","27570"
"New entrant CS","2021","Devon","G6","5","[c]","[c]","[c]"
"New entrant CS","2021","Devon","G7","30","[c]","51090","49650"
"New entrant CS","2021","Devon","HEO","75","[c]","32860","32060"
"New entrant CS","2021","Devon","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","SEO","55","[c]","39490","39010"
"New entrant CS","2021","Devon","Unknown","40","[c]","25870","22920"
"New entrant CS","2021","Dorset and Somerset","AA","30","[c]","19010","18760"
"New entrant CS","2021","Dorset and Somerset","AO","220","[c]","21670","21010"
"New entrant CS","2021","Dorset and Somerset","EO","175","[c]","27060","27570"
"New entrant CS","2021","Dorset and Somerset","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","G7","10","[c]","57330","57600"
"New entrant CS","2021","Dorset and Somerset","HEO","40","[c]","31420","33000"
"New entrant CS","2021","Dorset and Somerset","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","SEO","15","[c]","42060","42250"
"New entrant CS","2021","Dorset and Somerset","Unknown","30","[c]","21690","22920"
"New entrant CS","2021","East Anglia","AA","135","[c]","19800","20600"
"New entrant CS","2021","East Anglia","AO","505","[c]","22530","21430"
"New entrant CS","2021","East Anglia","EO","505","[c]","26940","27570"
"New entrant CS","2021","East Anglia","G6","10","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","G7","30","[c]","58050","53260"
"New entrant CS","2021","East Anglia","HEO","105","[c]","31040","30970"
"New entrant CS","2021","East Anglia","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","SEO","45","[c]","39590","40000"
"New entrant CS","2021","East Anglia","Unknown","65","[c]","22520","22920"
"New entrant CS","2021","East Wales","AA","85","[c]","19310","20600"
"New entrant CS","2021","East Wales","AO","815","[c]","20610","20140"
"New entrant CS","2021","East Wales","EO","470","[c]","25620","25560"
"New entrant CS","2021","East Wales","G6","15","[c]","64810","63190"
"New entrant CS","2021","East Wales","G7","90","[c]","52670","50870"
"New entrant CS","2021","East Wales","HEO","265","[c]","30170","29540"
"New entrant CS","2021","East Wales","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","SEO","170","[c]","38910","38040"
"New entrant CS","2021","East Wales","Unknown","25","[c]","22300","22920"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","AA","50","[c]","20090","20600"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","AO","190","[c]","22150","22030"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","EO","155","[c]","26910","27570"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","HEO","15","[c]","31660","31920"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Unknown","20","[c]","22700","22920"
"New entrant CS","2021","Eastern Scotland","AA","140","[c]","20260","20060"
"New entrant CS","2021","Eastern Scotland","AO","870","[c]","20900","20810"
"New entrant CS","2021","Eastern Scotland","EO","410","[c]","26880","27570"
"New entrant CS","2021","Eastern Scotland","G6","40","[c]","69380","66290"
"New entrant CS","2021","Eastern Scotland","G7","150","[c]","52030","48930"
"New entrant CS","2021","Eastern Scotland","HEO","275","[c]","31710","30650"
"New entrant CS","2021","Eastern Scotland","SCS level","10","[c]","102700","95930"
"New entrant CS","2021","Eastern Scotland","SEO","190","[c]","40170","38540"
"New entrant CS","2021","Eastern Scotland","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Essex","AA","30","[c]","19270","20600"
"New entrant CS","2021","Essex","AO","225","[c]","23470","24180"
"New entrant CS","2021","Essex","EO","390","[c]","28600","29290"
"New entrant CS","2021","Essex","G6","5","[c]","[c]","[c]"
"New entrant CS","2021","Essex","G7","10","[c]","[c]","[c]"
"New entrant CS","2021","Essex","HEO","60","[c]","32140","31810"
"New entrant CS","2021","Essex","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","SEO","20","[c]","38330","38630"
"New entrant CS","2021","Essex","Unknown","55","[c]","21430","22920"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","AA","160","[c]","18910","19300"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","AO","595","[c]","21230","20920"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","EO","1025","[c]","25640","27540"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","G6","40","[c]","72630","68580"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","G7","190","[c]","53590","53500"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","HEO","565","[c]","30640","30000"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","25","[c]","91880","88750"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","SEO","415","[c]","39970","40000"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","195","[c]","31430","27270"
"New entrant CS","2021","Greater Manchester","AA","55","[c]","18000","16840"
"New entrant CS","2021","Greater Manchester","AO","915","[c]","20660","20500"
"New entrant CS","2021","Greater Manchester","EO","985","[c]","26590","27570"
"New entrant CS","2021","Greater Manchester","G6","35","[c]","67260","65500"
"New entrant CS","2021","Greater Manchester","G7","140","[c]","53640","52580"
"New entrant CS","2021","Greater Manchester","HEO","320","[c]","31290","31810"
"New entrant CS","2021","Greater Manchester","SCS level","15","[c]","92720","91000"
"New entrant CS","2021","Greater Manchester","SEO","150","[c]","38220","37300"
"New entrant CS","2021","Greater Manchester","Unknown","55","[c]","23480","22920"
"New entrant CS","2021","Hampshire and Isle of Wight","AA","125","[c]","19200","19560"
"New entrant CS","2021","Hampshire and Isle of Wight","AO","505","[c]","22110","20920"
"New entrant CS","2021","Hampshire and Isle of Wight","EO","615","[c]","26760","27570"
"New entrant CS","2021","Hampshire and Isle of Wight","G6","15","[c]","72780","68000"
"New entrant CS","2021","Hampshire and Isle of Wight","G7","80","[c]","54750","52240"
"New entrant CS","2021","Hampshire and Isle of Wight","HEO","295","[c]","31100","29540"
"New entrant CS","2021","Hampshire and Isle of Wight","SCS level","10","[c]","86140","82100"
"New entrant CS","2021","Hampshire and Isle of Wight","SEO","175","[c]","38460","38650"
"New entrant CS","2021","Hampshire and Isle of Wight","Unknown","50","[c]","24530","22920"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","AA","35","[c]","19650","20600"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","AO","175","[c]","22560","22850"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","EO","120","[c]","26940","27570"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","HEO","10","[c]","29460","28590"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","SEO","20","[c]","39370","37290"
