"Status","Year","Organisation","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Science and Engineering","Outside London","95","[c]","28990","25190"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Security","London","20","[c]","28810","22690"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Security","Outside London","325","[c]","29350","26100"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Security","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Statistics","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Unknown","Outside London","60","[c]","34250","30180"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Communications","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Economics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Operational Delivery","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Operational Delivery","Outside London","10","[c]","39650","30570"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Planning","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Policy","London","35","[c]","48610","51580"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Social Research","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Digital, Data and Technology","London","20","[c]","50640","52850"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Digital, Data and Technology","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Economics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Finance","London","15","[c]","57010","62880"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Finance","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Human Resources","London","10","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Human Resources","Outside London","15","[c]","35590","31660"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Legal","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Operational Delivery","London","65","[c]","32030","26410"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Operational Delivery","Outside London","25","[c]","24980","21170"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Operational Research","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Other","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Policy","London","20","[c]","47720","36800"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Property","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Social Research","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Social Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Statistics","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Human Resources","London","5","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Legal","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Operational Delivery","London","55","[c]","47910","41970"
"Leaver CS","2021","National Crime Agency","Operational Delivery","Outside London","85","[c]","38990","37750"
"Leaver CS","2021","National Crime Agency","Operational Delivery","Overseas","5","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Security","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Infrastructure Commission","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Infrastructure Commission","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Records of Scotland","Unknown","Outside London","25","[c]","30390","27150"
"Leaver CS","2021","National Savings and Investments","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Savings and Investments","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Savings and Investments","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Savings and Investments","Other","London","10","[c]","[c]","[c]"
"Leaver CS","2021","National Savings and Investments","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Savings and Investments","Property","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Savings and Investments","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Budget Responsibility","Economics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","London","15","[c]","70630","75500"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Outside London","55","[c]","66380","75500"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Legal","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Operational Delivery","Outside London","25","[c]","23550","21160"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Other","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Other","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Social Research","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Social Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Statistics","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Economics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Human Resources","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Legal","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Operational Delivery","Outside London","10","[c]","24090","23450"
"Leaver CS","2021","Office of Gas and Electricity Markets","Other","London","35","[c]","54560","40390"
"Leaver CS","2021","Office of Gas and Electricity Markets","Other","Outside London","10","[c]","33050","24860"
"Leaver CS","2021","Office of Gas and Electricity Markets","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Property","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Science and Engineering","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Operational Delivery","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Operational Delivery","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Property","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of the Public Guardian","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of the Public Guardian","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of the Public Guardian","Legal","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Office of the Public Guardian","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of the Public Guardian","Operational Delivery","Outside London","55","[c]","21560","20040"
"Leaver CS","2021","Office of the Scottish Charity Regulator","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectorate","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectorate","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectorate","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectorate","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectorate","Operational Delivery","Outside London","15","[c]","44400","50350"
"Leaver CS","2021","Planning Inspectorate","Planning Inspectors","Outside London","25","[c]","42680","41020"
"Leaver CS","2021","Planning Inspectorate","Unknown","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Communications","London","15","[c]","36980","33100"
"Leaver CS","2021","Public Health England","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Digital, Data and Technology","London","20","[c]","44660","39990"
"Leaver CS","2021","Public Health England","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Finance","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Human Resources","London","10","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Knowledge and Information Management","London","30","[c]","39970","34170"
"Leaver CS","2021","Public Health England","Knowledge and Information Management","Outside London","20","[c]","33480","31470"
"Leaver CS","2021","Public Health England","Medicine","London","20","[c]","88190","89810"
"Leaver CS","2021","Public Health England","Medicine","Outside London","40","[c]","82680","101530"
"Leaver CS","2021","Public Health England","Operational Delivery","London","140","[c]","41080","32650"
"Leaver CS","2021","Public Health England","Operational Delivery","Outside London","135","[c]","37140","30960"
"Leaver CS","2021","Public Health England","Property","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","Science and Engineering","London","80","[c]","38300","39370"
"Leaver CS","2021","Public Health England","Science and Engineering","Outside London","225","[c]","31230","28870"
"Leaver CS","2021","Queen Elizabeth II Centre","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Queen Elizabeth II Centre","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Registers of Scotland","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Registers of Scotland","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Registers of Scotland","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Registers of Scotland","Operational Delivery","Outside London","20","[c]","26670","24130"
"Leaver CS","2021","Registers of Scotland","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Registers of Scotland","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Revenue Scotland","Unknown","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Royal Fleet Auxiliary","Other","Unknown","145","[c]","35020","32400"
"Leaver CS","2021","Rural Payments Agency","Operational Delivery","Outside London","90","[c]","24770","21050"
"Leaver CS","2021","Rural Payments Agency","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Unknown","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Courts and Tribunals Service","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Courts and Tribunals Service","Operational Delivery","Outside London","100","[c]","27690","22820"
"Leaver CS","2021","Scottish Fiscal Commission","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Forestry","Unknown","Outside London","15","[c]","30680","30160"
"Leaver CS","2021","Scottish Government (excl. agencies)","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government (excl. agencies)","Unknown","Outside London","270","[c]","41780","35110"
"Leaver CS","2021","Scottish Government (excl. agencies)","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Housing Regulator","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","Human Resources","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","Operational Delivery","Outside London","175","[c]","31570","33650"
"Leaver CS","2021","Scottish Prison Service","Other","Outside London","40","[c]","33640","28870"
"Leaver CS","2021","Scottish Prison Service","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","Psychology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Public Pensions Agency","Unknown","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Serious Fraud Office","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Serious Fraud Office","Counter Fraud","London","15","[c]","44860","35770"
"Leaver CS","2021","Serious Fraud Office","Digital, Data and Technology","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Serious Fraud Office","Legal","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Serious Fraud Office","Other","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Serious Fraud Office","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Security Scotland","Unknown","Outside London","25","[c]","28020","22230"
"Leaver CS","2021","Standards and Testing Agency","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Standards and Testing Agency","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Student Awards Agency for Scotland","Unknown","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Submarine Delivery Agency","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Submarine Delivery Agency","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Submarine Delivery Agency","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Submarine Delivery Agency","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Submarine Delivery Agency","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Submarine Delivery Agency","Project Delivery","Outside London","15","[c]","44540","41070"
"Leaver CS","2021","Submarine Delivery Agency","Science and Engineering","Outside London","25","[c]","38130","37310"
"Leaver CS","2021","Submarine Delivery Agency","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","Digital, Data and Technology","London","10","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","Operational Delivery","London","15","[c]","20700","19870"
"Leaver CS","2021","The National Archives","Other","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Transport Scotland","Unknown","Outside London","15","[c]","49470","46600"
"Leaver CS","2021","UK Export Finance","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","Legal","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","Operational Delivery","London","15","[c]","48320","47120"
"Leaver CS","2021","UK Export Finance","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Hydrographic Office","Digital, Data and Technology","Outside London","15","[c]","35080","35160"
"Leaver CS","2021","UK Hydrographic Office","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Hydrographic Office","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Hydrographic Office","Operational Delivery","Outside London","30","[c]","35060","33290"
"Leaver CS","2021","UK Intellectual Property Office","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Intellectual Property Office","Digital, Data and Technology","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","UK Intellectual Property Office","Operational Delivery","Outside London","20","[c]","29180","23320"
"Leaver CS","2021","UK Intellectual Property Office","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Intellectual Property Office","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Intellectual Property Office","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Intellectual Property Office","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Space Agency","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Space Agency","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Space Agency","Unknown","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","Legal","London","10","[c]","36500","36500"
"Leaver CS","2021","UK Supreme Court","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Digital, Data and Technology","Outside London","30","[c]","42300","39240"
"Leaver CS","2021","United Kingdom Statistics Authority","Economics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Economics","Outside London","25","[c]","19550","19130"
"Leaver CS","2021","United Kingdom Statistics Authority","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Operational Delivery","London","5","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Operational Delivery","Outside London","170","[c]","23940","19520"
"Leaver CS","2021","United Kingdom Statistics Authority","Operational Research","Outside London","[c]","[c]","[c]","[c]"
