"Status","Year","Function_of_post","Region_ITL3","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Human Resources","Clackmannanshire and Fife","EO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Clackmannanshire and Fife","G7","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Clackmannanshire and Fife","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Clackmannanshire and Fife","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Cornwall and Isles of Scilly","AO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Cornwall and Isles of Scilly","G7","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Cornwall and Isles of Scilly","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Cornwall and Isles of Scilly","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Coventry","AO","5","5","[c]","[c]"
"In post","2021","Human Resources","Coventry","EO","10","10","25020","25000"
"In post","2021","Human Resources","Coventry","G6","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Coventry","G7","10","10","[c]","[c]"
"In post","2021","Human Resources","Coventry","HEO","10","10","[c]","[c]"
"In post","2021","Human Resources","Coventry","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Coventry","SEO","10","10","39090","38660"
"In post","2021","Human Resources","Croydon","AO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Croydon","EO","5","5","[c]","[c]"
"In post","2021","Human Resources","Croydon","G6","10","10","[c]","[c]"
"In post","2021","Human Resources","Croydon","G7","30","30","64230","63560"
"In post","2021","Human Resources","Croydon","HEO","20","20","34580","34840"
"In post","2021","Human Resources","Croydon","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Croydon","SEO","30","30","49040","52570"
"In post","2021","Human Resources","Croydon","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Darlington","AO","5","5","[c]","[c]"
"In post","2021","Human Resources","Darlington","EO","5","5","[c]","[c]"
"In post","2021","Human Resources","Darlington","G7","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Darlington","HEO","5","5","[c]","[c]"
"In post","2021","Human Resources","Darlington","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Darlington","SEO","5","5","[c]","[c]"
"In post","2021","Human Resources","Derby","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Devon CC","AO","5","5","[c]","[c]"
"In post","2021","Human Resources","Devon CC","EO","15","15","26700","25880"
"In post","2021","Human Resources","Devon CC","G6","5","5","[c]","[c]"
"In post","2021","Human Resources","Devon CC","G7","15","15","47790","47960"
"In post","2021","Human Resources","Devon CC","HEO","40","35","32420","32730"
"In post","2021","Human Resources","Devon CC","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Devon CC","SEO","15","15","40390","39650"
"In post","2021","Human Resources","Dorset CC","AO","10","10","21180","21020"
"In post","2021","Human Resources","Dorset CC","EO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Dorset CC","G6","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Dorset CC","G7","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Dorset CC","HEO","5","5","[c]","[c]"
"In post","2021","Human Resources","Dorset CC","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Dudley","AO","5","5","[c]","[c]"
"In post","2021","Human Resources","Dudley","EO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Dudley","G6","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Dudley","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Dumfries and Galloway","AA","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Dumfries and Galloway","AO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Dumfries and Galloway","EO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Durham CC","EO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Durham CC","G7","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Durham CC","HEO","10","10","30630","30000"
"In post","2021","Human Resources","Durham CC","SEO","10","10","45290","44760"
"In post","2021","Human Resources","Ealing","EO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ealing","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Ealing","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","East Cumbria","EO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","East Cumbria","G6","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","East Cumbria","G7","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","East Cumbria","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","East Cumbria","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","AA","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","AO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","EO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","G7","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","East Kent","AO","5","5","[c]","[c]"
"In post","2021","Human Resources","East Kent","EO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","East Kent","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","East Merseyside","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","East Riding of Yorkshire","AO","5","5","[c]","[c]"
"In post","2021","Human Resources","East Riding of Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","East Riding of Yorkshire","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","East Riding of Yorkshire","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","East Surrey","EO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","East Surrey","G7","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","East Surrey","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","East Surrey","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","East Surrey","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","East Sussex CC","EO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","East Sussex CC","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","East Sussex CC","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Essex Haven Gateway","AO","5","5","[c]","[c]"
"In post","2021","Human Resources","Essex Haven Gateway","EO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Essex Haven Gateway","G6","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Essex Haven Gateway","HEO","5","5","[c]","[c]"
"In post","2021","Human Resources","Essex Haven Gateway","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Falkirk","AA","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Falkirk","AO","5","5","[c]","[c]"
"In post","2021","Human Resources","Falkirk","EO","10","10","[c]","[c]"
"In post","2021","Human Resources","Falkirk","G7","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Falkirk","HEO","25","20","38000","39500"
"In post","2021","Human Resources","Falkirk","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Flintshire and Wrexham","AO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Flintshire and Wrexham","EO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Flintshire and Wrexham","G7","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Flintshire and Wrexham","HEO","5","5","[c]","[c]"
"In post","2021","Human Resources","Flintshire and Wrexham","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Glasgow City","AA","5","5","[c]","[c]"
"In post","2021","Human Resources","Glasgow City","AO","310","285","21390","21130"
"In post","2021","Human Resources","Glasgow City","EO","65","60","27090","26670"
"In post","2021","Human Resources","Glasgow City","G6","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Glasgow City","G7","10","10","[c]","[c]"
"In post","2021","Human Resources","Glasgow City","HEO","60","55","33630","33300"
"In post","2021","Human Resources","Glasgow City","SEO","10","10","37950","39000"
"In post","2021","Human Resources","Gloucestershire","AO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Gloucestershire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Gloucestershire","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Gloucestershire","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Greater Manchester North East","G7","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Greater Manchester North East","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Greater Manchester North West","EO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Greater Manchester North West","G7","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Greater Manchester North West","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Greater Manchester South East","AA","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Greater Manchester South East","AO","110","100","21100","20920"
"In post","2021","Human Resources","Greater Manchester South East","EO","20","20","26520","26670"
"In post","2021","Human Resources","Greater Manchester South East","G6","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Greater Manchester South East","G7","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Greater Manchester South East","HEO","30","30","33330","33300"
"In post","2021","Human Resources","Greater Manchester South East","SEO","10","10","40580","40580"
"In post","2021","Human Resources","Greater Manchester South West","AO","10","10","[c]","[c]"
"In post","2021","Human Resources","Greater Manchester South West","EO","75","70","25330","25560"
"In post","2021","Human Resources","Greater Manchester South West","G6","15","15","63520","64670"
"In post","2021","Human Resources","Greater Manchester South West","G7","45","45","51710","52580"
"In post","2021","Human Resources","Greater Manchester South West","HEO","50","50","31880","31810"
"In post","2021","Human Resources","Greater Manchester South West","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Greater Manchester South West","SEO","75","70","37850","38410"
"In post","2021","Human Resources","Hackney and Newham","AO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Hackney and Newham","EO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Hackney and Newham","G6","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Hackney and Newham","G7","10","10","[c]","[c]"
"In post","2021","Human Resources","Hackney and Newham","HEO","15","15","37530","38860"
"In post","2021","Human Resources","Hackney and Newham","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Hackney and Newham","SEO","10","10","45320","45670"
"In post","2021","Human Resources","Haringey and Islington","EO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Haringey and Islington","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Haringey and Islington","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Harrow and Hillingdon","EO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Harrow and Hillingdon","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Harrow and Hillingdon","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Harrow and Hillingdon","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Hartlepool and Stockton-on-Tees","EO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Hartlepool and Stockton-on-Tees","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Heart of Essex","EO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Heart of Essex","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Heart of Essex","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Herefordshire, County of","AA","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Herefordshire, County of","AO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Hertfordshire","AO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Hertfordshire","EO","5","5","[c]","[c]"
"In post","2021","Human Resources","Hertfordshire","G6","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Hertfordshire","G7","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Hertfordshire","HEO","10","10","[c]","[c]"
"In post","2021","Human Resources","Hertfordshire","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Hounslow and Richmond upon Thames","AO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Hounslow and Richmond upon Thames","EO","5","5","[c]","[c]"
"In post","2021","Human Resources","Hounslow and Richmond upon Thames","G6","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Hounslow and Richmond upon Thames","G7","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Hounslow and Richmond upon Thames","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Hounslow and Richmond upon Thames","SEO","5","5","[c]","[c]"
"In post","2021","Human Resources","Inverclyde, East Renfrewshire and Renfrewshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Inverclyde, East Renfrewshire and Renfrewshire","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Inverness and Nairn and Moray, Badenoch and Strathspey","AA","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Inverness and Nairn and Moray, Badenoch and Strathspey","EO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Inverness and Nairn and Moray, Badenoch and Strathspey","HEO","5","5","[c]","[c]"
"In post","2021","Human Resources","Inverness and Nairn and Moray, Badenoch and Strathspey","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Isle of Anglesey","AO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Isle of Anglesey","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Isle of Wight","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Isle of Wight","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Kensington & Chelsea and Hammersmith & Fulham","G7","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Kensington & Chelsea and Hammersmith & Fulham","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Kent Thames Gateway","EO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Kent Thames Gateway","HEO","5","5","[c]","[c]"
"In post","2021","Human Resources","Kent Thames Gateway","SEO","5","5","[c]","[c]"
"In post","2021","Human Resources","Kingston upon Hull, City of","AO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Kingston upon Hull, City of","G7","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Kingston upon Hull, City of","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Kingston upon Hull, City of","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Lambeth","AA","10","5","[c]","[c]"
"In post","2021","Human Resources","Lambeth","AO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Lambeth","EO","25","20","29870","28200"
"In post","2021","Human Resources","Lambeth","G6","15","15","68520","66870"
"In post","2021","Human Resources","Lambeth","G7","30","25","54650","53860"
"In post","2021","Human Resources","Lambeth","HEO","40","40","36720","36270"
"In post","2021","Human Resources","Lambeth","SCS level","10","10","93600","89240"
"In post","2021","Human Resources","Lambeth","SEO","30","25","42260","40750"
"In post","2021","Human Resources","Lancaster and Wyre","AA","20","20","19560","19560"
"In post","2021","Human Resources","Lancaster and Wyre","AO","55","45","21430","21130"
"In post","2021","Human Resources","Lancaster and Wyre","EO","90","80","27150","26670"
"In post","2021","Human Resources","Lancaster and Wyre","G6","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Lancaster and Wyre","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Lancaster and Wyre","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Lancaster and Wyre","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Leeds","AO","10","10","[c]","[c]"
"In post","2021","Human Resources","Leeds","EO","30","30","25290","25560"
"In post","2021","Human Resources","Leeds","G6","15","15","62390","62320"
"In post","2021","Human Resources","Leeds","G7","50","50","50540","49700"
"In post","2021","Human Resources","Leeds","HEO","45","45","31590","32000"
"In post","2021","Human Resources","Leeds","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Leeds","SEO","55","55","39210","38630"
"In post","2021","Human Resources","Leicester","EO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Leicester","G7","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Leicester","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Leicester","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Leicestershire CC and Rutland","AO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Leicestershire CC and Rutland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Leicestershire CC and Rutland","HEO","5","5","[c]","[c]"
"In post","2021","Human Resources","Leicestershire CC and Rutland","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Lewisham and Southwark","AO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Lewisham and Southwark","EO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Lewisham and Southwark","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Lewisham and Southwark","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Lincolnshire","AO","15","15","21230","21130"
"In post","2021","Human Resources","Lincolnshire","EO","5","5","[c]","[c]"
"In post","2021","Human Resources","Lincolnshire","HEO","5","5","[c]","[c]"
"In post","2021","Human Resources","Lincolnshire","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Lisburn and Castlereagh","EO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Lisburn and Castlereagh","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Lisburn and Castlereagh","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Liverpool","AO","45","35","20780","20640"
"In post","2021","Human Resources","Liverpool","EO","35","35","24990","25560"
"In post","2021","Human Resources","Liverpool","G6","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Liverpool","G7","25","25","53560","52580"
"In post","2021","Human Resources","Liverpool","HEO","35","30","30740","31010"
"In post","2021","Human Resources","Liverpool","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Liverpool","SEO","15","15","39200","38630"
"In post","2021","Human Resources","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","AA","10","10","[c]","[c]"
"In post","2021","Human Resources","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Luton","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Manchester","AO","15","15","21040","21160"
"In post","2021","Human Resources","Manchester","EO","30","30","24890","25560"
"In post","2021","Human Resources","Manchester","G6","10","10","63770","64020"
"In post","2021","Human Resources","Manchester","G7","35","35","52180","52580"
"In post","2021","Human Resources","Manchester","HEO","85","80","31230","31810"
"In post","2021","Human Resources","Manchester","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Manchester","SEO","35","35","38490","38630"
"In post","2021","Human Resources","Manchester","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Medway","AO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Medway","EO","5","5","[c]","[c]"
"In post","2021","Human Resources","Medway","G7","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Medway","HEO","10","10","34330","31500"
"In post","2021","Human Resources","Medway","SEO","5","5","[c]","[c]"
"In post","2021","Human Resources","Merton, Kingston upon Thames and Sutton","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Mid Kent","EO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Mid Kent","G7","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Mid Kent","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Mid Kent","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Mid Lancashire","AO","10","5","[c]","[c]"
"In post","2021","Human Resources","Mid Lancashire","EO","10","10","24400","25560"
"In post","2021","Human Resources","Mid Lancashire","G7","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Mid Lancashire","HEO","10","10","31990","32080"
"In post","2021","Human Resources","Mid Lancashire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Mid Lancashire","SEO","10","10","45930","49430"
"In post","2021","Human Resources","Milton Keynes","AO","5","5","[c]","[c]"
"In post","2021","Human Resources","Milton Keynes","EO","10","10","27060","26590"
"In post","2021","Human Resources","Milton Keynes","G6","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Milton Keynes","G7","5","5","[c]","[c]"
"In post","2021","Human Resources","Milton Keynes","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Milton Keynes","SEO","10","10","44590","42020"
"In post","2021","Human Resources","Monmouthshire and Newport","AO","10","10","20040","19520"
"In post","2021","Human Resources","Monmouthshire and Newport","EO","40","35","24040","23320"
"In post","2021","Human Resources","Monmouthshire and Newport","G6","10","10","62050","62150"
"In post","2021","Human Resources","Monmouthshire and Newport","G7","35","30","51720","50090"
"In post","2021","Human Resources","Monmouthshire and Newport","HEO","80","75","29080","29540"
"In post","2021","Human Resources","Monmouthshire and Newport","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Monmouthshire and Newport","SEO","50","50","37620","36660"
"In post","2021","Human Resources","North and North East Lincolnshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","North and West Norfolk","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","North Hampshire","AO","10","10","21400","21130"
"In post","2021","Human Resources","North Hampshire","EO","10","10","[c]","[c]"
"In post","2021","Human Resources","North Hampshire","G6","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","North Hampshire","G7","5","5","[c]","[c]"
"In post","2021","Human Resources","North Hampshire","HEO","15","15","35170","34440"
"In post","2021","Human Resources","North Hampshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","North Hampshire","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","North Lanarkshire","AA","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","North Lanarkshire","AO","75","60","21010","21440"
"In post","2021","Human Resources","North Lanarkshire","EO","35","35","26010","25560"
"In post","2021","Human Resources","North Lanarkshire","G6","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","North Lanarkshire","G7","5","5","[c]","[c]"
"In post","2021","Human Resources","North Lanarkshire","HEO","35","30","31550","31810"
"In post","2021","Human Resources","North Lanarkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","North Lanarkshire","SEO","10","10","38630","38630"
"In post","2021","Human Resources","North Nottinghamshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","North Nottinghamshire","G7","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","North Nottinghamshire","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","North Nottinghamshire","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","North Yorkshire CC","AO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","North Yorkshire CC","EO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","North Yorkshire CC","G7","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","North Yorkshire CC","HEO","5","5","[c]","[c]"
"In post","2021","Human Resources","North Yorkshire CC","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Northumberland","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Norwich and East Norfolk","AO","10","10","20670","20610"
"In post","2021","Human Resources","Norwich and East Norfolk","EO","15","10","24180","23750"
"In post","2021","Human Resources","Norwich and East Norfolk","G6","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Norwich and East Norfolk","G7","5","5","[c]","[c]"
"In post","2021","Human Resources","Norwich and East Norfolk","HEO","10","10","31710","30130"
"In post","2021","Human Resources","Norwich and East Norfolk","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Nottingham","AA","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Nottingham","AO","20","20","21120","21440"
"In post","2021","Human Resources","Nottingham","EO","85","80","26120","26000"
"In post","2021","Human Resources","Nottingham","G6","25","25","63890","64670"
"In post","2021","Human Resources","Nottingham","G7","60","60","52540","52580"
"In post","2021","Human Resources","Nottingham","HEO","120","115","31840","31810"
"In post","2021","Human Resources","Nottingham","SCS level","5","5","[c]","[c]"
"In post","2021","Human Resources","Nottingham","SEO","95","90","38710","38630"
"In post","2021","Human Resources","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Overseas","EO","5","5","[c]","[c]"
"In post","2021","Human Resources","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Overseas","HEO","5","5","[c]","[c]"
"In post","2021","Human Resources","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Oxfordshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Oxfordshire","G7","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Oxfordshire","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Oxfordshire","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Perth and Kinross and Stirling","AA","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Perth and Kinross and Stirling","AO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Perth and Kinross and Stirling","EO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Perth and Kinross and Stirling","G7","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Perth and Kinross and Stirling","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Peterborough","AO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Peterborough","EO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Peterborough","G7","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Peterborough","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Peterborough","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Plymouth","EO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Plymouth","G7","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Plymouth","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Plymouth","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Plymouth","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Portsmouth","AA","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Portsmouth","AO","20","15","21080","20920"
"In post","2021","Human Resources","Portsmouth","EO","25","25","26970","26670"
"In post","2021","Human Resources","Portsmouth","G6","[c]","[c]","[c]","[c]"
