"Status","Year","Age","Function_of_post","Organisation","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","30-39","Analysis","Centre for Environment, Fisheries and Aquaculture Science","G7","10","10","[c]","[c]"
"In post","2021","30-39","Analysis","Centre for Environment, Fisheries and Aquaculture Science","HEO","70","70","29610","29270"
"In post","2021","30-39","Analysis","Centre for Environment, Fisheries and Aquaculture Science","SEO","40","40","36630","36580"
"In post","2021","30-39","Analysis","Charity Commission","HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","Competition and Markets Authority","G6","20","20","75760","75140"
"In post","2021","30-39","Analysis","Competition and Markets Authority","G7","20","20","58820","58490"
"In post","2021","30-39","Analysis","Competition and Markets Authority","HEO","5","5","[c]","[c]"
"In post","2021","30-39","Analysis","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","Competition and Markets Authority","SEO","5","5","[c]","[c]"
"In post","2021","30-39","Analysis","Crown Prosecution Service","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","Crown Prosecution Service","HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","Debt Management Office","G7","5","5","[c]","[c]"
"In post","2021","30-39","Analysis","Debt Management Office","HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","Debt Management Office","SEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","Defence Science and Technology Laboratory","G7","65","65","46520","46080"
"In post","2021","30-39","Analysis","Defence Science and Technology Laboratory","HEO","20","20","29140","28650"
"In post","2021","30-39","Analysis","Defence Science and Technology Laboratory","SEO","55","55","37370","37320"
"In post","2021","30-39","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6","10","10","[c]","[c]"
"In post","2021","30-39","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","G7","20","20","57620","57850"
"In post","2021","30-39","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","HEO","10","10","39020","39570"
"In post","2021","30-39","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO","5","5","[c]","[c]"
"In post","2021","30-39","Analysis","Department for Digital, Culture, Media and Sport","G6","5","5","[c]","[c]"
"In post","2021","30-39","Analysis","Department for Digital, Culture, Media and Sport","G7","25","25","60990","59970"
"In post","2021","30-39","Analysis","Department for Digital, Culture, Media and Sport","HEO","15","10","42120","42280"
"In post","2021","30-39","Analysis","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","Department for Education (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","Department for Education (excl. agencies)","G6","10","10","[c]","[c]"
"In post","2021","30-39","Analysis","Department for Education (excl. agencies)","G7","40","35","52560","51610"
"In post","2021","30-39","Analysis","Department for Education (excl. agencies)","HEO","15","15","33810","33300"
"In post","2021","30-39","Analysis","Department for Education (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","Department for Education (excl. agencies)","SEO","50","45","43740","42580"
"In post","2021","30-39","Analysis","Department for Environment, Food and Rural Affairs (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","Department for Environment, Food and Rural Affairs (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","Department for Environment, Food and Rural Affairs (excl. agencies)","HEO","10","10","[c]","[c]"
"In post","2021","30-39","Analysis","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO","5","5","[c]","[c]"
"In post","2021","30-39","Analysis","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","Department for International Trade","G6","15","15","62760","62170"
"In post","2021","30-39","Analysis","Department for International Trade","G7","30","30","52980","51970"
"In post","2021","30-39","Analysis","Department for International Trade","HEO","5","5","[c]","[c]"
"In post","2021","30-39","Analysis","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","Department for International Trade","SEO","10","10","[c]","[c]"
"In post","2021","30-39","Analysis","Department for Transport (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","Department for Transport (excl. agencies)","G6","10","10","65790","65770"
"In post","2021","30-39","Analysis","Department for Transport (excl. agencies)","G7","50","45","55440","54760"
"In post","2021","30-39","Analysis","Department for Transport (excl. agencies)","HEO","10","10","35100","34880"
"In post","2021","30-39","Analysis","Department for Transport (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","Department for Transport (excl. agencies)","SEO","25","25","42550","42470"
"In post","2021","30-39","Analysis","Department of Health and Social Care (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","Department of Health and Social Care (excl. agencies)","G6","20","20","66770","66230"
"In post","2021","30-39","Analysis","Department of Health and Social Care (excl. agencies)","G7","55","55","53310","53360"
"In post","2021","30-39","Analysis","Department of Health and Social Care (excl. agencies)","HEO","5","5","[c]","[c]"
"In post","2021","30-39","Analysis","Department of Health and Social Care (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","Department of Health and Social Care (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","Driver and Vehicle Licensing Agency","AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","Driver and Vehicle Licensing Agency","EO","5","5","[c]","[c]"
"In post","2021","30-39","Analysis","Driver and Vehicle Licensing Agency","HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","Driver and Vehicle Standards Agency","AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","Driver and Vehicle Standards Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","Driver and Vehicle Standards Agency","HEO","5","5","[c]","[c]"
"In post","2021","30-39","Analysis","Driver and Vehicle Standards Agency","SEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","Education and Skills Funding Agency","G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","ESTYN","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","ESTYN","G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","ESTYN","HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","Food Standards Agency","G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","Food Standards Agency","HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","Food Standards Agency","SEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","G7","10","10","[c]","[c]"
"In post","2021","30-39","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","SEO","15","15","49530","48880"
"In post","2021","30-39","Analysis","Government Actuary's Department","G6","40","35","80550","75300"
"In post","2021","30-39","Analysis","Government Actuary's Department","G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","Government Actuary's Department","HEO","5","5","[c]","[c]"
"In post","2021","30-39","Analysis","Government Actuary's Department","SEO","10","10","[c]","[c]"
"In post","2021","30-39","Analysis","Health and Safety Executive","HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","Health and Safety Executive","SEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","HM Courts and Tribunals Service","G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","HM Courts and Tribunals Service","SEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","HM Land Registry","G6","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","HM Prison and Probation Service","HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","HM Revenue and Customs (excl. agencies)","EO","5","5","[c]","[c]"
"In post","2021","30-39","Analysis","HM Revenue and Customs (excl. agencies)","G6","20","20","66830","71290"
"In post","2021","30-39","Analysis","HM Revenue and Customs (excl. agencies)","G7","75","70","53310","52580"
"In post","2021","30-39","Analysis","HM Revenue and Customs (excl. agencies)","HEO","30","25","33800","31810"
"In post","2021","30-39","Analysis","HM Revenue and Customs (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","HM Revenue and Customs (excl. agencies)","SEO","30","30","39380","38630"
"In post","2021","30-39","Analysis","HM Treasury (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","HM Treasury (excl. agencies)","G6","15","15","66420","66040"
"In post","2021","30-39","Analysis","HM Treasury (excl. agencies)","G7","15","15","56330","55840"
"In post","2021","30-39","Analysis","HM Treasury (excl. agencies)","SCS level","10","10","[c]","[c]"
"In post","2021","30-39","Analysis","Insolvency Service","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","Insolvency Service","G6","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","Insolvency Service","HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","Insolvency Service","SEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","Maritime and Coastguard Agency","SEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","Ministry of Defence (excl. agencies)","EO","10","10","28120","28070"
"In post","2021","30-39","Analysis","Ministry of Defence (excl. agencies)","G7","10","10","[c]","[c]"
"In post","2021","30-39","Analysis","Ministry of Defence (excl. agencies)","HEO","10","10","35730","36150"
"In post","2021","30-39","Analysis","Ministry of Defence (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","Ministry of Defence (excl. agencies)","SEO","20","15","43990","43580"
"In post","2021","30-39","Analysis","Ministry of Housing, Communities and Local Government (excl. agencies)","G6","5","5","[c]","[c]"
"In post","2021","30-39","Analysis","Ministry of Housing, Communities and Local Government (excl. agencies)","G7","25","25","54180","53130"
"In post","2021","30-39","Analysis","Ministry of Housing, Communities and Local Government (excl. agencies)","HEO","5","5","[c]","[c]"
"In post","2021","30-39","Analysis","Ministry of Housing, Communities and Local Government (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","Ministry of Housing, Communities and Local Government (excl. agencies)","SEO","5","5","[c]","[c]"
"In post","2021","30-39","Analysis","Ministry of Justice (excl. agencies)","EO","5","5","[c]","[c]"
"In post","2021","30-39","Analysis","Ministry of Justice (excl. agencies)","G7","55","50","60550","58130"
"In post","2021","30-39","Analysis","Ministry of Justice (excl. agencies)","HEO","20","20","33520","33930"
"In post","2021","30-39","Analysis","Ministry of Justice (excl. agencies)","SEO","35","35","41200","40480"
"In post","2021","30-39","Analysis","National Savings and Investments","G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","National Savings and Investments","HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","Office for Standards in Education, Children's Services and Skills","EO","5","5","[c]","[c]"
"In post","2021","30-39","Analysis","Office for Standards in Education, Children's Services and Skills","G6","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","Office for Standards in Education, Children's Services and Skills","G7","10","10","60410","59810"
"In post","2021","30-39","Analysis","Office for Standards in Education, Children's Services and Skills","HEO","30","30","32770","32010"
"In post","2021","30-39","Analysis","Office for Standards in Education, Children's Services and Skills","SEO","15","15","39770","39850"
"In post","2021","30-39","Analysis","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","Office of Gas and Electricity Markets","G6","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","Office of Gas and Electricity Markets","G7","10","10","57430","56680"
"In post","2021","30-39","Analysis","Office of Gas and Electricity Markets","HEO","5","5","[c]","[c]"
"In post","2021","30-39","Analysis","Office of Gas and Electricity Markets","SEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","Office of Rail and Road","G6","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","Office of Rail and Road","G7","5","5","[c]","[c]"
"In post","2021","30-39","Analysis","Office of Rail and Road","HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","Office of Rail and Road","SEO","5","5","[c]","[c]"
"In post","2021","30-39","Analysis","Planning Inspectorate","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","Planning Inspectorate","SEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","Registers of Scotland","HEO","5","5","[c]","[c]"
"In post","2021","30-39","Analysis","Registers of Scotland","SEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","Rural Payments Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","Rural Payments Agency","HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","Rural Payments Agency","SEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","Scottish Courts and Tribunals Service","HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","Scottish Courts and Tribunals Service","SEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","UK Export Finance","G6","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","UK Export Finance","G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","UK Export Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","UK Intellectual Property Office","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","UK Intellectual Property Office","G6","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","UK Intellectual Property Office","G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","UK Intellectual Property Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","UK Intellectual Property Office","SEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","United Kingdom Statistics Authority","AO","5","5","[c]","[c]"
"In post","2021","30-39","Analysis","United Kingdom Statistics Authority","EO","45","40","23460","23050"
"In post","2021","30-39","Analysis","United Kingdom Statistics Authority","G6","20","15","59120","57720"
"In post","2021","30-39","Analysis","United Kingdom Statistics Authority","G7","115","110","50010","49100"
"In post","2021","30-39","Analysis","United Kingdom Statistics Authority","HEO","135","125","30220","29540"
"In post","2021","30-39","Analysis","United Kingdom Statistics Authority","SCS level","5","5","[c]","[c]"
"In post","2021","30-39","Analysis","United Kingdom Statistics Authority","SEO","170","160","37360","37020"
"In post","2021","30-39","Analysis","Valuation Office Agency","G6","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","Valuation Office Agency","G7","10","10","[c]","[c]"
"In post","2021","30-39","Analysis","Valuation Office Agency","HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","Valuation Office Agency","SEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","Wales Office","G6","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","Water Services Regulation Authority","G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","Water Services Regulation Authority","HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","Water Services Regulation Authority","SEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","Welsh Revenue Authority","SEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","Wilton Park","HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Animal and Plant Health Agency","AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Animal and Plant Health Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Animal and Plant Health Agency","G6","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Animal and Plant Health Agency","SEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Cabinet Office (excl. agencies)","EO","5","5","[c]","[c]"
"In post","2021","30-39","Commercial","Cabinet Office (excl. agencies)","G6","60","60","77870","75340"
"In post","2021","30-39","Commercial","Cabinet Office (excl. agencies)","G7","105","100","54210","54700"
"In post","2021","30-39","Commercial","Cabinet Office (excl. agencies)","HEO","10","10","[c]","[c]"
"In post","2021","30-39","Commercial","Cabinet Office (excl. agencies)","SCS level","95","95","74590","67420"
"In post","2021","30-39","Commercial","Cabinet Office (excl. agencies)","SEO","25","25","39830","40600"
"In post","2021","30-39","Commercial","Centre for Environment, Fisheries and Aquaculture Science","G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Centre for Environment, Fisheries and Aquaculture Science","HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Charity Commission","HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Companies House","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Companies House","G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Companies House","HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Crown Commercial Service","EO","10","10","24860","23930"
"In post","2021","30-39","Commercial","Crown Commercial Service","G6","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Crown Commercial Service","G7","15","15","42130","39280"
"In post","2021","30-39","Commercial","Crown Commercial Service","HEO","40","35","28570","28180"
"In post","2021","30-39","Commercial","Crown Commercial Service","SEO","45","45","35800","34800"
"In post","2021","30-39","Commercial","Crown Prosecution Service","G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Crown Prosecution Service","HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Crown Prosecution Service","SEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Debt Management Office","SEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Defence Electronics and Components Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Defence Electronics and Components Agency","HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Defence Equipment and Support","EO","5","5","[c]","[c]"
"In post","2021","30-39","Commercial","Defence Equipment and Support","G6","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Defence Equipment and Support","G7","10","10","52390","51700"
"In post","2021","30-39","Commercial","Defence Equipment and Support","HEO","10","10","30770","31830"
"In post","2021","30-39","Commercial","Defence Equipment and Support","SEO","30","30","39860","40680"
"In post","2021","30-39","Commercial","Defence Science and Technology Laboratory","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Defence Science and Technology Laboratory","G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Defence Science and Technology Laboratory","HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Defence Science and Technology Laboratory","SEO","5","5","[c]","[c]"
"In post","2021","30-39","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Department for Digital, Culture, Media and Sport","G6","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Department for Digital, Culture, Media and Sport","G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Department for Digital, Culture, Media and Sport","HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Department for Education (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Department for Education (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Department for Education (excl. agencies)","G7","10","10","[c]","[c]"
"In post","2021","30-39","Commercial","Department for Education (excl. agencies)","HEO","15","15","29770","29370"
"In post","2021","30-39","Commercial","Department for Education (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Department for Education (excl. agencies)","SEO","30","30","38860","38280"
"In post","2021","30-39","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","G7","5","5","[c]","[c]"
"In post","2021","30-39","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","HEO","5","5","[c]","[c]"
"In post","2021","30-39","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO","15","15","37550","37240"
"In post","2021","30-39","Commercial","Department for International Trade","G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Department for International Trade","HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Department for International Trade","SEO","5","5","[c]","[c]"
"In post","2021","30-39","Commercial","Department for Transport (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Department of Health and Social Care (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Department of Health and Social Care (excl. agencies)","G7","15","15","51630","50620"
"In post","2021","30-39","Commercial","Department of Health and Social Care (excl. agencies)","HEO","5","5","[c]","[c]"
"In post","2021","30-39","Commercial","Department of Health and Social Care (excl. agencies)","SCS level","10","10","[c]","[c]"
"In post","2021","30-39","Commercial","Department of Health and Social Care (excl. agencies)","SEO","15","15","40420","40650"
"In post","2021","30-39","Commercial","Driver and Vehicle Licensing Agency","AA","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Driver and Vehicle Licensing Agency","AO","5","5","[c]","[c]"
"In post","2021","30-39","Commercial","Driver and Vehicle Licensing Agency","EO","10","10","26490","26470"
"In post","2021","30-39","Commercial","Driver and Vehicle Licensing Agency","G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Driver and Vehicle Licensing Agency","HEO","15","15","31410","31040"
"In post","2021","30-39","Commercial","Driver and Vehicle Licensing Agency","SEO","10","10","[c]","[c]"
"In post","2021","30-39","Commercial","Driver and Vehicle Standards Agency","AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Driver and Vehicle Standards Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Driver and Vehicle Standards Agency","G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Driver and Vehicle Standards Agency","HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Driver and Vehicle Standards Agency","SEO","5","5","[c]","[c]"
"In post","2021","30-39","Commercial","Education and Skills Funding Agency","SEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","FCDO Services","AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","FCDO Services","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","FCDO Services","G6","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","FCDO Services","G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","FCDO Services","HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","FCDO Services","SEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Food Standards Agency","HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","SEO","10","10","[c]","[c]"
"In post","2021","30-39","Commercial","Government Actuary's Department","HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Health and Safety Executive","HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","HM Land Registry","HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","HM Land Registry","SEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","HM Prison and Probation Service","AO","10","10","22610","21710"
"In post","2021","30-39","Commercial","HM Prison and Probation Service","EO","20","15","28130","27230"
"In post","2021","30-39","Commercial","HM Prison and Probation Service","G6","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","HM Prison and Probation Service","G7","15","15","62100","62010"
"In post","2021","30-39","Commercial","HM Prison and Probation Service","HEO","25","25","33310","33520"
"In post","2021","30-39","Commercial","HM Prison and Probation Service","SEO","60","60","48030","47400"
"In post","2021","30-39","Commercial","HM Prison and Probation Service","Unknown","10","10","41980","39670"
"In post","2021","30-39","Commercial","HM Revenue and Customs (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","HM Revenue and Customs (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","HM Revenue and Customs (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","HM Revenue and Customs (excl. agencies)","SEO","10","10","[c]","[c]"
"In post","2021","30-39","Commercial","HM Treasury (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Insolvency Service","G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Insolvency Service","SEO","5","5","[c]","[c]"
"In post","2021","30-39","Commercial","Institute for Apprenticeships and Technical Education","G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Institute for Apprenticeships and Technical Education","SEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Legal Aid Agency","AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Legal Aid Agency","EO","10","10","[c]","[c]"
"In post","2021","30-39","Commercial","Legal Aid Agency","G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Legal Aid Agency","HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Legal Aid Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Legal Aid Agency","SEO","15","15","36010","36800"
"In post","2021","30-39","Commercial","Met Office","AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Met Office","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Met Office","G6","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Met Office","G7","20","20","47320","47960"
"In post","2021","30-39","Commercial","Met Office","HEO","15","15","32590","32730"
"In post","2021","30-39","Commercial","Met Office","SEO","20","20","38630","38200"
"In post","2021","30-39","Commercial","Ministry of Defence (excl. agencies)","AA","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Ministry of Defence (excl. agencies)","AO","20","20","21080","20920"
"In post","2021","30-39","Commercial","Ministry of Defence (excl. agencies)","EO","55","55","27110","26670"
"In post","2021","30-39","Commercial","Ministry of Defence (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Ministry of Defence (excl. agencies)","G7","15","15","56790","55550"
"In post","2021","30-39","Commercial","Ministry of Defence (excl. agencies)","HEO","100","95","34280","33300"
"In post","2021","30-39","Commercial","Ministry of Defence (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Ministry of Defence (excl. agencies)","SEO","85","80","41970","41500"
