"Status","Year","Age","Function_of_post","Organisation","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Legal","Crown Prosecution Service","AO","25","25","21680","21950"
"In post","2021","16-19","Legal","Crown Prosecution Service","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Crown Prosecution Service Inspectorate","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","HM Revenue and Customs (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Scottish Courts and Tribunals Service","AO","5","5","[c]","[c]"
"In post","2021","16-19","No function","Advisory, Conciliation and Arbitration Service","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Advisory, Conciliation and Arbitration Service","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Animal and Plant Health Agency","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Animal and Plant Health Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Cabinet Office (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Companies House","AO","5","5","[c]","[c]"
"In post","2021","16-19","No function","Crown Commercial Service","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Crown Commercial Service","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Crown Office and Procurator Fiscal Service","AO","10","5","[c]","[c]"
"In post","2021","16-19","No function","Defence Science and Technology Laboratory","AA","10","10","[c]","[c]"
"In post","2021","16-19","No function","Defence Science and Technology Laboratory","AO","5","5","[c]","[c]"
"In post","2021","16-19","No function","Department for Education (excl. agencies)","EO","5","5","[c]","[c]"
"In post","2021","16-19","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","15","15","24110","25170"
"In post","2021","16-19","No function","Department for International Trade","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Department for Transport (excl. agencies)","EO","5","5","[c]","[c]"
"In post","2021","16-19","No function","Department for Transport (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Department of Health and Social Care (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Department of Health and Social Care (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Driver and Vehicle Licensing Agency","AA","25","15","18060","18060"
"In post","2021","16-19","No function","Driver and Vehicle Licensing Agency","AO","10","10","[c]","[c]"
"In post","2021","16-19","No function","Driver and Vehicle Standards Agency","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Education and Skills Funding Agency","HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Foreign, Commonwealth and Development Office (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Health and Safety Executive","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","HM Courts and Tribunals Service","AA","15","15","17480","16840"
"In post","2021","16-19","No function","HM Courts and Tribunals Service","AO","20","20","19930","18960"
"In post","2021","16-19","No function","HM Courts and Tribunals Service","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","HM Land Registry","AO","10","10","[c]","[c]"
"In post","2021","16-19","No function","HM Prison and Probation Service","AA","35","35","20670","20600"
"In post","2021","16-19","No function","HM Prison and Probation Service","AO","55","55","24240","22850"
"In post","2021","16-19","No function","HM Prison and Probation Service","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","HM Prison and Probation Service","Unknown","5","5","[c]","[c]"
"In post","2021","16-19","No function","HM Revenue and Customs (excl. agencies)","AO","145","140","20220","20140"
"In post","2021","16-19","No function","HM Treasury (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","HM Treasury (excl. agencies)","EO","15","15","24460","24300"
"In post","2021","16-19","No function","Insolvency Service","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Insolvency Service","AO","10","10","[c]","[c]"
"In post","2021","16-19","No function","Institute for Apprenticeships and Technical Education","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Legal Aid Agency","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Legal Aid Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Maritime and Coastguard Agency","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Ministry of Justice (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","National Crime Agency","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Office for Standards in Education, Children's Services and Skills","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Office of Rail and Road","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Office of the Public Guardian","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Public Health England","AA","10","10","19600","18850"
"In post","2021","16-19","No function","Public Health England","AO","10","5","20210","19630"
"In post","2021","16-19","No function","Public Health England","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Registers of Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Scottish Prison Service","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Scottish Prison Service","AO","10","10","[c]","[c]"
"In post","2021","16-19","No function","The National Archives","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","The National Archives","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","UK Intellectual Property Office","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","United Kingdom Statistics Authority","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","United Kingdom Statistics Authority","AO","5","5","[c]","[c]"
"In post","2021","16-19","No function","Vehicle Certification Agency","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Advisory, Conciliation and Arbitration Service","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Animal and Plant Health Agency","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Cabinet Office (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Defence Electronics and Components Agency","AA","15","15","15880","14850"
"In post","2021","16-19","Project Delivery","Defence Electronics and Components Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Defence Equipment and Support","EO","90","90","17900","17780"
"In post","2021","16-19","Project Delivery","Defence Equipment and Support","HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Defence Science and Technology Laboratory","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Department for Education (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Department for Transport (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","HM Land Registry","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","HM Revenue and Customs (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","HM Treasury (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Ministry of Defence (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Ministry of Defence (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Submarine Delivery Agency","Unknown","15","15","16840","16780"
"In post","2021","16-19","Property","Department for Education (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","FCDO Services","Unknown","10","10","[c]","[c]"
"In post","2021","16-19","Property","Forestry and Land Scotland","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Ministry of Defence (excl. agencies)","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Ministry of Defence (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Ministry of Justice (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Scottish Prison Service","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Valuation Office Agency","AO","10","10","21400","20880"
"In post","2021","16-19","Property","Valuation Office Agency","EO","5","5","[c]","[c]"
"In post","2021","16-19","Security","Cabinet Office (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Cabinet Office (excl. agencies)","EO","5","5","[c]","[c]"
"In post","2021","16-19","Security","FCDO Services","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Ministry of Defence (excl. agencies)","AA","10","10","19560","19560"
"In post","2021","16-19","Security","Ministry of Defence (excl. agencies)","AO","5","5","[c]","[c]"
"In post","2021","16-19","Security","United Kingdom Statistics Authority","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Accountant in Bankruptcy","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Department for Education (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Department for Work and Pensions (excl. agencies)","AO","160","155","21230","21010"
"In post","2021","16-19","Unknown","Department for Work and Pensions (excl. agencies)","EO","40","40","28290","27570"
"In post","2021","16-19","Unknown","Disclosure Scotland","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","FCDO Services","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","HM Treasury (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Home Office (incl. agencies)","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Home Office (incl. agencies)","AO","70","60","21610","21430"
"In post","2021","16-19","Unknown","Home Office (incl. agencies)","EO","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Home Office (incl. agencies)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Medicines and Healthcare Products Regulatory Agency","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Ministry of Defence (excl. agencies)","AA","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Ministry of Defence (excl. agencies)","AO","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Ministry of Defence (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","National Records of Scotland","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Office for Budget Responsibility","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Royal Fleet Auxiliary","Unknown","35","35","18640","15940"
"In post","2021","16-19","Unknown","Scotland Office (incl. Office of the Advocate General for Scotland)","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Scottish Government (excl. agencies)","AA","40","40","20860","21150"
"In post","2021","16-19","Unknown","Scottish Government (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Scottish Government (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Social Security Scotland","AA","10","10","[c]","[c]"
"In post","2021","16-19","Unknown","Social Security Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Social Security Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Student Awards Agency for Scotland","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Transport Scotland","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Welsh Government (excl. agencies)","AO","5","5","[c]","[c]"
"In post","2021","20-29","Analysis","Advisory, Conciliation and Arbitration Service","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Cabinet Office (excl. agencies)","EO","5","5","[c]","[c]"
"In post","2021","20-29","Analysis","Cabinet Office (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Cabinet Office (excl. agencies)","HEO","5","5","[c]","[c]"
"In post","2021","20-29","Analysis","Centre for Environment, Fisheries and Aquaculture Science","AA","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Centre for Environment, Fisheries and Aquaculture Science","AO","15","15","21320","21050"
"In post","2021","20-29","Analysis","Centre for Environment, Fisheries and Aquaculture Science","EO","25","25","24920","24920"
"In post","2021","20-29","Analysis","Centre for Environment, Fisheries and Aquaculture Science","HEO","20","20","29480","29270"
"In post","2021","20-29","Analysis","Centre for Environment, Fisheries and Aquaculture Science","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Charity Commission","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Competition and Markets Authority","AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Competition and Markets Authority","G7","10","10","55160","54320"
"In post","2021","20-29","Analysis","Competition and Markets Authority","HEO","20","20","33840","33610"
"In post","2021","20-29","Analysis","Competition and Markets Authority","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Crown Prosecution Service","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Debt Management Office","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Debt Management Office","HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Defence Science and Technology Laboratory","AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Defence Science and Technology Laboratory","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Defence Science and Technology Laboratory","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Defence Science and Technology Laboratory","HEO","70","70","27910","28650"
"In post","2021","20-29","Analysis","Defence Science and Technology Laboratory","SEO","30","30","37050","37320"
"In post","2021","20-29","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","AO","5","5","[c]","[c]"
"In post","2021","20-29","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","20","20","29700","27680"
"In post","2021","20-29","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","G7","20","20","57670","57620"
"In post","2021","20-29","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","HEO","125","125","35350","34090"
"In post","2021","20-29","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO","10","10","[c]","[c]"
"In post","2021","20-29","Analysis","Department for Digital, Culture, Media and Sport","AA","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Department for Digital, Culture, Media and Sport","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Department for Digital, Culture, Media and Sport","G7","20","20","61170","59730"
"In post","2021","20-29","Analysis","Department for Digital, Culture, Media and Sport","HEO","50","50","43030","42020"
"In post","2021","20-29","Analysis","Department for Education (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Department for Education (excl. agencies)","EO","15","15","28820","30000"
"In post","2021","20-29","Analysis","Department for Education (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Department for Education (excl. agencies)","G7","25","20","52940","53420"
"In post","2021","20-29","Analysis","Department for Education (excl. agencies)","HEO","55","55","35170","36370"
"In post","2021","20-29","Analysis","Department for Education (excl. agencies)","SEO","45","40","43580","42580"
"In post","2021","20-29","Analysis","Department for Education (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Department for Environment, Food and Rural Affairs (excl. agencies)","HEO","5","5","[c]","[c]"
"In post","2021","20-29","Analysis","Department for International Trade","AO","5","5","[c]","[c]"
"In post","2021","20-29","Analysis","Department for International Trade","EO","10","10","26780","26510"
"In post","2021","20-29","Analysis","Department for International Trade","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Department for International Trade","G7","35","35","48560","51970"
"In post","2021","20-29","Analysis","Department for International Trade","HEO","70","70","30970","31800"
"In post","2021","20-29","Analysis","Department for International Trade","SEO","15","15","39160","38540"
"In post","2021","20-29","Analysis","Department for Transport (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Department for Transport (excl. agencies)","EO","30","25","29190","29970"
"In post","2021","20-29","Analysis","Department for Transport (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Department for Transport (excl. agencies)","G7","40","40","54030","54650"
"In post","2021","20-29","Analysis","Department for Transport (excl. agencies)","HEO","85","85","32630","34330"
"In post","2021","20-29","Analysis","Department for Transport (excl. agencies)","SEO","25","25","42740","42680"
"In post","2021","20-29","Analysis","Department of Health and Social Care (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Department of Health and Social Care (excl. agencies)","EO","5","5","[c]","[c]"
"In post","2021","20-29","Analysis","Department of Health and Social Care (excl. agencies)","G6","10","10","65080","66230"
"In post","2021","20-29","Analysis","Department of Health and Social Care (excl. agencies)","G7","40","40","53010","53360"
"In post","2021","20-29","Analysis","Department of Health and Social Care (excl. agencies)","HEO","20","20","31810","32790"
"In post","2021","20-29","Analysis","Department of Health and Social Care (excl. agencies)","SEO","5","5","[c]","[c]"
"In post","2021","20-29","Analysis","Driver and Vehicle Licensing Agency","AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Driver and Vehicle Licensing Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Driver and Vehicle Standards Agency","HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Education and Skills Funding Agency","HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","ESTYN","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Food Standards Agency","AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Food Standards Agency","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Food Standards Agency","HEO","5","5","[c]","[c]"
"In post","2021","20-29","Analysis","Food Standards Agency","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Government Actuary's Department","AO","5","5","[c]","[c]"
"In post","2021","20-29","Analysis","Government Actuary's Department","EO","10","10","28300","28230"
"In post","2021","20-29","Analysis","Government Actuary's Department","G7","5","5","[c]","[c]"
"In post","2021","20-29","Analysis","Government Actuary's Department","HEO","15","15","35400","36330"
"In post","2021","20-29","Analysis","Government Actuary's Department","SEO","10","10","47060","48450"
"In post","2021","20-29","Analysis","Health and Safety Executive","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","HM Courts and Tribunals Service","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","HM Courts and Tribunals Service","HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","HM Courts and Tribunals Service","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","HM Revenue and Customs (excl. agencies)","AO","10","10","23330","24120"
"In post","2021","20-29","Analysis","HM Revenue and Customs (excl. agencies)","EO","10","10","27750","29570"
"In post","2021","20-29","Analysis","HM Revenue and Customs (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","HM Revenue and Customs (excl. agencies)","G7","30","30","51910","57610"
"In post","2021","20-29","Analysis","HM Revenue and Customs (excl. agencies)","HEO","140","140","34440","36160"
"In post","2021","20-29","Analysis","HM Revenue and Customs (excl. agencies)","SEO","55","55","37770","38630"
"In post","2021","20-29","Analysis","HM Treasury (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","HM Treasury (excl. agencies)","EO","5","5","[c]","[c]"
"In post","2021","20-29","Analysis","HM Treasury (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","HM Treasury (excl. agencies)","G7","25","25","54650","54840"
"In post","2021","20-29","Analysis","HM Treasury (excl. agencies)","HEO","40","40","34010","32320"
