"Status","Year","Disability","Function_of_post","Region_ITL2","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Debt","West Midlands","Birmingham","25","20","[c]","[c]"
"In post","2021","Declared disabled","Debt","West Midlands","Coventry","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt","West Midlands","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt","West Wales and The Valleys","Swansea","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt","West Yorkshire","Bradford","35","30","23550","21440"
"In post","2021","Declared disabled","Debt","West Yorkshire","Leeds","5","5","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Bedfordshire and Hertfordshire","Bedford","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Bedfordshire and Hertfordshire","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Bedfordshire and Hertfordshire","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","10","10","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","10","10","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Cheshire","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Cheshire","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Cheshire","Warrington","15","15","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Cumbria","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Cumbria","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Derbyshire and Nottinghamshire","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Derbyshire and Nottinghamshire","Nottingham","25","25","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Derbyshire and Nottinghamshire","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Derbyshire and Nottinghamshire","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Devon","Devon CC","45","45","35780","33860"
"In post","2021","Declared disabled","Digital, Data & Technology","Devon","Plymouth","40","40","36920","38450"
"In post","2021","Declared disabled","Digital, Data & Technology","Devon","Torbay","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Dorset and Somerset","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Dorset and Somerset","Dorset CC","5","5","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Dorset and Somerset","Somerset","25","25","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","East Anglia","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","East Anglia","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","East Anglia","North and West Norfolk","5","5","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","East Anglia","Norwich and East Norfolk","10","10","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","East Anglia","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","East Anglia","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","East Wales","Cardiff and Vale of Glamorgan","25","25","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","East Wales","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","East Wales","Monmouthshire and Newport","35","35","39550","37030"
"In post","2021","Declared disabled","Digital, Data & Technology","East Wales","Powys","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Eastern Scotland","City of Edinburgh","20","20","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Eastern Scotland","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Eastern Scotland","Falkirk","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Eastern Scotland","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Essex","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Essex","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Essex","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Essex","Southend-on-Sea","20","20","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","25","20","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","25","25","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","20","15","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Greater Manchester","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Greater Manchester","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Greater Manchester","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Greater Manchester","Greater Manchester South West","10","10","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Greater Manchester","Manchester","20","20","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Hampshire and Isle of Wight","Central Hampshire","10","10","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Hampshire and Isle of Wight","Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Hampshire and Isle of Wight","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Hampshire and Isle of Wight","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Hampshire and Isle of Wight","South Hampshire","20","15","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Hampshire and Isle of Wight","Southampton","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Herefordshire, Worcestershire and Warwickshire","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Herefordshire, Worcestershire and Warwickshire","Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Herefordshire, Worcestershire and Warwickshire","Worcestershire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Highlands and Islands","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Inner London - East","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Inner London - East","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Inner London - East","Lambeth","5","5","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Inner London - East","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Inner London - East","Tower Hamlets","100","95","49940","54700"
"In post","2021","Declared disabled","Digital, Data & Technology","Inner London - West","Camden and City of London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Inner London - West","Westminster","150","150","44180","38480"
"In post","2021","Declared disabled","Digital, Data & Technology","Kent","East Kent","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Kent","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Kent","Medway","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Kent","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Kent","West Kent","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Lancashire","Blackpool","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Lancashire","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Lancashire","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Lancashire","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Lancashire","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Leicestershire, Rutland and Northamptonshire","Leicester","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Lincolnshire","Lincolnshire","5","5","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Merseyside","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Merseyside","Liverpool","10","10","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Merseyside","Sefton","10","5","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Merseyside","Wirral","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","North Eastern Scotland","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","North Yorkshire","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","North Yorkshire","York","15","15","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Northern Ireland","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Northern Ireland","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Northern Ireland","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Northern Ireland","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Northumberland and Tyne and Wear","Northumberland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Northumberland and Tyne and Wear","Sunderland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Northumberland and Tyne and Wear","Tyneside","40","35","38220","35000"
"In post","2021","Declared disabled","Digital, Data & Technology","Outer London - East and North East","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Outer London - East and North East","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Outer London - South","Croydon","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Outer London - South","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Outer London - West and North West","Barnet","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Outer London - West and North West","Brent","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Outer London - West and North West","Hounslow and Richmond upon Thames","5","5","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Shropshire and Staffordshire","Shropshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Shropshire and Staffordshire","Staffordshire CC","5","5","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Shropshire and Staffordshire","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Shropshire and Staffordshire","Telford and Wrekin","30","30","38980","35000"
"In post","2021","Declared disabled","Digital, Data & Technology","South Yorkshire","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","South Yorkshire","Sheffield","20","20","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Southern Scotland","South Lanarkshire","25","25","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Surrey, East and West Sussex","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Surrey, East and West Sussex","East Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Surrey, East and West Sussex","East Sussex CC","5","5","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Surrey, East and West Sussex","West Surrey","5","5","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Surrey, East and West Sussex","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Surrey, East and West Sussex","West Sussex (South West)","15","15","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Tees Valley and Durham","Darlington","10","10","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Tees Valley and Durham","Durham CC","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Tees Valley and Durham","South Teesside","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","West Central Scotland","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","West Central Scotland","Glasgow City","10","10","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","West Central Scotland","Inverclyde, East Renfrewshire and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","West Central Scotland","North Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","West Midlands","Birmingham","20","20","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","West Midlands","Coventry","20","20","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","West Midlands","Solihull","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","West Midlands","Walsall","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","West Midlands","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","West Wales and The Valleys","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","West Wales and The Valleys","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","West Wales and The Valleys","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","West Wales and The Valleys","Swansea","45","40","39800","38110"
"In post","2021","Declared disabled","Digital, Data & Technology","West Yorkshire","Bradford","15","15","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","West Yorkshire","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","West Yorkshire","Leeds","10","10","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","West Yorkshire","Wakefield","5","5","[c]","[c]"
"In post","2021","Declared disabled","Finance","Bedfordshire and Hertfordshire","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Bedfordshire and Hertfordshire","Hertfordshire","5","5","[c]","[c]"
"In post","2021","Declared disabled","Finance","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","5","5","[c]","[c]"
"In post","2021","Declared disabled","Finance","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","10","10","[c]","[c]"
"In post","2021","Declared disabled","Finance","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","5","5","[c]","[c]"
"In post","2021","Declared disabled","Finance","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Cheshire","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Cheshire","Warrington","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Cumbria","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Cumbria","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Derbyshire and Nottinghamshire","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Derbyshire and Nottinghamshire","Nottingham","25","25","[c]","[c]"
"In post","2021","Declared disabled","Finance","Derbyshire and Nottinghamshire","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Derbyshire and Nottinghamshire","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Devon","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Devon","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Dorset and Somerset","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Dorset and Somerset","Dorset CC","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Dorset and Somerset","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","East Anglia","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","East Anglia","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","East Anglia","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","East Anglia","Peterborough","5","5","[c]","[c]"
"In post","2021","Declared disabled","Finance","East Anglia","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","East Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","East Wales","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","East Wales","Monmouthshire and Newport","5","5","[c]","[c]"
"In post","2021","Declared disabled","Finance","East Wales","Powys","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Eastern Scotland","Angus and Dundee City","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Eastern Scotland","City of Edinburgh","10","10","[c]","[c]"
"In post","2021","Declared disabled","Finance","Eastern Scotland","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Eastern Scotland","Falkirk","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Eastern Scotland","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Eastern Scotland","West Lothian","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Essex","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Essex","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Essex","Southend-on-Sea","20","20","[c]","[c]"
"In post","2021","Declared disabled","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","85","80","36410","32600"
"In post","2021","Declared disabled","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","20","20","[c]","[c]"
"In post","2021","Declared disabled","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","15","15","[c]","[c]"
"In post","2021","Declared disabled","Finance","Greater Manchester","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Greater Manchester","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Greater Manchester","Greater Manchester South West","5","5","[c]","[c]"
"In post","2021","Declared disabled","Finance","Greater Manchester","Manchester","15","15","[c]","[c]"
"In post","2021","Declared disabled","Finance","Hampshire and Isle of Wight","Central Hampshire","15","15","[c]","[c]"
"In post","2021","Declared disabled","Finance","Hampshire and Isle of Wight","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Hampshire and Isle of Wight","Portsmouth","15","10","[c]","[c]"
"In post","2021","Declared disabled","Finance","Hampshire and Isle of Wight","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Hampshire and Isle of Wight","Southampton","5","5","[c]","[c]"
"In post","2021","Declared disabled","Finance","Herefordshire, Worcestershire and Warwickshire","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Herefordshire, Worcestershire and Warwickshire","Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Herefordshire, Worcestershire and Warwickshire","Worcestershire","5","5","[c]","[c]"
"In post","2021","Declared disabled","Finance","Highlands and Islands","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Inner London - East","Hackney and Newham","5","5","[c]","[c]"
"In post","2021","Declared disabled","Finance","Inner London - East","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Inner London - East","Lambeth","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Inner London - East","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Inner London - East","Tower Hamlets","25","25","[c]","[c]"
"In post","2021","Declared disabled","Finance","Inner London - West","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Inner London - West","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Inner London - West","Westminster","135","130","50070","44670"
"In post","2021","Declared disabled","Finance","Kent","East Kent","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Kent","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Kent","Medway","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Kent","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Kent","West Kent","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Lancashire","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Lancashire","Blackpool","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Lancashire","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Lancashire","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Lancashire","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Lancashire","Mid Lancashire","10","10","[c]","[c]"
"In post","2021","Declared disabled","Finance","Leicestershire, Rutland and Northamptonshire","Leicester","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Lincolnshire","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Merseyside","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Merseyside","Liverpool","20","20","[c]","[c]"
"In post","2021","Declared disabled","Finance","Merseyside","Sefton","5","5","[c]","[c]"
"In post","2021","Declared disabled","Finance","Merseyside","Wirral","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","North Eastern Scotland","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","North Yorkshire","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","North Yorkshire","York","10","10","[c]","[c]"
"In post","2021","Declared disabled","Finance","Northern Ireland","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Northern Ireland","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Northern Ireland","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Northern Ireland","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Northumberland and Tyne and Wear","Northumberland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Northumberland and Tyne and Wear","Sunderland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Northumberland and Tyne and Wear","Tyneside","20","20","[c]","[c]"
"In post","2021","Declared disabled","Finance","Outer London - East and North East","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Outer London - South","Croydon","10","10","[c]","[c]"
