"Status","Year","Disability","Region_ITL1","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared non-disabled","Northern Ireland","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Northern Ireland","AA","Undeclared","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Northern Ireland","AA","Unknown","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Northern Ireland","AO","Heterosexual / straight","540","490","21360","21430"
"In post","2021","Declared non-disabled","Northern Ireland","AO","LGBO","30","25","[c]","[c]"
"In post","2021","Declared non-disabled","Northern Ireland","AO","Undeclared","35","30","21870","21430"
"In post","2021","Declared non-disabled","Northern Ireland","AO","Unknown","35","30","21380","21440"
"In post","2021","Declared non-disabled","Northern Ireland","EO","Heterosexual / straight","520","485","26460","25560"
"In post","2021","Declared non-disabled","Northern Ireland","EO","LGBO","25","20","[c]","[c]"
"In post","2021","Declared non-disabled","Northern Ireland","EO","Undeclared","25","20","[c]","[c]"
"In post","2021","Declared non-disabled","Northern Ireland","EO","Unknown","35","30","27030","26750"
"In post","2021","Declared non-disabled","Northern Ireland","G6","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Northern Ireland","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Northern Ireland","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Northern Ireland","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Northern Ireland","G7","Heterosexual / straight","135","125","54760","52580"
"In post","2021","Declared non-disabled","Northern Ireland","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Northern Ireland","G7","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Northern Ireland","G7","Unknown","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Northern Ireland","HEO","Heterosexual / straight","345","330","32510","31810"
"In post","2021","Declared non-disabled","Northern Ireland","HEO","LGBO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Northern Ireland","HEO","Undeclared","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Northern Ireland","HEO","Unknown","30","30","[c]","[c]"
"In post","2021","Declared non-disabled","Northern Ireland","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Northern Ireland","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Northern Ireland","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Northern Ireland","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Northern Ireland","SEO","Heterosexual / straight","160","150","39440","38630"
"In post","2021","Declared non-disabled","Northern Ireland","SEO","LGBO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Northern Ireland","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Northern Ireland","SEO","Unknown","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Northern Ireland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Northern Ireland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Northern Ireland","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Northern Ireland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Overseas","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Overseas","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Overseas","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Overseas","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Overseas","AO","Heterosexual / straight","40","40","22410","23000"
"In post","2021","Declared non-disabled","Overseas","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Overseas","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Overseas","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Overseas","EO","Heterosexual / straight","165","165","27670","26930"
"In post","2021","Declared non-disabled","Overseas","EO","LGBO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Overseas","EO","Undeclared","30","30","[c]","[c]"
"In post","2021","Declared non-disabled","Overseas","EO","Unknown","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Overseas","G6","Heterosexual / straight","255","255","66360","65220"
"In post","2021","Declared non-disabled","Overseas","G6","LGBO","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Overseas","G6","Undeclared","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Overseas","G6","Unknown","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Overseas","G7","Heterosexual / straight","465","460","56230","55540"
"In post","2021","Declared non-disabled","Overseas","G7","LGBO","40","40","54650","54470"
"In post","2021","Declared non-disabled","Overseas","G7","Undeclared","40","40","57930","55730"
"In post","2021","Declared non-disabled","Overseas","G7","Unknown","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Overseas","HEO","Heterosexual / straight","550","550","34750","34220"
"In post","2021","Declared non-disabled","Overseas","HEO","LGBO","35","35","35090","34220"
"In post","2021","Declared non-disabled","Overseas","HEO","Undeclared","55","55","35070","34220"
"In post","2021","Declared non-disabled","Overseas","HEO","Unknown","30","30","38160","36930"
"In post","2021","Declared non-disabled","Overseas","SCS level","Heterosexual / straight","180","180","86070","77820"
"In post","2021","Declared non-disabled","Overseas","SCS level","LGBO","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Overseas","SCS level","Undeclared","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Overseas","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Overseas","SEO","Heterosexual / straight","270","270","46850","42170"
"In post","2021","Declared non-disabled","Overseas","SEO","LGBO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Overseas","SEO","Undeclared","30","30","43950","40970"
"In post","2021","Declared non-disabled","Overseas","SEO","Unknown","30","25","[c]","[c]"
"In post","2021","Declared non-disabled","Overseas","Unknown","Heterosexual / straight","175","175","[c]","[c]"
"In post","2021","Declared non-disabled","Overseas","Unknown","LGBO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Overseas","Unknown","Undeclared","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Scotland","AA","Heterosexual / straight","875","825","20270","20060"
"In post","2021","Declared non-disabled","Scotland","AA","LGBO","45","45","20590","20060"
"In post","2021","Declared non-disabled","Scotland","AA","Undeclared","45","45","20100","20060"
"In post","2021","Declared non-disabled","Scotland","AA","Unknown","150","140","21290","22230"
"In post","2021","Declared non-disabled","Scotland","AO","Heterosexual / straight","5365","4815","22040","21010"
"In post","2021","Declared non-disabled","Scotland","AO","LGBO","260","250","21520","21010"
"In post","2021","Declared non-disabled","Scotland","AO","Undeclared","565","500","22330","21010"
"In post","2021","Declared non-disabled","Scotland","AO","Unknown","1595","1375","22250","21010"
"In post","2021","Declared non-disabled","Scotland","EO","Heterosexual / straight","5605","5200","27270","27570"
"In post","2021","Declared non-disabled","Scotland","EO","LGBO","270","260","27010","27570"
"In post","2021","Declared non-disabled","Scotland","EO","Undeclared","490","440","27330","27570"
"In post","2021","Declared non-disabled","Scotland","EO","Unknown","1220","1075","27980","27570"
"In post","2021","Declared non-disabled","Scotland","G6","Heterosexual / straight","735","710","69720","69160"
"In post","2021","Declared non-disabled","Scotland","G6","LGBO","40","40","69030","68060"
"In post","2021","Declared non-disabled","Scotland","G6","Undeclared","45","45","70290","69760"
"In post","2021","Declared non-disabled","Scotland","G6","Unknown","120","115","72150","73940"
"In post","2021","Declared non-disabled","Scotland","G7","Heterosexual / straight","1555","1490","56440","56030"
"In post","2021","Declared non-disabled","Scotland","G7","LGBO","70","65","55700","54070"
"In post","2021","Declared non-disabled","Scotland","G7","Undeclared","90","90","56950","56120"
"In post","2021","Declared non-disabled","Scotland","G7","Unknown","215","205","57200","58700"
"In post","2021","Declared non-disabled","Scotland","HEO","Heterosexual / straight","3285","3150","33190","32140"
"In post","2021","Declared non-disabled","Scotland","HEO","LGBO","170","170","32460","31990"
"In post","2021","Declared non-disabled","Scotland","HEO","Undeclared","225","215","33560","32140"
"In post","2021","Declared non-disabled","Scotland","HEO","Unknown","525","495","34630","35110"
"In post","2021","Declared non-disabled","Scotland","SCS level","Heterosexual / straight","180","175","88850","83230"
"In post","2021","Declared non-disabled","Scotland","SCS level","LGBO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Scotland","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Scotland","SCS level","Unknown","35","30","87490","83230"
"In post","2021","Declared non-disabled","Scotland","SEO","Heterosexual / straight","2435","2340","43540","41750"
"In post","2021","Declared non-disabled","Scotland","SEO","LGBO","125","120","42940","40580"
"In post","2021","Declared non-disabled","Scotland","SEO","Undeclared","175","165","44010","40620"
"In post","2021","Declared non-disabled","Scotland","SEO","Unknown","365","345","45690","46480"
"In post","2021","Declared non-disabled","Scotland","Unknown","Heterosexual / straight","75","75","39940","41960"
"In post","2021","Declared non-disabled","Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Scotland","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Scotland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","South East (England)","AA","Heterosexual / straight","1275","1165","19950","19560"
"In post","2021","Declared non-disabled","South East (England)","AA","LGBO","70","65","20860","20600"
"In post","2021","Declared non-disabled","South East (England)","AA","Undeclared","90","85","19570","19560"
"In post","2021","Declared non-disabled","South East (England)","AA","Unknown","90","80","21180","21330"
"In post","2021","Declared non-disabled","South East (England)","AO","Heterosexual / straight","5815","5365","24860","22500"
"In post","2021","Declared non-disabled","South East (England)","AO","LGBO","325","310","25940","24370"
"In post","2021","Declared non-disabled","South East (England)","AO","Undeclared","505","460","24600","21710"
"In post","2021","Declared non-disabled","South East (England)","AO","Unknown","705","600","24210","22010"
"In post","2021","Declared non-disabled","South East (England)","EO","Heterosexual / straight","7050","6545","27860","27570"
"In post","2021","Declared non-disabled","South East (England)","EO","LGBO","380","365","28170","27570"
"In post","2021","Declared non-disabled","South East (England)","EO","Undeclared","765","690","28200","27570"
"In post","2021","Declared non-disabled","South East (England)","EO","Unknown","820","725","28590","27570"
"In post","2021","Declared non-disabled","South East (England)","G6","Heterosexual / straight","345","335","69080","66430"
"In post","2021","Declared non-disabled","South East (England)","G6","LGBO","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","South East (England)","G6","Undeclared","35","35","70050","66480"
"In post","2021","Declared non-disabled","South East (England)","G6","Unknown","35","35","66370","64700"
"In post","2021","Declared non-disabled","South East (England)","G7","Heterosexual / straight","1555","1475","54780","53630"
"In post","2021","Declared non-disabled","South East (England)","G7","LGBO","45","45","55630","53270"
"In post","2021","Declared non-disabled","South East (England)","G7","Undeclared","115","115","55320","54540"
"In post","2021","Declared non-disabled","South East (England)","G7","Unknown","130","120","55890","54840"
"In post","2021","Declared non-disabled","South East (England)","HEO","Heterosexual / straight","3250","3120","33380","33300"
"In post","2021","Declared non-disabled","South East (England)","HEO","LGBO","140","135","33290","33000"
"In post","2021","Declared non-disabled","South East (England)","HEO","Undeclared","345","330","33820","33300"
"In post","2021","Declared non-disabled","South East (England)","HEO","Unknown","255","235","34780","34630"
"In post","2021","Declared non-disabled","South East (England)","SCS level","Heterosexual / straight","105","105","92110","89860"
"In post","2021","Declared non-disabled","South East (England)","SCS level","LGBO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","South East (England)","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","South East (England)","SCS level","Unknown","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","South East (England)","SEO","Heterosexual / straight","2135","2045","41670","40580"
"In post","2021","Declared non-disabled","South East (England)","SEO","LGBO","60","60","41010","40580"
"In post","2021","Declared non-disabled","South East (England)","SEO","Undeclared","230","220","42340","40580"
"In post","2021","Declared non-disabled","South East (England)","SEO","Unknown","180","170","42120","40580"
"In post","2021","Declared non-disabled","South East (England)","Unknown","Heterosexual / straight","870","800","30670","30880"
"In post","2021","Declared non-disabled","South East (England)","Unknown","LGBO","60","60","27240","24020"
"In post","2021","Declared non-disabled","South East (England)","Unknown","Undeclared","70","65","33340","32470"
"In post","2021","Declared non-disabled","South East (England)","Unknown","Unknown","45","40","34250","37170"
"In post","2021","Declared non-disabled","South West (England)","AA","Heterosexual / straight","840","800","19300","19560"
"In post","2021","Declared non-disabled","South West (England)","AA","LGBO","40","40","19620","19560"
"In post","2021","Declared non-disabled","South West (England)","AA","Undeclared","70","70","19240","19560"
"In post","2021","Declared non-disabled","South West (England)","AA","Unknown","75","65","19910","19730"
"In post","2021","Declared non-disabled","South West (England)","AO","Heterosexual / straight","3920","3585","22600","21050"
"In post","2021","Declared non-disabled","South West (England)","AO","LGBO","200","190","23020","21050"
"In post","2021","Declared non-disabled","South West (England)","AO","Undeclared","370","325","22880","21050"
"In post","2021","Declared non-disabled","South West (England)","AO","Unknown","655","545","22460","21010"
"In post","2021","Declared non-disabled","South West (England)","EO","Heterosexual / straight","5620","5225","26220","26750"
"In post","2021","Declared non-disabled","South West (England)","EO","LGBO","270","260","26360","27540"
"In post","2021","Declared non-disabled","South West (England)","EO","Undeclared","540","490","27040","27540"
"In post","2021","Declared non-disabled","South West (England)","EO","Unknown","960","825","27050","27570"
"In post","2021","Declared non-disabled","South West (England)","G6","Heterosexual / straight","845","810","67090","66430"
"In post","2021","Declared non-disabled","South West (England)","G6","LGBO","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","South West (England)","G6","Undeclared","80","75","67660","65530"
"In post","2021","Declared non-disabled","South West (England)","G6","Unknown","170","155","62210","60550"
"In post","2021","Declared non-disabled","South West (England)","G7","Heterosexual / straight","2620","2535","52930","52580"
"In post","2021","Declared non-disabled","South West (England)","G7","LGBO","70","70","51870","49860"
"In post","2021","Declared non-disabled","South West (England)","G7","Undeclared","220","210","53890","53430"
"In post","2021","Declared non-disabled","South West (England)","G7","Unknown","455","435","50130","48360"
"In post","2021","Declared non-disabled","South West (England)","HEO","Heterosexual / straight","4865","4635","31970","32480"
"In post","2021","Declared non-disabled","South West (England)","HEO","LGBO","185","180","31200","31810"
"In post","2021","Declared non-disabled","South West (England)","HEO","Undeclared","460","430","33010","33300"
"In post","2021","Declared non-disabled","South West (England)","HEO","Unknown","685","650","33230","33050"
"In post","2021","Declared non-disabled","South West (England)","SCS level","Heterosexual / straight","205","195","95510","90670"
"In post","2021","Declared non-disabled","South West (England)","SCS level","LGBO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","South West (England)","SCS level","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","South West (England)","SCS level","Unknown","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","South West (England)","SEO","Heterosexual / straight","4190","4035","40870","40580"
"In post","2021","Declared non-disabled","South West (England)","SEO","LGBO","130","130","39670","39470"
"In post","2021","Declared non-disabled","South West (England)","SEO","Undeclared","405","380","41900","41000"
"In post","2021","Declared non-disabled","South West (England)","SEO","Unknown","690","655","40690","39770"
"In post","2021","Declared non-disabled","South West (England)","Unknown","Heterosexual / straight","1550","1470","37200","33260"
"In post","2021","Declared non-disabled","South West (England)","Unknown","LGBO","55","55","30310","27870"
"In post","2021","Declared non-disabled","South West (England)","Unknown","Undeclared","135","125","40050","37850"
"In post","2021","Declared non-disabled","South West (England)","Unknown","Unknown","45","40","39550","37170"
"In post","2021","Declared non-disabled","Unknown","AA","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","AO","Heterosexual / straight","115","105","22340","21010"
"In post","2021","Declared non-disabled","Unknown","AO","LGBO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","AO","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","AO","Unknown","30","20","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","EO","Heterosexual / straight","300","285","28030","27570"
"In post","2021","Declared non-disabled","Unknown","EO","LGBO","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","EO","Undeclared","30","30","28430","27570"
"In post","2021","Declared non-disabled","Unknown","EO","Unknown","55","50","28280","27570"
"In post","2021","Declared non-disabled","Unknown","G6","Heterosexual / straight","25","20","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","G6","Unknown","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","G7","Heterosexual / straight","75","75","52900","51950"
"In post","2021","Declared non-disabled","Unknown","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","G7","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","G7","Unknown","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","HEO","Heterosexual / straight","135","130","34670","33250"
"In post","2021","Declared non-disabled","Unknown","HEO","LGBO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","HEO","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","HEO","Unknown","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","SEO","Heterosexual / straight","65","65","40270","39670"
"In post","2021","Declared non-disabled","Unknown","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","SEO","Unknown","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Unknown","Heterosexual / straight","50","50","28500","27370"
"In post","2021","Declared non-disabled","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Wales","AA","Heterosexual / straight","775","670","18650","18060"
"In post","2021","Declared non-disabled","Wales","AA","LGBO","40","40","18430","18060"
"In post","2021","Declared non-disabled","Wales","AA","Undeclared","325","245","18490","18060"
"In post","2021","Declared non-disabled","Wales","AA","Unknown","40","30","19060","19560"
"In post","2021","Declared non-disabled","Wales","AO","Heterosexual / straight","5345","4840","21820","21590"
"In post","2021","Declared non-disabled","Wales","AO","LGBO","260","245","21630","21140"
"In post","2021","Declared non-disabled","Wales","AO","Undeclared","815","690","21780","21590"
"In post","2021","Declared non-disabled","Wales","AO","Unknown","820","670","21160","21010"
"In post","2021","Declared non-disabled","Wales","EO","Heterosexual / straight","4950","4605","27110","27570"
"In post","2021","Declared non-disabled","Wales","EO","LGBO","265","260","26790","27570"
"In post","2021","Declared non-disabled","Wales","EO","Undeclared","605","550","27530","27570"
"In post","2021","Declared non-disabled","Wales","EO","Unknown","755","655","27120","27570"
"In post","2021","Declared non-disabled","Wales","G6","Heterosexual / straight","445","425","70070","71200"
"In post","2021","Declared non-disabled","Wales","G6","LGBO","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Wales","G6","Undeclared","45","45","71290","69660"
"In post","2021","Declared non-disabled","Wales","G6","Unknown","30","25","[c]","[c]"
"In post","2021","Declared non-disabled","Wales","G7","Heterosexual / straight","1520","1460","55940","56620"
"In post","2021","Declared non-disabled","Wales","G7","LGBO","55","55","54570","53910"
"In post","2021","Declared non-disabled","Wales","G7","Undeclared","165","160","57490","60190"
"In post","2021","Declared non-disabled","Wales","G7","Unknown","170","160","55860","56620"
"In post","2021","Declared non-disabled","Wales","HEO","Heterosexual / straight","3095","2935","33750","33170"
"In post","2021","Declared non-disabled","Wales","HEO","LGBO","140","140","32550","31810"
"In post","2021","Declared non-disabled","Wales","HEO","Undeclared","310","295","34510","34040"
"In post","2021","Declared non-disabled","Wales","HEO","Unknown","270","245","32580","32160"
"In post","2021","Declared non-disabled","Wales","SCS level","Heterosexual / straight","200","195","87710","79800"
"In post","2021","Declared non-disabled","Wales","SCS level","LGBO","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Wales","SCS level","Undeclared","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Wales","SCS level","Unknown","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Wales","SEO","Heterosexual / straight","2210","2120","42880","42740"
"In post","2021","Declared non-disabled","Wales","SEO","LGBO","100","100","41620","40720"
"In post","2021","Declared non-disabled","Wales","SEO","Undeclared","230","220","43760","43760"
"In post","2021","Declared non-disabled","Wales","SEO","Unknown","175","165","39800","38630"
"In post","2021","Declared non-disabled","Wales","Unknown","Heterosexual / straight","685","645","30070","30210"
"In post","2021","Declared non-disabled","Wales","Unknown","LGBO","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Wales","Unknown","Undeclared","30","25","[c]","[c]"
"In post","2021","Declared non-disabled","Wales","Unknown","Unknown","30","30","34200","36280"
"In post","2021","Declared non-disabled","West Midlands (England)","AA","Heterosexual / straight","620","580","19300","19560"
"In post","2021","Declared non-disabled","West Midlands (England)","AA","LGBO","35","35","20130","20600"
"In post","2021","Declared non-disabled","West Midlands (England)","AA","Undeclared","45","40","18790","18800"
"In post","2021","Declared non-disabled","West Midlands (England)","AA","Unknown","85","70","20240","20230"
"In post","2021","Declared non-disabled","West Midlands (England)","AO","Heterosexual / straight","4430","4035","22150","21010"
"In post","2021","Declared non-disabled","West Midlands (England)","AO","LGBO","210","200","22990","21330"
"In post","2021","Declared non-disabled","West Midlands (England)","AO","Undeclared","410","355","21480","21010"
"In post","2021","Declared non-disabled","West Midlands (England)","AO","Unknown","935","770","21720","21010"
"In post","2021","Declared non-disabled","West Midlands (England)","EO","Heterosexual / straight","4685","4350","26900","27570"
"In post","2021","Declared non-disabled","West Midlands (England)","EO","LGBO","185","180","26870","27570"
"In post","2021","Declared non-disabled","West Midlands (England)","EO","Undeclared","470","425","26990","27570"
"In post","2021","Declared non-disabled","West Midlands (England)","EO","Unknown","1165","1015","27300","27570"
"In post","2021","Declared non-disabled","West Midlands (England)","G6","Heterosexual / straight","300","290","67600","64670"
"In post","2021","Declared non-disabled","West Midlands (England)","G6","LGBO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","West Midlands (England)","G6","Undeclared","30","30","67340","64840"
"In post","2021","Declared non-disabled","West Midlands (England)","G6","Unknown","40","40","68980","64670"
"In post","2021","Declared non-disabled","West Midlands (England)","G7","Heterosexual / straight","990","960","54000","52580"
"In post","2021","Declared non-disabled","West Midlands (England)","G7","LGBO","45","45","54410","52580"
"In post","2021","Declared non-disabled","West Midlands (England)","G7","Undeclared","60","55","53440","52580"
"In post","2021","Declared non-disabled","West Midlands (England)","G7","Unknown","165","155","53190","51470"
"In post","2021","Declared non-disabled","West Midlands (England)","HEO","Heterosexual / straight","2250","2150","32510","31990"
"In post","2021","Declared non-disabled","West Midlands (England)","HEO","LGBO","85","80","32430","31990"
"In post","2021","Declared non-disabled","West Midlands (England)","HEO","Undeclared","185","175","32650","31990"
"In post","2021","Declared non-disabled","West Midlands (England)","HEO","Unknown","310","290","33310","32230"
"In post","2021","Declared non-disabled","West Midlands (England)","SCS level","Heterosexual / straight","130","125","92530","84480"
"In post","2021","Declared non-disabled","West Midlands (England)","SCS level","LGBO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","West Midlands (England)","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","West Midlands (England)","SCS level","Unknown","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","West Midlands (England)","SEO","Heterosexual / straight","1510","1450","40970","38980"
"In post","2021","Declared non-disabled","West Midlands (England)","SEO","LGBO","40","40","41820","40300"
"In post","2021","Declared non-disabled","West Midlands (England)","SEO","Undeclared","125","120","41670","40580"
"In post","2021","Declared non-disabled","West Midlands (England)","SEO","Unknown","210","200","41010","39460"
"In post","2021","Declared non-disabled","West Midlands (England)","Unknown","Heterosexual / straight","885","815","29690","28200"
"In post","2021","Declared non-disabled","West Midlands (England)","Unknown","LGBO","30","30","25690","22920"
"In post","2021","Declared non-disabled","West Midlands (England)","Unknown","Undeclared","50","50","31360","31420"
"In post","2021","Declared non-disabled","West Midlands (England)","Unknown","Unknown","70","60","31350","30210"
"In post","2021","Declared non-disabled","Yorkshire and The Humber","AA","Heterosexual / straight","700","645","19670","20070"
"In post","2021","Declared non-disabled","Yorkshire and The Humber","AA","LGBO","35","30","19830","20600"
"In post","2021","Declared non-disabled","Yorkshire and The Humber","AA","Undeclared","60","55","19690","20070"
"In post","2021","Declared non-disabled","Yorkshire and The Humber","AA","Unknown","70","55","20440","20600"
"In post","2021","Declared non-disabled","Yorkshire and The Humber","AO","Heterosexual / straight","5140","4615","22800","21430"
"In post","2021","Declared non-disabled","Yorkshire and The Humber","AO","LGBO","265","255","23280","21430"
"In post","2021","Declared non-disabled","Yorkshire and The Humber","AO","Undeclared","485","425","22900","21010"
"In post","2021","Declared non-disabled","Yorkshire and The Humber","AO","Unknown","835","685","22510","21010"
"In post","2021","Declared non-disabled","Yorkshire and The Humber","EO","Heterosexual / straight","5435","5005","27040","27510"
"In post","2021","Declared non-disabled","Yorkshire and The Humber","EO","LGBO","265","260","27000","27570"
"In post","2021","Declared non-disabled","Yorkshire and The Humber","EO","Undeclared","560","500","27110","27570"
"In post","2021","Declared non-disabled","Yorkshire and The Humber","EO","Unknown","1080","930","27570","27570"
"In post","2021","Declared non-disabled","Yorkshire and The Humber","G6","Heterosexual / straight","530","515","65570","63970"
"In post","2021","Declared non-disabled","Yorkshire and The Humber","G6","LGBO","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Yorkshire and The Humber","G6","Undeclared","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Yorkshire and The Humber","G6","Unknown","85","80","65770","64670"
"In post","2021","Declared non-disabled","Yorkshire and The Humber","G7","Heterosexual / straight","1675","1595","53790","52280"
"In post","2021","Declared non-disabled","Yorkshire and The Humber","G7","LGBO","80","75","53730","52150"
"In post","2021","Declared non-disabled","Yorkshire and The Humber","G7","Undeclared","115","115","53540","52070"
"In post","2021","Declared non-disabled","Yorkshire and The Humber","G7","Unknown","250","230","53880","52580"
"In post","2021","Declared non-disabled","Yorkshire and The Humber","HEO","Heterosexual / straight","2925","2755","32320","31870"
"In post","2021","Declared non-disabled","Yorkshire and The Humber","HEO","LGBO","175","170","31630","31810"
"In post","2021","Declared non-disabled","Yorkshire and The Humber","HEO","Undeclared","240","225","32890","31990"
