"Status","Year","Disability","Region_ITL1","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","North East (England)","AO","Unknown","165","130","21530","21010"
"In post","2021","Declared disabled","North East (England)","EO","Heterosexual / straight","785","690","27130","27570"
"In post","2021","Declared disabled","North East (England)","EO","LGBO","55","55","26690","27570"
"In post","2021","Declared disabled","North East (England)","EO","Undeclared","65","60","27100","27570"
"In post","2021","Declared disabled","North East (England)","EO","Unknown","95","75","27130","27570"
"In post","2021","Declared disabled","North East (England)","G6","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Declared disabled","North East (England)","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","North East (England)","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","North East (England)","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","North East (England)","G7","Heterosexual / straight","90","85","51880","52580"
"In post","2021","Declared disabled","North East (England)","G7","LGBO","5","5","[c]","[c]"
"In post","2021","Declared disabled","North East (England)","G7","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared disabled","North East (England)","G7","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","North East (England)","HEO","Heterosexual / straight","300","280","31920","31810"
"In post","2021","Declared disabled","North East (England)","HEO","LGBO","25","25","[c]","[c]"
"In post","2021","Declared disabled","North East (England)","HEO","Undeclared","30","30","32940","32360"
"In post","2021","Declared disabled","North East (England)","HEO","Unknown","25","25","[c]","[c]"
"In post","2021","Declared disabled","North East (England)","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Declared disabled","North East (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","North East (England)","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","North East (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","North East (England)","SEO","Heterosexual / straight","155","150","39110","38630"
"In post","2021","Declared disabled","North East (England)","SEO","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","North East (England)","SEO","Undeclared","15","15","[c]","[c]"
"In post","2021","Declared disabled","North East (England)","SEO","Unknown","10","10","[c]","[c]"
"In post","2021","Declared disabled","North East (England)","Unknown","Heterosexual / straight","120","115","29440","28200"
"In post","2021","Declared disabled","North East (England)","Unknown","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","North East (England)","Unknown","Undeclared","15","10","[c]","[c]"
"In post","2021","Declared disabled","North East (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","North West (England)","AA","Heterosexual / straight","170","150","19270","19560"
"In post","2021","Declared disabled","North West (England)","AA","LGBO","15","10","[c]","[c]"
"In post","2021","Declared disabled","North West (England)","AA","Undeclared","20","20","[c]","[c]"
"In post","2021","Declared disabled","North West (England)","AA","Unknown","25","20","[c]","[c]"
"In post","2021","Declared disabled","North West (England)","AO","Heterosexual / straight","1710","1485","21340","21010"
"In post","2021","Declared disabled","North West (England)","AO","LGBO","150","140","21780","21010"
"In post","2021","Declared disabled","North West (England)","AO","Undeclared","245","210","21420","21010"
"In post","2021","Declared disabled","North West (England)","AO","Unknown","285","235","21410","21010"
"In post","2021","Declared disabled","North West (England)","EO","Heterosexual / straight","1735","1555","26970","27570"
"In post","2021","Declared disabled","North West (England)","EO","LGBO","160","155","26730","27570"
"In post","2021","Declared disabled","North West (England)","EO","Undeclared","240","210","27010","27570"
"In post","2021","Declared disabled","North West (England)","EO","Unknown","220","195","27350","27570"
"In post","2021","Declared disabled","North West (England)","G6","Heterosexual / straight","60","60","65750","64670"
"In post","2021","Declared disabled","North West (England)","G6","LGBO","5","5","[c]","[c]"
"In post","2021","Declared disabled","North West (England)","G6","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared disabled","North West (England)","G6","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","North West (England)","G7","Heterosexual / straight","245","235","53090","52580"
"In post","2021","Declared disabled","North West (England)","G7","LGBO","20","20","[c]","[c]"
"In post","2021","Declared disabled","North West (England)","G7","Undeclared","30","30","51570","52580"
"In post","2021","Declared disabled","North West (England)","G7","Unknown","20","20","[c]","[c]"
"In post","2021","Declared disabled","North West (England)","HEO","Heterosexual / straight","635","595","32450","31990"
"In post","2021","Declared disabled","North West (England)","HEO","LGBO","65","65","32500","31870"
"In post","2021","Declared disabled","North West (England)","HEO","Undeclared","65","60","32950","32320"
"In post","2021","Declared disabled","North West (England)","HEO","Unknown","50","45","33080","32030"
"In post","2021","Declared disabled","North West (England)","SCS level","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Declared disabled","North West (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","North West (England)","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","North West (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","North West (England)","SEO","Heterosexual / straight","370","345","39840","38630"
"In post","2021","Declared disabled","North West (England)","SEO","LGBO","35","35","38430","37470"
"In post","2021","Declared disabled","North West (England)","SEO","Undeclared","45","45","38980","38530"
"In post","2021","Declared disabled","North West (England)","SEO","Unknown","20","20","[c]","[c]"
"In post","2021","Declared disabled","North West (England)","Unknown","Heterosexual / straight","270","250","30470","30210"
"In post","2021","Declared disabled","North West (England)","Unknown","LGBO","25","25","[c]","[c]"
"In post","2021","Declared disabled","North West (England)","Unknown","Undeclared","35","30","31310","31420"
"In post","2021","Declared disabled","North West (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","AA","Heterosexual / straight","30","30","19870","20060"
"In post","2021","Declared disabled","Northern Ireland","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","AO","Heterosexual / straight","80","75","21470","21430"
"In post","2021","Declared disabled","Northern Ireland","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","AO","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","AO","Unknown","15","10","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","EO","Heterosexual / straight","65","60","26510","25900"
"In post","2021","Declared disabled","Northern Ireland","EO","LGBO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","EO","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","EO","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","HEO","Heterosexual / straight","45","40","32210","31810"
"In post","2021","Declared disabled","Northern Ireland","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","SEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Overseas","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Overseas","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Overseas","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Overseas","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Overseas","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Overseas","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Overseas","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Overseas","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Overseas","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Declared disabled","Overseas","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Overseas","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Overseas","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Overseas","G6","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Declared disabled","Overseas","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Overseas","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Overseas","G6","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","Overseas","G7","Heterosexual / straight","40","40","55920","54540"
"In post","2021","Declared disabled","Overseas","G7","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Overseas","G7","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared disabled","Overseas","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Overseas","HEO","Heterosexual / straight","45","45","34490","34260"
"In post","2021","Declared disabled","Overseas","HEO","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Overseas","HEO","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared disabled","Overseas","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Overseas","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Declared disabled","Overseas","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Overseas","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Overseas","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Overseas","SEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Declared disabled","Overseas","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Overseas","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Overseas","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Overseas","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Declared disabled","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Overseas","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scotland","AA","Heterosexual / straight","155","140","20530","20070"
"In post","2021","Declared disabled","Scotland","AA","LGBO","25","25","[c]","[c]"
"In post","2021","Declared disabled","Scotland","AA","Undeclared","15","10","[c]","[c]"
"In post","2021","Declared disabled","Scotland","AA","Unknown","35","35","21370","22230"
"In post","2021","Declared disabled","Scotland","AO","Heterosexual / straight","940","810","21690","21010"
"In post","2021","Declared disabled","Scotland","AO","LGBO","110","105","21380","21010"
"In post","2021","Declared disabled","Scotland","AO","Undeclared","150","135","21910","21010"
"In post","2021","Declared disabled","Scotland","AO","Unknown","180","150","22780","21440"
"In post","2021","Declared disabled","Scotland","EO","Heterosexual / straight","1060","960","27780","27570"
"In post","2021","Declared disabled","Scotland","EO","LGBO","100","95","27250","27570"
"In post","2021","Declared disabled","Scotland","EO","Undeclared","120","110","27620","27570"
"In post","2021","Declared disabled","Scotland","EO","Unknown","205","185","30470","30160"
"In post","2021","Declared disabled","Scotland","G6","Heterosexual / straight","60","55","70040","69720"
"In post","2021","Declared disabled","Scotland","G6","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Scotland","G6","Undeclared","10","5","[c]","[c]"
"In post","2021","Declared disabled","Scotland","G6","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","Scotland","G7","Heterosexual / straight","165","155","54970","53800"
"In post","2021","Declared disabled","Scotland","G7","LGBO","25","25","[c]","[c]"
"In post","2021","Declared disabled","Scotland","G7","Undeclared","20","20","[c]","[c]"
"In post","2021","Declared disabled","Scotland","G7","Unknown","15","15","[c]","[c]"
"In post","2021","Declared disabled","Scotland","HEO","Heterosexual / straight","435","410","33630","33180"
"In post","2021","Declared disabled","Scotland","HEO","LGBO","95","90","32940","32140"
"In post","2021","Declared disabled","Scotland","HEO","Undeclared","40","35","33300","33020"
"In post","2021","Declared disabled","Scotland","HEO","Unknown","70","60","35670","35110"
"In post","2021","Declared disabled","Scotland","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Declared disabled","Scotland","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scotland","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scotland","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scotland","SEO","Heterosexual / straight","310","295","43630","42190"
"In post","2021","Declared disabled","Scotland","SEO","LGBO","30","30","41800","40930"
"In post","2021","Declared disabled","Scotland","SEO","Undeclared","30","25","[c]","[c]"
"In post","2021","Declared disabled","Scotland","SEO","Unknown","35","35","45740","45110"
"In post","2021","Declared disabled","Scotland","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Declared disabled","Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scotland","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scotland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","South East (England)","AA","Heterosexual / straight","205","180","20050","19560"
"In post","2021","Declared disabled","South East (England)","AA","LGBO","25","25","[c]","[c]"
"In post","2021","Declared disabled","South East (England)","AA","Undeclared","30","25","[c]","[c]"
"In post","2021","Declared disabled","South East (England)","AA","Unknown","15","10","[c]","[c]"
"In post","2021","Declared disabled","South East (England)","AO","Heterosexual / straight","900","810","23700","21580"
"In post","2021","Declared disabled","South East (England)","AO","LGBO","100","95","25340","24180"
"In post","2021","Declared disabled","South East (England)","AO","Undeclared","125","105","23310","21130"
"In post","2021","Declared disabled","South East (England)","AO","Unknown","115","95","23140","21440"
"In post","2021","Declared disabled","South East (England)","EO","Heterosexual / straight","1110","1020","28140","27570"
"In post","2021","Declared disabled","South East (England)","EO","LGBO","120","115","28560","27570"
"In post","2021","Declared disabled","South East (England)","EO","Undeclared","175","160","28010","27570"
"In post","2021","Declared disabled","South East (England)","EO","Unknown","95","80","28850","27570"
"In post","2021","Declared disabled","South East (England)","G6","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Declared disabled","South East (England)","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","South East (England)","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","South East (England)","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","South East (England)","G7","Heterosexual / straight","190","180","53150","52580"
"In post","2021","Declared disabled","South East (England)","G7","LGBO","5","5","[c]","[c]"
"In post","2021","Declared disabled","South East (England)","G7","Undeclared","20","20","[c]","[c]"
"In post","2021","Declared disabled","South East (England)","G7","Unknown","15","15","[c]","[c]"
"In post","2021","Declared disabled","South East (England)","HEO","Heterosexual / straight","505","480","33630","33300"
"In post","2021","Declared disabled","South East (England)","HEO","LGBO","55","50","33060","33300"
"In post","2021","Declared disabled","South East (England)","HEO","Undeclared","65","60","33570","33300"
"In post","2021","Declared disabled","South East (England)","HEO","Unknown","30","30","34140","33790"
"In post","2021","Declared disabled","South East (England)","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Declared disabled","South East (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","South East (England)","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","South East (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","South East (England)","SEO","Heterosexual / straight","280","270","41570","40580"
"In post","2021","Declared disabled","South East (England)","SEO","LGBO","30","25","[c]","[c]"
"In post","2021","Declared disabled","South East (England)","SEO","Undeclared","40","40","42790","40980"
"In post","2021","Declared disabled","South East (England)","SEO","Unknown","20","15","[c]","[c]"
"In post","2021","Declared disabled","South East (England)","Unknown","Heterosexual / straight","215","200","30310","30210"
