"Status","Year","Function_of_post","Parent_department","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Digital, Data & Technology","Department for Work and Pensions","York","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department of Health and Social Care","Barnet","40","40","48200","46840"
"In post","2021","Digital, Data & Technology","Department of Health and Social Care","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department of Health and Social Care","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department of Health and Social Care","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department of Health and Social Care","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department of Health and Social Care","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department of Health and Social Care","East Lancashire","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department of Health and Social Care","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department of Health and Social Care","Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department of Health and Social Care","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department of Health and Social Care","Lambeth","30","30","45380","41950"
"In post","2021","Digital, Data & Technology","Department of Health and Social Care","Leeds","40","40","38440","36820"
"In post","2021","Digital, Data & Technology","Department of Health and Social Care","Liverpool","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department of Health and Social Care","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department of Health and Social Care","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department of Health and Social Care","Oxfordshire","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department of Health and Social Care","Sheffield","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department of Health and Social Care","Southampton","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department of Health and Social Care","Tower Hamlets","70","70","47010","41040"
"In post","2021","Digital, Data & Technology","Department of Health and Social Care","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department of Health and Social Care","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department of Health and Social Care","Westminster","125","125","45860","40650"
"In post","2021","Digital, Data & Technology","Department of Health and Social Care","Wiltshire","10","10","44120","43730"
"In post","2021","Digital, Data & Technology","Department of Health and Social Care","York","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Food Standards Agency","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Food Standards Agency","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Food Standards Agency","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Food Standards Agency","Westminster","25","25","45780","41360"
"In post","2021","Digital, Data & Technology","Food Standards Agency","York","30","30","41520","37910"
"In post","2021","Digital, Data & Technology","Foreign, Commonwealth and Development Office","Milton Keynes","105","105","44010","40670"
"In post","2021","Digital, Data & Technology","Foreign, Commonwealth and Development Office","South Lanarkshire","225","220","39500","33930"
"In post","2021","Digital, Data & Technology","Foreign, Commonwealth and Development Office","West Sussex (North East)","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Foreign, Commonwealth and Development Office","Westminster","30","30","45450","40650"
"In post","2021","Digital, Data & Technology","HM Land Registry","Coventry","15","15","40710","38450"
"In post","2021","Digital, Data & Technology","HM Land Registry","Croydon","30","30","44700","41900"
"In post","2021","Digital, Data & Technology","HM Land Registry","Dorset CC","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Land Registry","Durham CC","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Land Registry","Gloucestershire","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Land Registry","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Land Registry","Leicester","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Land Registry","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Land Registry","Nottingham","15","15","41600","38550"
"In post","2021","Digital, Data & Technology","HM Land Registry","Peterborough","15","15","38510","38450"
"In post","2021","Digital, Data & Technology","HM Land Registry","Plymouth","515","490","38110","38450"
"In post","2021","Digital, Data & Technology","HM Land Registry","Swansea","15","15","34880","38450"
"In post","2021","Digital, Data & Technology","HM Land Registry","Telford and Wrekin","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Land Registry","Wirral","30","25","30650","27130"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs","Belfast","10","10","36080","31810"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs","Berkshire","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs","Birmingham","65","60","35680","31810"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs","Bradford","280","270","36730","31810"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs","Brent","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs","Bristol, City of","75","75","38530","31810"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs","Camden and City of London","35","35","42280","36160"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs","Cardiff and Vale of Glamorgan","95","90","34270","31810"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs","City of Edinburgh","55","55","37460","31810"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs","Croydon","35","35","43890","36160"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs","Durham CC","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs","Glasgow City","30","30","32580","31810"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs","Greater Manchester South West","105","105","39610","38630"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs","Hackney and Newham","15","15","45720","41760"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs","Leeds","50","50","36480","31810"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs","Leicester","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs","Liverpool","45","45","38490","31810"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs","Manchester","95","95","38780","38630"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs","Mid Lancashire","25","25","32210","31810"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs","North Lanarkshire","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs","Nottingham","25","25","37230","31810"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs","Sefton","45","45","35830","31810"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs","Shropshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs","South Lanarkshire","25","25","34330","31810"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs","Southend-on-Sea","290","270","37810","35000"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs","Sunderland","15","10","37480","38630"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs","Telford and Wrekin","330","320","42680","38630"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs","Tower Hamlets","160","155","47460","41760"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs","Tyneside","545","525","39670","38630"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs","West Sussex (South West)","180","170","37690","33200"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs","Westminster","30","30","53000","41760"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Treasury","Camden and City of London","30","30","53270","54490"
"In post","2021","Digital, Data & Technology","HM Treasury","Norwich and East Norfolk","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Treasury","Swansea","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Treasury","Westminster","25","25","49090","42230"
"In post","2021","Digital, Data & Technology","Ministry of Defence","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Defence","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Defence","Bath and North East Somerset, North Somerset and South Gloucestershire","130","120","36140","35870"
"In post","2021","Digital, Data & Technology","Ministry of Defence","Berkshire","10","10","31570","26670"
"In post","2021","Digital, Data & Technology","Ministry of Defence","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Defence","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Defence","Buckinghamshire CC","10","10","30380","28510"
"In post","2021","Digital, Data & Technology","Ministry of Defence","Cambridgeshire CC","20","15","28660","26670"
"In post","2021","Digital, Data & Technology","Ministry of Defence","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Defence","Central Bedfordshire","35","35","33520","32980"
"In post","2021","Digital, Data & Technology","Ministry of Defence","Central Hampshire","60","55","29220","26670"
"In post","2021","Digital, Data & Technology","Ministry of Defence","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Defence","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Defence","Cornwall and Isles of Scilly","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Defence","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Defence","Dorset CC","15","15","33840","29670"
"In post","2021","Digital, Data & Technology","Ministry of Defence","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Defence","East Kent","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Defence","East Riding of Yorkshire","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Defence","Essex Haven Gateway","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Defence","Flintshire and Wrexham","10","10","30920","31450"
"In post","2021","Digital, Data & Technology","Ministry of Defence","Glasgow City","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Defence","Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Defence","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Defence","Herefordshire, County of","20","20","28190","26670"
"In post","2021","Digital, Data & Technology","Ministry of Defence","Hertfordshire","10","10","35490","37640"
"In post","2021","Digital, Data & Technology","Ministry of Defence","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Defence","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Defence","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Defence","Leicestershire CC and Rutland","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Defence","Lincolnshire","20","20","25150","21830"
"In post","2021","Digital, Data & Technology","Ministry of Defence","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Defence","Liverpool","10","10","37330","33300"
"In post","2021","Digital, Data & Technology","Ministry of Defence","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Defence","North and West Norfolk","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Defence","North Hampshire","20","20","28280","26670"
"In post","2021","Digital, Data & Technology","Ministry of Defence","North Yorkshire CC","20","20","25460","26670"
"In post","2021","Digital, Data & Technology","Ministry of Defence","Northumberland","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Defence","Overseas","15","15","33300","33300"
"In post","2021","Digital, Data & Technology","Ministry of Defence","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Defence","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Defence","Plymouth","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Defence","Portsmouth","20","15","25760","26670"
"In post","2021","Digital, Data & Technology","Ministry of Defence","Powys","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Defence","Shropshire CC","20","20","25310","26350"
"In post","2021","Digital, Data & Technology","Ministry of Defence","Somerset","190","190","38570","35340"
"In post","2021","Digital, Data & Technology","Ministry of Defence","South Hampshire","15","15","33270","33000"
"In post","2021","Digital, Data & Technology","Ministry of Defence","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Defence","Staffordshire CC","25","25","34770","33300"
"In post","2021","Digital, Data & Technology","Ministry of Defence","Suffolk","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Defence","Swindon","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Defence","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Defence","Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Defence","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Defence","West Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Defence","Westminster","20","20","50450","37640"
"In post","2021","Digital, Data & Technology","Ministry of Defence","Wiltshire","170","165","35850","33300"
"In post","2021","Digital, Data & Technology","Ministry of Defence","York","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Housing, Communities and Local Government","Birmingham","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Housing, Communities and Local Government","Bristol, City of","45","40","38350","38530"
"In post","2021","Digital, Data & Technology","Ministry of Housing, Communities and Local Government","East Sussex CC","15","10","29940","27980"
"In post","2021","Digital, Data & Technology","Ministry of Housing, Communities and Local Government","Hertfordshire","10","10","43690","41360"
"In post","2021","Digital, Data & Technology","Ministry of Housing, Communities and Local Government","Westminster","80","75","49940","53130"
"In post","2021","Digital, Data & Technology","Ministry of Justice","Barnet","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Justice","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Justice","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Justice","Bedford","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Justice","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Justice","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Justice","Birmingham","70","70","43190","45190"
"In post","2021","Digital, Data & Technology","Ministry of Justice","Blackpool","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Justice","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Justice","Bradford","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Justice","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Justice","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Justice","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Justice","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Justice","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Justice","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Justice","Cardiff and Vale of Glamorgan","10","10","38660","27940"
"In post","2021","Digital, Data & Technology","Ministry of Justice","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Justice","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Justice","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Justice","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Justice","Croydon","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Justice","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Justice","Dorset CC","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Justice","Durham CC","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Justice","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Justice","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Justice","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Justice","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Justice","East Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Justice","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Justice","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Justice","Glasgow City","20","20","34910","32410"
"In post","2021","Digital, Data & Technology","Ministry of Justice","Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Justice","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Justice","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Justice","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Justice","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Justice","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Justice","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Justice","Hertfordshire","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Justice","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Justice","Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Justice","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Justice","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Justice","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Justice","Leeds","10","10","38940","26550"
"In post","2021","Digital, Data & Technology","Ministry of Justice","Leicester","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Justice","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Justice","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Justice","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Justice","Liverpool","10","10","39060","34300"
"In post","2021","Digital, Data & Technology","Ministry of Justice","Manchester","20","20","37040","31000"
"In post","2021","Digital, Data & Technology","Ministry of Justice","Medway","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Justice","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Justice","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Justice","Mid Lancashire","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Justice","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Justice","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Justice","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Justice","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Justice","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Justice","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Justice","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Justice","Nottingham","25","25","44420","44000"
"In post","2021","Digital, Data & Technology","Ministry of Justice","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Justice","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Justice","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Justice","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Justice","Sheffield","90","90","53890","54230"
"In post","2021","Digital, Data & Technology","Ministry of Justice","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Justice","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Justice","South Teesside","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Justice","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Justice","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Justice","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Justice","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Justice","Swansea","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Justice","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Justice","Torbay","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Justice","Tower Hamlets","135","135","50210","47590"
"In post","2021","Digital, Data & Technology","Ministry of Justice","Tyneside","30","30","35370","32360"
"In post","2021","Digital, Data & Technology","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Justice","Wakefield","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Justice","Walsall","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Justice","Warrington","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Justice","Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Justice","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Justice","West Northamptonshire","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Justice","West Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Justice","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Justice","Westminster","455","450","51790","52850"
"In post","2021","Digital, Data & Technology","Ministry of Justice","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Justice","Worcestershire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","National Crime Agency","Bath and North East Somerset, North Somerset and South Gloucestershire","20","20","42670","36740"
"In post","2021","Digital, Data & Technology","National Crime Agency","Bedford","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","National Crime Agency","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","National Crime Agency","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","National Crime Agency","Birmingham","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","National Crime Agency","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","National Crime Agency","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","National Crime Agency","Inverclyde, East Renfrewshire and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","National Crime Agency","Lambeth","90","90","47310","43420"
"In post","2021","Digital, Data & Technology","National Crime Agency","Leicestershire CC and Rutland","50","45","34790","30640"
"In post","2021","Digital, Data & Technology","National Crime Agency","Medway","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","National Crime Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","National Crime Agency","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","National Crime Agency","Wakefield","20","20","36010","34460"
"In post","2021","Digital, Data & Technology","National Crime Agency","Warrington","50","45","37470","36740"
"In post","2021","Digital, Data & Technology","National Crime Agency","West Sussex (North East)","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Northern Ireland Office","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Office for Standards in Education","Birmingham","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Office for Standards in Education","Bristol, City of","15","15","34870","31700"
"In post","2021","Digital, Data & Technology","Office for Standards in Education","Manchester","30","30","47160","39850"
"In post","2021","Digital, Data & Technology","Office for Standards in Education","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Office for Standards in Education","Westminster","30","30","49320","42850"
"In post","2021","Digital, Data & Technology","Office of Gas and Electricity Markets","Glasgow City","20","20","44430","42600"
"In post","2021","Digital, Data & Technology","Office of Gas and Electricity Markets","Tower Hamlets","35","35","56400","51000"
"In post","2021","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","Coventry","20","20","44370","40410"
"In post","2021","Digital, Data & Technology","Office of Rail and Road","Tower Hamlets","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Other Cabinet Office Agencies","Birmingham","5","5","[c]","[c]"
