"Status","Year","Region_ITL2","Region_ITL3","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Bedfordshire and Hertfordshire","Central Bedfordshire","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Central Bedfordshire","HEO","Undeclared","25","25","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Central Bedfordshire","HEO","Unknown","5","5","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Central Bedfordshire","SEO","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Central Bedfordshire","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Central Bedfordshire","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Central Bedfordshire","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Central Bedfordshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Central Bedfordshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Central Bedfordshire","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Hertfordshire","AA","Heterosexual / straight","95","85","20860","21500"
"In post","2021","Bedfordshire and Hertfordshire","Hertfordshire","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Hertfordshire","AA","Undeclared","10","10","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Hertfordshire","AA","Unknown","20","20","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Hertfordshire","AO","Heterosexual / straight","390","365","26210","25110"
"In post","2021","Bedfordshire and Hertfordshire","Hertfordshire","AO","LGBO","20","20","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Hertfordshire","AO","Undeclared","50","45","26020","25110"
"In post","2021","Bedfordshire and Hertfordshire","Hertfordshire","AO","Unknown","105","100","26650","25110"
"In post","2021","Bedfordshire and Hertfordshire","Hertfordshire","EO","Heterosexual / straight","635","595","29890","29290"
"In post","2021","Bedfordshire and Hertfordshire","Hertfordshire","EO","LGBO","35","35","29910","29290"
"In post","2021","Bedfordshire and Hertfordshire","Hertfordshire","EO","Undeclared","80","75","30480","29290"
"In post","2021","Bedfordshire and Hertfordshire","Hertfordshire","EO","Unknown","170","155","30140","29750"
"In post","2021","Bedfordshire and Hertfordshire","Hertfordshire","G6","Heterosexual / straight","40","35","71410","69800"
"In post","2021","Bedfordshire and Hertfordshire","Hertfordshire","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Hertfordshire","G6","Undeclared","5","5","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Hertfordshire","G6","Unknown","15","15","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Hertfordshire","G7","Heterosexual / straight","150","140","57750","57140"
"In post","2021","Bedfordshire and Hertfordshire","Hertfordshire","G7","LGBO","5","5","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Hertfordshire","G7","Undeclared","20","20","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Hertfordshire","G7","Unknown","50","45","56830","54400"
"In post","2021","Bedfordshire and Hertfordshire","Hertfordshire","HEO","Heterosexual / straight","280","270","36230","36810"
"In post","2021","Bedfordshire and Hertfordshire","Hertfordshire","HEO","LGBO","10","10","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Hertfordshire","HEO","Undeclared","30","30","36930","37640"
"In post","2021","Bedfordshire and Hertfordshire","Hertfordshire","HEO","Unknown","65","60","36450","36840"
"In post","2021","Bedfordshire and Hertfordshire","Hertfordshire","SCS level","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Hertfordshire","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Hertfordshire","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Hertfordshire","SEO","Heterosexual / straight","190","185","43710","43810"
"In post","2021","Bedfordshire and Hertfordshire","Hertfordshire","SEO","LGBO","10","10","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Hertfordshire","SEO","Undeclared","25","25","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Hertfordshire","SEO","Unknown","50","50","43760","43180"
"In post","2021","Bedfordshire and Hertfordshire","Hertfordshire","Unknown","Heterosexual / straight","95","90","30090","28200"
"In post","2021","Bedfordshire and Hertfordshire","Hertfordshire","Unknown","LGBO","10","10","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Hertfordshire","Unknown","Undeclared","10","10","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Hertfordshire","Unknown","Unknown","20","20","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Luton","AA","Heterosexual / straight","15","10","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Luton","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Luton","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Luton","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Luton","AO","Heterosexual / straight","80","70","20810","20650"
"In post","2021","Bedfordshire and Hertfordshire","Luton","AO","LGBO","5","5","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Luton","AO","Undeclared","10","10","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Luton","AO","Unknown","20","20","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Luton","EO","Heterosexual / straight","215","185","27540","27570"
"In post","2021","Bedfordshire and Hertfordshire","Luton","EO","LGBO","10","10","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Luton","EO","Undeclared","20","15","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Luton","EO","Unknown","35","30","27730","27570"
"In post","2021","Bedfordshire and Hertfordshire","Luton","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Luton","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Luton","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Luton","HEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Luton","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Luton","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Luton","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Luton","SEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Luton","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Luton","SEO","Undeclared","5","5","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Luton","Unknown","Heterosexual / straight","60","60","26890","23840"
"In post","2021","Bedfordshire and Hertfordshire","Luton","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Luton","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Luton","Unknown","Unknown","15","10","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","AA","Heterosexual / straight","70","70","18940","18800"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","AA","Undeclared","10","5","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","AA","Unknown","15","10","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","AO","Heterosexual / straight","550","525","28530","25630"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","AO","LGBO","30","30","29060","26610"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","AO","Undeclared","90","85","30540","26610"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","AO","Unknown","235","225","27430","25540"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","EO","Heterosexual / straight","540","515","30760","29290"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","EO","LGBO","30","30","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","EO","Undeclared","75","70","32410","29290"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","EO","Unknown","155","140","31190","29290"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","G6","Heterosexual / straight","45","45","65700","64330"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","G6","Undeclared","5","5","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","G6","Unknown","15","10","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","G7","Heterosexual / straight","145","145","53980","51970"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","G7","LGBO","5","5","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","G7","Undeclared","15","15","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","G7","Unknown","60","55","54510","52580"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","HEO","Heterosexual / straight","280","270","35880","33310"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","HEO","LGBO","10","10","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","HEO","Undeclared","40","35","35330","33960"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","HEO","Unknown","80","75","35240","33580"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","SCS level","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","SEO","Heterosexual / straight","170","165","41740","40440"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","SEO","Undeclared","20","20","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","SEO","Unknown","55","50","39920","39650"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","Unknown","Heterosexual / straight","140","135","31850","31980"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","Unknown","LGBO","10","10","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","Unknown","Undeclared","15","15","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","Unknown","Unknown","25","25","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","AA","Heterosexual / straight","75","75","20990","21500"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","AA","LGBO","10","10","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","AA","Undeclared","10","10","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","AA","Unknown","20","20","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","AO","Heterosexual / straight","335","315","25870","23130"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","AO","LGBO","25","25","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","AO","Undeclared","45","40","26970","23200"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","AO","Unknown","50","45","28320","29920"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","EO","Heterosexual / straight","355","340","28530","27860"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","EO","LGBO","15","15","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","EO","Undeclared","50","50","29460","28670"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","EO","Unknown","70","60","29360","27570"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","G6","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","G7","Heterosexual / straight","45","45","61130","56540"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","G7","Unknown","5","5","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","HEO","Heterosexual / straight","200","195","34970","35300"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","HEO","LGBO","5","5","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","HEO","Undeclared","35","35","34920","35300"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","HEO","Unknown","35","35","35740","35300"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","SEO","Heterosexual / straight","135","130","44750","42580"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","SEO","Undeclared","15","15","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","SEO","Unknown","10","10","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","Unknown","Heterosexual / straight","75","70","30140","31980"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","AA","Heterosexual / straight","65","60","21470","21180"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","AA","LGBO","10","10","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","AA","Undeclared","10","10","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","AA","Unknown","35","30","21620","21500"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","AO","Heterosexual / straight","495","480","25530","24750"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","AO","LGBO","40","40","26700","24750"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","AO","Undeclared","50","45","26900","24850"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","AO","Unknown","170","165","26070","25400"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","EO","Heterosexual / straight","400","380","28210","27570"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","EO","LGBO","35","30","29590","27570"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","EO","Undeclared","55","50","28500","27570"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","EO","Unknown","90","85","28250","27570"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","G6","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","G7","Heterosexual / straight","110","100","58510","57760"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","G7","Undeclared","10","10","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","G7","Unknown","15","15","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","HEO","Heterosexual / straight","205","195","34560","34290"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","HEO","LGBO","10","10","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","HEO","Undeclared","30","30","34950","34290"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","HEO","Unknown","45","45","35210","34640"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","SEO","Heterosexual / straight","185","180","44970","43510"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","SEO","Undeclared","20","20","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","SEO","Unknown","35","30","44750","42410"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","Unknown","Heterosexual / straight","50","50","23170","21600"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","AA","Heterosexual / straight","190","185","19660","19560"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","AA","LGBO","10","10","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","AA","Undeclared","30","30","20180","19560"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","AA","Unknown","50","45","20730","21500"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","AO","Heterosexual / straight","590","555","24950","21710"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","AO","LGBO","30","30","27910","30400"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","AO","Undeclared","85","75","25980","21710"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","AO","Unknown","165","155","27530","27850"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","EO","Heterosexual / straight","400","380","28080","27570"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","EO","LGBO","20","20","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","EO","Undeclared","50","45","29590","27570"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","EO","Unknown","85","80","28510","27570"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","G6","Heterosexual / straight","30","25","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","G6","Undeclared","5","5","[c]","[c]"
