"Status","Year","Region_ITL3","Region_london","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Derby","Outside London","AA/AO","Unknown","150","125","21650","21010"
"In post","2021","Derby","Outside London","EO","Heterosexual / straight","200","180","27330","27570"
"In post","2021","Derby","Outside London","EO","LGBO","15","15","[c]","[c]"
"In post","2021","Derby","Outside London","EO","Undeclared","25","20","[c]","[c]"
"In post","2021","Derby","Outside London","EO","Unknown","65","60","27270","27570"
"In post","2021","Derby","Outside London","G6/G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Derby","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Derby","Outside London","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Derby","Outside London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Derby","Outside London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Derby","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Derby","Outside London","SEO/HEO","Heterosexual / straight","40","35","34340","33100"
"In post","2021","Derby","Outside London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Derby","Outside London","SEO/HEO","Undeclared","5","5","[c]","[c]"
"In post","2021","Derby","Outside London","SEO/HEO","Unknown","10","10","[c]","[c]"
"In post","2021","Derby","Outside London","Unknown","Heterosexual / straight","110","100","30340","28930"
"In post","2021","Derby","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Derby","Outside London","Unknown","Undeclared","15","15","[c]","[c]"
"In post","2021","Derby","Outside London","Unknown","Unknown","10","10","[c]","[c]"
"In post","2021","Derry City and Strabane","Outside London","AA/AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Derry City and Strabane","Outside London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Derry City and Strabane","Outside London","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Derry City and Strabane","Outside London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Devon CC","Outside London","AA/AO","Heterosexual / straight","1225","1090","22190","21010"
"In post","2021","Devon CC","Outside London","AA/AO","LGBO","75","70","22550","21010"
"In post","2021","Devon CC","Outside London","AA/AO","Undeclared","155","135","22460","21010"
"In post","2021","Devon CC","Outside London","AA/AO","Unknown","495","425","22120","21010"
"In post","2021","Devon CC","Outside London","EO","Heterosexual / straight","760","695","27060","27570"
"In post","2021","Devon CC","Outside London","EO","LGBO","45","40","26670","27570"
"In post","2021","Devon CC","Outside London","EO","Undeclared","105","95","27490","27570"
"In post","2021","Devon CC","Outside London","EO","Unknown","420","380","26570","26750"
"In post","2021","Devon CC","Outside London","G6/G7","Heterosexual / straight","125","120","57850","55610"
"In post","2021","Devon CC","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Devon CC","Outside London","G6/G7","Undeclared","10","10","[c]","[c]"
"In post","2021","Devon CC","Outside London","G6/G7","Unknown","540","515","52520","49000"
"In post","2021","Devon CC","Outside London","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Devon CC","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Devon CC","Outside London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Devon CC","Outside London","SCS level","Unknown","10","10","[c]","[c]"
"In post","2021","Devon CC","Outside London","SEO/HEO","Heterosexual / straight","430","410","36720","35900"
"In post","2021","Devon CC","Outside London","SEO/HEO","LGBO","20","20","[c]","[c]"
"In post","2021","Devon CC","Outside London","SEO/HEO","Undeclared","60","55","38190","37260"
"In post","2021","Devon CC","Outside London","SEO/HEO","Unknown","1010","955","37260","38200"
"In post","2021","Devon CC","Outside London","Unknown","Heterosexual / straight","70","65","32120","31420"
"In post","2021","Devon CC","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Devon CC","Outside London","Unknown","Undeclared","10","10","[c]","[c]"
"In post","2021","Devon CC","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Dorset CC","Outside London","AA/AO","Heterosexual / straight","665","635","23710","21710"
"In post","2021","Dorset CC","Outside London","AA/AO","LGBO","45","45","25260","25850"
"In post","2021","Dorset CC","Outside London","AA/AO","Undeclared","80","75","24280","22350"
"In post","2021","Dorset CC","Outside London","AA/AO","Unknown","205","190","23880","22350"
"In post","2021","Dorset CC","Outside London","EO","Heterosexual / straight","380","355","28280","27380"
"In post","2021","Dorset CC","Outside London","EO","LGBO","15","15","[c]","[c]"
"In post","2021","Dorset CC","Outside London","EO","Undeclared","65","60","28010","27130"
"In post","2021","Dorset CC","Outside London","EO","Unknown","100","90","27430","27130"
"In post","2021","Dorset CC","Outside London","G6/G7","Heterosexual / straight","35","35","63810","64410"
"In post","2021","Dorset CC","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Dorset CC","Outside London","G6/G7","Undeclared","5","5","[c]","[c]"
"In post","2021","Dorset CC","Outside London","G6/G7","Unknown","25","20","[c]","[c]"
"In post","2021","Dorset CC","Outside London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Dorset CC","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Dorset CC","Outside London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Dorset CC","Outside London","SEO/HEO","Heterosexual / straight","320","305","37560","36410"
"In post","2021","Dorset CC","Outside London","SEO/HEO","LGBO","15","15","[c]","[c]"
"In post","2021","Dorset CC","Outside London","SEO/HEO","Undeclared","60","55","36870","36300"
"In post","2021","Dorset CC","Outside London","SEO/HEO","Unknown","65","60","34980","33840"
"In post","2021","Dorset CC","Outside London","Unknown","Heterosexual / straight","50","45","28270","30210"
"In post","2021","Dorset CC","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Dorset CC","Outside London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Dorset CC","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Dudley","Outside London","AA/AO","Heterosexual / straight","305","260","20760","21010"
"In post","2021","Dudley","Outside London","AA/AO","LGBO","15","15","[c]","[c]"
"In post","2021","Dudley","Outside London","AA/AO","Undeclared","50","40","20520","21010"
"In post","2021","Dudley","Outside London","AA/AO","Unknown","155","130","20780","21010"
"In post","2021","Dudley","Outside London","EO","Heterosexual / straight","300","265","27310","27570"
"In post","2021","Dudley","Outside London","EO","LGBO","15","10","[c]","[c]"
"In post","2021","Dudley","Outside London","EO","Undeclared","35","30","27050","27570"
"In post","2021","Dudley","Outside London","EO","Unknown","135","115","27320","27570"
"In post","2021","Dudley","Outside London","G6/G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Dudley","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Dudley","Outside London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Dudley","Outside London","SEO/HEO","Heterosexual / straight","60","55","34330","34290"
"In post","2021","Dudley","Outside London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Dudley","Outside London","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Dudley","Outside London","SEO/HEO","Unknown","15","15","[c]","[c]"
"In post","2021","Dudley","Outside London","Unknown","Heterosexual / straight","45","40","29320","28200"
"In post","2021","Dudley","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Dudley","Outside London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Dudley","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Dumfries and Galloway","Outside London","AA/AO","Heterosexual / straight","80","70","23080","22220"
"In post","2021","Dumfries and Galloway","Outside London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Dumfries and Galloway","Outside London","AA/AO","Undeclared","25","20","[c]","[c]"
"In post","2021","Dumfries and Galloway","Outside London","AA/AO","Unknown","140","130","24470","25140"
"In post","2021","Dumfries and Galloway","Outside London","EO","Heterosexual / straight","115","105","29500","28120"
"In post","2021","Dumfries and Galloway","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Dumfries and Galloway","Outside London","EO","Undeclared","15","15","[c]","[c]"
"In post","2021","Dumfries and Galloway","Outside London","EO","Unknown","90","80","31710","33650"
"In post","2021","Dumfries and Galloway","Outside London","G6/G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Dumfries and Galloway","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Dumfries and Galloway","Outside London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Dumfries and Galloway","Outside London","SEO/HEO","Heterosexual / straight","50","45","38190","36610"
"In post","2021","Dumfries and Galloway","Outside London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Dumfries and Galloway","Outside London","SEO/HEO","Undeclared","5","5","[c]","[c]"
"In post","2021","Dumfries and Galloway","Outside London","SEO/HEO","Unknown","30","30","38840","37530"
"In post","2021","Durham CC","Outside London","AA/AO","Heterosexual / straight","2135","1870","22850","21430"
"In post","2021","Durham CC","Outside London","AA/AO","LGBO","100","95","23290","21550"
"In post","2021","Durham CC","Outside London","AA/AO","Undeclared","225","195","23370","21430"
"In post","2021","Durham CC","Outside London","AA/AO","Unknown","880","785","24040","21550"
"In post","2021","Durham CC","Outside London","EO","Heterosexual / straight","860","780","27690","27130"
"In post","2021","Durham CC","Outside London","EO","LGBO","30","30","28170","27570"
"In post","2021","Durham CC","Outside London","EO","Undeclared","115","105","27350","27130"
"In post","2021","Durham CC","Outside London","EO","Unknown","245","220","27750","27230"
"In post","2021","Durham CC","Outside London","G6/G7","Heterosexual / straight","75","75","58950","56750"
"In post","2021","Durham CC","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Durham CC","Outside London","G6/G7","Undeclared","15","15","[c]","[c]"
"In post","2021","Durham CC","Outside London","G6/G7","Unknown","10","10","[c]","[c]"
"In post","2021","Durham CC","Outside London","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Durham CC","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Durham CC","Outside London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Durham CC","Outside London","SEO/HEO","Heterosexual / straight","565","530","37040","35910"
"In post","2021","Durham CC","Outside London","SEO/HEO","LGBO","25","25","[c]","[c]"
"In post","2021","Durham CC","Outside London","SEO/HEO","Undeclared","65","60","36950","36480"
"In post","2021","Durham CC","Outside London","SEO/HEO","Unknown","95","90","37840","36480"
"In post","2021","Durham CC","Outside London","Unknown","Heterosexual / straight","120","115","30690","30880"
"In post","2021","Durham CC","Outside London","Unknown","LGBO","10","5","[c]","[c]"
"In post","2021","Durham CC","Outside London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Durham CC","Outside London","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","Ealing","London","AA/AO","Heterosexual / straight","30","30","25120","25110"
"In post","2021","Ealing","London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Ealing","London","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Ealing","London","AA/AO","Unknown","30","25","24860","25110"
"In post","2021","Ealing","London","EO","Heterosexual / straight","225","215","31150","31060"
"In post","2021","Ealing","London","EO","LGBO","10","10","[c]","[c]"
"In post","2021","Ealing","London","EO","Undeclared","30","30","31240","31060"
"In post","2021","Ealing","London","EO","Unknown","85","75","31330","31060"
"In post","2021","Ealing","London","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Ealing","London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Ealing","London","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Ealing","London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Ealing","London","SEO/HEO","Heterosexual / straight","30","25","[c]","[c]"
"In post","2021","Ealing","London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Ealing","London","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Ealing","London","SEO/HEO","Unknown","15","15","[c]","[c]"
"In post","2021","Ealing","London","Unknown","Heterosexual / straight","35","35","31250","27750"
"In post","2021","Ealing","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Ealing","London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Ealing","London","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","East Ayrshire and North Ayrshire mainland","Outside London","AA/AO","Heterosexual / straight","185","160","21680","21010"
"In post","2021","East Ayrshire and North Ayrshire mainland","Outside London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Ayrshire and North Ayrshire mainland","Outside London","AA/AO","Undeclared","50","45","23130","21010"
"In post","2021","East Ayrshire and North Ayrshire mainland","Outside London","AA/AO","Unknown","55","45","21430","21010"
"In post","2021","East Ayrshire and North Ayrshire mainland","Outside London","EO","Heterosexual / straight","350","320","25920","27570"
"In post","2021","East Ayrshire and North Ayrshire mainland","Outside London","EO","LGBO","5","5","[c]","[c]"
"In post","2021","East Ayrshire and North Ayrshire mainland","Outside London","EO","Undeclared","35","35","26700","27570"
"In post","2021","East Ayrshire and North Ayrshire mainland","Outside London","EO","Unknown","85","75","24290","27360"
"In post","2021","East Ayrshire and North Ayrshire mainland","Outside London","G6/G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","East Ayrshire and North Ayrshire mainland","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Ayrshire and North Ayrshire mainland","Outside London","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East Ayrshire and North Ayrshire mainland","Outside London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East Ayrshire and North Ayrshire mainland","Outside London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","East Ayrshire and North Ayrshire mainland","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Ayrshire and North Ayrshire mainland","Outside London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East Ayrshire and North Ayrshire mainland","Outside London","SEO/HEO","Heterosexual / straight","135","135","34300","33180"
"In post","2021","East Ayrshire and North Ayrshire mainland","Outside London","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2021","East Ayrshire and North Ayrshire mainland","Outside London","SEO/HEO","Undeclared","20","20","[c]","[c]"
"In post","2021","East Ayrshire and North Ayrshire mainland","Outside London","SEO/HEO","Unknown","10","10","[c]","[c]"
"In post","2021","East Cumbria","Outside London","AA/AO","Heterosexual / straight","225","200","21530","21050"
"In post","2021","East Cumbria","Outside London","AA/AO","LGBO","15","15","[c]","[c]"
"In post","2021","East Cumbria","Outside London","AA/AO","Undeclared","35","30","20440","21050"
"In post","2021","East Cumbria","Outside London","AA/AO","Unknown","70","65","21630","21050"
"In post","2021","East Cumbria","Outside London","EO","Heterosexual / straight","215","195","24880","25200"
"In post","2021","East Cumbria","Outside London","EO","LGBO","10","10","[c]","[c]"
"In post","2021","East Cumbria","Outside London","EO","Undeclared","30","25","[c]","[c]"
"In post","2021","East Cumbria","Outside London","EO","Unknown","55","45","26370","26520"
"In post","2021","East Cumbria","Outside London","G6/G7","Heterosexual / straight","35","35","53020","51470"
"In post","2021","East Cumbria","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Cumbria","Outside London","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East Cumbria","Outside London","G6/G7","Unknown","15","15","[c]","[c]"
"In post","2021","East Cumbria","Outside London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","East Cumbria","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Cumbria","Outside London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East Cumbria","Outside London","SEO/HEO","Heterosexual / straight","135","125","33830","32320"
"In post","2021","East Cumbria","Outside London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Cumbria","Outside London","SEO/HEO","Undeclared","20","20","[c]","[c]"
"In post","2021","East Cumbria","Outside London","SEO/HEO","Unknown","25","20","[c]","[c]"
"In post","2021","East Cumbria","Outside London","Unknown","Heterosexual / straight","45","40","28420","28200"
"In post","2021","East Cumbria","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Cumbria","Outside London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East Cumbria","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East Derbyshire","Outside London","AA/AO","Heterosexual / straight","80","65","20340","20720"
"In post","2021","East Derbyshire","Outside London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Derbyshire","Outside London","AA/AO","Undeclared","10","5","[c]","[c]"
"In post","2021","East Derbyshire","Outside London","AA/AO","Unknown","15","10","[c]","[c]"
"In post","2021","East Derbyshire","Outside London","EO","Heterosexual / straight","135","120","27380","27570"
"In post","2021","East Derbyshire","Outside London","EO","LGBO","10","10","[c]","[c]"
"In post","2021","East Derbyshire","Outside London","EO","Undeclared","20","15","[c]","[c]"
"In post","2021","East Derbyshire","Outside London","EO","Unknown","35","30","27270","27570"
"In post","2021","East Derbyshire","Outside London","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","East Derbyshire","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Derbyshire","Outside London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East Derbyshire","Outside London","SEO/HEO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","East Derbyshire","Outside London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Derbyshire","Outside London","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East Derbyshire","Outside London","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2021","East Derbyshire","Outside London","Unknown","Heterosexual / straight","35","35","28530","28200"
"In post","2021","East Derbyshire","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Derbyshire","Outside London","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2021","East Derbyshire","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Outside London","AA/AO","Heterosexual / straight","900","850","26310","22220"
"In post","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Outside London","AA/AO","LGBO","30","25","[c]","[c]"
"In post","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Outside London","AA/AO","Undeclared","115","110","28610","22820"
"In post","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Outside London","AA/AO","Unknown","325","310","26360","24450"
"In post","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Outside London","EO","Heterosexual / straight","385","365","30640","27570"
"In post","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Outside London","EO","LGBO","15","15","[c]","[c]"
"In post","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Outside London","EO","Undeclared","50","50","31220","27570"
"In post","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Outside London","EO","Unknown","165","155","31200","33650"
"In post","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Outside London","G6/G7","Heterosexual / straight","35","30","64310","65760"
"In post","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Outside London","G6/G7","Undeclared","5","5","[c]","[c]"
"In post","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Outside London","G6/G7","Unknown","5","5","[c]","[c]"
"In post","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Outside London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Outside London","SEO/HEO","Heterosexual / straight","245","235","40700","39500"
"In post","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Outside London","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Outside London","SEO/HEO","Undeclared","35","35","39560","35230"
"In post","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Outside London","SEO/HEO","Unknown","35","35","39410","39500"
"In post","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Outside London","Unknown","Heterosexual / straight","55","55","39570","43290"
"In post","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Outside London","Unknown","Undeclared","10","10","[c]","[c]"
"In post","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Outside London","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","East Kent","Outside London","AA/AO","Heterosexual / straight","680","630","22370","21430"
"In post","2021","East Kent","Outside London","AA/AO","LGBO","40","35","23260","24180"
"In post","2021","East Kent","Outside London","AA/AO","Undeclared","85","80","22780","21580"
"In post","2021","East Kent","Outside London","AA/AO","Unknown","205","185","23280","24180"
"In post","2021","East Kent","Outside London","EO","Heterosexual / straight","1730","1570","27240","26920"
"In post","2021","East Kent","Outside London","EO","LGBO","80","75","28100","27370"
"In post","2021","East Kent","Outside London","EO","Undeclared","350","310","27560","27370"
"In post","2021","East Kent","Outside London","EO","Unknown","215","200","28450","29290"
"In post","2021","East Kent","Outside London","G6/G7","Heterosexual / straight","70","65","55680","52280"
"In post","2021","East Kent","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Kent","Outside London","G6/G7","Undeclared","10","10","[c]","[c]"
"In post","2021","East Kent","Outside London","G6/G7","Unknown","20","20","[c]","[c]"
"In post","2021","East Kent","Outside London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","East Kent","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Kent","Outside London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East Kent","Outside London","SEO/HEO","Heterosexual / straight","465","445","34700","33300"
"In post","2021","East Kent","Outside London","SEO/HEO","LGBO","15","15","[c]","[c]"
"In post","2021","East Kent","Outside London","SEO/HEO","Undeclared","110","105","34710","33400"
"In post","2021","East Kent","Outside London","SEO/HEO","Unknown","40","40","35910","35680"
"In post","2021","East Kent","Outside London","Unknown","Heterosexual / straight","85","75","29070","25900"
"In post","2021","East Kent","Outside London","Unknown","LGBO","5","5","[c]","[c]"
"In post","2021","East Kent","Outside London","Unknown","Undeclared","10","5","[c]","[c]"
"In post","2021","East Kent","Outside London","Unknown","Unknown","10","10","[c]","[c]"
"In post","2021","East Lancashire","Outside London","AA/AO","Heterosexual / straight","95","80","20230","20850"
"In post","2021","East Lancashire","Outside London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Lancashire","Outside London","AA/AO","Undeclared","20","15","[c]","[c]"
"In post","2021","East Lancashire","Outside London","AA/AO","Unknown","40","35","20330","21010"
"In post","2021","East Lancashire","Outside London","EO","Heterosexual / straight","140","130","27330","27570"
"In post","2021","East Lancashire","Outside London","EO","LGBO","5","5","[c]","[c]"
"In post","2021","East Lancashire","Outside London","EO","Undeclared","10","10","[c]","[c]"
"In post","2021","East Lancashire","Outside London","EO","Unknown","55","50","27070","27570"
"In post","2021","East Lancashire","Outside London","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","East Lancashire","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Lancashire","Outside London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East Lancashire","Outside London","SEO/HEO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","East Lancashire","Outside London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Lancashire","Outside London","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East Lancashire","Outside London","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East Lancashire","Outside London","Unknown","Heterosexual / straight","65","60","28140","27090"
"In post","2021","East Lancashire","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Lancashire","Outside London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East Lancashire","Outside London","Unknown","Unknown","5","0","[c]","[c]"
"In post","2021","East Lothian and Midlothian","Outside London","AA/AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","East Lothian and Midlothian","Outside London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Lothian and Midlothian","Outside London","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East Lothian and Midlothian","Outside London","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East Lothian and Midlothian","Outside London","EO","Heterosexual / straight","60","50","27420","27570"
"In post","2021","East Lothian and Midlothian","Outside London","EO","LGBO","5","5","[c]","[c]"
"In post","2021","East Lothian and Midlothian","Outside London","EO","Undeclared","10","5","[c]","[c]"
"In post","2021","East Lothian and Midlothian","Outside London","EO","Unknown","10","10","[c]","[c]"
"In post","2021","East Lothian and Midlothian","Outside London","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","East Lothian and Midlothian","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Lothian and Midlothian","Outside London","SEO/HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","East Lothian and Midlothian","Outside London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Lothian and Midlothian","Outside London","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East Lothian and Midlothian","Outside London","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East Merseyside","Outside London","AA/AO","Heterosexual / straight","175","145","20720","20320"
"In post","2021","East Merseyside","Outside London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Merseyside","Outside London","AA/AO","Undeclared","30","25","20610","21010"
"In post","2021","East Merseyside","Outside London","AA/AO","Unknown","75","60","20690","20490"
"In post","2021","East Merseyside","Outside London","EO","Heterosexual / straight","335","305","27450","27570"
"In post","2021","East Merseyside","Outside London","EO","LGBO","15","15","[c]","[c]"
"In post","2021","East Merseyside","Outside London","EO","Undeclared","30","30","27540","27570"
"In post","2021","East Merseyside","Outside London","EO","Unknown","135","120","27620","27570"
"In post","2021","East Merseyside","Outside London","G6/G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","East Merseyside","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Merseyside","Outside London","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
