"Status","Year","Function_of_post","Profession_of_post","Region_ITL1","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","No function","Human Resources","Wales","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","No function","Human Resources","Wales","Swansea","[c]","[c]","[c]","[c]"
"In post","2021","No function","Human Resources","West Midlands (England)","Birmingham","5","5","[c]","[c]"
"In post","2021","No function","Human Resources","West Midlands (England)","Coventry","[c]","[c]","[c]","[c]"
"In post","2021","No function","Human Resources","West Midlands (England)","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2021","No function","Human Resources","Yorkshire and The Humber","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","No function","Human Resources","Yorkshire and The Humber","Sheffield","[c]","[c]","[c]","[c]"
"In post","2021","No function","Inspector of Education and Training","East Midlands (England)","Nottingham","70","65","64380","64500"
"In post","2021","No function","Inspector of Education and Training","East of England","Cambridgeshire CC","90","85","65420","75500"
"In post","2021","No function","Inspector of Education and Training","London","Westminster","230","225","66190","64500"
"In post","2021","No function","Inspector of Education and Training","North West (England)","Manchester","110","110","65190","64500"
"In post","2021","No function","Inspector of Education and Training","South West (England)","Bristol, City of","75","70","66220","70500"
"In post","2021","No function","Inspector of Education and Training","Wales","Cardiff and Vale of Glamorgan","65","60","74480","74730"
"In post","2021","No function","Inspector of Education and Training","West Midlands (England)","Birmingham","100","100","65740","64500"
"In post","2021","No function","Inspector of Education and Training","Yorkshire and The Humber","York","115","115","66660","70500"
"In post","2021","No function","Intelligence Analysis","East Midlands (England)","Leicester","[c]","[c]","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","East Midlands (England)","Leicestershire CC and Rutland","10","10","27240","27120"
"In post","2021","No function","Intelligence Analysis","East Midlands (England)","Lincolnshire","5","5","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","East Midlands (England)","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","East Midlands (England)","Nottingham","5","5","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","East Midlands (England)","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","East Midlands (England)","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","East Midlands (England)","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","East of England","Bedford","[c]","[c]","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","East of England","Breckland and South Norfolk","5","5","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","East of England","Cambridgeshire CC","15","15","30120","29580"
"In post","2021","No function","Intelligence Analysis","East of England","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","East of England","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","East of England","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","East of England","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","East of England","Peterborough","15","15","39730","39100"
"In post","2021","No function","Intelligence Analysis","East of England","Suffolk","10","10","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","London","Bexley and Greenwich","15","15","32390","30110"
"In post","2021","No function","Intelligence Analysis","London","Croydon","10","10","39940","34380"
"In post","2021","No function","Intelligence Analysis","London","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","London","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","London","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","London","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","London","Lambeth","[c]","[c]","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","London","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","London","Wandsworth","5","5","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","London","Westminster","30","30","41340","38980"
"In post","2021","No function","Intelligence Analysis","North East (England)","Durham CC","30","25","32410","32040"
"In post","2021","No function","Intelligence Analysis","North East (England)","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","North West (England)","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","North West (England)","Chorley and West Lancashire","5","5","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","North West (England)","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","North West (England)","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","North West (England)","Greater Manchester South West","5","5","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","North West (England)","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","North West (England)","Liverpool","[c]","[c]","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","North West (England)","Manchester","15","15","31200","33520"
"In post","2021","No function","Intelligence Analysis","North West (England)","Mid Lancashire","10","5","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","North West (England)","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","North West (England)","Warrington","[c]","[c]","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","North West (England)","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","North West (England)","Wirral","[c]","[c]","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","South East (England)","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","South East (England)","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","South East (England)","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","South East (England)","East Surrey","5","5","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","South East (England)","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","South East (England)","Isle of Wight","5","5","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","South East (England)","Kent Thames Gateway","15","15","29260","28080"
"In post","2021","No function","Intelligence Analysis","South East (England)","Medway","[c]","[c]","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","South East (England)","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","South East (England)","Milton Keynes","15","15","29820","30680"
"In post","2021","No function","Intelligence Analysis","South East (England)","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","South East (England)","West Surrey","5","5","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","South East (England)","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","10","10","29170","27120"
"In post","2021","No function","Intelligence Analysis","South West (England)","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","South West (England)","Devon CC","5","5","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","South West (England)","Dorset CC","10","10","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","South West (England)","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","South West (England)","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","Wales","Cardiff and Vale of Glamorgan","5","5","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","Wales","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","Wales","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","Wales","Swansea","[c]","[c]","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","West Midlands (England)","Birmingham","10","10","37850","39270"
"In post","2021","No function","Intelligence Analysis","West Midlands (England)","Shropshire CC","[c]","[c]","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","West Midlands (England)","Staffordshire CC","20","20","29000","28800"
"In post","2021","No function","Intelligence Analysis","West Midlands (England)","Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","West Midlands (England)","Worcestershire","15","15","31190","28330"
"In post","2021","No function","Intelligence Analysis","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","20","20","29030","28800"
"In post","2021","No function","Intelligence Analysis","Yorkshire and The Humber","East Riding of Yorkshire","15","15","30930","32240"
"In post","2021","No function","Intelligence Analysis","Yorkshire and The Humber","Leeds","10","10","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","Yorkshire and The Humber","Wakefield","10","10","28650","28080"
"In post","2021","No function","Internal Audit","North East (England)","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","No function","Internal Audit","North West (England)","Warrington","[c]","[c]","[c]","[c]"
"In post","2021","No function","Internal Audit","South West (England)","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","No function","Internal Audit","West Midlands (England)","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","No function","Internal Audit","Yorkshire and The Humber","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","No function","International Trade","East Midlands (England)","Leicester","[c]","[c]","[c]","[c]"
"In post","2021","No function","International Trade","East Midlands (England)","Nottingham","15","15","35480","31810"
"In post","2021","No function","International Trade","East of England","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","No function","International Trade","East of England","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2021","No function","International Trade","London","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","No function","International Trade","London","Croydon","15","15","35080","36160"
"In post","2021","No function","International Trade","London","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2021","No function","International Trade","London","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2021","No function","International Trade","London","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2021","No function","International Trade","London","Westminster","1040","1030","47680","44030"
"In post","2021","No function","International Trade","North East (England)","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2021","No function","International Trade","North East (England)","Tyneside","10","10","[c]","[c]"
"In post","2021","No function","International Trade","North West (England)","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","No function","International Trade","North West (England)","Liverpool","15","15","30710","31810"
"In post","2021","No function","International Trade","North West (England)","Manchester","30","30","36210","31810"
"In post","2021","No function","International Trade","Northern Ireland","Belfast","10","10","[c]","[c]"
"In post","2021","No function","International Trade","Overseas","Overseas","155","155","56610","54470"
"In post","2021","No function","International Trade","Scotland","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2021","No function","International Trade","Scotland","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","No function","International Trade","Scotland","Glasgow City","5","5","[c]","[c]"
"In post","2021","No function","International Trade","South East (England)","Berkshire","60","60","43640","38540"
"In post","2021","No function","International Trade","South East (England)","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2021","No function","International Trade","South East (England)","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2021","No function","International Trade","South East (England)","West Surrey","[c]","[c]","[c]","[c]"
"In post","2021","No function","International Trade","South West (England)","Bristol, City of","15","10","38260","31810"
"In post","2021","No function","International Trade","Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","No function","International Trade","West Midlands (England)","Birmingham","25","25","36220","31800"
"In post","2021","No function","International Trade","Yorkshire and The Humber","Leeds","30","30","39250","38630"
"In post","2021","No function","Knowledge and Information Management","East Midlands (England)","Leicester","[c]","[c]","[c]","[c]"
"In post","2021","No function","Knowledge and Information Management","East Midlands (England)","Nottingham","20","20","37490","36340"
"In post","2021","No function","Knowledge and Information Management","East of England","Cambridgeshire CC","60","55","38020","34720"
"In post","2021","No function","Knowledge and Information Management","East of England","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","No function","Knowledge and Information Management","London","Barnet","5","5","[c]","[c]"
"In post","2021","No function","Knowledge and Information Management","London","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","No function","Knowledge and Information Management","London","Croydon","10","10","[c]","[c]"
"In post","2021","No function","Knowledge and Information Management","London","Hounslow and Richmond upon Thames","80","80","34770","31280"
"In post","2021","No function","Knowledge and Information Management","London","Lambeth","170","155","44190","41310"
"In post","2021","No function","Knowledge and Information Management","London","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2021","No function","Knowledge and Information Management","London","Westminster","165","160","43630","38210"
"In post","2021","No function","Knowledge and Information Management","North East (England)","Tyneside","15","15","37010","36330"
"In post","2021","No function","Knowledge and Information Management","North West (England)","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","No function","Knowledge and Information Management","North West (England)","Liverpool","15","15","44260","38890"
"In post","2021","No function","Knowledge and Information Management","North West (England)","Manchester","25","20","33550","29960"
"In post","2021","No function","Knowledge and Information Management","North West (England)","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","No function","Knowledge and Information Management","North West (England)","Sefton","20","20","31670","29750"
"In post","2021","No function","Knowledge and Information Management","Northern Ireland","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","No function","Knowledge and Information Management","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","No function","Knowledge and Information Management","Scotland","City of Edinburgh","20","15","36010","30380"
"In post","2021","No function","Knowledge and Information Management","Scotland","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2021","No function","Knowledge and Information Management","Scotland","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","No function","Knowledge and Information Management","South East (England)","East Sussex CC","5","5","[c]","[c]"
"In post","2021","No function","Knowledge and Information Management","South East (England)","Milton Keynes","30","30","37450","31000"
"In post","2021","No function","Knowledge and Information Management","South East (England)","Oxfordshire","25","25","38470","38720"
"In post","2021","No function","Knowledge and Information Management","South East (England)","South Hampshire","5","5","[c]","[c]"
"In post","2021","No function","Knowledge and Information Management","South East (England)","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2021","No function","Knowledge and Information Management","South West (England)","Bristol, City of","60","55","37250","35790"
"In post","2021","No function","Knowledge and Information Management","South West (England)","Somerset","10","10","27760","26740"
"In post","2021","No function","Knowledge and Information Management","South West (England)","Wiltshire","25","25","30260","29270"
"In post","2021","No function","Knowledge and Information Management","Wales","Cardiff and Vale of Glamorgan","5","5","[c]","[c]"
"In post","2021","No function","Knowledge and Information Management","Wales","Monmouthshire and Newport","10","10","28770","29540"
"In post","2021","No function","Knowledge and Information Management","West Midlands (England)","Birmingham","65","60","34340","29470"
"In post","2021","No function","Knowledge and Information Management","West Midlands (England)","Staffordshire CC","10","10","23820","22650"
"In post","2021","No function","Knowledge and Information Management","West Midlands (England)","Stoke-on-Trent","5","5","[c]","[c]"
"In post","2021","No function","Knowledge and Information Management","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2021","No function","Knowledge and Information Management","Yorkshire and The Humber","Leeds","30","30","32580","29710"
"In post","2021","No function","Knowledge and Information Management","Yorkshire and The Humber","Sheffield","30","25","29430","26830"
"In post","2021","No function","Knowledge and Information Management","Yorkshire and The Humber","York","30","25","45710","44730"
"In post","2021","No function","Legal","London","Westminster","5","5","[c]","[c]"
"In post","2021","No function","Legal","West Midlands (England)","Coventry","[c]","[c]","[c]","[c]"
"In post","2021","No function","Medicine","East Midlands (England)","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2021","No function","Medicine","East Midlands (England)","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","No function","Medicine","East Midlands (England)","Nottingham","10","10","105600","104510"
"In post","2021","No function","Medicine","East of England","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","No function","Medicine","East of England","Cambridgeshire CC","20","15","118220","118170"
"In post","2021","No function","Medicine","East of England","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2021","No function","Medicine","East of England","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","No function","Medicine","East of England","West Essex","10","10","[c]","[c]"
"In post","2021","No function","Medicine","London","Barnet","40","30","119630","108190"
"In post","2021","No function","Medicine","London","Harrow and Hillingdon","5","5","[c]","[c]"
"In post","2021","No function","Medicine","London","Lambeth","95","75","105560","104510"
"In post","2021","No function","Medicine","London","Lewisham and Southwark","5","5","[c]","[c]"
"In post","2021","No function","Medicine","London","Westminster","25","20","69260","54970"
"In post","2021","No function","Medicine","North East (England)","Darlington","[c]","[c]","[c]","[c]"
"In post","2021","No function","Medicine","North East (England)","Tyneside","10","10","112190","115850"
"In post","2021","No function","Medicine","North West (England)","Liverpool","10","10","103370","108670"
"In post","2021","No function","Medicine","North West (England)","Manchester","15","15","83870","95140"
"In post","2021","No function","Medicine","North West (England)","Mid Lancashire","10","5","[c]","[c]"
"In post","2021","No function","Medicine","South East (England)","East Kent","[c]","[c]","[c]","[c]"
"In post","2021","No function","Medicine","South East (England)","Mid Kent","5","5","[c]","[c]"
"In post","2021","No function","Medicine","South East (England)","Oxfordshire","10","10","110230","107610"
"In post","2021","No function","Medicine","South East (England)","South Hampshire","5","5","[c]","[c]"
"In post","2021","No function","Medicine","South East (England)","Southampton","5","5","[c]","[c]"
"In post","2021","No function","Medicine","South East (England)","West Sussex (North East)","5","5","[c]","[c]"
"In post","2021","No function","Medicine","South West (England)","Bristol, City of","20","20","109380","104580"
"In post","2021","No function","Medicine","South West (England)","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","No function","Medicine","South West (England)","Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","No function","Medicine","South West (England)","Wiltshire","10","5","[c]","[c]"
"In post","2021","No function","Medicine","Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","No function","Medicine","Wales","Swansea","50","45","79860","86520"
"In post","2021","No function","Medicine","West Midlands (England)","Birmingham","35","30","110610","110580"
"In post","2021","No function","Medicine","West Midlands (England)","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2021","No function","Medicine","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2021","No function","Medicine","Yorkshire and The Humber","Leeds","20","15","104640","96990"
"In post","2021","No function","Medicine","Yorkshire and The Humber","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2021","No function","Medicine","Yorkshire and The Humber","Sheffield","[c]","[c]","[c]","[c]"
"In post","2021","No function","Medicine","Yorkshire and The Humber","York","[c]","[c]","[c]","[c]"
"In post","2021","No function","Operational Delivery","East Midlands (England)","Derby","280","250","25380","22920"
"In post","2021","No function","Operational Delivery","East Midlands (England)","East Derbyshire","70","65","28420","26750"
"In post","2021","No function","Operational Delivery","East Midlands (England)","Leicester","1300","1175","25390","22350"
"In post","2021","No function","Operational Delivery","East Midlands (England)","Leicestershire CC and Rutland","1120","1045","27920","26300"
"In post","2021","No function","Operational Delivery","East Midlands (England)","Lincolnshire","980","930","28000","26630"
"In post","2021","No function","Operational Delivery","East Midlands (England)","North Northamptonshire","55","55","28640","27680"
"In post","2021","No function","Operational Delivery","East Midlands (England)","North Nottinghamshire","620","585","27800","26780"
"In post","2021","No function","Operational Delivery","East Midlands (England)","Nottingham","2705","2495","27040","24920"
"In post","2021","No function","Operational Delivery","East Midlands (England)","South and West Derbyshire","525","485","29950","27380"
"In post","2021","No function","Operational Delivery","East Midlands (England)","South Nottinghamshire","465","435","30910","27760"
"In post","2021","No function","Operational Delivery","East Midlands (England)","West Northamptonshire","780","715","24670","22850"
"In post","2021","No function","Operational Delivery","East of England","Bedford","485","460","30710","29920"
"In post","2021","No function","Operational Delivery","East of England","Breckland and South Norfolk","400","385","27710","25400"
"In post","2021","No function","Operational Delivery","East of England","Cambridgeshire CC","1430","1330","30020","29780"
"In post","2021","No function","Operational Delivery","East of England","Central Bedfordshire","30","30","29420","26780"
"In post","2021","No function","Operational Delivery","East of England","Essex Haven Gateway","75","70","33380","28200"
"In post","2021","No function","Operational Delivery","East of England","Essex Thames Gateway","175","155","24910","22920"
"In post","2021","No function","Operational Delivery","East of England","Heart of Essex","705","665","29580","28380"
"In post","2021","No function","Operational Delivery","East of England","Hertfordshire","855","810","30360","30110"
"In post","2021","No function","Operational Delivery","East of England","Luton","205","185","23450","22350"
"In post","2021","No function","Operational Delivery","East of England","North and West Norfolk","360","330","28380","27260"
"In post","2021","No function","Operational Delivery","East of England","Norwich and East Norfolk","725","675","27500","24920"
"In post","2021","No function","Operational Delivery","East of England","Peterborough","430","390","28240","27130"
"In post","2021","No function","Operational Delivery","East of England","Southend-on-Sea","200","180","26130","21490"
"In post","2021","No function","Operational Delivery","East of England","Suffolk","1395","1315","28020","27150"
"In post","2021","No function","Operational Delivery","East of England","Thurrock","15","10","30360","29460"
"In post","2021","No function","Operational Delivery","East of England","West Essex","80","75","33310","31070"
"In post","2021","No function","Operational Delivery","London","Barking & Dagenham and Havering","130","115","27800","26150"
"In post","2021","No function","Operational Delivery","London","Barnet","505","470","35580","32190"
"In post","2021","No function","Operational Delivery","London","Bexley and Greenwich","1185","1145","31620","31590"
"In post","2021","No function","Operational Delivery","London","Brent","190","170","26900","23500"
"In post","2021","No function","Operational Delivery","London","Bromley","160","145","24960","22450"
"In post","2021","No function","Operational Delivery","London","Camden and City of London","1005","955","26720","23500"
"In post","2021","No function","Operational Delivery","London","Croydon","875","825","32790","29570"
"In post","2021","No function","Operational Delivery","London","Ealing","65","60","31390","30470"
"In post","2021","No function","Operational Delivery","London","Enfield","80","75","28220","26810"
"In post","2021","No function","Operational Delivery","London","Hackney and Newham","390","370","32250","26810"
"In post","2021","No function","Operational Delivery","London","Haringey and Islington","985","950","30760","30220"
"In post","2021","No function","Operational Delivery","London","Harrow and Hillingdon","215","205","30040","30580"
"In post","2021","No function","Operational Delivery","London","Hounslow and Richmond upon Thames","1140","1090","31140","31570"
"In post","2021","No function","Operational Delivery","London","Kensington & Chelsea and Hammersmith & Fulham","565","540","33100","33260"
"In post","2021","No function","Operational Delivery","London","Lambeth","2730","2600","42660","39840"
"In post","2021","No function","Operational Delivery","London","Lewisham and Southwark","520","500","33350","29890"
"In post","2021","No function","Operational Delivery","London","Merton, Kingston upon Thames and Sutton","305","290","30940","29520"
"In post","2021","No function","Operational Delivery","London","Redbridge and Waltham Forest","220","200","27830","26810"
"In post","2021","No function","Operational Delivery","London","Tower Hamlets","690","665","37430","33400"
"In post","2021","No function","Operational Delivery","London","Wandsworth","750","725","32440","33260"
"In post","2021","No function","Operational Delivery","London","Westminster","3445","3355","38930","33210"
"In post","2021","No function","Operational Delivery","North East (England)","Darlington","260","245","32890","30090"
"In post","2021","No function","Operational Delivery","North East (England)","Durham CC","3085","2825","27580","26780"
"In post","2021","No function","Operational Delivery","North East (England)","Hartlepool and Stockton-on-Tees","700","665","28670","26810"
"In post","2021","No function","Operational Delivery","North East (England)","Northumberland","60","55","28550","28200"
"In post","2021","No function","Operational Delivery","North East (England)","South Teesside","270","235","24400","21330"
"In post","2021","No function","Operational Delivery","North East (England)","Sunderland","1985","1600","23290","21440"
"In post","2021","No function","Operational Delivery","North East (England)","Tyneside","3930","3360","24510","21440"
"In post","2021","No function","Operational Delivery","North West (England)","Blackburn with Darwen","130","115","26130","23850"
"In post","2021","No function","Operational Delivery","North West (England)","Blackpool","135","120","26270","23840"
"In post","2021","No function","Operational Delivery","North West (England)","Cheshire East","420","395","29670","26810"
"In post","2021","No function","Operational Delivery","North West (England)","Cheshire West and Chester","135","120","26220","23840"
"In post","2021","No function","Operational Delivery","North West (England)","Chorley and West Lancashire","1095","1010","29160","26830"
"In post","2021","No function","Operational Delivery","North West (England)","East Cumbria","260","235","25850","22110"
"In post","2021","No function","Operational Delivery","North West (England)","East Lancashire","135","125","25500","22920"
"In post","2021","No function","Operational Delivery","North West (England)","East Merseyside","265","250","28200","26470"
"In post","2021","No function","Operational Delivery","North West (England)","Greater Manchester North East","410","390","28760","27380"
"In post","2021","No function","Operational Delivery","North West (England)","Greater Manchester North West","540","505","26980","24920"
"In post","2021","No function","Operational Delivery","North West (England)","Greater Manchester South East","200","185","26890","26470"
"In post","2021","No function","Operational Delivery","North West (England)","Greater Manchester South West","1620","1465","24940","21440"
"In post","2021","No function","Operational Delivery","North West (England)","Lancaster and Wyre","335","315","27920","26050"
"In post","2021","No function","Operational Delivery","North West (England)","Liverpool","2115","1925","27040","24440"
"In post","2021","No function","Operational Delivery","North West (England)","Manchester","2455","2295","27820","24440"
"In post","2021","No function","Operational Delivery","North West (England)","Mid Lancashire","2445","2190","26430","23240"
"In post","2021","No function","Operational Delivery","North West (England)","Sefton","1525","1340","28750","22160"
"In post","2021","No function","Operational Delivery","North West (England)","Warrington","1780","1720","33020","31650"
"In post","2021","No function","Operational Delivery","North West (England)","West Cumbria","280","260","27410","25790"
"In post","2021","No function","Operational Delivery","North West (England)","Wirral","580","515","27730","27130"
"In post","2021","No function","Operational Delivery","Northern Ireland","Ards and North Down","40","35","37650","31780"
"In post","2021","No function","Operational Delivery","Northern Ireland","Belfast","955","870","25690","21440"
"In post","2021","No function","Operational Delivery","Overseas","Overseas","140","140","64680","63190"
"In post","2021","No function","Operational Delivery","Scotland","Aberdeen City and Aberdeenshire","505","485","39970","31760"
"In post","2021","No function","Operational Delivery","Scotland","Angus and Dundee City","285","255","23340","21440"
"In post","2021","No function","Operational Delivery","Scotland","Caithness and Sutherland and Ross and Cromarty","10","10","26980","22220"
"In post","2021","No function","Operational Delivery","Scotland","City of Edinburgh","1950","1840","29530","27790"
"In post","2021","No function","Operational Delivery","Scotland","Clackmannanshire and Fife","395","370","30450","33650"
"In post","2021","No function","Operational Delivery","Scotland","Dumfries and Galloway","175","155","29790","30750"
"In post","2021","No function","Operational Delivery","Scotland","East Ayrshire and North Ayrshire mainland","55","50","26980","26570"
"In post","2021","No function","Operational Delivery","Scotland","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","385","370","29960","30930"
"In post","2021","No function","Operational Delivery","Scotland","East Lothian and Midlothian","10","10","29030","26780"
"In post","2021","No function","Operational Delivery","Scotland","Falkirk","425","395","30840","33650"
"In post","2021","No function","Operational Delivery","Scotland","Glasgow City","2390","2225","27970","25560"
"In post","2021","No function","Operational Delivery","Scotland","Inverclyde, East Renfrewshire and Renfrewshire","325","310","33160","33650"
"In post","2021","No function","Operational Delivery","Scotland","Inverness and Nairn and Moray, Badenoch and Strathspey","175","160","29430","28410"
"In post","2021","No function","Operational Delivery","Scotland","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","10","10","28020","22220"
"In post","2021","No function","Operational Delivery","Scotland","Na h-Eileanan Siar","35","30","32230","31780"
"In post","2021","No function","Operational Delivery","Scotland","North Lanarkshire","455","430","30030","31720"
"In post","2021","No function","Operational Delivery","Scotland","Orkney Islands","[c]","[c]","[c]","[c]"
"In post","2021","No function","Operational Delivery","Scotland","Perth and Kinross and Stirling","580","550","30980","33650"
"In post","2021","No function","Operational Delivery","Scotland","Scottish Borders","20","20","25170","23570"
"In post","2021","No function","Operational Delivery","Scotland","Shetland Islands","25","20","29980","26590"
"In post","2021","No function","Operational Delivery","Scotland","South Ayrshire","40","35","25200","23570"
"In post","2021","No function","Operational Delivery","Scotland","South Lanarkshire","1360","1135","23520","21440"
"In post","2021","No function","Operational Delivery","Scotland","West Lothian","65","60","28780","27680"
