"Status","Year","Parent_department","Region_ITL2","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Department for Business, Energy and Industrial Strategy","North Yorkshire","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","North Yorkshire","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","North Yorkshire","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","North Yorkshire","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Northern Ireland","AA/AO","AO","10","10","22160","22490"
"In post","2021","Department for Business, Energy and Industrial Strategy","Northern Ireland","EO","EO","5","5","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Northern Ireland","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Northern Ireland","SEO/HEO","HEO","10","10","34470","34760"
"In post","2021","Department for Business, Energy and Industrial Strategy","Northern Ireland","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Northumberland and Tyne and Wear","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Northumberland and Tyne and Wear","AA/AO","AO","15","15","20900","20880"
"In post","2021","Department for Business, Energy and Industrial Strategy","Northumberland and Tyne and Wear","EO","EO","70","65","24680","24250"
"In post","2021","Department for Business, Energy and Industrial Strategy","Northumberland and Tyne and Wear","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Northumberland and Tyne and Wear","G6/G7","G7","10","10","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Northumberland and Tyne and Wear","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Northumberland and Tyne and Wear","SEO/HEO","HEO","75","70","32270","30950"
"In post","2021","Department for Business, Energy and Industrial Strategy","Northumberland and Tyne and Wear","SEO/HEO","SEO","25","25","41220","40310"
"In post","2021","Department for Business, Energy and Industrial Strategy","Outer London - South","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Outer London - South","AA/AO","AO","25","25","25060","25060"
"In post","2021","Department for Business, Energy and Industrial Strategy","Outer London - South","EO","EO","5","5","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Outer London - South","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Outer London - South","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Outer London - South","SEO/HEO","HEO","15","15","36800","35980"
"In post","2021","Department for Business, Energy and Industrial Strategy","Outer London - South","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Outer London - West and North West","AA/AO","AO","5","5","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Outer London - West and North West","EO","EO","5","5","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Outer London - West and North West","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Outer London - West and North West","G6/G7","G7","15","15","53550","53600"
"In post","2021","Department for Business, Energy and Industrial Strategy","Outer London - West and North West","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Outer London - West and North West","SEO/HEO","HEO","30","30","38000","38150"
"In post","2021","Department for Business, Energy and Industrial Strategy","Outer London - West and North West","SEO/HEO","SEO","30","25","42860","42750"
"In post","2021","Department for Business, Energy and Industrial Strategy","Overseas","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Overseas","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Overseas","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Overseas","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Overseas","SEO/HEO","SEO","15","15","44480","45650"
"In post","2021","Department for Business, Energy and Industrial Strategy","Shropshire and Staffordshire","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Shropshire and Staffordshire","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","South Yorkshire","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Southern Scotland","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Southern Scotland","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Surrey, East and West Sussex","AA/AO","AO","5","5","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Surrey, East and West Sussex","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Surrey, East and West Sussex","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Surrey, East and West Sussex","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Surrey, East and West Sussex","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Surrey, East and West Sussex","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Tees Valley and Durham","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Tees Valley and Durham","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Tees Valley and Durham","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Tees Valley and Durham","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Unknown","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Unknown","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Unknown","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","West Central Scotland","AA/AO","AO","5","5","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","West Central Scotland","EO","EO","45","40","24610","24250"
"In post","2021","Department for Business, Energy and Industrial Strategy","West Central Scotland","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","West Central Scotland","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","West Central Scotland","SEO/HEO","HEO","45","40","32500","31210"
"In post","2021","Department for Business, Energy and Industrial Strategy","West Central Scotland","SEO/HEO","SEO","10","10","41740","42290"
"In post","2021","Department for Business, Energy and Industrial Strategy","West Midlands","AA/AO","AA","30","30","18900","18900"
"In post","2021","Department for Business, Energy and Industrial Strategy","West Midlands","AA/AO","AO","145","130","20930","20880"
"In post","2021","Department for Business, Energy and Industrial Strategy","West Midlands","EO","EO","110","105","25340","24570"
"In post","2021","Department for Business, Energy and Industrial Strategy","West Midlands","G6/G7","G6","20","20","64790","62440"
"In post","2021","Department for Business, Energy and Industrial Strategy","West Midlands","G6/G7","G7","60","60","52010","50540"
"In post","2021","Department for Business, Energy and Industrial Strategy","West Midlands","SCS level","SCS level","5","5","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","West Midlands","SEO/HEO","HEO","170","165","32930","31120"
"In post","2021","Department for Business, Energy and Industrial Strategy","West Midlands","SEO/HEO","SEO","120","115","41850","41870"
"In post","2021","Department for Business, Energy and Industrial Strategy","West Wales and The Valleys","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","West Wales and The Valleys","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","West Wales and The Valleys","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","West Yorkshire","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","West Yorkshire","AA/AO","AO","40","40","20820","20880"
"In post","2021","Department for Business, Energy and Industrial Strategy","West Yorkshire","EO","EO","35","30","24930","24250"
"In post","2021","Department for Business, Energy and Industrial Strategy","West Yorkshire","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","West Yorkshire","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","West Yorkshire","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","West Yorkshire","SEO/HEO","HEO","65","65","32470","31140"
"In post","2021","Department for Business, Energy and Industrial Strategy","West Yorkshire","SEO/HEO","SEO","35","35","42580","42700"
"In post","2021","Department for Digital, Culture, Media and Sport","Eastern Scotland","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Greater Manchester","EO","EO","10","10","25950","26180"
"In post","2021","Department for Digital, Culture, Media and Sport","Greater Manchester","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Greater Manchester","G6/G7","G7","10","10","52120","51730"
"In post","2021","Department for Digital, Culture, Media and Sport","Greater Manchester","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Greater Manchester","SEO/HEO","HEO","20","20","34290","34020"
"In post","2021","Department for Digital, Culture, Media and Sport","Inner London - West","AA/AO","AA","10","10","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Inner London - West","EO","EO","170","165","27490","26180"
"In post","2021","Department for Digital, Culture, Media and Sport","Inner London - West","G6/G7","G6","200","195","66620","65120"
"In post","2021","Department for Digital, Culture, Media and Sport","Inner London - West","G6/G7","G7","585","575","56120","52250"
"In post","2021","Department for Digital, Culture, Media and Sport","Inner London - West","SCS level","SCS level","120","115","86940","77180"
"In post","2021","Department for Digital, Culture, Media and Sport","Inner London - West","SEO/HEO","HEO","635","625","37120","34020"
"In post","2021","Department for Digital, Culture, Media and Sport","Merseyside","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Northern Ireland","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Northumberland and Tyne and Wear","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Northumberland and Tyne and Wear","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Northumberland and Tyne and Wear","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","West Central Scotland","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","West Central Scotland","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","West Yorkshire","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","West Yorkshire","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Bedfordshire and Hertfordshire","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Bedfordshire and Hertfordshire","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Bedfordshire and Hertfordshire","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Bedfordshire and Hertfordshire","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Bedfordshire and Hertfordshire","SEO/HEO","HEO","10","10","34120","33610"
"In post","2021","Department for Education","Bedfordshire and Hertfordshire","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2021","Department for Education","Derbyshire and Nottinghamshire","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Derbyshire and Nottinghamshire","EO","EO","40","35","26410","26000"
"In post","2021","Department for Education","Derbyshire and Nottinghamshire","G6/G7","G6","25","25","63440","61960"
"In post","2021","Department for Education","Derbyshire and Nottinghamshire","G6/G7","G7","75","70","50950","50630"
"In post","2021","Department for Education","Derbyshire and Nottinghamshire","SCS level","SCS level","5","5","[c]","[c]"
"In post","2021","Department for Education","Derbyshire and Nottinghamshire","SEO/HEO","HEO","65","60","30760","30200"
"In post","2021","Department for Education","Derbyshire and Nottinghamshire","SEO/HEO","SEO","85","80","38740","37100"
"In post","2021","Department for Education","East Anglia","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","East Anglia","G6/G7","G6","10","10","63860","61820"
"In post","2021","Department for Education","East Anglia","G6/G7","G7","15","15","50960","50630"
"In post","2021","Department for Education","East Anglia","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","East Anglia","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2021","Department for Education","East Anglia","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Gloucestershire, Wiltshire and Bath/Bristol area","EO","EO","10","10","25170","25000"
"In post","2021","Department for Education","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","G6","30","25","65010","63130"
"In post","2021","Department for Education","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","G7","55","55","51320","50400"
"In post","2021","Department for Education","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","SCS level","5","5","[c]","[c]"
"In post","2021","Department for Education","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","HEO","50","50","30590","29730"
"In post","2021","Department for Education","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","SEO","65","60","38460","36960"
"In post","2021","Department for Education","Greater Manchester","AA/AO","AO","15","10","21030","21000"
"In post","2021","Department for Education","Greater Manchester","EO","EO","165","160","25540","25000"
"In post","2021","Department for Education","Greater Manchester","G6/G7","G6","115","110","63150","61950"
"In post","2021","Department for Education","Greater Manchester","G6/G7","G7","260","250","50760","50370"
"In post","2021","Department for Education","Greater Manchester","SCS level","SCS level","20","20","81820","74100"
"In post","2021","Department for Education","Greater Manchester","SEO/HEO","HEO","255","255","30410","30090"
"In post","2021","Department for Education","Greater Manchester","SEO/HEO","SEO","310","305","37870","36780"
"In post","2021","Department for Education","Greater Manchester","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","Department for Education","Inner London - West","AA/AO","AO","30","30","24180","24100"
"In post","2021","Department for Education","Inner London - West","EO","EO","270","265","29260","28520"
"In post","2021","Department for Education","Inner London - West","G6/G7","G6","435","415","66560","65370"
"In post","2021","Department for Education","Inner London - West","G6/G7","G7","735","705","54940","54160"
"In post","2021","Department for Education","Inner London - West","SCS level","SCS level","195","185","84160","75200"
"In post","2021","Department for Education","Inner London - West","SEO/HEO","HEO","415","405","34640","33740"
"In post","2021","Department for Education","Inner London - West","SEO/HEO","SEO","500","480","42360","40940"
"In post","2021","Department for Education","Inner London - West","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Northumberland and Tyne and Wear","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Northumberland and Tyne and Wear","EO","EO","10","10","25770","26000"
"In post","2021","Department for Education","Northumberland and Tyne and Wear","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","Department for Education","Northumberland and Tyne and Wear","G6/G7","G7","15","15","51020","50630"
"In post","2021","Department for Education","Northumberland and Tyne and Wear","SEO/HEO","HEO","20","20","30460","30200"
"In post","2021","Department for Education","Northumberland and Tyne and Wear","SEO/HEO","SEO","25","25","38350","37100"
"In post","2021","Department for Education","Outer London - South","EO","EO","5","5","[c]","[c]"
"In post","2021","Department for Education","Outer London - South","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","Department for Education","Outer London - South","G6/G7","G7","10","10","55360","54400"
"In post","2021","Department for Education","Outer London - South","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Outer London - South","SEO/HEO","HEO","15","15","33240","33300"
"In post","2021","Department for Education","Outer London - South","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2021","Department for Education","South Yorkshire","AA/AO","AO","15","15","21310","21000"
"In post","2021","Department for Education","South Yorkshire","EO","EO","170","160","25610","25000"
"In post","2021","Department for Education","South Yorkshire","G6/G7","G6","120","115","62880","61680"
"In post","2021","Department for Education","South Yorkshire","G6/G7","G7","315","300","51180","50400"
"In post","2021","Department for Education","South Yorkshire","SCS level","SCS level","30","30","78590","74100"
"In post","2021","Department for Education","South Yorkshire","SEO/HEO","HEO","360","345","30490","30090"
"In post","2021","Department for Education","South Yorkshire","SEO/HEO","SEO","390","375","38280","36960"
"In post","2021","Department for Education","Tees Valley and Durham","AA/AO","AO","25","20","21030","21000"
"In post","2021","Department for Education","Tees Valley and Durham","EO","EO","105","100","25770","26000"
"In post","2021","Department for Education","Tees Valley and Durham","G6/G7","G6","40","40","63080","61760"
"In post","2021","Department for Education","Tees Valley and Durham","G6/G7","G7","140","140","50930","50400"
"In post","2021","Department for Education","Tees Valley and Durham","SCS level","SCS level","10","10","[c]","[c]"
"In post","2021","Department for Education","Tees Valley and Durham","SEO/HEO","HEO","175","170","30420","30090"
"In post","2021","Department for Education","Tees Valley and Durham","SEO/HEO","SEO","210","200","37910","37100"
"In post","2021","Department for Education","Tees Valley and Durham","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Unknown","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","Department for Education","Unknown","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","Department for Education","Unknown","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","West Midlands","AA/AO","AO","25","25","20950","21000"
"In post","2021","Department for Education","West Midlands","EO","EO","170","165","25430","25000"
"In post","2021","Department for Education","West Midlands","G6/G7","G6","115","115","63940","61960"
"In post","2021","Department for Education","West Midlands","G6/G7","G7","300","295","51070","50480"
"In post","2021","Department for Education","West Midlands","SCS level","SCS level","25","25","87920","78000"
"In post","2021","Department for Education","West Midlands","SEO/HEO","HEO","305","295","30610","30090"
"In post","2021","Department for Education","West Midlands","SEO/HEO","SEO","335","325","38040","36960"
"In post","2021","Department for Education","West Midlands","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","West Yorkshire","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","West Yorkshire","G6/G7","G6","20","15","64670","61960"
"In post","2021","Department for Education","West Yorkshire","G6/G7","G7","25","25","50480","50520"
"In post","2021","Department for Education","West Yorkshire","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","West Yorkshire","SEO/HEO","HEO","20","15","30630","30200"
"In post","2021","Department for Education","West Yorkshire","SEO/HEO","SEO","30","25","38180","37100"
"In post","2021","Department for Environment, Food and Rural Affairs","Bedfordshire and Hertfordshire","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Bedfordshire and Hertfordshire","EO","EO","10","10","26060","25860"
"In post","2021","Department for Environment, Food and Rural Affairs","Bedfordshire and Hertfordshire","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Bedfordshire and Hertfordshire","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Bedfordshire and Hertfordshire","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","AO","75","70","21100","21050"
"In post","2021","Department for Environment, Food and Rural Affairs","Berkshire, Buckinghamshire and Oxfordshire","EO","EO","70","65","25760","25470"
"In post","2021","Department for Environment, Food and Rural Affairs","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","G6","20","20","60920","59840"
"In post","2021","Department for Environment, Food and Rural Affairs","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","G7","65","65","50110","49350"
"In post","2021","Department for Environment, Food and Rural Affairs","Berkshire, Buckinghamshire and Oxfordshire","SCS level","SCS level","10","10","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","HEO","70","70","30730","30460"
"In post","2021","Department for Environment, Food and Rural Affairs","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","SEO","85","80","38610","37410"
"In post","2021","Department for Environment, Food and Rural Affairs","Cheshire","AA/AO","AO","45","45","20910","21050"
"In post","2021","Department for Environment, Food and Rural Affairs","Cheshire","EO","EO","65","60","25390","25190"
"In post","2021","Department for Environment, Food and Rural Affairs","Cheshire","G6/G7","G6","20","20","59970","58850"
"In post","2021","Department for Environment, Food and Rural Affairs","Cheshire","G6/G7","G7","75","70","49110","48370"
"In post","2021","Department for Environment, Food and Rural Affairs","Cheshire","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Cheshire","SEO/HEO","HEO","50","50","29830","29690"
"In post","2021","Department for Environment, Food and Rural Affairs","Cheshire","SEO/HEO","SEO","50","45","37580","36970"
"In post","2021","Department for Environment, Food and Rural Affairs","Cornwall and Isles of Scilly","AA/AO","AO","15","15","21060","21050"
"In post","2021","Department for Environment, Food and Rural Affairs","Cornwall and Isles of Scilly","EO","EO","25","25","25320","25330"
"In post","2021","Department for Environment, Food and Rural Affairs","Cornwall and Isles of Scilly","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Cornwall and Isles of Scilly","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Cornwall and Isles of Scilly","SEO/HEO","HEO","20","15","30040","29480"
"In post","2021","Department for Environment, Food and Rural Affairs","Cornwall and Isles of Scilly","SEO/HEO","SEO","25","20","41160","37910"
"In post","2021","Department for Environment, Food and Rural Affairs","Cumbria","AA/AO","AO","550","490","21000","21050"
"In post","2021","Department for Environment, Food and Rural Affairs","Cumbria","EO","EO","215","195","25400","25190"
"In post","2021","Department for Environment, Food and Rural Affairs","Cumbria","G6/G7","G6","15","15","60510","59970"
"In post","2021","Department for Environment, Food and Rural Affairs","Cumbria","G6/G7","G7","35","35","49620","49350"
"In post","2021","Department for Environment, Food and Rural Affairs","Cumbria","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Cumbria","SEO/HEO","HEO","100","90","30270","30230"
"In post","2021","Department for Environment, Food and Rural Affairs","Cumbria","SEO/HEO","SEO","85","80","38310","37230"
"In post","2021","Department for Environment, Food and Rural Affairs","Derbyshire and Nottinghamshire","AA/AO","AO","35","35","20970","21050"
"In post","2021","Department for Environment, Food and Rural Affairs","Derbyshire and Nottinghamshire","EO","EO","35","35","25400","25190"
"In post","2021","Department for Environment, Food and Rural Affairs","Derbyshire and Nottinghamshire","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Derbyshire and Nottinghamshire","G6/G7","G7","25","20","50150","49370"
"In post","2021","Department for Environment, Food and Rural Affairs","Derbyshire and Nottinghamshire","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Derbyshire and Nottinghamshire","SEO/HEO","HEO","35","30","30510","30410"
"In post","2021","Department for Environment, Food and Rural Affairs","Derbyshire and Nottinghamshire","SEO/HEO","SEO","25","20","37140","36970"
"In post","2021","Department for Environment, Food and Rural Affairs","Devon","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Devon","AA/AO","AO","195","180","21080","21050"
"In post","2021","Department for Environment, Food and Rural Affairs","Devon","EO","EO","125","110","25640","25330"
"In post","2021","Department for Environment, Food and Rural Affairs","Devon","G6/G7","G6","15","15","60610","59930"
"In post","2021","Department for Environment, Food and Rural Affairs","Devon","G6/G7","G7","35","35","50370","49360"
"In post","2021","Department for Environment, Food and Rural Affairs","Devon","SCS level","SCS level","5","5","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Devon","SEO/HEO","HEO","75","70","30440","30230"
"In post","2021","Department for Environment, Food and Rural Affairs","Devon","SEO/HEO","SEO","80","80","38520","37240"
"In post","2021","Department for Environment, Food and Rural Affairs","Dorset and Somerset","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Dorset and Somerset","AA/AO","AO","20","20","21050","21050"
"In post","2021","Department for Environment, Food and Rural Affairs","Dorset and Somerset","EO","EO","55","55","25220","24920"
"In post","2021","Department for Environment, Food and Rural Affairs","Dorset and Somerset","G6/G7","G6","10","10","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Dorset and Somerset","G6/G7","G7","30","25","49400","48600"
"In post","2021","Department for Environment, Food and Rural Affairs","Dorset and Somerset","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Dorset and Somerset","SEO/HEO","HEO","60","55","29800","29270"
"In post","2021","Department for Environment, Food and Rural Affairs","Dorset and Somerset","SEO/HEO","SEO","45","40","38040","36970"
"In post","2021","Department for Environment, Food and Rural Affairs","East Anglia","AA/AO","AA","10","10","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","East Anglia","AA/AO","AO","65","60","21200","21050"
"In post","2021","Department for Environment, Food and Rural Affairs","East Anglia","EO","EO","150","140","25230","24920"
"In post","2021","Department for Environment, Food and Rural Affairs","East Anglia","G6/G7","G6","30","30","62280","59910"
"In post","2021","Department for Environment, Food and Rural Affairs","East Anglia","G6/G7","G7","115","110","49000","48080"
"In post","2021","Department for Environment, Food and Rural Affairs","East Anglia","SCS level","SCS level","5","5","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","East Anglia","SEO/HEO","HEO","210","200","29960","29690"
"In post","2021","Department for Environment, Food and Rural Affairs","East Anglia","SEO/HEO","SEO","170","160","37720","36970"
"In post","2021","Department for Environment, Food and Rural Affairs","East Wales","AA/AO","AO","45","45","21050","21050"
"In post","2021","Department for Environment, Food and Rural Affairs","East Wales","EO","EO","15","15","25130","25100"
"In post","2021","Department for Environment, Food and Rural Affairs","East Wales","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","East Wales","G6/G7","G7","10","10","50430","49170"
"In post","2021","Department for Environment, Food and Rural Affairs","East Wales","SCS level","SCS level","[c]","[c]","[c]","[c]"
