"Status","Year","Disability","Parent_department","Region_ITL2","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Attorney General's Departments","Bedfordshire and Hertfordshire","Outside London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","Outside London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Cheshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Cornwall and Isles of Scilly","Outside London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Cumbria","Outside London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Derbyshire and Nottinghamshire","Outside London","35","30","38490","32290"
"In post","2021","Declared disabled","Attorney General's Departments","Devon","Outside London","15","10","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","East Anglia","Outside London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","East Wales","Outside London","30","30","42030","48080"
"In post","2021","Declared disabled","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","Outside London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Essex","Outside London","25","25","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","15","15","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Greater Manchester","Outside London","35","35","42740","48830"
"In post","2021","Declared disabled","Attorney General's Departments","Hampshire and Isle of Wight","Outside London","20","20","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Herefordshire, Worcestershire and Warwickshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Inner London - East","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Inner London - West","London","360","340","50180","51250"
"In post","2021","Declared disabled","Attorney General's Departments","Kent","Outside London","15","10","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Lancashire","Outside London","20","20","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","Outside London","20","20","[c]","[c]"
