"Status","Year","Age","Organisation","Region_ITL2","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","30-39","Animal and Plant Health Agency","Cheshire","SEO/HEO","5","5","[c]","[c]"
"In post","2021","30-39","Animal and Plant Health Agency","Cornwall and Isles of Scilly","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Animal and Plant Health Agency","Cornwall and Isles of Scilly","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Animal and Plant Health Agency","Cornwall and Isles of Scilly","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Animal and Plant Health Agency","Cumbria","AA/AO","15","15","21050","21050"
"In post","2021","30-39","Animal and Plant Health Agency","Cumbria","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Animal and Plant Health Agency","Cumbria","SEO/HEO","10","5","[c]","[c]"
"In post","2021","30-39","Animal and Plant Health Agency","Derbyshire and Nottinghamshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Animal and Plant Health Agency","Derbyshire and Nottinghamshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Animal and Plant Health Agency","Devon","AA/AO","20","15","21050","21050"
"In post","2021","30-39","Animal and Plant Health Agency","Devon","EO","10","10","[c]","[c]"
"In post","2021","30-39","Animal and Plant Health Agency","Devon","SEO/HEO","10","10","37320","37030"
"In post","2021","30-39","Animal and Plant Health Agency","Dorset and Somerset","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Animal and Plant Health Agency","Dorset and Somerset","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Animal and Plant Health Agency","Dorset and Somerset","SEO/HEO","10","10","[c]","[c]"
"In post","2021","30-39","Animal and Plant Health Agency","East Anglia","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Animal and Plant Health Agency","East Anglia","SEO/HEO","5","5","[c]","[c]"
"In post","2021","30-39","Animal and Plant Health Agency","East Wales","AA/AO","10","10","21050","21050"
"In post","2021","30-39","Animal and Plant Health Agency","East Wales","EO","5","5","[c]","[c]"
"In post","2021","30-39","Animal and Plant Health Agency","East Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Animal and Plant Health Agency","East Wales","SEO/HEO","10","10","[c]","[c]"
"In post","2021","30-39","Animal and Plant Health Agency","East Yorkshire and Northern Lincolnshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Animal and Plant Health Agency","East Yorkshire and Northern Lincolnshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Animal and Plant Health Agency","Eastern Scotland","AA/AO","5","5","[c]","[c]"
"In post","2021","30-39","Animal and Plant Health Agency","Eastern Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Animal and Plant Health Agency","Eastern Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Animal and Plant Health Agency","Eastern Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Animal and Plant Health Agency","Essex","SEO/HEO","5","5","[c]","[c]"
"In post","2021","30-39","Animal and Plant Health Agency","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","10","10","[c]","[c]"
"In post","2021","30-39","Animal and Plant Health Agency","Gloucestershire, Wiltshire and Bath/Bristol area","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Animal and Plant Health Agency","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","10","10","36340","36780"
"In post","2021","30-39","Animal and Plant Health Agency","Greater Manchester","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Animal and Plant Health Agency","Greater Manchester","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Animal and Plant Health Agency","Hampshire and Isle of Wight","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Animal and Plant Health Agency","Hampshire and Isle of Wight","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Animal and Plant Health Agency","Hampshire and Isle of Wight","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Animal and Plant Health Agency","Herefordshire, Worcestershire and Warwickshire","AA/AO","5","5","[c]","[c]"
"In post","2021","30-39","Animal and Plant Health Agency","Herefordshire, Worcestershire and Warwickshire","EO","5","5","[c]","[c]"
"In post","2021","30-39","Animal and Plant Health Agency","Herefordshire, Worcestershire and Warwickshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Animal and Plant Health Agency","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","10","10","32880","30730"
"In post","2021","30-39","Animal and Plant Health Agency","Highlands and Islands","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Animal and Plant Health Agency","Highlands and Islands","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Animal and Plant Health Agency","Highlands and Islands","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Animal and Plant Health Agency","Inner London - West","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Animal and Plant Health Agency","Inner London - West","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Animal and Plant Health Agency","Kent","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Animal and Plant Health Agency","Lancashire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Animal and Plant Health Agency","Lancashire","EO","5","5","[c]","[c]"
"In post","2021","30-39","Animal and Plant Health Agency","Lancashire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Animal and Plant Health Agency","Lancashire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Animal and Plant Health Agency","Leicestershire, Rutland and Northamptonshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Animal and Plant Health Agency","Leicestershire, Rutland and Northamptonshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Animal and Plant Health Agency","Lincolnshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Animal and Plant Health Agency","Lincolnshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Animal and Plant Health Agency","Lincolnshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Animal and Plant Health Agency","North Eastern Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Animal and Plant Health Agency","North Eastern Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Animal and Plant Health Agency","North Yorkshire","AA/AO","15","15","21570","21050"
"In post","2021","30-39","Animal and Plant Health Agency","North Yorkshire","EO","10","10","25440","25210"
"In post","2021","30-39","Animal and Plant Health Agency","North Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Animal and Plant Health Agency","North Yorkshire","SEO/HEO","15","15","33800","35900"
"In post","2021","30-39","Animal and Plant Health Agency","Northumberland and Tyne and Wear","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Animal and Plant Health Agency","Northumberland and Tyne and Wear","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Animal and Plant Health Agency","Northumberland and Tyne and Wear","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Animal and Plant Health Agency","Outer London - West and North West","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Animal and Plant Health Agency","Outer London - West and North West","EO","10","10","31080","31460"
"In post","2021","30-39","Animal and Plant Health Agency","Outer London - West and North West","SEO/HEO","5","5","[c]","[c]"
"In post","2021","30-39","Animal and Plant Health Agency","Shropshire and Staffordshire","AA/AO","5","5","[c]","[c]"
"In post","2021","30-39","Animal and Plant Health Agency","Shropshire and Staffordshire","EO","5","5","[c]","[c]"
"In post","2021","30-39","Animal and Plant Health Agency","Shropshire and Staffordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Animal and Plant Health Agency","Shropshire and Staffordshire","SEO/HEO","10","10","[c]","[c]"
"In post","2021","30-39","Animal and Plant Health Agency","Southern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Animal and Plant Health Agency","Southern Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Animal and Plant Health Agency","Southern Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Animal and Plant Health Agency","Southern Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Animal and Plant Health Agency","Surrey, East and West Sussex","AA/AO","15","15","24170","24370"
"In post","2021","30-39","Animal and Plant Health Agency","Surrey, East and West Sussex","EO","45","40","28110","28270"
"In post","2021","30-39","Animal and Plant Health Agency","Surrey, East and West Sussex","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Animal and Plant Health Agency","Surrey, East and West Sussex","SEO/HEO","45","45","35900","33740"
"In post","2021","30-39","Animal and Plant Health Agency","West Wales and The Valleys","AA/AO","25","25","21240","21050"
"In post","2021","30-39","Animal and Plant Health Agency","West Wales and The Valleys","EO","10","10","25250","25100"
"In post","2021","30-39","Animal and Plant Health Agency","West Wales and The Valleys","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Animal and Plant Health Agency","West Wales and The Valleys","SEO/HEO","20","20","35140","36590"
"In post","2021","30-39","Attorney General's Office","Inner London - West","EO","5","5","[c]","[c]"
"In post","2021","30-39","Attorney General's Office","Inner London - West","G6/G7","15","15","60410","64680"
"In post","2021","30-39","Attorney General's Office","Inner London - West","SEO/HEO","5","5","[c]","[c]"
"In post","2021","30-39","Cabinet Office (excl. agencies)","Bedfordshire and Hertfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Cabinet Office (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Cabinet Office (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Cabinet Office (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Cabinet Office (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Cabinet Office (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","5","5","[c]","[c]"
"In post","2021","30-39","Cabinet Office (excl. agencies)","Cheshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Cabinet Office (excl. agencies)","Derbyshire and Nottinghamshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Cabinet Office (excl. agencies)","East Anglia","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Cabinet Office (excl. agencies)","East Anglia","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Cabinet Office (excl. agencies)","East Anglia","G6/G7","5","5","[c]","[c]"
"In post","2021","30-39","Cabinet Office (excl. agencies)","East Anglia","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Cabinet Office (excl. agencies)","East Anglia","SEO/HEO","5","5","[c]","[c]"
"In post","2021","30-39","Cabinet Office (excl. agencies)","East Wales","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Cabinet Office (excl. agencies)","East Wales","G6/G7","5","5","[c]","[c]"
"In post","2021","30-39","Cabinet Office (excl. agencies)","East Wales","SEO/HEO","5","5","[c]","[c]"
"In post","2021","30-39","Cabinet Office (excl. agencies)","Eastern Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Cabinet Office (excl. agencies)","Eastern Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Cabinet Office (excl. agencies)","Eastern Scotland","SEO/HEO","5","5","[c]","[c]"
"In post","2021","30-39","Cabinet Office (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Cabinet Office (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","20","20","60170","54700"
"In post","2021","30-39","Cabinet Office (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Cabinet Office (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","10","10","33770","33300"
"In post","2021","30-39","Cabinet Office (excl. agencies)","Greater Manchester","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Cabinet Office (excl. agencies)","Greater Manchester","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Cabinet Office (excl. agencies)","Greater Manchester","G6/G7","20","20","53220","51560"
"In post","2021","30-39","Cabinet Office (excl. agencies)","Greater Manchester","SCS level","5","5","[c]","[c]"
"In post","2021","30-39","Cabinet Office (excl. agencies)","Greater Manchester","SEO/HEO","35","35","34940","37300"
"In post","2021","30-39","Cabinet Office (excl. agencies)","Hampshire and Isle of Wight","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Cabinet Office (excl. agencies)","Hampshire and Isle of Wight","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Cabinet Office (excl. agencies)","Hampshire and Isle of Wight","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Cabinet Office (excl. agencies)","Hampshire and Isle of Wight","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Cabinet Office (excl. agencies)","Inner London - East","EO","10","10","[c]","[c]"
"In post","2021","30-39","Cabinet Office (excl. agencies)","Inner London - East","G6/G7","220","215","57570","54700"
"In post","2021","30-39","Cabinet Office (excl. agencies)","Inner London - East","SCS level","10","10","[c]","[c]"
"In post","2021","30-39","Cabinet Office (excl. agencies)","Inner London - East","SEO/HEO","70","70","37290","36320"
"In post","2021","30-39","Cabinet Office (excl. agencies)","Inner London - West","AA/AO","10","10","24490","24490"
"In post","2021","30-39","Cabinet Office (excl. agencies)","Inner London - West","EO","90","85","27960","27500"
"In post","2021","30-39","Cabinet Office (excl. agencies)","Inner London - West","G6/G7","745","735","59550","56340"
"In post","2021","30-39","Cabinet Office (excl. agencies)","Inner London - West","SCS level","175","170","76780","72140"
"In post","2021","30-39","Cabinet Office (excl. agencies)","Inner London - West","SEO/HEO","445","440","36790","35590"
"In post","2021","30-39","Cabinet Office (excl. agencies)","Lancashire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Cabinet Office (excl. agencies)","Lancashire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Cabinet Office (excl. agencies)","Merseyside","G6/G7","10","10","[c]","[c]"
"In post","2021","30-39","Cabinet Office (excl. agencies)","Merseyside","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Cabinet Office (excl. agencies)","Merseyside","SEO/HEO","10","10","[c]","[c]"
"In post","2021","30-39","Cabinet Office (excl. agencies)","North Yorkshire","AA/AO","25","25","20930","20920"
"In post","2021","30-39","Cabinet Office (excl. agencies)","North Yorkshire","EO","15","15","26550","26670"
"In post","2021","30-39","Cabinet Office (excl. agencies)","North Yorkshire","G6/G7","5","5","[c]","[c]"
"In post","2021","30-39","Cabinet Office (excl. agencies)","North Yorkshire","SEO/HEO","25","25","36080","33300"
"In post","2021","30-39","Cabinet Office (excl. agencies)","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Cabinet Office (excl. agencies)","Northumberland and Tyne and Wear","AA/AO","45","40","20800","20800"
"In post","2021","30-39","Cabinet Office (excl. agencies)","Northumberland and Tyne and Wear","EO","30","30","24460","23850"
"In post","2021","30-39","Cabinet Office (excl. agencies)","Northumberland and Tyne and Wear","G6/G7","5","5","[c]","[c]"
"In post","2021","30-39","Cabinet Office (excl. agencies)","Northumberland and Tyne and Wear","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Cabinet Office (excl. agencies)","Northumberland and Tyne and Wear","SEO/HEO","50","45","33340","32000"
"In post","2021","30-39","Cabinet Office (excl. agencies)","Outer London - South","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Cabinet Office (excl. agencies)","Outer London - South","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Cabinet Office (excl. agencies)","Outer London - South","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Cabinet Office (excl. agencies)","Shropshire and Staffordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Cabinet Office (excl. agencies)","South Yorkshire","G6/G7","5","5","[c]","[c]"
"In post","2021","30-39","Cabinet Office (excl. agencies)","South Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Cabinet Office (excl. agencies)","South Yorkshire","SEO/HEO","5","5","[c]","[c]"
"In post","2021","30-39","Cabinet Office (excl. agencies)","Southern Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Cabinet Office (excl. agencies)","Tees Valley and Durham","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Cabinet Office (excl. agencies)","Unknown","AA/AO","5","5","[c]","[c]"
"In post","2021","30-39","Cabinet Office (excl. agencies)","Unknown","EO","5","5","[c]","[c]"
"In post","2021","30-39","Cabinet Office (excl. agencies)","Unknown","G6/G7","30","30","57890","55520"
"In post","2021","30-39","Cabinet Office (excl. agencies)","Unknown","SCS level","10","10","[c]","[c]"
"In post","2021","30-39","Cabinet Office (excl. agencies)","Unknown","SEO/HEO","85","85","32760","32000"
"In post","2021","30-39","Cabinet Office (excl. agencies)","West Central Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Cabinet Office (excl. agencies)","West Midlands","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Cabinet Office (excl. agencies)","West Midlands","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Cabinet Office (excl. agencies)","West Wales and The Valleys","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Cabinet Office (excl. agencies)","West Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Cabinet Office (excl. agencies)","West Yorkshire","G6/G7","10","10","58690","52090"
"In post","2021","30-39","Cabinet Office (excl. agencies)","West Yorkshire","SCS level","5","5","[c]","[c]"
"In post","2021","30-39","Cabinet Office (excl. agencies)","West Yorkshire","SEO/HEO","15","15","32760","32000"
"In post","2021","30-39","Centre for Environment, Fisheries and Aquaculture Science","Cornwall and Isles of Scilly","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Centre for Environment, Fisheries and Aquaculture Science","Devon","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Centre for Environment, Fisheries and Aquaculture Science","Dorset and Somerset","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Centre for Environment, Fisheries and Aquaculture Science","Dorset and Somerset","EO","10","10","[c]","[c]"
"In post","2021","30-39","Centre for Environment, Fisheries and Aquaculture Science","Dorset and Somerset","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Centre for Environment, Fisheries and Aquaculture Science","Dorset and Somerset","SEO/HEO","20","20","30350","29270"
"In post","2021","30-39","Centre for Environment, Fisheries and Aquaculture Science","East Anglia","AA/AO","5","5","[c]","[c]"
"In post","2021","30-39","Centre for Environment, Fisheries and Aquaculture Science","East Anglia","EO","15","15","25160","24920"
"In post","2021","30-39","Centre for Environment, Fisheries and Aquaculture Science","East Anglia","G6/G7","10","10","48500","47550"
"In post","2021","30-39","Centre for Environment, Fisheries and Aquaculture Science","East Anglia","SEO/HEO","95","95","32650","30220"
"In post","2021","30-39","Centre for Environment, Fisheries and Aquaculture Science","North Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Charity Commission","Dorset and Somerset","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Charity Commission","East Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Charity Commission","East Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Charity Commission","Inner London - West","G6/G7","10","10","54940","51070"
"In post","2021","30-39","Charity Commission","Inner London - West","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Charity Commission","Inner London - West","SEO/HEO","10","10","33640","34630"
"In post","2021","30-39","Charity Commission","Merseyside","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Charity Commission","Merseyside","EO","25","25","24100","24440"
"In post","2021","30-39","Charity Commission","Merseyside","G6/G7","5","5","[c]","[c]"
"In post","2021","30-39","Charity Commission","Merseyside","SEO/HEO","45","45","33130","30100"
"In post","2021","30-39","Companies House","East Wales","AA/AO","65","60","21490","22490"
"In post","2021","30-39","Companies House","East Wales","EO","55","50","27310","25460"
"In post","2021","30-39","Companies House","East Wales","G6/G7","10","10","54270","50700"
"In post","2021","30-39","Companies House","East Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Companies House","East Wales","SEO/HEO","90","90","38010","38000"
"In post","2021","30-39","Companies House","Eastern Scotland","AA/AO","5","5","[c]","[c]"
"In post","2021","30-39","Companies House","Eastern Scotland","EO","5","5","[c]","[c]"
"In post","2021","30-39","Companies House","Inner London - West","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Companies House","Northern Ireland","AA/AO","5","5","[c]","[c]"
"In post","2021","30-39","Companies House","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Companies House","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Competition and Markets Authority","Eastern Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Competition and Markets Authority","Eastern Scotland","G6/G7","15","15","65980","71900"
"In post","2021","30-39","Competition and Markets Authority","Eastern Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Competition and Markets Authority","Eastern Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Competition and Markets Authority","Inner London - East","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Competition and Markets Authority","Inner London - East","EO","25","25","28530","27920"
"In post","2021","30-39","Competition and Markets Authority","Inner London - East","G6/G7","175","170","66050","62750"
"In post","2021","30-39","Competition and Markets Authority","Inner London - East","SCS level","20","20","104560","99920"
"In post","2021","30-39","Competition and Markets Authority","Inner London - East","SEO/HEO","55","55","37600","34870"
"In post","2021","30-39","Competition and Markets Authority","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Criminal Injuries Compensation Authority","West Central Scotland","AA/AO","25","20","20460","20200"
"In post","2021","30-39","Criminal Injuries Compensation Authority","West Central Scotland","EO","30","30","22820","22570"
"In post","2021","30-39","Criminal Injuries Compensation Authority","West Central Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Criminal Injuries Compensation Authority","West Central Scotland","SEO/HEO","25","25","28950","26560"
"In post","2021","30-39","Crown Commercial Service","East Anglia","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Crown Commercial Service","East Anglia","EO","5","5","[c]","[c]"
"In post","2021","30-39","Crown Commercial Service","East Anglia","G6/G7","10","10","44530","46920"
"In post","2021","30-39","Crown Commercial Service","East Anglia","SEO/HEO","35","35","33030","32490"
"In post","2021","30-39","Crown Commercial Service","East Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Crown Commercial Service","East Wales","EO","5","5","[c]","[c]"
"In post","2021","30-39","Crown Commercial Service","East Wales","G6/G7","5","5","[c]","[c]"
"In post","2021","30-39","Crown Commercial Service","East Wales","SEO/HEO","15","15","31580","29770"
"In post","2021","30-39","Crown Commercial Service","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Crown Commercial Service","Inner London - East","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Crown Commercial Service","Inner London - East","G6/G7","10","10","56670","55190"
"In post","2021","30-39","Crown Commercial Service","Inner London - East","SEO/HEO","10","10","[c]","[c]"
"In post","2021","30-39","Crown Commercial Service","Merseyside","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Crown Commercial Service","Merseyside","EO","15","15","23020","22240"
"In post","2021","30-39","Crown Commercial Service","Merseyside","G6/G7","30","30","49580","48060"
"In post","2021","30-39","Crown Commercial Service","Merseyside","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Crown Commercial Service","Merseyside","SEO/HEO","75","70","31890","33750"
"In post","2021","30-39","Crown Commercial Service","West Midlands","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Crown Commercial Service","West Midlands","SEO/HEO","5","5","[c]","[c]"
"In post","2021","30-39","Crown Commercial Service","West Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Crown Office and Procurator Fiscal Service","Eastern Scotland","AA/AO","50","45","21810","22220"
"In post","2021","30-39","Crown Office and Procurator Fiscal Service","Eastern Scotland","EO","25","25","26960","26570"
"In post","2021","30-39","Crown Office and Procurator Fiscal Service","Eastern Scotland","G6/G7","25","25","63000","63670"
"In post","2021","30-39","Crown Office and Procurator Fiscal Service","Eastern Scotland","SEO/HEO","105","105","41560","38380"
"In post","2021","30-39","Crown Office and Procurator Fiscal Service","Highlands and Islands","AA/AO","5","5","[c]","[c]"
"In post","2021","30-39","Crown Office and Procurator Fiscal Service","Highlands and Islands","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Crown Office and Procurator Fiscal Service","Highlands and Islands","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Crown Office and Procurator Fiscal Service","Highlands and Islands","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Crown Office and Procurator Fiscal Service","North Eastern Scotland","AA/AO","5","5","[c]","[c]"
"In post","2021","30-39","Crown Office and Procurator Fiscal Service","North Eastern Scotland","EO","5","5","[c]","[c]"
"In post","2021","30-39","Crown Office and Procurator Fiscal Service","North Eastern Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Crown Office and Procurator Fiscal Service","North Eastern Scotland","SEO/HEO","15","15","41800","37560"
"In post","2021","30-39","Crown Office and Procurator Fiscal Service","Southern Scotland","AA/AO","20","15","21910","22220"
"In post","2021","30-39","Crown Office and Procurator Fiscal Service","Southern Scotland","EO","10","10","[c]","[c]"
"In post","2021","30-39","Crown Office and Procurator Fiscal Service","Southern Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Crown Office and Procurator Fiscal Service","Southern Scotland","SEO/HEO","35","35","44550","43530"
"In post","2021","30-39","Crown Office and Procurator Fiscal Service","West Central Scotland","AA/AO","50","45","21910","22220"
"In post","2021","30-39","Crown Office and Procurator Fiscal Service","West Central Scotland","EO","25","25","27220","26570"
"In post","2021","30-39","Crown Office and Procurator Fiscal Service","West Central Scotland","G6/G7","20","20","63270","63670"
"In post","2021","30-39","Crown Office and Procurator Fiscal Service","West Central Scotland","SEO/HEO","105","105","39600","37940"
"In post","2021","30-39","Crown Prosecution Service","Bedfordshire and Hertfordshire","AA/AO","5","5","[c]","[c]"
"In post","2021","30-39","Crown Prosecution Service","Bedfordshire and Hertfordshire","EO","15","10","28700","27760"
"In post","2021","30-39","Crown Prosecution Service","Bedfordshire and Hertfordshire","G6/G7","15","15","53160","50520"
"In post","2021","30-39","Crown Prosecution Service","Bedfordshire and Hertfordshire","SEO/HEO","10","10","38080","40000"
"In post","2021","30-39","Crown Prosecution Service","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","[c]","[c]","[c]","[c]"
