"Status","Year","Function_of_post","Region_ITL1","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Property","East Midlands (England)","Outside London","Male","260","250","34980","32560"
"In post","2021","Property","East of England","Outside London","Female","245","230","31200","29580"
"In post","2021","Property","East of England","Outside London","Male","300","290","33120","33300"
"In post","2021","Property","London","London","Female","565","530","39880","35100"
"In post","2021","Property","London","London","Male","750","730","46300","41700"
"In post","2021","Property","North East (England)","Outside London","Female","290","265","26750","24500"
"In post","2021","Property","North East (England)","Outside London","Male","270","255","31890","25930"
"In post","2021","Property","North West (England)","Outside London","Female","265","240","33820","29910"
"In post","2021","Property","North West (England)","Outside London","Male","275","265","35790","32110"
"In post","2021","Property","Northern Ireland","Outside London","Female","30","25","[c]","[c]"
"In post","2021","Property","Northern Ireland","Outside London","Male","75","75","30050","27720"
"In post","2021","Property","Overseas","Overseas","Female","25","25","[c]","[c]"
"In post","2021","Property","Overseas","Overseas","Male","170","170","39840","39410"
"In post","2021","Property","Scotland","Outside London","Female","355","330","29470","28120"
"In post","2021","Property","Scotland","Outside London","Male","985","965","31470","28870"
"In post","2021","Property","South East (England)","Outside London","Female","375","350","32830","32110"
"In post","2021","Property","South East (England)","Outside London","Male","650","640","35750","33300"
"In post","2021","Property","South West (England)","Outside London","Female","635","580","30780","27000"
"In post","2021","Property","South West (England)","Outside London","Male","740","720","35150","33300"
"In post","2021","Property","Unknown","Unknown","Female","5","5","[c]","[c]"
"In post","2021","Property","Unknown","Unknown","Male","10","10","[c]","[c]"
"In post","2021","Property","Wales","Outside London","Female","230","210","32070","29180"
"In post","2021","Property","Wales","Outside London","Male","260","255","33060","30990"
"In post","2021","Property","West Midlands (England)","Outside London","Female","260","235","32910","31100"
"In post","2021","Property","West Midlands (England)","Outside London","Male","290","280","36750","33300"
"In post","2021","Property","Yorkshire and The Humber","Outside London","Female","365","330","31020","26500"
"In post","2021","Property","Yorkshire and The Humber","Outside London","Male","400","385","35260","33000"
"In post","2021","Security","East Midlands (England)","Outside London","Female","45","45","28680","25910"
"In post","2021","Security","East Midlands (England)","Outside London","Male","120","120","29780","27750"
"In post","2021","Security","East of England","Outside London","Female","150","145","29150","24620"
"In post","2021","Security","East of England","Outside London","Male","400","395","34730","33300"
"In post","2021","Security","London","London","Female","415","405","41410","36950"
"In post","2021","Security","London","London","Male","675","675","40870","37560"
"In post","2021","Security","North East (England)","Outside London","Female","35","35","33770","31180"
"In post","2021","Security","North East (England)","Outside London","Male","65","60","33670","32040"
"In post","2021","Security","North West (England)","Outside London","Female","95","90","32280","31810"
"In post","2021","Security","North West (England)","Outside London","Male","210","205","28060","23540"
"In post","2021","Security","Northern Ireland","Outside London","Female","30","30","22850","20310"
"In post","2021","Security","Northern Ireland","Outside London","Male","365","360","21350","20310"
"In post","2021","Security","Overseas","Overseas","Female","30","30","40570","34670"
"In post","2021","Security","Overseas","Overseas","Male","95","95","39720","34450"
"In post","2021","Security","Scotland","Outside London","Female","215","205","29320","26670"
"In post","2021","Security","Scotland","Outside London","Male","1140","1110","30890","28890"
"In post","2021","Security","South East (England)","Outside London","Female","335","320","29930","26670"
"In post","2021","Security","South East (England)","Outside London","Male","1565","1545","32240","29890"
"In post","2021","Security","South East (England)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","South West (England)","Outside London","Female","200","200","27010","22780"
"In post","2021","Security","South West (England)","Outside London","Male","925","905","27450","20920"
"In post","2021","Security","Unknown","Unknown","Female","30","30","33720","32560"
"In post","2021","Security","Unknown","Unknown","Male","35","35","33870","33300"
"In post","2021","Security","Wales","Outside London","Female","80","75","29370","27700"
"In post","2021","Security","Wales","Outside London","Male","240","235","27110","25390"
"In post","2021","Security","West Midlands (England)","Outside London","Female","90","85","31710","28890"
"In post","2021","Security","West Midlands (England)","Outside London","Male","275","275","29990","26670"
"In post","2021","Security","Yorkshire and The Humber","Outside London","Female","305","285","29070","26670"
"In post","2021","Security","Yorkshire and The Humber","Outside London","Male","595","580","32450","33300"
"In post","2021","Unknown","East Midlands (England)","Outside London","Female","3690","3200","26050","27570"
"In post","2021","Unknown","East Midlands (England)","Outside London","Male","2090","2005","26690","27570"
"In post","2021","Unknown","East of England","Outside London","Female","5040","4460","27910","27570"
"In post","2021","Unknown","East of England","Outside London","Male","3670","3500","29170","27570"
"In post","2021","Unknown","London","London","Female","15410","14235","37030","31060"
"In post","2021","Unknown","London","London","Male","11555","11240","39990","34630"
"In post","2021","Unknown","North East (England)","Outside London","Female","6870","5810","26190","26120"
"In post","2021","Unknown","North East (England)","Outside London","Male","4145","3950","28030","27570"
"In post","2021","Unknown","North West (England)","Outside London","Female","15850","13845","26440","26160"
"In post","2021","Unknown","North West (England)","Outside London","Male","9970","9625","28030","27570"
"In post","2021","Unknown","Northern Ireland","Outside London","Female","470","420","25740","22330"
"In post","2021","Unknown","Northern Ireland","Outside London","Male","450","430","25110","22700"
"In post","2021","Unknown","Overseas","Overseas","Female","405","400","42780","41600"
"In post","2021","Unknown","Overseas","Overseas","Male","440","440","42290","38690"
"In post","2021","Unknown","Scotland","Outside London","Female","13490","12115","32430","27570"
"In post","2021","Unknown","Scotland","Outside London","Male","9110","8830","34940","28170"
"In post","2021","Unknown","South East (England)","Outside London","Female","8030","7160","27870","27570"
"In post","2021","Unknown","South East (England)","Outside London","Male","6190","5925","29070","27570"
"In post","2021","Unknown","South West (England)","Outside London","Female","5895","5100","27050","27570"
"In post","2021","Unknown","South West (England)","Outside London","Male","4220","4065","29970","27570"
"In post","2021","Unknown","Unknown","Unknown","Female","785","730","30930","27570"
"In post","2021","Unknown","Unknown","Unknown","Male","2120","2110","36650","32700"
"In post","2021","Unknown","Wales","Outside London","Female","7750","6925","31900","27570"
"In post","2021","Unknown","Wales","Outside London","Male","4730","4580","34490","27570"
"In post","2021","Unknown","West Midlands (England)","Outside London","Female","6355","5450","26380","27570"
"In post","2021","Unknown","West Midlands (England)","Outside London","Male","3660","3515","27370","27570"
"In post","2021","Unknown","Yorkshire and The Humber","Outside London","Female","8335","7210","28340","27570"
"In post","2021","Unknown","Yorkshire and The Humber","Outside London","Male","5990","5780","29640","27570"
"Leaver CS","2021","Analysis","East of England","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","East of England","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","London","London","Female","60","[c]","35230","26340"
"Leaver CS","2021","Analysis","London","London","Male","85","[c]","39650","32540"
"Leaver CS","2021","Analysis","Scotland","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Scotland","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","South East (England)","Outside London","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","South East (England)","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","South West (England)","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","South West (England)","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Wales","Outside London","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Wales","Outside London","Male","30","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","West Midlands (England)","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","West Midlands (England)","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Yorkshire and The Humber","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Yorkshire and The Humber","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","East Midlands (England)","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","East Midlands (England)","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","East of England","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","East of England","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","London","London","Female","30","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","London","London","Male","30","[c]","51770","45840"
"Leaver CS","2021","Commercial","North East (England)","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","North East (England)","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","North West (England)","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","North West (England)","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Northern Ireland","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Northern Ireland","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Overseas","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Overseas","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Scotland","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Scotland","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","South East (England)","Outside London","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","South East (England)","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","South West (England)","Outside London","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","South West (England)","Outside London","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Unknown","Unknown","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Unknown","Unknown","Male","30","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Wales","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Wales","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","West Midlands (England)","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","West Midlands (England)","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Yorkshire and The Humber","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Yorkshire and The Humber","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","East Midlands (England)","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","East Midlands (England)","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","East of England","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","East of England","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","London","London","Female","80","[c]","38380","37350"
"Leaver CS","2021","Communications","London","London","Male","60","[c]","41470","34020"
"Leaver CS","2021","Communications","London","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","North East (England)","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","North East (England)","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","North West (England)","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","North West (England)","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Northern Ireland","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Northern Ireland","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Scotland","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Scotland","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","South East (England)","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Communications","South East (England)","Outside London","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Communications","South West (England)","Outside London","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Communications","South West (England)","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Wales","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Wales","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Communications","West Midlands (England)","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Communications","West Midlands (England)","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Yorkshire and The Humber","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Yorkshire and The Humber","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","East Midlands (England)","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","East Midlands (England)","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","East of England","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","East of England","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","London","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","London","London","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","North West (England)","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","North West (England)","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Scotland","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Scotland","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","South East (England)","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","South East (England)","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","South West (England)","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","South West (England)","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","West Midlands (England)","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","West Midlands (England)","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","East Midlands (England)","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","East Midlands (England)","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","London","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","London","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","East Midlands (England)","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","East Midlands (England)","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","East of England","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","East of England","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","London","London","Female","65","[c]","46770","43820"
"Leaver CS","2021","Digital, Data & Technology","London","London","Male","95","[c]","48130","51850"
"Leaver CS","2021","Digital, Data & Technology","London","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","North East (England)","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","North East (England)","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","North West (England)","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","North West (England)","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Scotland","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Scotland","Outside London","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","South East (England)","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","South East (England)","Outside London","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","South West (England)","Outside London","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","South West (England)","Outside London","Male","45","[c]","36290","34490"
"Leaver CS","2021","Digital, Data & Technology","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Wales","Outside London","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Wales","Outside London","Male","65","[c]","39230","36550"
"Leaver CS","2021","Digital, Data & Technology","Wales","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","West Midlands (England)","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","West Midlands (England)","Outside London","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Yorkshire and The Humber","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Yorkshire and The Humber","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Finance","East Midlands (England)","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","East Midlands (England)","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","East of England","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Finance","East of England","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Finance","London","London","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","Finance","London","London","Male","30","[c]","48660","46560"
"Leaver CS","2021","Finance","London","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","North East (England)","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","North East (England)","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","North West (England)","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Finance","North West (England)","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Northern Ireland","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Northern Ireland","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Scotland","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Scotland","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Finance","South East (England)","Outside London","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","Finance","South East (England)","Outside London","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Finance","South West (England)","Outside London","Female","30","[c]","34120","33460"
"Leaver CS","2021","Finance","South West (England)","Outside London","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Wales","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Wales","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","West Midlands (England)","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Finance","West Midlands (England)","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Yorkshire and The Humber","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Yorkshire and The Humber","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","East Midlands (England)","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","East Midlands (England)","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","East of England","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","East of England","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","North East (England)","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","North East (England)","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","North West (England)","Outside London","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","North West (England)","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","South East (England)","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","South East (England)","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","South West (England)","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","South West (England)","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","West Midlands (England)","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","West Midlands (England)","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Yorkshire and The Humber","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Yorkshire and The Humber","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","East Midlands (England)","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","East Midlands (England)","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","East of England","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","East of England","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","London","London","Female","65","[c]","50880","47810"
"Leaver CS","2021","Human Resources","London","London","Male","40","[c]","47880","40510"
"Leaver CS","2021","Human Resources","London","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","North East (England)","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","North East (England)","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","North West (England)","Outside London","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","North West (England)","Outside London","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Overseas","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Overseas","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Scotland","Outside London","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Scotland","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","South East (England)","Outside London","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","South East (England)","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","South West (England)","Outside London","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","South West (England)","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Wales","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Wales","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","West Midlands (England)","Outside London","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","West Midlands (England)","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Yorkshire and The Humber","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Yorkshire and The Humber","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","East Midlands (England)","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","East Midlands (England)","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","East of England","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","East of England","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","London","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","London","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","North East (England)","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","North East (England)","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","North West (England)","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","North West (England)","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Scotland","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Scotland","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","South East (England)","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","South East (England)","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","South West (England)","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","South West (England)","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Wales","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Wales","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","West Midlands (England)","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","West Midlands (England)","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Yorkshire and The Humber","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Yorkshire and The Humber","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","East Midlands (England)","Outside London","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","Legal","East Midlands (England)","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Legal","East of England","Outside London","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","Legal","East of England","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Legal","London","London","Female","140","[c]","50690","50660"
"Leaver CS","2021","Legal","London","London","Male","105","[c]","50080","50770"
"Leaver CS","2021","Legal","North East (England)","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Legal","North East (England)","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Legal","North West (England)","Outside London","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","Legal","North West (England)","Outside London","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Scotland","Outside London","Female","60","[c]","31330","22820"
"Leaver CS","2021","Legal","Scotland","Outside London","Male","60","[c]","32330","22820"
"Leaver CS","2021","Legal","South East (England)","Outside London","Female","30","[c]","39940","42130"
"Leaver CS","2021","Legal","South East (England)","Outside London","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","Legal","South West (England)","Outside London","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Legal","South West (England)","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Wales","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Wales","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Legal","West Midlands (England)","Outside London","Female","30","[c]","[c]","[c]"
"Leaver CS","2021","Legal","West Midlands (England)","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Yorkshire and The Humber","Outside London","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Yorkshire and The Humber","Outside London","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","No function","East Midlands (England)","Outside London","Female","340","[c]","23090","20100"
"Leaver CS","2021","No function","East Midlands (England)","Outside London","Male","330","[c]","26560","23480"
"Leaver CS","2021","No function","East of England","Outside London","Female","390","[c]","28170","22220"
"Leaver CS","2021","No function","East of England","Outside London","Male","380","[c]","38650","29460"
"Leaver CS","2021","No function","East of England","Outside London","Unknown","[c]","[c]","[c]","[c]"
