"Status","Year","Disability","Organisation","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Declared disabled","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Office of Rail and Road","Office of Rail and Road","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Office of Rail and Road","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Office of Rail and Road","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Office of Rail and Road","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Office of the Public Guardian","Ministry of Justice","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Office of the Public Guardian","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Office of the Public Guardian","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Office of the Public Guardian","Ministry of Justice","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Office of the Scottish Charity Regulator","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Office of the Scottish Charity Regulator","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Planning Inspectorate","Ministry of Housing, Communities and Local Government","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Planning Inspectorate","Ministry of Housing, Communities and Local Government","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Planning Inspectorate","Ministry of Housing, Communities and Local Government","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Planning Inspectorate","Ministry of Housing, Communities and Local Government","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Public Health England","Department of Health and Social Care","AA/AO","40","[c]","20650","19630"
"New entrant CS","2021","Declared disabled","Public Health England","Department of Health and Social Care","EO","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Public Health England","Department of Health and Social Care","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Public Health England","Department of Health and Social Care","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Public Health England","Department of Health and Social Care","SEO/HEO","60","[c]","33870","32330"
"New entrant CS","2021","Declared disabled","Registers of Scotland","Scottish Government","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Registers of Scotland","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Registers of Scotland","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Revenue Scotland","Scottish Government","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Revenue Scotland","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Revenue Scotland","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Rural Payments Agency","Department for Environment, Food and Rural Affairs","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Rural Payments Agency","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Rural Payments Agency","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Rural Payments Agency","Department for Environment, Food and Rural Affairs","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Scottish Courts and Tribunals Service","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Scottish Courts and Tribunals Service","Scottish Government","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Scottish Courts and Tribunals Service","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Scottish Courts and Tribunals Service","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Scottish Forestry","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Scottish Forestry","Scottish Government","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Scottish Forestry","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Scottish Government (excl. agencies)","Scottish Government","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Scottish Government (excl. agencies)","Scottish Government","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Scottish Government (excl. agencies)","Scottish Government","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Scottish Government (excl. agencies)","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Scottish Government (excl. agencies)","Scottish Government","SEO/HEO","25","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Scottish Housing Regulator","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Scottish Prison Service","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Scottish Prison Service","Scottish Government","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Scottish Prison Service","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Scottish Public Pensions Agency","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Scottish Public Pensions Agency","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Serious Fraud Office","Attorney General's Departments","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Serious Fraud Office","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Serious Fraud Office","Attorney General's Departments","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Serious Fraud Office","Attorney General's Departments","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Serious Fraud Office","Attorney General's Departments","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Social Security Scotland","Scottish Government","AA/AO","40","[c]","20260","20060"
"New entrant CS","2021","Declared disabled","Social Security Scotland","Scottish Government","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Social Security Scotland","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Social Security Scotland","Scottish Government","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Standards and Testing Agency","Department for Education","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Standards and Testing Agency","Department for Education","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Standards and Testing Agency","Department for Education","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Student Awards Agency for Scotland","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Student Awards Agency for Scotland","Scottish Government","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Student Awards Agency for Scotland","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Submarine Delivery Agency","Ministry of Defence","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Teaching Regulation Agency","Department for Education","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Teaching Regulation Agency","Department for Education","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Teaching Regulation Agency","Department for Education","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","The National Archives","The National Archives","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","The National Archives","The National Archives","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","The National Archives","The National Archives","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","The National Archives","The National Archives","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","The National Archives","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Transport Scotland","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Transport Scotland","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Transport Scotland","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","UK Export Finance","UK Export Finance","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","UK Export Finance","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","UK Export Finance","UK Export Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","UK Export Finance","UK Export Finance","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","UK Export Finance","UK Export Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","UK Hydrographic Office","Ministry of Defence","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","UK Hydrographic Office","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","UK Hydrographic Office","Ministry of Defence","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","UK Hydrographic Office","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","UK Hydrographic Office","Ministry of Defence","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","UK Space Agency","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","UK Space Agency","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","UK Space Agency","Department for Business, Energy and Industrial Strategy","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","UK Supreme Court","UK Supreme Court","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","UK Supreme Court","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","UK Supreme Court","UK Supreme Court","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","UK Supreme Court","UK Supreme Court","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","United Kingdom Statistics Authority","United Kingdom Statistics Authority","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","United Kingdom Statistics Authority","United Kingdom Statistics Authority","EO","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","United Kingdom Statistics Authority","United Kingdom Statistics Authority","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","United Kingdom Statistics Authority","United Kingdom Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","United Kingdom Statistics Authority","United Kingdom Statistics Authority","SEO/HEO","45","[c]","33050","32540"
"New entrant CS","2021","Declared disabled","Valuation Office Agency","HM Revenue and Customs","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Valuation Office Agency","HM Revenue and Customs","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Valuation Office Agency","HM Revenue and Customs","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Vehicle Certification Agency","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Vehicle Certification Agency","Department for Transport","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Vehicle Certification Agency","Department for Transport","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Wales Office","Wales Office","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Wales Office","Wales Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Wales Office","Wales Office","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Wales Office","Wales Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Water Services Regulation Authority","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Water Services Regulation Authority","Water Services Regulation Authority","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Water Services Regulation Authority","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Welsh Government (excl. agencies)","Welsh Government","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Welsh Government (excl. agencies)","Welsh Government","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Welsh Government (excl. agencies)","Welsh Government","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Welsh Government (excl. agencies)","Welsh Government","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Welsh Revenue Authority","Welsh Government","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Welsh Revenue Authority","Welsh Government","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Welsh Revenue Authority","Welsh Government","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Wilton Park","Foreign, Commonwealth and Development Office","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Wilton Park","Foreign, Commonwealth and Development Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Accountant in Bankruptcy","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","EO","25","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","AA/AO","165","[c]","21910","21050"
"New entrant CS","2021","Declared non-disabled","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","EO","145","[c]","26130","24920"
"New entrant CS","2021","Declared non-disabled","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","SEO/HEO","40","[c]","35060","35900"
"New entrant CS","2021","Declared non-disabled","Attorney General's Office","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Attorney General's Office","Attorney General's Departments","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Cabinet Office (excl. agencies)","Cabinet Office","AA/AO","70","[c]","22300","20800"
"New entrant CS","2021","Declared non-disabled","Cabinet Office (excl. agencies)","Cabinet Office","EO","155","[c]","26950","27500"
"New entrant CS","2021","Declared non-disabled","Cabinet Office (excl. agencies)","Cabinet Office","G6/G7","120","[c]","56700","54700"
"New entrant CS","2021","Declared non-disabled","Cabinet Office (excl. agencies)","Cabinet Office","SCS level","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Cabinet Office (excl. agencies)","Cabinet Office","SEO/HEO","200","[c]","35850","34550"
"New entrant CS","2021","Declared non-disabled","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Charity Commission","Charity Commission","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Charity Commission","Charity Commission","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Charity Commission","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Charity Commission","Charity Commission","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Charity Commission","Charity Commission","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Companies House","Department for Business, Energy and Industrial Strategy","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Companies House","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Companies House","Department for Business, Energy and Industrial Strategy","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Companies House","Department for Business, Energy and Industrial Strategy","SEO/HEO","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Competition and Markets Authority","Competition and Markets Authority","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Competition and Markets Authority","Competition and Markets Authority","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Competition and Markets Authority","Competition and Markets Authority","G6/G7","35","[c]","60670","56830"
"New entrant CS","2021","Declared non-disabled","Competition and Markets Authority","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Competition and Markets Authority","Competition and Markets Authority","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Criminal Injuries Compensation Authority","Ministry of Justice","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Criminal Injuries Compensation Authority","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Criminal Injuries Compensation Authority","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Criminal Injuries Compensation Authority","Ministry of Justice","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Crown Commercial Service","Other Cabinet Office Agencies","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Crown Commercial Service","Other Cabinet Office Agencies","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Crown Commercial Service","Other Cabinet Office Agencies","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Crown Commercial Service","Other Cabinet Office Agencies","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Crown Commercial Service","Other Cabinet Office Agencies","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Crown Office and Procurator Fiscal Service","Scottish Government","AA/AO","80","[c]","20790","20760"
"New entrant CS","2021","Declared non-disabled","Crown Office and Procurator Fiscal Service","Scottish Government","EO","25","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Crown Office and Procurator Fiscal Service","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Crown Office and Procurator Fiscal Service","Scottish Government","SEO/HEO","35","[c]","33830","33550"
"New entrant CS","2021","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Debt Management Office","HM Treasury","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Debt Management Office","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Debt Management Office","HM Treasury","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Defence Equipment and Support","Ministry of Defence","EO","170","[c]","22050","21000"
"New entrant CS","2021","Declared non-disabled","Defence Equipment and Support","Ministry of Defence","G6/G7","40","[c]","58140","55000"
"New entrant CS","2021","Declared non-disabled","Defence Equipment and Support","Ministry of Defence","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Defence Equipment and Support","Ministry of Defence","SEO/HEO","280","[c]","35500","34000"
"New entrant CS","2021","Declared non-disabled","Defence Science and Technology Laboratory","Ministry of Defence","AA/AO","25","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Defence Science and Technology Laboratory","Ministry of Defence","EO","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Defence Science and Technology Laboratory","Ministry of Defence","G6/G7","30","[c]","51430","46080"
"New entrant CS","2021","Declared non-disabled","Defence Science and Technology Laboratory","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Defence Science and Technology Laboratory","Ministry of Defence","SEO/HEO","80","[c]","31830","30000"
"New entrant CS","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","EO","70","[c]","28010","27680"
"New entrant CS","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","G6/G7","60","[c]","58660","54000"
"New entrant CS","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","SEO/HEO","290","[c]","35750","33570"
"New entrant CS","2021","Declared non-disabled","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","EO","55","[c]","27110","26180"
"New entrant CS","2021","Declared non-disabled","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","G6/G7","65","[c]","56050","51730"
"New entrant CS","2021","Declared non-disabled","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","SEO/HEO","170","[c]","36150","34020"
"New entrant CS","2021","Declared non-disabled","Department for Education (excl. agencies)","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Department for Education (excl. agencies)","Department for Education","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Department for Education (excl. agencies)","Department for Education","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Department for Education (excl. agencies)","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Department for Education (excl. agencies)","Department for Education","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Department for Education (excl. agencies)","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","AA/AO","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","EO","90","[c]","25380","24920"
"New entrant CS","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","G6/G7","115","[c]","53470","52290"
