"Status","Year","Function_of_post","Organisation","Region_ITL1","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","No function","Animal and Plant Health Agency","West Midlands (England)","Staffordshire CC","60","55","25520","21050"
"In post","2021","No function","Animal and Plant Health Agency","West Midlands (England)","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2021","No function","Animal and Plant Health Agency","West Midlands (England)","Worcestershire","115","105","28420","25420"
"In post","2021","No function","Animal and Plant Health Agency","Yorkshire and The Humber","East Riding of Yorkshire","15","15","31420","29180"
"In post","2021","No function","Animal and Plant Health Agency","Yorkshire and The Humber","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","No function","Animal and Plant Health Agency","Yorkshire and The Humber","North Yorkshire CC","125","115","31450","29180"
"In post","2021","No function","Animal and Plant Health Agency","Yorkshire and The Humber","York","60","60","24060","21050"
"In post","2021","No function","Attorney General's Office","London","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","No function","Cabinet Office (excl. agencies)","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","No function","Cabinet Office (excl. agencies)","East Midlands (England)","Nottingham","5","5","[c]","[c]"
"In post","2021","No function","Cabinet Office (excl. agencies)","East of England","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","No function","Cabinet Office (excl. agencies)","East of England","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","No function","Cabinet Office (excl. agencies)","East of England","Norwich and East Norfolk","20","20","26390","23850"
"In post","2021","No function","Cabinet Office (excl. agencies)","East of England","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","No function","Cabinet Office (excl. agencies)","London","Camden and City of London","10","10","41580","29250"
"In post","2021","No function","Cabinet Office (excl. agencies)","London","Croydon","35","35","29510","29250"
"In post","2021","No function","Cabinet Office (excl. agencies)","London","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2021","No function","Cabinet Office (excl. agencies)","London","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2021","No function","Cabinet Office (excl. agencies)","London","Lambeth","10","10","29310","28630"
"In post","2021","No function","Cabinet Office (excl. agencies)","London","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2021","No function","Cabinet Office (excl. agencies)","London","Tower Hamlets","50","50","36840","32000"
"In post","2021","No function","Cabinet Office (excl. agencies)","London","Westminster","3205","3175","42880","34550"
"In post","2021","No function","Cabinet Office (excl. agencies)","North East (England)","Darlington","[c]","[c]","[c]","[c]"
"In post","2021","No function","Cabinet Office (excl. agencies)","North East (England)","South Teesside","[c]","[c]","[c]","[c]"
"In post","2021","No function","Cabinet Office (excl. agencies)","North East (England)","Tyneside","30","30","29940","28630"
"In post","2021","No function","Cabinet Office (excl. agencies)","North West (England)","Blackpool","10","10","[c]","[c]"
"In post","2021","No function","Cabinet Office (excl. agencies)","North West (England)","Greater Manchester South West","20","20","35210","31990"
"In post","2021","No function","Cabinet Office (excl. agencies)","North West (England)","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2021","No function","Cabinet Office (excl. agencies)","North West (England)","Liverpool","20","20","31410","29250"
"In post","2021","No function","Cabinet Office (excl. agencies)","North West (England)","Manchester","30","30","31650","29250"
"In post","2021","No function","Cabinet Office (excl. agencies)","North West (England)","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","No function","Cabinet Office (excl. agencies)","Northern Ireland","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","No function","Cabinet Office (excl. agencies)","Scotland","City of Edinburgh","25","25","31790","29250"
"In post","2021","No function","Cabinet Office (excl. agencies)","Scotland","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2021","No function","Cabinet Office (excl. agencies)","Scotland","Glasgow City","10","10","[c]","[c]"
"In post","2021","No function","Cabinet Office (excl. agencies)","Scotland","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","No function","Cabinet Office (excl. agencies)","South East (England)","Buckinghamshire CC","5","5","[c]","[c]"
"In post","2021","No function","Cabinet Office (excl. agencies)","South East (England)","Central Hampshire","5","5","[c]","[c]"
"In post","2021","No function","Cabinet Office (excl. agencies)","South East (England)","Medway","[c]","[c]","[c]","[c]"
"In post","2021","No function","Cabinet Office (excl. agencies)","South East (England)","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2021","No function","Cabinet Office (excl. agencies)","South East (England)","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2021","No function","Cabinet Office (excl. agencies)","South East (England)","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","No function","Cabinet Office (excl. agencies)","South East (England)","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2021","No function","Cabinet Office (excl. agencies)","South East (England)","South Hampshire","5","5","[c]","[c]"
"In post","2021","No function","Cabinet Office (excl. agencies)","South East (England)","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2021","No function","Cabinet Office (excl. agencies)","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","5","5","[c]","[c]"
"In post","2021","No function","Cabinet Office (excl. agencies)","South West (England)","Bristol, City of","15","15","40810","32000"
"In post","2021","No function","Cabinet Office (excl. agencies)","South West (England)","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","No function","Cabinet Office (excl. agencies)","South West (England)","Wiltshire","10","10","[c]","[c]"
"In post","2021","No function","Cabinet Office (excl. agencies)","Unknown","Unknown","475","470","34850","32000"
"In post","2021","No function","Cabinet Office (excl. agencies)","Wales","Cardiff and Vale of Glamorgan","30","30","33500","29250"
"In post","2021","No function","Cabinet Office (excl. agencies)","Wales","Monmouthshire and Newport","15","15","31550","29250"
"In post","2021","No function","Cabinet Office (excl. agencies)","Wales","South West Wales","[c]","[c]","[c]","[c]"
"In post","2021","No function","Cabinet Office (excl. agencies)","West Midlands (England)","Birmingham","5","5","[c]","[c]"
"In post","2021","No function","Cabinet Office (excl. agencies)","West Midlands (England)","Coventry","5","5","[c]","[c]"
"In post","2021","No function","Cabinet Office (excl. agencies)","West Midlands (England)","Telford and Wrekin","5","5","[c]","[c]"
"In post","2021","No function","Cabinet Office (excl. agencies)","Yorkshire and The Humber","Bradford","[c]","[c]","[c]","[c]"
"In post","2021","No function","Cabinet Office (excl. agencies)","Yorkshire and The Humber","Leeds","45","45","30530","29250"
"In post","2021","No function","Cabinet Office (excl. agencies)","Yorkshire and The Humber","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2021","No function","Cabinet Office (excl. agencies)","Yorkshire and The Humber","Sheffield","20","20","31830","29250"
"In post","2021","No function","Cabinet Office (excl. agencies)","Yorkshire and The Humber","York","[c]","[c]","[c]","[c]"
"In post","2021","No function","Centre for Environment, Fisheries and Aquaculture Science","East of England","Suffolk","15","15","45580","36930"
"In post","2021","No function","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","Dorset CC","[c]","[c]","[c]","[c]"
"In post","2021","No function","Charity Commission","London","Westminster","5","5","[c]","[c]"
"In post","2021","No function","Charity Commission","North West (England)","Sefton","20","15","31080","29160"
"In post","2021","No function","Charity Commission","South West (England)","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","No function","Charity Commission","Wales","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","No function","Companies House","London","Westminster","5","5","[c]","[c]"
"In post","2021","No function","Companies House","Northern Ireland","Belfast","20","20","25640","22490"
"In post","2021","No function","Companies House","Scotland","City of Edinburgh","40","40","24810","22490"
"In post","2021","No function","Companies House","Wales","Cardiff and Vale of Glamorgan","555","490","25630","22490"
"In post","2021","No function","Criminal Injuries Compensation Authority","Scotland","Glasgow City","290","270","25500","22570"
"In post","2021","No function","Crown Commercial Service","East of England","Norwich and East Norfolk","25","25","34000","27770"
"In post","2021","No function","Crown Commercial Service","London","Tower Hamlets","20","20","52170","49300"
"In post","2021","No function","Crown Commercial Service","North West (England)","Liverpool","100","95","43810","46920"
"In post","2021","No function","Crown Commercial Service","South West (England)","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","No function","Crown Commercial Service","Wales","Monmouthshire and Newport","25","25","31420","28890"
"In post","2021","No function","Crown Commercial Service","West Midlands (England)","Birmingham","15","15","26710","27770"
"In post","2021","No function","Crown Office and Procurator Fiscal Service","Scotland","Aberdeen City and Aberdeenshire","70","65","26230","22220"
"In post","2021","No function","Crown Office and Procurator Fiscal Service","Scotland","Angus and Dundee City","55","50","25900","22220"
"In post","2021","No function","Crown Office and Procurator Fiscal Service","Scotland","Caithness and Sutherland and Ross and Cromarty","5","5","[c]","[c]"
"In post","2021","No function","Crown Office and Procurator Fiscal Service","Scotland","City of Edinburgh","270","255","28860","25410"
"In post","2021","No function","Crown Office and Procurator Fiscal Service","Scotland","Clackmannanshire and Fife","60","50","26520","22220"
"In post","2021","No function","Crown Office and Procurator Fiscal Service","Scotland","Dumfries and Galloway","30","25","25970","22220"
"In post","2021","No function","Crown Office and Procurator Fiscal Service","Scotland","East Ayrshire and North Ayrshire mainland","35","35","25500","22220"
"In post","2021","No function","Crown Office and Procurator Fiscal Service","Scotland","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","65","55","23380","22220"
"In post","2021","No function","Crown Office and Procurator Fiscal Service","Scotland","Falkirk","40","40","26220","22220"
"In post","2021","No function","Crown Office and Procurator Fiscal Service","Scotland","Glasgow City","390","360","27600","25410"
"In post","2021","No function","Crown Office and Procurator Fiscal Service","Scotland","Inverclyde, East Renfrewshire and Renfrewshire","55","50","24940","22220"
"In post","2021","No function","Crown Office and Procurator Fiscal Service","Scotland","Inverness and Nairn and Moray, Badenoch and Strathspey","35","30","24270","22220"
"In post","2021","No function","Crown Office and Procurator Fiscal Service","Scotland","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","10","10","[c]","[c]"
"In post","2021","No function","Crown Office and Procurator Fiscal Service","Scotland","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"In post","2021","No function","Crown Office and Procurator Fiscal Service","Scotland","North Lanarkshire","45","40","27130","25990"
"In post","2021","No function","Crown Office and Procurator Fiscal Service","Scotland","Orkney Islands","[c]","[c]","[c]","[c]"
"In post","2021","No function","Crown Office and Procurator Fiscal Service","Scotland","Perth and Kinross and Stirling","15","15","26340","26570"
"In post","2021","No function","Crown Office and Procurator Fiscal Service","Scotland","Scottish Borders","5","5","[c]","[c]"
"In post","2021","No function","Crown Office and Procurator Fiscal Service","Scotland","Shetland Islands","[c]","[c]","[c]","[c]"
"In post","2021","No function","Crown Office and Procurator Fiscal Service","Scotland","South Ayrshire","20","20","24190","22220"
"In post","2021","No function","Crown Office and Procurator Fiscal Service","Scotland","South Lanarkshire","85","75","26460","22220"
"In post","2021","No function","Crown Office and Procurator Fiscal Service","Scotland","West Lothian","20","20","25350","22220"
"In post","2021","No function","Defence Science and Technology Laboratory","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","No function","Defence Science and Technology Laboratory","East of England","Cambridgeshire CC","10","10","46010","46090"
"In post","2021","No function","Defence Science and Technology Laboratory","South East (England)","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"In post","2021","No function","Defence Science and Technology Laboratory","South East (England)","Central Hampshire","670","645","43270","46080"
"In post","2021","No function","Defence Science and Technology Laboratory","South East (England)","South Hampshire","65","60","36940","37320"
"In post","2021","No function","Defence Science and Technology Laboratory","South East (England)","West Kent","190","180","39650","37360"
"In post","2021","No function","Defence Science and Technology Laboratory","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","No function","Defence Science and Technology Laboratory","South West (England)","Wiltshire","1650","1605","39670","37320"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","East Midlands (England)","Nottingham","10","10","39960","36740"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","East of England","Cambridgeshire CC","10","10","[c]","[c]"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","East of England","Suffolk","5","5","[c]","[c]"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Camden and City of London","25","20","46810","44300"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Hounslow and Richmond upon Thames","65","60","43510","40220"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Westminster","3920","3840","49920","53380"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","North East (England)","Hartlepool and Stockton-on-Tees","5","5","[c]","[c]"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","North East (England)","Tyneside","15","15","47590","49310"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","North West (England)","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","North West (England)","Manchester","20","20","41090","37320"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Northern Ireland","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Scotland","Aberdeen City and Aberdeenshire","95","95","50000","45620"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Scotland","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","South East (England)","West Surrey","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","South West (England)","Bristol, City of","15","10","42490","36940"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","South West (England)","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","South West (England)","Swindon","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","Unknown","10","10","[c]","[c]"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Wales","Cardiff and Vale of Glamorgan","35","30","31780","26680"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands (England)","Birmingham","150","145","40040","36740"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Yorkshire and The Humber","Leeds","10","10","44020","39230"
"In post","2021","No function","Department for Digital, Culture, Media and Sport","London","Westminster","1170","1150","48130","51730"
"In post","2021","No function","Department for Digital, Culture, Media and Sport","North East (England)","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Digital, Culture, Media and Sport","North West (England)","Liverpool","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Digital, Culture, Media and Sport","North West (England)","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Digital, Culture, Media and Sport","Northern Ireland","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Digital, Culture, Media and Sport","Scotland","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Digital, Culture, Media and Sport","Scotland","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Digital, Culture, Media and Sport","South West (England)","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Digital, Culture, Media and Sport","Yorkshire and The Humber","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Education (excl. agencies)","East Midlands (England)","Nottingham","95","90","39750","36870"
"In post","2021","No function","Department for Education (excl. agencies)","East of England","Cambridgeshire CC","25","25","42910","49860"
"In post","2021","No function","Department for Education (excl. agencies)","East of England","Hertfordshire","25","25","43990","40230"
"In post","2021","No function","Department for Education (excl. agencies)","London","Croydon","35","35","40470","33740"
"In post","2021","No function","Department for Education (excl. agencies)","London","Westminster","1100","1060","48720","53420"
"In post","2021","No function","Department for Education (excl. agencies)","North East (England)","Darlington","220","210","37910","36500"
"In post","2021","No function","Department for Education (excl. agencies)","North East (England)","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Education (excl. agencies)","North West (England)","Manchester","350","340","40030","36690"
"In post","2021","No function","Department for Education (excl. agencies)","South West (England)","Bristol, City of","70","65","42120","36780"
"In post","2021","No function","Department for Education (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Education (excl. agencies)","West Midlands (England)","Coventry","115","115","39310","36500"
"In post","2021","No function","Department for Education (excl. agencies)","Yorkshire and The Humber","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Education (excl. agencies)","Yorkshire and The Humber","Sheffield","480","455","40600","36780"
"In post","2021","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","East Midlands (England)","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","East Midlands (England)","Nottingham","20","15","45350","48460"
"In post","2021","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","East Midlands (England)","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","East of England","Cambridgeshire CC","15","15","37540","36210"
"In post","2021","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","East of England","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","East of England","Norwich and East Norfolk","5","5","[c]","[c]"
"In post","2021","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","East of England","Peterborough","5","5","[c]","[c]"
"In post","2021","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","East of England","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Westminster","1955","1895","45050","39450"
"In post","2021","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","North East (England)","Northumberland","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","North East (England)","Tyneside","55","55","40490","36530"
"In post","2021","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","Cheshire East","15","15","48820","47960"
"In post","2021","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","East Cumbria","20","20","41000","37480"
"In post","2021","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","Manchester","5","5","[c]","[c]"
"In post","2021","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","Warrington","5","5","[c]","[c]"
"In post","2021","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Scotland","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Scotland","Perth and Kinross and Stirling","5","5","[c]","[c]"
"In post","2021","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","Berkshire","10","10","41870","36210"
"In post","2021","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","West Surrey","5","5","[c]","[c]"
"In post","2021","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","Bristol, City of","430","405","38620","36030"
"In post","2021","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","Cornwall and Isles of Scilly","5","5","[c]","[c]"
"In post","2021","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","Devon CC","25","25","40800","37240"
"In post","2021","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Wales","South West Wales","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","West Midlands (England)","Shropshire CC","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","West Midlands (England)","Solihull","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","West Midlands (England)","Staffordshire CC","10","10","34850","35900"
"In post","2021","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","West Midlands (England)","Worcestershire","25","25","46930","42760"
"In post","2021","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Yorkshire and The Humber","Leeds","5","5","[c]","[c]"
"In post","2021","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Yorkshire and The Humber","North Yorkshire CC","35","30","40970","37480"
"In post","2021","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Yorkshire and The Humber","Sheffield","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Yorkshire and The Humber","York","265","260","37880","35900"
"In post","2021","No function","Department for International Trade","East Midlands (England)","Nottingham","5","5","[c]","[c]"
"In post","2021","No function","Department for International Trade","East of England","Cambridgeshire CC","5","5","[c]","[c]"
"In post","2021","No function","Department for International Trade","London","Westminster","1565","1550","45730","39070"
"In post","2021","No function","Department for International Trade","North East (England)","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for International Trade","North East (England)","Tyneside","5","5","[c]","[c]"
"In post","2021","No function","Department for International Trade","North West (England)","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for International Trade","North West (England)","Manchester","10","10","43590","40300"
"In post","2021","No function","Department for International Trade","Overseas","Overseas","155","155","56610","54470"
"In post","2021","No function","Department for International Trade","Scotland","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for International Trade","Scotland","Glasgow City","10","10","[c]","[c]"
"In post","2021","No function","Department for International Trade","South East (England)","Berkshire","75","70","43490","38540"
"In post","2021","No function","Department for International Trade","South East (England)","West Surrey","5","5","[c]","[c]"
"In post","2021","No function","Department for International Trade","South West (England)","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for International Trade","South West (England)","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for International Trade","Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for International Trade","West Midlands (England)","Birmingham","15","15","39160","31820"
"In post","2021","No function","Department for International Trade","Yorkshire and The Humber","Leeds","15","15","43010","42120"
"In post","2021","No function","Department for Transport (excl. agencies)","East Midlands (England)","Derby","25","25","57360","74490"
"In post","2021","No function","Department for Transport (excl. agencies)","East of England","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Transport (excl. agencies)","London","Lewisham and Southwark","85","70","33020","32740"
"In post","2021","No function","Department for Transport (excl. agencies)","London","Westminster","1755","1725","47980","43360"
"In post","2021","No function","Department for Transport (excl. agencies)","North East (England)","Tyneside","15","10","27260","26780"
"In post","2021","No function","Department for Transport (excl. agencies)","North West (England)","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Transport (excl. agencies)","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Transport (excl. agencies)","South East (England)","East Sussex CC","40","30","32890","31380"
"In post","2021","No function","Department for Transport (excl. agencies)","South East (England)","North Hampshire","75","70","63110","77220"
"In post","2021","No function","Department for Transport (excl. agencies)","South East (England)","Southampton","40","35","55010","43950"
"In post","2021","No function","Department for Transport (excl. agencies)","South East (England)","West Surrey","10","10","[c]","[c]"
"In post","2021","No function","Department for Transport (excl. agencies)","Wales","Swansea","5","5","[c]","[c]"
"In post","2021","No function","Department for Transport (excl. agencies)","West Midlands (England)","Birmingham","45","45","31990","30730"
"In post","2021","No function","Department for Transport (excl. agencies)","Yorkshire and The Humber","Leeds","30","30","41740","38650"
"In post","2021","No function","Department for Transport (excl. agencies)","Yorkshire and The Humber","York","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department of Health and Social Care (excl. agencies)","London","Westminster","1455","1425","49690","46000"
"In post","2021","No function","Department of Health and Social Care (excl. agencies)","North West (England)","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department of Health and Social Care (excl. agencies)","North West (England)","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department of Health and Social Care (excl. agencies)","South East (England)","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department of Health and Social Care (excl. agencies)","Yorkshire and The Humber","Leeds","555","535","43710","38290"
"In post","2021","No function","Driver and Vehicle Licensing Agency","Wales","Swansea","4685","4020","22790","21590"
"In post","2021","No function","Driver and Vehicle Standards Agency","East Midlands (England)","Derby","35","30","28480","27680"
"In post","2021","No function","Driver and Vehicle Standards Agency","East Midlands (England)","East Derbyshire","5","5","[c]","[c]"
"In post","2021","No function","Driver and Vehicle Standards Agency","East Midlands (England)","Leicester","15","15","27510","26780"
"In post","2021","No function","Driver and Vehicle Standards Agency","East Midlands (England)","Leicestershire CC and Rutland","35","30","27300","26700"
"In post","2021","No function","Driver and Vehicle Standards Agency","East Midlands (England)","Lincolnshire","40","40","28820","26780"
"In post","2021","No function","Driver and Vehicle Standards Agency","East Midlands (England)","North Northamptonshire","30","30","29100","27680"
"In post","2021","No function","Driver and Vehicle Standards Agency","East Midlands (England)","North Nottinghamshire","15","15","28140","26780"
"In post","2021","No function","Driver and Vehicle Standards Agency","East Midlands (England)","Nottingham","65","60","31530","26780"
"In post","2021","No function","Driver and Vehicle Standards Agency","East Midlands (England)","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","No function","Driver and Vehicle Standards Agency","East Midlands (England)","South Nottinghamshire","40","40","27690","26780"
"In post","2021","No function","Driver and Vehicle Standards Agency","East Midlands (England)","West Northamptonshire","15","15","27420","26780"
"In post","2021","No function","Driver and Vehicle Standards Agency","East of England","Bedford","10","5","[c]","[c]"
"In post","2021","No function","Driver and Vehicle Standards Agency","East of England","Cambridgeshire CC","35","35","26930","26700"
"In post","2021","No function","Driver and Vehicle Standards Agency","East of England","Central Bedfordshire","30","30","29510","26780"
