"Status","Year","Disability","Function_of_post","Organisation","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared non-disabled","Finance","Advisory, Conciliation and Arbitration Service","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Advisory, Conciliation and Arbitration Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Cabinet Office (excl. agencies)","London","65","65","45990","41820"
"In post","2021","Declared non-disabled","Finance","Centre for Environment, Fisheries and Aquaculture Science","Outside London","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Companies House","Outside London","45","40","30300","27460"
"In post","2021","Declared non-disabled","Finance","Competition and Markets Authority","London","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Criminal Injuries Compensation Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Crown Commercial Service","Outside London","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Crown Office and Procurator Fiscal Service","Outside London","20","15","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Crown Prosecution Service","London","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Crown Prosecution Service","Outside London","60","55","30850","28150"
"In post","2021","Declared non-disabled","Finance","Debt Management Office","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Defence Electronics and Components Agency","Outside London","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Defence Equipment and Support","Outside London","305","295","37880","32410"
"In post","2021","Declared non-disabled","Finance","Defence Science and Technology Laboratory","Outside London","55","50","41560","40000"
"In post","2021","Declared non-disabled","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","110","105","52810","57360"
"In post","2021","Declared non-disabled","Finance","Department for Digital, Culture, Media and Sport","London","55","55","57310","61730"
"In post","2021","Declared non-disabled","Finance","Department for Digital, Culture, Media and Sport","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Department for Education (excl. agencies)","London","65","65","52550","53960"
"In post","2021","Declared non-disabled","Finance","Department for Education (excl. agencies)","Outside London","230","225","41360","37900"
"In post","2021","Declared non-disabled","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","London","55","55","50600","44560"
"In post","2021","Declared non-disabled","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","235","225","42150","37680"
"In post","2021","Declared non-disabled","Finance","Department for International Trade","London","55","55","49250","48000"
"In post","2021","Declared non-disabled","Finance","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Department for Transport (excl. agencies)","London","90","90","52000","54650"
"In post","2021","Declared non-disabled","Finance","Department for Transport (excl. agencies)","Outside London","20","15","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Department of Health and Social Care (excl. agencies)","London","50","50","45820","40650"
"In post","2021","Declared non-disabled","Finance","Department of Health and Social Care (excl. agencies)","Outside London","65","65","42940","36830"
"In post","2021","Declared non-disabled","Finance","Driver and Vehicle Licensing Agency","Outside London","115","110","33720","31380"
"In post","2021","Declared non-disabled","Finance","Driver and Vehicle Standards Agency","Outside London","60","55","39630","36350"
"In post","2021","Declared non-disabled","Finance","Education and Skills Funding Agency","London","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Education and Skills Funding Agency","Outside London","80","75","43660","43250"
"In post","2021","Declared non-disabled","Finance","ESTYN","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","FCDO Services","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","FCDO Services","Outside London","50","50","36440","28130"
"In post","2021","Declared non-disabled","Finance","Food Standards Agency","London","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Food Standards Agency","Outside London","30","30","41390","37910"
"In post","2021","Declared non-disabled","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","London","65","65","51860","49060"
"In post","2021","Declared non-disabled","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","70","65","41630","39630"
"In post","2021","Declared non-disabled","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Forestry and Land Scotland","Outside London","35","35","36230","35680"
"In post","2021","Declared non-disabled","Finance","Government Actuary's Department","London","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Government Internal Audit Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Government Internal Audit Agency","Outside London","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Government Legal Department","London","30","30","39150","31930"
"In post","2021","Declared non-disabled","Finance","Government Property Agency","London","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Government Property Agency","Outside London","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Health and Safety Executive","Outside London","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","HM Courts and Tribunals Service","London","100","100","40430","36800"
"In post","2021","Declared non-disabled","Finance","HM Courts and Tribunals Service","Outside London","95","95","33890","26700"
"In post","2021","Declared non-disabled","Finance","HM Land Registry","London","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","HM Land Registry","Outside London","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","HM Revenue and Customs (excl. agencies)","London","190","185","51850","43680"
"In post","2021","Declared non-disabled","Finance","HM Revenue and Customs (excl. agencies)","Outside London","1330","1180","31090","26270"
"In post","2021","Declared non-disabled","Finance","HM Treasury (excl. agencies)","London","65","60","51240","55840"
"In post","2021","Declared non-disabled","Finance","HM Treasury (excl. agencies)","Outside London","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Insolvency Service","London","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Insolvency Service","Outside London","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Institute for Apprenticeships and Technical Education","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Institute for Apprenticeships and Technical Education","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Legal Aid Agency","London","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Legal Aid Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Maritime and Coastguard Agency","Outside London","20","15","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Medicines and Healthcare Products Regulatory Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Medicines and Healthcare Products Regulatory Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Met Office","Outside London","30","25","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Ministry of Defence (excl. agencies)","London","150","145","48790","45200"
"In post","2021","Declared non-disabled","Finance","Ministry of Defence (excl. agencies)","Outside London","1040","1000","36870","33300"
"In post","2021","Declared non-disabled","Finance","Ministry of Defence (excl. agencies)","Overseas","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Ministry of Housing, Communities and Local Government (excl. agencies)","London","70","65","56280","53130"
"In post","2021","Declared non-disabled","Finance","Ministry of Housing, Communities and Local Government (excl. agencies)","Outside London","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Ministry of Justice (excl. agencies)","London","200","195","47890","41660"
"In post","2021","Declared non-disabled","Finance","Ministry of Justice (excl. agencies)","Outside London","150","145","42200","41100"
"In post","2021","Declared non-disabled","Finance","National Crime Agency","London","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","National Crime Agency","Outside London","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","National Savings and Investments","London","30","25","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Office for Standards in Education, Children's Services and Skills","Outside London","30","30","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Office of Gas and Electricity Markets","London","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Office of Gas and Electricity Markets","Outside London","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Office of Qualifications and Examinations Regulation","Outside London","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Office of Rail and Road","London","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Planning Inspectorate","Outside London","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Public Health England","London","50","50","44320","41170"
"In post","2021","Declared non-disabled","Finance","Public Health England","Outside London","55","55","39860","36330"
"In post","2021","Declared non-disabled","Finance","Queen Elizabeth II Centre","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Registers of Scotland","Outside London","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Scottish Courts and Tribunals Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Scottish Forestry","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Scottish Prison Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Serious Fraud Office","London","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Submarine Delivery Agency","Outside London","35","35","51280","41340"
"In post","2021","Declared non-disabled","Finance","The National Archives","London","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","UK Export Finance","London","45","45","49560","38920"
"In post","2021","Declared non-disabled","Finance","UK Hydrographic Office","Outside London","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","UK Intellectual Property Office","Outside London","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","UK Space Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","UK Space Agency","Outside London","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","United Kingdom Statistics Authority","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","United Kingdom Statistics Authority","Outside London","30","25","36960","31830"
"In post","2021","Declared non-disabled","Finance","Valuation Office Agency","London","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Valuation Office Agency","Outside London","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Vehicle Certification Agency","Outside London","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Veterinary Medicines Directorate","Outside London","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Wales Office","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Wales Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Water Services Regulation Authority","Outside London","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Welsh Revenue Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Wilton Park","Outside London","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Grants Management","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Grants Management","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Grants Management","Rural Payments Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Grants Management","Rural Payments Agency","Outside London","1685","1540","25400","21050"
"In post","2021","Declared non-disabled","Human Resources","Advisory, Conciliation and Arbitration Service","London","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Advisory, Conciliation and Arbitration Service","Outside London","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Cabinet Office (excl. agencies)","London","365","360","46790","41820"
"In post","2021","Declared non-disabled","Human Resources","Cabinet Office (excl. agencies)","Outside London","385","365","32860","32000"
"In post","2021","Declared non-disabled","Human Resources","Cabinet Office (excl. agencies)","Unknown","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Centre for Environment, Fisheries and Aquaculture Science","Outside London","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Charity Commission","Outside London","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Companies House","Outside London","60","55","32450","25460"
"In post","2021","Declared non-disabled","Human Resources","Competition and Markets Authority","London","30","30","47700","45890"
"In post","2021","Declared non-disabled","Human Resources","Crown Commercial Service","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Crown Commercial Service","Outside London","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Crown Office and Procurator Fiscal Service","Outside London","30","30","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Crown Prosecution Service","London","30","30","45000","40140"
"In post","2021","Declared non-disabled","Human Resources","Crown Prosecution Service","Outside London","60","60","37240","32210"
"In post","2021","Declared non-disabled","Human Resources","Debt Management Office","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Defence Electronics and Components Agency","Outside London","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Defence Equipment and Support","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Defence Equipment and Support","Outside London","140","130","39210","35420"
"In post","2021","Declared non-disabled","Human Resources","Defence Science and Technology Laboratory","Outside London","60","55","33500","28650"
"In post","2021","Declared non-disabled","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","70","65","46690","45930"
"In post","2021","Declared non-disabled","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Department for Digital, Culture, Media and Sport","London","50","45","49220","37320"
"In post","2021","Declared non-disabled","Human Resources","Department for Digital, Culture, Media and Sport","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Department for Education (excl. agencies)","London","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Department for Education (excl. agencies)","Outside London","65","60","36530","32300"
"In post","2021","Declared non-disabled","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","London","40","40","48270","43000"
"In post","2021","Declared non-disabled","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","130","125","41750","37420"
"In post","2021","Declared non-disabled","Human Resources","Department for International Trade","London","70","65","43870","38350"
"In post","2021","Declared non-disabled","Human Resources","Department for International Trade","Outside London","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Department for Transport (excl. agencies)","London","50","50","49060","46350"
"In post","2021","Declared non-disabled","Human Resources","Department for Transport (excl. agencies)","Outside London","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Department of Health and Social Care (excl. agencies)","London","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Department of Health and Social Care (excl. agencies)","Outside London","10","5","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Driver and Vehicle Licensing Agency","Outside London","145","135","32770","31380"
"In post","2021","Declared non-disabled","Human Resources","Driver and Vehicle Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Driver and Vehicle Standards Agency","Outside London","70","65","37100","33350"
"In post","2021","Declared non-disabled","Human Resources","Education and Skills Funding Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Education and Skills Funding Agency","Outside London","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","ESTYN","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","FCDO Services","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","FCDO Services","Outside London","35","30","40310","39580"
"In post","2021","Declared non-disabled","Human Resources","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Food Standards Agency","Outside London","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","London","100","100","47120","39580"
"In post","2021","Declared non-disabled","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","40","40","42870","41260"
"In post","2021","Declared non-disabled","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Forestry and Land Scotland","Outside London","65","60","31200","29140"
"In post","2021","Declared non-disabled","Human Resources","Government Actuary's Department","London","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Government Internal Audit Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Government Internal Audit Agency","Outside London","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Government Legal Department","London","45","40","38550","31440"
"In post","2021","Declared non-disabled","Human Resources","Government Property Agency","London","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Government Property Agency","Outside London","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Government Property Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Health and Safety Executive","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Health and Safety Executive","Outside London","55","50","39710","39330"
"In post","2021","Declared non-disabled","Human Resources","HM Courts and Tribunals Service","London","30","30","45090","36460"
"In post","2021","Declared non-disabled","Human Resources","HM Courts and Tribunals Service","Outside London","40","40","33660","30990"
"In post","2021","Declared non-disabled","Human Resources","HM Land Registry","London","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","HM Land Registry","Outside London","50","45","41780","38550"
"In post","2021","Declared non-disabled","Human Resources","HM Prison and Probation Service","London","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","HM Prison and Probation Service","Outside London","60","60","44890","46550"
"In post","2021","Declared non-disabled","Human Resources","HM Revenue and Customs (excl. agencies)","London","115","110","51920","45960"
"In post","2021","Declared non-disabled","Human Resources","HM Revenue and Customs (excl. agencies)","Outside London","890","820","34480","31810"
"In post","2021","Declared non-disabled","Human Resources","HM Treasury (excl. agencies)","London","45","40","51010","52840"
"In post","2021","Declared non-disabled","Human Resources","HM Treasury (excl. agencies)","Outside London","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Insolvency Service","London","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Insolvency Service","Outside London","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Institute for Apprenticeships and Technical Education","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Institute for Apprenticeships and Technical Education","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Legal Aid Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Maritime and Coastguard Agency","Outside London","30","25","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Medicines and Healthcare Products Regulatory Agency","London","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Met Office","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Met Office","Outside London","65","60","38550","33810"
"In post","2021","Declared non-disabled","Human Resources","Ministry of Defence (excl. agencies)","London","200","195","48610","45200"
"In post","2021","Declared non-disabled","Human Resources","Ministry of Defence (excl. agencies)","Outside London","945","885","27430","22080"
"In post","2021","Declared non-disabled","Human Resources","Ministry of Defence (excl. agencies)","Overseas","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Ministry of Housing, Communities and Local Government (excl. agencies)","London","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Ministry of Housing, Communities and Local Government (excl. agencies)","Outside London","35","30","37490","31950"
"In post","2021","Declared non-disabled","Human Resources","Ministry of Justice (excl. agencies)","London","170","165","45240","40540"
"In post","2021","Declared non-disabled","Human Resources","Ministry of Justice (excl. agencies)","Outside London","330","315","38580","31660"
"In post","2021","Declared non-disabled","Human Resources","National Crime Agency","London","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","National Crime Agency","Outside London","50","45","41050","40120"
"In post","2021","Declared non-disabled","Human Resources","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","National Savings and Investments","London","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Office for Standards in Education, Children's Services and Skills","Outside London","40","40","39110","32010"
"In post","2021","Declared non-disabled","Human Resources","Office of Gas and Electricity Markets","London","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Office of Gas and Electricity Markets","Outside London","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Office of Qualifications and Examinations Regulation","Outside London","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Office of Rail and Road","London","10","5","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Office of Rail and Road","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Planning Inspectorate","Outside London","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Public Health England","London","90","85","42800","36330"
"In post","2021","Declared non-disabled","Human Resources","Public Health England","Outside London","10","5","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Queen Elizabeth II Centre","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Registers of Scotland","Outside London","30","30","37260","36780"
"In post","2021","Declared non-disabled","Human Resources","Scotland Office (incl. Office of the Advocate General for Scotland)","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Scotland Office (incl. Office of the Advocate General for Scotland)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Scottish Courts and Tribunals Service","Outside London","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Scottish Prison Service","Outside London","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Serious Fraud Office","London","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Submarine Delivery Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Submarine Delivery Agency","Outside London","165","155","37790","32710"
"In post","2021","Declared non-disabled","Human Resources","Submarine Delivery Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","The National Archives","London","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","UK Export Finance","London","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","UK Hydrographic Office","Outside London","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","UK Intellectual Property Office","Outside London","40","35","38010","39120"
"In post","2021","Declared non-disabled","Human Resources","UK Space Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","UK Space Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","United Kingdom Statistics Authority","London","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","United Kingdom Statistics Authority","Outside London","90","85","38080","36030"
"In post","2021","Declared non-disabled","Human Resources","Valuation Office Agency","London","20","15","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Valuation Office Agency","Outside London","45","45","38720","33250"
"In post","2021","Declared non-disabled","Human Resources","Vehicle Certification Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Wales Office","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Wales Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Water Services Regulation Authority","Outside London","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Welsh Revenue Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Wilton Park","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","Debt Management Office","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","Defence Science and Technology Laboratory","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","Department for Environment, Food and Rural Affairs (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","Foreign, Commonwealth and Development Office (excl. agencies)","London","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","30","30","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","Government Internal Audit Agency","London","100","95","55320","53710"
"In post","2021","Declared non-disabled","Internal Audit","Government Internal Audit Agency","Outside London","180","170","47330","44780"
"In post","2021","Declared non-disabled","Internal Audit","HM Land Registry","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","HM Prison and Probation Service","London","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","HM Prison and Probation Service","Outside London","35","35","47720","50550"
"In post","2021","Declared non-disabled","Internal Audit","HM Revenue and Customs (excl. agencies)","London","15","10","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","HM Revenue and Customs (excl. agencies)","Outside London","45","45","42270","40910"
"In post","2021","Declared non-disabled","Internal Audit","Institute for Apprenticeships and Technical Education","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","Maritime and Coastguard Agency","Outside London","15","10","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","Met Office","Outside London","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","Ministry of Defence (excl. agencies)","London","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","Ministry of Defence (excl. agencies)","Outside London","80","75","36120","33300"
"In post","2021","Declared non-disabled","Internal Audit","Ministry of Defence (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","Scottish Prison Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","UK Export Finance","London","[c]","[c]","[c]","[c]"
