"Status","Year","Disability","Ethnicity","Region_ITL1","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Asian","East Midlands (England)","Derby","20","15","[c]","[c]"
"In post","2021","Declared disabled","Asian","East Midlands (England)","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","East Midlands (England)","Leicester","100","85","23650","21440"
"In post","2021","Declared disabled","Asian","East Midlands (England)","Leicestershire CC and Rutland","10","5","[c]","[c]"
"In post","2021","Declared disabled","Asian","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","East Midlands (England)","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","East Midlands (England)","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","East Midlands (England)","Nottingham","50","45","32190","31810"
"In post","2021","Declared disabled","Asian","East Midlands (England)","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","East Midlands (England)","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","East Midlands (England)","West Northamptonshire","10","10","[c]","[c]"
"In post","2021","Declared disabled","Asian","East of England","Bedford","10","10","[c]","[c]"
"In post","2021","Declared disabled","Asian","East of England","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","East of England","Cambridgeshire CC","5","5","[c]","[c]"
"In post","2021","Declared disabled","Asian","East of England","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","East of England","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","East of England","Essex Thames Gateway","5","5","[c]","[c]"
"In post","2021","Declared disabled","Asian","East of England","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","East of England","Hertfordshire","40","40","32780","29290"
"In post","2021","Declared disabled","Asian","East of England","Luton","15","15","[c]","[c]"
"In post","2021","Declared disabled","Asian","East of England","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","East of England","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","East of England","Peterborough","25","20","[c]","[c]"
"In post","2021","Declared disabled","Asian","East of England","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","East of England","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","East of England","Thurrock","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","East of England","West Essex","10","5","[c]","[c]"
"In post","2021","Declared disabled","Asian","London","Barking & Dagenham and Havering","20","15","[c]","[c]"
"In post","2021","Declared disabled","Asian","London","Barnet","25","25","[c]","[c]"
"In post","2021","Declared disabled","Asian","London","Bexley and Greenwich","10","10","[c]","[c]"
"In post","2021","Declared disabled","Asian","London","Brent","15","10","[c]","[c]"
"In post","2021","Declared disabled","Asian","London","Bromley","5","5","[c]","[c]"
"In post","2021","Declared disabled","Asian","London","Camden and City of London","45","45","30670","29570"
"In post","2021","Declared disabled","Asian","London","Croydon","150","135","33810","29370"
"In post","2021","Declared disabled","Asian","London","Ealing","35","30","31470","31170"
"In post","2021","Declared disabled","Asian","London","Enfield","10","10","[c]","[c]"
"In post","2021","Declared disabled","Asian","London","Hackney and Newham","90","80","30300","31060"
"In post","2021","Declared disabled","Asian","London","Haringey and Islington","20","20","[c]","[c]"
"In post","2021","Declared disabled","Asian","London","Harrow and Hillingdon","130","115","30570","29970"
"In post","2021","Declared disabled","Asian","London","Hounslow and Richmond upon Thames","60","55","30520","29080"
"In post","2021","Declared disabled","Asian","London","Kensington & Chelsea and Hammersmith & Fulham","5","5","[c]","[c]"
"In post","2021","Declared disabled","Asian","London","Lambeth","25","25","[c]","[c]"
"In post","2021","Declared disabled","Asian","London","Lewisham and Southwark","15","10","[c]","[c]"
"In post","2021","Declared disabled","Asian","London","Merton, Kingston upon Thames and Sutton","5","5","[c]","[c]"
"In post","2021","Declared disabled","Asian","London","Redbridge and Waltham Forest","50","40","28480","30180"
"In post","2021","Declared disabled","Asian","London","Tower Hamlets","80","75","41770","36690"
"In post","2021","Declared disabled","Asian","London","Wandsworth","5","5","[c]","[c]"
"In post","2021","Declared disabled","Asian","London","Westminster","480","460","41580","36650"
"In post","2021","Declared disabled","Asian","North East (England)","Darlington","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","North East (England)","Durham CC","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","North East (England)","Hartlepool and Stockton-on-Tees","5","5","[c]","[c]"
