"Status","Year","Function_of_post","Organisation","Profession_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Communications","Legal Aid Agency","Communications","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Legal Aid Agency","Communications","London","5","5","[c]","[c]"
"In post","2021","Communications","Legal Aid Agency","Communications","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Maritime and Coastguard Agency","Communications","South East (England)","20","20","35120","31860"
"In post","2021","Communications","Medicines and Healthcare Products Regulatory Agency","Communications","East of England","10","10","35290","32860"
"In post","2021","Communications","Medicines and Healthcare Products Regulatory Agency","Communications","London","40","40","42100","35480"
"In post","2021","Communications","Met Office","Communications","South West (England)","30","30","38570","38250"
"In post","2021","Communications","Ministry of Defence (excl. agencies)","Communications","East Midlands (England)","15","15","32320","30510"
"In post","2021","Communications","Ministry of Defence (excl. agencies)","Communications","East of England","45","40","31270","29200"
"In post","2021","Communications","Ministry of Defence (excl. agencies)","Communications","London","110","105","48720","45200"
"In post","2021","Communications","Ministry of Defence (excl. agencies)","Communications","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Defence (excl. agencies)","Communications","North West (England)","20","20","30300","33000"
"In post","2021","Communications","Ministry of Defence (excl. agencies)","Communications","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Defence (excl. agencies)","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Defence (excl. agencies)","Communications","Scotland","10","10","[c]","[c]"
"In post","2021","Communications","Ministry of Defence (excl. agencies)","Communications","South East (England)","185","180","31780","29200"
"In post","2021","Communications","Ministry of Defence (excl. agencies)","Communications","South West (England)","85","80","29360","29200"
"In post","2021","Communications","Ministry of Defence (excl. agencies)","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Defence (excl. agencies)","Communications","Wales","5","5","[c]","[c]"
"In post","2021","Communications","Ministry of Defence (excl. agencies)","Communications","West Midlands (England)","40","40","30650","26930"
"In post","2021","Communications","Ministry of Defence (excl. agencies)","Communications","Yorkshire and The Humber","10","10","27940","27930"
"In post","2021","Communications","Ministry of Housing, Communities and Local Government (excl. agencies)","Communications","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Housing, Communities and Local Government (excl. agencies)","Communications","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Housing, Communities and Local Government (excl. agencies)","Communications","London","90","90","42010","39600"
"In post","2021","Communications","Ministry of Housing, Communities and Local Government (excl. agencies)","Communications","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Housing, Communities and Local Government (excl. agencies)","Communications","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Housing, Communities and Local Government (excl. agencies)","Communications","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Housing, Communities and Local Government (excl. agencies)","Communications","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Justice (excl. agencies)","Communications","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Justice (excl. agencies)","Communications","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Justice (excl. agencies)","Communications","London","75","70","47000","44980"
"In post","2021","Communications","Ministry of Justice (excl. agencies)","Communications","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Justice (excl. agencies)","Communications","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Justice (excl. agencies)","Communications","West Midlands (England)","5","5","[c]","[c]"
"In post","2021","Communications","Ministry of Justice (excl. agencies)","Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Justice (excl. agencies)","Human Resources","London","10","10","[c]","[c]"
"In post","2021","Communications","Ministry of Justice (excl. agencies)","Human Resources","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Justice (excl. agencies)","Operational Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Justice (excl. agencies)","Operational Delivery","London","25","25","36290","30850"
"In post","2021","Communications","Ministry of Justice (excl. agencies)","Operational Delivery","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Justice (excl. agencies)","Operational Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Justice (excl. agencies)","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","National Crime Agency","Communications","London","20","20","47950","48900"
"In post","2021","Communications","National Crime Agency","Communications","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","National Crime Agency","Communications","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","National Crime Agency","Communications","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","National Crime Agency","Communications","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","National Crime Agency","Communications","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","National Crime Agency","Communications","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","National Crime Agency","Communications","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Communications","National Infrastructure Commission","Communications","London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","National Savings and Investments","Communications","London","10","10","[c]","[c]"
"In post","2021","Communications","National Savings and Investments","Communications","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","National Savings and Investments","Communications","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","National Savings and Investments","Other","London","5","5","[c]","[c]"
"In post","2021","Communications","Northern Ireland Office","Communications","London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northern Ireland Office","Communications","Northern Ireland","10","10","43020","37030"
"In post","2021","Communications","Office for Standards in Education, Children's Services and Skills","Communications","London","20","20","46020","42850"
"In post","2021","Communications","Office for Standards in Education, Children's Services and Skills","Communications","North West (England)","10","5","[c]","[c]"
"In post","2021","Communications","Office for Standards in Education, Children's Services and Skills","Communications","South West (England)","5","5","[c]","[c]"
"In post","2021","Communications","Office of Gas and Electricity Markets","Communications","London","25","20","47720","39260"
"In post","2021","Communications","Office of Gas and Electricity Markets","Communications","Scotland","10","10","[c]","[c]"
"In post","2021","Communications","Office of Gas and Electricity Markets","Communications","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office of Gas and Electricity Markets","Other","London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office of Gas and Electricity Markets","Other","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office of Qualifications and Examinations Regulation","Communications","West Midlands (England)","15","15","41670","38000"
"In post","2021","Communications","Office of Rail and Road","Communications","London","15","15","47600","33700"
"In post","2021","Communications","Office of Rail and Road","Communications","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office of Rail and Road","Communications","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Planning Inspectorate","Communications","South West (England)","10","5","[c]","[c]"
"In post","2021","Communications","Public Health England","Communications","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Public Health England","Communications","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Public Health England","Communications","London","55","55","48410","42630"
"In post","2021","Communications","Public Health England","Communications","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Public Health England","Communications","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Public Health England","Communications","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Public Health England","Communications","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Public Health England","Communications","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Public Health England","Communications","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Queen Elizabeth II Centre","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Queen Elizabeth II Centre","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Registers of Scotland","Communications","Scotland","20","20","37200","36780"
"In post","2021","Communications","Rural Payments Agency","Operational Delivery","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Rural Payments Agency","Operational Delivery","North East (England)","5","5","[c]","[c]"
"In post","2021","Communications","Rural Payments Agency","Operational Delivery","North West (England)","65","55","27240","25580"
"In post","2021","Communications","Rural Payments Agency","Operational Delivery","South East (England)","10","10","37350","35900"
"In post","2021","Communications","Rural Payments Agency","Operational Delivery","South West (England)","10","10","27540","25450"
"In post","2021","Communications","Rural Payments Agency","Operational Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Rural Payments Agency","Operational Delivery","Yorkshire and The Humber","15","10","26260","25880"
"In post","2021","Communications","Scotland Office (incl. Office of the Advocate General for Scotland)","Communications","London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scotland Office (incl. Office of the Advocate General for Scotland)","Communications","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scottish Courts and Tribunals Service","Communications","Scotland","5","5","[c]","[c]"
"In post","2021","Communications","Scottish Prison Service","Communications","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Serious Fraud Office","Communications","London","5","5","[c]","[c]"
"In post","2021","Communications","Serious Fraud Office","Policy","London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","The National Archives","Communications","London","20","15","34170","29470"
"In post","2021","Communications","UK Export Finance","Communications","London","15","15","47780","41620"
"In post","2021","Communications","UK Export Finance","Operational Delivery","London","20","20","66780","49940"
"In post","2021","Communications","UK Hydrographic Office","Communications","South West (England)","15","15","39890","42510"
"In post","2021","Communications","UK Intellectual Property Office","Communications","London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","UK Intellectual Property Office","Communications","Wales","25","25","34610","30170"
"In post","2021","Communications","UK Space Agency","Communications","London","5","5","[c]","[c]"
"In post","2021","Communications","UK Space Agency","Communications","South West (England)","5","5","[c]","[c]"
"In post","2021","Communications","UK Supreme Court","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","UK Supreme Court","Communications","London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","UK Supreme Court","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","United Kingdom Statistics Authority","Communications","London","10","10","55100","52620"
"In post","2021","Communications","United Kingdom Statistics Authority","Communications","South East (England)","35","35","32280","29540"
"In post","2021","Communications","United Kingdom Statistics Authority","Communications","Wales","40","40","36250","36030"
"In post","2021","Communications","Valuation Office Agency","Communications","London","10","10","[c]","[c]"
"In post","2021","Communications","Valuation Office Agency","Communications","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Valuation Office Agency","Communications","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Valuation Office Agency","Communications","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Valuation Office Agency","Communications","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Valuation Office Agency","Communications","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Vehicle Certification Agency","Communications","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Vehicle Certification Agency","Communications","South West (England)","5","5","[c]","[c]"
"In post","2021","Communications","Vehicle Certification Agency","Operational Delivery","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Vehicle Certification Agency","Science and Engineering","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Wales Office","Communications","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Water Services Regulation Authority","Communications","London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Water Services Regulation Authority","Communications","West Midlands (England)","15","15","47430","49620"
"In post","2021","Communications","Welsh Revenue Authority","Communications","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Wilton Park","Communications","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Wilton Park","Project Delivery","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Cabinet Office (excl. agencies)","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Cabinet Office (excl. agencies)","Unknown","London","80","80","48820","54700"
"In post","2021","Counter Fraud","Cabinet Office (excl. agencies)","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Cabinet Office (excl. agencies)","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","Counter Fraud","Cabinet Office (excl. agencies)","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Charity Commission","Counter Fraud","London","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Charity Commission","Counter Fraud","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Digital, Culture, Media and Sport","Counter Fraud","London","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Digital, Culture, Media and Sport","Counter Fraud","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Transport (excl. agencies)","Counter Fraud","London","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Transport (excl. agencies)","Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Driver and Vehicle Licensing Agency","Counter Fraud","Wales","10","10","32860","29240"
"In post","2021","Counter Fraud","Driver and Vehicle Standards Agency","Counter Fraud","East Midlands (England)","5","5","[c]","[c]"
"In post","2021","Counter Fraud","Driver and Vehicle Standards Agency","Counter Fraud","East of England","5","5","[c]","[c]"
"In post","2021","Counter Fraud","Driver and Vehicle Standards Agency","Counter Fraud","London","5","5","[c]","[c]"
"In post","2021","Counter Fraud","Driver and Vehicle Standards Agency","Counter Fraud","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Driver and Vehicle Standards Agency","Counter Fraud","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Driver and Vehicle Standards Agency","Counter Fraud","Scotland","10","10","[c]","[c]"
"In post","2021","Counter Fraud","Driver and Vehicle Standards Agency","Counter Fraud","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Driver and Vehicle Standards Agency","Counter Fraud","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Driver and Vehicle Standards Agency","Counter Fraud","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Driver and Vehicle Standards Agency","Counter Fraud","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Driver and Vehicle Standards Agency","Counter Fraud","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Food Standards Agency","Counter Fraud","London","25","25","38070","37300"
"In post","2021","Counter Fraud","Food Standards Agency","Counter Fraud","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Food Standards Agency","Counter Fraud","West Midlands (England)","15","15","36100","32480"
"In post","2021","Counter Fraud","Food Standards Agency","Counter Fraud","Yorkshire and The Humber","20","20","37990","37910"
"In post","2021","Counter Fraud","Government Internal Audit Agency","Counter Fraud","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Government Internal Audit Agency","Counter Fraud","London","10","10","[c]","[c]"
"In post","2021","Counter Fraud","Government Internal Audit Agency","Counter Fraud","North West (England)","5","5","[c]","[c]"
"In post","2021","Counter Fraud","Government Internal Audit Agency","Counter Fraud","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Government Internal Audit Agency","Counter Fraud","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Government Internal Audit Agency","Counter Fraud","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Government Internal Audit Agency","Counter Fraud","Yorkshire and The Humber","15","10","36080","33800"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Economics","London","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Intelligence Analysis","East Midlands (England)","15","15","36110","31810"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Intelligence Analysis","East of England","10","10","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Intelligence Analysis","London","65","60","43950","39800"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Intelligence Analysis","North East (England)","30","30","35720","31810"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Intelligence Analysis","North West (England)","20","20","33580","31810"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Intelligence Analysis","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Intelligence Analysis","Scotland","20","20","35130","31810"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Intelligence Analysis","South East (England)","10","10","30820","29970"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Intelligence Analysis","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Intelligence Analysis","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Intelligence Analysis","West Midlands (England)","10","10","32280","31810"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Intelligence Analysis","Yorkshire and The Humber","15","15","33000","31810"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Knowledge and Information Management","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Knowledge and Information Management","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Knowledge and Information Management","London","10","10","39170","37550"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Knowledge and Information Management","North East (England)","10","10","37490","30280"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Knowledge and Information Management","North West (England)","5","5","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Knowledge and Information Management","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Knowledge and Information Management","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Knowledge and Information Management","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Knowledge and Information Management","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Legal","East Midlands (England)","175","170","31030","31810"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Legal","East of England","325","300","26850","25560"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Legal","London","920","895","36170","36160"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Legal","North East (England)","150","150","29010","25560"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Legal","North West (England)","450","435","30570","28130"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Legal","Northern Ireland","155","150","28890","25910"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Legal","Scotland","200","190","29450","28130"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Legal","South East (England)","245","235","30640","28130"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Legal","South West (England)","145","140","30000","26980"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Legal","Wales","165","150","28790","26290"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Legal","West Midlands (England)","175","165","29400","26540"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Legal","Yorkshire and The Humber","220","210","30370","28130"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Operational Delivery","East Midlands (England)","185","170","30950","28130"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Operational Delivery","East of England","60","55","28030","25560"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Operational Delivery","London","395","370","34840","32520"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Operational Delivery","North East (England)","180","170","28990","25560"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Operational Delivery","North West (England)","725","670","30290","28130"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Operational Delivery","Northern Ireland","165","155","29800","28130"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Operational Delivery","Scotland","335","300","28220","25560"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Operational Delivery","South East (England)","80","75","28860","28130"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Operational Delivery","South West (England)","85","75","28810","28130"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Operational Delivery","Wales","80","75","28190","25560"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Operational Delivery","West Midlands (England)","280","260","28330","25560"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Operational Delivery","Yorkshire and The Humber","315","285","29590","25560"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Operational Research","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Operational Research","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Operational Research","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Operational Research","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Operational Research","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Other","East Midlands (England)","5","5","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Other","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Other","London","80","70","40070","36160"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Other","North East (England)","25","25","37670","31810"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Other","North West (England)","40","35","43410","38630"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Other","Northern Ireland","5","5","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Other","Scotland","50","45","35090","31810"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Other","South East (England)","30","25","31850","28130"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Other","South West (England)","5","5","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Other","Wales","25","25","32950","31810"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Other","West Midlands (England)","15","10","46390","52580"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Other","Yorkshire and The Humber","45","45","36220","31810"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Tax","East Midlands (England)","125","115","39600","35000"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Tax","East of England","20","20","37020","31870"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Tax","London","385","370","43620","36780"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Tax","North East (England)","120","115","38350","31940"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Tax","North West (England)","345","325","39150","31870"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Tax","Northern Ireland","60","60","38570","38630"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Tax","Scotland","215","195","33990","31810"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Tax","South East (England)","65","60","36340","32310"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Tax","South West (England)","125","120","45040","52580"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Tax","Wales","70","65","37110","31810"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Tax","West Midlands (England)","165","155","38200","31870"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Tax","Yorkshire and The Humber","205","195","36760","31810"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Unknown","East Midlands (England)","10","10","30940","31810"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Unknown","London","40","40","37980","36160"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Unknown","North East (England)","5","5","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Unknown","North West (England)","15","15","30010","31810"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Unknown","Scotland","10","10","27270","25560"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Unknown","South West (England)","15","10","29890","31810"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Unknown","Wales","5","5","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Unknown","West Midlands (England)","10","10","30880","25560"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Unknown","Yorkshire and The Humber","10","10","27310","25560"
"In post","2021","Counter Fraud","Insolvency Service","Counter Fraud","East Midlands (England)","15","10","34950","36060"
"In post","2021","Counter Fraud","Insolvency Service","Counter Fraud","East of England","20","20","39630","38510"
"In post","2021","Counter Fraud","Insolvency Service","Counter Fraud","London","45","40","42990","43150"
"In post","2021","Counter Fraud","Insolvency Service","Counter Fraud","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Insolvency Service","Counter Fraud","North West (England)","70","65","39560","39490"
"In post","2021","Counter Fraud","Insolvency Service","Counter Fraud","Scotland","10","10","37200","35230"
"In post","2021","Counter Fraud","Insolvency Service","Counter Fraud","South East (England)","5","5","[c]","[c]"
"In post","2021","Counter Fraud","Insolvency Service","Counter Fraud","South West (England)","15","15","39190","39490"
"In post","2021","Counter Fraud","Insolvency Service","Counter Fraud","Wales","10","5","[c]","[c]"
"In post","2021","Counter Fraud","Insolvency Service","Counter Fraud","West Midlands (England)","50","50","38100","38810"
"In post","2021","Counter Fraud","Insolvency Service","Counter Fraud","Yorkshire and The Humber","20","20","39680","39490"
"In post","2021","Counter Fraud","Met Office","Counter Fraud","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Serious Fraud Office","Counter Fraud","London","245","240","45590","40000"
"In post","2021","Counter Fraud","UK Intellectual Property Office","Policy","London","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","UK Intellectual Property Office","Policy","Wales","20","20","36700","30630"
"In post","2021","Debt","Debt Management Office","Operational Delivery","London","10","10","58320","49090"
"In post","2021","Debt","Health and Safety Executive","Operational Delivery","North West (England)","5","5","[c]","[c]"
