"Status","Year","Ethnicity","Function_of_post","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Chinese","Communications","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Communications","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Communications","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Communications","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Communications","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Communications","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Communications","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Communications","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Communications","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Communications","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Communications","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Communications","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Communications","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Communications","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Communications","Other","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Communications","Other","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Communications","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Communications","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Counter Fraud","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Counter Fraud","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Counter Fraud","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Counter Fraud","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Counter Fraud","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Counter Fraud","Policy","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Counter Fraud","Policy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Counter Fraud","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Counter Fraud","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Counter Fraud","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Counter Fraud","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Debt","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Debt","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Debt","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Debt","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Digital, Data & Technology","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Digital, Data & Technology","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Digital, Data & Technology","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Digital, Data & Technology","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Digital, Data & Technology","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Digital, Data & Technology","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Digital, Data & Technology","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Digital, Data & Technology","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Digital, Data & Technology","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Digital, Data & Technology","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Digital, Data & Technology","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Digital, Data & Technology","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Digital, Data & Technology","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Digital, Data & Technology","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Digital, Data & Technology","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Digital, Data & Technology","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Digital, Data & Technology","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Digital, Data & Technology","Other","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Digital, Data & Technology","Other","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Digital, Data & Technology","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Digital, Data & Technology","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Digital, Data & Technology","Policy","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Digital, Data & Technology","Policy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Digital, Data & Technology","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Digital, Data & Technology","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Digital, Data & Technology","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Digital, Data & Technology","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Digital, Data & Technology","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Digital, Data & Technology","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Digital, Data & Technology","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Digital, Data & Technology","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Digital, Data & Technology","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Digital, Data & Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Digital, Data & Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Digital, Data & Technology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Finance","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Finance","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Finance","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Finance","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Finance","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Finance","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Finance","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Finance","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Finance","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Finance","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Finance","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Finance","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Finance","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Finance","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Finance","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Finance","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Finance","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Finance","Other","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Finance","Other","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Finance","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Finance","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Finance","Policy","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Finance","Policy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Finance","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Finance","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Finance","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Finance","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Finance","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Finance","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Finance","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Finance","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Finance","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Finance","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Grants Management","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Grants Management","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Grants Management","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Grants Management","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Human Resources","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Human Resources","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Human Resources","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Human Resources","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Human Resources","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Human Resources","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Human Resources","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Human Resources","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Human Resources","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Human Resources","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Human Resources","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Human Resources","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Human Resources","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Human Resources","Other","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Human Resources","Other","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Human Resources","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Human Resources","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Human Resources","Policy","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Human Resources","Policy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Human Resources","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Human Resources","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Human Resources","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Human Resources","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Human Resources","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Human Resources","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Internal Audit","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Internal Audit","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Internal Audit","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Internal Audit","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Legal","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Legal","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Legal","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Legal","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Legal","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Legal","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Legal","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Legal","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Legal","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Legal","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Legal","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Legal","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Legal","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Legal","Other","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Legal","Other","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Legal","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Legal","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Legal","Policy","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Legal","Policy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Legal","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Legal","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Legal","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Legal","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Legal","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","Economics","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","Economics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","Inspector of Education and Training","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","Inspector of Education and Training","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","Inspector of Education and Training","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","Intelligence Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","International Trade","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","Other","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","Other","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","Planning","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","Planning","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","Planning","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","Planning","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","Planning Inspectors","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","Planning Inspectors","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","Planning Inspectors","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","Policy","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","Policy","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","Policy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","Psychology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","Psychology","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","Psychology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","Statistics","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","No function","Statistics","Unknown","[c]","[c]","[c]","[c]"
