"Status","Year","Disability","Function_of_post","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Declared disabled","Property","Outside London","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","Outside London","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","Outside London","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Security","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Security","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Security","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Security","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Security","Outside London","AA/AO","35","[c]","29070","25540"
"Leaver CS","2021","Declared disabled","Security","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Security","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Security","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Security","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Security","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Security","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Security","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","London","AA/AO","50","[c]","24510","25110"
"Leaver CS","2021","Declared disabled","Unknown","London","EO","80","[c]","30410","31060"
"Leaver CS","2021","Declared disabled","Unknown","London","G6/G7","35","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","London","SEO/HEO","65","[c]","38290","39000"
"Leaver CS","2021","Declared disabled","Unknown","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Outside London","AA/AO","660","[c]","20840","21010"
"Leaver CS","2021","Declared disabled","Unknown","Outside London","EO","510","[c]","27440","27570"
"Leaver CS","2021","Declared disabled","Unknown","Outside London","G6/G7","70","[c]","63640","58780"
"Leaver CS","2021","Declared disabled","Unknown","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Outside London","SEO/HEO","220","[c]","35620","34290"
"Leaver CS","2021","Declared disabled","Unknown","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Analysis","London","AA/AO","30","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Analysis","London","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Analysis","London","G6/G7","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Analysis","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Analysis","London","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Analysis","Outside London","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Analysis","Outside London","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Analysis","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Analysis","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Analysis","Outside London","SEO/HEO","30","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Commercial","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Commercial","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Commercial","London","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Commercial","London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Commercial","London","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Commercial","Outside London","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Commercial","Outside London","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Commercial","Outside London","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Commercial","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Commercial","Outside London","SEO/HEO","45","[c]","37030","36240"
"Leaver CS","2021","Declared non-disabled","Commercial","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Commercial","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Commercial","Unknown","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Commercial","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Commercial","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Communications","London","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Communications","London","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Communications","London","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Communications","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Communications","London","SEO/HEO","50","[c]","36410","35860"
"Leaver CS","2021","Declared non-disabled","Communications","Outside London","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Communications","Outside London","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Communications","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Communications","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Communications","Outside London","SEO/HEO","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Communications","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Communications","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Communications","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Communications","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Communications","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Counter Fraud","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Counter Fraud","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Counter Fraud","London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Counter Fraud","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Counter Fraud","London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Counter Fraud","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Counter Fraud","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Counter Fraud","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Debt","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Debt","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Digital, Data & Technology","London","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Digital, Data & Technology","London","EO","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Digital, Data & Technology","London","G6/G7","35","[c]","58940","58030"
"Leaver CS","2021","Declared non-disabled","Digital, Data & Technology","London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Digital, Data & Technology","London","SEO/HEO","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Digital, Data & Technology","Outside London","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Digital, Data & Technology","Outside London","EO","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Digital, Data & Technology","Outside London","G6/G7","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Digital, Data & Technology","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Digital, Data & Technology","Outside London","SEO/HEO","50","[c]","37840","38450"
"Leaver CS","2021","Declared non-disabled","Digital, Data & Technology","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Digital, Data & Technology","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Digital, Data & Technology","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Finance","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Finance","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Finance","London","G6/G7","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Finance","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Finance","London","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Finance","Outside London","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Finance","Outside London","EO","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Finance","Outside London","G6/G7","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Finance","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Finance","Outside London","SEO/HEO","50","[c]","38970","36730"
"Leaver CS","2021","Declared non-disabled","Grants Management","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Grants Management","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Grants Management","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Grants Management","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Human Resources","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Human Resources","London","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Human Resources","London","G6/G7","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Human Resources","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Human Resources","London","SEO/HEO","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Human Resources","Outside London","AA/AO","40","[c]","20950","20920"
"Leaver CS","2021","Declared non-disabled","Human Resources","Outside London","EO","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Human Resources","Outside London","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Human Resources","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Human Resources","Outside London","SEO/HEO","45","[c]","38310","38000"
"Leaver CS","2021","Declared non-disabled","Human Resources","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Human Resources","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Human Resources","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Human Resources","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Internal Audit","London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Internal Audit","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Internal Audit","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Internal Audit","Outside London","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Internal Audit","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","London","AA/AO","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","London","EO","30","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","London","G6/G7","75","[c]","59330","58290"
"Leaver CS","2021","Declared non-disabled","Legal","London","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","London","SEO/HEO","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","Outside London","AA/AO","30","[c]","22840","23470"
"Leaver CS","2021","Declared non-disabled","Legal","Outside London","EO","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","Outside London","G6/G7","95","[c]","59040","55610"
"Leaver CS","2021","Declared non-disabled","Legal","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","Outside London","SEO/HEO","65","[c]","42670","43460"
"Leaver CS","2021","Declared non-disabled","No function","London","AA/AO","295","[c]","22250","22680"
"Leaver CS","2021","Declared non-disabled","No function","London","EO","130","[c]","27900","27020"
"Leaver CS","2021","Declared non-disabled","No function","London","G6/G7","180","[c]","59410","56460"
"Leaver CS","2021","Declared non-disabled","No function","London","SCS level","65","[c]","107990","95220"
